header,value,key
﻿Fecha_hora,'01/01/2019_9:00:00',36
﻿Fecha_hora,'01/01/2019_9:15:00',37
﻿Fecha_hora,'01/01/2019_9:30:00',38
﻿Fecha_hora,'01/01/2019_9:45:00',39
﻿Fecha_hora,'01/01/2019_10:00:00',40
﻿Fecha_hora,'01/01/2019_10:15:00',41
﻿Fecha_hora,'01/01/2019_10:30:00',42
﻿Fecha_hora,'01/01/2019_10:45:00',43
﻿Fecha_hora,'01/01/2019_11:00:00',44
﻿Fecha_hora,'01/01/2019_11:15:00',45
﻿Fecha_hora,'01/01/2019_11:30:00',46
﻿Fecha_hora,'01/01/2019_11:45:00',47
﻿Fecha_hora,'01/01/2019_12:00:00',48
﻿Fecha_hora,'01/01/2019_12:15:00',49
﻿Fecha_hora,'01/01/2019_12:30:00',50
﻿Fecha_hora,'01/01/2019_12:45:00',51
﻿Fecha_hora,'01/01/2019_13:00:00',52
﻿Fecha_hora,'01/01/2019_13:15:00',53
﻿Fecha_hora,'01/01/2019_13:30:00',54
﻿Fecha_hora,'01/01/2019_13:45:00',55
﻿Fecha_hora,'01/01/2019_14:00:00',56
﻿Fecha_hora,'01/01/2019_14:15:00',57
﻿Fecha_hora,'01/01/2019_14:30:00',58
﻿Fecha_hora,'01/01/2019_14:45:00',59
﻿Fecha_hora,'01/01/2019_15:00:00',60
﻿Fecha_hora,'01/01/2019_15:15:00',61
﻿Fecha_hora,'01/01/2019_15:30:00',62
﻿Fecha_hora,'01/01/2019_15:45:00',63
﻿Fecha_hora,'01/01/2019_16:00:00',64
﻿Fecha_hora,'01/01/2019_16:15:00',65
﻿Fecha_hora,'01/01/2019_16:30:00',66
﻿Fecha_hora,'01/01/2019_16:45:00',67
﻿Fecha_hora,'01/01/2019_17:00:00',68
﻿Fecha_hora,'01/01/2019_17:15:00',69
﻿Fecha_hora,'01/01/2019_17:30:00',70
﻿Fecha_hora,'01/01/2019_17:45:00',71
﻿Fecha_hora,'01/01/2019_18:00:00',72
﻿Fecha_hora,'01/01/2019_18:15:00',73
﻿Fecha_hora,'01/01/2019_18:30:00',74
﻿Fecha_hora,'01/01/2019_18:45:00',75
﻿Fecha_hora,'01/01/2019_19:00:00',76
﻿Fecha_hora,'01/01/2019_19:15:00',77
﻿Fecha_hora,'01/01/2019_19:30:00',78
﻿Fecha_hora,'01/01/2019_19:45:00',79
﻿Fecha_hora,'01/01/2019_20:00:00',80
﻿Fecha_hora,'01/01/2019_20:15:00',81
﻿Fecha_hora,'01/01/2019_20:30:00',82
﻿Fecha_hora,'01/01/2019_20:45:00',83
﻿Fecha_hora,'01/01/2019_21:00:00',84
﻿Fecha_hora,'01/01/2019_21:15:00',85
﻿Fecha_hora,'01/01/2019_21:30:00',86
﻿Fecha_hora,'01/01/2019_21:45:00',87
﻿Fecha_hora,'01/01/2019_22:00:00',88
﻿Fecha_hora,'01/01/2019_22:15:00',89
﻿Fecha_hora,'01/01/2019_22:30:00',90
﻿Fecha_hora,'01/01/2019_22:45:00',91
﻿Fecha_hora,'01/01/2019_23:00:00',92
﻿Fecha_hora,'01/01/2019_23:15:00',93
﻿Fecha_hora,'01/01/2019_23:30:00',94
﻿Fecha_hora,'01/01/2019_23:45:00',95
﻿Fecha_hora,'02/01/2019_0:00:00',96
﻿Fecha_hora,'02/01/2019_0:15:00',97
﻿Fecha_hora,'02/01/2019_0:30:00',98
﻿Fecha_hora,'02/01/2019_0:45:00',99
﻿Fecha_hora,'02/01/2019_1:00:00',100
﻿Fecha_hora,'02/01/2019_1:15:00',101
﻿Fecha_hora,'02/01/2019_1:30:00',102
﻿Fecha_hora,'02/01/2019_1:45:00',103
﻿Fecha_hora,'02/01/2019_2:00:00',104
﻿Fecha_hora,'02/01/2019_2:15:00',105
﻿Fecha_hora,'02/01/2019_2:30:00',106
﻿Fecha_hora,'02/01/2019_2:45:00',107
﻿Fecha_hora,'02/01/2019_3:00:00',108
﻿Fecha_hora,'02/01/2019_3:15:00',109
﻿Fecha_hora,'02/01/2019_3:30:00',110
﻿Fecha_hora,'02/01/2019_3:45:00',111
﻿Fecha_hora,'02/01/2019_4:00:00',112
﻿Fecha_hora,'02/01/2019_4:15:00',113
﻿Fecha_hora,'02/01/2019_4:30:00',114
﻿Fecha_hora,'02/01/2019_4:45:00',115
﻿Fecha_hora,'02/01/2019_5:00:00',116
