Fecha,hora,Caudal impulsión pozo (m3/h),on/off (0/1),2022 Nivel depósito ,2021 Nivel depósito ,2020 Nivel depósito ,2019 Nivel depósito ,2018 Nivel depósito ,2017 Nivel depósito ,2021 nivel depósito calculado,2021 nivel depósito normalizado,Caudal.Imp.GrupoBombeo (m3/h),Caudal impulsion Pozo1 (m3/h),Caudal.Inyectado.Verger (m3/h),2022 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal,2020 Caudal Iny. Dep. Municipal,2019 Caudal Iny. Dep. Municipal,2018 Caudal Iny. Dep. Municipal,2017 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal Calculado,2021 Caudal Iny. Dep. Municipal Normalizado,2022 SECTOR2 (BOTICARI VELL),2021 SECTOR2 (BOTICARI VELL),2020 SECTOR2 (BOTICARI VELL),2019 SECTOR2 (BOTICARI VELL),2018 SECTOR2 (BOTICARI VELL),2017 SECTOR2 (BOTICARI VELL),2021 SECTOR2 CALCULADA (BOTICARI VELL),2021 SECTOR2 NORMALIZADA (BOTICARI VELL),2022 SECTOR3 (LA VIA),2021 SECTOR3 (LA VIA),2020 SECTOR3 (LA VIA),2019 SECTOR3 (LA VIA),2018 SECTOR3 (LA VIA),2017 SECTOR3 (LA VIA),2021 SECTOR3 CALCULADA (LA VIA),2021 SECTOR3 NORMALIZADA (LA VIA),2022 SECTOR4 (PASSATGE),2021 SECTOR4 (PASSATGE),2020 SECTOR4 (PASSATGE),2019 SECTOR4 (PASSATGE),2018 SECTOR4 (PASSATGE),2017 SECTOR4 (PASSATGE),2021 SECTOR4 CALCULADA (PASSATGE),2021 SECTOR4 NORMALIZADA (PASSATGE),2022 SECTOR6 (POLIGON),2021 SECTOR6 (POLIGON),2020 SECTOR6 (POLIGON),2019 SECTOR6 (POLIGON),2018 SECTOR6 (POLIGON),2017 SECTOR6 (POLIGON),2021 SECTOR6 CALCULADA (POLIGON),2021 SECTOR6 NORMALIZADA (POLIGON),2022 SECTOR7 (PONT),2021 SECTOR7 (PONT),2020 SECTOR7 (PONT),2019 SECTOR7 (PONT),2018 SECTOR7 (PONT),2017 SECTOR7 (PONT),2021 SECTOR7 CALCULADA (PONT),2021 SECTOR7 NORMALIZADA (PONT),2022 SECTOR8 (OLIVAR),2021 SECTOR8 (OLIVAR),2020 SECTOR8 (OLIVAR),2019 SECTOR8 (OLIVAR),2018 SECTOR8 (OLIVAR),2017 SECTOR8 (OLIVAR),2021 SECTOR8 CALCULADA (OLIVAR),2021 SECTOR8 NORMALIZADA (OLIVAR),﻿Fecha_hora
1,79,24.32,1,2.57,2.73,22.5,17.5,null,null,2.73,2.73,36.94,0,36.94,0,24.8,0,0,null,null,24.8,24.8,4.1,4.6,null,2.7,3.5,null,4.6,4.6,1.2,1.2,0.4,0.8,null,null,1.2,1.2,4.6,3.1,6.9,4.8,null,null,3.1,3.1,6.4,1.1,3.1,14.2,0.8,null,1.1,1.1,5.3,8.1,7.2,6.8,2.1,null,8.1,8.1,0.8,null,0.3,0.6,0.6,null,0.58,0.58,175
1,80,24.28,1,2.53,2.75,22.2,17.1,null,null,2.75,2.75,81.18,0,81.18,11.6,22.8,0,0,null,null,22.8,22.8,3,4.6,null,3,3.1,null,4.6,4.6,1.2,1.6,1.2,0.7,null,null,1.6,1.6,4.5,3.1,6.3,4.1,null,null,3.1,3.1,6.4,1,3.5,8.1,0.8,null,1,1,5.3,7.9,7.8,7,2.1,null,7.9,7.9,0.9,null,0.4,1.4,0.6,null,0.83,0.83,176
1,81,24.28,1,2.55,2.77,22,16.8,null,null,2.77,2.77,81.22,0,81.22,24,27.2,0,0,null,null,27.2,27.2,3.5,5.4,null,3.3,4.8,null,5.4,5.4,1.2,1.2,0.4,0.4,null,null,1.2,1.2,4.9,0.9,6.8,4.6,null,null,0.9,0.9,6.4,1.1,2.3,8.2,0.8,null,1.1,1.1,5.3,7.3,7,8.5,2.1,null,7.3,7.3,0.8,null,0.7,1.4,0.5,null,0.85,0.85,177
1,82,24.36,1,2.57,2.8,21.7,16.4,null,null,2.8,2.8,81.88,0,81.88,23.6,22,0,0,null,null,22,22,3.5,4.4,null,2.1,3.8,null,4.4,4.4,1.2,1.2,0.8,0.7,null,null,1.2,1.2,5.5,1.1,5.1,3.4,null,null,1.1,1.1,6.4,1.4,2.3,7.9,0.8,null,1.4,1.4,5.3,7.7,6.5,7,2.1,null,7.7,7.7,0.4,null,0.4,1,0.5,null,0.58,0.58,178
1,83,24.32,1,2.59,2.81,21.4,16,null,null,2.81,2.81,45.44,0,45.44,21.6,11.2,0,0,null,null,11.2,11.2,3.6,5.1,null,2,3.2,null,5.1,5.1,1.2,1.2,0.8,2.4,null,null,1.2,1.2,4.9,1.8,5.3,2.3,null,null,1.8,1.8,6.4,1,1.5,7.9,0.8,null,1,1,5.3,6.4,7.8,6.3,2.1,null,6.4,6.4,0.8,null,0.4,0.6,0.4,null,0.55,0.55,179
1,84,24.36,1,2.61,2.77,21.1,15.5,null,null,2.77,2.77,3.28,0,3.28,22.4,0.4,0.36,0,null,null,0.4,0.4,3.1,5.3,null,2.9,5,null,5.3,5.3,1.2,2,0.8,1.1,null,null,2,2,4.9,2.3,5.4,3,null,null,2.3,2.3,6.4,1,2.2,9.4,0.8,null,1,1,5.3,6.4,7.8,6.5,2.1,null,6.4,6.4,0.9,null,0.3,0.5,0.5,null,0.55,0.55,180
1,85,24.28,1,2.63,2.76,21.2,15.2,null,null,2.76,2.76,11.59,0,11.59,21.6,23.6,2.16,0,null,null,23.6,23.6,3.5,6,null,2.3,4.6,null,6,6,1.6,1.2,0.8,0.7,null,null,1.2,1.2,3.9,1.5,4.1,3.8,null,null,1.5,1.5,6.4,1,3.3,7.9,0.8,null,1,1,5.3,5.8,7.1,7.1,2.1,null,5.8,5.8,1.2,null,0.9,0.8,0.5,null,0.85,0.85,181
1,86,24.28,1,2.65,2.78,21.7,14.8,null,null,2.78,2.78,68.45,0,68.45,24,25.2,2.44,0,null,null,25.2,25.2,2.6,4.7,null,2.4,4.4,null,4.7,4.7,1.2,1.6,0.8,0.4,null,null,1.6,1.6,3.5,0.9,3.6,4.4,null,null,0.9,0.9,6.4,1,2.7,8.4,0.8,null,1,1,5.3,6.9,7.5,7.4,2.1,null,6.9,6.9,0.9,null,0.9,0.5,0.6,null,0.73,0.73,182
1,87,24.32,1,2.67,2.8,22.2,14.3,null,null,2.8,2.8,81.12,0,81.12,25.6,26,2.36,0,null,null,26,26,3.1,4.5,null,2.1,3.1,null,4.5,4.5,1.2,1.2,0.4,0.5,null,null,1.2,1.2,3.5,0.5,3.6,5.5,null,null,0.5,0.5,6.4,1,4.9,8.2,0.8,null,1,1,5.3,6.2,6.8,7,2.1,null,6.2,6.2,0.7,null,0.7,1.2,1.1,null,0.93,0.93,183
1,88,24.36,1,2.69,2.83,22.6,13.9,null,null,2.83,2.83,81.12,0,81.12,24.4,25.6,2.2,0,null,null,25.6,25.6,2.8,5,null,2.9,3.8,null,5,5,2,1.2,0.8,0.6,null,null,1.2,1.2,3.2,0.4,3,4,null,null,0.4,0.4,6.4,1.1,3.5,8.3,0.8,null,1.1,1.1,5.3,5.8,8.2,7.8,2.1,null,5.8,5.8,0.7,null,0.5,0.6,1,null,0.7,0.7,184
1,89,24.28,1,2.71,2.85,23.1,13.5,null,null,2.85,2.85,70.77,0,70.77,26.8,24.8,2.28,0,null,null,24.8,24.8,3.5,4,null,2.7,4.3,null,4,4,1.2,1.2,0.4,0.6,null,null,1.2,1.2,3.4,0.3,3,3.7,null,null,0.3,0.3,6.4,1,3.2,7.8,0.8,null,1,1,5.3,5.8,6.4,6.5,2.1,null,5.8,5.8,0.6,null,1.1,0.5,1.2,null,0.85,0.85,185
1,90,24.32,1,2.74,2.84,23.5,13,null,null,2.84,2.84,17.61,0,17.61,29.2,0,1.4,0,null,null,10.2,10.2,3,4.4,null,2.1,2.5,null,4.4,4.4,0.8,1.2,1.6,0.4,null,null,1.2,1.2,2.2,0.2,2.5,3.4,null,null,0.2,0.2,6.4,0.8,1.7,10.1,0.8,null,0.8,0.8,5.3,6.2,7.7,6.3,2.1,null,6.2,6.2,0.6,null,0.7,0.5,1.4,null,0.8,0.8,186
1,91,24.32,1,2.77,2.81,23.3,12.7,null,null,2.81,2.81,1,0,1,30,17.6,0,0,null,null,17.6,17.6,2.6,4.2,null,1.9,2.6,null,4.2,4.2,1.2,1.2,0.4,0.3,null,null,1.2,1.2,2.1,0.2,2.2,1.6,null,null,0.2,0.2,6.4,1,1.7,9,0.8,null,1,1,5.3,7.5,8.2,8.1,2.1,null,7.5,7.5,0.5,null,0.6,0.5,0.7,null,0.58,0.58,187
1,92,24.32,1,2.79,2.83,23.1,12.4,null,null,2.83,2.83,41.1,0,41.1,30.8,30,0,0,null,null,30,30,3.5,4.8,null,1.8,2.8,null,4.8,4.8,1.2,1.2,0.8,0.3,null,null,1.2,1.2,1.8,0.3,2.3,1.8,null,null,0.3,0.3,6.4,1.2,1.3,8.5,0.8,null,1.2,1.2,5.3,6,6.9,5.6,2.1,null,6,6,1,null,0.3,0.6,0.5,null,0.6,0.6,188
1,93,24.32,1,2.82,2.86,22.8,12.6,null,null,2.86,2.86,80.2,0,80.2,31.2,31.6,0,1.8,null,null,31.6,31.6,3,4.6,null,2.3,4,null,4.6,4.6,0.8,0.8,0.4,0.3,null,null,0.8,0.8,2.2,0.2,2.1,1.8,null,null,0.2,0.2,6.4,1.1,2.9,10,0.8,null,1.1,1.1,5.3,5.7,6.3,5.6,2.1,null,5.7,5.7,0.8,null,0.4,1,0.7,null,0.73,0.73,189
1,94,24.36,1,2.84,2.89,22.6,13.4,null,null,2.89,2.89,81.55,0,81.55,15.6,31.2,0,2.28,null,null,31.2,31.2,2.9,5.3,null,2.8,4,null,5.3,5.3,0.8,2,0.4,0.3,null,null,2,2,2.1,0.2,1.9,0.9,null,null,0.2,0.2,6.4,1,1.9,9,0.8,null,1,1,5.3,4.9,5.5,5.2,2.1,null,4.9,4.9,0.6,null,0.2,0.6,1.1,null,0.63,0.63,190
1,95,24.32,1,2.82,2.92,22.3,14.3,null,null,2.92,2.92,80.66,0,80.66,0,32.4,0,2.64,null,null,32.4,32.4,2.7,3.8,null,1.9,2.4,null,3.8,3.8,0.8,2,0.4,0.5,null,null,2,2,1.6,0,1.9,1,null,null,1.5,1.5,6.4,1.1,2.7,9.3,0.8,null,1.1,1.1,5.3,5.3,5,4,2.1,null,5.3,5.3,0.3,null,0.5,0.4,1.3,null,0.63,0.63,191
2,0,24.36,1,2.78,2.94,22.1,15.2,null,null,2.94,2.94,44.13,0,44.13,0,17.6,0,2.8,null,null,17.6,17.6,3.4,3.8,null,1.6,2.1,null,3.8,3.8,0.8,2.4,0.8,0.8,null,null,2.4,2.4,1.4,0,1.3,0.7,null,null,1.13,1.13,6.4,0.9,1.7,9.9,0.8,null,0.9,0.9,5.3,5.1,5.8,4.3,2.1,null,5.1,5.1,0.3,null,0.3,0.4,1.3,null,0.58,0.58,192
2,1,24.28,1,2.75,2.91,21.7,16.1,null,null,2.91,2.91,1,0,1,0,2.4,1.28,2.64,null,null,2.4,2.4,2.4,3.9,null,2.2,3.5,null,3.9,3.9,0.8,1.2,1.2,0.7,null,null,1.2,1.2,1.4,0.1,1.9,0.3,null,null,0.1,0.1,6.4,1,2.7,9.8,0.8,null,1,1,5.3,4.7,4.7,3.6,2.1,null,4.7,4.7,0.6,null,0.5,0.5,0.9,null,0.63,0.63,193
2,2,24.32,1,2.71,2.91,21.9,17,null,null,2.91,2.91,14.81,0,14.81,8.8,33.2,3.44,2.68,null,null,33.2,33.2,2.2,3.2,null,1.5,2.6,null,3.2,3.2,0.8,2,1.2,0.4,null,null,2,2,1.5,0,1.2,0.3,null,null,1,1,6.4,1.1,1.4,9.8,0.8,null,1.1,1.1,5.3,4.3,4.4,3.4,2.1,null,4.3,4.3,0.6,null,0.4,0.4,1,null,0.6,0.6,194
2,3,24.36,1,2.73,2.95,22.2,17.9,null,null,2.95,2.95,69.91,0,69.91,35.2,33.6,3.68,2.36,null,null,33.6,33.6,2.1,3.2,null,1.4,2.5,null,3.2,3.2,0.8,2.4,1.6,0.4,null,null,2.4,2.4,1.1,0,1,0.2,null,null,0.77,0.77,6.4,1.1,2.1,10.3,0.8,null,1.1,1.1,5.3,4.3,4.3,3.8,2.1,null,4.3,4.3,0.3,null,0.4,0.3,0.9,null,0.48,0.48,195
2,4,24.36,1,2.76,2.98,22.5,18.8,null,null,2.98,2.98,81.82,0,81.82,34.8,36.8,3.72,2.44,null,null,36.8,36.8,1.8,3,null,1.2,2.2,null,3,3,1.2,1.6,0.4,0.5,null,null,1.6,1.6,0.6,0.1,1.3,0.2,null,null,0.1,0.1,6.4,1.1,1.8,9.1,0.8,null,1.1,1.1,5.3,4.6,4.3,3.3,2.1,null,4.6,4.6,1.5,null,0.3,0.4,0.3,null,0.63,0.63,196
2,5,24.32,1,2.79,3.01,22.9,19.6,null,null,3.01,3.01,81.1,0,81.1,34,38,3.32,2.36,null,null,38,38,1.8,2.9,null,1.4,1.9,null,2.9,2.9,0.8,1.2,0.4,0.3,null,null,1.2,1.2,0.8,0,0.9,0.3,null,null,0.67,0.67,6.4,1.1,3,11.3,0.8,null,1.1,1.1,5.3,3.9,5.2,2.8,2.1,null,3.9,3.9,1.7,null,0.4,0.4,0.9,null,0.85,0.85,197
2,6,24.36,1,2.82,3.05,23.2,20.6,null,null,3.05,3.05,74.48,0,74.48,33.2,37.2,3.64,3.12,null,null,37.2,37.2,2,2.9,null,1.2,1.4,null,2.9,2.9,0.8,0.8,0.4,0.2,null,null,0.8,0.8,0.8,0.1,0.9,0.1,null,null,0.1,0.1,6.4,1.1,1.5,9.4,0.8,null,1.1,1.1,5.3,4.3,5.1,2.7,2.1,null,4.3,4.3,2.1,null,1.1,0.2,0.6,null,1,1,198
2,7,24.36,1,2.85,3.05,23.5,21.6,null,null,3.05,3.05,5.14,0,5.14,36,1.6,3.84,3.16,null,null,1.6,1.6,1.8,3.5,null,1.1,1.4,null,3.5,3.5,1.2,1.2,0.4,0.2,null,null,1.2,1.2,1.1,0,1.1,0,null,null,0.73,0.73,6.4,0.8,1.4,9.8,0.8,null,0.8,0.8,5.3,4.3,4.7,3.1,2.1,null,4.3,4.3,0.8,null,1.4,0.2,0.3,null,0.68,0.68,199
2,8,24.4,1,2.89,3.03,23.9,22.6,null,null,3.03,3.03,1,0,1,40.8,22.4,4.24,3.28,null,null,22.4,22.4,1.8,3.2,null,1,1.4,null,3.2,3.2,0.8,0.8,0.4,0.1,null,null,0.8,0.8,0.5,0,0.8,0.4,null,null,0.57,0.57,6.4,1.1,1.1,9.6,0.8,null,1.1,1.1,5.3,4.6,4.5,2.9,2.1,null,4.6,4.6,0.2,null,0.7,0.3,0.3,null,0.38,0.38,200
2,9,24.32,1,2.93,3.06,24.3,23.7,null,null,3.06,3.06,48.42,0,48.42,41.2,36.8,4.24,3.28,null,null,36.8,36.8,1.6,3,null,1.1,2.3,null,3,3,0.8,1.2,0.4,0.1,null,null,1.2,1.2,0.8,0.1,0.7,2.6,null,null,0.1,0.1,6.4,1.1,2.5,10.2,0.8,null,1.1,1.1,5.3,3.9,4.6,2.6,2.1,null,3.9,3.9,0.2,null,0.1,0.3,0.3,null,0.23,0.23,201
2,10,24.32,1,2.96,3.09,24.6,24.7,null,null,3.09,3.09,81.11,0,81.11,42.4,39.2,4.16,3.08,null,null,39.2,39.2,1.4,2.9,null,1,2.3,null,2.9,2.9,1.2,0.8,0.4,0.1,null,null,0.8,0.8,0.3,0,0.8,0.6,null,null,0.57,0.57,6.4,1.1,2,9.6,0.8,null,1.1,1.1,5.3,3.5,4.1,2.5,2.1,null,3.5,3.5,0.2,null,0.1,0.1,0.3,null,0.18,0.18,202
2,11,24.36,1,3,3.13,25,25.7,null,null,3.13,3.13,81.3,0,81.3,41.2,39.2,4.12,3.24,null,null,39.2,39.2,1.4,2.9,null,1.1,1.5,null,2.9,2.9,0.8,1.2,0.4,0.2,null,null,1.2,1.2,0.5,0,0.7,0,null,null,0.4,0.4,6.4,1.1,2.1,9.8,0.8,null,1.1,1.1,5.3,3.4,4,2.6,2.1,null,3.4,3.4,0.2,null,0.1,0.1,0.3,null,0.18,0.18,203
2,12,24.36,1,3.04,3.16,25.4,26.6,null,null,3.16,3.16,81.53,0,81.53,38,39.2,4.32,2.28,null,null,39.2,39.2,1.5,2.9,null,0.9,1.4,null,2.9,2.9,0.8,0.8,0.4,0.2,null,null,0.8,0.8,0.4,0,0.6,0,null,null,0.33,0.33,6.4,1,2.4,9,0.8,null,1,1,5.3,3.6,4,2.3,2.1,null,3.6,3.6,0.4,null,0.4,0.1,0.3,null,0.3,0.3,204
2,13,24.32,1,3.07,3.19,25.7,26.9,null,null,3.19,3.19,35.43,0,35.43,36.8,20.8,4.4,0,null,null,20.8,20.8,1.6,2.9,null,1.2,1.4,null,2.9,2.9,0.8,0.8,0,0.1,null,null,0.8,0.8,0.7,0.1,0.7,0,null,null,0.1,0.1,6.4,0.9,1.7,9.9,0.8,null,0.9,0.9,5.3,3.4,4.3,2.5,2.1,null,3.4,3.4,1.7,null,0.1,0.1,0.6,null,0.63,0.63,205
2,14,24.32,1,3.11,3.17,26.1,26.9,null,null,3.17,3.17,1,0,1,38,6.8,4.36,0,null,null,6.8,6.8,1.5,2.8,null,0.9,1.4,null,2.8,2.8,1.2,1.2,0.4,0.1,null,null,1.2,1.2,0.4,0,0.8,0,null,null,0.4,0.4,6.4,1,6.2,9.2,0.8,null,1,1,5.3,3.6,4,2.4,2.1,null,3.6,3.6,1,null,0.1,0.1,1.4,null,0.65,0.65,206
2,15,24.36,1,3.14,3.19,26.5,27,null,null,3.19,3.19,11.19,0,11.19,36.8,39.2,4.32,0,null,null,39.2,39.2,1.8,2.9,null,0.9,1.4,null,2.9,2.9,0.8,0.8,0.4,0.1,null,null,0.8,0.8,0.4,0,0.9,0,null,null,0.43,0.43,6.4,1.1,6.5,9.6,0.8,null,1.1,1.1,5.3,3.4,3.9,2.1,2.1,null,3.4,3.4,1.8,null,0.1,0.1,1.8,null,0.95,0.95,207
2,16,24.36,1,3.18,3.22,26.9,27.1,null,null,3.22,3.22,81.1,0,81.1,36.4,39.2,4.32,0,null,null,39.2,39.2,2.2,3,null,1.1,1.6,null,3,3,0.8,1.2,0.4,0.1,null,null,1.2,1.2,0.6,0,0.9,0,null,null,0.5,0.5,6.4,1.1,2.4,9.3,0.8,null,1.1,1.1,5.3,3.5,4,2.1,2.1,null,3.5,3.5,1.4,null,0.1,0.1,0.3,null,0.48,0.48,208
2,17,24.36,1,3.21,3.26,27.3,27.1,null,null,3.26,3.26,81.06,0,81.06,33.6,40,4.28,0,null,null,40,40,1.3,2.8,null,1.2,1.6,null,2.8,2.8,0.8,1.2,0.4,0.1,null,null,1.2,1.2,1,0,1.1,0,null,null,0.7,0.7,6.4,1.1,2.3,9.4,0.8,null,1.1,1.1,5.3,3.2,4,2,2.1,null,3.2,3.2,2.9,null,0.8,0.1,1.5,null,1.33,1.33,209
2,18,24.32,1,3.21,3.26,27.7,27.1,null,null,3.26,3.26,33.37,0,33.37,0,0.4,4.16,0,null,null,0.4,0.4,1.5,2.7,null,0.9,1.4,null,2.7,2.7,0.8,1.6,0.8,0.1,null,null,1.6,1.6,0.9,0.1,1.3,0,null,null,0.1,0.1,6.4,0.9,3.6,10.8,0.8,null,0.9,0.9,5.3,3.1,4,2.1,2.1,null,3.1,3.1,2.8,null,1.5,0.1,2.3,null,1.68,1.68,210
2,19,24.36,1,3.18,3.23,28.1,27.2,null,null,3.23,3.23,1,0,1,0,0,4.36,0,null,null,1.45,1.45,1.5,2.9,null,1,1.4,null,2.9,2.9,0.8,2,0.4,0.1,null,null,2,2,1,0,1.1,0,null,null,0.7,0.7,6.4,1,2.6,9.1,0.8,null,1,1,5.3,3.3,4,2.2,2.1,null,3.3,3.3,3,null,1.1,0.1,1.5,null,1.43,1.43,211
2,20,24.32,1,3.16,3.2,28.5,27.3,null,null,3.2,3.2,0.12,0,0.12,0,0,4.32,0,null,null,1.44,1.44,1.4,2.8,null,0.9,1.4,null,2.8,2.8,0.8,1.2,0,0.1,null,null,1.2,1.2,1.3,0,1.2,0,null,null,0.83,0.83,6.4,1,1.9,9.3,0.8,null,1,1,5.3,3.3,3.9,2.3,2.1,null,3.3,3.3,1.3,null,1.3,0.1,1.6,null,1.08,1.08,212
2,21,24.36,1,3.14,3.17,28.9,27.3,null,null,3.17,3.17,0,0,0,0,0,4.28,0,null,null,1.43,1.43,1.6,2.9,null,1,1.9,null,2.9,2.9,0.8,0.8,0.4,0.1,null,null,0.8,0.8,1.4,0,1.6,0,null,null,1,1,6.4,0.9,2.5,9.2,0.8,null,0.9,0.9,5.3,3.3,4.8,2.1,2.1,null,3.3,3.3,0.3,null,0.7,0.1,0.3,null,0.35,0.35,213
2,22,24.32,1,3.11,3.14,29.2,27.3,null,null,3.14,3.14,0,0,0,0,0,3.36,0,null,null,1.12,1.12,1.4,2.8,null,1,1.4,null,2.8,2.8,0.8,0.8,0.4,0.1,null,null,0.8,0.8,1.4,0,2,0,null,null,1.13,1.13,6.4,1,1.8,9.1,0.8,null,1,1,5.3,3.1,4.9,2.3,2.1,null,3.1,3.1,0.2,null,0.8,0,0.4,null,0.35,0.35,214
2,23,24.32,1,3.09,3.11,29.1,27.3,null,null,3.11,3.11,0,0,0,0,0,0,0,null,null,0,0,1.4,2.8,null,1.6,1.6,null,2.8,2.8,0.8,1.2,0,0.1,null,null,1.2,1.2,2.8,0,1.9,0,null,null,1.57,1.57,6.4,1.1,0.8,9.7,0.8,null,1.1,1.1,5.3,3,3.8,2.1,2.1,null,3,3,0.2,null,1.9,0.1,0.3,null,0.63,0.63,215
2,24,24.32,1,3.06,3.08,28.8,27.3,null,null,3.08,3.08,0,0,0,0,0,0,0,null,null,0,0,1.5,2.9,null,2.1,1.5,null,2.9,2.9,0.8,0.8,0.4,0.2,null,null,0.8,0.8,2.8,0.1,2.7,0.1,null,null,0.1,0.1,6.4,1.2,2,11.7,0.8,null,1.2,1.2,5.3,3.1,3.9,2.2,2.1,null,3.1,3.1,0.2,null,1.3,0.1,0.5,null,0.53,0.53,216
2,25,24.36,1,3.04,3.04,28.4,27.2,null,null,3.04,3.04,0,0,0,0,0,0,0,null,null,0,0,1.8,3.9,null,2.7,2.6,null,3.9,3.9,0.8,1.2,0.8,0.4,null,null,1.2,1.2,3.7,0,3.5,0.5,null,null,2.57,2.57,6.4,0.9,1.9,9.3,0.8,null,0.9,0.9,5.3,3,4.2,2.5,2.1,null,3,3,0.2,null,1.6,0.1,0.2,null,0.53,0.53,217
2,26,24.32,1,3.01,3.01,28,27.1,null,null,3.01,3.01,0,0,0,0,0,0,0,null,null,0,0,2,3.8,null,1.5,2.3,null,3.8,3.8,0.8,1.2,0.8,0.2,null,null,1.2,1.2,3.1,0,3.9,0.5,null,null,2.5,2.5,6.4,0.9,1.4,10.1,0.8,null,0.9,0.9,5.3,3,4,2.5,2.1,null,3,3,0.2,null,0.2,0.7,0.3,null,0.35,0.35,218
2,27,24.28,1,2.98,2.98,27.5,27,null,null,2.98,2.98,0,0,0,0,0,0,0,null,null,0,0,1.8,3,null,2.1,2.4,null,3,3,0.8,0.8,0.8,0.2,null,null,0.8,0.8,3.8,0,4.9,0.9,null,null,3.2,3.2,6.4,0.9,2.1,9.4,0.8,null,0.9,0.9,5.3,3.1,3.8,2.3,1.7,null,3.1,3.1,0.4,null,0.3,1.7,0.3,null,0.68,0.68,219
2,28,24.24,1,2.94,2.95,27,26.9,null,null,2.95,2.95,0,0,0,0,0,0,0,null,null,0,0,2.1,2.9,null,1.5,2.1,null,2.9,2.9,1.2,1.2,0.4,2.4,null,null,1.2,1.2,3.8,0.1,4,1.5,null,null,0.1,0.1,6.4,0.9,1.4,9.9,0.8,null,0.9,0.9,5.3,3,4.2,2.9,2.2,null,3,3,0.3,null,0.3,1.3,0.3,null,0.55,0.55,220
2,29,24.36,1,2.9,2.92,26.4,26.4,null,null,2.92,2.92,0,0,0,0,0,14.96,15.68,null,null,10.21,10.21,2.9,2.8,null,2.1,2.6,null,2.8,2.8,1.2,1.2,0.4,4,null,null,1.2,1.2,4.7,0.3,6.1,1.1,null,null,0.3,0.3,6.4,1,1.8,9.4,0.8,null,1,1,5.3,4,5.3,3.3,2.1,null,4,4,0.4,null,0.6,1.6,0.5,null,0.78,0.78,221
2,30,24.28,1,2.87,2.88,26.1,26.4,null,null,2.88,2.88,0,0,0,0,0,0,0,null,null,0,0,2.6,3.1,null,2.1,2.5,null,3.1,3.1,1.2,0.8,0.4,2.7,null,null,0.8,0.8,7.1,1,5.1,2.9,null,null,1,1,6.4,1,1.6,9.4,1.1,null,1,1,5.3,4.4,5.3,3.2,2.8,null,4.4,4.4,0.8,null,0.5,0.3,0.5,null,0.53,0.53,222
2,31,24.28,1,2.83,2.85,25.6,26.1,null,null,2.85,2.85,0,0,0,0,0,0,0,null,null,0,0,3.6,3.4,null,2,3.2,null,3.4,3.4,0.8,1.2,0.8,0.6,null,null,1.2,1.2,7.4,1.8,6.6,3.6,null,null,1.8,1.8,6.4,1.1,3,12.7,1.2,null,1.1,1.1,5.3,3.5,5.2,3.2,3.1,null,3.5,3.5,0.4,null,0.6,0.3,0.6,null,0.48,0.48,223
2,32,24.28,1,2.79,2.81,25.1,25.8,null,null,2.81,2.81,0,0,0,0,0,0,0,null,null,0,0,3.3,4.8,null,2.5,4.8,null,4.8,4.8,2,1.2,0.4,0.6,null,null,1.2,1.2,5.9,3.1,7.2,3,null,null,3.1,3.1,6.4,1.1,2.6,12.4,1,null,1.1,1.1,5.3,3.6,5.3,4.6,4,null,3.6,3.6,1,null,1.2,0.5,0.8,null,0.88,0.88,224
2,33,24.36,1,2.75,2.77,24.6,25.4,null,null,2.77,2.77,0,0,0,0,0,0,0,null,null,0,0,5,5.5,null,3.1,5,null,5.5,5.5,2,1.2,0.4,1.3,null,null,1.2,1.2,7.1,4.7,6.5,3.3,null,null,4.7,4.7,6.4,1.1,5.8,10.2,0.9,null,1.1,1.1,5.3,3.6,5.6,4.7,4.8,null,3.6,3.6,1.1,null,1.3,0.6,1.6,null,1.15,1.15,225
2,34,24.28,1,2.72,2.72,24.1,25,null,null,2.72,2.72,0,0,0,0,0,0,0,null,null,0,0,4.1,6,null,4.1,5,null,6,6,1.2,1.2,0.8,0.9,null,null,1.2,1.2,8,5.5,6.7,4.6,null,null,5.5,5.5,6.4,1.6,6,12.4,1,null,1.6,1.6,5.3,3.9,5.3,4.3,3.7,null,3.9,3.9,1.2,null,1.3,0.6,1.8,null,1.23,1.23,226
2,35,24.24,1,2.68,2.67,23.5,24.5,null,null,2.67,2.67,12.07,0,12.07,0,0,0,0,null,null,0,0,5.1,6.2,null,3.5,5.3,null,6.2,6.2,1.6,1.6,1.2,1.8,null,null,1.6,1.6,6.6,6,7,5.2,null,null,6,6,6.4,1.1,3,11.3,1.1,null,1.1,1.1,5.3,4.6,5.6,5.2,4.7,null,4.6,4.6,1.6,null,0.9,0.3,2.8,null,1.4,1.4,227
2,36,20.56,1,2.65,2.62,22.9,23.9,null,null,2.62,2.62,74.59,0,74.59,0,0,0,0,null,null,0,0,6,5.9,null,4.3,5.7,null,5.9,5.9,2,1.2,0.8,0.8,null,null,1.2,1.2,7.2,6.5,8,4.9,null,null,6.5,6.5,6.4,1.3,4,14.2,1.1,null,1.3,1.3,5.3,5.1,7.1,5.7,5.2,null,5.1,5.1,1.6,null,1.6,0.6,3.4,null,1.8,1.8,228
