id,valueYName,valueY,valueXName,valueX,score_1,scores_total,score,anomaly
1392,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1393,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1394,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1395,month,3,month_day_hour_min,,0.45,0.45,0.45,false
1396,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1397,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1398,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1399,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1400,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1401,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1402,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1403,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1404,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1405,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1406,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1407,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1408,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1409,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1410,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1411,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1412,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1413,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1414,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1415,month,3,month_day_hour_min,,0.45,0.45,0.45,false
1416,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1417,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1418,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1419,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1420,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1421,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1422,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1423,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1424,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1425,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1426,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1427,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1428,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1429,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1430,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1431,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1432,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1433,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1434,month,3,month_day_hour_min,,0.37,0.37,0.37,false
1435,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1436,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1437,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1438,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1439,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1440,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1441,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1442,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1443,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1444,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1445,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1446,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1447,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1448,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1449,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1450,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1451,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1452,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1453,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1454,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1455,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1456,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1457,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1458,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1459,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1460,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1461,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1462,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1463,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1464,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1465,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1466,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1467,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1468,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1469,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1470,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1471,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1472,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1473,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1474,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1475,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1476,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1477,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1478,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1479,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1480,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1481,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1482,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1483,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1484,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1485,month,3,month_day_hour_min,,0.38,0.38,0.38,false
1486,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1487,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1488,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1489,month,3,month_day_hour_min,,0.45,0.45,0.45,false
1490,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1491,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1492,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1493,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1494,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1495,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1496,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1497,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1498,month,3,month_day_hour_min,,0.41,0.41,0.41,false
1499,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1500,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1501,month,3,month_day_hour_min,,0.43,0.43,0.43,false
1502,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1503,month,3,month_day_hour_min,,0.44,0.44,0.44,false
1504,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1505,month,3,month_day_hour_min,,0.45,0.45,0.45,false
1506,month,3,month_day_hour_min,,0.47,0.47,0.47,false
1507,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1508,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1509,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1510,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1511,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1512,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1513,month,3,month_day_hour_min,,0.40,0.40,0.40,false
1514,month,3,month_day_hour_min,,0.39,0.39,0.39,false
1515,month,3,month_day_hour_min,,0.42,0.42,0.42,false
1516,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1517,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1518,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1519,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1520,month,4,month_day_hour_min,,0.47,0.47,0.47,false
1521,month,4,month_day_hour_min,,0.46,0.46,0.46,false
1522,month,4,month_day_hour_min,,0.45,0.45,0.45,false
1523,month,4,month_day_hour_min,,0.45,0.45,0.45,false
1524,month,4,month_day_hour_min,,0.65,0.65,0.65,true
1525,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1526,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1527,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1528,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1529,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1530,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1531,month,4,month_day_hour_min,,0.43,0.43,0.43,false
1532,month,4,month_day_hour_min,,0.44,0.44,0.44,false
1533,month,4,month_day_hour_min,,0.44,0.44,0.44,false
1534,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1535,month,4,month_day_hour_min,,0.44,0.44,0.44,false
1536,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1537,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1538,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1539,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1540,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1541,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1542,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1543,month,4,month_day_hour_min,,0.44,0.44,0.44,false
1544,month,4,month_day_hour_min,,0.44,0.44,0.44,false
1545,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1546,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1547,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1548,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1549,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1550,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1551,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1552,month,4,month_day_hour_min,,0.61,0.61,0.61,true
1553,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1554,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1555,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1556,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1557,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1558,month,4,month_day_hour_min,,0.43,0.43,0.43,false
1559,month,4,month_day_hour_min,,0.43,0.43,0.43,false
1560,month,4,month_day_hour_min,,0.43,0.43,0.43,false
1561,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1562,month,4,month_day_hour_min,,0.50,0.50,0.50,false
1563,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1564,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1565,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1566,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1567,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1568,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1569,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1570,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1571,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1572,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1573,month,4,month_day_hour_min,,0.45,0.45,0.45,false
1574,month,4,month_day_hour_min,,0.45,0.45,0.45,false
1575,month,4,month_day_hour_min,,0.44,0.44,0.44,false
1576,month,4,month_day_hour_min,,0.46,0.46,0.46,false
1577,month,4,month_day_hour_min,,0.44,0.44,0.44,false
1578,month,4,month_day_hour_min,,0.44,0.44,0.44,false
1579,month,4,month_day_hour_min,,0.46,0.46,0.46,false
1580,month,4,month_day_hour_min,,0.46,0.46,0.46,false
1581,month,4,month_day_hour_min,,0.45,0.45,0.45,false
1582,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1583,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1584,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1585,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1586,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1587,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1588,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1589,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1590,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1591,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1592,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1593,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1594,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1595,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1596,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1597,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1598,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1599,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1600,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1601,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1602,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1603,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1604,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1605,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1606,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1607,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1608,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1609,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1610,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1611,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1612,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1613,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1614,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1615,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1616,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1617,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1618,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1619,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1620,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1621,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1622,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1623,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1624,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1625,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1626,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1627,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1628,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1629,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1630,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1631,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1632,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1633,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1634,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1635,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1636,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1637,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1638,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1639,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1640,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1641,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1642,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1643,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1644,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1645,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1646,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1647,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1648,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1649,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1650,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1651,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1652,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1653,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1654,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1655,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1656,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1657,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1658,month,4,month_day_hour_min,,0.59,0.59,0.59,false
1659,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1660,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1661,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1662,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1663,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1664,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1665,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1666,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1667,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1668,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1669,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1670,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1671,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1672,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1673,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1674,month,4,month_day_hour_min,,0.59,0.59,0.59,false
1675,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1676,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1677,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1678,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1679,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1680,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1681,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1682,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1683,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1684,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1685,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1686,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1687,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1688,month,4,month_day_hour_min,,0.43,0.43,0.43,false
1689,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1690,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1691,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1692,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1693,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1694,month,4,month_day_hour_min,,0.43,0.43,0.43,false
1695,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1696,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1697,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1698,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1699,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1700,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1701,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1702,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1703,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1704,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1705,month,4,month_day_hour_min,,0.64,0.64,0.64,true
1706,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1707,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1708,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1709,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1710,month,4,month_day_hour_min,,0.36,0.36,0.36,false
1711,month,4,month_day_hour_min,,0.36,0.36,0.36,false
1712,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1713,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1714,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1715,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1716,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1717,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1718,month,4,month_day_hour_min,,0.59,0.59,0.59,false
1719,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1720,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1721,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1722,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1723,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1724,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1725,month,4,month_day_hour_min,,0.43,0.43,0.43,false
1726,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1727,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1728,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1729,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1730,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1731,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1732,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1733,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1734,month,4,month_day_hour_min,,0.45,0.45,0.45,false
1735,month,4,month_day_hour_min,,0.43,0.43,0.43,false
1736,month,4,month_day_hour_min,,0.43,0.43,0.43,false
1737,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1738,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1739,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1740,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1741,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1742,month,4,month_day_hour_min,,0.44,0.44,0.44,false
1743,month,4,month_day_hour_min,,0.47,0.47,0.47,false
1744,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1745,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1746,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1747,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1748,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1749,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1750,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1751,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1752,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1753,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1754,month,4,month_day_hour_min,,0.41,0.41,0.41,false
1755,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1756,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1757,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1758,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1759,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1760,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1761,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1762,month,4,month_day_hour_min,,0.61,0.61,0.61,true
1763,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1764,month,4,month_day_hour_min,,0.40,0.40,0.40,false
1765,month,4,month_day_hour_min,,0.42,0.42,0.42,false
1766,month,4,month_day_hour_min,,0.39,0.39,0.39,false
1767,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1768,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1769,month,4,month_day_hour_min,,0.36,0.36,0.36,false
1770,month,4,month_day_hour_min,,0.36,0.36,0.36,false
1771,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1772,month,4,month_day_hour_min,,0.37,0.37,0.37,false
1773,month,4,month_day_hour_min,,0.38,0.38,0.38,false
1774,month,4,month_day_hour_min,,0.37,0.37,0.37,false
