end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids_0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes_0,uplink_message.decoded_payload.bytes_1,uplink_message.decoded_payload.bytes_2,uplink_message.decoded_payload.bytes_3,uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address
9,0,9,0,9,98,98,9,2,12179,64,13,32,0,0,2,2,98,3104277666,-83,-83,38.3846865837538,-0.513212937943281,20,0,98,98,125000,7,0,0,3104277666,98,98,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,99,99,10,2,12256,65,13,8,0,0,0,0,99,1243548096,-100,-100,38.385917659159134,-0.5170252919197084,20,0,99,99,125000,7,0,4,1243548096,99,99,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,100,100,11,2,12181,66,13,24,0,0,0,0,100,1247939480,-105,-105,38.385917659159134,-0.5170252919197084,20,0,100,100,125000,7,0,4,1247939480,100,100,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,101,101,2,85,2193,2,3,123,0,0,2,2,101,3357682356,-102,-102,38.3846865837538,-0.513212937943281,20,0,101,101,125000,7,0,3,3357682356,101,101,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,102,102,3,85,2468,2,3,123,0,0,2,2,102,3363086964,-101,-101,38.3846865837538,-0.513212937943281,20,0,102,102,125000,7,0,6,3363086964,102,102,1,1,1,1,1,0,0,0,0,0,0
12,0,12,0,12,103,103,12,2,12257,67,13,17,0,0,2,2,103,3436554180,-113,-113,38.3846865837538,-0.513212937943281,20,0,103,103,125000,7,0,6,3436554180,103,103,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,104,104,13,2,12183,68,13,36,0,0,0,0,104,1425764009,-98,-98,38.385917659159134,-0.5170252919197084,20,0,104,104,125000,7,0,2,1425764009,104,104,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,105,105,14,2,11321,69,13,32,0,0,2,2,105,3443459180,-114,-114,38.3846865837538,-0.513212937943281,20,0,105,105,125000,7,0,3,3443459180,105,105,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,106,106,6,85,2200,2,3,123,0,0,1,1,106,1565387358,-97,-97,38.38418726539637,-0.5101910233497621,10,0,106,106,125000,7,0,5,1565387358,106,106,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,107,107,0,2,11320,0,13,72,0,0,1,1,107,1701994263,-91,-91,38.38418726539637,-0.5101910233497621,10,0,107,107,125000,7,0,3,1701994263,107,107,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,108,108,1,2,12181,70,13,2,0,0,0,0,108,1825997577,-110,-110,38.385917659159134,-0.5170252919197084,20,0,108,108,125000,7,0,2,1825997577,108,108,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,109,109,2,85,2194,2,3,123,0,0,2,2,109,3958064653,-103,-103,38.3846865837538,-0.513212937943281,20,0,109,109,125000,7,0,0,3958064653,109,109,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,110,110,3,85,2469,2,3,123,0,0,1,1,110,1950992861,-95,-95,38.38418726539637,-0.5101910233497621,10,0,110,110,125000,7,0,0,1950992861,110,110,2,1,1,1,1,0,0,0,0,0,0
4,0,4,0,4,111,111,4,2,12184,71,13,23,0,0,2,2,111,4070750573,-74,-74,38.3846865837538,-0.513212937943281,20,0,111,111,125000,7,0,2,4070750573,111,111,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,112,112,5,2,12255,72,13,27,0,0,0,0,112,2131672312,-90,-90,38.385917659159134,-0.5170252919197084,20,0,112,112,125000,7,0,6,2131672312,112,112,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,113,113,6,85,2201,2,3,123,0,0,1,1,113,2165786250,-96,-96,38.38418726539637,-0.5101910233497621,10,0,113,113,125000,7,0,4,2165786250,113,113,1,1,1,1,1,0,0,0,0,0,0
7,0,7,0,7,114,114,7,2,12182,73,13,29,0,0,0,0,114,2233061713,-104,-104,38.385917659159134,-0.5170252919197084,20,0,114,114,125000,7,0,1,2233061713,114,114,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,115,115,8,2,12256,74,13,28,0,0,0,0,115,2266823797,-91,-91,38.385917659159134,-0.5170252919197084,20,0,115,115,125000,7,0,0,2266823797,115,115,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,116,116,9,2,12180,75,13,3,0,0,0,0,116,2291608894,-102,-102,38.385917659159134,-0.5170252919197084,20,0,116,116,125000,7,0,2,2291608894,116,116,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,117,117,10,2,12257,76,13,10,0,0,2,2,117,161156100,-108,-108,38.3846865837538,-0.513212937943281,20,0,117,117,125000,7,0,4,161156100,117,117,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,118,118,11,2,12182,77,13,20,0,0,0,0,118,2447856278,-105,-105,38.385917659159134,-0.5170252919197084,20,0,118,118,125000,7,0,2,2447856278,118,118,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,119,119,2,85,2195,2,3,123,0,0,2,2,119,263467204,-103,-103,38.3846865837538,-0.513212937943281,20,0,119,119,125000,7,0,2,263467204,119,119,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,120,120,3,85,2470,2,3,123,0,0,2,2,120,268885028,-100,-100,38.3846865837538,-0.513212937943281,20,0,120,120,125000,7,0,7,268885028,120,120,1,1,1,1,1,0,0,0,0,0,0
12,0,12,0,12,121,121,12,2,12258,78,13,22,0,0,2,2,121,341526724,-113,-113,38.3846865837538,-0.513212937943281,20,0,121,121,125000,7,0,3,341526724,121,121,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,122,122,13,2,12184,79,13,29,0,0,0,0,122,2625680150,-95,-95,38.385917659159134,-0.5170252919197084,20,0,122,122,125000,7,0,5,2625680150,122,122,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,123,123,14,2,11322,80,13,12,0,0,3,3,123,1305674034,-90,-90,38.38473180809575,-0.5102983117103578,10,0,123,123,125000,7,0,1,1305674034,123,123,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,124,124,6,85,2202,2,3,123,0,0,0,0,124,2765958117,-111,-111,38.385917659159134,-0.5170252919197084,20,0,124,124,125000,7,0,4,2765958117,124,124,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,125,125,0,2,11321,13,13,79,0,0,1,1,125,2902253354,-89,-89,38.38418726539637,-0.5101910233497621,10,0,125,125,125000,7,0,2,2902253354,125,125,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,126,126,1,2,12182,81,13,38,0,0,0,0,126,3025962494,-114,-114,38.385917659159134,-0.5170252919197084,20,0,126,126,125000,7,0,7,3025962494,126,126,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,127,127,2,85,2196,2,3,123,0,0,1,1,127,3146345562,-95,-95,38.38418726539637,-0.5101910233497621,10,0,127,127,125000,7,0,6,3146345562,127,127,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,128,128,3,85,2471,2,3,123,0,0,1,1,128,3151769275,-92,-92,38.38418726539637,-0.5101910233497621,10,0,128,128,125000,7,0,1,3151769275,128,128,1,1,1,1,1,0,0,0,0,0,0
4,0,4,0,4,129,129,4,2,12185,82,13,30,0,0,0,0,129,3258020397,-89,-89,38.385917659159134,-0.5170252919197084,20,0,129,129,125000,7,0,6,3258020397,129,129,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,130,130,5,2,12256,83,13,9,0,0,2,2,130,1049338651,-77,-77,38.3846865837538,-0.513212937943281,20,0,130,130,125000,7,0,1,1049338651,130,130,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,131,131,6,85,2203,2,3,123,0,0,0,0,131,3366335102,-110,-110,38.385917659159134,-0.5170252919197084,20,0,131,131,125000,7,0,2,3366335102,131,131,1,1,1,1,1,0,0,0,0,0,0
7,0,7,0,7,132,132,7,2,12183,84,13,31,0,0,2,2,132,1150695317,-105,-105,38.3846865837538,-0.513212937943281,20,0,132,132,125000,7,0,1,1150695317,132,132,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,133,133,8,2,12257,85,13,35,0,0,0,0,133,3466757550,-97,-97,38.385917659159134,-0.5170252919197084,20,0,133,133,125000,7,0,3,3466757550,133,133,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,134,134,9,2,12181,86,13,34,0,0,2,2,134,1209303218,-86,-86,38.3846865837538,-0.513212937943281,20,0,134,134,125000,7,0,7,1209303218,134,134,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,135,135,10,2,12258,87,13,4,0,0,0,0,135,3643370038,-103,-103,38.385917659159134,-0.5170252919197084,20,0,135,135,125000,7,0,7,3643370038,135,135,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,136,136,11,2,12183,88,12,254,0,0,2,2,136,1365468482,-108,-108,38.3846865837538,-0.513212937943281,20,0,136,136,125000,7,0,6,1365468482,136,136,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,137,137,2,85,2197,2,3,123,0,0,2,2,137,1464236410,-101,-101,38.3846865837538,-0.513212937943281,20,0,137,137,125000,7,0,1,1464236410,137,137,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,138,138,3,85,2472,2,3,123,0,0,1,1,138,3752133838,-93,-93,38.38418726539637,-0.5101910233497621,10,0,138,138,125000,7,0,2,3752133838,138,138,1,1,1,1,1,0,0,0,0,0,0
12,0,12,0,12,139,139,12,2,12259,89,13,35,0,0,2,2,139,1541466562,-110,-110,38.3846865837538,-0.513212937943281,20,0,139,139,125000,7,0,2,1541466562,139,139,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,140,140,13,2,12185,90,13,29,0,0,0,0,140,3825596078,-95,-95,38.385917659159134,-0.5170252919197084,20,0,140,140,125000,7,0,3,3825596078,140,140,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,141,141,14,2,11323,91,13,34,0,0,0,0,141,3830665134,-110,-110,38.385917659159134,-0.5170252919197084,20,0,141,141,125000,7,0,5,3830665134,141,141,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,142,142,6,85,2204,2,3,123,0,0,2,2,142,1684409386,-103,-103,38.3846865837538,-0.513212937943281,20,0,142,142,125000,7,0,1,1684409386,142,142,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,143,143,0,2,11322,92,13,75,0,0,1,1,143,4102196826,-85,-85,38.38418726539637,-0.5101910233497621,10,0,143,143,125000,7,0,0,4102196826,143,143,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,144,144,1,2,12183,93,13,16,0,0,0,0,144,4225899998,-113,-113,38.385917659159134,-0.5170252919197084,20,0,144,144,125000,7,0,3,4225899998,144,144,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,145,145,2,85,2198,2,3,123,0,0,1,1,145,52145213,-87,-87,38.38418726539637,-0.5101910233497621,10,0,145,145,125000,7,0,5,52145213,145,145,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,146,146,3,85,2473,2,3,123,0,0,2,2,146,2070018761,-104,-104,38.3846865837538,-0.513212937943281,20,0,146,146,125000,7,0,5,2070018761,146,146,1,1,1,1,1,0,0,0,0,0,0
4,0,4,0,4,147,147,4,2,12186,94,13,25,0,0,2,2,147,2175649193,-73,-73,38.3846865837538,-0.513212937943281,20,0,147,147,125000,7,0,1,2175649193,147,147,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,148,148,5,2,12257,95,13,27,0,0,2,2,148,2249281073,-79,-79,38.3846865837538,-0.513212937943281,20,0,148,148,125000,7,0,2,2249281073,148,148,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,149,149,6,85,2205,2,3,123,0,0,0,0,149,272123622,-107,-107,38.385917659159134,-0.5170252919197084,20,0,149,149,125000,7,0,1,272123622,149,149,1,1,1,1,1,0,0,0,0,0,0
7,0,7,0,7,150,150,7,2,12184,96,13,22,0,0,0,0,150,337970173,-105,-105,38.385917659159134,-0.5170252919197084,20,0,150,150,125000,7,0,0,337970173,150,150,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,151,151,8,2,12258,97,13,37,0,0,0,0,151,371724013,-92,-92,38.385917659159134,-0.5170252919197084,20,0,151,151,125000,7,0,4,371724013,151,151,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,152,152,9,2,12182,98,13,29,0,0,2,2,152,2409299742,-86,-86,38.3846865837538,-0.513212937943281,20,0,152,152,125000,7,0,1,2409299742,152,152,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,153,153,10,2,12259,99,13,6,0,0,2,2,153,2560661441,-105,-105,38.3846865837538,-0.513212937943281,20,0,153,153,125000,7,0,7,2560661441,153,153,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,154,154,11,2,12184,100,13,22,0,0,2,2,154,2564745105,-99,-99,38.3846865837538,-0.513212937943281,20,0,154,154,125000,7,0,3,2564745105,154,154,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,155,155,2,85,2199,2,3,123,0,0,0,0,155,652333046,-111,-111,38.385917659159134,-0.5170252919197084,20,0,155,155,125000,7,0,3,652333046,155,155,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,156,156,3,85,2474,2,3,123,0,0,1,1,156,657935567,-95,-95,38.38418726539637,-0.5101910233497621,10,0,156,156,125000,7,0,4,657935567,156,156,1,1,1,1,1,0,0,0,0,0,0
12,0,12,0,12,157,157,12,2,12260,101,13,37,0,0,4,4,157,2724868515,-110,-110,38.3833301416072,-0.512394097936542,8,0,157,157,125000,7,0,5,2724868515,157,157,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,158,158,13,2,12186,102,13,24,0,0,0,0,158,730544565,-98,-98,38.385917659159134,-0.5170252919197084,20,0,158,158,125000,7,0,4,730544565,158,158,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,159,159,14,2,11324,103,13,48,0,0,3,3,159,3705545072,-87,-87,38.38473180809575,-0.5102983117103578,10,0,159,159,125000,7,0,3,3705545072,159,159,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,160,160,6,85,2206,2,3,123,0,0,0,0,160,872498669,-108,-108,38.385917659159134,-0.5170252919197084,20,0,160,160,125000,7,0,0,872498669,160,160,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,161,161,0,2,11323,104,13,82,0,0,1,1,161,1007172931,-86,-86,38.38418726539637,-0.5101910233497621,10,0,161,161,125000,7,0,3,1007172931,161,161,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,162,162,1,2,12184,105,13,25,0,0,1,1,162,1131059077,-97,-97,38.38418726539637,-0.5101910233497621,10,0,162,162,125000,7,0,1,1131059077,162,162,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,163,163,2,85,2200,2,3,123,0,0,0,0,163,1252707949,-115,-115,38.385917659159134,-0.5170252919197084,20,0,163,163,125000,7,0,6,1252707949,163,163,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,164,164,3,85,2475,2,3,123,0,0,0,0,164,1258138701,-111,-111,38.385917659159134,-0.5170252919197084,20,0,164,164,125000,7,0,4,1258138701,164,164,1,1,1,1,1,0,0,0,0,0,0
4,0,4,0,4,165,165,4,2,12187,106,13,39,0,0,2,2,165,3375582179,-74,-74,38.3846865837538,-0.513212937943281,20,0,165,165,125000,7,0,2,3375582179,165,165,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,166,166,5,2,12258,107,13,7,0,0,0,0,166,1436563314,-91,-91,38.385917659159134,-0.5170252919197084,20,0,166,166,125000,7,0,0,1436563314,166,166,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,167,167,6,85,2207,2,3,123,0,0,2,2,167,3485541731,-104,-104,38.3846865837538,-0.513212937943281,20,0,167,167,125000,7,0,3,3485541731,167,167,1,1,1,1,1,0,0,0,0,0,0
7,0,7,0,7,168,168,7,2,12185,108,12,241,0,0,0,0,168,1537234266,-102,-102,38.385917659159134,-0.5170252919197084,20,0,168,168,125000,7,0,3,1537234266,168,168,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,169,169,8,2,12259,109,13,37,0,0,0,0,169,1571657705,-95,-95,38.385917659159134,-0.5170252919197084,20,0,169,169,125000,7,0,4,1571657705,169,169,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,170,170,9,2,12183,110,13,36,0,0,0,0,170,1596637610,-99,-99,38.385917659159134,-0.5170252919197084,20,0,170,170,125000,7,0,1,1596637610,170,170,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,171,171,10,2,12260,111,12,248,0,0,2,2,171,3760884271,-108,-108,38.3846865837538,-0.513212937943281,20,0,171,171,125000,7,0,1,3760884271,171,171,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,172,172,11,2,12185,112,13,29,0,0,0,0,172,1752639306,-104,-104,38.385917659159134,-0.5170252919197084,20,0,172,172,125000,7,0,2,1752639306,172,172,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,173,173,2,85,2201,2,3,123,0,0,2,2,173,3865745431,-107,-107,38.3846865837538,-0.513212937943281,20,0,173,173,125000,7,0,7,3865745431,173,173,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,174,174,3,85,2476,2,3,123,0,0,2,2,174,3871162879,-104,-104,38.3846865837538,-0.513212937943281,20,0,174,174,125000,7,0,7,3871162879,174,174,1,1,1,1,1,0,0,0,0,0,0
12,0,12,0,12,175,175,12,2,12261,113,13,24,0,0,2,2,175,3941346287,-114,-114,38.3846865837538,-0.513212937943281,20,0,175,175,125000,7,0,5,3941346287,175,175,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,176,176,13,2,12187,114,13,27,0,0,2,2,176,3942482015,-93,-93,38.3846865837538,-0.513212937943281,20,0,176,176,125000,7,0,0,3942482015,176,176,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,177,177,14,2,11325,115,13,43,0,0,2,2,177,3948230847,-112,-112,38.3846865837538,-0.513212937943281,20,0,177,177,125000,7,0,4,3948230847,177,177,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,178,178,6,85,2208,2,3,123,0,0,0,0,178,2073267273,-109,-109,38.385917659159134,-0.5170252919197084,20,0,178,178,125000,7,0,4,2073267273,178,178,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,179,179,0,2,11324,104,13,82,0,0,0,0,179,2206931873,-98,-98,38.385917659159134,-0.5170252919197084,20,0,179,179,125000,7,0,6,2206931873,179,179,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,180,180,1,2,12185,116,12,239,0,0,1,1,180,2330996489,-97,-97,38.38418726539637,-0.5101910233497621,10,0,180,180,125000,7,0,0,2330996489,180,180,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,181,181,2,85,2202,2,3,123,0,0,0,0,181,2453472586,-115,-115,38.385917659159134,-0.5170252919197084,20,0,181,181,125000,7,0,7,2453472586,181,181,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,182,182,3,85,2477,2,3,123,0,0,2,2,182,176596338,-101,-101,38.3846865837538,-0.513212937943281,20,0,182,182,125000,7,0,3,176596338,182,182,1,1,1,1,1,0,0,0,0,0,0
4,0,4,0,4,183,183,4,2,12188,117,13,32,0,0,0,0,183,2562856858,-87,-87,38.385917659159134,-0.5170252919197084,20,0,183,183,125000,7,0,5,2562856858,183,183,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,184,184,5,2,12259,118,13,18,0,0,2,2,184,354198240,-80,-80,38.3846865837538,-0.513212937943281,20,0,184,184,125000,7,0,5,354198240,184,184,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,185,185,6,85,2209,2,3,123,0,0,2,2,185,391325672,-103,-103,38.3846865837538,-0.513212937943281,20,0,185,185,125000,7,0,2,391325672,185,185,1,1,1,1,1,0,0,0,0,0,0
7,0,7,0,7,186,186,7,2,12186,119,13,33,0,0,0,0,186,2737845929,-104,-104,38.385917659159134,-0.5170252919197084,20,0,186,186,125000,7,0,4,2737845929,186,186,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,187,187,8,2,12260,120,13,30,0,0,0,0,187,2771316034,-93,-93,38.385917659159134,-0.5170252919197084,20,0,187,187,125000,7,0,7,2771316034,187,187,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,188,188,9,2,12184,121,13,34,0,0,0,0,188,2796637626,-97,-97,38.385917659159134,-0.5170252919197084,20,0,188,188,125000,7,0,0,2796637626,188,188,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,189,189,10,2,12261,122,12,242,0,0,0,0,189,2948070130,-100,-100,38.385917659159134,-0.5170252919197084,20,0,189,189,125000,7,0,1,2948070130,189,189,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,190,190,11,2,12186,123,13,24,0,0,0,0,190,2952556154,-105,-105,38.385917659159134,-0.5170252919197084,20,0,190,190,125000,7,0,5,2952556154,190,190,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,191,191,2,85,2203,2,3,123,0,0,1,1,191,3054041172,-87,-87,38.38418726539637,-0.5101910233497621,10,0,191,191,125000,7,0,1,3054041172,191,191,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,192,192,3,85,2478,2,3,123,0,0,2,2,192,776977626,-103,-103,38.3846865837538,-0.513212937943281,20,0,192,192,125000,7,0,1,776977626,192,192,1,1,1,1,1,0,0,0,0,0,0
12,0,12,0,12,193,193,12,2,12262,124,13,24,0,0,2,2,193,846318874,-113,-113,38.3846865837538,-0.513212937943281,20,0,193,193,125000,7,0,4,846318874,193,193,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,194,194,13,2,12188,125,13,36,0,0,0,0,194,3130375866,-97,-97,38.385917659159134,-0.5170252919197084,20,0,194,194,125000,7,0,7,3130375866,194,194,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,195,195,14,2,11326,126,13,36,0,0,3,3,195,1810451579,-92,-92,38.38473180809575,-0.5102983117103578,10,0,195,195,125000,7,0,4,1810451579,195,195,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,196,196,6,85,2210,2,3,123,0,0,2,2,196,991710567,-101,-101,38.3846865837538,-0.513212937943281,20,0,196,196,125000,7,0,7,991710567,196,196,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,197,197,0,2,11325,36,13,77,0,0,2,2,197,1124565890,-75,-75,38.3846865837538,-0.513212937943281,20,0,197,197,125000,7,0,0,1124565890,197,197,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,198,198,1,2,12186,127,13,29,0,0,3,3,198,2205050827,-94,-94,38.38473180809575,-0.5102983117103578,10,0,198,198,125000,7,0,5,2205050827,198,198,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,199,199,2,85,2204,2,3,123,0,0,1,1,199,3654427587,-91,-91,38.38418726539637,-0.5101910233497621,10,0,199,199,125000,7,0,0,3654427587,199,199,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,200,200,3,85,2479,2,3,123,0,0,2,2,200,1377341554,-105,-105,38.3846865837538,-0.513212937943281,20,0,200,200,125000,7,0,5,1377341554,200,200,1,1,1,1,1,0,0,0,0,0,0
4,0,4,0,4,201,201,4,2,12189,128,13,18,0,0,2,2,201,1480480738,-72,-72,38.3846865837538,-0.513212937943281,20,0,201,201,125000,7,0,5,1480480738,201,201,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,202,202,5,2,12260,129,13,22,0,0,2,2,202,1554140345,-77,-77,38.3846865837538,-0.513212937943281,20,0,202,202,125000,7,0,4,1554140345,202,202,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,203,203,6,85,2211,2,3,123,0,0,2,2,203,1592090954,-103,-103,38.3846865837538,-0.513212937943281,20,0,203,203,125000,7,0,1,1592090954,203,203,1,1,1,1,1,0,0,0,0,0,0
7,0,7,0,7,204,204,7,2,12187,130,13,22,0,0,2,2,204,1655473465,-108,-108,38.3846865837538,-0.513212937943281,20,0,204,204,125000,7,0,4,1655473465,204,204,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,205,205,8,2,12261,131,13,37,0,0,0,0,205,3971525102,-97,-97,38.385917659159134,-0.5170252919197084,20,0,205,205,125000,7,0,6,3971525102,205,205,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,206,206,9,2,12185,132,13,23,0,0,0,0,206,3996605015,-98,-98,38.385917659159134,-0.5170252919197084,20,0,206,206,125000,7,0,5,3996605015,206,206,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,207,207,10,2,12262,133,12,242,0,0,2,2,207,1865735714,-112,-112,38.3846865837538,-0.513212937943281,20,0,207,207,125000,7,0,0,1865735714,207,207,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,208,208,11,2,12187,134,13,20,0,0,2,2,208,1869885970,-101,-101,38.3846865837538,-0.513212937943281,20,0,208,208,125000,7,0,3,1869885970,208,208,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,209,209,2,85,2205,2,3,123,0,0,2,2,209,1972304829,-104,-104,38.3846865837538,-0.513212937943281,20,0,209,209,125000,7,0,5,1972304829,209,209,1,1,1,1,1,0,0,0,0,0,0
3,0,3,1,3,210,210,3,85,2480,2,3,123,0,0,0,0,210,4260033262,-113,-113,38.385917659159134,-0.5170252919197084,20,0,210,210,125000,7,0,6,4260033262,210,210,1,1,1,1,1,0,0,0,0,0,0
12,0,12,0,12,211,211,12,2,12263,135,12,242,0,0,2,2,211,2046258717,-110,-110,38.3846865837538,-0.513212937943281,20,0,211,211,125000,7,0,0,2046258717,211,211,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,212,212,13,2,12189,136,13,38,0,0,0,0,212,35324087,-97,-97,38.385917659159134,-0.5170252919197084,20,0,212,212,125000,7,0,7,35324087,212,212,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,213,213,14,2,11327,137,13,41,0,0,2,2,213,2053132661,-113,-113,38.3846865837538,-0.513212937943281,20,0,213,213,125000,7,0,7,2053132661,213,213,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,214,214,6,85,2212,2,3,123,0,0,2,2,214,2192461165,-105,-105,38.3846865837538,-0.513212937943281,20,0,214,214,125000,7,0,5,2192461165,214,214,1,1,1,1,1,0,0,0,0,0,0
