id,valueYName,valueY,valueXName,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
99,correlation_ids_0,0.193359375,,,0.42,0.43,0.40,0.43,0.42,0.42,0.42,0.41,0.42,0.41,0.42,0.43,0.42,0.42,0.41,0.42,0.41,0.42,0.43,0.42,0.41,0.41,0.40,0.40,0.42,10.42,0.42,false
100,correlation_ids_0,0.1953125,,,0.41,0.43,0.41,0.44,0.43,0.42,0.42,0.42,0.42,0.43,0.42,0.43,0.42,0.43,0.42,0.42,0.42,0.43,0.44,0.43,0.41,0.42,0.42,0.41,0.42,10.57,0.42,false
101,correlation_ids_0,0.197265625,,,0.45,0.46,0.48,0.48,0.47,0.46,0.46,0.45,0.46,0.47,0.49,0.47,0.47,0.47,0.48,0.47,0.48,0.45,0.47,0.48,0.46,0.46,0.47,0.46,0.46,11.68,0.47,false
102,correlation_ids_0,0.19921875,,,0.46,0.47,0.48,0.47,0.49,0.47,0.47,0.46,0.46,0.48,0.49,0.48,0.47,0.48,0.48,0.48,0.48,0.47,0.47,0.48,0.47,0.47,0.46,0.47,0.47,11.83,0.47,false
103,correlation_ids_0,0.201171875,,,0.43,0.44,0.43,0.43,0.44,0.44,0.44,0.42,0.44,0.43,0.43,0.45,0.44,0.44,0.42,0.42,0.44,0.43,0.45,0.42,0.43,0.43,0.44,0.43,0.44,10.85,0.43,false
104,correlation_ids_0,0.203125,,,0.43,0.45,0.43,0.44,0.44,0.44,0.44,0.43,0.44,0.43,0.43,0.45,0.43,0.45,0.43,0.42,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.44,10.92,0.44,false
105,correlation_ids_0,0.205078125,,,0.48,0.49,0.46,0.49,0.49,0.49,0.48,0.46,0.49,0.48,0.49,0.49,0.49,0.48,0.47,0.46,0.47,0.49,0.50,0.46,0.48,0.47,0.49,0.46,0.48,11.99,0.48,false
106,correlation_ids_0,0.20703125,,,0.49,0.52,0.52,0.50,0.52,0.52,0.53,0.51,0.50,0.52,0.54,0.52,0.53,0.53,0.53,0.53,0.51,0.51,0.52,0.53,0.51,0.52,0.50,0.51,0.53,12.95,0.52,false
107,correlation_ids_0,0.208984375,,,0.51,0.52,0.52,0.52,0.52,0.50,0.53,0.50,0.50,0.51,0.51,0.53,0.51,0.51,0.52,0.50,0.53,0.52,0.52,0.52,0.51,0.51,0.51,0.51,0.51,12.85,0.51,false
108,correlation_ids_0,0.2109375,,,0.48,0.48,0.49,0.50,0.47,0.47,0.48,0.47,0.48,0.49,0.48,0.48,0.47,0.47,0.48,0.46,0.48,0.49,0.48,0.47,0.48,0.49,0.47,0.46,0.48,11.95,0.48,false
109,correlation_ids_0,0.212890625,,,0.48,0.50,0.50,0.49,0.49,0.48,0.49,0.48,0.49,0.50,0.50,0.49,0.49,0.49,0.49,0.49,0.51,0.48,0.49,0.50,0.50,0.47,0.48,0.48,0.49,12.25,0.49,false
110,correlation_ids_0,0.21484375,,,0.56,0.56,0.57,0.54,0.55,0.54,0.55,0.54,0.56,0.57,0.57,0.54,0.56,0.55,0.55,0.55,0.56,0.55,0.53,0.56,0.55,0.55,0.55,0.52,0.56,13.79,0.55,false
111,correlation_ids_0,0.216796875,,,0.46,0.45,0.44,0.45,0.45,0.45,0.49,0.46,0.47,0.46,0.45,0.49,0.46,0.49,0.47,0.46,0.48,0.47,0.47,0.47,0.46,0.45,0.46,0.47,0.47,11.60,0.46,false
112,correlation_ids_0,0.21875,,,0.42,0.44,0.43,0.45,0.43,0.44,0.45,0.44,0.44,0.44,0.42,0.44,0.44,0.43,0.44,0.42,0.44,0.44,0.44,0.42,0.44,0.44,0.43,0.43,0.45,10.90,0.44,false
113,correlation_ids_0,0.220703125,,,0.49,0.51,0.51,0.50,0.52,0.51,0.52,0.50,0.50,0.52,0.51,0.51,0.52,0.53,0.52,0.52,0.51,0.51,0.50,0.52,0.50,0.52,0.50,0.51,0.53,12.79,0.51,false
114,correlation_ids_0,0.22265625,,,0.42,0.40,0.40,0.42,0.41,0.41,0.41,0.41,0.42,0.42,0.40,0.42,0.41,0.41,0.41,0.41,0.41,0.42,0.41,0.40,0.42,0.43,0.41,0.40,0.41,10.29,0.41,false
115,correlation_ids_0,0.224609375,,,0.42,0.42,0.41,0.42,0.41,0.43,0.43,0.42,0.43,0.43,0.42,0.42,0.42,0.41,0.42,0.41,0.41,0.42,0.42,0.41,0.43,0.42,0.42,0.41,0.44,10.50,0.42,false
116,correlation_ids_0,0.2265625,,,0.41,0.41,0.40,0.42,0.41,0.42,0.42,0.40,0.41,0.40,0.40,0.42,0.41,0.41,0.41,0.40,0.41,0.41,0.41,0.40,0.41,0.41,0.39,0.39,0.42,10.20,0.41,false
117,correlation_ids_0,0.228515625,,,0.43,0.45,0.43,0.43,0.44,0.44,0.44,0.43,0.43,0.44,0.45,0.45,0.45,0.45,0.43,0.43,0.43,0.44,0.46,0.42,0.44,0.43,0.45,0.43,0.45,10.97,0.44,false
118,correlation_ids_0,0.23046875,,,0.41,0.41,0.40,0.43,0.43,0.42,0.43,0.41,0.41,0.42,0.41,0.42,0.41,0.43,0.42,0.40,0.41,0.42,0.42,0.42,0.42,0.42,0.40,0.40,0.42,10.39,0.42,false
119,correlation_ids_0,0.232421875,,,0.48,0.49,0.49,0.48,0.48,0.48,0.49,0.48,0.50,0.48,0.50,0.49,0.50,0.48,0.49,0.50,0.49,0.47,0.49,0.49,0.50,0.48,0.48,0.48,0.50,12.19,0.49,false
120,correlation_ids_0,0.234375,,,0.48,0.49,0.50,0.49,0.50,0.48,0.51,0.49,0.50,0.50,0.49,0.49,0.50,0.49,0.50,0.49,0.49,0.48,0.49,0.50,0.50,0.49,0.49,0.50,0.50,12.34,0.49,false
121,correlation_ids_0,0.236328125,,,0.43,0.45,0.42,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.44,0.44,0.45,0.46,0.43,0.42,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.43,0.45,10.96,0.44,false
122,correlation_ids_0,0.23828125,,,0.43,0.45,0.42,0.44,0.44,0.45,0.44,0.43,0.43,0.43,0.43,0.44,0.43,0.45,0.44,0.42,0.43,0.44,0.45,0.43,0.43,0.44,0.42,0.43,0.44,10.88,0.44,false
123,correlation_ids_0,0.240234375,,,0.55,0.55,0.53,0.53,0.54,0.54,0.54,0.54,0.52,0.53,0.54,0.56,0.56,0.53,0.54,0.54,0.54,0.56,0.54,0.54,0.55,0.55,0.55,0.55,0.54,13.56,0.54,false
124,correlation_ids_0,0.2421875,,,0.52,0.51,0.52,0.51,0.51,0.51,0.52,0.53,0.52,0.52,0.53,0.52,0.53,0.53,0.50,0.53,0.53,0.51,0.52,0.52,0.51,0.51,0.49,0.53,0.52,12.95,0.52,false
125,correlation_ids_0,0.244140625,,,0.49,0.50,0.52,0.52,0.50,0.50,0.52,0.50,0.51,0.51,0.50,0.53,0.50,0.50,0.50,0.50,0.52,0.51,0.51,0.50,0.51,0.52,0.51,0.50,0.51,12.69,0.51,false
126,correlation_ids_0,0.24609375,,,0.48,0.48,0.50,0.50,0.48,0.48,0.49,0.48,0.48,0.49,0.48,0.49,0.48,0.49,0.47,0.48,0.48,0.50,0.49,0.48,0.47,0.48,0.49,0.48,0.49,12.11,0.48,false
127,correlation_ids_0,0.248046875,,,0.49,0.51,0.52,0.51,0.50,0.51,0.51,0.51,0.50,0.49,0.52,0.51,0.52,0.51,0.52,0.51,0.53,0.50,0.52,0.50,0.52,0.52,0.50,0.52,0.52,12.77,0.51,false
128,correlation_ids_0,0.25,,,0.47,0.48,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.48,0.49,0.49,0.48,0.48,0.49,0.50,0.49,0.48,0.48,0.48,0.48,0.48,0.49,0.48,0.50,12.07,0.48,false
129,correlation_ids_0,0.251953125,,,0.43,0.44,0.44,0.44,0.43,0.45,0.45,0.43,0.45,0.44,0.43,0.45,0.44,0.45,0.45,0.44,0.45,0.45,0.44,0.43,0.44,0.44,0.43,0.44,0.46,11.04,0.44,false
130,correlation_ids_0,0.25390625,,,0.43,0.44,0.43,0.43,0.42,0.43,0.44,0.43,0.45,0.44,0.43,0.44,0.44,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.43,10.95,0.44,false
131,correlation_ids_0,0.255859375,,,0.51,0.51,0.52,0.51,0.52,0.51,0.53,0.53,0.53,0.51,0.53,0.51,0.52,0.53,0.51,0.52,0.52,0.51,0.52,0.52,0.51,0.51,0.50,0.53,0.53,12.95,0.52,false
132,correlation_ids_0,0.2578125,,,0.42,0.41,0.41,0.42,0.41,0.41,0.43,0.41,0.42,0.42,0.41,0.43,0.42,0.43,0.42,0.41,0.42,0.42,0.42,0.42,0.42,0.43,0.41,0.42,0.42,10.46,0.42,false
133,correlation_ids_0,0.259765625,,,0.40,0.41,0.40,0.41,0.40,0.42,0.41,0.41,0.41,0.41,0.40,0.41,0.40,0.41,0.40,0.40,0.41,0.42,0.41,0.40,0.41,0.41,0.40,0.41,0.41,10.18,0.41,false
134,correlation_ids_0,0.26171875,,,0.43,0.43,0.43,0.42,0.43,0.43,0.44,0.42,0.43,0.43,0.42,0.45,0.43,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.43,0.43,0.43,0.44,0.43,10.78,0.43,false
135,correlation_ids_0,0.263671875,,,0.43,0.45,0.43,0.43,0.44,0.44,0.44,0.42,0.43,0.43,0.44,0.43,0.43,0.44,0.43,0.42,0.43,0.44,0.44,0.42,0.43,0.43,0.42,0.44,0.43,10.81,0.43,false
136,correlation_ids_0,0.265625,,,0.49,0.48,0.47,0.48,0.48,0.49,0.48,0.49,0.47,0.48,0.47,0.47,0.48,0.49,0.48,0.49,0.49,0.48,0.50,0.47,0.48,0.48,0.47,0.48,0.48,12.02,0.48,false
137,correlation_ids_0,0.267578125,,,0.45,0.46,0.47,0.46,0.47,0.45,0.47,0.46,0.46,0.46,0.48,0.47,0.47,0.47,0.48,0.47,0.48,0.46,0.48,0.48,0.47,0.46,0.45,0.47,0.48,11.68,0.47,false
138,correlation_ids_0,0.26953125,,,0.48,0.49,0.50,0.49,0.49,0.49,0.50,0.48,0.49,0.48,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.49,0.48,0.49,0.49,0.49,0.49,0.50,12.32,0.49,false
139,correlation_ids_0,0.271484375,,,0.41,0.42,0.40,0.40,0.41,0.41,0.42,0.41,0.40,0.41,0.41,0.42,0.41,0.41,0.40,0.41,0.42,0.41,0.42,0.41,0.42,0.41,0.41,0.41,0.42,10.28,0.41,false
140,correlation_ids_0,0.2734375,,,0.43,0.46,0.43,0.44,0.45,0.45,0.45,0.42,0.45,0.44,0.43,0.45,0.44,0.45,0.43,0.43,0.43,0.45,0.45,0.43,0.46,0.44,0.43,0.43,0.44,11.01,0.44,false
141,correlation_ids_0,0.275390625,,,0.51,0.52,0.48,0.51,0.53,0.51,0.50,0.49,0.52,0.51,0.51,0.51,0.50,0.51,0.49,0.48,0.50,0.52,0.53,0.49,0.50,0.50,0.50,0.50,0.50,12.62,0.50,false
142,correlation_ids_0,0.27734375,,,0.46,0.47,0.47,0.46,0.47,0.46,0.47,0.47,0.47,0.48,0.47,0.48,0.47,0.48,0.47,0.47,0.48,0.46,0.47,0.49,0.47,0.46,0.45,0.46,0.49,11.75,0.47,false
143,correlation_ids_0,0.279296875,,,0.53,0.53,0.53,0.53,0.52,0.52,0.54,0.54,0.53,0.52,0.53,0.57,0.53,0.53,0.52,0.52,0.54,0.54,0.55,0.53,0.54,0.56,0.54,0.53,0.53,13.35,0.53,false
144,correlation_ids_0,0.28125,,,0.50,0.50,0.50,0.51,0.49,0.49,0.50,0.48,0.50,0.49,0.49,0.49,0.48,0.51,0.49,0.49,0.49,0.51,0.50,0.50,0.49,0.49,0.49,0.50,0.51,12.39,0.50,false
145,correlation_ids_0,0.283203125,,,0.53,0.53,0.53,0.52,0.54,0.52,0.55,0.53,0.55,0.53,0.54,0.53,0.53,0.52,0.55,0.55,0.53,0.52,0.53,0.54,0.53,0.55,0.52,0.54,0.54,13.35,0.53,false
146,correlation_ids_0,0.28515625,,,0.44,0.46,0.47,0.45,0.46,0.45,0.46,0.45,0.46,0.46,0.45,0.45,0.47,0.47,0.47,0.46,0.46,0.45,0.46,0.47,0.45,0.46,0.44,0.46,0.47,11.45,0.46,false
147,correlation_ids_0,0.287109375,,,0.43,0.43,0.42,0.43,0.41,0.43,0.45,0.43,0.44,0.43,0.42,0.44,0.43,0.44,0.44,0.44,0.45,0.44,0.44,0.43,0.43,0.43,0.44,0.44,0.44,10.85,0.43,false
148,correlation_ids_0,0.2890625,,,0.41,0.43,0.40,0.41,0.40,0.42,0.42,0.40,0.42,0.41,0.40,0.41,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.42,0.42,0.41,0.42,0.41,10.36,0.41,false
149,correlation_ids_0,0.291015625,,,0.53,0.53,0.55,0.53,0.53,0.53,0.55,0.54,0.53,0.54,0.54,0.53,0.55,0.54,0.53,0.55,0.53,0.51,0.53,0.52,0.52,0.53,0.51,0.54,0.55,13.34,0.53,false
150,correlation_ids_0,0.29296875,,,0.44,0.44,0.44,0.45,0.44,0.44,0.45,0.43,0.44,0.44,0.43,0.45,0.45,0.45,0.43,0.43,0.44,0.44,0.45,0.43,0.44,0.44,0.45,0.44,0.45,11.03,0.44,false
151,correlation_ids_0,0.294921875,,,0.42,0.43,0.42,0.43,0.43,0.44,0.44,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.42,0.42,0.42,0.43,0.43,0.41,0.43,0.42,0.43,0.42,0.45,10.65,0.43,false
152,correlation_ids_0,0.296875,,,0.41,0.41,0.41,0.40,0.40,0.41,0.42,0.41,0.41,0.41,0.40,0.42,0.40,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.42,0.42,0.41,0.42,0.42,10.28,0.41,false
153,correlation_ids_0,0.298828125,,,0.41,0.44,0.41,0.40,0.42,0.43,0.41,0.41,0.42,0.42,0.42,0.42,0.41,0.42,0.41,0.41,0.41,0.42,0.42,0.41,0.42,0.42,0.42,0.41,0.42,10.41,0.42,false
154,correlation_ids_0,0.30078125,,,0.39,0.41,0.39,0.39,0.40,0.41,0.40,0.39,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.41,0.39,0.40,0.40,0.39,0.40,0.40,9.97,0.40,false
155,correlation_ids_0,0.302734375,,,0.50,0.51,0.52,0.52,0.52,0.50,0.51,0.52,0.51,0.51,0.52,0.51,0.52,0.51,0.51,0.52,0.52,0.51,0.50,0.52,0.50,0.50,0.49,0.53,0.52,12.80,0.51,false
156,correlation_ids_0,0.3046875,,,0.48,0.51,0.51,0.49,0.50,0.50,0.51,0.51,0.50,0.48,0.50,0.51,0.51,0.50,0.51,0.52,0.50,0.50,0.50,0.50,0.50,0.50,0.49,0.50,0.51,12.54,0.50,false
157,correlation_ids_0,0.306640625,,,0.57,0.58,0.56,0.60,0.58,0.58,0.59,0.58,0.60,0.55,0.59,0.58,0.61,0.56,0.59,0.57,0.55,0.60,0.59,0.57,0.58,0.59,0.60,0.59,0.57,14.53,0.58,true
158,correlation_ids_0,0.30859375,,,0.44,0.45,0.43,0.43,0.45,0.45,0.44,0.43,0.44,0.43,0.43,0.45,0.44,0.45,0.43,0.44,0.44,0.44,0.44,0.45,0.44,0.44,0.44,0.44,0.45,11.01,0.44,false
159,correlation_ids_0,0.310546875,,,0.53,0.55,0.53,0.52,0.54,0.52,0.53,0.54,0.53,0.53,0.53,0.56,0.54,0.52,0.53,0.52,0.54,0.56,0.54,0.52,0.53,0.54,0.54,0.54,0.53,13.36,0.53,false
160,correlation_ids_0,0.3125,,,0.52,0.53,0.53,0.51,0.52,0.52,0.53,0.52,0.52,0.51,0.51,0.52,0.53,0.52,0.51,0.52,0.51,0.51,0.51,0.52,0.51,0.51,0.50,0.52,0.52,12.93,0.52,false
161,correlation_ids_0,0.314453125,,,0.51,0.50,0.51,0.51,0.51,0.50,0.52,0.52,0.51,0.49,0.51,0.53,0.52,0.52,0.51,0.50,0.52,0.52,0.52,0.52,0.51,0.53,0.51,0.51,0.51,12.82,0.51,false
162,correlation_ids_0,0.31640625,,,0.48,0.47,0.49,0.48,0.47,0.47,0.47,0.47,0.49,0.47,0.48,0.49,0.48,0.48,0.48,0.47,0.50,0.49,0.47,0.48,0.49,0.50,0.48,0.48,0.48,12.01,0.48,false
163,correlation_ids_0,0.318359375,,,0.51,0.51,0.53,0.53,0.52,0.51,0.51,0.52,0.51,0.52,0.52,0.52,0.52,0.52,0.51,0.53,0.53,0.51,0.51,0.53,0.50,0.52,0.50,0.53,0.53,12.95,0.52,false
164,correlation_ids_0,0.3203125,,,0.52,0.51,0.52,0.51,0.51,0.51,0.52,0.52,0.51,0.51,0.51,0.52,0.52,0.52,0.51,0.53,0.51,0.52,0.51,0.52,0.51,0.51,0.49,0.52,0.53,12.87,0.51,false
165,correlation_ids_0,0.322265625,,,0.44,0.43,0.42,0.43,0.42,0.44,0.44,0.43,0.44,0.43,0.43,0.44,0.43,0.46,0.44,0.43,0.45,0.44,0.44,0.43,0.44,0.43,0.43,0.45,0.45,10.91,0.44,false
166,correlation_ids_0,0.32421875,,,0.44,0.44,0.44,0.44,0.42,0.46,0.46,0.44,0.44,0.44,0.43,0.44,0.45,0.43,0.44,0.44,0.45,0.45,0.45,0.43,0.46,0.44,0.45,0.45,0.45,11.08,0.44,false
167,correlation_ids_0,0.326171875,,,0.47,0.48,0.48,0.48,0.49,0.48,0.50,0.48,0.49,0.49,0.48,0.49,0.48,0.48,0.48,0.49,0.50,0.49,0.49,0.49,0.48,0.47,0.47,0.47,0.50,12.10,0.48,false
168,correlation_ids_0,0.328125,,,0.48,0.46,0.45,0.48,0.47,0.48,0.48,0.47,0.48,0.48,0.47,0.46,0.46,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.47,0.48,0.48,0.47,11.80,0.47,false
169,correlation_ids_0,0.330078125,,,0.40,0.39,0.40,0.40,0.40,0.41,0.41,0.40,0.41,0.41,0.40,0.40,0.40,0.40,0.41,0.40,0.40,0.40,0.40,0.39,0.41,0.39,0.40,0.40,0.40,10.03,0.40,false
170,correlation_ids_0,0.33203125,,,0.41,0.40,0.39,0.40,0.40,0.40,0.42,0.40,0.41,0.40,0.40,0.42,0.40,0.40,0.42,0.41,0.40,0.40,0.41,0.39,0.42,0.40,0.40,0.40,0.41,10.11,0.40,false
171,correlation_ids_0,0.333984375,,,0.48,0.47,0.45,0.47,0.47,0.48,0.48,0.48,0.47,0.48,0.48,0.48,0.48,0.49,0.46,0.47,0.48,0.48,0.47,0.48,0.47,0.48,0.46,0.48,0.49,11.88,0.48,false
172,correlation_ids_0,0.3359375,,,0.41,0.40,0.41,0.42,0.42,0.42,0.43,0.41,0.42,0.41,0.41,0.42,0.41,0.41,0.42,0.41,0.40,0.41,0.42,0.41,0.42,0.41,0.41,0.41,0.41,10.33,0.41,false
173,correlation_ids_0,0.337890625,,,0.49,0.49,0.52,0.51,0.51,0.50,0.51,0.51,0.51,0.51,0.50,0.52,0.50,0.51,0.50,0.51,0.52,0.50,0.52,0.52,0.51,0.49,0.49,0.52,0.51,12.68,0.51,false
174,correlation_ids_0,0.33984375,,,0.46,0.46,0.48,0.48,0.47,0.46,0.49,0.47,0.49,0.48,0.47,0.49,0.47,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.49,0.48,11.91,0.48,false
175,correlation_ids_0,0.341796875,,,0.42,0.43,0.41,0.43,0.42,0.43,0.42,0.42,0.43,0.43,0.43,0.43,0.42,0.43,0.42,0.42,0.43,0.44,0.43,0.42,0.41,0.42,0.42,0.43,0.43,10.62,0.42,false
176,correlation_ids_0,0.34375,,,0.44,0.45,0.43,0.44,0.46,0.45,0.45,0.43,0.45,0.46,0.45,0.45,0.44,0.46,0.43,0.44,0.45,0.47,0.46,0.45,0.46,0.44,0.45,0.45,0.45,11.21,0.45,false
177,correlation_ids_0,0.345703125,,,0.48,0.47,0.44,0.46,0.48,0.49,0.47,0.47,0.47,0.48,0.47,0.46,0.47,0.48,0.45,0.46,0.46,0.50,0.48,0.46,0.46,0.47,0.46,0.48,0.46,11.73,0.47,false
178,correlation_ids_0,0.34765625,,,0.52,0.50,0.51,0.49,0.50,0.48,0.51,0.51,0.51,0.50,0.50,0.51,0.51,0.51,0.50,0.52,0.50,0.49,0.51,0.50,0.49,0.51,0.48,0.50,0.51,12.57,0.50,false
179,correlation_ids_0,0.349609375,,,0.51,0.50,0.50,0.49,0.49,0.51,0.50,0.48,0.51,0.50,0.50,0.49,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.49,0.50,0.50,0.49,0.51,0.49,12.47,0.50,false
180,correlation_ids_0,0.3515625,,,0.55,0.54,0.55,0.54,0.55,0.55,0.55,0.54,0.54,0.55,0.56,0.55,0.54,0.57,0.56,0.55,0.57,0.56,0.54,0.56,0.53,0.57,0.55,0.54,0.55,13.76,0.55,false
181,correlation_ids_0,0.353515625,,,0.53,0.52,0.54,0.52,0.53,0.51,0.52,0.53,0.52,0.53,0.53,0.53,0.52,0.52,0.52,0.54,0.53,0.51,0.53,0.54,0.51,0.53,0.50,0.53,0.54,13.13,0.53,false
182,correlation_ids_0,0.35546875,,,0.46,0.46,0.48,0.46,0.48,0.46,0.48,0.47,0.49,0.47,0.47,0.47,0.47,0.46,0.47,0.46,0.47,0.46,0.47,0.48,0.48,0.46,0.47,0.47,0.49,11.76,0.47,false
183,correlation_ids_0,0.357421875,,,0.42,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.42,0.43,0.43,0.42,0.42,0.44,0.46,0.43,0.44,0.44,0.43,0.43,0.44,0.44,0.44,0.44,0.44,10.90,0.44,false
184,correlation_ids_0,0.359375,,,0.44,0.45,0.43,0.42,0.44,0.45,0.44,0.42,0.45,0.43,0.45,0.43,0.44,0.44,0.44,0.45,0.44,0.45,0.44,0.43,0.44,0.45,0.43,0.44,0.44,10.98,0.44,false
185,correlation_ids_0,0.361328125,,,0.46,0.48,0.48,0.47,0.49,0.47,0.48,0.47,0.49,0.48,0.49,0.47,0.46,0.48,0.49,0.48,0.48,0.47,0.46,0.47,0.47,0.48,0.47,0.47,0.49,11.90,0.48,false
186,correlation_ids_0,0.36328125,,,0.41,0.39,0.41,0.41,0.40,0.41,0.41,0.40,0.39,0.40,0.40,0.40,0.39,0.41,0.40,0.41,0.40,0.40,0.41,0.40,0.40,0.40,0.41,0.41,0.40,10.07,0.40,false
187,correlation_ids_0,0.365234375,,,0.41,0.41,0.41,0.40,0.40,0.42,0.42,0.41,0.40,0.40,0.41,0.41,0.41,0.41,0.42,0.41,0.40,0.41,0.42,0.40,0.41,0.41,0.41,0.42,0.41,10.24,0.41,false
188,correlation_ids_0,0.3671875,,,0.41,0.41,0.40,0.41,0.41,0.41,0.42,0.40,0.41,0.40,0.41,0.41,0.40,0.40,0.41,0.41,0.40,0.40,0.42,0.40,0.41,0.40,0.41,0.41,0.41,10.18,0.41,false
189,correlation_ids_0,0.369140625,,,0.49,0.48,0.45,0.48,0.48,0.48,0.49,0.47,0.47,0.46,0.48,0.46,0.46,0.48,0.46,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,11.82,0.47,false
190,correlation_ids_0,0.37109375,,,0.41,0.41,0.40,0.42,0.42,0.41,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.43,0.41,0.42,0.40,0.40,0.41,0.42,0.41,0.42,0.41,0.41,0.41,10.30,0.41,false
191,correlation_ids_0,0.373046875,,,0.47,0.49,0.48,0.49,0.48,0.48,0.49,0.48,0.47,0.47,0.49,0.49,0.48,0.48,0.51,0.51,0.49,0.49,0.49,0.48,0.49,0.50,0.50,0.49,0.49,12.18,0.49,false
192,correlation_ids_0,0.375,,,0.45,0.46,0.47,0.46,0.46,0.45,0.47,0.45,0.47,0.45,0.46,0.46,0.46,0.45,0.47,0.46,0.46,0.45,0.45,0.47,0.47,0.45,0.45,0.47,0.46,11.48,0.46,false
193,correlation_ids_0,0.376953125,,,0.43,0.43,0.40,0.41,0.42,0.42,0.42,0.41,0.41,0.41,0.42,0.42,0.42,0.42,0.41,0.41,0.43,0.42,0.41,0.42,0.42,0.41,0.41,0.42,0.42,10.42,0.42,false
194,correlation_ids_0,0.37890625,,,0.44,0.44,0.43,0.44,0.45,0.45,0.46,0.42,0.43,0.43,0.44,0.46,0.43,0.44,0.44,0.43,0.43,0.44,0.45,0.43,0.44,0.45,0.44,0.45,0.44,11.00,0.44,false
195,correlation_ids_0,0.380859375,,,0.51,0.52,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.51,0.51,0.53,0.51,0.51,0.50,0.49,0.49,0.53,0.51,0.50,0.52,0.51,0.51,0.52,0.50,12.69,0.51,false
196,correlation_ids_0,0.3828125,,,0.47,0.48,0.49,0.47,0.49,0.48,0.48,0.48,0.48,0.48,0.50,0.47,0.48,0.48,0.49,0.49,0.48,0.48,0.47,0.49,0.49,0.47,0.48,0.48,0.49,12.04,0.48,false
197,correlation_ids_0,0.384765625,,,0.52,0.51,0.51,0.51,0.50,0.51,0.52,0.51,0.52,0.51,0.52,0.55,0.52,0.54,0.52,0.51,0.53,0.52,0.52,0.51,0.51,0.55,0.53,0.52,0.53,13.00,0.52,false
198,correlation_ids_0,0.38671875,,,0.50,0.51,0.51,0.51,0.51,0.49,0.50,0.50,0.52,0.52,0.51,0.51,0.52,0.52,0.53,0.51,0.52,0.53,0.52,0.52,0.50,0.52,0.53,0.52,0.51,12.84,0.51,false
199,correlation_ids_0,0.388671875,,,0.49,0.50,0.50,0.50,0.49,0.49,0.50,0.48,0.49,0.48,0.49,0.50,0.50,0.50,0.52,0.51,0.50,0.50,0.49,0.49,0.50,0.49,0.50,0.50,0.50,12.41,0.50,false
200,correlation_ids_0,0.390625,,,0.45,0.45,0.47,0.44,0.44,0.44,0.47,0.45,0.46,0.45,0.46,0.45,0.45,0.45,0.47,0.46,0.45,0.44,0.45,0.46,0.46,0.44,0.44,0.45,0.47,11.32,0.45,false
201,correlation_ids_0,0.392578125,,,0.43,0.43,0.42,0.42,0.44,0.43,0.43,0.44,0.44,0.42,0.42,0.42,0.42,0.44,0.43,0.44,0.44,0.43,0.43,0.43,0.44,0.43,0.42,0.44,0.44,10.77,0.43,false
202,correlation_ids_0,0.39453125,,,0.41,0.42,0.41,0.40,0.41,0.40,0.42,0.41,0.42,0.40,0.40,0.40,0.41,0.43,0.41,0.42,0.41,0.42,0.41,0.41,0.41,0.41,0.40,0.41,0.40,10.25,0.41,false
203,correlation_ids_0,0.396484375,,,0.44,0.46,0.46,0.44,0.45,0.45,0.46,0.46,0.46,0.46,0.47,0.45,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.47,0.45,0.44,0.44,0.44,0.46,11.32,0.45,false
204,correlation_ids_0,0.3984375,,,0.41,0.40,0.39,0.39,0.40,0.40,0.41,0.40,0.40,0.41,0.39,0.40,0.39,0.42,0.40,0.40,0.40,0.41,0.40,0.40,0.40,0.40,0.39,0.40,0.40,10.01,0.40,false
205,correlation_ids_0,0.400390625,,,0.42,0.42,0.41,0.42,0.43,0.42,0.43,0.41,0.42,0.41,0.41,0.41,0.41,0.43,0.41,0.42,0.42,0.42,0.43,0.41,0.44,0.43,0.42,0.43,0.43,10.51,0.42,false
