iteration,data_size,number_of_attributes,number_of_trees
1,513,46,100
2,513,46,100
3,513,46,100
4,513,46,100
5,513,46,100
6,513,46,100
7,513,46,100
8,513,46,100
9,513,46,100
10,513,46,100
11,513,46,100
12,513,46,100
13,513,46,100
14,513,46,100
15,513,46,100
16,513,46,100
17,513,46,100
18,513,46,100
19,513,46,100
20,513,46,100
21,513,46,100
22,513,46,100
23,513,46,100
24,513,46,100
25,513,46,100
