year,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
2024,8,14,6,0,3.84,384.69,0.00,2.831,503.40,30.86,408.47,35.15,171.80,0.00,52.97
