year,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
2024,7,19,12,15,2.96,8.87,11.38,1.942,502.16,29.43,404.20,32.69,169.73,67.97,50.51
