uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,received_at
125000,7,0,0.42857142857142855,0.07196543546729517,0.236328125,0,0,0,0,0,0,0,0,0,0,0.236328125
125000,7,0,0.7142857142857143,0.6087997932204068,0.23828125,0,0,0,0,0,0,0,0,0,0,0.23828125
125000,7,0,0.14285714285714285,0.29856466301990187,0.240234375,0,0,0,0,0,0,0,0,0,0,0.240234375
125000,7,0,0.5714285714285714,0.6417686960376019,0.2421875,1,1,1,1,0,0,0,0,0,0,0.2421875
125000,7,0,0.2857142857142857,0.6738015556462642,0.244140625,0,0,0,0,0,0,0,0,0,0,0.244140625
125000,7,0,1,0.7028763612018565,0.24609375,0,0,0,0,0,0,0,0,0,0,0.24609375
125000,7,0,0.8571428571428571,0.7311694549400041,0.248046875,1,1,1,1,0,0,0,0,0,0,0.248046875
125000,7,0,0.14285714285714285,0.7324441659343925,0.25,1,1,1,1,0,0,0,0,0,0,0.25
125000,7,0,0.8571428571428571,0.7574158916469268,0.251953125,0,0,0,0,0,0,0,0,0,0,0.251953125
125000,7,0,0.14285714285714285,0.2383193050961199,0.25390625,0,0,0,0,0,0,0,0,0,0,0.25390625
125000,7,0,0.2857142857142857,0.7828726120370801,0.255859375,1,1,1,1,0,0,0,0,0,0,0.255859375
125000,7,0,0.14285714285714285,0.26214070871846423,0.2578125,0,0,0,0,0,0,0,0,0,0,0.2578125
125000,7,0,0.42857142857142855,0.8064744505836626,0.259765625,0,0,0,0,0,0,0,0,0,0,0.259765625
125000,7,0,1,0.27591506141056443,0.26171875,0,0,0,0,0,0,0,0,0,0,0.26171875
125000,7,0,1,0.8479828932685715,0.263671875,0,0,0,0,0,0,0,0,0,0,0.263671875
125000,7,0,0.8571428571428571,0.31261788454342043,0.265625,0,0,0,0,0,0,0,0,0,0,0.265625
125000,7,0,0.14285714285714285,0.33583086865865014,0.267578125,1,1,1,1,0,0,0,0,0,0,0.267578125
125000,7,0,0.2857142857142857,0.8735451624468014,0.26953125,1,1,1,1,0,0,0,0,0,0,0.26953125
125000,7,0,0.2857142857142857,0.35398192566566544,0.271484375,0,0,0,0,0,0,0,0,0,0,0.271484375
125000,7,0,0.42857142857142855,0.8908106639584782,0.2734375,0,0,0,0,0,0,0,0,0,0,0.2734375
125000,7,0,0.7142857142857143,0.8920020215053046,0.275390625,0,0,0,0,0,0,0,0,0,0,0.275390625
125000,7,0,0.14285714285714285,0.38757713789790016,0.27734375,1,1,1,1,0,0,0,0,0,0,0.27734375
125000,7,0,0,0.9558188999273918,0.279296875,0,0,0,0,0,0,0,0,0,0,0.279296875
125000,7,0,0.42857142857142855,0.9848923028506517,0.28125,0,0,0,0,0,0,0,0,0,0,0.28125
125000,7,0,0.7142857142857143,0.0039533939664936355,0.283203125,1,1,1,1,0,0,0,0,0,0,0.283203125
125000,7,0,0.7142857142857143,0.4782051836392127,0.28515625,1,1,1,1,0,0,0,0,0,0,0.28515625
125000,7,0,0.14285714285714285,0.5030310313587362,0.287109375,0,0,0,0,0,0,0,0,0,0,0.287109375
125000,7,0,0.2857142857142857,0.5203364026004463,0.2890625,0,0,0,0,0,0,0,0,0,0,0.2890625
125000,7,0,0.14285714285714285,0.055653934994452724,0.291015625,1,1,1,1,0,0,0,0,0,0,0.291015625
125000,7,0,0,0.07112955520191182,0.29296875,0,0,0,0,0,0,0,0,0,0,0.29296875
125000,7,0,0.5714285714285714,0.07906256916316456,0.294921875,0,0,0,0,0,0,0,0,0,0,0.294921875
125000,7,0,0.14285714285714285,0.5579448742658355,0.296875,0,0,0,0,0,0,0,0,0,0,0.296875
125000,7,0,1,0.5935187370134796,0.298828125,0,0,0,0,0,0,0,0,0,0,0.298828125
125000,7,0,0.42857142857142855,0.5944785022883361,0.30078125,0,0,0,0,0,0,0,0,0,0,0.30078125
125000,7,0,0.42857142857142855,0.14501285441789802,0.302734375,1,1,1,1,0,0,0,0,0,0,0.302734375
125000,7,0,0.5714285714285714,0.14632958985633143,0.3046875,1,1,1,1,0,0,0,0,0,0,0.3046875
125000,7,0,0.7142857142857143,0.6321115907622222,0.306640625,0,0,0,0,0,0,0,0,0,0,0.306640625
125000,7,0,0.5714285714285714,0.16339455771914566,0.30859375,0,0,0,0,0,0,0,0,0,0,0.30859375
125000,7,0,0.42857142857142855,0.8625956132661589,0.310546875,0,0,0,0,0,0,0,0,0,0,0.310546875
125000,7,0,0,0.19675739551446386,0.3125,1,1,1,1,0,0,0,0,0,0,0.3125
125000,7,0,0.42857142857142855,0.2284092846230041,0.314453125,0,0,0,0,0,0,0,0,0,0,0.314453125
125000,7,0,0.14285714285714285,0.2575256911066456,0.31640625,0,0,0,0,0,0,0,0,0,0,0.31640625
125000,7,0,0.8571428571428571,0.2861162810942336,0.318359375,1,1,1,1,0,0,0,0,0,0,0.318359375
125000,7,0,0.5714285714285714,0.2873926464332913,0.3203125,1,1,1,1,0,0,0,0,0,0,0.3203125
125000,7,0,0.2857142857142857,0.7850459111622102,0.322265625,0,0,0,0,0,0,0,0,0,0,0.322265625
125000,7,0,0,0.3293269847473948,0.32421875,0,0,0,0,0,0,0,0,0,0,0.32421875
125000,7,0,0.42857142857142855,0.8108892125818146,0.326171875,1,1,1,1,0,0,0,0,0,0,0.326171875
125000,7,0,0.42857142857142855,0.3529872280770013,0.328125,0,0,0,0,0,0,0,0,0,0,0.328125
125000,7,0,0.5714285714285714,0.36107761489465917,0.330078125,0,0,0,0,0,0,0,0,0,0,0.330078125
125000,7,0,0.14285714285714285,0.3669485301776541,0.33203125,0,0,0,0,0,0,0,0,0,0,0.33203125
125000,7,0,0.14285714285714285,0.8756017375551743,0.333984375,0,0,0,0,0,0,0,0,0,0,0.333984375
125000,7,0,0.2857142857142857,0.4036129106554637,0.3359375,0,0,0,0,0,0,0,0,0,0,0.3359375
125000,7,0,1,0.9002467867191556,0.337890625,1,1,1,1,0,0,0,0,0,0,0.337890625
125000,7,0,1,0.901520025278631,0.33984375,1,1,1,1,0,0,0,0,0,0,0.33984375
125000,7,0,0.7142857142857143,0.9180149175786566,0.341796875,0,0,0,0,0,0,0,0,0,0,0.341796875
125000,7,0,0,0.9182818426479283,0.34375,0,0,0,0,0,0,0,0,0,0,0.34375
125000,7,0,0.5714285714285714,0.9196329649059262,0.345703125,0,0,0,0,0,0,0,0,0,0,0.345703125
125000,7,0,0.5714285714285714,0.4789686668769509,0.34765625,1,1,1,1,0,0,0,0,0,0,0.34765625
125000,7,0,0.8571428571428571,0.5103832596440335,0.349609375,0,0,0,0,0,0,0,0,0,0,0.349609375
125000,7,0,0,0.5395416111330925,0.3515625,0,0,0,0,0,0,0,0,0,0,0.3515625
125000,7,0,1,0.5683266201104635,0.353515625,1,1,1,1,0,0,0,0,0,0,0.353515625
125000,7,0,0.42857142857142855,0.033202584936131777,0.35546875,1,1,1,1,0,0,0,0,0,0,0.35546875
125000,7,0,0.7142857142857143,0.5940347160461399,0.357421875,0,0,0,0,0,0,0,0,0,0,0.357421875
125000,7,0,0.7142857142857143,0.07494356516567134,0.359375,0,0,0,0,0,0,0,0,0,0,0.359375
125000,7,0,0.2857142857142857,0.08366945935730885,0.361328125,1,1,1,1,0,0,0,0,0,0,0.361328125
125000,7,0,0.5714285714285714,0.635161614298595,0.36328125,0,0,0,0,0,0,0,0,0,0,0.36328125
125000,7,0,1,0.6430279432925582,0.365234375,0,0,0,0,0,0,0,0,0,0,0.365234375
125000,7,0,0,0.648979163742058,0.3671875,0,0,0,0,0,0,0,0,0,0,0.3671875
125000,7,0,0.14285714285714285,0.684569667471988,0.369140625,0,0,0,0,0,0,0,0,0,0,0.369140625
125000,7,0,0.7142857142857143,0.6856239976170179,0.37109375,0,0,0,0,0,0,0,0,0,0,0.37109375
125000,7,0,0.14285714285714285,0.7094755672355261,0.373046875,1,1,1,1,0,0,0,0,0,0,0.373046875
125000,7,0,0.14285714285714285,0.17430751225044344,0.375,1,1,1,1,0,0,0,0,0,0,0.375
125000,7,0,0.5714285714285714,0.19060447545447262,0.376953125,0,0,0,0,0,0,0,0,0,0,0.376953125
125000,7,0,1,0.7274161687561221,0.37890625,0,0,0,0,0,0,0,0,0,0,0.37890625
125000,7,0,0.5714285714285714,0.4172002704592891,0.380859375,0,0,0,0,0,0,0,0,0,0,0.380859375
125000,7,0,1,0.2247752344086886,0.3828125,1,1,1,1,0,0,0,0,0,0,0.3828125
125000,7,0,0,0.25599962642410795,0.384765625,0,0,0,0,0,0,0,0,0,0,0.384765625
125000,7,0,0.7142857142857143,0.5099411658206416,0.38671875,0,0,0,0,0,0,0,0,0,0,0.38671875
125000,7,0,0,0.8505816995257036,0.388671875,1,1,1,1,0,0,0,0,0,0,0.388671875
125000,7,0,0.7142857142857143,0.3154083595216439,0.390625,1,1,1,1,0,0,0,0,0,0,0.390625
125000,7,0,0.7142857142857143,0.3396487003724691,0.392578125,0,0,0,0,0,0,0,0,0,0,0.392578125
125000,7,0,0.5714285714285714,0.3569605881669064,0.39453125,0,0,0,0,0,0,0,0,0,0,0.39453125
125000,7,0,0.14285714285714285,0.3658799499650024,0.396484375,1,1,1,1,0,0,0,0,0,0,0.396484375
125000,7,0,0.5714285714285714,0.38077645787824294,0.3984375,0,0,0,0,0,0,0,0,0,0,0.3984375
125000,7,0,0.8571428571428571,0.9251077094129802,0.400390625,0,0,0,0,0,0,0,0,0,0,0.400390625
125000,7,0,0.7142857142857143,0.931002129128663,0.40234375,0,0,0,0,0,0,0,0,0,0,0.40234375
125000,7,0,0,0.430193453302805,0.404296875,0,0,0,0,0,0,0,0,0,0,0.404296875
125000,7,0,0.42857142857142855,0.43116886939741156,0.40625,0,0,0,0,0,0,0,0,0,0,0.40625
125000,7,0,0.7142857142857143,0.4552399154870587,0.408203125,1,1,1,1,0,0,0,0,0,0,0.408203125
125000,7,0,0.8571428571428571,0.9929144911366401,0.41015625,1,1,1,1,0,0,0,0,0,0,0.41015625
125000,7,0,0,0.4726209668279705,0.412109375,0,0,0,0,0,0,0,0,0,0,0.412109375
125000,7,0,1,0,0.4140625,0,0,0,0,0,0,0,0,0,0,0.4140625
125000,7,0,1,0.47423651912426834,0.416015625,0,0,0,0,0,0,0,0,0,0,0.416015625
125000,7,0,0.7142857142857143,0.5069822739015755,0.41796875,1,1,1,1,0,0,0,0,0,0,0.41796875
125000,7,0,0.2857142857142857,0.5380163772657852,0.419921875,0,0,0,0,0,0,0,0,0,0,0.419921875
125000,7,0,0.8571428571428571,0.09414658161524743,0.421875,0,0,0,0,0,0,0,0,0,0,0.421875
125000,7,0,0.8571428571428571,0.5963475462999825,0.423828125,1,1,1,1,0,0,0,0,0,0,0.423828125
125000,7,0,0.5714285714285714,0.5976188503643629,0.42578125,1,1,1,1,0,0,0,0,0,0,0.42578125
125000,7,0,0.5714285714285714,0.6216635183642301,0.427734375,0,0,0,0,0,0,0,0,0,0,0.427734375
125000,7,0,0,0.6389775911909719,0.4296875,0,0,0,0,0,0,0,0,0,0,0.4296875
125000,7,0,0.7142857142857143,0.648087674087243,0.431640625,1,1,1,1,0,0,0,0,0,0,0.431640625
125000,7,0,1,0.6627921877690404,0.43359375,0,0,0,0,0,0,0,0,0,0,0.43359375
125000,7,0,0.14285714285714285,0.19769581741633346,0.435546875,0,0,0,0,0,0,0,0,0,0,0.435546875
125000,7,0,0.5714285714285714,0.20361144748055623,0.4375,0,0,0,0,0,0,0,0,0,0,0.4375
125000,7,0,0.42857142857142855,0.23910381395233551,0.439453125,0,0,0,0,0,0,0,0,0,0,0.439453125
125000,7,0,0,0.26446743462143735,0.44140625,1,1,1,1,0,0,0,0,0,0,0.44140625
125000,7,0,0.2857142857142857,0.7387220032359622,0.443359375,1,1,1,1,0,0,0,0,0,0,0.443359375
125000,7,0,0.2857142857142857,0.7546374673674638,0.4453125,0,0,0,0,0,0,0,0,0,0,0.4453125
125000,7,0,0.42857142857142855,0.7549712882219208,0.447265625,0,0,0,0,0,0,0,0,0,0,0.447265625
125000,7,0,0.8571428571428571,0.7562513892916959,0.44921875,0,0,0,0,0,0,0,0,0,0,0.44921875
125000,7,0,0,0.31616549636513497,0.451171875,1,1,1,1,0,0,0,0,0,0,0.451171875
125000,7,0,1,0.3470073751728872,0.453125,0,0,0,0,0,0,0,0,0,0,0.453125
125000,7,0,0.5714285714285714,0.3761182862897069,0.455078125,0,0,0,0,0,0,0,0,0,0,0.455078125
125000,7,0,0.8571428571428571,0.4055753770782072,0.45703125,1,1,1,1,0,0,0,0,0,0,0.45703125
125000,7,0,0.8571428571428571,0.8798305226803954,0.458984375,1,1,1,1,0,0,0,0,0,0,0.458984375
125000,7,0,0.5714285714285714,0.4306533514848309,0.4609375,0,0,0,0,0,0,0,0,0,0,0.4609375
125000,7,0,0.2857142857142857,0.9209945920998075,0.462890625,0,0,0,0,0,0,0,0,0,0,0.462890625
125000,7,0,0.2857142857142857,0.4573131553152958,0.46484375,1,1,1,1,0,0,0,0,0,0,0.46484375
125000,7,0,0.8571428571428571,0.9447930097557719,0.466796875,0,0,0,0,0,0,0,0,0,0,0.466796875
125000,7,0,0.2857142857142857,0.9527358703464132,0.46875,0,0,0,0,0,0,0,0,0,0,0.46875
125000,7,0,0,0.4856337310581137,0.470703125,0,0,0,0,0,0,0,0,0,0,0.470703125
125000,7,0,0.8571428571428571,0.9942121034882196,0.47265625,0,0,0,0,0,0,0,0,0,0,0.47265625
125000,7,0,0.5714285714285714,0.9952554118762368,0.474609375,0,0,0,0,0,0,0,0,0,0,0.474609375
125000,7,0,0.14285714285714285,0.5466767827700546,0.4765625,1,1,1,1,0,0,0,0,0,0,0.4765625
