uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,received_at
125000,7,0,0,0.7184907087507333,0,0,0,0,0,0,0,0,0,0,0,0
125000,7,0,0.14285714285714285,0.7476631039550033,0.001953125,0,0,0,0,0,0,0,0,0,0,0.001953125
125000,7,0,0,0.23811667619470328,0.00390625,1,1,1,1,0,0,0,0,0,0,0.00390625
125000,7,0,0.2857142857142857,0.23938125265343524,0.005859375,1,1,1,1,0,0,0,0,0,0,0.005859375
125000,7,0,0.42857142857142855,0.8021627230705226,0.0078125,0,0,0,0,0,0,0,0,0,0,0.0078125
125000,7,0,0.2857142857142857,0.8194504279135818,0.009765625,0,0,0,0,0,0,0,0,0,0,0.009765625
125000,7,0,0.5714285714285714,0.82630973975092,0.01171875,1,1,1,1,0,0,0,0,0,0,0.01171875
125000,7,0,0.7142857142857143,0.8432822436367275,0.013671875,0,0,0,0,0,0,0,0,0,0,0.013671875
125000,7,0,0.5714285714285714,0.8512223704104639,0.015625,0,0,0,0,0,0,0,0,0,0,0.015625
125000,7,0,0.14285714285714285,0.8569579220373527,0.017578125,0,0,0,0,0,0,0,0,0,0,0.017578125
125000,7,0,0.8571428571428571,0.8927688571471291,0.01953125,0,0,0,0,0,0,0,0,0,0,0.01953125
125000,7,0,0.14285714285714285,0.3573968907263408,0.021484375,0,0,0,0,0,0,0,0,0,0,0.021484375
125000,7,0,1,0.9156180913174671,0.0234375,1,1,1,1,0,0,0,0,0,0,0.0234375
125000,7,0,0.42857142857142855,0.9169318609688025,0.025390625,1,1,1,1,0,0,0,0,0,0,0.025390625
125000,7,0,0,0.3987203267236853,0.02734375,0,0,0,0,0,0,0,0,0,0,0.02734375
125000,7,0,0.8571428571428571,0.9355879318926169,0.029296875,0,0,0,0,0,0,0,0,0,0,0.029296875
125000,7,0,0.7142857142857143,0.6252438593704823,0.03125,0,0,0,0,0,0,0,0,0,0,0.03125
125000,7,0,0,0.9673685628131011,0.033203125,1,1,1,1,0,0,0,0,0,0,0.033203125
125000,7,0,0.7142857142857143,0.689086585899791,0.03515625,0,0,0,0,0,0,0,0,0,0,0.03515625
125000,7,0,0.2857142857142857,0.48934571385626086,0.037109375,0,0,0,0,0,0,0,0,0,0,0.037109375
125000,7,0,0.42857142857142855,0.04734123424249453,0.0390625,1,1,1,1,0,0,0,0,0,0,0.0390625
125000,7,0,0.2857142857142857,0.04860771910848815,0.041015625,1,1,1,1,0,0,0,0,0,0,0.041015625
125000,7,0,0.2857142857142857,0.5477745573833506,0.04296875,0,0,0,0,0,0,0,0,0,0,0.04296875
125000,7,0,0.7142857142857143,0.09203477879889511,0.044921875,0,0,0,0,0,0,0,0,0,0,0.044921875
125000,7,0,0.2857142857142857,0.09909236662990444,0.046875,1,1,1,1,0,0,0,0,0,0,0.046875
125000,7,0,0.7142857142857143,0.8138770603506171,0.048828125,0,0,0,0,0,0,0,0,0,0,0.048828125
125000,7,0,0,0.1237459530960754,0.05078125,0,0,0,0,0,0,0,0,0,0,0.05078125
125000,7,0,0.2857142857142857,0.1295609527513799,0.052734375,0,0,0,0,0,0,0,0,0,0,0.052734375
125000,7,0,0.42857142857142855,0.6383809427022431,0.0546875,0,0,0,0,0,0,0,0,0,0,0.0546875
125000,7,0,0.2857142857142857,0.16637827279911957,0.056640625,0,0,0,0,0,0,0,0,0,0,0.056640625
125000,7,0,0.14285714285714285,0.18844436408159224,0.05859375,1,1,1,1,0,0,0,0,0,0,0.05859375
125000,7,0,0,0.6626999136926577,0.060546875,1,1,1,1,0,0,0,0,0,0,0.060546875
125000,7,0,0.42857142857142855,0.676781640286956,0.0625,0,0,0,0,0,0,0,0,0,0,0.0625
125000,7,0,0,0.6812012264190307,0.064453125,0,0,0,0,0,0,0,0,0,0,0.064453125
125000,7,0,0.8571428571428571,0.6823653736506936,0.06640625,0,0,0,0,0,0,0,0,0,0,0.06640625
125000,7,0,0.14285714285714285,0.24019779125822663,0.068359375,1,1,1,1,0,0,0,0,0,0,0.068359375
125000,7,0,0.5714285714285714,0.2730984715711487,0.0703125,0,0,0,0,0,0,0,0,0,0,0.0703125
125000,7,0,0,0.30226805728029493,0.072265625,0,0,0,0,0,0,0,0,0,0,0.072265625
125000,7,0,0.42857142857142855,0.3295069966725053,0.07421875,1,1,1,1,0,0,0,0,0,0,0.07421875
125000,7,0,0.42857142857142855,0.33082202864593474,0.076171875,1,1,1,1,0,0,0,0,0,0,0.076171875
125000,7,0,0.7142857142857143,0.35676655062355017,0.078125,0,0,0,0,0,0,0,0,0,0,0.078125
125000,7,0,0.42857142857142855,0.8470875146463971,0.080078125,0,0,0,0,0,0,0,0,0,0,0.080078125
125000,7,0,0.14285714285714285,0.8542866980703292,0.08203125,1,1,1,1,0,0,0,0,0,0,0.08203125
125000,7,0,0.8571428571428571,0.08646602431693191,0.083984375,0,0,0,0,0,0,0,0,0,0,0.083984375
125000,7,0,0.2857142857142857,0.8788549390125896,0.0859375,0,0,0,0,0,0,0,0,0,0,0.0859375
125000,7,0,0,0.4115259805857043,0.087890625,0,0,0,0,0,0,0,0,0,0,0.087890625
125000,7,0,0.2857142857142857,0.447361327091669,0.08984375,0,0,0,0,0,0,0,0,0,0,0.08984375
125000,7,0,0,0.9214182759037879,0.091796875,0,0,0,0,0,0,0,0,0,0,0.091796875
125000,7,0,0.5714285714285714,0.4706092207232303,0.09375,1,1,1,1,0,0,0,0,0,0,0.09375
125000,7,0,0,0.9449078982231798,0.095703125,1,1,1,1,0,0,0,0,0,0,0.095703125
125000,7,0,0.8571428571428571,0.962753343079331,0.09765625,0,0,0,0,0,0,0,0,0,0,0.09765625
125000,7,0,0.2857142857142857,0.9632054026900526,0.099609375,0,0,0,0,0,0,0,0,0,0,0.099609375
125000,7,0,0,0.4913515960741564,0.1015625,0,0,0,0,0,0,0,0,0,0,0.1015625
125000,7,0,0,0.9953895665610433,0.103515625,1,1,1,1,0,0,0,0,0,0,0.103515625
125000,7,0,0,0.5551158379446756,0.10546875,0,0,0,0,0,0,0,0,0,0,0.10546875
125000,7,0,0.7142857142857143,0.5842394641774145,0.107421875,0,0,0,0,0,0,0,0,0,0,0.107421875
125000,7,0,0,0.6117604048212382,0.109375,1,1,1,1,0,0,0,0,0,0,0.109375
125000,7,0,1,0.6129827944332875,0.111328125,1,1,1,1,0,0,0,0,0,0,0.111328125
125000,7,0,0.42857142857142855,0.10238363540660303,0.11328125,0,0,0,0,0,0,0,0,0,0,0.11328125
125000,7,0,0.8571428571428571,0.11967770544595144,0.115234375,0,0,0,0,0,0,0,0,0,0,0.115234375
125000,7,0,0.8571428571428571,0.6635092553458275,0.1171875,1,1,1,1,0,0,0,0,0,0,0.1171875
125000,7,0,0,0.3684819274215411,0.119140625,0,0,0,0,0,0,0,0,0,0,0.119140625
125000,7,0,1,0.6878410646055362,0.12109375,0,0,0,0,0,0,0,0,0,0,0.12109375
125000,7,0,0.7142857142857143,0.15721612234807603,0.123046875,0,0,0,0,0,0,0,0,0,0,0.123046875
125000,7,0,0.7142857142857143,0.7293710316330861,0.125,0,0,0,0,0,0,0,0,0,0,0.125
125000,7,0,0.42857142857142855,0.19399537343135367,0.126953125,0,0,0,0,0,0,0,0,0,0,0.126953125
125000,7,0,0.2857142857142857,0.752819163721451,0.12890625,1,1,1,1,0,0,0,0,0,0,0.12890625
125000,7,0,1,0.21769280908021454,0.130859375,1,1,1,1,0,0,0,0,0,0,0.130859375
125000,7,0,0,0.2351934902934724,0.1328125,0,0,0,0,0,0,0,0,0,0,0.1328125
125000,7,0,1,0.23579548467278902,0.134765625,0,0,0,0,0,0,0,0,0,0,0.134765625
125000,7,0,0.2857142857142857,0.23694433456309139,0.13671875,0,0,0,0,0,0,0,0,0,0,0.13671875
125000,7,0,0.5714285714285714,0.2681693952261289,0.138671875,1,1,1,1,0,0,0,0,0,0,0.138671875
125000,7,0,0.2857142857142857,0.8371774741961117,0.140625,0,0,0,0,0,0,0,0,0,0,0.140625
125000,7,0,0.5714285714285714,0.8662935100445004,0.142578125,0,0,0,0,0,0,0,0,0,0,0.142578125
125000,7,0,0.14285714285714285,0.3575254322965376,0.14453125,1,1,1,1,0,0,0,0,0,0,0.14453125
125000,7,0,0.14285714285714285,0.8952367045965415,0.146484375,1,1,1,1,0,0,0,0,0,0,0.146484375
125000,7,0,0.5714285714285714,0.384398533072017,0.1484375,0,0,0,0,0,0,0,0,0,0,0.1484375
125000,7,0,0,0.40169485301071467,0.150390625,0,0,0,0,0,0,0,0,0,0,0.150390625
125000,7,0,0.2857142857142857,0.9619193418430187,0.15234375,0,0,0,0,0,0,0,0,0,0,0.15234375
125000,7,0,0.42857142857142855,0.9698561744989991,0.154296875,0,0,0,0,0,0,0,0,0,0,0.154296875
125000,7,0,0.8571428571428571,0.9756514129731498,0.15625,0,0,0,0,0,0,0,0,0,0,0.15625
125000,7,0,0.7142857142857143,0.0019537817595497186,0.158203125,0,0,0,0,0,0,0,0,0,0,0.158203125
125000,7,0,0.5714285714285714,0.47601271771248116,0.16015625,0,0,0,0,0,0,0,0,0,0,0.16015625
125000,7,0,0.2857142857142857,0.02560045777068397,0.162109375,1,1,1,1,0,0,0,0,0,0,0.162109375
125000,7,0,0,0.4999031257690197,0.1640625,1,1,1,1,0,0,0,0,0,0,0.1640625
125000,7,0,0.2857142857142857,0.517359397264181,0.166015625,0,0,0,0,0,0,0,0,0,0,0.166015625
125000,7,0,0.42857142857142855,0.044777903208132304,0.16796875,0,0,0,0,0,0,0,0,0,0,0.16796875
125000,7,0,0.8571428571428571,0.04595554066989535,0.169921875,0,0,0,0,0,0,0,0,0,0,0.169921875
125000,7,0,0.14285714285714285,0.550381589063801,0.171875,1,1,1,1,0,0,0,0,0,0,0.171875
125000,7,0,1,0.10972297160176102,0.173828125,0,0,0,0,0,0,0,0,0,0,0.173828125
125000,7,0,0,0.13888891958583383,0.17578125,0,0,0,0,0,0,0,0,0,0,0.17578125
125000,7,0,0.7142857142857143,0.6397345752678717,0.177734375,1,1,1,1,0,0,0,0,0,0,0.177734375
125000,7,0,0.7142857142857143,0.1680245699594489,0.1796875,1,1,1,1,0,0,0,0,0,0,0.1796875
125000,7,0,0.5714285714285714,0.1933854173273577,0.181640625,0,0,0,0,0,0,0,0,0,0,0.181640625
125000,7,0,0.2857142857142857,0.6837119888242016,0.18359375,0,0,0,0,0,0,0,0,0,0,0.18359375
125000,7,0,0.14285714285714285,0.6914847492211913,0.185546875,1,1,1,1,0,0,0,0,0,0,0.185546875
125000,7,0,1,0.7075363420168826,0.1875,0,0,0,0,0,0,0,0,0,0,0.1875
125000,7,0,0.14285714285714285,0.24244431846125766,0.189453125,0,0,0,0,0,0,0,0,0,0,0.189453125
125000,7,0,0,0.7212824256038299,0.19140625,0,0,0,0,0,0,0,0,0,0,0.19140625
125000,7,0,0.5714285714285714,0.2839634818354819,0.193359375,0,0,0,0,0,0,0,0,0,0,0.193359375
125000,7,0,0.5714285714285714,0.28499556916484126,0.1953125,0,0,0,0,0,0,0,0,0,0,0.1953125
125000,7,0,0.42857142857142855,0.7808389958671518,0.197265625,1,1,1,1,0,0,0,0,0,0,0.197265625
125000,7,0,0.8571428571428571,0.7821092166988882,0.19921875,1,1,1,1,0,0,0,0,0,0,0.19921875
125000,7,0,0.8571428571428571,0.7993758876975767,0.201171875,0,0,0,0,0,0,0,0,0,0,0.201171875
125000,7,0,0.2857142857142857,0.32678887242189864,0.203125,0,0,0,0,0,0,0,0,0,0,0.203125
125000,7,0,0.42857142857142855,0.8009987389465739,0.205078125,0,0,0,0,0,0,0,0,0,0,0.205078125
125000,7,0,0.7142857142857143,0.3596039233000762,0.20703125,1,1,1,1,0,0,0,0,0,0,0.20703125
125000,7,0,0.42857142857142855,0.3917100328440133,0.208984375,0,0,0,0,0,0,0,0,0,0,0.208984375
125000,7,0,0.2857142857142857,0.4208539767983488,0.2109375,0,0,0,0,0,0,0,0,0,0,0.2109375
125000,7,0,0,0.921944160322218,0.212890625,1,1,1,1,0,0,0,0,0,0,0.212890625
125000,7,0,0,0.45023105902255656,0.21484375,1,1,1,1,0,0,0,0,0,0,0.21484375
125000,7,0,0.2857142857142857,0.9484282278119203,0.216796875,0,0,0,0,0,0,0,0,0,0,0.216796875
125000,7,0,0.8571428571428571,0.49269534182103164,0.21875,0,0,0,0,0,0,0,0,0,0,0.21875
125000,7,0,0.5714285714285714,0.500712988003727,0.220703125,1,1,1,1,0,0,0,0,0,0,0.220703125
125000,7,0,0.14285714285714285,0.5165244390039315,0.22265625,0,0,0,0,0,0,0,0,0,0,0.22265625
125000,7,0,0,0.5244593905156111,0.224609375,0,0,0,0,0,0,0,0,0,0,0.224609375
125000,7,0,0.2857142857142857,0.5302845209461636,0.2265625,0,0,0,0,0,0,0,0,0,0,0.2265625
125000,7,0,0.5714285714285714,0.029573734896578788,0.228515625,0,0,0,0,0,0,0,0,0,0,0.228515625
125000,7,0,0.2857142857142857,0.5670066443751193,0.23046875,0,0,0,0,0,0,0,0,0,0,0.23046875
125000,7,0,0.2857142857142857,0.05361945581079719,0.232421875,1,1,1,1,0,0,0,0,0,0,0.232421875
125000,7,0,1,0.054892782739869854,0.234375,1,1,1,1,0,0,0,0,0,0,0.234375
