iteration,data_size,number_of_attributes,number_of_trees
1,500,70,100
2,500,70,100
3,500,70,100
4,500,70,100
5,500,70,100
6,500,70,100
7,500,70,100
8,500,70,100
9,500,70,100
10,500,70,100
11,500,70,100
12,500,70,100
13,500,70,100
14,500,70,100
15,500,70,100
16,500,70,100
17,500,70,100
18,500,70,100
19,500,70,100
20,500,70,100
21,500,70,100
22,500,70,100
23,500,70,100
24,500,70,100
25,500,70,100
