id,received_at,end_device_ids.device_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,end_device_ids.application_ids.application_id,correlation_ids.0,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,score
27,0.0029745510631265836,0.6,0.6,0,0.6,0,0.0029745510631265836,0,0,0,0,0,0.58
29,0.003194888178913738,0.7333333333333333,0.7333333333333333,0,0.7333333333333333,0,0.003194888178913738,0,0,0,0,0,0.58
34,0.003745730968381624,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.003745730968381624,0,0,0,0,0,0.58
42,0.004627079431530241,0.4,0.4,0,0.4,0,0.004627079431530241,0,0,0,0,0,0.58
43,0.004737247989423818,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.004737247989423818,0,0,0,0,0,0.58
45,0.004957585105210973,0.6,0.6,0,0.6,0,0.004957585105210973,0,0,0,0,0,0.58
48,0.005288090778891704,0.8,0.8,0,0.8,0,0.005288090778891704,0,0,0,0,0,0.58
58,0.006389776357827476,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.006389776357827476,0,0,0,0,0,0.58
61,0.006720282031508208,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.006720282031508208,0,0,0,0,0,0.58
63,0.006940619147295362,0.6,0.6,0,0.6,0,0.006940619147295362,0,0,0,0,0,0.58
70,0.0077117990525504025,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.0077117990525504025,0,0,0,0,0,0.58
76,0.008372810399911865,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.008372810399911865,0,0,0,0,0,0.58
79,0.008703316073592596,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.008703316073592596,0,0,0,0,0,0.58
87,0.009584664536741214,0.8666666666666667,0.8666666666666667,0,0.8666666666666667,0,0.009584664536741214,0,0,0,0,0,0.58
88,0.009694833094634791,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.009694833094634791,0,0,0,0,0,0.58
106,0.011677867136719181,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.011677867136719181,0,0,0,0,0,0.58
109,0.012008372810399912,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.012008372810399912,0,0,0,0,0,0.58
127,0.013991406852484302,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.013991406852484302,0,0,0,0,0,0.58
144,0.015864272336675114,0,0,0,0,0,0.015864272336675114,0,0,0,0,0,0.58
145,0.01597444089456869,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.01597444089456869,0,0,0,0,0,0.58
162,0.017847306378759503,0,0,0,0,0,0.017847306378759503,0,0,0,0,0,0.58
180,0.019830340420843893,0,0,0,0,0,0.019830340420843893,0,0,0,0,0,0.58
181,0.01994050897873747,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.01994050897873747,0,0,0,0,0,0.58
197,0.021703205905034703,0,0,0,0,0,0.021703205905034703,0,0,0,0,0,0.58
216,0.02379640850501267,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.02379640850501267,0,0,0,0,0,0.58
250,0.027542139473394293,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.027542139473394293,0,0,0,0,0,0.58
251,0.027652308031287872,0,0,0,0,0,0.027652308031287872,0,0,0,0,0,0.58
252,0.027762476589181448,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.027762476589181448,0,0,0,0,0,0.58
269,0.029635342073372258,0,0,0,0,0,0.029635342073372258,0,0,0,0,0,0.58
270,0.029745510631265838,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.029745510631265838,0,0,0,0,0,0.58
287,0.03161837611545665,0,0,0,0,0,0.03161837611545665,0,0,0,0,0,0.58
288,0.03172854467335023,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.03172854467335023,0,0,0,0,0,0.58
305,0.03360141015754104,0,0,0,0,0,0.03360141015754104,0,0,0,0,0,0.58
444,0.04891483970474827,0.2,0.2,0.5,0.2,0,0.04891483970474827,0,0,0,0,0,0.58
450,0.04957585105210973,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.04957585105210973,0,0,0,0,0,0.58
461,0.050787705188939075,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.050787705188939075,0,0,0,0,0,0.58
466,0.051338547978406965,0,0,0,0,0,0.051338547978406965,0,0,0,0,0,0.58
484,0.05332158202049135,0,0,0,0,0,0.05332158202049135,0,0,0,0,0,0.58
502,0.055304616062575744,0,0,0,0,0,0.055304616062575744,0,0,0,0,0,0.58
538,0.059270684146744516,0,0,0,0,0,0.059270684146744516,0,0,0,0,0,0.58
9025,0.994271234989534,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.994271234989534,0,0,0,0,0,0.58
9038,0.9957034262421505,0.2,0.2,0.5,0.2,0,0.9957034262421505,0,0,0,0,0,0.58
9039,0.995813594800044,0,0,0,0,0,0.995813594800044,0,0,0,0,0,0.58
9041,0.9960339319158312,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.9960339319158312,0,0,0,0,0,0.58
9052,0.9972457860526606,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.9972457860526606,0,0,0,0,0,0.58
9057,0.9977966288421285,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.9977966288421285,0,0,0,0,0,0.58
9062,0.9983474716315963,0.6,0.6,0,0.6,0,0.9983474716315963,0,0,0,0,0,0.58
9068,0.9990084829789578,0.8666666666666667,0.8666666666666667,0,0.8666666666666667,0,0.9990084829789578,0,0,0,0,0,0.58
21,0.0023135397157651207,0.2,0.2,0.5,0.2,0,0.0023135397157651207,0,0,0,0,0,0.57
26,0.0028643825052330064,0.5333333333333333,0.5333333333333333,0,0.5333333333333333,0,0.0028643825052330064,0,0,0,0,0,0.57
28,0.0030847196210201607,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.0030847196210201607,0,0,0,0,0,0.57
31,0.003415225294700892,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.003415225294700892,0,0,0,0,0,0.57
38,0.004186405199955933,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.004186405199955933,0,0,0,0,0,0.57
41,0.004516910873636664,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0.004516910873636664,0,0,0,0,0,0.57
47,0.0051779222209981275,0.7333333333333333,0.7333333333333333,0,0.7333333333333333,0,0.0051779222209981275,0,0,0,0,0,0.57
60,0.00661011347361463,0.4,0.4,0,0.4,0,0.00661011347361463,0,0,0,0,0,0.57
65,0.007160956263082516,0.7333333333333333,0.7333333333333333,0,0.7333333333333333,0,0.007160956263082516,0,0,0,0,0,0.57
81,0.008923653189379752,0.6,0.6,0,0.6,0,0.008923653189379752,0,0,0,0,0,0.57
84,0.009254158863060483,0.8,0.8,0,0.8,0,0.009254158863060483,0,0,0,0,0,0.57
138,0.01520326098931365,0.8,0.8,0,0.8,0,0.01520326098931365,0,0,0,0,0,0.57
141,0.01553376666299438,0.8666666666666667,0.8666666666666667,0,0.8666666666666667,0,0.01553376666299438,0,0,0,0,0,0.57
143,0.015754103778781534,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.015754103778781534,0,0,0,0,0,0.57
161,0.017737137820865924,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.017737137820865924,0,0,0,0,0,0.57
163,0.01795747493665308,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.01795747493665308,0,0,0,0,0,0.57
198,0.02181337446292828,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.02181337446292828,0,0,0,0,0,0.57
268,0.029525173515478682,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.029525173515478682,0,0,0,0,0,0.57
306,0.03371157871543461,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.03371157871543461,0,0,0,0,0,0.57
323,0.03558444419962543,0,0,0,0,0,0.03558444419962543,0,0,0,0,0,0.57
341,0.03756747824170981,0,0,0,0,0,0.03756747824170981,0,0,0,0,0,0.57
351,0.038669163820645586,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.038669163820645586,0,0,0,0,0,0.57
360,0.039660680841687786,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.039660680841687786,0,0,0,0,0,0.57
425,0.046821637104770296,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.046821637104770296,0,0,0,0,0,0.57
430,0.047372479894238186,0,0,0,0,0,0.047372479894238186,0,0,0,0,0,0.57
431,0.047482648452131765,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.047482648452131765,0,0,0,0,0,0.57
432,0.04759281701002534,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.04759281701002534,0,0,0,0,0,0.57
443,0.04880467114685469,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.04880467114685469,0,0,0,0,0,0.57
448,0.04935551393632257,0,0,0,0,0,0.04935551393632257,0,0,0,0,0,0.57
449,0.04946568249421615,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.04946568249421615,0,0,0,0,0,0.57
451,0.0496860196100033,0.2,0.2,0.5,0.2,0,0.0496860196100033,0,0,0,0,0,0.57
467,0.05144871653630054,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.05144871653630054,0,0,0,0,0,0.57
485,0.05343175057838493,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.05343175057838493,0,0,0,0,0,0.57
520,0.05728765010466013,0,0,0,0,0,0.05728765010466013,0,0,0,0,0,0.57
574,0.0632367522309133,0,0,0,0,0,0.0632367522309133,0,0,0,0,0,0.57
628,0.06918585435716647,0,0,0,0,0,0.06918585435716647,0,0,0,0,0,0.57
646,0.07116888839925085,0,0,0,0,0,0.07116888839925085,0,0,0,0,0,0.57
844,0.09298226286217913,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.09298226286217913,0,0,0,0,0,0.57
862,0.09496529690426353,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.09496529690426353,0,0,0,0,0,0.57
880,0.09694833094634792,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.09694833094634792,0,0,0,0,0,0.57
8913,0.9819323565054533,0.2,0.2,0.5,0.2,0,0.9819323565054533,0,0,0,0,0,0.57
8920,0.9827035364107084,0.2,0.2,0.5,0.2,0,0.9827035364107084,0,0,0,0,0,0.57
8938,0.9846865704527927,0,0,0,0,0,0.9846865704527927,0,0,0,0,0,0.57
8955,0.9865594359369836,0,0,0,0,0,0.9865594359369836,0,0,0,0,0,0.57
8958,0.9868899416106643,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.9868899416106643,0,0,0,0,0,0.57
8969,0.9881017957474937,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.9881017957474937,0,0,0,0,0,0.57
8975,0.9887628070948551,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.9887628070948551,0,0,0,0,0,0.57
9009,0.9925085380632368,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.9925085380632368,0,0,0,0,0,0.57
9022,0.9939407293158533,0,0,0,0,0,0.9939407293158533,0,0,0,0,0,0.57
9047,0.9966949432631926,0.2,0.2,0.5,0.2,0,0.9966949432631926,0,0,0,0,0,0.57
9053,0.9973559546105542,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.9973559546105542,0,0,0,0,0,0.57
9059,0.9980169659579156,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0.9980169659579156,0,0,0,0,0,0.57
9060,0.9981271345158091,0.4,0.4,0,0.4,0,0.9981271345158091,0,0,0,0,0,0.57
9063,0.9984576401894899,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.9984576401894899,0,0,0,0,0,0.57
9065,0.9986779773052771,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.9986779773052771,0,0,0,0,0,0.57
23,0.002533876831552275,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0.002533876831552275,0,0,0,0,0,0.56
32,0.0035253938525944693,0.2,0.2,0.5,0.2,0,0.0035253938525944693,0,0,0,0,0,0.56
46,0.00506775366310455,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.00506775366310455,0,0,0,0,0,0.56
49,0.005398259336785282,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.005398259336785282,0,0,0,0,0,0.56
56,0.0061694392420403215,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.0061694392420403215,0,0,0,0,0,0.56
59,0.006499944915721053,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0.006499944915721053,0,0,0,0,0,0.56
83,0.009143990305166905,0.7333333333333333,0.7333333333333333,0,0.7333333333333333,0,0.009143990305166905,0,0,0,0,0,0.56
94,0.010355844441996255,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.010355844441996255,0,0,0,0,0,0.56
99,0.01090668723146414,0.6,0.6,0,0.6,0,0.01090668723146414,0,0,0,0,0,0.56
102,0.011237192905144872,0.8,0.8,0,0.8,0,0.011237192905144872,0,0,0,0,0,0.56
112,0.012338878484080643,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.012338878484080643,0,0,0,0,0,0.56
115,0.012669384157761376,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.012669384157761376,0,0,0,0,0,0.56
117,0.012889721273548529,0.6,0.6,0,0.6,0,0.012889721273548529,0,0,0,0,0,0.56
120,0.01322022694722926,0.8,0.8,0,0.8,0,0.01322022694722926,0,0,0,0,0,0.56
121,0.013330395505122838,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.013330395505122838,0,0,0,0,0,0.56
124,0.013660901178803569,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.013660901178803569,0,0,0,0,0,0.56
130,0.014321912526165033,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.014321912526165033,0,0,0,0,0,0.56
133,0.014652418199845764,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.014652418199845764,0,0,0,0,0,0.56
137,0.015093092431420072,0.7333333333333333,0.7333333333333333,0,0.7333333333333333,0,0.015093092431420072,0,0,0,0,0,0.56
151,0.01663545224193015,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.01663545224193015,0,0,0,0,0,0.56
155,0.017076126473504462,0.7333333333333333,0.7333333333333333,0,0.7333333333333333,0,0.017076126473504462,0,0,0,0,0,0.56
179,0.019720171862950314,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.019720171862950314,0,0,0,0,0,0.56
184,0.0202710146524182,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.0202710146524182,0,0,0,0,0,0.56
207,0.022804891483970476,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.022804891483970476,0,0,0,0,0,0.56
225,0.024787925526054865,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.024787925526054865,0,0,0,0,0,0.56
231,0.025448936873416327,0.4666666666666667,0.4666666666666667,0.5,0.4666666666666667,0,0.025448936873416327,0,0,0,0,0,0.56
243,0.02677095956813925,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.02677095956813925,0,0,0,0,0,0.56
255,0.02809298226286218,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.02809298226286218,0,0,0,0,0,0.56
261,0.02875399361022364,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.02875399361022364,0,0,0,0,0,0.56
273,0.03007601630494657,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.03007601630494657,0,0,0,0,0,0.56
286,0.03150820755756307,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.03150820755756307,0,0,0,0,0,0.56
289,0.031838713231243806,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.031838713231243806,0,0,0,0,0,0.56
291,0.03205905034703096,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.03205905034703096,0,0,0,0,0,0.56
300,0.03305056736807315,0.13333333333333333,0.13333333333333333,0.5,0.13333333333333333,0,0.03305056736807315,0,0,0,0,0,0.56
304,0.03349124159964746,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.03349124159964746,0,0,0,0,0,0.56
322,0.03547427564173185,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.03547427564173185,0,0,0,0,0,0.56
324,0.035694612757519006,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.035694612757519006,0,0,0,0,0,0.56
327,0.03602511843119974,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.03602511843119974,0,0,0,0,0,0.56
333,0.0366861297785612,0.6666666666666666,0.6666666666666666,0,0.6666666666666666,0,0.0366861297785612,0,0,0,0,0,0.56
340,0.03745730968381624,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.03745730968381624,0,0,0,0,0,0.56
342,0.03767764679960339,0.06666666666666667,0.06666666666666667,0,0.06666666666666667,0,0.03767764679960339,0,0,0,0,0,0.56
358,0.03944034372590063,0.9333333333333333,0.9333333333333333,0,0.9333333333333333,0,0.03944034372590063,0,0,0,0,0,0.56
359,0.039550512283794206,0,0,0,0,0,0.039550512283794206,0,0,0,0,0,0.56
363,0.03999118651536852,0.26666666666666666,0.26666666666666666,0,0.26666666666666666,0,0.03999118651536852,0,0,0,0,0,0.56
