month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
1,17,6,45,4.03,0,404.01,2.587,147.39,20.65,254.53,31.39,147.6,24.81,48.5
1,17,7,15,3.89,0,451.04,2.532,148.76,20.03,262,30.8,147.93,25.98,48.03
1,17,13,15,2.26,0,410.69,1.477,99.23,19.71,252.8,29.71,98.13,25.55,47.24
1,17,13,30,2.19,0,413.05,1.442,98.47,19.8,252,29.67,96.27,25.84,47.06
1,17,13,45,2.13,0,250.23,1.404,83.6,19.76,238.87,30.71,107.67,25.18,49.42
1,18,5,30,3.21,225.4,0,2.679,166.39,14.14,259.33,33.07,303.2,0,52.39
1,18,6,30,3.27,0,127.08,2.681,195.68,20.76,233.67,32.42,126.2,17.87,50.65
1,18,8,15,3.07,0,102.58,2.681,226.23,20.65,389.93,32.9,102.33,25.52,50.34
1,18,15,0,1.63,0,108.22,2.68,188.55,20.82,215.53,31.02,137.33,26.16,49.12
1,18,15,45,1.57,0,88.35,2.681,179.8,20.56,216.07,31.07,133.93,26.06,49.16
1,18,16,15,1.53,0,60.28,2.681,183.48,20.49,215.07,31.14,134.13,25.27,49.22
1,18,17,45,1.44,73.01,0,2.681,180.19,20.65,217.33,31.07,349.67,25.21,50.82
1,18,18,30,1.44,17.41,6.41,2.681,216.08,20.63,219.4,30.94,339,24.89,50.28
1,18,18,45,1.44,8.77,15.92,2.682,182.78,20.85,217.73,31.05,293.8,25.12,50.02
1,18,20,30,1.34,6.12,8.1,2.68,199.87,20.75,262.8,31.25,294,25.66,50.13
1,18,21,15,1.34,135.03,0,2.68,188.23,20.52,261.27,31.19,291,0.28,50.37
1,19,2,30,2.21,342.39,0,2.681,196.11,15.53,233.73,33.08,312.8,0,52.39
1,19,3,0,2.3,322.87,0,2.681,200.08,14.89,240.87,32.91,314.87,0,52.24
1,19,3,15,2.33,325.7,0,2.681,170.38,15.12,244.67,32.67,319.8,0,52.04
1,19,3,45,2.41,353.69,0,2.681,152.76,15.08,238.93,33.12,347.87,0,52.86
1,19,4,0,2.45,316.65,0,2.68,178.69,14.71,240.2,32.98,369.53,0,52.54
1,19,4,30,2.53,333.33,0,2.681,180.53,14.96,238.4,33.16,366.73,0,53.1
1,19,4,45,2.57,356.44,0,2.68,183.58,14.76,236.73,33.23,360.73,0,52.94
1,19,5,30,2.69,267.11,0,2.68,176.32,14.69,243.6,32.78,354.6,0,52.59
1,19,8,0,2.65,12.68,7.37,2.68,232.5,19.67,252.13,32.35,278.2,25.68,51.12
