id,valueYName,valueY,valueXName,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
421,end_device_ids.device_id,0.7857142857142857,0,0.822265625,0.44,0.43,0.43,0.42,0.44,0.44,0.45,0.43,0.44,0.43,0.44,0.44,0.44,0.43,0.44,0.43,0.44,0.42,0.44,0.45,0.43,0.44,0.43,0.43,0.45,10.90,0.44,false
422,end_device_ids.device_id,0.14285714285714285,0,0.82421875,0.50,0.49,0.50,0.49,0.51,0.50,0.49,0.50,0.49,0.49,0.51,0.51,0.50,0.51,0.50,0.51,0.49,0.51,0.52,0.49,0.49,0.50,0.49,0.51,0.50,12.50,0.50,false
423,end_device_ids.device_id,0.21428571428571427,0,0.826171875,0.50,0.47,0.49,0.48,0.48,0.49,0.49,0.49,0.48,0.48,0.48,0.50,0.49,0.48,0.48,0.49,0.48,0.48,0.49,0.48,0.47,0.49,0.48,0.49,0.48,12.11,0.48,false
424,end_device_ids.device_id,0.8571428571428571,0,0.828125,0.43,0.43,0.44,0.42,0.43,0.45,0.44,0.42,0.43,0.44,0.44,0.44,0.44,0.43,0.43,0.44,0.44,0.43,0.44,0.45,0.43,0.43,0.43,0.43,0.45,10.88,0.44,false
425,end_device_ids.device_id,0.9285714285714286,0,0.830078125,0.46,0.46,0.46,0.47,0.46,0.46,0.46,0.44,0.46,0.47,0.47,0.46,0.46,0.45,0.46,0.47,0.46,0.46,0.48,0.45,0.47,0.46,0.46,0.46,0.48,11.55,0.46,false
426,end_device_ids.device_id,1,0,0.83203125,0.55,0.55,0.56,0.56,0.53,0.55,0.55,0.54,0.56,0.55,0.57,0.54,0.53,0.56,0.56,0.55,0.55,0.57,0.55,0.53,0.56,0.56,0.54,0.56,0.57,13.80,0.55,false
427,end_device_ids.device_id,0.42857142857142855,0,0.833984375,0.51,0.52,0.52,0.52,0.51,0.52,0.50,0.52,0.51,0.51,0.53,0.54,0.53,0.52,0.52,0.54,0.51,0.52,0.54,0.53,0.51,0.52,0.52,0.53,0.53,13.03,0.52,false
428,end_device_ids.device_id,0,0,0.8359375,0.51,0.51,0.52,0.51,0.52,0.52,0.52,0.49,0.50,0.50,0.53,0.52,0.50,0.51,0.51,0.52,0.51,0.51,0.52,0.50,0.50,0.50,0.52,0.51,0.51,12.77,0.51,false
429,end_device_ids.device_id,0.07142857142857142,0,0.837890625,0.51,0.52,0.54,0.53,0.53,0.52,0.51,0.53,0.52,0.52,0.54,0.51,0.51,0.53,0.52,0.52,0.53,0.51,0.52,0.54,0.54,0.53,0.52,0.53,0.52,13.10,0.52,false
430,end_device_ids.device_id,0.14285714285714285,0,0.83984375,0.50,0.51,0.50,0.50,0.51,0.51,0.50,0.50,0.50,0.51,0.49,0.53,0.52,0.50,0.51,0.53,0.50,0.50,0.51,0.48,0.49,0.51,0.50,0.51,0.52,12.64,0.51,false
431,end_device_ids.device_id,0.21428571428571427,0,0.841796875,0.49,0.48,0.49,0.48,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.49,0.50,0.49,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.49,0.48,12.12,0.48,false
432,end_device_ids.device_id,0.2857142857142857,0,0.84375,0.55,0.53,0.54,0.54,0.55,0.53,0.54,0.54,0.53,0.53,0.52,0.54,0.53,0.54,0.51,0.53,0.54,0.53,0.55,0.51,0.52,0.52,0.54,0.54,0.55,13.35,0.53,false
433,end_device_ids.device_id,0.35714285714285715,0,0.845703125,0.48,0.47,0.46,0.47,0.46,0.47,0.48,0.47,0.49,0.47,0.47,0.48,0.47,0.48,0.47,0.47,0.47,0.48,0.50,0.48,0.46,0.47,0.47,0.47,0.48,11.84,0.47,false
434,end_device_ids.device_id,0.42857142857142855,0,0.84765625,0.52,0.52,0.54,0.54,0.52,0.53,0.53,0.53,0.52,0.52,0.52,0.54,0.53,0.52,0.52,0.54,0.53,0.54,0.53,0.53,0.54,0.53,0.52,0.52,0.53,13.21,0.53,false
435,end_device_ids.device_id,0.5,0,0.849609375,0.48,0.46,0.48,0.49,0.48,0.48,0.47,0.47,0.49,0.49,0.48,0.47,0.47,0.46,0.47,0.47,0.47,0.47,0.48,0.47,0.47,0.46,0.45,0.46,0.48,11.82,0.47,false
436,end_device_ids.device_id,0.5714285714285714,0,0.8515625,0.49,0.48,0.48,0.49,0.47,0.48,0.47,0.48,0.48,0.49,0.46,0.48,0.47,0.47,0.47,0.48,0.47,0.46,0.48,0.46,0.47,0.47,0.47,0.46,0.49,11.87,0.47,false
437,end_device_ids.device_id,0.6428571428571429,0,0.853515625,0.41,0.42,0.41,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.42,0.42,0.41,0.42,0.42,0.43,0.42,0.43,0.44,0.43,0.42,0.41,0.42,0.41,0.43,10.57,0.42,false
438,end_device_ids.device_id,0.7142857142857143,0,0.85546875,0.43,0.44,0.43,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.43,0.45,0.43,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.44,0.43,0.42,0.42,0.44,10.96,0.44,false
439,end_device_ids.device_id,0.7857142857142857,0,0.857421875,0.47,0.48,0.46,0.50,0.49,0.49,0.49,0.48,0.49,0.49,0.48,0.48,0.49,0.48,0.49,0.49,0.48,0.48,0.48,0.47,0.49,0.46,0.48,0.48,0.50,12.07,0.48,false
440,end_device_ids.device_id,0.14285714285714285,0,0.859375,0.50,0.50,0.51,0.50,0.50,0.50,0.50,0.51,0.49,0.51,0.48,0.51,0.51,0.50,0.50,0.52,0.50,0.51,0.50,0.49,0.50,0.50,0.51,0.50,0.51,12.56,0.50,false
441,end_device_ids.device_id,0.21428571428571427,0,0.861328125,0.53,0.54,0.52,0.52,0.52,0.53,0.53,0.52,0.51,0.51,0.53,0.53,0.54,0.51,0.53,0.52,0.52,0.53,0.53,0.52,0.51,0.52,0.52,0.53,0.52,13.09,0.52,false
442,end_device_ids.device_id,0.8571428571428571,0,0.86328125,0.50,0.50,0.50,0.50,0.53,0.52,0.52,0.51,0.51,0.51,0.53,0.51,0.50,0.54,0.51,0.51,0.51,0.51,0.52,0.50,0.52,0.52,0.51,0.51,0.52,12.82,0.51,false
443,end_device_ids.device_id,0.9285714285714286,0,0.865234375,0.46,0.47,0.47,0.47,0.46,0.48,0.47,0.47,0.47,0.47,0.46,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.49,0.46,0.47,0.47,0.47,0.45,0.48,11.73,0.47,false
444,end_device_ids.device_id,1,0,0.8671875,0.53,0.54,0.55,0.54,0.52,0.54,0.54,0.55,0.53,0.54,0.55,0.53,0.54,0.56,0.53,0.54,0.52,0.54,0.54,0.53,0.54,0.53,0.53,0.54,0.56,13.46,0.54,false
445,end_device_ids.device_id,0.42857142857142855,0,0.869140625,0.52,0.51,0.53,0.52,0.52,0.52,0.52,0.52,0.51,0.52,0.51,0.52,0.52,0.53,0.52,0.54,0.53,0.52,0.52,0.52,0.51,0.52,0.51,0.52,0.54,13.02,0.52,false
446,end_device_ids.device_id,0,0,0.87109375,0.50,0.53,0.52,0.52,0.53,0.52,0.52,0.51,0.52,0.52,0.54,0.52,0.50,0.52,0.51,0.52,0.51,0.51,0.53,0.52,0.50,0.50,0.52,0.52,0.51,12.92,0.52,false
447,end_device_ids.device_id,0.07142857142857142,0,0.873046875,0.54,0.54,0.57,0.55,0.53,0.54,0.54,0.55,0.55,0.54,0.55,0.53,0.53,0.55,0.52,0.52,0.54,0.54,0.53,0.53,0.55,0.53,0.54,0.53,0.54,13.48,0.54,false
448,end_device_ids.device_id,0.14285714285714285,0,0.875,0.55,0.56,0.55,0.55,0.54,0.54,0.54,0.54,0.53,0.54,0.55,0.56,0.56,0.54,0.54,0.56,0.54,0.54,0.55,0.54,0.52,0.54,0.55,0.55,0.53,13.61,0.54,false
449,end_device_ids.device_id,0.21428571428571427,0,0.876953125,0.53,0.54,0.52,0.52,0.53,0.54,0.53,0.53,0.51,0.52,0.52,0.53,0.54,0.51,0.52,0.53,0.52,0.53,0.53,0.53,0.51,0.53,0.53,0.53,0.52,13.15,0.53,false
450,end_device_ids.device_id,0.2857142857142857,0,0.87890625,0.47,0.47,0.46,0.47,0.48,0.47,0.46,0.46,0.46,0.47,0.48,0.46,0.46,0.46,0.45,0.47,0.47,0.47,0.48,0.46,0.46,0.46,0.47,0.47,0.46,11.65,0.47,false
451,end_device_ids.device_id,0.35714285714285715,0,0.880859375,0.47,0.47,0.45,0.47,0.48,0.47,0.46,0.45,0.46,0.47,0.47,0.47,0.47,0.46,0.45,0.47,0.48,0.47,0.48,0.47,0.46,0.46,0.47,0.45,0.46,11.64,0.47,false
452,end_device_ids.device_id,0.42857142857142855,0,0.8828125,0.54,0.56,0.55,0.54,0.55,0.55,0.55,0.55,0.55,0.54,0.55,0.55,0.55,0.55,0.55,0.56,0.56,0.55,0.56,0.55,0.54,0.56,0.55,0.56,0.56,13.78,0.55,false
453,end_device_ids.device_id,0.5,0,0.884765625,0.44,0.43,0.42,0.45,0.43,0.44,0.43,0.43,0.43,0.44,0.43,0.44,0.43,0.44,0.43,0.43,0.44,0.42,0.45,0.44,0.43,0.43,0.43,0.42,0.44,10.84,0.43,false
454,end_device_ids.device_id,0.5714285714285714,0,0.88671875,0.44,0.44,0.44,0.45,0.44,0.45,0.46,0.43,0.45,0.46,0.44,0.46,0.45,0.45,0.44,0.44,0.45,0.44,0.47,0.45,0.45,0.44,0.46,0.44,0.44,11.18,0.45,false
455,end_device_ids.device_id,0.6428571428571429,0,0.888671875,0.48,0.50,0.48,0.51,0.49,0.50,0.51,0.50,0.50,0.51,0.50,0.50,0.50,0.51,0.48,0.48,0.49,0.48,0.50,0.49,0.49,0.48,0.50,0.49,0.50,12.37,0.49,false
456,end_device_ids.device_id,0.7142857142857143,0,0.890625,0.44,0.44,0.43,0.44,0.44,0.44,0.44,0.43,0.43,0.44,0.45,0.43,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,0.43,0.42,0.44,0.42,0.45,10.94,0.44,false
457,end_device_ids.device_id,0.7857142857142857,0,0.892578125,0.45,0.47,0.45,0.47,0.48,0.46,0.49,0.45,0.47,0.48,0.46,0.48,0.48,0.46,0.47,0.46,0.47,0.47,0.47,0.47,0.47,0.46,0.48,0.45,0.46,11.68,0.47,false
458,end_device_ids.device_id,0.14285714285714285,0,0.89453125,0.53,0.56,0.55,0.56,0.55,0.54,0.54,0.55,0.53,0.54,0.52,0.56,0.57,0.55,0.55,0.56,0.54,0.55,0.54,0.54,0.54,0.55,0.54,0.56,0.55,13.67,0.55,false
459,end_device_ids.device_id,0.21428571428571427,0,0.896484375,0.50,0.50,0.51,0.51,0.52,0.52,0.50,0.53,0.50,0.50,0.51,0.51,0.52,0.50,0.50,0.52,0.52,0.50,0.50,0.51,0.50,0.51,0.52,0.51,0.52,12.74,0.51,false
460,end_device_ids.device_id,0.8571428571428571,0,0.8984375,0.44,0.43,0.43,0.44,0.43,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.45,0.43,0.44,0.43,0.44,0.44,0.44,0.43,0.44,10.95,0.44,false
461,end_device_ids.device_id,0.9285714285714286,0,0.900390625,0.46,0.46,0.46,0.47,0.46,0.47,0.47,0.46,0.47,0.47,0.48,0.47,0.46,0.45,0.46,0.48,0.46,0.46,0.49,0.45,0.46,0.47,0.47,0.47,0.49,11.67,0.47,false
462,end_device_ids.device_id,1,0,0.90234375,0.55,0.55,0.55,0.57,0.54,0.55,0.57,0.56,0.56,0.56,0.57,0.56,0.55,0.56,0.55,0.56,0.56,0.55,0.56,0.54,0.57,0.54,0.55,0.54,0.56,13.88,0.56,false
463,end_device_ids.device_id,0.42857142857142855,0,0.904296875,0.50,0.51,0.50,0.51,0.50,0.52,0.50,0.51,0.50,0.51,0.50,0.52,0.51,0.52,0.51,0.53,0.52,0.50,0.52,0.51,0.50,0.53,0.50,0.51,0.51,12.75,0.51,false
464,end_device_ids.device_id,0,0,0.90625,0.52,0.53,0.53,0.53,0.55,0.54,0.53,0.52,0.52,0.54,0.52,0.53,0.52,0.51,0.53,0.53,0.51,0.53,0.53,0.51,0.51,0.52,0.54,0.53,0.53,13.16,0.53,false
465,end_device_ids.device_id,0.07142857142857142,0,0.908203125,0.50,0.49,0.50,0.50,0.50,0.50,0.50,0.48,0.48,0.50,0.50,0.49,0.48,0.48,0.48,0.51,0.49,0.51,0.50,0.49,0.50,0.48,0.50,0.50,0.49,12.35,0.49,false
466,end_device_ids.device_id,0.14285714285714285,0,0.91015625,0.50,0.50,0.50,0.51,0.51,0.51,0.49,0.51,0.49,0.49,0.51,0.52,0.51,0.50,0.51,0.51,0.51,0.50,0.51,0.51,0.49,0.50,0.53,0.51,0.51,12.64,0.51,false
467,end_device_ids.device_id,0.21428571428571427,0,0.912109375,0.53,0.53,0.54,0.56,0.55,0.54,0.53,0.56,0.54,0.54,0.55,0.54,0.54,0.54,0.54,0.54,0.55,0.54,0.53,0.54,0.56,0.54,0.53,0.54,0.55,13.55,0.54,false
468,end_device_ids.device_id,0.2857142857142857,0,0.9140625,0.51,0.48,0.50,0.53,0.51,0.51,0.48,0.49,0.50,0.49,0.50,0.50,0.50,0.49,0.49,0.49,0.50,0.49,0.50,0.50,0.49,0.49,0.51,0.50,0.50,12.45,0.50,false
469,end_device_ids.device_id,0.35714285714285715,0,0.916015625,0.48,0.46,0.45,0.47,0.46,0.45,0.46,0.47,0.46,0.46,0.46,0.47,0.46,0.45,0.44,0.46,0.46,0.45,0.46,0.47,0.45,0.45,0.48,0.45,0.46,11.49,0.46,false
470,end_device_ids.device_id,0.42857142857142855,0,0.91796875,0.49,0.49,0.48,0.49,0.49,0.50,0.48,0.49,0.48,0.49,0.49,0.50,0.49,0.50,0.49,0.51,0.49,0.48,0.50,0.50,0.49,0.50,0.49,0.50,0.49,12.30,0.49,false
471,end_device_ids.device_id,0.5,0,0.919921875,0.50,0.48,0.47,0.50,0.50,0.50,0.51,0.49,0.49,0.50,0.51,0.49,0.49,0.51,0.49,0.49,0.50,0.49,0.50,0.48,0.50,0.49,0.50,0.49,0.50,12.37,0.49,false
472,end_device_ids.device_id,0.5714285714285714,0,0.921875,0.52,0.52,0.52,0.55,0.53,0.52,0.51,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.50,0.52,0.50,0.52,0.52,0.52,0.52,0.52,0.53,0.54,13.03,0.52,false
473,end_device_ids.device_id,0.6428571428571429,0,0.923828125,0.47,0.45,0.45,0.47,0.47,0.46,0.46,0.46,0.47,0.46,0.45,0.46,0.44,0.45,0.47,0.45,0.46,0.45,0.47,0.46,0.46,0.45,0.46,0.45,0.46,11.46,0.46,false
474,end_device_ids.device_id,0.7142857142857143,0,0.92578125,0.47,0.47,0.45,0.48,0.48,0.46,0.48,0.46,0.47,0.47,0.46,0.47,0.46,0.45,0.46,0.46,0.47,0.46,0.48,0.45,0.47,0.45,0.47,0.46,0.46,11.62,0.46,false
475,end_device_ids.device_id,0.7857142857142857,0,0.927734375,0.47,0.46,0.45,0.46,0.47,0.47,0.47,0.45,0.47,0.48,0.48,0.47,0.48,0.46,0.46,0.47,0.46,0.48,0.47,0.46,0.46,0.45,0.47,0.46,0.49,11.67,0.47,false
476,end_device_ids.device_id,0.14285714285714285,0,0.9296875,0.51,0.52,0.52,0.51,0.53,0.53,0.51,0.52,0.51,0.51,0.53,0.55,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.51,0.53,0.54,0.52,0.52,13.04,0.52,false
477,end_device_ids.device_id,0.21428571428571427,0,0.931640625,0.53,0.53,0.52,0.54,0.54,0.54,0.53,0.55,0.52,0.54,0.53,0.54,0.53,0.53,0.53,0.53,0.53,0.52,0.52,0.53,0.53,0.53,0.52,0.52,0.53,13.26,0.53,false
478,end_device_ids.device_id,0.8571428571428571,0,0.93359375,0.51,0.50,0.49,0.50,0.51,0.52,0.54,0.51,0.51,0.52,0.54,0.51,0.49,0.52,0.50,0.53,0.51,0.53,0.51,0.51,0.52,0.50,0.52,0.51,0.53,12.84,0.51,false
479,end_device_ids.device_id,0.9285714285714286,0,0.935546875,0.48,0.46,0.46,0.47,0.46,0.47,0.48,0.46,0.48,0.49,0.50,0.48,0.47,0.45,0.47,0.49,0.46,0.47,0.48,0.48,0.47,0.47,0.48,0.47,0.49,11.84,0.47,false
480,end_device_ids.device_id,1,0,0.9375,0.60,0.63,0.59,0.60,0.63,0.61,0.62,0.60,0.61,0.61,0.61,0.60,0.60,0.60,0.59,0.61,0.59,0.61,0.61,0.59,0.61,0.59,0.60,0.62,0.62,15.15,0.61,false
481,end_device_ids.device_id,0.42857142857142855,0,0.939453125,0.51,0.52,0.53,0.51,0.52,0.52,0.52,0.51,0.51,0.52,0.52,0.54,0.51,0.53,0.52,0.53,0.53,0.50,0.52,0.52,0.52,0.53,0.52,0.53,0.53,13.02,0.52,false
482,end_device_ids.device_id,0,0,0.94140625,0.54,0.54,0.54,0.55,0.56,0.54,0.55,0.54,0.54,0.55,0.53,0.54,0.52,0.53,0.53,0.52,0.52,0.54,0.53,0.52,0.53,0.53,0.54,0.55,0.54,13.42,0.54,false
483,end_device_ids.device_id,0.07142857142857142,0,0.943359375,0.50,0.50,0.49,0.51,0.51,0.51,0.52,0.50,0.51,0.53,0.50,0.51,0.50,0.51,0.50,0.52,0.50,0.51,0.51,0.51,0.51,0.51,0.51,0.52,0.51,12.71,0.51,false
484,end_device_ids.device_id,0.14285714285714285,0,0.9453125,0.52,0.55,0.55,0.54,0.55,0.54,0.53,0.54,0.53,0.55,0.54,0.55,0.56,0.54,0.55,0.55,0.54,0.54,0.55,0.53,0.54,0.53,0.52,0.54,0.56,13.54,0.54,false
485,end_device_ids.device_id,0.21428571428571427,0,0.947265625,0.56,0.56,0.55,0.54,0.56,0.56,0.56,0.56,0.56,0.57,0.57,0.58,0.57,0.54,0.56,0.58,0.57,0.56,0.56,0.56,0.56,0.55,0.55,0.56,0.57,14.02,0.56,false
486,end_device_ids.device_id,0.2857142857142857,0,0.94921875,0.50,0.49,0.49,0.49,0.49,0.50,0.49,0.50,0.50,0.50,0.49,0.50,0.48,0.49,0.48,0.49,0.49,0.49,0.50,0.49,0.48,0.49,0.49,0.48,0.50,12.29,0.49,false
487,end_device_ids.device_id,0.35714285714285715,0,0.951171875,0.50,0.49,0.47,0.49,0.48,0.49,0.49,0.50,0.48,0.50,0.49,0.49,0.48,0.48,0.48,0.49,0.48,0.48,0.49,0.50,0.46,0.48,0.50,0.47,0.51,12.17,0.49,false
488,end_device_ids.device_id,0.42857142857142855,0,0.953125,0.51,0.52,0.52,0.51,0.52,0.52,0.51,0.50,0.51,0.52,0.52,0.53,0.52,0.53,0.52,0.53,0.54,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.54,13.01,0.52,false
489,end_device_ids.device_id,0.5,0,0.955078125,0.47,0.47,0.47,0.48,0.48,0.46,0.47,0.45,0.48,0.49,0.47,0.47,0.47,0.46,0.47,0.47,0.47,0.48,0.49,0.49,0.47,0.45,0.47,0.47,0.49,11.81,0.47,false
490,end_device_ids.device_id,0.5714285714285714,0,0.95703125,0.46,0.46,0.46,0.47,0.46,0.45,0.46,0.45,0.47,0.47,0.45,0.47,0.45,0.46,0.48,0.47,0.47,0.47,0.48,0.47,0.47,0.46,0.46,0.45,0.47,11.59,0.46,false
491,end_device_ids.device_id,0.6428571428571429,0,0.958984375,0.44,0.46,0.45,0.48,0.46,0.45,0.45,0.44,0.46,0.47,0.44,0.46,0.45,0.45,0.45,0.45,0.45,0.46,0.47,0.47,0.45,0.44,0.46,0.45,0.46,11.37,0.45,false
492,end_device_ids.device_id,0.7142857142857143,0,0.9609375,0.47,0.49,0.47,0.49,0.48,0.46,0.49,0.46,0.49,0.49,0.48,0.48,0.48,0.46,0.47,0.48,0.48,0.49,0.48,0.49,0.47,0.48,0.48,0.48,0.49,11.98,0.48,false
493,end_device_ids.device_id,0.7857142857142857,0,0.962890625,0.47,0.48,0.47,0.48,0.47,0.47,0.49,0.47,0.49,0.49,0.47,0.48,0.48,0.49,0.47,0.47,0.49,0.48,0.48,0.49,0.48,0.48,0.48,0.47,0.49,11.98,0.48,false
494,end_device_ids.device_id,0.14285714285714285,0,0.96484375,0.56,0.56,0.55,0.55,0.56,0.55,0.56,0.55,0.55,0.56,0.57,0.57,0.57,0.55,0.58,0.58,0.57,0.55,0.56,0.56,0.54,0.56,0.56,0.56,0.56,13.99,0.56,false
495,end_device_ids.device_id,0.21428571428571427,0,0.966796875,0.54,0.56,0.56,0.53,0.54,0.55,0.54,0.55,0.54,0.55,0.55,0.57,0.56,0.56,0.55,0.56,0.56,0.56,0.54,0.55,0.55,0.54,0.56,0.55,0.56,13.78,0.55,false
496,end_device_ids.device_id,0.8571428571428571,0,0.96875,0.49,0.49,0.50,0.50,0.50,0.48,0.50,0.49,0.51,0.51,0.49,0.50,0.50,0.50,0.49,0.49,0.51,0.51,0.50,0.51,0.50,0.50,0.50,0.48,0.52,12.47,0.50,false
497,end_device_ids.device_id,0.9285714285714286,0,0.970703125,0.51,0.52,0.51,0.53,0.53,0.51,0.51,0.50,0.52,0.54,0.50,0.53,0.51,0.50,0.51,0.51,0.52,0.52,0.53,0.52,0.52,0.52,0.51,0.51,0.54,12.93,0.52,false
498,end_device_ids.device_id,1,0,0.97265625,0.56,0.56,0.55,0.54,0.55,0.55,0.56,0.55,0.58,0.57,0.55,0.56,0.54,0.57,0.55,0.56,0.56,0.55,0.56,0.58,0.55,0.55,0.56,0.54,0.57,13.92,0.56,false
499,end_device_ids.device_id,0.42857142857142855,0,0.974609375,0.57,0.58,0.57,0.57,0.57,0.57,0.56,0.57,0.57,0.57,0.56,0.59,0.58,0.57,0.57,0.57,0.59,0.59,0.56,0.58,0.57,0.58,0.58,0.56,0.59,14.34,0.57,false
500,end_device_ids.device_id,0,0,0.9765625,0.60,0.59,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.61,0.58,0.59,0.60,0.60,0.59,0.58,0.60,0.60,0.60,0.61,0.60,0.59,0.57,0.60,0.59,14.91,0.60,false
501,end_device_ids.device_id,0.07142857142857142,0,0.978515625,0.56,0.54,0.54,0.55,0.55,0.53,0.54,0.53,0.54,0.56,0.55,0.53,0.55,0.54,0.54,0.55,0.54,0.55,0.56,0.56,0.53,0.54,0.55,0.55,0.55,13.63,0.55,false
502,end_device_ids.device_id,0.14285714285714285,0,0.98046875,0.55,0.56,0.55,0.54,0.55,0.57,0.55,0.57,0.54,0.57,0.55,0.57,0.57,0.56,0.55,0.57,0.57,0.56,0.56,0.55,0.57,0.55,0.55,0.55,0.57,13.95,0.56,false
503,end_device_ids.device_id,0.21428571428571427,0,0.982421875,0.56,0.56,0.57,0.57,0.57,0.57,0.55,0.58,0.56,0.56,0.56,0.57,0.56,0.56,0.57,0.57,0.56,0.56,0.55,0.55,0.57,0.56,0.57,0.56,0.57,14.09,0.56,false
504,end_device_ids.device_id,0.2857142857142857,0,0.984375,0.51,0.52,0.50,0.52,0.52,0.49,0.51,0.50,0.52,0.53,0.53,0.52,0.52,0.51,0.52,0.52,0.51,0.53,0.54,0.53,0.50,0.51,0.52,0.52,0.52,12.92,0.52,false
505,end_device_ids.device_id,0.35714285714285715,0,0.986328125,0.53,0.51,0.50,0.52,0.52,0.51,0.50,0.52,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.52,0.52,0.52,0.51,0.51,0.52,0.52,0.51,0.51,0.53,12.90,0.52,false
506,end_device_ids.device_id,0.42857142857142855,0,0.98828125,0.58,0.59,0.57,0.57,0.60,0.58,0.58,0.59,0.59,0.60,0.60,0.60,0.59,0.59,0.59,0.60,0.59,0.59,0.59,0.59,0.58,0.58,0.59,0.58,0.59,14.70,0.59,false
507,end_device_ids.device_id,0.5,0,0.990234375,0.54,0.52,0.52,0.53,0.55,0.53,0.52,0.51,0.51,0.53,0.54,0.53,0.55,0.54,0.51,0.51,0.55,0.53,0.53,0.53,0.52,0.53,0.52,0.53,0.52,13.20,0.53,false
508,end_device_ids.device_id,0.5714285714285714,0,0.9921875,0.55,0.56,0.53,0.56,0.54,0.53,0.51,0.54,0.53,0.55,0.54,0.55,0.55,0.55,0.53,0.51,0.55,0.54,0.56,0.55,0.54,0.54,0.51,0.52,0.55,13.49,0.54,false
509,end_device_ids.device_id,0.6428571428571429,0,0.994140625,0.53,0.54,0.52,0.54,0.56,0.55,0.55,0.53,0.53,0.55,0.54,0.53,0.55,0.55,0.53,0.54,0.55,0.55,0.55,0.55,0.54,0.53,0.54,0.54,0.55,13.54,0.54,false
510,end_device_ids.device_id,0.7142857142857143,0,0.99609375,0.51,0.52,0.48,0.52,0.52,0.51,0.51,0.51,0.50,0.52,0.50,0.50,0.52,0.51,0.51,0.50,0.51,0.51,0.51,0.50,0.52,0.50,0.50,0.51,0.50,12.70,0.51,false
511,end_device_ids.device_id,0.7857142857142857,0,0.998046875,0.53,0.53,0.51,0.54,0.55,0.54,0.54,0.54,0.53,0.54,0.54,0.53,0.55,0.54,0.53,0.52,0.54,0.55,0.55,0.53,0.54,0.53,0.54,0.54,0.53,13.41,0.54,false
512,end_device_ids.device_id,0.14285714285714285,0,1,0.60,0.59,0.58,0.59,0.58,0.59,0.57,0.59,0.58,0.60,0.60,0.60,0.59,0.59,0.59,0.61,0.59,0.58,0.60,0.59,0.57,0.60,0.60,0.59,0.59,14.76,0.59,false
