iteration,data_size,number_of_attributes,number_of_trees
1,513,6,100
2,513,6,100
3,513,6,100
4,513,6,100
5,513,6,100
6,513,6,100
7,513,6,100
8,513,6,100
9,513,6,100
10,513,6,100
11,513,6,100
12,513,6,100
13,513,6,100
14,513,6,100
15,513,6,100
16,513,6,100
17,513,6,100
18,513,6,100
19,513,6,100
20,513,6,100
21,513,6,100
22,513,6,100
23,513,6,100
24,513,6,100
25,513,6,100
