month,day,hour,min,n_px,n_p,truth
8,3,19,15,2.4,1.22,0
8,3,19,45,2.37,1.207,0
8,3,20,0,2.36,1.19,0
8,3,20,30,2.32,1.13,0
8,3,21,0,2.27,1.05,0
8,3,21,15,2.24,0.996,0
8,3,22,45,2.2,0.84,0
8,4,0,0,2.34,0.822,0
8,4,0,15,2.37,0.87,0
8,4,3,0,2.88,1.653,0
8,4,3,30,2.97,1.818,0
8,4,5,30,3.38,2.592,0
8,4,12,0,2.96,1.716,0
8,4,12,45,2.85,1.69,0
8,4,16,45,2.48,1.36,0
8,4,18,0,2.47,1.36,0
8,4,18,15,2.47,1.36,0
8,4,19,45,2.44,1.294,0
8,4,20,15,2.42,1.257,0
8,4,20,45,2.39,1.21,0
8,4,21,15,2.37,1.149,0
8,4,21,45,2.34,1.094,0
8,4,23,15,2.4,1.07,0
8,5,0,15,2.52,1.136,0
8,5,3,45,3.1,2.095,0
8,5,8,45,3.43,2.436,0
8,5,11,45,2.82,1.522,0
8,5,15,0,2.43,1.195,0
8,5,15,30,2.37,1.151,0
8,5,16,15,2.35,1.11,0
8,5,18,15,2.4,1.091,0
8,5,20,30,2.39,0.997,0
8,5,21,0,2.36,0.924,0
8,5,21,15,2.35,0.881,0
8,5,21,30,2.34,0.832,0
8,5,23,30,2.41,0.75,0
8,6,0,0,2.49,0.768,0
8,6,1,15,2.65,1.126,0
8,6,2,45,2.92,1.653,0
8,6,4,0,3.23,2.131,0
8,6,7,0,3.71,3.099,0
8,6,7,15,3.73,3.095,0
8,6,12,45,3.05,1.944,0
8,6,13,45,2.96,1.804,0
8,6,14,30,2.89,1.661,0
8,6,15,15,2.82,1.514,0
8,6,17,15,2.72,1.41,0
8,6,18,15,2.73,1.36,0
8,6,18,45,2.74,1.302,0
8,6,19,15,2.75,1.244,0
8,6,19,30,2.73,1.213,0
8,6,20,15,2.67,1.103,0
8,6,21,0,2.61,0.947,0
8,6,21,15,2.61,0.892,0
8,6,22,30,2.63,0.808,0
8,6,23,30,2.72,0.8,0
8,6,23,45,2.76,0.803,0
8,7,0,30,2.86,0.958,0
8,7,1,30,2.95,1.246,0
8,7,2,45,3.18,1.689,0
8,7,4,45,3.68,2.499,0
8,7,5,30,3.84,2.767,0
8,7,5,45,3.9,2.844,0
8,7,8,45,4.14,2.94,0
8,7,9,0,4.11,2.893,0
8,7,10,30,3.96,2.5,0
8,7,11,30,3.85,2.273,0
8,7,13,0,3.7,1.999,0
8,7,13,15,3.69,1.961,0
8,7,13,45,3.62,1.864,0
8,7,14,0,3.58,1.792,0
8,7,14,15,3.54,1.716,0
8,7,15,45,3.28,1.458,0
8,7,16,15,3.21,1.44,0
8,7,16,45,3.14,1.427,0
8,7,17,15,3.07,1.429,0
8,7,18,45,3.06,1.372,0
8,7,19,30,3.07,1.267,0
8,7,21,45,2.94,0.777,0
8,7,23,30,2.95,0.64,0
8,8,0,30,3.05,0.757,0
8,8,1,30,3.19,1.074,0
8,8,1,45,3.23,1.159,0
8,8,3,0,3.42,1.551,0
8,8,3,15,3.45,1.633,0
8,8,4,0,3.55,1.886,0
8,8,4,30,3.62,2.067,0
8,8,6,30,3.83,2.768,0
8,8,7,30,3.84,2.774,0
8,8,10,0,3.49,1.763,0
8,8,11,15,3.18,1.444,0
8,8,13,15,2.89,1.363,0
8,8,14,0,2.82,1.295,0
8,8,16,0,2.64,1.083,0
8,8,16,15,2.64,1.08,0
8,8,18,45,2.76,1.081,0
8,8,19,0,2.78,1.083,0
8,8,21,45,2.74,0.812,0
8,8,22,0,2.73,0.789,0
8,8,22,45,2.72,0.77,0
8,8,23,0,2.73,0.77,0
8,9,0,0,2.83,0.787,0
8,9,1,15,2.98,1.087,0
8,9,4,0,3.44,2.025,0
8,9,5,45,3.68,2.629,0
8,9,7,30,3.79,2.915,0
8,9,9,30,3.53,2.349,0
8,9,9,45,3.47,2.246,0
8,9,10,30,3.2,2.043,0
8,9,12,0,2.91,1.839,0
8,9,12,45,2.81,1.804,0
8,9,13,15,2.76,1.801,0
8,9,13,30,2.74,1.796,0
8,9,14,0,2.69,1.757,0
8,9,16,45,2.59,1.423,0
8,9,17,45,2.7,1.312,0
8,9,18,30,2.77,1.224,0
8,9,19,15,2.83,1.159,0
8,9,19,30,2.84,1.143,0
8,9,19,45,2.85,1.121,0
8,9,20,0,2.86,1.103,0
8,9,20,15,2.86,1.08,0
8,9,21,15,2.82,0.943,0
8,9,22,0,2.75,0.87,0
8,9,23,45,2.82,0.85,0
8,10,1,0,2.96,1.129,0
8,10,1,30,3.02,1.278,0
8,10,2,45,3.21,1.675,0
8,10,4,45,3.52,2.331,0
8,10,7,30,3.75,2.97,0
8,10,7,45,3.73,2.935,0
8,10,8,30,3.65,2.8,0
8,10,9,45,3.43,2.251,0
8,10,10,15,3.31,2.118,0
8,10,10,30,3.26,2.07,0
8,10,10,45,3.2,2.02,0
8,10,11,15,3.09,1.951,0
8,10,12,30,2.86,1.875,0
8,10,13,15,2.8,1.821,0
8,10,13,45,2.75,1.768,0
8,10,14,0,2.73,1.733,0
8,10,14,30,2.65,1.663,0
8,10,18,0,2.63,1.273,0
8,10,20,0,2.75,1.129,0
8,10,21,45,2.67,0.911,0
8,10,22,15,2.64,0.9,0
8,11,0,0,2.77,0.901,0
8,11,4,45,3.52,2.495,0
8,11,5,15,3.61,2.707,0
8,11,6,30,3.8,3.13,0
8,11,6,45,3.84,3.125,0
8,11,7,0,3.88,3.12,0
8,11,7,30,3.9,3.113,0
8,11,8,45,3.86,2.824,0
8,11,10,0,3.65,2.362,0
8,11,11,0,3.48,2.124,0
8,11,14,0,3.13,1.882,0
8,11,14,45,3.01,1.766,0
8,11,15,15,2.95,1.703,0
8,11,15,30,2.92,1.677,0
8,11,18,0,2.86,1.48,0
8,11,20,15,2.86,1.194,0
8,11,23,15,2.92,0.95,0
8,11,23,45,2.96,0.95,0
8,12,1,15,3.14,1.268,0
8,12,1,30,3.16,1.337,0
8,12,2,0,3.22,1.47,0
8,12,3,15,3.37,1.811,0
8,12,3,30,3.41,1.878,0
8,12,3,45,3.44,1.949,0
8,12,4,0,3.48,2.033,0
8,12,4,30,3.54,2.204,0
8,12,6,30,3.72,2.88,0
8,12,7,0,3.75,2.939,0
8,12,8,0,3.79,2.821,0
8,12,8,30,3.76,2.636,0
8,12,8,45,3.72,2.511,0
8,12,9,30,3.66,2.135,0
8,12,9,45,3.63,2.012,0
8,12,12,15,3.38,1.465,0
8,12,12,45,3.32,1.453,0
8,12,14,30,3.06,1.26,0
8,12,17,0,2.84,1.089,0
8,12,18,15,2.83,1.11,0
8,12,19,30,2.77,1.082,0
8,12,20,30,2.71,1.011,0
8,12,21,0,2.68,0.949,0
8,12,21,30,2.66,0.883,0
8,12,22,30,2.67,0.83,0
8,12,23,15,2.72,0.83,0
8,13,1,30,2.93,1.215,0
8,13,2,0,3,1.377,0
8,13,2,15,3.05,1.467,0
8,13,5,30,3.67,2.652,0
8,13,6,0,3.72,2.829,0
8,13,7,30,3.85,3.032,0
8,13,8,0,3.85,2.953,0
8,13,8,30,3.81,2.782,0
8,13,11,0,3.42,1.871,0
8,13,11,15,3.37,1.815,0
8,13,12,0,3.27,1.712,0
8,13,13,0,3.17,1.611,0
8,13,15,0,2.94,1.397,0
8,13,16,15,2.88,1.31,0
8,13,18,0,2.86,1.271,0
8,13,18,15,2.86,1.246,0
8,13,20,0,2.81,1.067,0
8,13,21,30,2.74,0.887,0
8,13,23,45,2.87,0.829,0
8,14,0,30,2.97,0.956,0
8,14,1,0,3.05,1.081,0
8,14,2,45,3.35,1.674,0
8,14,3,0,3.4,1.762,0
8,14,5,45,3.8,2.743,0
8,14,6,30,3.93,2.991,0
8,14,11,30,3.77,1.715,0
8,14,12,45,3.55,1.511,0
8,14,14,30,3.33,1.307,0
8,14,15,45,3.22,1.166,0
8,14,16,30,3.17,1.14,0
8,14,17,0,3.18,1.14,0
8,14,17,15,3.19,1.14,0
8,14,17,30,3.19,1.141,0
8,14,18,0,3.19,1.136,0
8,14,18,30,3.19,1.096,0
8,14,19,15,3.18,1.064,0
8,14,19,30,3.18,1.047,0
8,14,19,45,3.17,1.02,0
8,14,20,15,3.14,0.955,0
8,14,21,15,3.03,0.819,0
8,14,22,30,2.93,0.701,0
8,15,0,15,2.97,0.777,0
8,15,0,45,3.01,0.879,0
8,15,1,15,3.06,1.002,0
8,15,2,0,3.13,1.228,0
8,15,2,45,3.23,1.457,0
8,15,6,0,3.65,2.52,0
8,15,6,30,3.71,2.671,0
8,15,10,15,3.45,1.788,0
8,15,10,30,3.39,1.693,0
8,15,15,0,2.77,1.156,0
8,15,15,15,2.76,1.14,0
8,15,16,15,2.71,1.114,0
8,15,18,15,2.68,1.111,0
8,16,1,0,2.68,0.987,0
8,16,1,15,2.72,1.065,0
8,16,1,30,2.76,1.151,0
8,16,2,0,2.85,1.306,0
8,16,3,15,3.06,1.724,0
8,16,4,15,3.25,2.077,0
8,16,5,45,3.51,2.627,0
8,16,6,45,3.67,2.918,0
8,16,8,0,3.69,2.807,0
8,16,8,30,3.65,2.641,0
8,16,12,0,3.06,1.575,0
8,16,12,15,3.02,1.564,0
8,16,12,30,2.98,1.547,0
8,16,13,0,2.94,1.489,0
8,16,15,0,2.78,1.227,0
8,16,15,15,2.77,1.2,0
8,16,16,0,2.73,1.149,0
8,16,16,45,2.7,1.117,0
8,16,17,30,2.69,1.108,0
8,16,18,0,2.69,1.069,0
8,17,0,0,2.52,0.563,0
8,17,0,30,2.59,0.667,0
8,17,1,15,2.72,0.87,0
8,17,2,15,2.89,1.177,0
8,17,2,30,2.93,1.256,0
8,17,3,15,3.07,1.499,0
8,17,4,15,3.26,1.832,0
8,17,4,30,3.3,1.928,0
8,17,5,30,3.43,2.304,0
8,17,7,0,3.59,2.691,0
8,17,10,45,3.22,1.72,0
8,17,12,0,3.04,1.593,0
8,17,13,15,2.86,1.467,0
8,17,14,15,2.77,1.333,0
8,17,15,15,2.71,1.231,0
8,17,17,0,2.64,1.19,0
8,17,17,15,2.64,1.193,0
8,17,18,0,2.64,1.175,0
8,17,18,30,2.65,1.133,0
8,17,18,45,2.66,1.099,0
8,17,19,45,2.61,1.019,0
8,17,21,30,2.51,0.959,0
8,17,22,15,2.48,0.959,0
8,18,0,45,2.68,1.205,0
8,18,3,45,3.29,2.045,0
8,18,4,15,3.41,2.188,0
8,18,5,30,3.59,2.564,0
8,18,5,45,3.63,2.65,0
8,18,6,45,3.75,2.935,0
8,18,7,15,3.8,2.921,0
8,18,7,30,3.82,2.889,0
8,18,10,45,3.39,1.962,0
8,18,11,30,3.31,1.853,0
8,18,11,45,3.29,1.829,0
8,18,12,0,3.26,1.827,0
8,18,12,30,3.22,1.781,0
8,18,13,0,3.15,1.716,0
8,18,14,0,3.08,1.624,0
8,18,14,45,3.03,1.504,0
8,18,18,30,2.99,1.239,0
8,18,19,30,2.98,1.142,0
8,18,19,45,2.98,1.108,0
8,18,20,15,2.95,1.041,0
8,18,21,0,2.85,0.963,0
8,19,0,0,2.78,0.864,0
8,19,0,15,2.82,0.902,0
8,19,0,30,2.85,0.919,0
8,19,3,15,3.26,1.72,0
8,19,4,15,3.41,2.039,0
8,19,5,30,3.57,2.478,0
8,19,5,45,3.59,2.566,0
8,19,6,0,3.62,2.643,0
8,19,7,15,3.65,2.832,0
8,19,9,30,3.38,2.046,0
8,19,10,30,3.18,1.733,0
8,19,11,30,3.04,1.531,0
8,19,13,15,2.82,1.407,0
8,19,15,45,2.65,1.255,0
8,19,17,0,2.57,1.261,0
8,19,18,45,2.5,1.221,0
8,19,19,30,2.46,1.092,0
8,19,20,0,2.4,1.041,0
8,19,21,0,2.29,0.909,0
8,20,0,15,2.23,0.869,0
8,20,1,15,2.4,1.147,0
8,20,2,0,2.54,1.389,0
8,20,3,0,2.75,1.752,0
8,20,4,0,3.02,2.097,0
8,20,4,15,3.08,2.175,0
8,20,5,30,3.31,2.657,0
8,20,6,30,3.51,2.877,0
8,20,6,45,3.56,2.895,0
8,20,7,45,3.73,2.808,0
8,20,8,15,3.77,2.725,0
8,20,9,15,3.67,2.451,0
8,20,9,45,3.57,2.303,0
8,20,10,30,3.43,2.113,0
8,20,10,45,3.39,2.082,0
8,20,11,0,3.35,2.029,0
8,20,13,45,2.98,1.715,0
8,20,14,0,2.96,1.681,0
8,20,15,0,2.88,1.381,0
8,20,19,15,2.57,1.028,0
8,20,21,45,2.37,0.603,0
8,20,22,0,2.36,0.567,0
8,20,23,15,2.36,0.549,0
8,20,23,30,2.39,0.549,0
8,20,23,45,2.41,0.543,0
8,21,0,0,2.43,0.57,0
8,21,1,0,2.49,0.829,0
8,21,2,0,2.58,1.128,0
8,21,2,45,2.68,1.372,0
8,21,5,15,3.1,2.298,0
8,21,8,15,3.64,2.883,0
8,21,8,30,3.67,2.846,0
8,21,10,15,3.6,2.294,0
8,21,11,45,3.37,1.767,0
8,21,12,45,3.22,1.485,0
8,21,13,15,3.17,1.409,0
8,21,14,15,3.09,1.251,0
8,21,15,0,3.03,1.212,0
8,21,15,30,2.99,1.194,0
8,21,15,45,2.97,1.181,0
8,21,16,30,2.93,1.18,0
8,21,17,0,2.93,1.189,0
8,21,17,30,2.94,1.161,0
8,21,18,0,2.95,1.195,0
8,21,18,15,2.94,1.192,0
8,21,18,30,2.94,1.17,0
8,21,19,0,2.95,1.144,0
8,21,19,15,2.95,1.122,0
8,21,19,45,2.95,1.08,0
8,22,0,0,3.09,0.863,0
8,22,1,0,3.22,1.175,0
8,22,2,0,3.41,1.545,0
8,22,3,45,3.72,2.106,0
8,22,4,30,3.84,2.399,0
8,22,5,0,3.88,2.556,0
8,22,5,15,3.9,2.607,0
8,22,6,45,3.96,2.978,0
8,22,8,0,3.96,2.875,0
8,22,8,30,3.92,2.687,0
8,22,9,45,3.67,2.172,0
8,22,10,0,3.62,2.102,0
8,22,10,15,3.57,2.043,0
8,22,11,15,3.38,1.848,0
8,22,11,45,3.31,1.835,0
8,22,15,15,2.98,1.56,0
8,22,16,30,2.95,1.409,0
8,22,17,45,2.97,1.32,0
8,22,18,15,2.98,1.294,0
8,22,19,45,3,1.117,0
8,22,20,0,3.01,1.091,0
8,22,20,45,3,0.927,0
8,22,22,15,2.93,0.57,0
8,22,23,30,2.97,0.529,0
8,23,1,15,3.19,0.788,0
8,23,4,0,3.47,1.731,0
8,23,5,0,3.58,2.168,0
8,23,5,15,3.6,2.259,0
8,23,6,0,3.65,2.529,0
8,23,6,15,3.67,2.621,0
8,23,7,0,3.72,2.773,0
8,23,7,45,3.77,2.734,0
8,23,8,30,3.73,2.567,0
8,23,9,0,3.66,2.419,0
8,23,9,30,3.57,2.268,0
8,23,10,45,3.38,2.025,0
8,23,13,45,3,1.857,0
8,23,14,15,2.96,1.788,0
8,23,15,45,2.84,1.734,0
8,23,16,0,2.83,1.729,0
8,23,16,45,2.84,1.634,0
8,23,17,0,2.84,1.603,0
8,23,17,15,2.84,1.591,0
8,23,17,30,2.84,1.595,0
8,23,18,15,2.83,1.581,0
8,23,18,45,2.83,1.556,0
8,23,20,45,2.74,1.159,0
8,23,22,45,2.68,0.799,0
8,24,0,15,2.77,0.84,0
8,24,0,30,2.8,0.839,0
8,24,1,0,2.85,0.972,0
8,24,2,45,2.98,1.557,0
8,24,4,0,3.12,1.976,0
8,24,4,45,3.22,2.213,0
8,24,5,30,3.29,2.454,0
8,24,7,0,3.4,2.795,0
8,24,10,45,2.95,1.945,0
8,24,12,0,2.75,1.844,0
8,24,12,30,2.69,1.862,0
8,24,15,0,2.43,1.707,0
8,24,15,30,2.4,1.639,0
8,24,18,0,2.27,1.534,0
8,24,20,30,2.21,1.205,0
8,24,23,0,2.26,0.823,0
8,25,0,30,2.47,0.94,0
8,25,2,0,2.75,1.425,0
8,25,2,15,2.8,1.525,0
8,25,2,45,2.9,1.686,0
8,25,3,0,2.95,1.715,0
8,25,4,15,3.2,2.156,0
8,25,7,15,3.67,2.944,0
8,25,7,45,3.7,2.929,0
8,25,9,15,3.61,2.687,0
8,25,9,30,3.57,2.633,0
8,25,10,15,3.46,2.509,0
8,25,10,30,3.43,2.472,0
8,25,13,0,3.17,2.349,0
8,25,14,0,3.09,1.979,0
8,25,14,15,3.06,1.859,0
8,25,16,30,2.96,1.402,0
8,25,17,0,2.97,1.369,0
8,25,18,45,2.97,1.3,0
8,25,19,30,2.98,1.209,0
8,25,20,0,2.97,1.116,0
8,25,22,30,2.84,0.827,0
8,26,0,0,2.91,0.857,0
8,26,1,30,3.06,1.289,0
8,26,1,45,3.09,1.377,0
8,26,3,30,3.25,1.926,0
8,26,3,45,3.28,2.017,0
8,26,5,15,3.39,2.479,0
8,26,5,30,3.4,2.567,0
8,26,5,45,3.4,2.656,0
8,26,6,45,3.43,2.909,0
8,26,7,15,3.43,2.921,0
8,26,8,0,3.43,2.82,0
8,26,11,45,2.8,1.853,0
8,26,14,15,2.6,1.681,0
8,26,14,30,2.58,1.526,0
8,26,15,45,2.45,1.459,0
8,26,18,0,2.37,1.239,0
8,26,19,30,2.33,1.1,0
8,26,20,15,2.3,0.979,0
8,26,22,30,2.16,0.637,0
8,26,22,45,2.15,0.624,0
8,27,0,0,2.15,0.663,0
8,27,2,0,2.36,1.371,0
8,27,2,15,2.39,1.473,0
8,27,3,45,2.6,2.007,0
8,27,4,30,2.71,2.278,0
8,27,5,0,2.78,2.436,0
8,27,7,0,3.07,2.941,0
8,27,7,30,3.14,2.891,0
8,27,9,45,3.14,2.167,0
8,27,10,45,2.94,1.691,0
8,27,11,30,2.79,1.435,0
8,27,12,15,2.64,1.386,0
8,27,12,45,2.58,1.395,0
8,27,16,30,2.23,1.242,0
8,27,19,0,2.22,1.01,0
8,27,20,30,2.16,0.867,0
8,27,22,0,2.14,0.817,0
8,27,22,45,2.18,0.821,0
8,27,23,15,2.21,0.808,0
8,28,0,30,2.37,0.943,0
8,28,1,0,2.43,1.096,0
8,28,1,15,2.45,1.173,0
8,28,3,30,2.79,1.828,0
8,28,5,0,3.07,2.424,0
8,28,11,15,3.6,2.068,0
8,28,13,45,3.44,1.802,0
8,28,15,30,3.35,1.55,0
8,28,16,30,3.28,1.484,0
8,28,17,30,3.23,1.463,0
8,28,18,0,3.21,1.429,0
8,28,20,0,3.06,1.329,0
8,28,20,30,3.03,1.231,0
8,28,21,30,3,1.12,0
8,28,23,15,3.11,1.024,0
8,29,0,15,3.24,1.107,0
8,29,0,30,3.27,1.172,0
8,29,1,30,3.4,1.409,0
8,29,2,15,3.47,1.689,0
8,29,2,30,3.5,1.775,0
8,29,4,30,3.77,2.364,0
8,29,6,15,3.88,2.805,0
8,29,8,15,3.94,2.791,0
8,29,11,0,3.47,1.991,0
8,29,11,15,3.42,1.913,0
8,29,12,0,3.25,1.825,0
8,29,12,15,3.2,1.821,0
8,29,13,15,3.03,1.763,0
8,29,15,15,2.82,1.561,0
8,29,16,0,2.78,1.46,0
8,29,16,15,2.77,1.463,0
8,29,19,30,2.69,1.357,0
8,29,19,45,2.67,1.331,0
8,30,0,15,2.69,0.999,0
8,30,1,0,2.8,1.227,0
8,30,1,15,2.83,1.333,0
8,30,2,15,2.99,1.611,0
8,30,2,45,3.07,1.762,0
8,30,4,0,3.27,2.105,0
8,30,5,30,3.48,2.561,0
8,30,7,0,3.63,2.987,0
8,30,8,45,3.59,2.673,0
8,30,10,45,3.25,2.124,0
8,30,12,0,3.1,1.869,0
8,30,13,0,3,1.754,0
8,30,14,45,2.85,1.525,0
8,30,15,15,2.76,1.39,0
8,30,17,0,2.68,1.322,0
8,30,22,15,2.54,1.071,0
8,30,23,0,2.62,1.035,0
8,30,23,30,2.7,1.018,0
8,31,0,45,2.88,1.093,0
8,31,1,0,2.91,1.003,0
8,31,1,30,2.98,1.201,0
8,31,3,15,3.21,1.701,0
8,31,4,0,3.29,1.963,0
8,31,4,45,3.35,2.199,0
8,31,7,45,3.44,2.85,0
8,31,8,15,3.44,2.784,0
8,31,8,30,3.44,2.729,0
8,31,8,45,3.43,2.632,0
8,31,9,15,3.33,2.421,0
8,31,9,30,3.27,2.311,0
8,31,10,15,3.14,2.067,0
8,31,12,30,2.79,1.683,0
8,31,13,30,2.7,1.605,0
8,31,17,0,2.44,1.367,0
8,31,19,15,2.32,1.269,0
9,1,0,45,2.54,1.126,0
9,1,2,45,2.84,1.809,0
9,1,3,30,2.96,2.089,0
9,1,4,15,3.09,2.359,0
9,1,5,15,3.25,2.693,0
9,1,6,30,3.42,3,0
9,1,7,15,3.54,2.969,0
9,1,9,30,3.46,2.355,0
9,1,9,45,3.43,2.287,0
9,1,10,0,3.4,2.226,0
9,1,10,15,3.38,2.166,0
9,1,11,45,3.24,1.938,0
9,1,12,30,3.18,1.874,0
9,1,12,45,3.17,1.862,0
9,1,14,0,3.05,1.722,0
9,1,15,0,2.95,1.621,0
9,1,17,45,2.82,1.435,0
9,1,18,0,2.81,1.438,0
9,2,0,30,2.8,1.055,0
9,2,0,45,2.84,1.133,0
9,2,3,30,3.19,1.911,0
9,2,5,30,3.35,2.525,0
9,14,11,30,2.86,1.518,0
9,14,11,45,2.85,1.477,0
9,14,16,0,2.47,1.431,0
9,14,16,15,2.45,1.436,0
9,14,16,30,2.44,1.43,0
9,14,17,45,2.43,1.441,0
9,14,20,15,2.3,1.238,0
9,14,21,45,2.19,0.984,0
9,14,22,0,2.17,0.992,0
9,14,23,45,2.16,1.002,0
9,15,0,0,2.21,1.009,0
9,15,0,15,2.26,1.081,0
9,15,0,30,2.31,1.14,0
9,15,1,30,2.51,1.465,0
9,15,2,45,2.75,1.825,0
9,15,5,0,3.23,2.4,0
9,15,5,15,3.28,2.464,0
9,15,5,45,3.37,2.585,0
9,15,8,0,3.5,2.767,0
9,15,11,0,3.13,1.815,0
9,15,11,45,3.05,1.725,0
9,15,13,30,2.88,1.689,0
9,15,15,45,2.76,1.491,0
9,15,17,0,2.69,1.489,0
9,15,17,30,2.68,1.505,0
9,15,18,45,2.64,1.48,0
9,15,19,15,2.62,1.483,0
9,15,19,30,2.6,1.482,0
9,15,19,45,2.58,1.457,0
9,15,20,15,2.54,1.393,0
9,15,20,45,2.47,1.306,0
9,15,21,45,2.36,1.227,0
9,16,1,30,2.71,1.486,0
9,16,2,0,2.8,1.63,0
9,16,3,30,3.04,2.013,0
9,16,4,15,3.15,2.189,0
9,16,4,45,3.22,2.315,0
9,16,5,0,3.25,2.371,0
9,16,5,30,3.29,2.482,0
9,16,6,30,3.38,2.676,0
9,16,8,45,3.23,2.314,0
9,16,12,15,2.67,1.398,0
9,16,14,45,2.23,1.28,0
9,16,16,30,1.99,1.28,0
9,16,16,45,1.98,1.281,0
9,16,17,0,1.97,1.283,0
9,16,18,0,1.91,1.278,0
9,16,20,0,1.8,1.229,0
9,16,23,0,1.73,1.125,0
9,16,23,30,1.79,1.124,0
9,17,1,15,1.93,1.439,0
9,17,4,15,2.34,2.229,0
9,17,4,45,2.41,2.317,0
9,17,5,0,2.44,2.401,0
9,17,6,45,2.69,2.835,0
9,17,7,45,2.81,2.82,0
9,17,8,30,2.89,2.726,0
9,17,10,0,2.74,2.352,0
9,17,11,0,2.65,2.159,0
9,17,12,15,2.58,1.991,0
9,17,13,15,2.56,1.774,0
9,17,16,45,2.3,1.181,0
9,17,17,15,2.26,1.157,0
9,17,22,30,1.99,0.811,0
9,18,0,45,2.19,0.947,0
9,18,1,15,2.24,1.061,0
9,18,1,30,2.27,1.108,0
9,18,2,30,2.39,1.361,0
9,18,3,0,2.46,1.519,0
9,18,4,0,2.63,1.858,0
9,18,4,15,2.67,1.937,0
9,18,7,0,3.04,2.75,0
9,18,7,45,3.18,2.751,0
9,18,8,0,3.22,2.76,0
9,18,8,15,3.27,2.767,0
9,18,8,30,3.3,2.772,0
9,18,8,45,3.34,2.764,0
9,18,9,45,3.33,2.611,0
9,18,14,15,2.97,2.2,0
9,18,14,30,2.96,2.153,0
9,18,15,0,2.93,2.005,0
9,18,15,45,2.94,1.776,0
9,18,18,15,2.9,1.398,0
9,18,19,45,2.87,1.188,0
9,18,20,0,2.88,1.167,0
9,18,20,30,2.9,1.066,0
9,18,21,0,2.92,0.997,0
9,18,22,15,3,0.852,0
9,18,22,30,3.03,0.818,0
9,18,22,45,3.06,0.801,0
9,19,0,30,3.27,0.9,0
9,19,1,0,3.32,1.025,0
9,19,2,0,3.43,1.291,0
9,19,7,15,3.52,2.441,0
9,19,8,15,3.39,2.384,0
9,19,9,15,3.19,2.202,0
9,19,9,30,3.13,2.125,0
9,19,9,45,3.08,2.069,0
9,19,10,30,2.98,2.009,0
9,19,11,15,2.83,1.975,0
9,19,12,15,2.69,1.934,0
9,19,12,45,2.65,1.859,0
9,19,14,45,2.4,1.731,0
9,19,16,30,2.21,1.521,0
9,19,17,0,2.19,1.463,0
9,19,18,30,2.26,1.29,0
9,19,18,45,2.28,1.253,0
9,19,19,30,2.32,1.186,0
9,19,21,30,2.32,0.861,0
9,19,21,45,2.31,0.837,0
9,19,22,0,2.31,0.84,0
9,19,22,30,2.32,0.879,0
9,19,23,0,2.35,0.87,0
9,19,23,15,2.36,0.866,0
9,20,1,15,2.61,1.229,0
9,20,1,45,2.67,1.385,0
9,20,2,30,2.77,1.648,0
9,20,3,15,2.89,1.843,0
9,20,3,45,2.96,1.939,0
9,20,5,15,3.17,2.167,0
9,20,6,0,3.27,2.312,0
9,20,11,15,2.69,2.015,0
9,20,14,0,2.39,1.804,0
9,20,14,15,2.36,1.791,0
9,20,15,15,2.19,1.702,0
9,20,16,45,2.27,1.496,0
9,20,18,15,2.38,1.383,0
9,20,18,30,2.39,1.371,0
9,20,19,30,2.44,1.277,0
9,20,21,15,2.44,1.017,0
9,20,21,30,2.42,0.995,0
9,20,22,30,2.42,0.954,0
9,20,22,45,2.43,0.959,0
9,21,0,0,2.58,0.992,0
9,21,1,0,2.73,1.195,0
9,21,4,0,3.05,1.847,0
9,21,5,15,3.08,2.243,0
9,21,6,45,3.09,2.654,0
9,21,7,0,3.08,2.681,0
9,21,7,45,2.99,2.67,0
9,21,9,15,2.72,2.492,0
9,21,10,15,2.53,2.331,0
9,21,15,0,2.04,1.773,0
9,21,16,45,2.07,1.608,0
9,21,18,45,2.19,1.351,0
9,21,19,45,2.24,1.171,0
9,21,20,30,2.26,1.081,0
9,21,21,15,2.24,1.007,0
9,21,23,15,2.26,0.893,0
9,21,23,30,2.29,0.887,0
9,22,0,15,2.39,0.976,0
9,22,2,45,2.75,1.649,0
9,22,3,0,2.78,1.701,0
9,22,3,15,2.82,1.767,0
9,22,7,0,3.26,2.559,0
9,22,7,45,3.25,2.588,0
9,22,8,15,3.24,2.467,0
9,22,9,45,3.02,2.322,0
9,22,10,15,2.92,2.312,0
9,22,11,15,2.79,2.232,0
9,22,11,45,2.72,2.246,0
9,22,13,15,2.51,2.235,0
9,22,14,30,2.31,2.103,0
9,22,18,30,2.25,1.536,0
9,22,20,30,2.35,1.315,0
9,23,0,45,2.72,1.269,0
9,23,1,30,2.81,1.461,0
9,23,2,15,2.9,1.611,0
9,23,2,30,2.92,1.661,0
9,23,4,0,3.01,2.048,0
9,23,5,30,3.1,2.348,0
9,23,6,0,3.13,2.472,0
9,23,7,0,3.17,2.598,0
9,23,7,30,3.15,2.507,0
9,23,10,45,2.63,1.885,0
9,23,11,30,2.5,1.743,0
9,23,12,30,2.33,1.661,0
9,23,13,30,2.21,1.605,0
9,23,13,45,2.18,1.578,0
9,23,14,0,2.16,1.529,0
9,23,14,30,2.11,1.461,0
9,23,15,0,2.08,1.409,0
9,23,15,30,2.09,1.379,0
9,23,18,45,2.09,1.427,0
9,23,22,15,2.25,1.037,0
9,23,22,30,2.28,1.005,0
9,23,23,0,2.33,0.979,0
