month,day,hour,min,n_px,n_p,truth
9,23,23,30,2.39,0.893,0
9,24,1,45,2.72,1.322,0
9,24,2,0,2.75,1.406,0
9,24,3,15,2.92,1.797,0
9,24,6,30,3.46,2.699,0
9,24,10,15,3.1,2.499,0
9,24,10,30,3.05,2.457,0
9,24,11,15,2.87,2.345,0
9,24,12,30,2.61,2.14,0
9,24,13,45,2.48,1.939,0
9,24,14,0,2.46,1.895,0
9,24,16,15,2.24,1.591,0
9,24,19,15,1.99,1.257,0
9,24,19,30,1.97,1.247,0
9,24,19,45,1.96,1.233,0
9,24,20,15,1.93,1.195,0
9,24,21,0,1.93,1.14,0
9,24,21,15,1.95,1.14,0
9,24,21,45,1.98,1.121,0
9,24,23,30,2.17,1.047,0
9,24,23,45,2.19,1.041,0
9,25,0,0,2.22,1.053,0
9,25,0,45,2.35,1.219,0
9,25,1,0,2.39,1.277,0
9,25,1,15,2.43,1.322,0
9,25,2,45,2.68,1.734,0
9,25,3,30,2.8,1.933,0
9,25,4,15,2.93,2.124,0
9,25,7,15,3.47,2.763,0
9,25,7,30,3.52,2.761,0
9,25,11,45,3.26,2.424,0
9,25,12,15,3.17,2.349,0
9,25,13,30,2.98,2.17,0
9,25,14,0,2.94,2.102,0
9,25,15,30,2.85,1.895,0
9,25,18,0,2.69,1.673,0
9,25,18,15,2.69,1.656,0
9,25,20,30,2.52,1.427,0
9,25,22,0,2.43,1.284,0
9,25,22,45,2.42,1.218,0
9,25,23,15,2.47,1.202,0
9,26,1,0,2.76,1.453,0
9,26,1,30,2.83,1.566,0
9,26,2,45,3,1.854,0
9,26,5,0,3.27,2.215,0
9,26,7,0,3.31,2.549,0
9,26,8,15,3.19,2.563,0
9,26,9,30,3.01,2.385,0
9,26,9,45,2.99,2.343,0
9,26,10,0,2.96,2.302,0
9,26,10,45,2.86,2.183,0
9,26,12,0,2.73,1.974,0
9,26,12,15,2.7,1.937,0
9,26,14,0,2.56,1.671,0
9,26,15,15,2.42,1.499,0
9,26,16,15,2.35,1.411,0
9,26,17,30,2.29,1.301,0
9,26,18,30,2.23,1.178,0
9,26,19,30,2.18,1.122,0
9,26,19,45,2.16,1.112,0
9,26,20,0,2.14,1.111,0
9,26,20,30,2.09,1.052,0
9,26,20,45,2.07,1.017,0
9,26,23,30,2.18,0.979,0
9,27,0,0,2.26,0.995,0
9,27,0,45,2.4,1.205,0
9,27,1,45,2.55,1.477,0
9,27,2,45,2.74,1.719,0
9,27,3,15,2.84,1.839,0
9,27,5,15,3.26,2.189,0
9,27,8,30,3.44,2.351,0
9,27,9,0,3.37,2.305,0
9,27,10,30,3.11,2.155,0
9,27,10,45,3.07,2.139,0
9,27,12,0,2.89,2.022,0
9,27,13,15,2.78,1.843,0
9,27,14,0,2.71,1.687,0
9,27,15,0,2.61,1.555,0
9,27,15,15,2.58,1.538,0
9,27,15,45,2.55,1.478,0
9,27,16,0,2.53,1.445,0
9,27,17,30,2.44,1.21,0
9,27,18,30,2.4,1.097,0
9,27,18,45,2.39,1.082,0
9,27,19,15,2.37,1.048,0
9,27,20,0,2.36,1.015,0
9,27,20,45,2.33,1.005,0
9,27,21,30,2.31,1.007,0
9,28,0,30,0,1.109,0
9,28,1,0,0,1.233,0
9,28,3,15,0,1.815,0
9,28,3,45,0,1.96,0
9,28,4,30,0,2.19,0
9,28,4,45,0,2.261,0
9,28,5,0,0,2.337,0
9,28,6,30,0,2.618,0
9,28,7,45,0,2.678,0
9,28,8,30,0,2.593,0
9,28,9,0,0,2.49,0
9,28,10,15,0,2.327,0
9,28,12,15,0,1.845,0
9,28,13,0,2.79,1.759,0
9,28,14,45,2.64,1.517,0
9,28,18,45,2.42,1.069,0
9,28,21,15,2.24,0.781,0
9,28,22,0,2.23,0.749,0
9,28,22,15,2.24,0.747,0
9,29,0,0,2.41,0.769,0
9,29,0,45,2.55,0.943,0
9,29,1,30,2.64,1.169,0
9,29,2,45,2.86,1.51,0
9,29,3,15,2.96,1.632,0
9,29,4,45,3.27,1.989,0
9,29,5,15,3.36,2.117,0
9,29,5,30,3.38,2.174,0
9,29,6,45,3.51,2.465,0
9,29,9,15,3.31,2.192,0
9,29,9,30,3.27,2.15,0
9,29,10,30,3.13,1.989,0
9,29,13,45,2.77,1.574,0
9,29,14,30,2.69,1.518,0
9,29,16,15,2.5,1.371,0
9,29,19,30,2.35,0.979,0
9,29,21,0,2.38,0.943,0
9,29,21,30,2.37,0.957,0
9,29,22,0,2.38,0.941,0
9,30,0,15,2.62,0.962,0
9,30,0,30,2.66,1.012,0
9,30,2,15,2.93,1.505,0
9,30,4,15,3.19,1.917,0
9,30,4,45,3.28,2.054,0
9,30,6,0,3.44,2.335,0
9,30,7,30,3.47,2.498,0
9,30,8,15,3.36,2.432,0
9,30,9,45,3.07,2.187,0
9,30,10,0,3.02,2.119,0
9,30,10,15,2.97,2.063,0
9,30,12,0,2.71,1.647,0
9,30,13,0,2.55,1.538,0
9,30,13,30,2.5,1.513,0
9,30,15,0,2.32,1.473,0
9,30,15,30,2.27,1.419,0
9,30,16,0,2.22,1.372,0
9,30,16,30,2.18,1.296,0
9,30,17,45,2.08,1.192,0
9,30,18,45,1.99,1.107,0
9,30,19,45,1.99,1.08,0
9,30,21,30,2.04,1.06,0
9,30,21,45,2.05,1.067,0
9,30,22,15,2.08,1.069,0
9,30,22,45,2.12,1.063,0
10,1,2,30,2.66,1.725,0
10,1,3,15,2.79,1.915,0
10,1,3,30,2.85,1.969,0
10,1,3,45,2.9,2.026,0
10,1,6,30,3.47,2.544,0
10,1,6,45,3.51,2.57,0
10,1,7,0,3.55,2.565,0
10,1,7,45,3.61,2.56,0
10,1,10,0,3.39,2.363,0
10,1,15,15,2.4,1.542,0
10,1,15,45,2.35,1.467,0
10,1,16,45,2.29,1.344,0
10,1,17,30,2.23,1.26,0
10,1,19,0,2.11,1.014,0
10,1,19,45,2.05,0.92,0
10,1,21,30,2.02,0.791,0
10,2,1,15,2.47,1.031,0
10,2,2,0,2.56,1.251,0
10,2,3,45,2.85,1.818,0
10,2,4,45,3.03,2.146,0
10,2,5,0,3.07,2.223,0
10,2,5,15,3.11,2.291,0
10,2,5,30,3.17,2.349,0
10,2,5,45,3.22,2.403,0
10,2,6,15,3.32,2.502,0
10,2,7,45,3.61,2.593,0
10,2,8,30,3.72,2.545,0
10,2,10,0,3.56,2.323,0
10,2,11,15,3.31,2.123,0
10,2,11,45,3.19,2.052,0
10,2,12,0,3.12,2.023,0
10,2,15,15,2.71,1.615,0
10,2,15,45,2.68,1.547,0
10,2,16,30,2.64,1.439,0
10,2,17,0,2.63,1.388,0
10,2,17,15,2.61,1.354,0
10,2,17,45,2.58,1.291,0
10,2,19,15,2.52,1.102,0
10,2,20,15,2.48,0.985,0
10,2,22,0,2.56,0.881,0
10,2,22,15,2.59,0.88,0
10,3,1,0,2.99,1.15,0
10,3,1,45,3.12,1.355,0
10,3,2,15,3.19,1.495,0
10,3,5,45,3.64,2.332,0
10,3,6,0,3.65,2.408,0
10,3,7,0,3.72,2.565,0
10,3,9,45,3.68,2.293,0
10,3,10,45,3.52,2.117,0
10,3,14,15,3.1,1.692,0
10,3,14,30,3.08,1.654,0
10,3,15,15,3.03,1.588,0
10,3,18,0,2.93,1.379,0
10,3,18,15,2.92,1.358,0
10,3,18,45,2.91,1.313,0
10,3,20,30,2.8,1.111,0
10,3,21,15,2.74,1.055,0
10,3,22,0,2.69,0.998,0
10,3,23,15,2.67,0.98,0
10,4,0,30,2.78,1.132,0
10,4,2,30,3.14,1.765,0
10,4,4,45,3.52,2.465,0
10,4,5,15,3.58,2.627,0
10,4,5,30,3.58,2.68,0
10,4,8,45,3.57,2.611,0
10,4,9,0,3.55,2.554,0
10,4,10,45,3.36,2.243,0
10,4,11,15,3.29,2.165,0
10,4,12,15,3.16,2.001,0
10,4,12,45,3.1,1.926,0
10,4,13,30,3.02,1.824,0
10,4,14,45,2.9,1.691,0
10,4,15,0,2.88,1.665,0
10,4,15,15,2.86,1.641,0
10,4,15,45,2.83,1.587,0
10,4,17,45,2.79,1.369,0
10,4,18,0,2.79,1.333,0
10,5,1,15,2.8,1.365,0
10,5,2,45,3,1.923,0
10,5,3,15,3.06,2.109,0
10,5,4,15,3.23,2.447,0
10,5,4,45,3.3,2.623,0
10,5,7,45,3.4,2.876,0
10,5,8,45,3.27,2.698,0
10,5,10,15,3.09,2.436,0
10,5,10,45,3.02,2.345,0
10,5,13,30,2.8,1.899,0
10,5,17,30,2.69,1.342,0
10,5,20,0,2.58,1.019,0
10,5,23,45,2.52,0.768,0
10,6,3,0,2.98,1.821,0
10,6,3,45,3.09,2.077,0
10,6,4,0,3.12,2.159,0
10,6,5,45,3.3,2.705,0
10,6,7,0,3.39,2.813,0
10,6,7,15,3.4,2.813,0
10,6,7,30,3.39,2.789,0
10,6,8,15,3.34,2.657,0
10,6,9,45,3.23,2.435,0
10,6,12,45,3.05,2.001,0
10,6,13,30,3.02,1.909,0
10,6,17,30,2.92,1.457,0
10,6,18,0,2.94,1.397,0
10,6,18,15,2.94,1.361,0
10,6,18,30,2.94,1.336,0
10,6,19,0,2.94,1.287,0
10,6,20,30,2.87,1.174,0
10,6,21,15,2.8,1.102,0
10,6,21,45,2.76,1.058,0
10,6,22,30,2.72,0.98,0
10,6,23,45,2.76,0.988,0
10,7,1,45,3.07,1.557,0
10,7,2,15,3.12,1.744,0
10,7,3,0,3.19,2.019,0
10,7,4,15,3.38,2.427,0
10,7,5,30,3.57,2.756,0
10,7,6,30,3.59,2.905,0
10,7,8,30,3.46,2.695,0
10,7,10,45,3.21,2.319,0
10,7,11,30,3.13,2.187,0
10,7,12,15,3.08,2.077,0
10,7,12,30,3.07,2.045,0
10,7,12,45,3.05,2.009,0
10,7,13,0,3.04,1.967,0
10,7,14,30,2.94,1.758,0
10,7,19,0,2.81,1.219,0
10,7,19,30,2.79,1.163,0
10,7,21,15,2.75,0.863,0
10,7,22,45,2.69,0.808,0
10,8,2,15,3.11,1.435,0
10,8,3,30,3.31,1.859,0
10,8,4,15,3.48,2.137,0
10,8,4,30,3.52,2.227,0
10,8,5,30,3.65,2.598,0
10,8,6,45,3.78,2.918,0
10,8,8,15,3.89,2.806,0
10,8,9,45,3.72,2.62,0
10,8,10,0,3.65,2.575,0
10,8,11,0,3.37,2.357,0
10,8,14,0,3,1.709,0
10,8,14,30,2.96,1.64,0
10,8,15,0,2.92,1.567,0
10,8,15,15,2.9,1.53,0
10,8,20,15,2.68,1.002,0
10,8,23,0,2.56,0.956,0
10,8,23,15,2.57,0.961,0
10,9,3,0,3.07,1.94,0
10,9,4,0,3.25,2.304,0
10,9,5,15,3.39,2.774,0
10,9,5,30,3.41,2.87,0
10,9,6,45,3.47,3.122,0
10,9,7,30,3.57,3.12,0
10,9,8,30,3.65,3.033,0
10,9,8,45,3.65,3.005,0
10,9,9,45,3.62,2.854,0
10,9,11,0,3.46,2.637,0
10,9,15,15,3.02,1.9,0
10,9,17,30,3.01,1.6,0
10,9,19,15,3.01,1.441,0
10,9,19,30,3.01,1.409,0
10,9,20,15,2.99,1.331,0
10,9,21,30,2.9,1.263,0
10,9,23,0,2.84,1.211,0
10,10,0,30,2.91,1.287,0
10,10,0,45,2.95,1.355,0
10,10,2,0,3.16,1.718,0
10,10,2,15,3.2,1.791,0
10,10,2,45,3.28,1.935,0
10,10,5,45,3.49,2.881,0
10,10,8,0,3.38,3.021,0
10,10,11,0,3.1,2.365,0
10,10,11,45,3.05,2.169,0
10,10,12,15,3.01,2.04,0
10,10,12,30,3,1.992,0
10,10,12,45,2.98,1.947,0
10,10,13,30,2.94,1.827,0
10,10,13,45,2.93,1.783,0
10,10,14,0,2.92,1.743,0
10,10,16,15,2.8,1.405,0
10,10,19,30,2.8,1.16,0
10,10,20,0,2.75,1.142,0
10,10,20,45,2.69,1.102,0
10,10,23,0,2.6,0.939,0
10,11,0,0,2.65,0.954,0
10,11,3,15,3.22,1.917,0
10,11,3,30,3.24,1.975,0
10,11,4,30,3.33,2.214,0
10,11,7,0,3.37,2.847,0
10,11,7,30,3.34,2.781,0
10,11,8,30,3.26,2.671,0
10,11,10,0,3.18,2.416,0
10,11,10,45,3.14,2.291,0
10,11,12,15,3.11,2.023,0
10,11,13,0,3.12,1.893,0
10,11,17,0,3.07,1.42,0
10,11,18,15,3.07,1.275,0
10,11,19,15,3.08,1.129,0
10,11,20,15,3.05,1.019,0
10,11,20,30,3.05,1.012,0
10,11,23,30,2.96,0.96,0
10,12,0,45,3.06,1.219,0
10,12,1,45,3.22,1.539,0
10,12,2,15,3.31,1.703,0
10,12,2,30,3.34,1.783,0
10,12,3,45,3.48,2.182,0
10,12,5,0,3.5,2.577,0
10,12,7,15,3.54,3.035,0
10,12,8,45,3.58,2.907,0
10,12,9,45,3.36,2.615,0
10,12,13,30,2.38,1.34,0
10,12,13,45,2.32,1.261,0
10,12,16,0,2.26,0.966,0
10,12,19,15,2.59,0.936,0
10,12,19,30,2.61,0.93,0
10,12,20,0,2.64,0.907,0
10,12,22,0,2.73,0.842,0
10,13,0,0,3.07,0.851,0
10,13,2,30,3.45,1.697,0
10,13,3,30,3.6,2.055,0
10,13,5,0,3.84,2.581,0
10,13,7,30,3.89,3.015,0
10,13,9,15,3.46,2.567,0
10,13,10,30,3.14,2.183,0
10,13,11,0,3.02,2.023,0
10,13,11,30,2.87,1.872,0
10,13,12,0,2.77,1.789,0
10,13,12,15,2.75,1.75,0
10,13,14,0,2.63,1.485,0
10,13,15,30,2.55,1.267,0
10,13,16,30,2.52,1.12,0
10,13,17,0,2.52,1.063,0
10,13,17,30,2.52,1.04,0
10,13,18,45,2.5,0.981,0
10,13,23,45,2.3,0.711,0
10,14,0,30,2.38,0.916,0
10,14,0,45,2.41,1.009,0
10,14,1,30,2.51,1.28,0
10,14,2,0,2.57,1.459,0
10,14,4,0,2.86,2.22,0
10,14,5,0,2.99,2.599,0
10,14,5,30,3.05,2.779,0
10,14,6,0,3.13,2.899,0
10,14,6,15,3.17,2.937,0
10,14,8,45,2.91,2.628,0
10,14,11,30,2.41,1.817,0
10,14,14,0,2.41,1.319,0
10,14,16,15,2.48,1.234,0
10,14,19,45,2.55,1.12,0
10,14,22,15,1.94,0.78,0
10,14,23,15,1.87,0.689,0
10,15,1,45,2.18,1.238,0
10,15,2,15,2.25,1.421,0
10,15,3,15,2.41,1.801,0
10,15,4,0,2.53,2.087,0
10,15,4,15,2.58,2.179,0
10,15,5,45,2.82,2.713,0
10,15,6,0,2.86,2.788,0
10,15,7,30,3.11,2.897,0
10,15,10,15,2.67,2.172,0
10,15,11,15,2.43,1.863,0
10,15,13,15,2.22,1.364,0
10,15,13,45,2.18,1.289,0
10,15,14,45,2.1,1.174,0
10,15,15,30,2.06,1.073,0
10,15,18,30,2.27,0.887,0
10,15,18,45,2.29,0.873,0
10,15,19,30,2.33,0.82,0
10,15,19,45,2.35,0.799,0
10,15,20,0,2.37,0.778,0
10,15,21,0,2.43,0.738,0
10,15,21,30,2.47,0.733,0
10,15,21,45,2.5,0.73,0
10,15,22,30,2.58,0.73,0
10,16,0,15,2.83,0.818,0
10,16,0,30,2.85,0.893,0
10,16,1,0,2.9,1.051,0
10,16,5,30,3.69,2.529,0
10,16,7,30,3.83,2.94,0
10,16,7,45,3.85,2.94,0
10,16,8,0,3.88,2.94,0
10,16,8,30,3.9,2.919,0
10,16,9,0,3.91,2.83,0
10,16,9,30,3.81,2.671,0
10,16,10,45,3.46,2.193,0
10,16,14,0,2.93,1.364,0
10,16,14,45,2.88,1.269,0
10,16,16,30,2.82,1.077,0
10,16,16,45,2.81,1.07,0
10,16,17,0,2.81,1.067,0
10,16,19,0,2.83,1.03,0
10,16,22,0,2.92,1.03,0
10,16,23,30,3.12,1.03,0
10,17,0,30,3.31,1.217,0
10,17,1,0,3.39,1.395,0
10,17,1,30,3.45,1.576,0
10,17,2,0,3.52,1.755,0
10,17,3,30,3.73,2.275,0
10,17,3,45,3.77,2.363,0
10,17,4,30,3.85,2.631,0
10,17,5,45,3.96,2.986,0
10,17,6,45,3.99,3.02,0
10,17,8,45,3.83,2.801,0
10,17,9,15,3.79,2.744,0
10,17,10,45,3.59,2.517,0
10,17,11,15,3.53,2.447,0
10,17,11,45,3.47,2.379,0
10,17,12,15,3.44,2.329,0
10,17,13,45,3.34,2.121,0
10,17,14,30,3.28,2.037,0
10,17,15,30,3.09,1.754,0
10,17,16,30,2.88,1.565,0
10,17,17,30,2.7,1.405,0
10,17,17,45,2.66,1.363,0
10,17,19,0,2.42,1.106,0
10,17,20,45,2.06,0.789,0
10,17,21,0,2.04,0.783,0
10,17,21,15,2.01,0.763,0
10,17,22,15,1.92,0.737,0
10,18,0,0,2.11,0.74,0
10,18,0,45,2.25,0.98,0
10,18,1,45,2.44,1.292,0
10,18,3,0,2.66,1.581,0
10,18,4,30,2.98,2.025,0
10,18,5,15,3.14,2.236,0
10,18,5,30,3.19,2.317,0
10,18,9,15,3.18,2.561,0
10,18,9,45,3.12,2.505,0
10,18,15,30,2.83,1.603,0
10,18,16,0,2.82,1.559,0
10,18,16,30,2.86,1.567,0
10,18,16,45,2.89,1.563,0
10,18,18,0,2.99,1.543,0
10,18,19,30,2.68,1.233,0
10,18,23,15,2.15,0.825,0
10,18,23,30,2.19,0.812,0
10,19,0,45,2.4,0.993,0
10,19,1,0,2.46,1.038,0
10,19,3,30,2.89,1.826,0
10,19,6,15,3.29,2.69,0
10,19,6,30,3.31,2.743,0
10,19,6,45,3.34,2.802,0
10,19,8,30,3.14,2.439,0
10,19,11,15,2.53,1.635,0
10,19,12,45,2.19,1.257,0
10,19,13,0,2.13,1.199,0
10,19,13,45,2.07,1.159,0
10,19,15,30,2.11,1.15,0
10,19,18,45,2.22,1.037,0
10,19,19,15,2.11,0.923,0
10,19,22,30,1.79,0.74,0
10,19,23,45,1.92,0.736,0
10,20,1,15,2.16,1.125,0
10,20,3,15,2.54,1.689,0
10,20,4,0,2.69,1.908,0
10,20,4,15,2.74,1.978,0
10,20,11,0,2.45,1.601,0
10,20,12,45,2.09,1.125,0
10,20,15,0,2.1,1.055,0
10,20,16,30,2.2,1.058,0
10,20,18,45,2.33,0.956,0
10,20,19,45,2.09,0.74,0
10,20,20,45,1.83,0.671,0
10,20,23,15,1.77,0.657,0
10,21,0,0,1.87,0.683,0
10,21,0,45,1.98,0.815,0
10,21,2,0,2.23,1.073,0
10,21,3,15,2.48,1.307,0
10,21,4,0,2.6,1.454,0
10,21,4,15,2.64,1.512,0
10,21,5,0,2.77,1.663,0
10,21,5,15,2.81,1.723,0
10,21,5,30,2.85,1.793,0
10,21,7,0,2.96,2.14,0
10,21,8,0,2.94,2.127,0
10,21,10,15,2.92,1.771,0
10,21,10,45,2.92,1.741,0
10,21,13,0,2.9,1.482,0
10,21,13,30,2.91,1.505,0
10,21,14,15,2.93,1.491,0
10,21,15,0,2.94,1.469,0
10,21,17,0,3.03,1.468,0
10,21,19,30,2.78,1.279,0
10,21,21,30,2.29,1.009,0
10,21,23,15,2.09,0.872,0
10,22,0,0,2.19,0.9,0
10,22,0,15,2.24,0.974,0
10,22,2,45,2.67,1.711,0
10,22,3,0,2.71,1.783,0
10,22,3,45,2.84,2.008,0
10,22,4,0,2.88,2.083,0
10,22,5,30,3.19,2.497,0
10,22,7,15,3.34,2.851,0
10,22,11,30,3.02,2.321,0
10,22,12,15,2.93,2.205,0
10,22,14,0,2.72,1.935,0
10,22,15,30,2.55,1.717,0
10,22,16,30,2.49,1.573,0
10,22,19,30,2.39,1.127,0
10,22,21,15,2.36,0.941,0
10,22,22,15,2.33,0.892,0
10,22,23,0,2.34,0.869,0
10,22,23,45,2.36,0.841,0
10,23,0,0,2.37,0.859,0
10,23,0,15,2.38,0.913,0
10,23,0,30,2.41,0.973,0
10,23,1,45,2.6,1.285,0
10,23,2,15,2.68,1.411,0
10,23,5,0,3.21,2.281,0
10,23,5,15,3.26,2.357,0
10,23,8,30,3.53,2.798,0
10,23,8,45,3.53,2.767,0
10,23,9,15,3.5,2.691,0
10,23,10,30,3.33,2.528,0
10,23,11,45,3.14,2.284,0
10,23,14,15,2.85,2.052,0
10,23,15,0,2.8,1.992,0
10,23,15,45,2.76,1.947,0
10,23,17,30,2.72,1.851,0
10,23,19,15,2.62,1.772,0
10,23,22,45,2.49,1.2,0
10,23,23,45,2.6,1.083,0
10,24,0,15,2.68,1.151,0
10,24,1,15,2.83,1.445,0
10,24,1,30,2.87,1.52,0
10,24,2,45,3.1,1.889,0
10,24,3,15,3.19,2.046,0
10,24,7,15,3.71,3.03,0
10,24,10,0,3.19,2.347,0
10,24,11,0,2.95,2.047,0
10,24,13,30,2.95,1.793,0
10,24,14,15,2.98,1.751,0
10,24,14,30,3,1.731,0
10,24,14,45,3.02,1.716,0
10,24,15,0,3.04,1.695,0
10,24,19,0,3.13,1.357,0
10,24,22,30,2.37,0.573,0
10,24,22,45,2.37,0.565,0
10,25,2,45,2.98,1.427,0
10,25,4,0,3.22,1.813,0
10,25,5,15,3.46,2.185,0
10,25,6,15,3.58,2.498,0
10,25,7,45,3.64,2.651,0
10,25,8,0,3.62,2.599,0
10,25,8,45,3.43,2.389,0
10,25,9,30,3.22,2.15,0
10,25,10,45,2.93,1.721,0
10,25,11,45,2.9,1.616,0
10,25,12,0,2.89,1.619,0
10,25,18,30,3.07,1.483,0
10,25,20,15,2.67,1.162,0
10,25,22,0,2.23,0.784,0
10,26,1,45,2.58,1.341,0
10,26,4,0,2.95,2.072,0
10,26,4,15,2.99,2.157,0
10,26,5,15,3.16,2.479,0
10,26,6,15,3.27,2.786,0
10,26,8,30,3.17,2.637,0
10,26,9,30,2.93,2.358,0
10,26,12,30,2.31,1.595,0
10,26,13,30,2.32,1.547,0
10,26,13,45,2.33,1.541,0
10,26,14,0,2.34,1.538,0
10,26,16,15,2.41,1.429,0
10,26,16,45,2.45,1.438,0
10,26,17,15,2.48,1.413,0
10,26,20,0,2.16,0.918,0
10,26,20,45,2,0.764,0
10,26,23,0,2.08,0.729,0
10,27,1,45,2.51,1.235,0
10,27,2,15,2.61,1.379,0
10,27,3,15,2.82,1.691,0
10,27,3,45,2.93,1.832,0
10,27,4,0,2.98,1.91,0
10,27,4,15,3.04,1.979,0
10,27,5,45,3.29,2.494,0
10,27,6,15,3.35,2.668,0
10,27,7,45,3.43,2.735,0
10,27,9,30,3.01,2.286,0
10,27,10,30,2.77,2.023,0
10,27,11,30,2.67,1.882,0
10,27,12,15,2.69,1.851,0
10,27,13,15,2.7,1.763,0
10,27,14,0,2.68,1.717,0
10,27,19,30,2.75,1.604,0
10,27,21,30,2.27,1.257,0
10,27,22,0,2.16,1.133,0
10,27,23,0,2.13,1.037,0
10,28,0,30,2.35,1.193,0
10,28,1,0,2.41,1.342,0
10,28,1,45,2.51,1.546,0
10,28,2,15,2.58,1.685,0
10,28,3,0,2.72,1.899,0
10,28,5,0,3.09,2.471,0
10,28,5,30,3.15,2.618,0
10,28,5,45,3.19,2.681,0
10,28,8,0,3.25,2.639,0
10,28,8,15,3.19,2.576,0
10,28,13,30,2.51,1.465,0
10,28,17,30,2.56,1.455,0
10,28,19,15,2.41,1.171,0
10,28,22,15,1.88,0.517,0
10,29,0,0,1.8,0.335,0
10,29,0,45,1.92,0.535,0
10,29,1,45,2.04,0.808,0
10,29,3,15,2.27,1.298,0
10,29,3,30,2.32,1.381,0
10,29,5,15,2.7,1.971,0
10,29,6,0,2.82,2.226,0
10,29,6,15,2.86,2.31,0
10,29,6,30,2.89,2.395,0
10,29,7,45,3.08,2.469,0
10,29,8,45,3.21,2.433,0
10,29,9,0,3.21,2.407,0
10,29,10,45,3.17,2.111,0
10,29,12,0,3.11,1.9,0
10,29,13,30,3.1,1.717,0
10,29,14,0,3.09,1.679,0
10,29,14,30,3.09,1.623,0
10,29,16,45,3.12,1.452,0
10,29,18,15,2.96,1.135,0
10,29,18,45,2.85,1.057,0
10,29,20,0,2.58,0.88,0
10,29,21,30,2.27,0.67,0
10,29,23,45,2.3,0.59,0
10,30,0,0,2.34,0.608,0
10,30,2,45,3.08,2.039,0
10,30,3,30,3.24,2.262,0
10,30,4,30,3.43,2.573,0
10,30,5,45,3.65,2.91,0
10,30,6,15,3.71,2.911,0
10,30,8,30,3.83,2.705,0
10,30,8,45,3.8,2.649,0
10,30,12,0,3.7,2.198,0
10,30,13,15,3.76,2.075,0
10,30,15,0,3.88,1.937,0
10,30,19,30,3.14,1.124,0
10,30,20,45,2.89,0.943,0
10,31,4,15,3.67,2.451,0
10,31,4,45,3.71,2.605,0
10,31,5,0,3.74,2.678,0
10,31,6,0,3.81,2.901,0
10,31,6,15,3.84,2.895,0
10,31,6,45,3.85,2.886,0
10,31,9,0,3.55,2.471,0
10,31,12,0,3.24,1.869,0
10,31,13,15,3.2,1.683,0
10,31,13,30,3.2,1.655,0
10,31,15,15,3.12,1.427,0
10,31,15,30,3.11,1.399,0
10,31,16,0,3.1,1.347,0
10,31,16,45,2.97,1.215,0
10,31,17,15,2.88,1.124,0
10,31,17,45,2.78,1.023,0
10,31,18,45,2.59,0.845,0
10,31,19,30,2.44,0.695,0
10,31,21,30,2.07,0.391,0
10,31,22,15,1.95,0.347,0
10,31,22,45,1.87,0.34,0
11,1,0,45,2.09,0.949,0
11,1,1,0,2.13,1.036,0
11,1,3,45,2.57,2.09,0
11,1,5,15,2.81,2.677,0
11,1,5,30,2.84,2.775,0
11,1,6,15,2.96,2.862,0
11,1,7,45,3,2.669,0
11,1,8,0,2.99,2.625,0
11,1,9,30,2.8,2.354,0
11,1,10,15,2.67,2.204,0
11,1,10,45,2.66,2.126,0
11,1,11,30,2.66,2.013,0
11,1,15,0,2.89,1.599,0
11,1,15,15,2.92,1.575,0
11,1,15,30,2.95,1.554,0
11,1,15,45,2.98,1.533,0
11,1,18,45,2.76,1.101,0
11,1,19,15,2.66,1.013,0
11,1,21,15,2.27,0.703,0
11,2,2,15,2.59,1.817,0
11,2,2,45,2.64,2.013,0
11,2,4,15,2.88,2.596,0
11,2,6,45,2.96,3.025,0
11,2,7,15,2.9,2.938,0
11,2,8,0,2.8,2.817,0
11,2,9,30,2.64,2.558,0
11,2,9,45,2.63,2.513,0
11,2,10,0,2.61,2.472,0
11,2,11,0,2.6,2.317,0
11,2,11,15,2.62,2.281,0
11,2,11,45,2.67,2.22,0
11,2,13,0,2.81,2.057,0
11,2,16,15,3.15,1.555,0
11,2,19,30,2.5,1.036,0
11,2,20,15,2.33,0.892,0
11,2,20,45,2.21,0.791,0
11,2,22,0,2.22,0.717,0
11,2,23,45,2.49,0.997,0
11,3,1,0,2.65,1.448,0
11,3,2,30,2.87,2,0
11,3,2,45,2.92,2.091,0
11,3,4,45,3.29,2.641,0
11,3,7,30,3.48,2.826,0
11,3,8,30,3.49,2.693,0
11,3,9,15,3.49,2.569,0
11,3,9,30,3.5,2.529,0
11,3,11,15,3.25,2.171,0
11,3,17,15,2.49,1.318,0
11,3,20,30,1.76,0.659,0
11,3,21,30,1.68,0.453,0
11,3,21,45,1.71,0.447,0
11,3,23,0,1.92,0.441,0
11,3,23,45,2.02,0.681,0
11,4,0,0,2.05,0.747,0
11,4,1,0,2.16,1.114,0
11,4,1,45,2.25,1.436,0
11,4,2,15,2.31,1.645,0
11,4,3,30,2.47,2.129,0
11,4,4,45,2.59,2.632,0
11,4,6,15,2.69,3.017,0
11,4,7,0,2.68,2.883,0
11,4,7,45,2.47,2.686,0
11,4,10,30,2.19,1.998,0
11,4,11,15,2.25,1.841,0
11,4,14,0,2.47,1.472,0
11,4,14,15,2.49,1.443,0
11,4,15,15,2.51,1.348,0
11,4,18,15,2.42,0.959,0
11,4,20,0,2.05,0.64,0
11,4,21,0,1.85,0.465,0
