month,day,hour,min,n_px,n_p
5,4,14,15,3.21,2.005
5,4,16,15,3.22,1.971
5,4,16,30,3.23,1.97
5,4,17,0,3.27,1.973
5,4,17,30,3.31,1.975
5,4,20,0,3.02,1.546
5,4,20,15,2.97,1.493
5,4,20,45,2.88,1.375
5,4,21,15,2.78,1.263
5,4,22,0,2.63,1.088
5,4,22,30,2.56,0.981
5,4,23,0,2.58,0.961
5,4,23,45,2.68,0.961
5,5,1,0,2.91,1.233
5,5,3,0,3.31,1.803
5,5,3,30,3.41,1.947
5,5,6,15,3.97,2.72
5,5,6,30,3.97,2.791
5,5,7,15,3.92,2.797
5,5,8,30,3.62,2.587
5,5,9,30,3.38,2.33
5,5,10,15,3.19,2.176
5,5,12,45,2.59,1.604
5,5,15,0,2.52,1.43
5,5,15,45,2.55,1.419
5,5,16,15,2.58,1.392
5,5,17,45,2.76,1.278
5,5,18,0,2.78,1.27
5,5,19,15,2.88,1.242
5,5,21,15,2.67,0.877
5,6,0,15,2.75,0.754
5,6,2,15,3.11,1.422
5,6,9,45,2.92,2.04
5,6,11,30,2.49,1.483
5,6,11,45,2.42,1.422
5,6,12,15,2.43,1.387
5,6,16,45,2.54,1.331
5,6,17,30,2.59,1.31
5,6,17,45,2.6,1.286
5,6,18,30,2.64,1.218
5,6,18,45,2.66,1.198
5,6,19,45,2.75,1.17
5,6,20,15,2.75,1.123
5,6,21,45,2.44,0.77
5,7,1,0,2.67,0.872
5,7,2,0,2.86,1.162
5,7,2,45,3.01,1.377
5,7,3,0,3.06,1.449
5,7,6,0,3.67,2.403
5,7,8,45,3.59,2.39
5,7,9,30,3.35,2.161
5,7,9,45,3.27,2.085
5,7,10,15,3.1,1.936
5,7,13,30,2.56,1.264
5,7,13,45,2.56,1.24
5,7,14,0,2.56,1.217
5,7,14,45,2.58,1.14
5,7,15,15,2.59,1.1
5,7,19,30,2.84,0.903
5,7,19,45,2.79,0.884
5,7,20,45,2.56,0.777
5,7,22,45,2.27,0.65
5,7,23,30,2.38,0.627
5,8,0,0,2.46,0.625
5,8,0,45,2.58,0.835
5,8,3,15,3,1.63
5,8,4,45,3.28,2.143
5,8,5,15,3.38,2.313
5,8,5,30,3.43,2.396
5,8,6,45,3.66,2.801
5,8,7,30,3.79,2.809
5,8,7,45,3.84,2.809
5,8,9,0,3.97,2.75
5,8,9,45,3.85,2.583
5,8,10,0,3.77,2.502
5,8,12,0,3.1,1.853
5,8,14,0,2.58,1.271
5,8,16,15,2.32,0.865
5,8,17,45,2.39,0.806
5,8,19,45,2.52,0.75
5,8,20,30,2.59,0.733
5,8,20,45,2.6,0.73
5,9,0,15,2.92,0.802
5,9,1,30,3.12,1.191
5,9,2,15,3.26,1.435
5,9,2,30,3.3,1.516
5,9,3,30,3.46,1.842
5,9,3,45,3.5,1.921
5,9,4,0,3.54,2.005
5,9,6,30,3.96,2.825
5,9,7,30,4,2.884
5,9,8,0,3.84,2.853
5,9,8,30,3.66,2.779
5,9,9,30,3.33,2.603
5,9,11,15,2.88,2.368
5,9,12,45,2.86,2.137
5,9,13,0,2.85,2.099
5,9,14,15,2.84,1.891
5,9,14,30,2.83,1.851
5,9,14,45,2.82,1.81
5,9,16,15,2.8,1.577
5,9,17,0,2.83,1.481
5,9,17,30,2.85,1.48
5,9,22,0,2.23,0.767
5,9,22,30,2.16,0.705
5,9,23,45,2.29,0.68
5,10,0,30,2.42,0.847
5,10,2,0,2.68,1.307
5,10,2,45,2.83,1.542
5,10,5,15,3.32,2.411
5,10,7,15,3.56,2.942
5,10,9,45,2.86,2.469
5,10,10,30,2.64,2.322
5,10,11,15,2.49,2.165
5,10,12,45,2.44,1.789
5,10,14,0,2.43,1.558
5,10,14,30,2.42,1.491
5,10,16,0,2.46,1.331
5,10,19,15,2.65,1.066
5,10,20,30,2.41,0.806
5,10,21,15,2.3,0.688
5,10,23,0,2.29,0.6
5,11,0,0,2.45,0.617
5,11,1,0,2.62,0.933
5,11,2,15,2.83,1.301
5,11,4,0,3.08,1.886
5,11,5,45,3.34,2.467
5,11,6,0,3.37,2.55
5,11,6,15,3.39,2.631
5,11,6,45,3.43,2.783
5,11,7,15,3.44,2.79
5,11,7,45,3.38,2.726
5,11,10,15,2.8,2.067
5,11,11,15,2.87,1.904
5,11,11,30,2.9,1.865
5,11,13,45,3.05,1.543
5,11,15,30,3.1,1.426
5,11,23,30,2.85,0.93
5,12,0,0,2.93,0.945
5,12,4,45,3.85,2.385
5,12,6,45,4.06,2.99
5,12,9,30,3.67,2.309
5,12,11,0,3.42,1.887
5,12,11,30,3.32,1.81
5,12,13,30,3.02,1.68
5,12,14,30,3.05,1.68
5,12,15,30,3.08,1.68
5,12,19,45,3.26,1.497
5,12,21,15,3.03,1.173
5,12,22,0,2.91,0.998
5,12,23,30,2.78,0.801
5,13,0,15,2.84,0.873
5,13,0,30,2.88,0.947
5,13,1,15,3.03,1.171
5,13,1,30,3.09,1.242
5,13,1,45,3.14,1.313
5,13,2,0,3.19,1.386
5,13,3,15,3.35,1.752
5,13,5,30,3.77,2.494
5,13,9,15,3.51,2.363
5,13,9,30,3.46,2.284
5,13,11,15,3.12,1.85
5,13,11,45,3.05,1.709
5,13,12,0,3.01,1.641
5,13,14,15,2.81,1.313
5,13,15,30,2.84,1.3
5,13,17,0,2.96,1.307
5,13,17,15,2.98,1.303
5,13,17,45,3.03,1.302
5,13,18,30,3.12,1.303
5,13,19,0,3.17,1.296
5,13,19,30,3.14,1.183
5,13,20,0,3.08,1.057
5,13,20,30,3.02,0.929
5,13,21,15,2.92,0.727
5,13,21,30,2.89,0.682
5,13,22,30,2.76,0.497
5,13,22,45,2.73,0.459
5,13,23,0,2.71,0.421
5,13,23,30,2.67,0.374
5,13,23,45,2.65,0.36
5,14,0,0,2.68,0.375
5,14,0,30,2.76,0.529
5,14,3,0,3.17,1.332
5,14,3,45,3.3,1.574
5,14,4,0,3.35,1.654
5,14,4,15,3.39,1.736
5,14,5,0,3.53,1.995
5,14,9,30,3.58,2.201
5,14,9,45,3.51,2.123
5,14,11,0,3.17,1.758
5,14,11,15,3.1,1.682
5,14,12,0,2.92,1.511
5,14,12,30,2.89,1.495
5,14,12,45,2.89,1.49
5,14,14,30,2.79,1.435
5,14,15,0,2.8,1.397
5,14,19,15,3.22,1.058
5,14,19,30,3.24,1.019
5,14,20,0,3.18,0.869
5,14,20,15,3.14,0.797
5,14,20,30,3.11,0.727
5,14,22,30,2.82,0.39
5,14,23,15,2.74,0.35
5,14,23,30,2.72,0.344
5,15,1,30,2.98,0.789
5,15,2,0,3.08,0.961
5,15,2,15,3.14,1.047
5,15,3,15,3.35,1.395
5,15,4,0,3.52,1.665
5,15,4,15,3.57,1.761
5,15,4,45,3.67,1.948
5,15,7,0,4.02,2.69
5,15,7,30,4.05,2.689
5,15,7,45,4.04,2.684
5,15,8,15,4,2.661
5,15,8,30,3.97,2.626
5,15,9,0,3.89,2.519
5,15,11,15,3.34,1.873
5,15,12,45,2.93,1.534
5,15,13,15,2.85,1.472
5,15,15,0,2.91,1.339
5,15,15,30,2.94,1.315
5,15,16,30,3.01,1.288
5,15,17,0,3.05,1.279
5,15,18,30,3.15,1.244
5,15,19,15,3.19,1.221
5,15,19,45,3.14,1.139
5,16,3,0,3.42,1.783
5,16,3,45,3.5,2.007
5,16,4,15,3.58,2.17
5,16,4,45,3.67,2.341
5,16,5,45,3.86,2.679
5,16,6,15,3.94,2.849
5,16,7,15,4.03,3.009
5,16,11,45,3.26,1.456
5,16,12,0,3.21,1.391
5,16,12,45,3.09,1.242
5,16,14,45,3.23,1.16
5,16,15,30,3.24,1.16
5,16,16,30,3.27,1.16
5,16,16,45,3.29,1.16
5,16,22,15,3.07,0.739
5,16,23,0,3.15,0.683
5,16,23,45,3.27,0.67
5,17,0,15,3.35,0.751
5,17,0,30,3.38,0.821
5,17,1,15,3.51,1.037
5,17,1,45,3.6,1.183
5,17,4,0,3.99,1.829
5,17,4,15,4.03,1.914
5,17,5,0,4.14,2.187
5,17,7,15,4.14,2.751
5,17,9,15,3.7,2.234
5,17,11,0,3.3,1.739
5,17,12,45,2.95,1.405
5,17,13,0,2.9,1.365
5,17,14,45,2.76,1.161
5,17,17,30,3.06,1.16
5,17,18,30,3.18,1.16
5,17,19,0,3.23,1.16
5,17,19,45,3.26,1.112
5,17,20,45,3.05,0.951
5,17,21,15,3.04,0.908
5,17,21,30,3.05,0.894
5,17,22,0,3.08,0.859
5,17,22,15,3.09,0.848
5,17,22,30,3.12,0.84
5,17,22,45,3.15,0.84
5,17,23,45,3.32,0.84
5,18,0,45,3.45,1.077
5,18,4,0,3.9,2.133
5,18,4,30,3.96,2.296
5,18,5,30,4.07,2.621
5,18,5,45,4.1,2.702
5,18,6,15,4.15,2.863
5,18,9,0,3.76,2.564
5,18,10,15,3.47,2.172
5,18,11,15,3.26,1.907
5,18,13,0,2.9,1.554
5,18,13,30,2.81,1.439
5,18,16,0,2.81,1.256
5,18,18,0,3.06,1.21
5,18,18,45,3.16,1.212
5,18,20,30,3.37,1.197
5,18,21,15,3.22,1.067
5,18,23,0,3,0.86
5,19,0,15,3.22,0.958
5,19,2,0,3.49,1.645
5,19,3,45,3.75,2.222
5,19,5,15,4,2.732
5,19,5,45,4.06,2.903
5,19,6,0,4.1,2.989
5,19,9,15,3.67,2.749
5,19,12,0,3.08,2.268
5,19,12,15,3.04,2.181
5,19,13,0,2.93,1.957
5,19,14,0,2.78,1.71
5,19,16,15,2.84,1.56
5,19,20,30,3.31,1.403
5,19,22,0,3.05,0.973
5,19,23,0,2.93,0.743
5,19,23,45,2.88,0.69
5,20,0,15,2.97,0.792
5,20,1,15,3.13,1.141
5,20,4,45,3.68,2.147
5,20,5,0,3.72,2.228
5,20,6,30,3.91,2.738
5,20,15,0,2.85,1.15
5,20,17,15,3.01,1.025
5,20,18,0,3.1,1
5,20,22,30,2.85,0.508
5,20,22,45,2.81,0.487
5,20,23,15,2.75,0.456
5,21,0,0,2.71,0.469
5,21,0,45,2.79,0.701
5,21,1,0,2.83,0.781
5,21,1,30,2.91,0.945
5,21,1,45,2.97,1.026
5,21,3,45,3.4,1.68
5,21,4,0,3.46,1.773
5,21,4,15,3.51,1.873
5,21,4,30,3.56,1.967
5,21,5,15,3.68,2.231
5,21,6,30,3.82,2.658
5,21,7,15,3.9,2.73
5,21,7,45,3.96,2.727
5,21,9,0,3.76,2.442
5,21,9,15,3.69,2.359
5,21,12,15,2.86,1.43
5,21,14,45,2.98,1.308
5,21,16,15,3.08,1.27
5,21,16,45,3.13,1.27
5,21,17,30,3.23,1.27
5,21,18,0,3.3,1.27
5,21,18,45,3.38,1.271
5,21,20,15,3.26,0.989
5,21,21,45,3.03,0.632
5,21,23,30,2.82,0.419
5,22,0,0,2.85,0.407
5,22,1,0,3.02,0.708
5,22,1,30,3.12,0.863
5,22,1,45,3.17,0.944
5,22,2,15,3.28,1.124
5,22,3,0,3.45,1.423
5,22,4,30,3.78,2.021
5,22,5,0,3.87,2.216
5,22,10,15,3.59,2.3
5,22,10,30,3.52,2.223
5,22,11,30,3.25,1.899
5,22,13,0,2.94,1.534
5,22,13,45,2.86,1.425
5,22,16,0,2.74,1.193
5,22,16,15,2.74,1.175
5,22,16,30,2.74,1.157
5,22,18,0,2.73,1.084
5,22,18,30,2.72,1.057
5,22,20,0,2.64,0.999
5,22,20,45,2.57,0.99
5,22,22,0,2.57,0.99
5,22,22,30,2.63,0.99
5,22,23,0,2.71,0.99
5,22,23,45,2.88,0.99
5,23,3,30,3.5,2.033
5,23,4,30,3.58,2.328
5,23,5,0,3.61,2.475
5,23,5,30,3.67,2.623
5,23,11,0,2.98,2.053
5,23,11,15,2.93,1.998
5,23,11,30,2.87,1.942
5,23,15,30,2.96,1.473
5,23,15,45,3,1.436
5,23,16,30,3.15,1.324
5,23,16,45,3.2,1.287
5,23,17,45,3.35,1.23
5,23,19,0,3.52,1.22
5,23,19,30,3.49,1.153
5,23,20,30,3.31,0.957
5,23,22,0,2.96,0.909
5,23,23,0,2.88,0.89
5,24,4,15,3.85,2.35
5,24,5,30,3.99,2.755
5,24,6,15,4.06,2.973
5,24,6,30,4.08,3.043
5,24,8,30,3.84,2.831
5,24,10,15,3.46,2.367
5,24,11,30,3.2,2.085
5,24,13,0,2.93,1.769
5,24,13,30,2.84,1.663
5,24,13,45,2.8,1.609
5,24,14,15,2.72,1.499
5,24,14,30,2.67,1.447
5,24,14,45,2.7,1.43
5,24,16,30,2.92,1.41
5,24,17,0,3,1.41
5,24,17,30,3.07,1.41
5,24,18,15,3.17,1.41
5,24,18,30,3.21,1.41
5,24,19,0,3.27,1.41
5,24,19,30,3.33,1.41
5,24,20,45,3.21,1.242
5,24,22,45,2.89,0.971
5,24,23,15,2.96,0.961
5,25,0,45,3.24,1.191
5,25,1,15,3.32,1.345
5,25,1,45,3.38,1.496
5,25,2,0,3.41,1.57
5,25,3,15,3.54,1.865
5,25,3,45,3.58,1.978
5,25,4,0,3.61,2.038
5,25,4,15,3.65,2.109
5,25,4,45,3.71,2.273
5,25,5,15,3.74,2.436
5,25,8,30,3.49,2.514
5,25,9,15,3.33,2.234
5,25,9,45,3.24,2.028
5,25,10,15,3.14,1.845
5,25,10,45,3.06,1.69
5,25,12,0,2.8,1.407
5,25,12,45,2.66,1.25
5,25,14,0,2.47,1.069
5,25,14,30,2.49,1.05
5,25,17,0,2.77,1.04
5,25,19,0,3.04,1.04
5,25,20,15,3.09,0.96
5,25,21,15,2.89,0.819
5,25,22,15,2.69,0.73
5,25,23,0,2.66,0.72
5,26,0,0,2.82,0.748
5,26,0,15,2.87,0.842
5,26,1,45,3.14,1.425
5,26,2,15,3.25,1.602
5,26,3,15,3.5,1.939
5,26,3,30,3.56,2.025
5,26,3,45,3.63,2.111
5,26,4,0,3.69,2.195
5,26,4,15,3.76,2.289
5,26,8,45,3.81,2.681
5,26,9,0,3.75,2.595
5,26,10,45,3.42,2.066
5,26,12,0,3.2,1.625
5,26,13,0,3.02,1.362
5,26,13,15,2.97,1.311
5,26,15,15,2.69,1.04
5,26,16,30,2.76,1.03
5,26,17,30,2.88,1.029
5,26,20,45,3.14,0.944
5,26,23,0,2.68,0.76
5,27,0,0,2.76,0.784
5,27,1,30,2.97,1.313
5,27,2,0,3.05,1.469
5,27,2,45,3.16,1.671
5,27,3,30,3.24,1.86
5,27,3,45,3.27,1.921
5,27,4,0,3.31,1.984
5,27,6,15,3.6,2.722
5,27,10,0,2.97,1.748
5,27,11,0,2.74,1.459
5,27,11,45,2.63,1.285
5,27,12,15,2.58,1.215
5,27,12,30,2.56,1.177
5,27,13,30,2.51,1.085
5,27,13,45,2.52,1.08
5,27,14,30,2.52,1.07
5,27,16,0,2.64,1.07
5,27,16,30,2.69,1.07
5,27,20,15,2.98,1.029
5,27,21,15,2.81,0.805
5,27,22,15,2.64,0.636
5,27,23,30,2.55,0.519
5,27,23,45,2.61,0.51
5,28,0,30,2.76,0.699
5,28,0,45,2.81,0.784
5,28,2,45,3.18,1.461
5,28,3,0,3.24,1.546
5,28,3,45,3.44,1.817
5,28,4,45,3.71,2.191
5,28,5,0,3.77,2.285
5,28,6,30,4.02,2.836
5,28,7,30,4.09,2.826
5,28,8,15,4,2.733
5,28,10,0,3.58,2.101
5,28,11,0,3.29,1.866
5,28,12,0,3.02,1.644
5,28,13,0,2.76,1.433
5,28,14,0,2.52,1.239
5,28,15,0,2.3,1.061
5,28,16,30,2.42,1.06
5,28,17,0,2.46,1.06
5,28,18,0,2.58,1.06
5,28,18,15,2.62,1.06
5,28,20,45,2.72,0.875
5,28,21,0,2.71,0.851
5,28,22,45,2.72,0.77
5,28,23,0,2.75,0.77
5,28,23,30,2.78,0.77
5,29,1,0,2.95,1.045
5,29,1,30,3.05,1.202
5,29,3,45,3.44,1.899
5,29,4,15,3.53,2.055
5,29,4,45,3.64,2.223
5,29,5,30,3.77,2.539
5,29,6,15,3.91,2.841
5,29,13,0,2.8,2.005
5,29,14,0,2.58,1.804
5,29,14,45,2.43,1.655
5,29,15,15,2.35,1.582
5,29,18,45,2.35,1.36
5,29,19,30,2.4,1.335
5,29,19,45,2.41,1.325
5,29,20,15,2.39,1.239
5,29,20,45,2.29,1.111
5,29,21,45,2.09,0.911
5,29,22,0,2.05,0.875
5,30,1,30,2.52,1.347
5,30,2,30,2.7,1.664
5,30,4,15,2.98,2.186
5,30,5,0,3.09,2.459
5,30,7,0,3.29,3.03
5,30,9,15,2.86,2.388
5,30,11,45,2.81,1.955
5,30,12,15,2.84,1.932
5,30,12,45,2.85,1.92
5,30,13,0,2.87,1.915
5,30,13,15,2.88,1.91
5,30,13,30,2.89,1.909
5,30,15,45,3.03,1.803
5,30,17,0,3.19,1.748
5,30,17,30,3.25,1.73
5,30,18,15,3.34,1.692
5,30,18,45,3.4,1.67
5,30,19,0,3.42,1.661
5,30,22,15,2.89,1.114
5,31,0,0,2.72,0.923
5,31,0,30,2.82,1.06
5,31,0,45,2.87,1.132
5,31,2,0,3.13,1.48
5,31,2,15,3.18,1.55
5,31,4,15,3.52,2.128
5,31,5,30,3.7,2.593
5,31,5,45,3.73,2.686
5,31,7,0,3.81,2.96
5,31,7,15,3.79,2.903
5,31,8,15,3.57,2.735
5,31,9,30,3.25,2.309
5,31,12,15,3.08,1.843
5,31,13,45,3.12,1.614
5,31,17,0,3.17,1.54
5,31,17,15,3.18,1.54
5,31,17,45,3.2,1.54
5,31,19,0,3.23,1.54
5,31,19,45,3.24,1.539
5,31,20,0,3.24,1.505
5,31,21,45,2.85,1.173
5,31,22,0,2.79,1.136
6,1,0,30,2.89,1.095
6,1,1,30,3.1,1.397
6,1,2,0,3.2,1.532
6,1,2,45,3.35,1.698
6,1,3,0,3.4,1.751
6,1,3,30,3.49,1.865
6,1,5,30,3.76,2.54
6,1,5,45,3.79,2.634
6,1,6,45,3.84,2.947
6,1,7,30,3.77,2.869
6,1,10,30,2.95,1.922
6,1,10,45,2.89,1.859
6,1,11,30,2.7,1.672
6,1,13,0,2.36,1.431
6,1,13,15,2.34,1.418
6,1,14,0,2.34,1.408
6,1,15,0,2.43,1.4
6,1,16,15,2.58,1.4
6,1,17,0,2.69,1.401
6,1,19,30,2.98,1.4
6,1,20,15,2.98,1.323
6,1,22,15,2.58,0.867
6,1,22,45,2.5,0.798
6,2,0,0,2.43,0.731
6,2,3,30,3.2,1.857
6,2,4,30,3.42,2.179
6,2,6,0,3.73,2.664
6,2,6,30,3.82,2.823
6,2,8,30,3.59,2.58
6,2,10,0,3.23,2.146
6,2,10,45,3.06,1.936
6,2,12,0,3.1,1.662
6,2,12,15,3.13,1.629
6,2,13,0,3.19,1.541
6,2,14,30,3.36,1.44
6,2,14,45,3.39,1.44
6,2,15,30,3.43,1.422
6,2,16,15,3.46,1.4
6,2,18,0,3.55,1.4
6,2,19,45,3.45,1.265
6,2,20,0,3.39,1.217
6,2,21,30,3.07,0.983
6,3,0,0,2.75,0.73
6,3,0,45,2.88,0.957
6,3,5,30,3.64,2.403
6,3,9,15,3.28,2.186
6,3,11,0,2.81,1.559
6,3,12,0,2.6,1.244
6,3,14,0,2.62,1.2
6,3,17,0,2.84,1.201
6,3,17,15,2.85,1.201
6,3,18,15,2.92,1.2
6,3,19,15,2.98,1.2
6,3,19,45,3,1.201
6,3,21,0,3.06,1.156
6,4,0,0,2.64,0.742
6,4,1,15,2.84,1.099
6,4,2,15,3.05,1.414
6,4,2,30,3.1,1.491
6,4,5,30,3.72,2.443
6,4,7,15,3.89,2.803
6,4,9,15,3.48,2.349
6,4,10,0,3.25,2.054
6,4,10,15,3.17,1.976
6,4,11,0,2.93,1.77
6,4,12,0,2.64,1.48
6,4,13,45,2.47,1.374
6,4,14,45,2.48,1.36
6,4,16,15,2.57,1.36
6,4,16,30,2.58,1.359
6,4,17,30,2.71,1.36
6,4,18,30,2.81,1.359
6,4,18,45,2.81,1.358
6,4,20,15,2.91,1.213
6,4,20,30,2.94,1.183
6,4,21,15,2.96,1.06
6,4,23,30,2.64,0.659
6,5,3,0,3.04,1.477
6,5,3,45,3.17,1.707
6,5,4,15,3.26,1.863
6,5,6,45,3.67,2.761
6,5,7,0,3.71,2.77
6,5,7,15,3.74,2.77
6,5,9,0,3.62,2.621
6,5,10,30,3.21,2.165
6,5,11,30,2.93,1.856
6,5,13,45,2.39,1.285
6,5,14,45,2.32,1.24
6,5,15,30,2.38,1.24
6,5,16,0,2.43,1.24
6,5,16,45,2.51,1.24
6,5,17,0,2.54,1.24
6,5,18,30,2.69,1.24
6,5,19,0,2.7,1.24
6,5,19,45,2.74,1.173
6,5,21,15,2.76,0.951
6,5,21,30,2.76,0.916
6,5,23,0,2.8,0.83
6,6,1,30,3.16,1.271
6,6,2,0,3.26,1.407
6,6,2,45,3.39,1.569
6,6,4,0,3.59,1.912
6,6,4,15,3.62,1.986
6,6,5,0,3.72,2.251
6,6,7,15,3.81,2.835
6,6,7,30,3.79,2.779
6,6,8,30,3.51,2.406
6,6,9,0,3.37,2.167
6,6,9,15,3.3,2.052
6,6,9,45,3.16,1.822
6,6,10,0,3.09,1.721
6,6,10,15,3.03,1.63
6,6,11,15,2.9,1.435
6,6,12,0,2.9,1.417
6,6,12,30,2.9,1.4
6,6,13,45,2.82,1.4
6,6,14,45,2.85,1.4
6,6,15,0,2.84,1.384
6,6,15,45,2.82,1.35
6,6,16,15,2.87,1.35
6,6,16,30,2.91,1.35
6,6,18,30,3.15,1.348
6,6,19,45,3.13,1.203
6,6,21,15,2.79,0.925
6,6,23,15,2.37,0.641
6,7,0,30,2.4,0.661
6,7,1,15,2.57,0.859
6,7,3,45,3.15,1.594
6,7,6,0,3.6,2.465
6,7,8,15,3.52,2.545
6,7,13,0,2.82,1.66
6,7,14,45,2.87,1.66
6,7,16,0,2.94,1.66
6,7,17,0,3.07,1.66
6,7,18,0,3.19,1.66
6,7,18,30,3.25,1.66
6,7,21,15,2.93,1.072
6,7,21,45,2.81,0.98
6,8,1,0,2.64,1.017
6,8,1,30,2.76,1.163
6,8,4,30,3.29,2.065
6,8,5,30,3.42,2.421
6,8,6,0,3.47,2.597
6,8,7,0,3.5,2.829
6,8,8,15,3.26,2.546
6,8,8,30,3.18,2.455
6,8,8,45,3.11,2.367
6,8,13,0,2.63,1.59
6,8,14,30,2.72,1.59
6,8,15,0,2.75,1.59
6,8,15,15,2.77,1.59
6,8,19,15,3.2,1.563
6,8,20,15,3.09,1.363
6,9,0,45,2.44,1.088
6,9,2,30,2.85,1.767
6,9,6,0,3.62,2.947
6,9,7,30,3.86,2.987
6,9,7,45,3.81,2.913
6,9,8,45,3.53,2.533
6,9,9,30,3.34,2.249
6,9,10,15,3.15,1.996
6,9,12,30,3.04,1.696
6,9,12,45,3.05,1.687
6,9,14,30,3.14,1.64
6,9,15,45,3.23,1.63
6,9,16,0,3.25,1.63
6,9,16,15,3.27,1.63
6,9,17,0,3.34,1.63
6,9,17,15,3.38,1.63
6,9,19,15,3.27,1.387
6,9,19,30,3.22,1.344
6,9,20,30,3.02,1.141
6,9,21,0,2.91,1.023
6,9,22,0,2.68,0.803
6,9,23,15,2.48,0.64
6,10,0,30,2.73,0.783
6,10,0,45,2.79,0.865
6,10,2,0,2.99,1.311
6,10,4,0,3.28,1.9
6,10,5,0,3.41,2.237
6,10,5,30,3.44,2.417
6,10,6,0,3.47,2.599
6,10,6,30,3.5,2.756
6,10,9,30,2.93,1.883
6,10,9,45,2.86,1.774
6,10,11,30,2.78,1.54
6,10,13,0,2.75,1.53
6,10,13,30,2.76,1.53
6,10,14,15,2.77,1.53
6,10,15,45,2.79,1.53
6,10,16,0,2.8,1.53
6,10,16,15,2.81,1.53
6,10,16,45,2.83,1.531
6,10,18,30,2.94,1.471
6,10,21,30,2.33,0.833
6,10,22,0,2.23,0.741
6,10,23,45,2.06,0.59
6,11,0,0,2.11,0.607
6,11,0,30,2.22,0.753
6,11,0,45,2.27,0.828
6,11,1,45,2.42,1.179
6,11,2,15,2.52,1.361
6,11,2,45,2.64,1.545
6,11,3,15,2.75,1.729
6,11,3,45,2.85,1.913
6,11,5,45,3.31,2.715
6,11,7,0,3.57,3.01
6,11,9,15,3.4,2.411
6,11,11,0,2.9,1.605
6,11,12,0,2.83,1.463
6,11,14,15,2.86,1.367
6,11,14,30,2.86,1.355
6,11,14,45,2.87,1.347
6,11,15,30,2.9,1.328
6,11,15,45,2.92,1.321
6,11,17,0,3.03,1.32
6,11,17,15,3.06,1.32
6,11,17,30,3.09,1.32
6,11,18,15,3.19,1.311
6,11,19,15,3.05,1.077
6,11,20,15,2.86,0.823
6,11,20,45,2.75,0.681
6,11,22,0,2.52,0.4
6,11,22,30,2.44,0.309
6,11,22,45,2.41,0.272
6,11,23,45,2.29,0.18
6,12,0,0,2.33,0.192
6,12,0,30,2.36,0.292
6,12,1,30,2.47,0.651
6,12,1,45,2.5,0.747
6,12,2,0,2.54,0.844
6,12,2,30,2.64,1.038
6,12,3,0,2.77,1.235
6,12,3,15,2.83,1.317
6,12,8,0,3.85,2.628
6,12,8,45,3.76,2.491
6,12,11,15,3.06,1.765
6,12,11,30,2.99,1.69
6,12,11,45,2.92,1.623
6,12,12,15,2.83,1.546
6,12,12,45,2.83,1.534
6,12,14,0,2.86,1.464
6,12,14,30,2.88,1.449
6,12,16,0,3.01,1.44
6,12,16,30,3.06,1.44
6,12,18,0,3.24,1.44
6,12,18,30,3.31,1.44
6,12,21,15,3.27,1.343
6,12,23,0,3.2,1.25
6,13,1,0,3.55,1.471
6,13,1,15,3.59,1.554
6,13,2,0,3.71,1.791
6,13,2,15,3.73,1.847
6,13,4,30,3.75,2.402
6,13,5,0,3.76,2.554
6,13,7,30,3.92,2.929
6,13,7,45,3.85,2.839
6,13,9,0,3.5,2.227
6,13,10,30,3.21,1.683
6,13,11,0,3.19,1.593
6,13,12,0,3.17,1.496
6,13,14,15,3.09,1.379
6,13,14,30,3.08,1.363
6,13,16,15,3.11,1.309
6,13,16,30,3.13,1.3
6,13,17,0,3.17,1.267
6,13,18,15,3.21,1.197
6,13,20,0,2.89,0.948
6,14,0,0,2.64,0.604
6,14,0,30,2.73,0.714
6,14,1,30,2.93,1.033
6,14,1,45,2.98,1.115
6,14,2,15,3.09,1.276
6,14,2,45,3.19,1.413
6,14,4,30,3.59,1.943
6,14,10,0,3.73,2.038
6,14,10,45,3.62,1.863
6,14,11,0,3.58,1.819
6,14,13,15,3.31,1.605
6,14,14,0,3.22,1.589
6,14,15,45,3.06,1.501
6,14,17,15,3.21,1.339
6,14,18,45,3.28,1.269
6,14,19,0,3.28,1.247
6,14,19,15,3.25,1.213
6,14,20,15,3.04,1.029
6,14,20,45,2.93,0.912
6,14,22,15,2.63,0.668
6,14,22,30,2.63,0.661
6,14,23,45,2.76,0.661
6,15,0,0,2.82,0.679
6,15,0,15,2.87,0.727
6,15,0,30,2.9,0.783
6,15,1,30,3.09,1.077
6,15,2,15,3.22,1.297
6,15,3,0,3.34,1.502
6,15,4,0,3.5,1.756
6,15,5,0,3.64,2.056
6,15,6,0,3.74,2.349
6,15,6,15,3.75,2.421
6,15,6,45,3.78,2.553
6,15,7,0,3.79,2.555
6,15,8,0,3.65,2.396
6,15,9,0,3.42,2.034
6,15,11,30,2.97,1.488
6,15,12,0,2.89,1.43
6,15,17,15,2.68,1.285
6,15,17,45,2.72,1.266
6,15,18,0,2.75,1.26
6,15,19,0,2.89,1.247
6,15,19,15,2.93,1.227
6,15,20,45,2.79,0.994
6,15,21,0,2.73,0.931
6,15,22,0,2.57,0.83
6,15,22,15,2.58,0.83
6,15,22,30,2.58,0.83
6,15,23,0,2.62,0.83
6,16,0,0,2.78,0.842
6,16,0,15,2.82,0.893
6,16,1,0,2.92,1.115
