month,day,hour,min,n_px,n_p
3,19,13,30,3.03,1.778
3,19,14,45,3.09,1.612
3,19,16,0,3.17,1.455
3,19,16,15,3.19,1.427
3,19,16,45,3.22,1.371
3,19,17,15,3.26,1.331
3,19,18,15,3.3,1.239
3,19,19,15,3.12,1.091
3,19,21,45,2.73,0.753
3,20,0,0,2.75,0.951
3,20,2,15,3.14,1.687
3,20,3,0,3.28,1.953
3,20,4,0,3.46,2.304
3,20,4,45,3.6,2.563
3,20,6,45,3.89,2.817
3,20,8,45,3.82,2.511
3,20,9,0,3.77,2.469
3,20,9,45,3.62,2.348
3,20,10,45,3.43,2.179
3,20,11,0,3.38,2.138
3,20,13,30,2.97,1.715
3,20,14,15,2.9,1.589
3,20,15,30,2.8,1.389
3,20,17,15,2.77,1.309
3,20,20,0,2.71,1.093
3,20,20,30,2.73,1.055
3,20,20,45,2.74,1.035
3,20,21,45,2.82,0.957
3,20,22,30,2.92,0.93
3,21,1,0,3.33,1.631
3,21,1,15,3.38,1.715
3,21,2,15,3.55,2.046
3,21,2,45,3.64,2.21
3,21,5,15,4.04,3.024
3,21,5,30,4.06,3.073
3,21,7,0,3.95,2.966
3,21,8,0,3.71,2.777
3,21,9,15,3.4,2.536
3,21,10,45,3.05,2.255
3,21,12,45,2.96,2.033
3,21,14,15,2.98,1.891
3,21,17,0,2.96,1.588
3,21,17,30,2.88,1.503
3,21,18,30,2.71,1.298
3,21,19,45,2.46,1.066
3,21,20,0,2.4,1.017
3,22,0,0,2.76,1.302
3,22,0,30,2.85,1.458
3,22,0,45,2.9,1.535
3,22,2,0,3.13,1.921
3,22,2,45,3.28,2.157
3,22,3,45,3.47,2.468
3,22,4,0,3.52,2.547
3,22,4,45,3.65,2.781
3,22,5,45,3.79,3.063
3,22,6,0,3.81,3.05
3,22,10,15,3.1,2.283
3,22,10,45,3.1,2.216
3,22,13,15,3.17,1.902
3,22,14,15,3.2,1.777
3,22,17,0,3.15,1.392
3,22,17,30,3.09,1.287
3,22,19,30,2.73,0.85
3,22,20,0,2.61,0.774
3,22,22,45,2.51,0.603
3,23,0,0,2.73,0.928
3,23,2,15,3.07,1.767
3,23,6,15,3.59,3.019
3,23,12,0,2.92,1.888
3,23,12,45,2.97,1.799
3,23,13,0,2.98,1.769
3,23,13,30,3.01,1.709
3,23,16,15,3.23,1.407
3,23,16,30,3.26,1.389
3,23,18,30,3.07,1.003
3,23,20,15,2.7,0.586
3,23,22,30,2.36,0.31
3,23,23,0,2.44,0.325
3,24,0,15,2.65,0.709
3,24,0,45,2.73,0.893
3,24,2,15,2.95,1.45
3,24,4,15,3.33,2.189
3,24,4,45,3.42,2.371
3,24,5,15,3.49,2.553
3,24,7,30,3.45,2.507
3,24,8,0,3.32,2.388
3,24,8,30,3.18,2.291
3,24,13,0,2.79,1.536
3,24,14,45,2.84,1.304
3,24,16,45,2.67,1.087
3,24,22,0,1.88,0.57
3,25,0,15,2.21,1.042
3,25,1,15,2.36,1.403
3,25,2,15,2.52,1.749
3,25,2,30,2.58,1.831
3,25,3,45,2.8,2.273
3,25,5,0,2.94,2.701
3,25,5,30,3,2.876
3,25,6,0,3.07,2.94
3,25,6,30,3.09,2.94
3,25,8,30,2.62,2.443
3,25,9,0,2.58,2.407
3,25,10,15,2.55,2.311
3,25,11,0,2.57,2.226
3,25,11,30,2.59,2.171
3,25,14,15,2.68,1.851
3,25,15,0,2.72,1.735
3,25,15,15,2.74,1.698
3,25,15,30,2.76,1.661
3,25,16,30,2.63,1.513
3,25,17,30,2.46,1.373
3,25,18,0,2.38,1.296
3,25,19,15,2.15,1.101
3,25,21,15,1.84,0.769
3,25,21,45,1.89,0.729
3,25,22,30,1.98,0.72
3,25,22,45,2.02,0.72
3,26,2,45,2.72,1.877
3,26,4,30,3.11,2.447
3,26,8,15,3.41,2.595
3,26,9,30,3.07,2.275
3,26,11,15,2.78,1.9
3,26,12,15,2.76,1.79
3,26,12,45,2.76,1.737
3,26,13,15,2.76,1.689
3,26,14,45,2.81,1.541
3,26,16,0,2.9,1.45
3,26,18,15,2.81,1.266
3,26,21,0,2.31,0.819
3,27,8,45,3.44,2.702
3,27,9,45,3.46,2.589
3,27,10,0,3.45,2.557
3,27,11,15,3.31,2.397
3,27,12,30,3.07,2.195
3,27,13,0,2.97,2.113
3,27,13,45,2.84,1.99
3,27,14,15,2.76,1.908
3,27,15,0,2.65,1.787
3,27,17,30,2.73,1.461
3,27,18,45,2.83,1.351
3,27,19,30,2.84,1.284
3,27,20,0,2.86,1.243
3,28,1,45,3.34,1.809
3,28,2,15,3.43,1.975
3,28,3,45,3.69,2.466
3,28,4,45,3.87,2.797
3,28,6,15,4.06,3.111
3,28,15,0,2.86,1.672
3,28,16,45,2.91,1.54
3,28,17,30,2.96,1.523
3,28,19,0,3.03,1.402
3,28,20,0,2.96,1.299
3,28,20,30,2.84,1.235
3,28,22,0,2.44,0.999
3,28,23,45,2.5,0.94
3,29,1,45,2.85,1.522
3,29,2,30,2.98,1.763
3,29,3,15,3.11,2.001
3,29,4,30,3.4,2.396
3,29,7,0,3.84,3.06
3,29,7,15,3.86,3.06
3,29,7,45,3.89,3.06
3,29,8,15,3.84,2.993
3,29,9,45,3.47,2.737
3,29,10,15,3.33,2.676
3,29,12,15,2.82,2.293
3,29,14,30,2.45,1.803
3,29,14,45,2.45,1.792
3,29,16,0,2.45,1.689
3,29,18,0,2.58,1.508
3,29,19,15,2.66,1.403
3,29,19,45,2.68,1.358
3,29,20,45,2.52,1.201
3,29,22,30,2.2,0.98
3,29,23,45,2.34,0.96
3,30,2,30,2.76,1.887
3,30,5,15,3.2,2.723
3,30,5,30,3.25,2.794
3,30,8,15,3.38,2.874
3,30,11,0,2.64,2.237
3,30,12,15,2.58,2.091
3,30,13,0,2.58,1.976
3,30,13,45,2.56,1.879
3,30,14,30,2.56,1.784
3,30,15,0,2.56,1.729
3,30,15,30,2.56,1.671
3,30,17,0,2.68,1.557
3,30,17,30,2.73,1.525
3,30,17,45,2.75,1.51
3,30,18,15,2.79,1.487
3,30,20,0,2.72,1.318
3,30,20,15,2.66,1.27
3,30,20,30,2.6,1.223
3,30,21,0,2.47,1.139
3,30,21,15,2.4,1.094
3,30,22,45,2.24,0.969
3,30,23,0,2.26,0.969
3,31,0,15,2.42,1.081
3,31,1,15,2.6,1.441
3,31,1,30,2.65,1.531
3,31,2,30,2.85,1.871
3,31,3,30,3.06,2.154
3,31,3,45,3.1,2.223
3,31,4,0,3.15,2.295
3,31,8,0,3.51,2.876
3,31,9,0,3.25,2.647
3,31,9,45,3.05,2.487
3,31,10,15,2.89,2.399
3,31,11,15,2.61,2.243
3,31,11,30,2.59,2.229
3,31,12,0,2.54,2.203
3,31,12,15,2.52,2.173
3,31,12,30,2.52,2.143
3,31,13,45,2.45,1.95
3,31,14,0,2.45,1.91
3,31,14,30,2.45,1.83
3,31,15,45,2.45,1.637
3,31,19,0,2.6,1.321
3,31,19,30,2.6,1.284
3,31,23,30,2,0.871
4,1,1,0,2.18,1.224
4,1,1,45,2.3,1.471
4,1,3,15,2.55,1.953
4,1,6,0,3.05,2.794
4,1,7,45,3.08,2.925
4,1,8,0,3.02,2.864
4,1,8,15,2.96,2.792
4,1,8,30,2.88,2.717
4,1,11,15,2.07,2.191
4,1,13,45,2,1.797
4,1,15,30,2,1.531
4,1,15,45,1.99,1.493
4,1,17,30,2.06,1.268
4,1,18,45,2.15,1.182
4,1,19,0,2.15,1.165
4,1,20,45,2.11,0.993
4,1,21,0,2.05,0.962
4,1,22,0,1.81,0.824
4,1,23,30,1.63,0.7
4,2,0,15,1.73,0.807
4,2,1,45,1.91,1.271
4,2,2,15,1.98,1.432
4,2,4,15,2.33,2.168
4,2,5,45,2.6,2.711
4,2,6,30,2.72,2.933
4,2,7,45,2.93,3
4,2,8,15,2.99,2.985
4,2,8,45,3.01,2.911
4,2,9,15,2.99,2.84
4,2,11,0,2.81,2.579
4,2,11,45,2.75,2.511
4,2,12,15,2.71,2.447
4,2,14,15,2.67,2.19
4,2,15,0,2.66,2.122
4,2,15,15,2.67,2.098
4,2,15,30,2.67,2.069
4,2,16,45,2.71,1.99
4,2,17,0,2.73,1.98
4,2,17,30,2.76,1.955
4,2,18,0,2.79,1.925
4,2,18,15,2.81,1.912
4,2,18,45,2.84,1.893
4,2,20,15,2.89,1.765
4,2,20,30,2.85,1.7
4,2,23,0,2.42,1.126
4,2,23,15,2.38,1.102
4,3,1,45,2.05,1.166
4,3,7,15,2.83,2.65
4,3,8,0,2.97,2.65
4,3,8,15,3.01,2.65
4,3,9,30,3.07,2.65
4,3,9,45,3.05,2.65
4,3,11,0,2.94,2.605
4,3,11,15,2.91,2.594
4,3,13,15,2.81,2.475
4,3,14,30,2.83,2.42
4,3,15,30,2.88,2.389
4,3,21,45,2.86,1.879
4,3,23,15,2.65,1.572
4,4,0,30,2.63,1.633
4,4,0,45,2.65,1.697
4,4,1,30,2.79,1.877
4,4,2,45,3.07,2.171
4,4,4,0,3.35,2.455
4,4,4,45,3.52,2.598
4,4,6,0,3.77,2.845
4,4,9,15,3.55,2.761
4,4,10,15,3.29,2.635
4,4,11,0,3.1,2.539
4,4,11,15,3.04,2.503
4,4,12,30,2.73,2.283
4,4,12,45,2.72,2.236
4,4,14,15,2.63,2.059
4,4,14,45,2.58,1.987
4,4,16,15,2.47,1.797
4,4,17,30,2.5,1.71
4,4,17,45,2.5,1.693
4,4,18,30,2.48,1.636
4,5,0,30,2.21,1.183
4,5,2,15,2.56,1.663
4,5,2,45,2.66,1.797
4,5,4,0,2.94,2.129
4,5,4,30,3.06,2.259
4,5,5,30,3.26,2.52
4,5,7,0,3.42,2.77
4,5,8,30,3.43,2.716
4,5,11,0,3.17,2.403
4,5,11,30,3.05,2.331
4,5,13,30,2.63,2.055
4,5,14,30,2.64,1.923
4,5,16,0,2.68,1.733
4,5,17,0,2.77,1.667
4,5,17,30,2.83,1.655
4,5,17,45,2.85,1.648
4,5,19,15,2.65,1.471
4,5,21,0,2.26,1.189
4,5,22,0,2.03,1.033
4,5,22,30,2.05,1.02
4,5,23,15,2.1,1.02
4,6,0,30,2.3,1.163
4,6,1,30,2.51,1.425
4,6,2,0,2.61,1.553
4,6,3,0,2.83,1.817
4,6,4,45,3.21,2.265
4,6,5,15,3.31,2.398
4,6,8,15,3.39,2.583
4,6,10,30,2.81,2.13
4,6,12,15,2.52,1.849
4,6,14,30,2.54,1.738
4,6,16,0,2.55,1.603
4,6,17,0,2.6,1.534
4,6,18,0,2.65,1.472
4,6,20,0,2.67,1.415
4,6,21,0,2.42,1.244
4,6,22,0,2.15,1.075
4,6,22,45,2.17,0.964
4,6,23,45,2.26,0.94
4,7,0,15,2.32,1.024
4,7,0,30,2.36,1.094
4,7,1,30,2.55,1.371
4,7,2,0,2.64,1.508
4,7,5,45,3.41,2.526
4,7,6,30,3.54,2.725
4,7,7,0,3.6,2.78
4,7,8,30,3.32,2.513
4,7,10,30,2.73,2.071
4,7,12,0,2.44,1.812
4,7,12,30,2.43,1.765
4,7,15,15,2.23,1.614
4,7,15,45,2.22,1.567
4,7,19,15,2.22,1.336
4,7,19,30,2.21,1.326
4,7,20,0,2.19,1.287
4,7,23,15,1.79,0.92
4,8,0,0,1.88,0.935
4,8,0,15,1.92,0.983
4,8,0,30,1.96,1.033
4,8,0,45,2,1.083
4,8,1,45,2.19,1.303
4,8,2,15,2.29,1.431
4,8,2,30,2.34,1.496
4,8,4,15,2.68,1.94
4,8,5,45,2.94,2.319
4,8,6,45,3.09,2.554
4,8,7,30,3.08,2.465
4,8,13,0,2.11,1.428
4,8,14,15,2.05,1.38
4,8,14,45,2.02,1.38
4,8,15,30,2.04,1.38
4,8,16,30,2.06,1.377
4,8,20,30,2.2,1.082
4,8,21,30,1.92,0.93
4,8,22,30,1.87,0.846
4,8,23,15,1.91,0.82
4,8,23,30,1.94,0.812
4,9,0,30,2.09,0.933
4,9,1,0,2.16,1.051
4,9,1,30,2.24,1.169
4,9,4,45,2.89,1.967
4,9,5,0,2.94,2.029
4,9,6,30,3.23,2.426
4,9,7,15,3.36,2.5
4,9,7,45,3.43,2.501
4,9,8,15,3.45,2.501
4,9,9,0,3.42,2.497
4,9,10,0,3.29,2.42
4,9,12,45,3.02,2.091
4,9,13,0,3,2.065
4,9,14,45,2.85,1.927
4,9,15,15,2.84,1.888
4,9,15,30,2.84,1.873
4,9,18,15,2.91,1.663
4,9,19,0,2.94,1.596
4,9,19,45,2.8,1.381
4,9,20,0,2.75,1.315
4,9,20,45,2.6,1.097
4,9,21,30,2.44,0.886
4,9,21,45,2.39,0.817
4,9,23,30,2.11,0.395
4,10,1,0,2.26,0.593
4,10,2,30,2.48,1.027
4,10,3,15,2.61,1.219
4,10,3,30,2.65,1.293
4,10,4,0,2.73,1.466
4,10,5,0,2.93,1.808
4,10,5,15,2.97,1.893
4,10,5,30,3,1.978
4,10,6,15,3.1,2.232
4,10,8,45,3.43,2.389
4,10,9,30,3.4,2.297
4,10,10,30,3.22,2.18
4,10,12,45,2.86,1.936
4,10,13,15,2.84,1.903
4,10,14,45,2.74,1.743
4,10,17,15,2.81,1.6
4,10,18,30,2.87,1.56
4,10,20,0,2.9,1.475
4,10,20,45,2.89,1.397
4,10,22,15,2.89,1.189
4,10,23,0,2.96,1.081
4,10,23,15,2.98,1.066
4,11,0,30,3.16,1.181
4,11,1,0,3.25,1.303
4,11,1,15,3.29,1.367
4,11,1,30,3.34,1.428
4,11,2,15,3.48,1.618
4,11,3,0,3.62,1.827
4,11,4,45,3.9,2.326
4,11,5,15,3.97,2.476
4,11,7,45,4.08,2.905
4,11,9,0,3.69,2.641
4,11,11,30,2.97,1.794
4,11,12,0,2.94,1.745
4,11,12,30,2.91,1.717
4,11,14,0,2.81,1.65
4,11,14,30,2.78,1.65
4,11,15,0,2.76,1.65
4,11,18,30,2.86,1.509
4,11,21,30,2.2,1.094
4,11,21,45,2.13,1.058
4,11,22,0,2.06,1.026
4,12,0,30,2.18,1.173
4,12,2,0,2.44,1.627
4,12,3,45,2.77,2.153
4,12,4,45,2.98,2.45
4,12,7,0,3.33,3.01
4,12,7,45,3.36,3.01
4,12,8,0,3.3,3.002
4,12,12,0,2.08,2.263
4,12,12,15,2.01,2.214
4,12,13,45,2.1,2.015
4,12,16,0,2.2,1.707
4,12,17,45,2.38,1.68
4,12,19,0,2.47,1.66
4,12,19,15,2.49,1.657
4,12,20,0,2.35,1.546
4,12,21,15,2,1.303
4,12,21,45,1.93,1.268
4,12,23,0,1.93,1.26
4,13,0,0,2.1,1.277
4,13,0,30,2.17,1.375
4,13,0,45,2.21,1.426
4,13,2,0,2.44,1.77
4,13,4,30,2.92,2.386
4,13,5,15,3.07,2.554
4,13,5,30,3.11,2.61
4,13,6,15,3.25,2.809
4,13,6,30,3.29,2.879
4,13,6,45,3.31,2.917
4,13,9,0,2.89,2.72
4,13,12,0,2.37,1.954
4,13,15,15,2.5,1.561
4,13,16,45,2.57,1.499
4,13,17,15,2.6,1.49
4,13,18,30,2.66,1.48
4,13,20,15,2.72,1.48
4,13,20,30,2.72,1.48
4,13,22,0,2.76,1.48
4,13,22,30,2.79,1.48
4,13,23,0,2.84,1.48
4,13,23,45,2.94,1.48
4,14,0,0,2.98,1.499
4,14,0,45,3.09,1.645
4,14,1,0,3.13,1.696
4,14,1,15,3.18,1.747
4,14,1,30,3.23,1.797
4,14,1,45,3.28,1.851
4,14,4,0,3.7,2.381
4,14,7,0,3.99,2.955
4,14,7,15,3.97,2.917
4,14,8,30,3.79,2.813
4,14,10,30,3.16,2.293
4,14,13,30,2.82,1.442
4,14,14,0,2.78,1.43
4,14,15,30,2.64,1.314
4,14,16,0,2.6,1.29
4,14,16,15,2.58,1.283
4,14,16,30,2.57,1.279
4,14,18,45,2.53,1.28
4,14,19,15,2.52,1.277
4,14,19,45,2.46,1.206
4,14,23,30,2.15,0.76
4,15,0,15,2.25,0.823
4,15,3,15,2.7,1.662
4,15,7,45,3.47,2.73
4,15,9,30,3.12,2.397
4,15,10,45,2.7,1.808
4,15,11,15,2.56,1.61
4,15,11,30,2.52,1.56
4,15,11,45,2.48,1.513
4,15,12,0,2.45,1.47
4,15,12,15,2.41,1.445
4,15,13,45,2.25,1.41
4,15,14,0,2.24,1.4
4,15,16,15,2.25,1.28
4,15,18,15,2.31,1.28
4,15,23,45,2.5,1.145
4,16,1,0,2.66,1.337
4,16,2,15,2.86,1.704
4,16,2,45,2.97,1.853
4,16,3,0,3.02,1.923
4,16,3,30,3.11,2.072
4,16,3,45,3.16,2.143
4,16,4,0,3.21,2.215
4,16,4,15,3.26,2.287
4,16,5,0,3.42,2.501
4,16,5,15,3.47,2.574
4,16,5,30,3.51,2.645
4,16,6,0,3.61,2.79
4,16,6,15,3.66,2.862
4,16,8,0,3.99,2.991
4,16,14,30,2.58,1.341
4,16,15,15,2.53,1.303
4,16,15,45,2.51,1.291
4,16,17,15,2.5,1.27
4,16,17,30,2.51,1.27
4,16,18,30,2.54,1.27
4,16,19,0,2.53,1.27
4,16,19,30,2.52,1.239
4,16,23,45,2.63,0.963
4,17,0,45,2.73,1.123
4,17,2,45,3.03,1.672
4,17,4,0,3.28,2.027
4,17,7,15,3.89,2.93
4,17,8,30,3.89,2.819
4,17,8,45,3.84,2.733
4,17,11,30,3.25,1.836
4,17,11,45,3.22,1.799
4,17,12,45,3.1,1.77
4,17,15,15,3.11,1.623
4,17,16,0,3.18,1.563
4,17,16,45,3.2,1.517
4,17,17,30,3.29,1.463
4,17,17,45,3.32,1.443
4,17,18,45,3.44,1.355
4,17,19,15,3.49,1.285
4,17,20,0,3.56,1.175
4,17,21,0,3.6,1.034
4,17,21,45,3.61,0.934
4,17,22,0,3.61,0.898
4,17,22,45,3.64,0.818
4,18,0,15,3.76,0.832
4,18,1,0,3.82,1.041
4,18,1,15,3.85,1.109
4,18,1,30,3.87,1.183
4,18,2,0,3.92,1.337
4,18,3,15,3.98,1.813
4,18,4,45,4.08,2.399
4,18,12,0,3.05,1.837
4,18,12,15,3.02,1.791
4,18,12,45,2.98,1.715
4,18,13,45,2.93,1.572
4,18,15,15,2.93,1.371
4,18,17,45,3,1.173
4,18,18,15,3.02,1.149
4,18,18,30,3,1.134
4,18,19,15,2.83,1.076
4,18,20,30,2.49,0.97
4,18,22,30,2.3,0.84
4,18,23,15,2.36,0.84
4,19,0,45,2.6,1.092
4,19,2,30,2.89,1.671
4,19,4,0,3.14,2.176
4,19,6,15,3.51,2.968
4,19,6,45,3.57,3.127
4,19,7,30,3.68,3.125
4,19,7,45,3.64,3.099
4,19,8,0,3.59,3.063
4,19,11,45,2.65,1.917
4,19,13,30,2.64,1.616
4,19,13,45,2.66,1.594
4,19,14,30,2.7,1.543
4,19,16,15,2.83,1.393
4,19,18,15,3.01,1.283
4,19,18,45,3.03,1.27
4,19,20,0,2.92,1.187
4,19,21,15,2.6,1.052
4,19,22,45,2.55,1.002
4,20,0,0,2.66,1.019
4,20,1,15,2.78,1.268
4,20,1,45,2.85,1.39
4,20,2,0,2.88,1.452
4,20,2,30,2.95,1.575
4,20,3,15,3.02,1.759
4,20,3,30,3.05,1.822
4,20,3,45,3.08,1.883
4,20,4,45,3.2,2.128
4,20,5,30,3.28,2.312
4,20,6,45,3.39,2.612
4,20,7,15,3.44,2.62
4,20,8,45,3.33,2.46
4,20,9,30,3.27,2.339
4,20,11,0,3.13,2.099
4,20,11,15,3.1,2.06
4,20,12,15,3.02,1.907
4,20,13,45,2.94,1.685
4,20,14,45,2.87,1.543
4,20,15,0,2.87,1.54
4,20,20,30,2.88,1.101
4,20,22,45,2.45,0.91
4,21,4,15,3.32,2.357
4,21,5,0,3.43,2.597
4,21,5,30,3.47,2.743
4,21,6,0,3.53,2.885
4,21,6,15,3.56,2.957
4,21,6,30,3.58,3.029
4,21,8,0,3.55,2.915
4,21,8,15,3.51,2.85
4,21,12,45,2.85,1.666
4,21,13,15,2.87,1.62
4,21,13,45,2.89,1.579
4,21,14,45,2.93,1.501
4,21,15,15,2.95,1.452
4,21,15,45,2.98,1.419
4,21,17,45,3.16,1.285
4,21,20,0,2.89,1.148
4,21,21,45,2.46,0.975
4,22,0,30,2.72,1.099
4,22,0,45,2.75,1.167
4,22,1,45,2.93,1.455
4,22,3,15,3.19,1.936
4,22,3,30,3.23,2.016
4,22,4,30,3.39,2.333
4,22,5,45,3.59,2.729
4,22,6,15,3.65,2.889
4,22,6,30,3.67,2.969
4,22,6,45,3.67,3.033
4,22,9,15,3.19,2.574
4,22,13,15,2.38,1.474
4,22,16,15,2.6,1.28
4,22,16,30,2.63,1.255
4,22,20,30,2.7,0.992
4,22,20,45,2.64,0.963
4,22,21,45,2.42,0.841
4,22,22,30,2.42,0.787
4,23,2,15,2.9,1.403
4,23,2,30,2.94,1.475
4,23,3,30,3.14,1.771
4,23,3,45,3.19,1.861
4,23,6,15,3.53,2.796
4,23,8,0,3.72,2.95
4,23,8,15,3.67,2.924
4,23,9,30,3.34,2.715
4,23,9,45,3.26,2.675
4,23,12,45,2.59,2.081
4,23,13,0,2.57,2.045
4,23,14,0,2.51,1.886
4,23,16,15,2.49,1.533
4,23,17,0,2.51,1.46
4,23,21,15,2.38,0.919
4,23,23,15,2.42,0.8
4,23,23,30,2.46,0.8
4,24,2,0,2.8,1.435
4,24,3,0,2.97,1.755
4,24,4,45,3.31,2.319
4,24,6,15,3.5,2.809
4,24,10,45,2.97,2.376
4,24,11,0,2.88,2.304
4,24,11,30,2.72,2.157
4,24,12,45,2.36,1.828
4,24,13,15,2.29,1.749
4,24,14,0,2.3,1.705
4,24,14,45,2.31,1.657
4,24,15,30,2.3,1.613
4,24,16,15,2.33,1.584
4,24,21,30,2.34,0.949
4,25,0,45,2.72,1.132
4,25,1,0,2.76,1.209
4,25,1,30,2.85,1.365
4,25,2,45,3.08,1.757
4,25,4,30,3.35,2.305
4,25,4,45,3.38,2.383
4,25,5,15,3.43,2.539
4,25,7,30,3.71,2.993
4,25,8,0,3.67,2.923
4,25,10,0,3.28,2.314
4,25,12,15,2.63,1.59
4,25,13,30,2.53,1.409
4,25,14,45,2.61,1.305
4,25,15,15,2.64,1.275
4,25,16,15,2.72,1.229
4,25,17,45,2.87,1.181
4,25,18,15,2.91,1.169
4,25,19,15,2.98,1.139
4,25,19,45,3.01,1.116
4,25,20,15,2.98,1.054
4,25,20,30,2.92,1.007
4,25,22,0,2.68,0.86
4,25,22,15,2.69,0.86
4,25,22,45,2.73,0.86
4,26,0,0,2.92,0.884
4,26,2,15,3.28,1.633
4,26,2,30,3.32,1.722
4,26,4,45,3.72,2.402
4,26,5,0,3.77,2.471
4,26,6,30,3.89,2.872
4,26,7,15,3.91,2.91
4,26,8,30,3.71,2.675
4,26,8,45,3.65,2.594
4,26,9,15,3.53,2.434
4,26,10,15,3.3,2.103
4,26,10,30,3.24,2.02
4,26,10,45,3.18,1.942
4,26,11,0,3.12,1.878
4,26,11,15,3.1,1.822
4,26,12,45,3.04,1.562
4,26,13,45,2.99,1.43
4,26,14,15,2.97,1.364
4,26,15,30,2.94,1.219
4,26,16,30,2.96,1.2
4,26,19,15,3.1,1.115
4,26,22,45,2.47,0.72
4,26,23,0,2.5,0.72
4,27,2,30,3.04,1.586
4,27,3,0,3.12,1.755
4,27,3,30,3.21,1.921
4,27,5,0,3.46,2.417
4,27,6,15,3.65,2.831
4,27,7,30,3.72,2.939
4,27,10,0,3.1,2.385
4,27,11,0,2.87,2.142
4,27,12,0,2.88,1.886
4,27,14,15,3.01,1.548
4,27,15,0,3,1.465
4,27,15,15,3,1.437
4,27,15,30,3.01,1.408
4,27,17,0,3.15,1.3
4,27,19,30,3.16,1.163
4,27,20,30,2.94,0.993
4,27,21,0,2.82,0.893
4,27,21,30,2.69,0.801
4,28,1,15,2.96,1.125
4,28,1,30,2.98,1.207
4,28,2,15,3.13,1.453
4,28,3,30,3.39,1.862
4,28,4,30,3.58,2.187
4,28,4,45,3.63,2.268
4,28,5,30,3.76,2.518
4,28,6,30,3.92,2.911
4,28,8,30,3.67,2.799
4,28,8,45,3.61,2.761
4,28,9,30,3.44,2.64
4,28,11,0,3.12,2.389
4,28,11,15,3.07,2.337
4,28,11,30,3.02,2.294
4,28,11,45,2.97,2.25
4,28,12,45,2.8,2.021
4,28,14,30,2.77,1.631
4,28,15,45,2.92,1.455
4,28,17,15,3.12,1.31
4,28,20,0,3.09,1.152
4,28,22,30,2.46,0.799
4,29,0,15,2.59,0.836
4,29,3,15,3.09,1.815
4,29,3,30,3.13,1.896
4,29,6,45,3.65,2.922
4,29,7,45,3.6,2.788
4,29,9,0,3.28,2.401
4,29,9,45,3.09,2.149
4,29,12,15,2.76,1.522
4,29,13,30,2.8,1.392
4,29,13,45,2.82,1.349
4,29,14,30,2.85,1.261
4,29,17,0,2.95,1.11
4,29,20,0,2.99,0.939
4,30,1,30,2.52,0.927
4,30,1,45,2.55,1.011
4,30,2,15,2.62,1.181
4,30,3,0,2.74,1.433
4,30,3,45,2.9,1.687
4,30,4,0,2.96,1.77
4,30,4,45,3.12,2.022
4,30,6,30,3.4,2.606
4,30,6,45,3.44,2.674
4,30,7,30,3.52,2.639
4,30,7,45,3.5,2.605
4,30,10,30,2.72,1.897
4,30,11,0,2.57,1.745
4,30,11,15,2.55,1.683
4,30,11,30,2.53,1.633
4,30,12,15,2.49,1.524
4,30,17,0,2.66,1.06
4,30,17,45,2.71,1.06
4,30,18,15,2.73,1.06
4,30,18,30,2.75,1.06
4,30,19,15,2.77,1.06
4,30,20,0,2.69,0.96
4,30,20,45,2.53,0.802
4,30,22,30,2.57,0.614
4,30,23,45,2.74,0.59
5,1,0,0,2.79,0.607
5,1,0,15,2.82,0.687
5,1,2,45,3.21,1.46
5,1,3,0,3.26,1.558
5,1,3,30,3.34,1.755
5,1,4,15,3.41,2.011
5,1,4,30,3.44,2.095
5,1,5,15,3.52,2.339
5,1,5,45,3.58,2.501
5,1,8,30,3.69,2.583
5,1,9,45,3.41,2.139
5,1,10,0,3.34,2.041
5,1,10,15,3.26,1.941
5,1,13,15,2.92,1.332
5,1,15,15,3.02,1.11
5,1,15,45,3.03,1.09
5,1,16,30,3.08,1.09
5,1,20,0,3.02,1.013
5,1,21,15,2.7,0.864
5,1,22,45,2.75,0.83
5,1,23,45,2.87,0.83
5,2,1,15,3.1,1.297
5,2,3,15,3.42,1.997
5,2,4,0,3.55,2.243
5,2,4,45,3.69,2.447
5,2,5,45,3.85,2.717
5,2,10,15,3.26,2.258
5,2,10,30,3.19,2.213
5,2,12,30,2.92,1.862
5,2,12,45,2.91,1.833
5,2,15,45,2.86,1.573
5,2,18,15,2.86,1.457
5,2,18,45,2.78,1.353
5,2,19,30,2.64,1.213
5,2,19,45,2.6,1.168
5,2,22,30,2.22,0.751
5,2,23,0,2.25,0.75
5,3,2,0,2.81,1.417
5,3,4,45,3.36,2.297
5,3,9,45,3.25,2.529
5,3,11,0,2.93,2.326
5,3,11,45,2.78,2.181
5,3,12,45,2.77,2.035
5,3,13,15,2.78,1.962
5,3,13,45,2.82,1.896
5,3,14,30,2.85,1.809
5,3,14,45,2.85,1.781
5,3,15,0,2.85,1.756
5,3,18,0,3.07,1.452
5,3,20,30,2.59,1.054
5,3,20,45,2.52,1.011
5,3,21,0,2.46,0.971
5,3,22,0,2.22,0.764
5,3,22,45,2.17,0.72
5,4,0,30,2.39,0.852
5,4,1,45,2.64,1.232
5,4,2,0,2.7,1.312
5,4,3,15,2.92,1.711
5,4,4,0,3.06,1.953
5,4,4,15,3.1,2.033
5,4,6,0,3.41,2.585
5,4,6,15,3.45,2.664
5,4,9,15,3.29,2.598
5,4,10,45,2.95,2.362
5,4,11,45,2.93,2.252
