month,day,hour,min,ce_px,cs_px,c_pu_p
1,1,0,0,247.15,0,0
1,1,1,30,361.25,0,0
1,1,1,45,412.33,0,0
1,1,2,0,419.17,0,0
1,1,2,15,432.61,0,0
1,1,3,15,428.91,0,0
1,1,4,15,474.36,0,0
1,1,5,0,460.56,0,0
1,1,8,0,0.77,21.71,25.95
1,1,8,30,0,177.52,27.04
1,1,9,30,0,304.39,26.73
1,1,11,15,0,384.41,25.15
1,1,15,0,0,95.23,25.07
1,1,15,15,0,78.85,24.95
1,1,15,30,0,48.95,25.78
1,1,18,15,0,72.33,24.72
1,1,19,30,0,76.48,25.51
1,1,22,15,256.27,0,0
1,1,23,30,361.35,0,0
1,2,1,45,454.19,0,0
1,2,2,0,449.75,0,0
1,2,3,0,446.01,0,0
1,2,4,0,435.04,0,0
1,2,4,15,344.81,0,0
1,2,4,45,296.04,0,0
1,2,11,30,0,377.07,25.76
1,2,12,0,0,333.73,25.69
1,2,12,30,0,348.28,25.46
1,2,13,0,0,292.15,25.61
1,2,14,45,0,98.57,25.77
1,2,16,45,2.31,43.35,25.88
1,2,17,45,73.97,0,26.01
1,2,18,15,108.9,0,25.46
1,2,19,15,67.56,0,23.89
1,2,19,30,59.07,0,25.54
1,2,21,0,218.11,0,4.97
1,2,21,30,291.91,0,0.06
1,2,21,45,278.25,0,0
1,2,22,15,318.29,0,0
1,2,22,45,334.49,0,0
1,2,23,0,331.45,0,0
1,3,2,30,288.65,0,0
1,3,4,15,329.61,0,0
1,3,5,15,355.47,0,0
1,3,7,30,0,281.05,25.56
1,3,10,45,0,336.73,25.78
1,3,15,15,0,92.55,24.75
1,3,15,45,2.65,26.56,25.33
1,3,17,45,88.5,0,25.12
1,3,18,0,46.26,0,26.04
1,3,18,15,53.48,0,24.59
1,3,21,45,262.25,0,0
1,3,22,30,308.73,0,0
1,4,1,0,396.51,0,0
1,4,2,30,430.85,0,0
1,4,3,15,436.79,0,0
1,4,3,30,432.76,0,0
1,4,4,0,463.05,0,0
1,4,4,15,411.51,0,0
1,4,6,15,239.83,0,0
1,4,6,45,18.23,2.13,24.91
1,4,8,0,0,289.59,25.74
1,4,9,15,0,393.67,25.52
1,4,9,45,0,586.8149999999999,37.410000000000004
1,4,15,15,0,106.87,24.76
1,4,18,30,0,91.58,24.99
1,4,20,0,3.76,16.55,26.18
1,4,20,15,0.43,25.5,25.64
1,4,20,45,28.07,2.17,24.7
1,4,22,45,304.83,0,0
1,4,23,45,382.43,0,0
1,5,0,0,373.01,0,0
1,5,1,15,362.45,0,0
1,5,1,30,360.78,0,0
1,5,3,0,339.7,0,0
1,5,4,30,370.66,0,0
1,5,4,45,387.21,0,0
1,5,6,30,180.8,0,20.26
1,5,7,45,0,286.75,25.19
1,5,9,45,0,400.8,25
1,5,12,0,0,192.23,24.76
1,5,13,30,0,193.93,25.93
1,5,13,45,0,166.61,25.16
1,5,14,30,0,134.21,25.64
1,5,15,15,0,127.61,26.07
1,5,16,0,0,135.03,25.38
1,5,16,15,0,148.23,25.36
1,5,18,15,96.87,0,25.33
1,5,19,0,114.2,0,25.04
1,5,20,30,69.59,0,25.95
1,5,21,0,167.72,0,5.85
1,5,22,0,241.51,0,0
1,5,22,45,284.57,0,0
1,5,23,30,339.3,0,0
1,6,0,0,398.88,0,0
1,6,1,0,451.2,0,0
1,6,1,45,431.81,0,0
1,6,3,15,441.5,0,0
1,6,3,30,423.89,0,0
1,6,4,15,466.01,0,0
1,6,7,0,153.31,0,24.94
1,6,8,30,0,244.07,26.06
1,6,9,15,0,376.67,24.97
1,6,11,45,0,306.08,26.17
1,6,12,0,0,290.85,25.13
1,6,14,45,0,99.44,25.11
1,6,18,30,97.33,0,25.74
1,6,20,15,80.73,0,25.13
1,6,22,45,355.33,0,0
1,6,23,15,374.62,0,0
1,7,0,15,383.19,0,0
1,7,0,45,434.46,0,0
1,7,2,30,380.37,0,0
1,7,5,30,137.05,0,0
1,7,6,15,7.09,11.76,0
1,7,10,15,0,373.17,26.44
1,7,10,45,0,347.12,25.46
1,7,12,0,0,307.01,26.39
1,7,14,15,0,192.08,26.5
1,7,19,0,112.18,0,25
1,7,19,15,115.07,0,26.31
1,7,23,15,368.15,0,0
1,8,0,15,443.97,0,0
1,8,1,45,486.03,0,0
1,8,2,0,485.15,0,0
1,8,3,45,469.19,0,0
1,8,4,15,445.31,0,0
1,8,5,0,312.51,0,0
1,8,7,0,41.79,0.05,25
1,8,8,0,0,322.59,25.93
1,8,8,45,0,379.92,26.71
1,8,9,45,0,449.03,25.82
1,8,10,30,0,368.93,26.16
1,8,14,15,0,134.01,26.53
1,8,14,30,0,126.75,24.96
1,8,17,0,99.29,0,26.06
1,8,17,15,123.78,0,25.25
1,9,1,0,448.35,0,0
1,9,1,30,433.54,0,0
1,9,3,15,454.52,0,0
1,9,5,0,308.39,0,0
1,9,5,30,275.17,0,0
1,9,6,30,147.71,0,17.74
1,9,7,30,14.99,13.16,26.89
1,9,10,45,0,403.49,25.49
1,9,13,30,0,139.95,25.59
1,9,13,45,0,157.89,25.36
1,9,14,30,0,165.36,25.41
1,9,15,30,36.89,1.83,24.85
1,9,17,15,81.83,0,24.48
1,9,18,30,114.59,0,26
1,9,19,0,82.65,0,26.03
1,9,22,30,313.23,0,0
1,9,23,0,347.99,0,0
1,10,2,0,372.68,0,0
1,10,5,30,245.89,0,0
1,10,8,15,0,299.91,25.78
1,10,8,45,0,322.01,25.69
1,10,10,15,0,338.88,25.3
1,10,10,30,0,359.47,25.44
1,10,10,45,0,343.55,25.01
1,10,12,15,0,214.45,25.65
1,10,13,15,0,211.99,25.62
1,10,13,45,0,207.55,24.46
1,10,15,0,0,179.01,25.55
1,10,15,45,0,72.05,25.21
1,10,17,45,0,77.79,25.16
1,10,18,30,0,140.28,25.08
1,10,19,45,0,296.59,25.11
1,10,22,45,116.66,0,0
1,10,23,45,167.63,0,0
1,11,0,30,194.45,0,0
1,11,4,45,188.75,0,0
1,11,5,0,191.99,0,0
1,11,8,15,0,209.92,26.01
1,11,9,30,0,371.025,38.94
1,11,10,0,0,275.23,25.13
1,11,10,15,0,261.51,25.74
1,11,11,45,0,264.56,26.63
1,11,14,0,0,206.83,25.41
1,11,14,30,0,149.97,25.65
1,11,16,15,7.38,6.17,24.51
1,11,18,30,0,67.28,25.56
1,11,22,15,23.72,18.37,0
1,11,22,30,0,56.75,0
1,12,1,0,53.53,0,0
1,12,4,0,99.48,0,0
1,12,5,0,73.12,0,0
1,12,5,15,89.65,0,0
1,12,5,30,8.39,40.85,0
1,12,5,45,0,87.13,0
1,12,6,15,0,143.85,0
1,12,6,45,0,67.9,26.68
1,12,9,0,0,91.57,25.08
1,12,10,30,83.87,40.32,25.71
1,12,11,0,65.1,0,24.99
1,12,11,15,65.84,0,25.46
1,12,11,30,68.81,0,24.9
1,12,12,45,69.18,0,25.96
1,12,13,15,65.84,0,25.62
1,12,13,30,62.21,0,25.49
1,12,16,15,61.19,0,25.53
1,12,17,15,61.91,0,24.85
1,12,17,30,59.55,0,25.37
1,12,18,45,70.21,0,25.07
1,12,20,15,54.73,0,26.07
1,12,21,0,64.23,0,5.6
1,12,23,0,111.27,0,0
1,13,2,30,52.8,0,0
1,13,3,45,68.04,0,0
1,13,5,0,74.99,0,0
1,13,5,30,67.22,0,0
1,13,7,15,56.33,0,26.41
1,13,7,30,55.11,0,25.7
1,13,9,15,98.17500000000001,0,37.905
1,13,11,0,55.26,0,24.66
1,13,12,30,153.13,0,24.73
1,13,13,30,102.97,0,26.18
1,13,15,0,179.46,0,26.29
1,13,15,45,205.87,0,25.24
1,13,17,45,134.08,0,25.54
1,13,23,15,369.74,0,0
1,13,23,30,353.34,0,0
1,13,23,45,342.22,0,0
1,14,1,0,241.57,0,0
1,14,1,45,298.13,0,0
1,14,2,45,365.66,0,0
1,14,4,30,266.93,0,0
1,14,6,0,208.91,0,0
1,14,6,30,101.85,0,17.28
1,14,10,45,107.88,0,25.98
1,14,12,0,77.31,0,24.88
1,14,13,15,113.29,0,26.38
1,14,13,30,94.48,0,25.77
1,14,14,45,115.11,0,25.33
1,14,15,0,146.46,0,24.93
1,14,16,0,204.67,0,25.93
1,14,18,0,143.37,0,25.41
1,14,19,30,158.75,0,24.42
1,14,20,0,153.93,0,25.86
1,14,21,45,267.37,0,0
1,15,2,15,413.15,0,0
1,15,4,0,369.03,0,0
1,15,6,15,218.65,0,0
1,15,6,45,42,0.09,25.89
1,15,7,45,0,220.29,24.69
1,15,9,30,0,377.75,25.7
1,15,11,0,0,325.53,26.42
1,15,11,30,0,306.81,25.37
1,15,11,45,0,300.11,25.83
1,15,12,0,0,262.68,26.57
1,15,12,30,0,261.14,25.45
1,15,13,15,0,189.05,25.25
1,15,18,30,134.89,0,25.78
1,15,18,45,152.93,0,27.15
1,15,19,45,136.9,0,24.81
1,15,21,30,229.74,0,0.07
1,16,0,30,418.39,0,0
1,16,0,45,415.74,0,0
1,16,1,15,400.99,0,0
1,16,3,15,326.05,0,0
1,16,4,0,317.67,0,0
1,16,5,45,263.65,0,0
1,16,6,0,248.36,0,0
1,16,6,15,220.93,0,0
1,16,6,30,215.27,0,17.79
1,16,8,30,0,137.4,27.9
1,16,9,30,0,345.83,25.45
1,16,10,15,0,336.87,25.62
1,16,12,0,0,218.17,25.08
1,16,12,30,0,217.59,25.7
1,16,12,45,0,178,27.37
1,16,15,45,173.61,0,25.29
1,16,19,30,46.29,0,25.54
1,16,20,0,70.75,0,25.12
1,17,4,0,292.54,0,0
1,17,4,15,252.7,0,0
1,17,5,30,111.41,0,0
1,17,5,45,39.97,0.05,0
1,17,7,15,0,451.04,25.98
1,17,8,30,0,464.07,25.61
1,17,8,45,0,459.21,25.72
1,17,10,0,0,446.3,24
1,17,10,45,0,384.23,25.62
1,17,11,0,0,403.88,26.03
1,17,12,30,0,381.03,25.37
1,17,13,0,0,393.33,25.83
1,17,13,15,0,410.69,25.55
1,17,13,45,0,250.23,25.18
1,17,14,30,45.91,14.57,26.62
1,17,14,45,45.43,0,25.34
1,17,16,0,174.33,0,25.01
1,17,16,30,163.73,0,25.84
1,17,18,0,106.97,0,24.62
1,17,18,30,77.25,0,26.3
1,17,19,0,88.6,0,25.83
1,17,20,15,44.41,0.05,25.9
1,17,21,15,187.25,0,0.26
1,17,22,15,310.15,0,0
1,18,0,30,265.24,0,0
1,18,1,30,266.11,0,0
1,18,2,45,264.63,0,0
1,18,4,15,214.55,0,0
1,18,5,15,200.23,0,0
1,18,6,30,0,127.08,17.87
1,18,8,0,9.02,20.53,26.19
1,18,9,0,0,311.29,26.56
1,18,9,15,0,362.26,25.23
1,18,9,30,0,402.49,25.67
1,18,11,0,0,391.16,25.32
1,18,12,30,0,277.37,25.38
1,18,12,45,0,274.2,25.8
1,18,15,0,0,108.22,26.16
1,18,15,15,0,81.81,25.43
1,18,16,15,0,60.28,25.27
1,18,17,15,27.53,62.03,25.94
1,18,17,45,73.01,0,25.21
1,18,18,0,30.97,0.09,25.59
1,18,20,30,6.12,8.1,25.66
1,18,23,45,429.59,0,0
1,19,4,0,316.65,0,0
1,19,5,15,317.76,0,0
1,19,5,45,92.4,0,0
1,19,6,0,23.77,7.47,0
1,19,6,45,50.93,23.97,25.36
1,19,7,0,129.34,10.81,26.29
1,19,7,45,20.69,9.74,27.3
1,19,10,15,0,68.62,26.03
1,19,14,45,108.41,0,25.68
1,19,15,15,159.09,0,25.59
1,19,16,15,195.85,0,25.55
1,19,16,30,178.1,0,25.94
1,19,18,30,120.57,0,25.34
1,19,19,15,95.77,0,25.46
1,19,19,30,47.21,0,25.3
1,19,20,0,73.94,0,24.82
1,19,21,15,159.24,0,0.28
1,19,22,45,325.5,0,0
1,19,23,15,382.33,0,0
1,20,1,0,405.62,0,0
1,20,2,0,404.56,0,0
1,20,3,15,320.27,0,0
1,20,7,45,0,177.65,25.33
1,20,9,45,0,331.99,25.84
1,20,11,30,0,183.16,24.82
1,20,15,0,0,144.1,0.91
1,20,15,30,0,118.97,1
1,20,18,45,30.63,7.67,27.53
1,20,19,45,57.49,0,27.86
1,20,20,15,19.25,0.24,27.17
1,20,21,15,154.61,0,29.03
1,21,0,30,375.29,0,23.86
1,21,4,0,313.07,0,24.24
1,21,6,45,0,197.63,28.17
1,21,8,15,0,339.61,27.65
1,21,8,30,0,361.8,28.27
1,21,8,45,0,335.46,28.8
1,21,11,45,0,137.2,27.92
1,21,13,45,0,228.01,27.56
1,21,14,45,0,130.29,27.48
1,21,15,15,0,83.82,27.09
1,21,16,0,142.55,0,27.52
1,21,16,30,125.98,0,28.23
1,21,17,15,101.85,0,27.98
1,21,20,30,81.81,0,28.36
1,21,23,0,296.34,0,30.83
1,22,1,15,447.91,0,23.06
1,22,2,15,454.28,0,22.69
1,22,4,30,429.19,0,23.57
1,22,8,0,0,320.66,27.28
1,22,10,0,0,411.51,26.18
1,22,16,15,0,50.3,28.46
1,22,17,45,0,61.92,27.07
1,22,18,45,128.07,0,28.28
1,22,21,15,244.46,0,29.26
1,22,21,30,272.66,0,28.84
1,22,23,30,376.64,0,28.11
1,23,2,0,434.45,0,23.77
1,23,2,15,450.61,0,23.51
1,23,4,0,429.01,0,22.87
1,23,6,0,391.44,0,31.32
1,23,6,15,342.84,0,30.97
1,23,7,15,72.38,0,29.57
1,23,7,45,0,39.64,30.24
1,23,8,45,0,383.54,27.99
1,23,9,15,0,466.43,28.24
1,23,9,30,0,660.735,41.025000000000006
1,23,11,15,0,266.49,27.09
1,23,12,30,0,216.63,27.51
1,23,13,0,0,318.91,26.61
1,23,16,15,0,51.5,29.17
1,23,16,30,0,65.92,27.87
1,23,19,15,122.3,0,27.83
1,23,20,30,137.97,0,28.13
1,23,22,0,264.76,0,29.54
1,23,22,15,244.02,0,29.79
1,23,23,15,318.67,0,30.84
1,24,0,15,375.35,0,23.96
1,24,0,30,385.75,0,24.56
1,24,0,45,384.06,0,23.87
1,24,1,30,388.8,0,23.62
1,24,2,30,330.25,0,23.34
1,24,2,45,340.81,0,22.99
1,24,6,30,0,176.17,28.31
1,24,6,45,0,156.1,27.82
1,24,7,0,0,198.79,28.32
1,24,11,0,0,204.39,28.38
1,24,11,45,0,180.89,28.41
1,24,15,30,0,132.8,0
1,24,15,45,0,141.45,0
1,24,17,0,170.04,0,0
1,24,18,0,114.01,0,0
1,24,18,15,100.4,0,0
1,24,19,15,55.07,0,0
1,24,21,30,162.33,0,0
1,24,22,15,217.74,0,0
1,24,23,45,385.9,0,0
1,25,1,45,378.57,0,0
1,25,6,0,190.1,0,0
1,25,7,30,0,344.53,25.55
1,25,7,45,0,365.36,26.78
1,25,8,30,0,389.77,24.7
1,25,11,15,0,44.59,0
1,25,11,30,1.55,26.39,0
1,25,11,45,2.89,19.39,0
1,25,12,0,20.01,5.41,0
1,25,12,15,46.04,0,0
1,25,14,0,0,84.89,0
1,25,14,30,0,56.71,0
1,25,16,30,17.36,3.52,0
1,25,18,15,0,274.7,0
1,25,19,0,0,300.92,0
1,25,19,15,6.41,232.59,0
1,25,20,15,64.09,0,0
1,25,21,0,135.66,0,0
1,25,23,0,320.11,0,0
1,25,23,30,330,0,0
1,26,0,30,266.01,0,0
1,26,0,45,267.53,0,0
1,26,4,30,312.54,0,0
1,26,5,15,330.48,0,0
1,26,5,45,252.95,0,0
1,26,6,30,24.21,144.63,16.19
1,26,6,45,0,356.09,25.36
1,26,7,0,0,375.58,25.26
1,26,7,15,0,434.5,26.28
1,26,10,45,0,0,0
1,26,12,30,0,0,0
1,26,13,45,0,0,0
1,26,14,30,0,0,0
1,26,14,45,0,0,0
1,26,15,30,0,0,0
1,26,16,0,0,0,0
1,26,17,30,0,0,0
1,26,18,15,0,0,0
1,26,20,15,0,0,0
1,26,20,45,0,0,0
1,27,1,15,0,0,0
1,27,3,45,0,0,0
1,27,4,45,0,0,0
1,27,5,45,0,0,0
1,27,6,15,0,0,0
1,27,6,30,0,0,0
1,27,6,45,0,0,0
1,27,7,0,0,0,0
1,27,7,45,0,0,0
1,27,8,45,0,0,0
1,27,12,15,0,0,0
1,27,17,0,0,0,0
1,27,18,15,0,0,0
1,27,18,45,0,0,0
1,27,19,0,0,0,0
1,27,21,45,0,0,0
1,28,0,30,0,0,0
1,28,0,45,0,0,0
1,28,4,0,0,0,0
1,28,4,15,0,0,0
1,28,10,45,0,0,0
1,28,12,0,0,0,0
1,28,14,30,0,0,0
1,28,17,15,0,0,0
1,28,19,0,0,0,0
1,28,19,15,0,0,0
1,28,22,45,0,0,0
1,28,23,0,0,0,0
1,29,0,0,0,0,0
1,29,2,45,0,0,0
1,29,3,15,0,0,0
1,29,4,0,0,0,0
1,29,4,15,0,0,0
1,29,4,30,0,0,0
1,29,6,45,0,0,0
1,29,7,15,0,0,0
1,29,7,30,0,0,0
1,29,8,0,0,0,0
1,29,8,15,0,0,0
1,29,11,30,0,0,0
1,29,12,30,0,0,0
1,29,14,30,0,0,0
1,29,15,15,0,0,0
1,29,17,0,0,0,0
1,29,17,30,0,0,0
1,29,19,30,0,0,0
1,29,21,45,0,0,0
1,29,22,0,0,0,0
1,29,23,0,0,0,0
1,30,2,0,0,0,0
1,30,3,15,0,0,0
1,30,4,0,0,0,0
1,30,4,30,0,0,0
1,30,5,30,0,0,0
1,30,6,0,0,0,0
1,30,6,30,0,0,0
1,30,8,0,0,0,0
1,30,8,45,0,0,0
1,30,9,0,0,0,0
1,30,9,30,0,0,0
1,30,9,45,0,0,0
1,30,11,30,0,0,0
1,30,12,0,0,0,0
1,30,12,15,0,0,0
1,30,13,15,0,0,0
1,30,14,30,0,0,0
1,30,15,30,0,0,0
1,30,15,45,0,0,0
1,30,17,15,0,0,0
1,30,19,30,0,0,0
1,30,20,30,0,0,0
1,30,22,30,0,0,0
1,30,23,15,0,0,0
1,31,0,45,0,0,0
1,31,3,0,0,0,0
1,31,4,0,0,0,0
1,31,5,0,0,0,0
1,31,6,0,0,0,0
1,31,8,15,0,0,0
1,31,8,30,0,0,0
1,31,9,0,0,0,0
1,31,9,15,0,0,0
1,31,11,45,0,0,0
1,31,12,15,0,0,0
1,31,13,15,0,0,0
1,31,13,45,0,0,0
1,31,14,0,0,0,0
1,31,15,30,0,0,0
1,31,17,0,0,0,0
1,31,17,30,0,0,0
1,31,17,45,0,0,0
1,31,18,0,0,0,0
1,31,19,0,0,0,0
1,31,20,30,0,0,0
1,31,23,15,0,0,0
2,1,1,0,0,0,0
2,1,4,0,0,0,0
2,1,4,15,0,0,0
2,1,5,30,0,0,0
2,1,9,45,0,0,0
2,1,11,30,0,0,0
2,1,13,30,0,0,0
2,1,14,45,0,0,0
2,1,15,0,0,0,0
2,1,15,30,0,0,0
2,1,15,45,0,0,0
2,1,16,15,0,0,0
2,1,16,30,0,0,0
2,1,17,0,0,0,0
2,1,19,0,0,0,0
2,1,20,0,0,0,0
2,1,21,15,0,0,0
2,1,22,0,0,0,0
2,2,0,0,0,0,0
2,2,1,15,0,0,0
2,2,2,45,0,0,0
2,2,4,0,0,0,0
2,2,5,0,0,0,0
2,2,5,15,0,0,0
2,2,6,30,0,0,0
2,2,6,45,0,0,0
2,2,7,15,0,0,0
2,2,7,45,0,0,0
2,2,8,30,0,0,0
2,2,8,45,0,0,0
2,2,10,45,0,0,0
2,2,12,45,0,0,0
2,2,13,45,0,0,0
2,2,14,0,0,0,0
2,2,16,0,0,0,0
2,2,16,45,0,0,0
2,2,17,45,0,0,0
2,2,19,45,0,0,0
2,2,20,45,0,0,0
2,2,21,0,0,0,0
2,3,0,0,0,0,0
2,3,0,15,0,0,0
2,3,1,0,0,0,0
2,3,1,30,0,0,0
2,3,4,15,0,0,0
2,3,7,30,0,0,0
2,3,13,0,0,0,0
2,3,15,0,116.6,0,0
2,3,15,45,174.67,0,0
2,3,16,15,150.61,0,0
2,3,16,30,86.66,70.13,0
2,3,16,45,0,281.68,0
2,3,19,0,0,376.69,0
2,3,19,15,0,395.87,0
2,3,19,45,0,356.67,0
2,3,21,0,163,0,0
2,3,22,45,372.88,0,0
2,3,23,15,377.51,0,0
2,3,23,30,413.33,0,0
2,4,0,0,415.61,0,0
2,4,1,30,400.23,0,0
2,4,3,15,339.13,0,0
2,4,7,15,0,469.42,25.53
2,4,7,30,0,477.47,25.28
2,4,9,45,0,75.23,25.03
2,4,13,0,106.99,0,0
2,4,14,15,89.99,0,0
2,4,14,45,112.46,0,0
2,4,15,15,125.43,0,0
2,4,15,45,187.51,0,0
2,4,19,0,0,362.02,0
2,4,19,30,0,385.66,0
2,4,23,15,343.54,0,0
2,4,23,30,373.5,0,0
2,4,23,45,388.12,0,0
2,5,1,15,447.63,0,0
2,5,2,30,464.51,0,0
2,5,5,0,491.03,0,0
2,5,5,15,476.22,0,0
2,5,6,0,325.43,0,0
2,5,6,45,65.92,0,24.94
2,5,8,15,0,291.23,25.88
2,5,10,30,0,256.66,0.09
2,5,13,15,16.78,2.07,0
2,5,16,0,177.67,0,0
2,5,17,0,1.49,194.31,0
2,5,18,45,0,212.35,0
2,5,19,30,0,217.73,0
2,5,20,30,0,225.74,0
2,5,23,0,332.27,0,0
2,5,23,15,321.51,0,0
2,6,1,0,400.07,0,0
2,6,2,0,433.35,0,0
2,6,4,0,468.7,0,0
2,6,4,30,463.34,0,0
2,6,5,0,403.79,0,0
2,6,6,30,228.88,0,16.78
2,6,7,15,123.17,0,25.75
2,6,7,45,0,39.49,26.37
2,6,9,0,0,263.79,26.17
2,6,12,0,0,244.41,0
2,6,15,0,0,73.01,0
2,6,15,15,0,52.81,0
2,6,17,30,0,265.91,0
2,6,18,45,0,322.81,0
2,6,19,0,0,337.69,0
2,6,22,30,319.39,0,0
2,6,23,15,350.05,0,0
2,7,1,30,305.12,0,0
2,7,1,45,260.21,0,0
2,7,2,45,232.54,0,0
2,7,3,0,341.53,0,0
2,7,5,45,187.21,0,0
2,7,7,15,4.24,19,25.25
2,7,8,0,0,384.2,25.69
2,7,8,45,0,425.63,24.92
2,7,9,30,0,412.85,25.56
2,7,9,45,0,432.09,25.81
2,7,10,30,0,326.19,0.08
2,7,10,45,0,93.12,0
2,7,11,0,0,96.07,0
2,7,12,0,8.24,11.19,0
2,7,16,0,144.1,0,0
2,7,16,15,155.87,0,0
2,7,17,0,0,304.98,0
2,7,19,45,53.87,0,0
2,7,20,0,52,0,0
2,7,21,15,185.75,0,0
2,7,22,15,292.97,0,0
2,8,5,30,322,0,0
2,8,6,30,102.81,31.06,17.06
2,8,6,45,0,384.01,26.21
2,8,7,0,0,423.61,26.18
2,8,8,0,0,411.7,26.04
2,8,8,15,0,404.17,25.47
2,8,8,45,0,332.23,25.56
2,8,10,0,0,383.92,6.67
2,8,10,15,0,357.01,0.29
2,8,11,30,1.83,144.38,0
2,8,12,15,90.81,0,0
2,8,13,45,18.18,2.61,0
2,8,14,30,40.13,0,0
2,8,18,30,0,383.29,0
2,8,20,0,98.48,0,0
2,8,20,15,64.51,0,0
2,9,0,0,407.94,0,0
2,9,0,15,396.45,0,0
2,9,1,45,313.37,0,0
2,9,2,0,273.69,0,0
2,9,4,30,258.79,0,0
2,9,6,15,139.03,0,0
2,9,6,30,96.77,0,17.13
2,9,7,0,0,386.29,26.78
2,9,9,30,0,543.65,25.15
2,9,10,15,0,481.93,0.32
2,9,11,0,74.61,27.55,0
2,9,12,30,119.69,0,0
2,9,14,15,83.32,0,0
2,9,15,0,124.14,0,0
2,9,17,0,0,289.89,0
2,9,17,15,0,299.39,0
2,9,17,45,0,300.59,0
2,9,18,0,0,337.53,0
2,9,18,15,0,361.97,0
2,9,18,30,0,285.97,0
2,9,21,0,139.51,0,0
2,9,22,30,335.88,0,0
2,10,1,30,396.62,0,0
2,10,3,15,438.99,0,0
2,10,4,15,413.73,0,0
2,10,8,0,0,433.01,25.52
2,10,9,0,0,480.86,24.54
2,10,9,30,0,472.71,24.96
2,10,10,0,0,476.19,7.1
2,10,11,0,0,459.55,0
2,10,12,30,7.19,9.06,0
2,10,14,30,25.5,0.05,0
2,10,16,30,192.65,0,0
2,10,17,0,175.97,0,0
2,10,17,30,144.63,0,0
2,10,18,45,11.96,3.52,0
2,10,19,0,0,20.36,0
2,10,19,30,0,22.95,0
2,10,20,0,51.88,0,0
2,10,20,30,22.13,4.92,0
2,10,21,0,167.43,0,0
2,10,21,15,160.61,0,0
2,10,21,45,259.99,0,0
2,10,22,0,249.67,0,0
2,10,23,0,334.39,0,0
2,10,23,30,344.23,0,0
2,11,0,30,293.93,0,0
2,11,1,30,270.8,0,0
2,11,1,45,286.5,0,0
2,11,2,45,234.71,0,0
2,11,4,15,241.94,0,0
2,11,4,45,255.49,0,0
2,11,5,15,234.13,0,0
2,11,5,45,132.03,0,0
2,11,9,0,0,460.22,25.48
2,11,9,15,0,443,24.34
2,11,11,15,71.72,0,0
2,11,12,15,97.72,0,0
2,11,13,30,73.73,0,0
2,11,14,30,109.27,0,0
2,11,15,30,154.37,0,0
2,11,19,30,83.14,0,0
2,11,21,0,149.85,0,0
2,11,21,15,189.96,0,0
2,11,21,45,227.97,0,0
2,12,0,30,356.05,0,0
2,12,1,30,394.77,0,0
2,12,2,15,423.92,0,0
2,12,4,15,330.21,0,0
2,12,5,0,334.64,0,0
2,12,7,0,58.02,139.9,25.91
2,12,8,0,0,494.75,26.28
2,12,8,15,0,499.05,26.15
2,12,9,45,0,548.51,26.01
2,12,10,0,0,533.42,6.82
2,12,10,45,0,111.26,0
2,12,12,45,9.11,9.83,0
2,12,15,0,149.01,0,0
2,12,18,15,0,342.59,0
2,12,18,30,0,339.71,0
2,12,20,0,66.76,0,0
2,12,21,30,231.87,0,0
2,12,22,0,266.12,0,0
2,12,22,15,296.29,0,0
2,12,23,30,354.27,0,0
2,12,23,45,372.49,0,0
2,13,0,15,293.69,0,0
2,13,1,45,362.23,0,0
2,13,2,0,369.89,0,0
2,13,5,0,299.73,0,0
2,13,5,15,315.73,0,0
2,13,5,30,291.61,0,0
2,13,7,45,0,301.59,25.73
2,13,8,45,0,476.13,26.42
2,13,9,0,0,504.74,25.88
2,13,10,30,0,178,0.07
2,13,11,30,0,131.03,0
2,13,12,30,0,51.78,0
2,13,13,30,16.82,1.97,0
2,13,14,45,164.21,0,0
2,13,18,30,0,336.95,0
2,13,19,45,2.75,45.29,0
2,13,20,15,80.06,0,0
2,13,20,30,102.82,0,0
2,13,22,30,300.21,0,0
2,13,23,30,346.74,0,0
2,14,2,0,315.82,0,0
2,14,2,45,237.46,0,0
2,14,4,0,188.33,0,0
2,14,4,15,173.57,0,0
2,14,4,30,194.53,0,0
2,14,4,45,145.55,0,0
2,14,5,15,120.12,0,0
2,14,7,0,0,478.05,25.56
2,14,12,45,68.86,0,0
2,14,13,0,49.33,0,0
2,14,14,15,56.57,0,0
2,14,15,45,149.06,0,0
2,14,16,30,117.04,0,0
2,14,17,0,4.19,200.14,0
2,14,18,45,0,368.87,0
2,14,19,0,0,358.07,0
2,14,19,45,0,269.45,0
2,14,20,45,61.83,141.59,0
2,15,0,0,382.05,0,0
2,15,1,15,356.48,0,0
2,15,4,15,312.79,0,0
2,15,5,45,224.54,0,0
2,15,10,45,63.07,0,0
2,15,11,0,81.84,0,0
2,15,12,30,102.49,0,0
2,15,14,30,117.44,0,0
2,15,16,0,160.63,0,0
2,15,16,15,151.76,0,0
2,15,16,30,140.69,0,0
2,15,18,30,0,358.71,0
2,15,18,45,0,368.91,0
2,15,20,45,119.11,0,0
2,15,21,30,214.41,0,0
2,16,1,0,256.27,0,0
2,16,2,0,221.9,0,0
2,16,3,0,190.2,0,0
2,16,3,15,175.74,0,0
2,16,3,45,189.34,0,0
2,16,4,15,168.65,0,0
2,16,6,15,39.41,1.69,0
2,16,7,0,0,453.37,25.83
2,16,7,15,0,470.24,25.44
