month,day,hour,min,ce_px,cs_px,c_pu_p
12,27,20,45,0,231.09,0
12,27,23,0,340.66,0,0
12,27,23,30,300.05,0,0
12,28,0,15,230.62,0,0
12,28,1,30,219.57,0,0
12,28,2,30,266.4,0,0
12,28,4,0,222.91,0,0
12,28,5,45,222.89,0,0
12,28,8,0,44.99,0.82,0
12,28,11,30,138.21,0,0
12,28,14,0,167.55,0,0
12,28,14,30,210.73,0,0
12,28,14,45,215.52,0,0
12,28,15,0,219.95,0,0
12,28,15,15,242.23,0,0
12,28,16,30,0,260.56,0
12,28,17,15,0,277.87,0
12,28,17,45,0,275.42,0
12,28,20,15,161.79,0,0
12,28,22,45,326.93,0,0
12,29,0,0,232.4,0,0
12,29,3,0,303.43,0,0
12,29,3,30,349.35,0,0
12,29,5,45,314.46,0,0
12,29,6,0,272.87,0,0
12,29,7,15,175.49,0,0
12,29,9,30,61.06,0,0
12,29,11,0,83.61,0,0
12,29,12,0,115.59,0,0
12,29,13,15,135.7,0,0
12,29,17,0,0,316.41,0
12,29,18,15,0,307.39,0
12,29,18,45,0,301.93,0
12,29,19,0,0,309.65,0
12,29,20,30,0,328.91,0
12,29,21,45,280.04,0,0
12,29,22,15,306.15,0,0
12,29,22,30,313.17,0,0
12,29,23,15,167.44,0,0
12,30,0,15,198.41,0,0
12,30,0,45,297.41,0,0
12,30,1,15,247.11,0,0
12,30,3,30,202.16,0,0
12,30,4,45,261.64,0,0
12,30,5,15,206.26,0,0
12,30,5,30,197.29,0,0
12,30,7,0,217.54,0,0
12,30,8,0,96.93,0,0
12,30,8,45,51.9,0,0
12,30,13,0,36.73,0.29,0
12,30,15,15,161.35,0,0
12,30,19,0,0,295.42,0
12,30,19,30,0,313.36,0
12,30,21,15,0,264.76,0
12,30,22,30,263.52,0,0
12,30,23,0,242.91,0,0
12,30,23,45,188.76,0,0
12,31,0,30,227.85,0,0
12,31,0,45,242.33,0,0
12,31,1,45,256.7,0,0
12,31,4,0,369.66,0,0
12,31,4,30,295.87,0,0
12,31,4,45,265.85,0,0
12,31,6,30,311.29,0,0
12,31,6,45,267.31,0,0
12,31,9,45,1.89,13.8,0
12,31,10,45,0.48,9.78,0
12,31,12,30,46.68,0.05,0
12,31,14,15,83.24,0,0
12,31,14,45,107.39,0,0
12,31,15,15,130.83,0,0
12,31,18,0,77.97,0,0
12,31,18,45,133.2,0,0
12,31,20,30,235.01,0,0
12,31,21,0,267.16,0,0
12,31,22,15,501.96,0,0
