month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
1,1,0,0,2.07,247.15,0,0.109,196.56,18.5,253,32.12,261.93,0,51.04
1,1,1,30,2.27,361.25,0,0.109,160.81,18.66,242.73,32.93,325.67,0,52.52
1,1,1,45,2.31,412.33,0,0.11,159.33,18.5,240.4,33.14,350,0,53.16
1,1,2,0,2.37,419.17,0,0.11,151.02,18.22,237.93,33.32,366.07,0,53.36
1,1,2,15,2.42,432.61,0,0.11,140.03,18.18,235.93,33.48,366.27,0,53.47
1,1,3,15,2.63,428.91,0,0.109,129.39,18.15,231.47,33.89,365.2,0,53.76
1,1,4,15,2.85,474.36,0,0.109,147.58,18.22,258.73,34.15,358.87,0,54.1
1,1,5,0,3.03,460.56,0,0.11,128.3,18.16,256.53,34.48,356.13,0,54.29
1,1,8,0,3.49,0.77,21.71,0.108,180.4,20.57,261.2,33.12,114.6,25.95,51.17
1,1,8,30,3.45,0,177.52,0.109,211.47,20.47,228.07,32.35,93.73,27.04,50.58
1,1,9,30,3.3,0,304.39,0.108,238.06,20.65,239.53,31.57,101.47,26.73,49.78
1,1,11,15,2.86,0,384.41,0.107,259.91,20.72,253.93,30.39,3.47,25.15,48.35
1,1,15,0,2.18,0,95.23,0.109,197.23,20.73,238.8,31.56,105.27,25.07,49.74
1,1,15,15,2.16,0,78.85,0.109,185.06,20.53,240.8,31.43,105.2,24.95,49.57
1,1,15,30,2.15,0,48.95,0.108,196.2,20.86,237.47,31.69,102.27,25.78,49.93
1,1,18,15,1.97,0,72.33,0.109,183.59,20.64,242.2,31.44,105.73,24.72,49.47
1,1,19,30,1.9,0,76.48,0.11,185.65,21.5,273.8,31.5,94.33,25.51,49.55
1,1,22,15,1.95,256.27,0,0.108,191.61,22.11,249.07,32.05,318,0,51.59
1,1,23,30,2.15,361.35,0,0.109,147.63,18.44,238.93,32.81,366.73,0,52.73
1,2,1,45,2.62,454.19,0,0.105,108.25,18.16,226.87,33.95,359.4,0,53.76
1,2,2,0,2.68,449.75,0,0.107,114.32,18.16,242.4,34.07,357.2,0,54.02
1,2,3,0,2.92,446.01,0,0.105,123.81,18.16,242.4,34.09,356.13,0,53.82
1,2,4,0,3.15,435.04,0,0.103,117.47,17.91,237.67,34.44,336.8,0,54.03
1,2,4,15,3.21,344.81,0,0.103,123.3,18.17,249.33,34.18,238.67,0,52.97
1,2,4,45,3.29,296.04,0,0.109,104.56,18.12,265.73,33.78,177.6,0,52.16
1,2,11,30,2.62,0,377.07,0.101,252.22,20.75,239.4,30.4,3.8,25.76,48.12
1,2,12,0,2.5,0,333.73,0.101,237.16,20.73,260.53,30.54,3.53,25.69,48.29
1,2,12,30,2.39,0,348.28,0.103,226.57,20.76,263.13,30.33,3.47,25.46,48.18
1,2,13,0,2.29,0,292.15,0.101,210.21,20.63,258.47,30.7,3.6,25.61,48.67
1,2,14,45,2.03,0,98.57,0.101,206.39,20.76,266.27,31.41,107.87,25.77,49.52
1,2,16,45,1.91,2.31,43.35,0.1,179.25,20.67,264.2,31.48,138.07,25.88,50.03
1,2,17,45,1.9,73.97,0,0.1,183.56,20.59,241.87,31.39,316.13,26.01,50.81
1,2,18,15,1.91,108.9,0,0.101,202.51,21.62,235.73,31.81,315.93,25.46,50.99
1,2,19,15,1.93,67.56,0,0.104,187.56,21.49,238.47,31.53,318.6,23.89,50.8
1,2,19,30,1.93,59.07,0,0.103,178.72,21.73,236.8,31.5,316.93,25.54,50.89
1,2,21,0,1.97,218.11,0,0.105,191.49,21.54,276.13,32.26,357.53,4.97,51.89
1,2,21,30,2.03,291.91,0,0.103,185.35,21.89,285.53,32.44,354,0.06,52.18
1,2,21,45,2.06,278.25,0,0.106,177.34,21.45,288.33,32.19,355.67,0,51.93
1,2,22,15,2.13,318.29,0,0.103,183.85,21.67,282.73,32.56,354.13,0,52.3
1,2,22,45,2.21,334.49,0,0.103,157.68,18.95,277.87,32.94,361.27,0,52.73
1,2,23,0,2.25,331.45,0,0.103,162.17,18.07,276.8,32.99,373.27,0,52.79
1,3,2,30,2.88,288.65,0,0.104,175.44,18.05,239.13,33.24,338.93,0,52.74
1,3,4,15,3.17,329.61,0,0.101,192.51,18.19,231.2,33.91,360.87,0,53.51
1,3,5,15,3.35,355.47,0,0.101,158.64,18.06,238.6,34.16,355.6,0,53.82
1,3,7,30,3.42,0,281.05,0.101,220.49,21.75,255.87,31.86,3.53,25.56,49.54
1,3,10,45,2.69,0,336.73,0.1,271.83,22,258.33,30.8,3.73,25.78,48.44
1,3,15,15,1.95,0,92.55,0.1,184.34,21.13,261.6,31.41,140.2,24.75,49.46
1,3,15,45,1.91,2.65,26.56,0.1,176.72,20.1,261.33,31.46,138.4,25.33,49.63
1,3,17,45,1.91,88.5,0,0.1,167.5,20.26,259.13,31.6,285.27,25.12,50.59
1,3,18,0,1.91,46.26,0,0.101,177.5,20.01,256.87,31.77,287.67,26.04,50.51
1,3,18,15,1.91,53.48,0,0.101,184.95,20.14,261.33,31.4,286.13,24.59,50.41
1,3,21,45,1.92,262.25,0,0.101,168.37,20.14,253.47,32.02,352.47,0,51.7
1,3,22,30,2,308.73,0,0.1,185.04,20.23,247.73,32.48,347.53,0,52.1
1,4,1,0,2.49,396.51,0,0.1,168.96,16.56,235.8,33.54,366.33,0,53.27
1,4,2,30,2.81,430.85,0,0.1,152.41,16.7,242.2,34.02,358.27,0,53.93
1,4,3,15,2.97,436.79,0,0.1,115.53,16.93,241.33,34.07,359.4,0,53.97
1,4,3,30,3.03,432.76,0,0.101,115,17.11,236.07,34.46,359.87,0,54.21
1,4,4,0,3.14,463.05,0,0.101,129.13,16.95,258.13,34.59,356,0,54.33
1,4,4,15,3.2,411.51,0,0.102,130.52,16.65,261.2,34.35,362,0,53.88
1,4,6,15,3.57,239.83,0,0.101,164.43,20.62,259,33.51,367.33,0,53.31
1,4,6,45,3.61,18.23,2.13,0.1,178.59,20.71,260.67,33.27,180.93,24.91,51.76
1,4,8,0,3.49,0,289.59,0.1,229.35,19.65,243.2,31.78,87.87,25.74,49.84
1,4,9,15,3.22,0,393.67,0.1,287.36,21.2,249.27,30.69,3.33,25.52,48.68
1,4,9,45,3.09,0,391.21,0.1,291.79,21.25,249.47,30.65,3.4,24.94,48.49
1,4,15,15,2.12,0,106.87,0.103,202.82,20.82,256.8,31.35,102.8,24.76,49.55
1,4,18,30,1.86,0,91.58,0.109,163.79,19.88,253.27,31.55,140.87,24.99,49.82
1,4,20,0,1.79,3.76,16.55,0.107,188.84,19.57,258.27,31.13,282.6,26.18,50.48
1,4,20,15,1.78,0.43,25.5,0.107,191.73,19.62,258.67,31.1,285.33,25.64,50.26
1,4,20,45,1.77,28.07,2.17,0.105,182.72,19.74,254.6,31.39,284.53,24.7,50.45
1,4,22,45,1.87,304.83,0,0.105,179.37,20.44,243.67,32.41,375.87,0,52.34
1,4,23,45,2.04,382.43,0,0.104,154.63,16.48,236.47,32.9,372.73,0,52.79
1,5,0,0,2.08,373.01,0,0.103,201.25,15.9,236.4,32.97,371.4,0,52.93
1,5,1,15,2.32,362.45,0,0.103,209.15,16.56,237.2,32.94,368,0,52.87
1,5,1,30,2.37,360.78,0,0.102,210.16,16.63,236.2,33.05,366.73,0,53.02
1,5,3,0,2.64,339.7,0,0.104,159.33,15.59,234,33.22,350.87,0,52.48
1,5,4,30,2.91,370.66,0,0.104,170.16,16.59,251.8,33.83,363.87,0,53.59
1,5,4,45,2.96,387.21,0,0.1,178.8,16.56,244.2,34.39,360.27,0,53.99
1,5,6,30,3.23,180.8,0,0.102,177.69,20.75,271.87,33.29,347.27,20.26,52.93
1,5,7,45,3.22,0,286.75,0.1,230.73,20.07,278.8,31.68,2.53,25.19,49.48
1,5,9,45,2.75,0,400.8,0.1,249.36,21.24,249.4,30.25,2.73,25,47.9
1,5,12,0,2.25,0,192.23,0.101,224.43,21.24,234.27,31.37,122.4,24.76,49.44
1,5,13,30,2.04,0,193.93,0.101,210.58,20.93,252.27,30.93,131.33,25.93,49.13
1,5,13,45,2,0,166.61,0.1,195.96,21.26,249.27,31.14,137.53,25.16,49.5
1,5,14,30,1.91,0,134.21,0.1,201.73,20.59,251.27,30.98,139.4,25.64,49.17
1,5,15,15,1.83,0,127.61,0.1,175.77,20.64,246.87,31.25,101.93,26.07,49.2
1,5,16,0,1.75,0,135.03,0.1,184.23,20.59,251.93,30.93,100.6,25.38,49.13
1,5,16,15,1.73,0,148.23,0.1,188.37,20.8,248.87,31.12,102,25.36,49.12
1,5,18,15,1.66,96.87,0,0.1,160.5,20.75,245.67,31.41,299.53,25.33,50.58
1,5,19,0,1.7,114.2,0,0.1,172.84,20.76,246.67,31.33,317.33,25.04,50.7
1,5,20,30,1.75,69.59,0,0.1,161.36,20.81,247,31.34,316.07,25.95,50.71
1,5,21,0,1.77,167.72,0,0.1,169.69,20.7,246.4,31.39,314.13,5.85,50.89
1,5,22,0,1.85,241.51,0,0.1,169.59,20.69,238.33,32.01,358.53,0,51.71
1,5,22,45,1.94,284.57,0,0.101,158.35,20.17,236.53,32.18,376.8,0,52.22
1,5,23,30,2.05,339.3,0,0.1,140.28,16.59,230.4,32.63,373.27,0,52.78
1,6,0,0,2.13,398.88,0,0.1,140.24,16.61,226.2,32.97,371.87,0,52.99
1,6,1,0,2.34,451.2,0,0.1,142.34,16.55,243,33.57,366.6,0,53.45
1,6,1,45,2.5,431.81,0,0.1,133.25,16.56,239.07,33.88,364.4,0,53.77
1,6,3,15,2.83,441.5,0,0.1,125.29,16.7,234.13,34.25,359.53,0,54.1
1,6,3,30,2.89,423.89,0,0.1,117.13,17.08,238.4,33.95,361.67,0,54.03
1,6,4,15,3.06,466.01,0,0.1,134.06,16.45,242.47,34.58,357.8,0,54.38
1,6,7,0,3.41,153.31,0,0.1,127.54,20.63,262.47,32.93,152.07,24.94,51.25
1,6,8,30,3.33,0,244.07,0.1,217.65,20.97,266.53,31.65,47.73,26.06,49.41
1,6,9,15,3.17,0,376.67,0.1,246.95,21.62,266.6,30.59,3.27,24.97,48.52
1,6,11,45,2.45,0,306.08,0.1,244.26,21.73,232.13,30.54,106.2,26.17,48.75
1,6,12,0,2.39,0,290.85,0.1,225.74,21.59,234.4,30.42,107.07,25.13,48.67
1,6,14,45,2.04,0,99.44,0.1,184.45,20.35,261.27,31.46,101.87,25.11,49.46
1,6,18,30,1.89,97.33,0,0.1,179.63,20.14,236.07,31.67,286,25.74,50.61
1,6,20,15,1.92,80.73,0,0.1,178.49,20.16,240.4,31.51,306.2,25.13,50.65
1,6,22,45,2.16,355.33,0,0.1,171.96,20.05,268.47,32.91,374.27,0,52.75
1,6,23,15,2.25,374.62,0,0.1,157.48,16.61,265.2,33.12,372.73,0,52.9
1,7,0,15,2.44,383.19,0,0.1,223.25,16.47,259.67,33.51,370.6,0,53.22
1,7,0,45,2.54,434.46,0,0.1,186.71,16.58,259.33,33.52,365.93,0,53.41
1,7,2,30,2.88,380.37,0,0.1,183.2,16.44,255.53,33.73,364.07,0,53.52
1,7,5,30,3.33,137.05,0,0.1,171.12,17.01,249.27,33.07,127,0,51.34
1,7,6,15,3.34,7.09,11.76,0.1,204.39,20.11,239.87,32.92,97.2,0,51.01
1,7,10,15,2.58,0,373.17,0.1,273.12,21.67,254,30.27,3.6,26.44,47.93
1,7,10,45,2.46,0,347.12,0.1,279.99,22.03,251,30.44,3.8,25.46,48.22
1,7,12,0,2.18,0,307.01,0.1,230.72,21.18,250.93,30.46,3.67,26.39,48.22
1,7,14,15,1.83,0,192.08,0.1,221.09,20.48,259.07,30.72,95.47,26.5,48.74
1,7,19,0,1.73,112.18,0,0.1,186.17,20.46,250.33,31.41,352.93,25,51.16
1,7,19,15,1.74,115.07,0,0.1,191.01,20.66,242.4,31.67,352.93,26.31,51.2
1,7,23,15,2.02,368.15,0,0.1,153.38,16.58,235.8,32.6,372.73,0,52.65
1,8,0,15,2.2,443.97,0,0.1,135.89,16.54,223.6,33.53,367.07,0,53.29
1,8,1,45,2.55,486.03,0,0.1,126.46,16.55,262.8,34.31,360,0,54.07
1,8,2,0,2.61,485.15,0,0.1,120.99,16.6,263.8,34.23,363.8,0,53.93
1,8,3,45,3.03,469.19,0,0.1,116.59,17.09,258.87,34.56,357.87,0,54.34
1,8,4,15,3.15,445.31,0,0.1,164.54,16.61,258.07,34.6,348.2,0,54.15
1,8,5,0,3.28,312.51,0,0.1,127.63,16.6,269.2,33.69,192.6,0,52.22
1,8,7,0,3.47,41.79,0.05,0.1,157.63,20.73,253.33,33.21,132.8,25,51.44
1,8,8,0,3.37,0,322.59,0.1,261.55,21.67,254,31.35,3.33,25.93,49.29
1,8,8,45,3.19,0,379.92,0.1,286.24,22.18,255.8,30.33,3.6,26.71,47.98
1,8,9,45,2.92,0,449.03,0.1,321.93,21.39,261.07,29.91,3.53,25.82,47.58
1,8,10,30,2.71,0,368.93,0.1,304.1,22.24,256.93,30.19,3.6,26.16,47.95
1,8,14,15,1.87,0,134.01,0.1,219.21,20.68,244.13,30.77,140.47,26.53,49.06
1,8,14,30,1.84,0,126.75,0.1,217.04,20.59,242.33,30.88,139.53,24.96,49.15
1,8,17,0,1.74,99.29,0,0.1,196.01,20.54,249.4,31.63,333.73,26.06,50.84
1,8,17,15,1.74,123.78,0,0.1,203.88,20.15,251.33,31.48,342,25.25,50.93
1,9,1,0,2.54,448.35,0,0.1,127.01,16.64,254.6,34.03,361.07,0,53.91
1,9,1,30,2.66,433.54,0,0.1,125.1,16.59,255.07,34.03,364.53,0,53.68
1,9,3,15,3.08,454.52,0,0.1,120.05,16.78,248.53,34.54,354.73,0,54.35
1,9,5,0,3.38,308.39,0,0.1,115.31,17.16,248,33.67,194.33,0,52.14
1,9,5,30,3.45,275.17,0,0.1,123.56,16.81,250.8,33.45,193.47,0,51.98
1,9,6,30,3.56,147.71,0,0.1,119.45,20.55,251.6,33.36,140.73,17.74,51.45
1,9,7,30,3.59,14.99,13.16,0.1,169.46,20.33,253.53,33.21,133.4,26.89,51.37
1,9,10,45,2.89,0,403.49,0.1,269.77,21.41,258.07,30.15,3.33,25.49,48.19
1,9,13,30,2.24,0,139.95,0.1,206.89,21.43,259.8,31.39,111.27,25.59,49.39
1,9,13,45,2.2,0,157.89,0.1,212.67,21.14,268.27,31.16,104.93,25.36,49.2
1,9,14,30,2.09,0,165.36,0.1,200.78,20.77,266.93,31.28,70.67,25.41,49.02
1,9,15,30,1.99,36.89,1.83,0.1,173.66,20.83,266.67,31.76,188.07,24.85,50.05
1,9,17,15,2,81.83,0,0.1,177.51,20.22,262.2,31.73,310.73,24.48,50.84
1,9,18,30,2.03,114.59,0,0.1,191.85,20.73,254.8,31.69,381.07,26,51.57
1,9,19,0,2.05,82.65,0,0.1,175.58,20.79,256.73,31.54,379.6,26.03,51.69
1,9,22,30,2.23,313.23,0,0.1,175.94,20,244.8,32.54,344.4,0,52.2
1,9,23,0,2.31,347.99,0,0.1,159.07,16.56,259.73,33.18,372.13,0,52.88
1,10,2,0,2.9,372.68,0,0.1,163.46,16.54,255.33,33.54,363.33,0,53.41
1,10,5,30,3.54,245.89,0,0.1,175.39,16.59,256.67,33.51,363.27,0,53.35
1,10,8,15,3.37,0,299.91,0.1,292.53,20.95,270.6,31.78,12.33,25.78,49.47
1,10,8,45,3.27,0,322.01,0.1,258.8,20.47,268.27,31.52,2.07,25.69,49.38
1,10,10,15,2.92,0,338.88,0.1,266.11,20.5,268.47,30.93,44.73,25.3,48.62
1,10,10,30,2.85,0,359.47,0.1,279.94,20.97,273,30.65,44.67,25.44,48.35
1,10,10,45,2.8,0,343.55,0.1,248.56,21.2,268,30.82,44.27,25.01,48.69
1,10,12,15,2.51,0,214.45,0.1,252.23,21.19,252.53,31.26,94.93,25.65,49.44
1,10,13,15,2.37,0,211.99,0.1,227.09,21.3,253.13,31.04,95.47,25.62,49.24
1,10,13,45,2.29,0,207.55,0.1,217.74,21.27,248.87,31.1,97,24.46,49.14
1,10,15,0,2.11,0,179.01,0.1,173.98,21.33,212.13,31.14,97.47,25.55,49.2
1,10,15,45,2.03,0,72.05,0.1,192.24,21.23,210.07,31.37,196.2,25.21,49.97
1,10,17,45,1.92,0,77.79,0.1,182.67,21.22,271.13,31.35,134.67,25.16,49.5
1,10,18,30,1.87,0,140.28,0.1,195.2,20.75,270.93,31.3,136.8,25.08,49.3
1,10,19,45,1.71,0,296.59,0.1,199.16,20.66,253.47,29.99,2.4,25.11,47.69
1,10,22,45,1.63,116.66,0,0.1,163.94,20.7,238.27,31.27,130.8,0,49.47
1,10,23,45,1.68,167.63,0,0.1,145.42,19.09,236.87,31.46,109.53,0,49.67
1,11,0,30,1.73,194.45,0,0.1,173.25,19.21,257.33,31.74,108.27,0,49.85
1,11,4,45,2.11,188.75,0,0.1,139.52,19.22,238.87,32.36,140.33,0,50.55
1,11,5,0,2.13,191.99,0,0.1,135.58,19.09,243.93,32.03,148.87,0,50.27
1,11,8,15,1.91,0,209.92,0.1,216.81,21.14,261.6,30.67,97.07,26.01,48.82
1,11,9,30,1.7,0,247.35,0.1,221.82,20.9,269.87,30.05,3.73,25.96,47.7
1,11,10,0,1.61,0,275.23,0.1,228.55,20.3,270.87,29.93,3.73,25.13,47.76
1,11,10,15,1.56,0,261.51,0.1,231.87,20.12,267.4,30.18,3.4,25.74,47.72
1,11,11,45,1.3,0,264.56,0.1,227.62,20.31,265.8,29.8,3.2,26.63,47.64
1,11,14,0,0.91,0,206.83,0.1,213.12,20.71,239.53,29.78,80.2,25.41,47.99
1,11,14,30,0.84,0,149.97,0.1,190.61,20.55,229.53,29.93,106.6,25.65,48.07
1,11,16,15,0.72,7.38,6.17,0.1,206.03,20.46,240.4,30.46,174.87,24.51,48.88
1,11,18,30,0.6,0,67.28,0.1,167.65,20.81,242.87,29.99,206.93,25.56,48.33
1,11,22,15,0.48,23.72,18.37,0.1,195.72,20.73,230.4,30.11,69.93,0,48.13
1,11,22,30,0.48,0,56.75,0.1,187.34,20.56,232.87,29.99,3.53,0,47.84
1,12,1,0,0.55,53.53,0,0.1,237.19,17.84,275.73,30.16,3.27,0,48.05
1,12,4,0,0.6,99.48,0,0.1,224.09,18.49,245.2,30.2,92.6,0,48.37
1,12,5,0,0.62,73.12,0,0.1,216.03,18.49,243.13,30.39,92.47,0,48.44
1,12,5,15,0.63,89.65,0,0.1,219.15,18.76,250.87,30.4,90.13,0,48.47
1,12,5,30,0.63,8.39,40.85,0.1,201.17,18.57,267.73,30.3,9.33,0,48.26
1,12,5,45,0.62,0,87.13,0.1,194.54,18.95,269.07,30.08,3.53,0,47.88
1,12,6,15,0.57,0,143.85,0.1,236.99,19.14,277.27,29.54,54.4,0,47.66
1,12,6,45,0.52,0,67.9,0.1,234.08,19.11,271.13,29.95,190,26.68,48.49
1,12,9,0,0.36,0,91.57,0.1,259.81,21.58,251.8,29.69,212.67,25.08,48.16
1,12,10,30,0.15,83.87,40.32,0.1,270.1,21.15,261.8,27.81,342.07,25.71,47.63
1,12,11,0,0.14,65.1,0,0.1,236.49,21.19,232.2,30.32,372.73,24.99,50.22
1,12,11,15,0.14,65.84,0,0.1,225.57,21.17,235.47,31.52,365.4,25.46,51.26
1,12,11,30,0.13,68.81,0,0.099,225.09,21.15,259.73,30.03,337.8,24.9,49.46
1,12,12,45,0.11,69.18,0,-0.009,216.26,21.14,256.07,29.76,341.73,25.96,49.36
1,12,13,15,0.1,65.84,0,-0.007,228.95,21.1,263.13,29.23,347.73,25.62,48.82
1,12,13,30,0.1,62.21,0,-0.003,210.46,20.67,264.2,29.13,354.73,25.49,48.78
1,12,16,15,0.05,61.19,0,-0.001,172.56,21.21,240.07,32.95,259.2,25.53,51.84
1,12,17,15,0.04,61.91,0,-0.001,178.3,21.14,271.73,32.27,267.07,24.85,51.33
1,12,17,30,0.03,59.55,0,-0.001,174.3,21.04,276.27,31.89,270.93,25.37,50.74
1,12,18,45,0.01,70.21,0,0,174.64,20.98,294.53,29.44,315.13,25.07,48.66
1,12,20,15,-0.01,54.73,0,-0.003,191.86,20.56,240.87,30.8,387.33,26.07,50.7
1,12,21,0,-0.03,64.23,0,-0.001,196.36,20.64,211.27,33.01,295.13,5.6,52.35
1,12,23,0,-0.06,111.27,0,0.001,266.42,21.14,248.4,33.03,67.33,0,51
1,13,2,30,-0.06,52.8,0,1.124,432.17,27.9,178.13,36.16,3.33,0,54.14
1,13,3,45,-0.06,68.04,0,1.557,424.21,28.61,219.73,33.29,3.4,0,51.26
1,13,5,0,-0.06,74.99,0,2.004,410.05,28.73,269.2,31.31,3.4,0,49.1
1,13,5,30,-0.06,67.22,0,2.182,400.67,27.46,246.73,33.03,91.53,0,51.03
1,13,7,15,-0.06,56.33,0,2.112,133.13,20.14,281.33,28.75,346.6,26.41,48.33
1,13,7,30,-0.06,55.11,0,2.082,138.17,20.22,293.13,29,343.53,25.7,48.46
1,13,9,15,0,65.45,0,1.84,141.56,20.27,259.53,33.05,367.87,25.27,52.8
1,13,11,0,0,55.26,0,1.577,172.62,20.16,263.27,33.56,341.73,24.66,53.03
1,13,12,30,0,153.13,0,1.365,93.17,19.76,270.4,29.97,397.93,24.73,49.94
1,13,13,30,0,102.97,0,1.22,89.05,19.78,271.53,29.81,399.87,26.18,49.96
1,13,15,0,0.06,179.46,0,1.074,144.27,20.56,244.87,30.1,396.47,26.29,50.18
1,13,15,45,0.11,205.87,0,1.031,133.22,20.49,246.87,29.99,396.87,25.24,50.1
1,13,17,45,0.26,134.08,0,0.915,138.76,20.71,248.87,30.03,396.13,25.54,50.05
1,13,23,15,0.68,369.74,0,0.672,377.56,25.69,265.87,31.45,382,0,51.44
1,13,23,30,0.73,353.34,0,0.745,386.95,25.68,266.27,31.42,307.53,0,50.78
1,13,23,45,0.77,342.22,0,0.81,384.67,25.84,267.2,31.36,269.67,0,50.34
1,14,1,0,0.97,241.57,0,1.12,394.62,25.71,270.87,31.03,242.87,0,49.73
1,14,1,45,1.05,298.13,0,1.313,410.93,25.78,265.2,31.42,238.6,0,49.96
1,14,2,45,1.18,365.66,0,1.574,391.15,25.78,303,32.12,265.27,0,50.84
1,14,4,30,1.44,266.93,0,2.044,401.45,25.67,251.73,31.5,268.47,0,50.55
1,14,6,0,1.6,208.91,0,2.36,212.67,20.57,247.4,31.44,382.73,0,51.52
1,14,6,30,1.63,101.85,0,2.36,181.43,20.65,254.87,31.22,386.67,17.28,51.25
1,14,10,45,1.7,107.88,0,1.703,81.42,18.96,265.73,31.44,383.4,25.98,51.34
1,14,12,0,1.75,77.31,0,1.486,89.42,19.03,263.47,31.47,384.13,24.88,51.31
1,14,13,15,1.79,113.29,0,1.281,90.53,18.48,264,31.36,382.47,26.38,51.39
1,14,13,30,1.8,94.48,0,1.237,88.62,18.56,261,31.61,383.6,25.77,51.46
1,14,14,45,1.82,115.11,0,1.035,73.81,19.58,243.67,31.24,383.53,25.33,51.28
1,14,15,0,1.83,146.46,0,1.002,72.29,19.84,242.53,31.36,383.07,24.93,51.5
1,14,16,0,1.89,204.67,0,0.855,71.74,19.98,236.73,31.82,380.67,25.93,51.9
1,14,18,0,2,143.37,0,0.589,85.4,19.62,240.93,31.65,382.13,25.41,51.67
1,14,19,30,2.09,158.75,0,0.383,77.58,19.76,254.87,31.95,381.07,24.42,51.91
1,14,20,0,2.1,153.93,0,0.315,81.89,19.63,260.2,31.9,379.67,25.86,51.91
1,14,21,45,2.22,267.37,0,0.14,177.12,19.49,256.2,32.22,373.67,0,52.25
1,15,2,15,2.94,413.15,0,1.203,355.96,26.71,262.47,34.07,284.2,0,53.05
1,15,4,0,3.3,369.03,0,1.819,391.46,28.71,264.53,33.78,275.07,0,52.83
1,15,6,15,3.65,218.65,0,2.42,148.68,19.64,251.4,33.65,211.73,0,52.18
1,15,6,45,3.69,42,0.09,2.42,138.86,19.46,229.47,33.43,127.13,25.89,51.36
1,15,7,45,3.62,0,220.29,2.354,119.79,19.97,233.2,32.52,103.6,24.69,50.48
1,15,9,30,3.25,0,377.75,2.066,135.2,19.67,241.47,30.95,97.47,25.7,48.98
1,15,11,0,2.89,0,325.53,1.801,140.56,19.7,238.27,30.69,98.33,26.42,48.85
1,15,11,30,2.78,0,306.81,1.718,118,19.56,242.53,31.03,107.2,25.37,49.1
1,15,11,45,2.73,0,300.11,1.677,131.81,19.47,252.33,30.88,121.53,25.83,49.1
1,15,12,0,2.68,0,262.68,1.633,134.57,19.78,247.87,31.12,118.67,26.57,49.3
1,15,12,30,2.6,0,261.14,1.55,120.2,19.82,248.73,31.13,124.87,25.45,49.22
1,15,13,15,2.48,0,189.05,1.427,105.91,19.65,246.8,31.25,160.4,25.25,49.63
1,15,18,30,2.35,134.89,0,0.843,138.37,20.62,234.13,32.2,358,25.78,51.91
1,15,18,45,2.37,152.93,0,0.829,142.12,20.63,236.53,32.07,359.2,27.15,51.95
1,15,19,45,2.41,136.9,0,0.82,181.06,21.61,235.33,32.16,356.73,24.81,51.94
1,15,21,30,2.5,229.74,0,0.82,0,19.81,233.13,32.35,352.47,0.07,52.2
1,16,0,30,2.85,418.39,0,1.271,0,25.72,270.87,33.83,313.47,0,53.24
1,16,0,45,2.9,415.74,0,1.348,0,25.72,269.53,33.95,312.47,0,53.33
1,16,1,15,3,400.99,0,1.503,0,25.78,267.07,34.1,315.13,0,53.15
1,16,3,15,3.36,326.05,0,2.007,0,22.65,243.2,34.04,213.4,0,52.5
1,16,4,0,3.47,317.67,0,2.187,0,23.46,243.27,34.1,201.73,0,52.65
1,16,5,45,3.72,263.65,0,2.637,119.23,21.68,238.53,34.29,191.93,0,52.41
1,16,6,0,3.75,248.36,0,2.64,121.86,19.51,237.73,34.14,192.2,0,52.63
1,16,6,15,3.78,220.93,0,2.64,127.24,19.55,236.87,33.92,194.27,0,52.36
1,16,6,30,3.8,215.27,0,2.64,118.35,19.63,238,33.59,194.67,17.79,52.09
1,16,8,30,3.83,0,137.4,2.49,85.99,18.98,235,33.78,194,27.9,52.14
1,16,9,30,0,0,345.83,2.289,153.47,19.52,253.67,31.42,144.33,25.45,49.76
1,16,10,15,0,0,336.87,2.159,161.93,19.5,261.07,31.48,145.6,25.62,49.63
1,16,12,0,3.1,0,218.17,1.847,100.66,18.81,249.2,31.7,124.73,25.08,49.89
1,16,12,30,3.02,0,217.59,1.757,93.72,18.86,248.67,31.75,127.07,25.7,49.97
1,16,12,45,2.98,0,178,1.713,90.1,19.25,246.4,31.9,153.4,27.37,50.2
1,16,15,45,2.87,173.61,0,1.229,83.11,19.97,246,32.56,342.53,25.29,52.29
1,16,19,30,2.92,46.29,0,0.98,185.2,20.62,245.33,32.64,341.87,25.54,52.12
1,16,20,0,2.92,70.75,0,0.98,185.63,20.66,250,32.61,341.07,25.12,52.14
1,17,4,0,3.98,292.54,0,2.339,397.24,25.71,237.2,34.46,324.13,0,53.81
1,17,4,15,4.01,252.7,0,2.407,396.69,25.69,240,34.29,281.13,0,53.18
1,17,5,30,4.08,111.41,0,2.657,305.49,21.29,222.53,33.73,188.47,0,52.16
1,17,5,45,4.08,39.97,0.05,2.682,207.52,19.93,222.27,33.52,188.07,0,52.1
1,17,7,15,3.89,0,451.04,2.532,148.76,20.03,262,30.8,147.93,25.98,48.03
1,17,8,30,3.52,0,464.07,2.325,147.77,18.67,243.13,30.46,175,25.61,47.76
1,17,8,45,3.44,0,459.21,2.289,147.89,18.67,244.47,30.35,175,25.72,47.76
1,17,10,0,0,0,446.3,2.14,113.89,18.67,249,30,175,24,47.76
1,17,10,45,0,0,384.23,1.92,103.1,18.67,246,30.28,175,25.62,47.76
1,17,11,0,0,0,403.88,1.873,102.15,18.67,247.27,30.22,175,26.03,47.76
