month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
11,24,6,45,3.38,52.47,0.87,2.726,233.56,21.73,266.87,33.12,370.27,0,52.67
11,24,10,45,3.52,158,0,2.123,182.6,20.33,247.47,33.37,452.6,0,53.83
11,24,13,15,3.61,74.5,0,1.865,232.12,21.9,246.33,33.39,391.13,0,53.04
11,24,14,30,3.59,0,383.24,1.764,194.11,21.37,264.53,30.97,194.2,0,47.57
11,24,15,0,3.46,0,377.75,1.713,194.93,21.42,264.13,31.01,194.73,0,47.63
11,24,16,15,3.14,0,344.9,1.605,195.61,21.31,262.8,31.03,194.4,0,47.78
11,24,17,0,2.97,0,357.83,1.567,194.4,21.35,266.13,30.76,193.67,0,47.56
11,24,17,30,2.84,0,345.83,1.535,194.25,21.57,267.47,30.64,192.67,0,47.59
11,24,18,30,2.58,0,362.36,1.435,152.24,20.17,268.73,30.48,151.67,0,47.66
11,24,18,45,2.52,0,366.07,1.401,152.5,19.16,271.33,30.28,151,0,47.36
11,24,19,30,2.33,0,363.39,1.286,146.52,19.67,274.6,29.95,145.73,0,46.86
11,24,19,45,2.26,0,373.35,1.251,146.69,19.77,276.2,29.83,145.4,0,47.07
11,24,20,30,2.07,0,355.46,1.142,146.84,19.52,275.2,29.88,145.13,0,46.99
11,24,21,0,1.95,51.17,149.45,1.077,185.46,21.63,259.47,31.08,204.33,0,49.78
11,24,21,15,1.93,171.73,0,1.07,233.83,22.76,251.67,31.76,397,0,51.74
11,25,3,0,2.82,327.1,0,2.126,349.95,24.28,256.87,33.42,289.33,0,52.37
11,25,4,45,3.03,291.77,0,2.603,366.85,25.93,250.67,33.35,318.2,0,52.67
11,25,5,0,3.07,212.83,0,2.667,377.65,25.78,254.07,33.05,285.27,0,51.95
11,25,6,45,3.15,82.75,0,2.805,165.26,20.7,257.33,32.82,397.2,0,52.69
11,25,8,15,2.93,0,404.95,2.456,145.08,18.05,264,30.12,144.13,0,47.35
11,25,12,45,2.63,91.87,0,1.735,189.51,21.23,239.6,32.12,406.93,0,52.29
11,25,13,0,2.63,104.3,0,1.707,182.1,21.26,238.8,32.22,406.07,0,52.33
11,25,13,30,2.64,95.97,0,1.665,188.03,21.25,237.13,32.37,408.93,0,52.35
11,25,13,45,2.64,91.67,0,1.641,181.01,21.31,238.87,32.27,411.8,0,52.29
11,25,14,0,2.65,106.47,0,1.621,180.99,21.22,238.13,32.33,411.07,0,52.37
11,25,14,45,2.68,158.23,0,1.589,216.2,22.37,263.93,32.41,407.33,0,52.53
11,25,15,0,2.69,143.56,0,1.589,215.85,22.34,263.07,32.5,408.8,0,52.53
11,25,15,15,2.7,185.19,0,1.578,229.24,22.12,260.4,32.69,408.13,0,52.67
11,25,17,15,2.81,0,314.27,1.539,171.01,21.27,281.13,30.88,169.67,0,48
11,25,17,45,2.7,0,292.24,1.501,171.92,21.14,279.53,30.99,170.07,0,47.95
11,25,22,30,2.05,266.2,0,1.193,190.89,21.72,241.07,32.37,391.8,0,52.27
11,26,0,15,2.36,401.14,0,1.505,349.88,23.67,253.4,33.53,352.27,0,52.95
11,26,0,30,2.41,393.1,0,1.566,346.85,23.76,254.93,33.42,347.67,0,52.78
11,26,1,0,2.51,332.61,0,1.692,331.68,22.84,258.53,33.11,257,0,52.03
11,26,2,0,2.68,370.08,0,1.971,303.34,22.63,252,33.66,298.73,0,52.6
11,26,2,15,2.73,399.45,0,2.033,294.71,22.24,249.53,33.88,308.27,0,52.96
11,26,2,45,2.83,426.49,0,2.137,286.15,22.44,248.07,34.01,328.2,0,53.42
11,26,3,15,2.94,453.99,0,2.243,295.86,22.15,254.33,34.5,365.8,0,54.14
11,26,3,30,3,462.39,0,2.301,297.55,22.66,256.47,34.71,365.6,0,54.33
11,26,4,30,3.23,420.81,0,2.519,316.48,23.68,257.8,34.62,363.27,0,54.16
11,26,5,0,3.33,373.7,0,2.637,343.09,22.67,262.53,34.24,332.33,0,53.57
11,26,6,0,3.48,358.98,0,2.8,170.75,21.49,262.6,34.22,372.33,0,53.97
11,26,9,30,3.56,0,73.59,2.462,221.16,21.22,240.93,32.91,389.33,0,52.8
11,26,10,45,3.48,0.05,13.15,2.298,210.77,21.12,240.73,32.99,392.33,0,52.81
11,26,15,15,3.48,0,294.12,1.807,141.72,19.75,270.2,31.85,140,0,49.05
11,26,16,15,3.27,0,266.41,1.68,140.72,20.15,270.07,31.8,140.13,0,49.04
11,26,16,45,3.17,0,289.69,1.605,139.25,20.27,272.8,31.35,138.47,0,48.6
11,26,18,30,2.79,0,284.13,1.369,138.33,20.58,258.2,31.18,137.13,0,48.41
11,26,20,0,2.48,0,270.41,1.175,138.86,19.86,260.67,30.99,137.6,0,48.16
11,26,21,0,2.29,0,244.31,1.047,139.64,19.86,259.8,31.01,138.73,0,48.31
11,26,22,0,2.12,0,179.32,0.937,138.95,20.22,258.27,31.16,138.33,0,48.48
11,27,1,30,2.44,376.69,0,1.36,328.93,23.63,245.33,33.29,294.07,0,52.32
11,27,2,30,2.63,389.67,0,1.643,341.81,24.67,243.8,33.46,290.93,0,52.54
11,27,2,45,2.67,391.21,0,1.695,358.32,25.46,241.6,33.63,289.13,0,52.55
11,27,3,0,2.72,388.27,0,1.751,362.8,25.76,240.47,33.69,287.07,0,52.7
11,27,4,15,2.96,376.97,0,2.161,372.84,25.7,240.33,33.75,285.6,0,52.76
11,27,5,45,3.22,377.98,0,2.594,232.38,21.4,237.67,34.01,344.8,0,53.65
11,27,6,0,3.27,346.11,0,2.6,154.88,20.84,236.2,33.97,348.4,0,53.41
11,27,7,15,3.5,328.47,0,2.64,223.76,21.55,251.93,33.99,487.6,0,55.04
11,27,11,30,3.55,94.85,0,2.056,192.32,20.65,258.4,33.25,471.87,0,53.9
11,27,12,15,3.57,135.26,0,1.881,187.58,20.84,258.8,33.27,479.53,0,54.13
11,27,12,30,3.58,151.84,0,1.855,187.57,20.65,256.27,33.43,478.33,0,54.19
11,27,15,0,3.78,0,251.79,1.563,117.8,17.5,246.2,32.18,123.27,0,49.58
11,27,15,30,3.69,0,277.28,1.489,125.05,18.48,247.53,32.05,124,0,49.39
11,27,17,0,3.39,0,296.14,1.279,122.94,19.49,251.07,31.79,121.93,0,49.1
11,27,19,45,2.76,0,391.31,0.872,122.1,18.3,176.73,30.02,120.47,0,47.35
11,27,22,45,2.38,406.45,0,0.539,181.07,21.59,228.2,33.41,440.27,0,53.98
11,27,23,30,2.52,270.93,0,0.655,369.98,24.71,236.73,32.8,230.67,0,51.61
11,28,0,30,2.64,275.55,0,0.925,350.31,24.65,235,32.95,251.6,0,51.65
11,28,4,15,3.11,216.83,0,2.04,388.16,25.73,234.4,33.17,247.33,0,51.69
11,28,6,30,3.28,160.35,0,2.476,218.69,21.2,248.27,33.09,472.07,0,53.75
11,28,7,0,3.3,63.18,0,2.427,194.42,20.5,250.13,32.94,425.53,0,53.13
11,28,7,15,3.3,27.31,2.36,2.387,214.89,20.67,251.07,32.85,413.67,0,52.91
11,28,8,15,3.23,56.19,0.87,2.227,198.99,20.75,264.73,32.97,396.93,0,52.65
11,28,8,45,3.22,83.76,0,2.155,190.96,20.87,275.33,32.96,397.67,0,52.69
11,28,10,45,3.28,140.97,0,1.881,186.63,20.65,274.4,32.9,427.67,0,53.16
11,28,11,30,3.32,169.37,0,1.775,180.37,20.84,270.53,33.18,428.2,0,53.38
11,28,12,15,3.36,153.99,0,1.689,201.93,21.21,259.93,33.1,428.33,0,53.35
11,28,14,45,3.47,215.57,0,1.535,203.05,21.58,265.13,33.59,469.13,0,54.18
11,28,15,15,3.52,219.58,0,1.521,186.42,21.3,241.33,33.49,455.8,0,54.09
11,28,16,0,3.59,0,282.41,1.474,129.45,19.09,251.4,32.02,126,0,49.05
11,28,18,45,2.98,0,386.58,1.093,164.74,20.8,267.27,30.47,163.73,0,47.44
11,28,19,30,2.77,0,401.13,1.015,164.8,20.5,271.47,30.09,163.73,0,47.12
11,28,20,15,2.56,0,415.61,0.915,168.8,20.78,276.07,29.67,168.13,0,46.6
11,28,20,30,2.49,0,428.87,0.894,184.33,21.13,276.2,29.65,183.07,0,46.31
11,28,21,0,2.35,0,393.9,0.862,211.76,21.61,275.07,29.69,211,0,46.14
11,28,23,15,2.36,208.43,0,0.931,421.59,25.8,243.53,32.31,188.87,0,50.63
11,29,0,45,2.52,286.99,0,1.407,397.21,25.71,256.47,32.92,214,0,51.32
11,29,2,15,2.75,300.3,0,1.985,398.24,24.69,254.07,33.11,210.13,0,51.61
11,29,3,0,2.86,327.19,0,2.247,376.78,23.72,261.4,33.48,228.07,0,51.93
11,29,3,15,2.9,317.13,0,2.341,371.4,23.71,262.33,33.4,230.8,0,51.93
11,29,4,45,3.14,357.44,0,2.821,349.43,21.73,255.47,33.93,365.87,0,53.47
11,29,5,45,3.27,164.85,0,3.087,293.45,23.04,267.27,33.16,267.33,0,51.98
11,29,7,45,3.07,0,331.13,2.817,76.45,17.29,264,31.05,76.27,0,48.5
11,29,10,30,2.78,113.25,0,2.337,185.93,20.84,251.93,32.55,401,0,52.44
11,29,11,45,2.83,180.85,0,2.217,174.51,20.69,248.47,32.8,471.73,0,53.39
11,29,12,45,2.9,166.62,0,2.12,175.65,20.75,249.07,32.82,468.8,0,53.42
11,29,13,15,2.93,158.95,0,2.035,171.42,20.67,248.6,32.84,469.07,0,53.33
11,29,17,0,3.04,0,288.35,1.489,121.93,19.27,259.47,31.38,120.33,0,48.75
11,29,17,30,2.93,0,322.58,1.415,150.73,20.48,257.33,31.11,149.67,0,48.18
11,29,19,0,2.55,0,395.59,1.203,171.7,20.88,267.47,29.89,170.6,0,46.71
11,29,19,15,2.48,0,397.96,1.172,172.14,20.61,267.67,29.86,171.67,0,46.64
11,29,21,45,2.04,310.05,0,0.97,208.79,22.64,253.67,32.58,455.07,0,53.14
11,29,22,15,2.12,292.68,0,0.957,184.97,21.66,251.8,32.45,386.6,0,52.18
11,29,23,15,2.26,349.68,0,0.997,322.02,19.72,235.73,32.94,360.27,0,52.49
11,30,0,15,2.43,269.27,0,1.322,388.77,24.78,240.87,32.65,251.33,0,51.2
11,30,1,45,2.58,223.82,0,1.832,379.79,24.67,241.93,32.65,216.6,0,50.87
11,30,2,0,2.61,256.8,0,1.92,387.68,23.92,263.07,32.82,213.13,0,51.31
11,30,4,15,2.91,241.81,0,2.589,415.97,23.8,274.8,33.05,265.47,0,51.6
11,30,5,0,3,228.32,0,2.834,403.2,21.78,273.67,33.09,252.47,0,51.72
11,30,5,30,3.04,250.44,0,2.969,321.46,18.62,273.79,33.22,330.5,0,52.41
11,30,9,0,0,37.76,177.27,2.291,123.68,19.37,260.8,31.61,180.27,0,50.04
11,30,11,15,0,56.09,0,2.039,211.93,21.24,267.33,32.42,288.33,0,51.2
11,30,14,0,2.68,138.59,0,1.775,201.57,21.16,265.13,32.53,426.93,0,52.67
11,30,15,45,2.85,232.39,0,1.637,195.99,21.42,238.93,32.86,447.93,0,53.26
11,30,16,0,2.88,0,199.27,1.601,102.8,17.73,256.33,31.56,77.33,0,48.92
11,30,20,15,1.97,0,335.47,0.883,108.22,19.31,276.13,29.9,107.8,0,47.12
11,30,23,45,2.31,272.62,0,1.045,393.86,24.78,244.53,32.55,217.47,0,51.14
12,1,0,0,2.34,273.59,0,1.135,401.58,24.71,242.87,32.65,199.27,0,51.12
12,1,1,45,2.55,271.45,0,1.745,380.45,24.69,242.13,32.84,199.33,0,51.2
12,1,3,0,2.75,407.5,0,2.171,366.69,22.61,256.4,33.88,319.47,0,53.04
12,1,4,0,2.96,352.19,0,2.515,383.83,22.58,259.4,33.67,305.47,0,52.63
12,1,5,0,3.1,241.09,0,2.798,342.13,20.61,293.47,33.44,208,0,51.63
12,1,7,0,3.21,3.04,59.17,2.906,174.36,20.61,251.07,32.62,247.67,0,51.29
12,1,7,30,3.16,0,114.83,2.859,176.2,20.67,253.2,32.52,197.2,0,50.93
12,1,8,15,3.1,0,68.53,2.771,180.48,20.57,253.53,32.5,196.47,0,51.03
12,1,9,0,3.04,0,68.82,2.679,168.15,20.67,253.47,32.51,173.87,0,50.84
12,1,11,0,2.93,153.85,0,2.477,158.68,20.78,250.8,32.76,386,0,52.52
12,1,12,15,3.04,219.67,0,2.37,161.78,20.67,246.2,33.14,498.53,0,54.13
12,1,12,30,3.07,248.13,0,2.354,165.97,20.69,245.13,33.25,494,0,54.27
12,1,15,30,3.39,283.27,0,2.041,102.15,19.77,261.93,33.92,436.8,0,54.24
12,1,17,0,3.33,0,271.95,1.749,90,18.7,260.27,31.73,89.27,0,48.99
12,1,18,15,3.08,0,292.87,1.569,91.9,17.45,257.73,31.2,91.13,0,48.76
12,1,20,15,2.66,0,281.49,1.229,89.14,19.05,255.6,30.93,88.8,0,48.3
12,1,21,30,2.42,91.44,90.91,0.989,120.28,20.78,242.33,31.94,203.27,0,50.72
12,1,22,15,2.47,327.02,0,0.97,187.73,22.54,230.13,32.94,433.07,0,53.39
12,1,22,30,2.51,318.43,0,0.97,185.48,22.5,230.93,32.89,431.93,0,53.44
12,1,23,15,2.63,260.47,0,1.071,408.57,23.41,234.8,32.65,263.4,0,51.09
12,2,1,0,2.82,254.54,0,1.691,402.22,23.73,268.33,33.11,207,0,51.38
12,2,2,0,2.93,249.03,0,2.099,401.23,23.65,265.2,33.31,207.07,0,51.52
12,2,2,15,2.97,274.21,0,2.229,403.83,23.63,264.13,33.37,205.93,0,51.67
12,2,2,30,2.99,291.63,0,2.341,398.36,23.74,263.27,33.43,206.07,0,51.77
12,2,3,0,3.06,328.02,0,2.444,396.64,23.71,260.27,33.69,285.4,0,52.61
12,2,4,30,3.29,368.15,0,2.963,243.91,15.14,254.73,34.07,362.4,0,53.72
12,2,6,30,3.54,25.95,158.95,3.017,128.78,19.92,276.07,32.22,182.53,0,50.26
12,2,7,30,3.33,0,390.67,2.847,126.25,18.05,264.93,30.71,125.53,0,47.9
12,2,8,0,3.2,0,362.47,2.773,123.39,19.68,262.4,30.92,122.2,0,48.14
12,2,9,15,2.89,0,331.79,2.567,123.74,19.41,264.33,30.72,122.8,0,48.04
12,2,9,45,2.77,0,346.65,2.495,124.48,18.82,266.27,30.56,123.47,0,47.79
12,2,10,15,2.69,133.01,0,2.439,212.58,21.14,240.87,32.52,420.6,0,52.73
12,2,12,15,2.82,174.65,0,2.32,193.4,21.11,239.87,32.67,448.13,0,53.15
12,2,13,0,2.87,175.25,0,2.275,204.21,21.14,240.47,32.65,446.67,0,53.14
12,2,16,0,3.11,63.47,107.93,2.129,108.15,19.63,264.73,32.17,182.67,0,50.14
12,2,16,45,3.01,0,239.63,2.007,93.72,19.22,258.33,31.81,91.67,0,49.25
12,2,17,30,2.87,0,243.47,1.89,93.99,18.71,261.8,31.54,93.4,0,48.8
12,2,23,30,2.16,341,0,1.212,394.32,24.87,236.87,32.83,338.27,0,52.26
12,3,2,0,2.57,332.31,0,2.023,374.29,24.71,233.33,33.2,252.47,0,51.86
12,3,6,0,3.31,369.12,0,3.109,167.81,20.82,261.53,34.15,375.87,0,53.91
12,3,6,15,3.36,343.73,0,3.105,170.03,20.62,264.6,34.01,376.6,0,53.83
12,3,7,0,3.47,0,184.07,3.085,111.6,18.97,283.47,32.38,88.73,0,49.59
12,3,11,15,2.81,27.44,0.53,2.351,226.76,21.01,244.67,32.53,389.8,0,52.29
12,3,12,30,2.83,103.87,0,2.223,212.8,21.25,244.6,32.57,477.67,0,53.29
12,3,13,30,2.87,168.59,0,2.157,156.05,20.2,242.6,32.75,473.47,0,53.38
12,3,14,45,2.95,201.29,0,1.965,155.55,20.21,243.33,32.77,467.27,0,53.62
12,3,19,0,2.56,0,240.94,1.339,118.45,19.73,262.07,31.21,117.4,0,48.68
12,3,19,45,2.42,0,242.14,1.227,120.68,18.67,262.6,31.16,119.67,0,48.46
12,3,20,45,2.23,0,240.33,1.049,120.73,18.45,257.67,30.97,119.47,0,48.32
12,3,21,15,2.14,0,206.53,0.991,119.03,19.35,251.6,31.11,117.87,0,48.61
12,3,21,45,2.06,0,150.42,0.941,193.02,22.08,250.53,31.2,90.87,0,48.88
12,3,23,0,2.14,251.48,0,0.968,366.99,23.88,247.33,32.5,282.6,0,51.48
12,4,0,0,2.25,300.5,0,1.25,387.3,23.88,246.2,32.66,260.93,0,51.41
12,4,0,30,2.32,311.83,0,1.411,378.48,23.89,244.13,32.84,256.67,0,51.48
12,4,3,30,2.8,304.49,0,2.405,412.1,23.71,239.2,33.27,244.53,0,51.84
12,4,4,15,2.91,348.37,0,2.695,411.06,23.8,254.67,33.6,233.93,0,52.07
12,4,5,15,3.08,349.86,0,3.055,383.22,22.33,251.27,33.85,278.47,0,52.85
12,4,6,30,3.32,229.8,0,3.15,173.93,20.61,257.47,33.37,208.33,0,51.75
12,4,7,0,3.37,157.69,0,3.149,152.1,20.01,259.53,33.19,207.33,0,51.61
12,4,7,45,3.39,10.09,3.75,2.904,181.97,20.65,262.27,32.94,207.33,0,51.26
12,4,11,15,3.26,65.3,0,2.351,167.45,18.82,250.13,32.85,428.67,0,53.09
12,4,12,30,3.29,118.82,0,2.146,165.76,18.65,246.8,33.11,432.33,0,53.23
12,4,13,30,3.33,154.23,0,1.962,139.55,18.78,247,33.15,427.53,0,53.39
12,4,13,45,3.34,164.16,0,1.915,149.99,18.61,247.4,33.14,430.47,0,53.41
12,4,14,0,3.35,170.19,0,1.878,165.07,19.36,245.13,33.27,440.87,0,53.66
12,4,15,30,3.49,256.84,0,1.709,198.09,21.18,241.53,33.61,438.73,0,54.05
12,4,17,15,3.4,0,287.77,1.5,126.13,18.59,264.53,31.74,125.73,0,48.84
12,4,18,0,3.25,0,315.35,1.376,161.66,20.55,267.67,31.27,160.07,0,48.32
12,4,18,15,3.19,0,350.41,1.339,181.36,20.66,258.93,30.84,180.8,0,47.7
12,4,20,15,2.69,0,342.89,1.163,181.74,20.57,260.93,30.65,180.53,0,47.61
12,4,20,30,2.63,0,338.91,1.132,181.86,20.39,260.13,30.68,180.2,0,47.54
12,4,21,45,2.35,0,231.77,1.032,181.41,21.03,256.73,30.96,180.07,0,47.97
12,4,22,45,2.38,399.4,0,1.041,186.07,21.64,226.4,33.37,466.67,0,54.22
12,5,3,45,3.09,335.97,0,2.449,350.64,21.69,256,33.84,316.47,0,52.96
12,5,4,45,3.25,261.57,0,2.736,387.46,21.61,259.53,33.57,282.53,0,52.63
12,5,5,30,3.3,241.99,0,2.967,417.6,25.96,261.27,33.41,311.2,0,52.6
12,5,8,30,2.97,0,366.42,2.615,96.91,17.63,265.4,30.82,95.87,0,48.31
12,5,8,45,2.91,0,339.33,2.541,96.94,17.81,265.73,30.81,96.27,0,48.31
12,5,10,15,2.56,0,317.41,2.149,96.2,17.9,266.87,30.65,95.2,0,47.98
12,5,11,15,2.42,160.4,0,1.954,219.6,21.15,250.33,32.29,421.07,0,52.45
12,5,11,45,2.45,177.71,0,1.898,208.01,21.27,257.13,32.44,422.47,0,52.46
12,5,12,0,2.47,172.45,0,1.869,202.05,21.19,258.67,32.33,418,0,52.56
12,5,12,15,2.49,179.02,0,1.853,203.8,21.18,256.27,32.5,418.07,0,52.59
12,5,14,15,2.61,147.43,0,1.662,200.02,21.14,258.87,32.32,422.8,0,52.52
12,5,14,30,2.62,169.62,0,1.643,198.78,21.16,254.6,32.6,420.27,0,52.73
12,5,15,45,2.72,234.65,0,1.549,193.38,21.26,252.53,32.84,414.73,0,52.97
12,5,19,0,2.52,0,269.98,1.143,103.36,19.09,272.13,31.19,102.2,0,48.54
12,5,19,30,2.42,0,303.24,1.049,102.49,19.17,239,30.65,100.93,0,48.18
12,5,20,30,2.2,0,286.46,0.875,179.03,22.46,244.07,30.5,95.13,0,47.99
12,5,21,0,2.1,0.87,169.57,0.87,231.77,21.05,238.67,30.92,113.73,0,49.12
12,5,21,30,2.08,205.01,0,0.87,229.82,21.71,225.27,32.01,380,0,51.98
12,5,22,15,2.12,177.03,0,0.871,209.85,20.42,226.07,32.05,275.73,0,50.9
12,5,23,15,2.26,343.08,0,0.977,396.09,23.69,266.33,32.99,318,0,52.16
12,6,0,30,2.46,350.46,0,1.379,370.05,23.69,262.27,33.23,255.8,0,52.05
12,6,3,15,2.94,359.41,0,2.232,352.53,22.73,256,33.71,249.93,0,52.48
12,6,5,15,3.3,390.49,0,2.794,300.28,17.7,248.2,34.35,365.13,0,53.96
12,6,8,45,3.11,0,367.96,2.413,100.65,18.01,269.33,30.75,99.93,0,47.81
12,6,10,30,2.97,45.77,0,2.148,217.89,21.18,244.93,32.66,419.4,0,52.88
12,6,10,45,2.97,72.57,0,2.123,213.39,21.28,245.67,32.62,417.67,0,52.93
12,6,11,0,2.97,80.82,0,2.101,218.5,20.97,247.27,32.47,422.2,0,52.77
12,6,12,30,3,139.43,0,1.959,207.35,21.3,242.53,32.81,462.2,0,53.53
12,6,14,15,3.11,166.77,0,1.823,213.82,21.42,241.8,32.89,458.73,0,53.52
12,6,14,30,3.13,167.63,0,1.801,208.09,21.18,241.93,32.92,457.27,0,53.63
12,6,16,15,3.31,289.19,0,1.733,189.66,21.22,233.67,33.59,444.47,0,54.16
12,6,17,0,3.41,134.31,73.64,1.711,148.51,19.73,240.87,33.11,301.87,0,52.05
12,6,17,45,3.32,0,305.65,1.605,159.46,20.34,261.13,31.5,158.8,0,48.54
12,6,18,30,3.14,0,345.68,1.543,159.38,20.25,266.27,31.09,158.4,0,48.04
12,6,20,45,2.61,0,318.68,1.263,157.27,20.46,269.93,30.67,156.6,0,47.66
12,6,21,45,2.42,0,208.76,1.205,158.56,20.74,261.47,31.29,157.73,0,48.37
12,6,22,0,2.38,43.45,138.79,1.193,138.16,19.99,254.2,31.82,171.27,0,49.52
12,6,22,45,2.42,359.89,0,1.148,184.46,21.14,235.67,33.33,377.13,0,53.22
12,6,23,30,2.57,370.76,0,1.324,377.02,23.25,235.33,33.4,350.13,0,53.01
12,7,0,30,2.71,275.51,0,1.639,370.63,23.25,241.33,32.97,253.4,0,51.69
12,7,0,45,2.74,278.13,0,1.711,365.53,23.27,239.6,33.12,239,0,51.71
12,7,1,45,2.87,271.9,0,2.059,363.58,23.17,241,33.09,240.6,0,51.68
12,7,2,15,2.93,279.22,0,2.223,379.57,23.12,239.93,33.18,240,0,51.8
12,7,3,30,3.11,334.01,0,2.527,303.16,18.68,234.67,33.64,293,0,52.76
12,7,7,0,3.36,0,341.63,2.792,109.34,18.19,288.4,31.22,108.53,0,48.34
12,7,8,0,3.1,0,340.37,2.492,108.87,17.95,267.6,30.97,107.8,0,48.33
12,7,13,15,2.03,87.79,0,1.301,233.41,21.48,251.6,31.54,389.47,0,51.5
12,7,14,0,2.04,73.25,0,1.228,230.14,21.59,251.33,31.56,388.4,0,51.55
12,7,14,30,2.05,127.66,0,1.189,231.9,21.67,249.33,31.72,385.93,0,51.64
12,7,18,15,2.04,0,298.85,0.879,134.12,19.43,269.8,30.18,132.67,0,47.21
12,7,19,0,1.87,0,353.84,0.806,206.16,21.36,275.87,29.6,204.73,0,46.33
12,7,20,0,1.62,0,378.19,0.743,204.56,21.14,281.73,29.02,203.87,0,45.7
12,7,20,45,1.46,126.78,0,0.645,229.17,21.85,229.33,31.12,393.53,0,51.15
12,7,21,0,1.47,151.38,0,0.641,234.43,21.74,228.67,31.18,394.27,0,51.12
12,7,21,15,1.48,175.4,0,0.643,233.58,21.82,226.4,31.36,395.2,0,51.45
12,7,23,30,1.78,402.09,0,0.802,404.21,24.75,248.73,32.88,379.53,0,52.73
12,7,23,45,1.83,355.81,0,0.883,404.49,24.68,252.73,32.49,334.33,0,51.77
12,8,0,0,1.88,162.81,0,0.968,418.18,24.75,256,31.75,96.4,0,49.68
12,8,0,30,1.91,314.63,0,1.14,397.59,24.84,248.2,32.38,252.07,0,51.07
12,8,1,0,1.98,304.55,0,1.309,395.25,24.93,247.73,32.43,221,0,51.01
12,8,2,30,2.19,316.51,0,1.82,388.87,24.72,245.07,32.71,219.53,0,51.18
12,8,4,15,2.45,293.65,0,2.407,392.76,24.73,244.93,32.8,223.47,0,51.29
12,8,4,45,2.52,357.4,0,2.578,392.22,24.76,239.93,33.16,318.8,0,52.53
12,8,6,45,2.85,384.36,0,2.873,191.92,20.59,233.47,33.78,448.47,0,54.44
12,8,7,0,2.9,359.13,0,2.87,202.45,20.77,236.8,33.56,450.93,0,54.27
12,8,10,30,3.09,15.53,1.65,2.496,216.96,20.46,261.8,32.7,409.4,0,52.77
12,8,11,30,3.08,51.17,0,2.353,213.65,20.76,262.33,32.64,410.13,0,52.78
12,8,12,0,3.07,77.87,0,2.288,197.95,20.8,261.33,32.73,409.53,0,52.84
12,8,12,15,3.07,83.82,0,2.255,194.79,20.81,262.4,32.66,411,0,52.86
12,8,14,45,3.21,231.86,0,1.953,193.13,20.73,254.07,33.33,434.07,0,53.54
12,8,15,45,3.32,290.98,0,1.849,173.28,20.78,252.2,33.5,426.47,0,53.84
12,8,19,0,2.82,0,258.79,1.47,151.45,19.42,273.87,31.55,150.53,0,48.48
12,8,23,30,2.46,364,0,1.243,417.5,23.63,254.33,33.03,328.93,0,52.33
12,9,1,0,2.65,236.35,0,1.754,402.67,23.58,257.07,32.84,203.53,0,51.09
12,9,2,30,2.81,306.91,0,2.261,353.99,21.61,248.33,33.53,234.13,0,51.98
12,9,2,45,2.84,380.74,0,2.329,347.58,20.7,246,33.73,327.53,0,52.98
12,9,3,15,2.93,357.07,0,2.46,328.58,18.88,246.13,33.72,327.33,0,52.98
12,9,4,15,3.11,310.53,0,2.661,319.22,17.18,249.4,33.52,330.4,0,52.73
12,9,5,30,3.29,283.95,0,2.879,238.46,16.16,249.2,33.55,327.4,0,52.79
12,9,9,30,2.67,0,414.11,2.194,139.87,18.05,279.13,29.91,138.53,0,46.98
12,9,10,45,2.57,160.68,0,1.953,206.41,20.82,249.93,32.33,485.33,0,53.19
12,9,11,15,2.6,115.15,0,1.873,195.93,20.59,251.47,32.18,431.53,0,52.58
12,9,12,15,2.63,119.69,0,1.809,228.49,21.7,251.13,32.24,400.87,0,52.31
12,9,13,15,2.66,115.84,0,1.758,231.2,21.67,250.13,32.34,401.47,0,52.31
12,9,13,30,2.67,92.36,0,1.745,229.34,21.61,248.2,32.48,378.73,0,51.99
12,9,13,45,2.67,110.71,0,1.731,230.14,21.57,247.6,32.54,373.27,0,52.13
12,9,14,30,2.68,118.39,0,1.691,230.23,21.51,250.53,32.35,374.33,0,52.05
12,9,15,30,2.72,168.41,0,1.65,227.56,21.8,246.53,32.62,371.47,0,52.35
12,9,17,0,2.6,0,295.71,1.467,116.85,18.22,268.53,30.9,116.27,0,48.19
12,9,18,15,2.35,0,311.77,1.267,118.44,17.41,271.87,30.54,117.67,0,47.75
12,9,18,45,2.25,0,280.63,1.185,116.21,18.79,270,30.66,114.73,0,47.97
12,9,19,30,2.1,0,273.2,1.064,116.37,18.65,265.07,30.63,114.93,0,47.99
12,10,0,30,2.16,268.03,0,1.331,392.99,23.82,246.8,32.48,211.93,0,50.87
12,10,1,0,2.22,284.63,0,1.493,409.13,23.88,245.6,32.59,211.87,0,50.95
12,10,1,45,2.32,305.89,0,1.739,376.79,23.69,243.67,32.78,238,0,51.25
12,10,3,30,2.6,352.15,0,2.299,366.71,22.24,238.27,33.32,257.27,0,52.2
12,10,3,45,2.64,342.79,0,2.377,355.68,21.17,241.73,33.01,257.27,0,51.9
12,10,8,15,3.16,0,153.93,2.595,177.61,18.69,277.07,32.28,202.8,0,50.78
12,10,10,15,2.99,97.42,1.4,2.253,188.28,18.99,257.8,32.8,494.67,0,53.91
12,10,18,30,2.49,0,344.47,1.147,211.66,21.2,254.6,30.39,209.33,0,47.16
