id,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,score
26494,10,24,5,30,3.54,328.19,0,2.688,382.77,23.13,268.87,33.88,278.87,0,52.73,0.38
26497,10,24,6,15,3.64,262.29,0,2.908,407.46,23.15,270.67,33.69,278.07,0,52.56,0.38
26510,10,24,9,30,3.31,0,315.11,2.51,98.58,17.54,265,31.16,97.8,0,48.46,0.38
26513,10,24,10,15,3.13,0,307.05,2.275,98.54,17.45,268.07,30.95,97.67,0,48.41,0.38
26514,10,24,10,30,3.07,0,324.12,2.203,99.74,16.61,269.13,30.88,99,0,48.37,0.38
26519,10,24,11,45,2.88,150.99,0,1.914,227.74,21.59,271.4,32.61,380.4,0,52.45,0.38
26523,10,24,12,45,2.92,133.25,0,1.837,222.86,21.74,260.07,32.59,383.13,0,52.36,0.38
26527,10,24,13,45,2.97,171.15,0,1.773,222.09,22.05,255.93,32.86,382.6,0,52.61,0.38
26529,10,24,14,15,2.98,188.56,0,1.751,228.86,21.51,255.73,32.91,450.33,0,53.41,0.38
26536,10,24,16,0,3.13,200.09,0,1.65,220.93,21.64,254.8,33.07,384.6,0,52.88,0.38
26541,10,24,17,15,3.22,184.71,0,1.593,232.7,21.93,255,33.04,375.67,0,52.83,0.38
26550,10,24,19,30,3.02,0,251.16,1.225,69.6,17.92,274.87,31.42,68.73,0,49.12,0.38
26576,10,25,2,0,2.83,421.01,0,1.179,364.06,23.18,255.73,33.9,296.07,0,53,0.38
26585,10,25,4,15,3.27,447.87,0,1.889,343.8,23.18,254.4,34.14,298.33,0,53.27,0.38
26612,10,25,11,0,2.93,54.93,0,1.688,268.73,22.47,258.2,32.66,382.47,0,52.37,0.38
26613,10,25,11,15,2.92,23.82,9.94,1.65,254.09,22.56,262.2,32.41,354.33,0,51.78,0.38
26615,10,25,11,45,2.9,26.48,0.63,1.616,258.65,22.98,260.2,32.55,338.33,0,51.84,0.38
26627,10,25,14,45,2.9,99.44,0,1.59,274.44,23.08,260.33,32.62,358.53,0,52.22,0.38
26630,10,25,15,30,2.93,182.08,0,1.576,276.05,22.22,258.8,32.79,380.2,0,52.68,0.38
26631,10,25,15,45,2.94,192.79,0,1.569,231.28,22.32,258.07,32.81,380.2,0,52.52,0.38
26635,10,25,16,45,3.02,216.25,0,1.563,255.64,22.27,256.4,32.98,378.87,0,52.77,0.38
26637,10,25,17,15,3.06,224.59,0,1.559,252.58,22.2,256.27,33.02,378.2,0,52.9,0.38
26641,10,25,18,15,3.12,0,286.81,1.527,112.74,18.48,278.67,31.16,95.13,0,48.21,0.38
26642,10,25,18,30,3.07,0,254.19,1.483,109.21,18.8,275.4,31.44,108.4,0,48.71,0.38
26645,10,25,19,15,2.91,0,291.61,1.361,109.83,18.16,281.87,30.85,109.2,0,48.09,0.38
26650,10,25,20,30,2.61,0,319.59,1.102,107.67,19.2,287.73,30.27,107,0,47.58,0.38
26667,10,26,0,45,2.44,302.52,0,1.013,369.84,22.67,260.47,32.62,206.33,0,51.03,0.38
26681,10,26,4,15,2.99,369.75,0,2.157,371.36,23.22,269.4,33.73,298.13,0,52.78,0.38
26682,10,26,4,30,3.04,383.82,0,2.243,364.75,23.27,267.73,33.87,295.13,0,52.89,0.38
26686,10,26,5,30,3.19,255.21,0,2.561,380.73,22.69,274.27,33.33,202.8,0,51.67,0.38
26687,10,26,5,45,3.22,250.53,0,2.643,372.67,22.67,272.8,33.43,203.73,0,51.74,0.38
26694,10,26,7,30,3.35,65.39,18.03,2.85,235.42,21.82,268,32.89,311.8,0,51.93,0.38
26701,10,26,9,15,2.99,0,317.9,2.436,92.36,17.08,267.67,30.88,91.6,0,48.31,0.38
26702,10,26,9,30,2.93,0,297.94,2.358,91.91,17.6,266.47,30.98,90.73,0,48.46,0.38
26715,10,26,12,45,2.31,60.67,0.15,1.581,253.77,22.34,254.13,31.97,280.2,0,51.05,0.38
26716,10,26,13,0,2.3,137.83,0,1.577,259.37,22.56,253.53,32,389.67,0,51.92,0.38
26718,10,26,13,30,2.32,139.23,0,1.547,272.81,22.61,253.27,32.04,387.8,0,51.91,0.38
26720,10,26,14,0,2.34,143.52,0,1.538,261.41,22.49,252.33,32.12,386.07,0,51.97,0.38
26721,10,26,14,15,2.35,98.45,0,1.535,279.27,22.58,253.47,32.05,387.73,0,51.88,0.38
26722,10,26,14,30,2.35,73.73,0,1.538,294.95,22.53,254.67,31.98,385.07,0,51.86,0.38
26723,10,26,14,45,2.35,101.27,0,1.55,252.26,21.7,253.13,32.14,385.47,0,51.95,0.38
26729,10,26,16,15,2.41,195.17,0,1.429,220.82,22.31,252.33,32.23,383.67,0,52.02,0.38
26733,10,26,17,15,2.48,178.44,0,1.413,233.8,22.26,253.6,32.24,384.67,0,52.11,0.38
26770,10,27,2,30,2.66,459.11,0,1.449,341.78,22.75,266.13,34.1,326.4,0,53.35,0.38
26780,10,27,5,0,3.19,320.31,0,2.209,381.26,23.36,270.2,33.77,244.53,0,52.31,0.38
26797,10,27,9,15,3.07,0,298.24,2.363,91.8,18.26,265.93,31.12,91.07,0,48.31,0.38
26804,10,27,11,0,2.67,102.77,0,1.911,235.14,22.12,251.73,32.23,385.53,0,52.07,0.38
26805,10,27,11,15,2.67,110.24,0,1.897,248.81,22.29,248.4,32.48,382.93,0,52.34,0.38
26806,10,27,11,30,2.67,119.93,0,1.882,250.7,22.24,251.2,32.33,382.33,0,52.17,0.38
26809,10,27,12,15,2.69,94.77,0,1.851,253.76,22.23,252.4,32.24,380.53,0,52.09,0.38
26812,10,27,13,0,2.7,88.45,0,1.76,247.09,22.23,251.07,32.37,346.6,0,51.84,0.38
26814,10,27,13,30,2.7,30.72,28.79,1.752,250.97,22.3,255.2,32.1,249.4,0,50.88,0.38
26818,10,27,14,30,2.63,18.28,55.98,1.713,256.09,22.24,253.73,32.13,285.53,0,51.14,0.38
26820,10,27,15,0,2.62,109.67,0,1.699,252.18,22.32,252.33,32.35,383.93,0,52.11,0.38
26822,10,27,15,30,2.63,147.77,0,1.699,244.89,22.25,251.53,32.38,381.73,0,52.24,0.38
26824,10,27,16,0,2.65,150.56,0,1.7,254.06,22.33,277.47,32.33,360.67,0,51.88,0.38
26826,10,27,16,30,2.67,195.69,0,1.707,233.93,22.27,273.47,32.63,356.47,0,52.14,0.38
26829,10,27,17,15,2.72,196.94,0,1.701,228.69,22.26,273.27,32.65,381.67,0,52.37,0.38
26833,10,27,18,15,2.8,188.17,0,1.707,236.21,22.26,272.27,32.69,380.4,0,52.48,0.38
26853,10,27,23,15,2.16,295.52,0,1.041,196.91,21.86,258.87,32.61,380.27,0,52.33,0.38
26865,10,28,2,15,2.58,348.77,0,1.685,359.88,22.13,262.87,33.53,249.47,0,52.21,0.38
26874,10,28,4,30,3,351.9,0,2.339,327.5,20.37,269.67,33.67,278.07,0,52.64,0.38
26902,10,28,11,30,2.48,100.79,0,1.579,219.08,22.6,249.2,32.28,388.73,0,52.08,0.38
26908,10,28,13,0,2.51,57.57,0,1.47,291.62,23.01,251.87,32.16,324.8,0,51.44,0.38
26909,10,28,13,15,2.51,53.53,0.05,1.477,306.35,22.89,252.73,32.12,328.27,0,51.37,0.38
26912,10,28,14,0,2.51,51.97,0,1.459,288.68,22.56,252.2,32.16,326.87,0,51.43,0.38
26914,10,28,14,30,2.5,20.93,0.48,1.463,293.75,22.5,254.73,31.99,330.33,0,51.4,0.38
26915,10,28,14,45,2.5,46.88,0,1.459,288.5,22.61,251.8,32.18,329.87,0,51.56,0.38
26916,10,28,15,0,2.49,23.43,5.55,1.459,288.47,22.56,253.6,32.07,330.07,0,51.48,0.38
26918,10,28,15,30,2.48,59.17,0,1.447,275.67,22.51,254.4,32.03,330.87,0,51.5,0.38
26921,10,28,16,15,2.5,111.93,0,1.441,245.31,21.93,252.87,32.19,330.6,0,51.52,0.38
26922,10,28,16,30,2.5,159.62,0,1.46,228.55,21.82,252.53,32.22,359.87,0,52,0.38
26925,10,28,17,15,2.55,145.93,0,1.46,236.72,21.81,251.13,32.36,384.07,0,52.28,0.38
26926,10,28,17,30,2.56,143.42,0,1.455,245.15,21.78,253.33,32.22,383.87,0,52.25,0.38
26990,10,29,9,30,3.21,39.94,0.43,2.329,235.16,20.82,278.07,32.93,416.4,0,52.97,0.38
27010,10,29,14,30,3.09,59.23,0,1.623,227.49,21.48,229.47,32.84,382.07,0,52.65,0.38
27014,10,29,15,30,3.08,80.59,0,1.527,227.14,21.81,233.67,32.63,382,0,52.59,0.38
27026,10,29,18,30,2.9,0,299.19,1.093,171.86,19.61,300.67,31.09,171.07,0,48.08,0.38
27058,10,30,2,30,2.69,285.3,0,1.354,381.85,22.61,268.73,32.87,205.6,0,51.2,0.38
27264,11,1,5,0,2.78,300.11,0,2.574,415.59,26.78,278.13,33.14,203.87,0,51.46,0.38
27272,11,1,7,0,3.01,110.53,0,2.782,134.6,20.22,265.33,32.63,204.47,0,51.06,0.38
27275,11,1,7,45,3,1.54,29.28,2.669,203.49,20.69,266.73,32.54,205.27,0,50.85,0.38
27286,11,1,10,30,2.66,52.91,0,2.16,210.84,20.72,256.6,32.24,435.6,0,52.59,0.38
27287,11,1,10,45,2.66,73.29,0,2.126,217.2,20.62,255.73,32.33,432.8,0,52.67,0.38
27291,11,1,11,45,2.67,138.51,0,1.979,188.99,20.86,256.47,32.35,437.07,0,52.76,0.38
27297,11,1,13,15,2.74,177.95,0,1.758,205.39,21.04,254.6,32.52,433.53,0,52.89,0.38
27302,11,1,14,30,2.84,256.71,0,1.647,200.59,21.24,250.27,32.87,423.13,0,53.12,0.38
27303,11,1,14,45,2.86,256.95,0,1.621,203.35,21.37,249.4,32.96,423.47,0,53.26,0.38
27306,11,1,15,30,2.95,280.38,0,1.554,197.78,21.39,247.53,33.12,419.8,0,53.33,0.38
27313,11,1,17,15,3.07,0,269.62,1.376,114.81,18.95,277.47,31.37,114.07,0,48.82,0.38
27317,11,1,18,15,2.87,0,282.26,1.181,113.5,20.1,277.6,31.34,112.6,0,48.64,0.38
27318,11,1,18,30,2.81,0,286.35,1.143,115.01,19.25,278.87,31.22,114.13,0,48.46,0.38
27325,11,1,20,15,2.45,0,250.05,0.835,113.58,19.82,282.33,30.83,112.4,0,48.17,0.38
27326,11,1,20,30,2.4,0,221.95,0.793,113.04,20.24,280.87,30.99,112.13,0,48.38,0.38
27343,11,2,0,45,2.43,282.22,0,1.217,415.33,27.85,257.8,32.89,162.8,0,50.78,0.38
27345,11,2,1,15,2.49,277.81,0,1.415,438.72,26.99,262.13,32.6,163.87,0,50.74,0.38
27346,11,2,1,30,2.52,282.73,0,1.514,430.37,27.77,258.93,32.82,162.67,0,50.82,0.38
27373,11,2,8,15,2.77,0,114.97,2.777,181.52,19.34,267.8,31.95,172.53,0,50.33,0.38
27375,11,2,8,45,2.71,0,74.75,2.688,184.11,19.12,262.4,31.97,172.6,0,50.18,0.38
27380,11,2,10,0,2.61,0,56.57,2.472,189.44,19.31,261.6,32.01,173.93,0,50.41,0.38
27383,11,2,10,45,2.59,152.5,0,2.359,158.54,19.16,258.2,32.3,381,0,52.25,0.38
27409,11,2,17,15,2.98,0,229.61,1.399,106.15,19.39,285.2,31.52,105.53,0,48.96,0.38
27410,11,2,17,30,2.93,0,235.15,1.366,105.73,19.55,285.4,31.47,104.47,0,48.8,0.38
27417,11,2,19,15,2.56,0,289.6,1.084,107.4,18,294.67,30.55,105.93,0,47.99,0.38
27418,11,2,19,30,2.5,0,297.45,1.036,105.41,18.99,294.6,30.53,104.4,0,47.82,0.38
27437,11,3,0,15,2.55,308.69,0,1.175,386.95,25.86,243.67,32.89,205.33,0,51.35,0.38
27438,11,3,0,30,2.58,306.81,0,1.265,385.67,25.79,244.53,32.81,205.87,0,51.42,0.38
27441,11,3,1,15,2.69,343.79,0,1.539,386.47,25.76,241.33,33.14,232.27,0,51.8,0.38
27444,11,3,2,0,2.8,333.37,0,1.808,377.44,25.21,239.07,33.34,231.47,0,51.87,0.38
27456,11,3,5,0,3.32,286.99,0,2.705,334.45,20.2,272.13,33.6,267.33,0,52.35,0.38
27457,11,3,5,15,3.35,255.93,0,2.779,333.16,20.15,272.27,33.55,269.93,0,52.27,0.38
27469,11,3,8,15,3.49,60.95,0,2.731,189.09,20.07,238.73,33.1,395.93,0,52.93,0.38
27497,11,3,15,15,2.9,0,256.56,1.621,124.08,19.97,263.6,31.16,123.47,0,48.42,0.38
27498,11,3,15,30,2.84,0,243.94,1.597,123.94,20.22,261.27,31.32,123.67,0,48.48,0.38
27508,11,3,18,0,2.32,0,287.61,1.236,123.29,20.15,266.87,30.17,122.33,0,47.49,0.38
27511,11,3,18,45,2.15,0,327.5,1.138,122.44,19.96,264.87,29.88,121.53,0,47.14,0.38
27534,11,4,0,30,2.1,275.57,0,0.93,424.34,25.8,257.67,32.5,169.8,0,50.56,0.38
27545,11,4,3,15,2.44,270.78,0,2.023,438.87,26.63,256,32.66,209.07,0,51.01,0.38
27551,11,4,4,45,2.59,220.97,0,2.632,433.79,26.51,257.2,32.55,208.4,0,51.01,0.38
27556,11,4,6,0,2.68,184.56,0,3.021,201.92,21.41,254.2,32.43,386.33,0,52.27,0.38
27592,11,4,15,0,2.5,135.13,0,1.379,190.54,21.39,253.33,32.03,360.8,0,51.62,0.38
27595,11,4,15,45,2.53,160.93,0,1.295,196.2,21.19,249.87,32.34,389,0,52.28,0.38
27597,11,4,16,15,2.56,215.95,0,1.247,192.65,21.36,248.73,32.46,449.73,0,53,0.38
27602,11,4,17,30,2.58,0,266.15,1.076,106.43,19.24,269.13,30.92,105.2,0,48.33,0.38
27603,11,4,17,45,2.53,0,286.17,1.029,105.83,19.53,272.27,30.63,104.87,0,47.99,0.38
27611,11,4,19,45,2.1,0,252.98,0.693,105.94,19.37,271.07,30.41,105.2,0,47.54,0.38
27639,11,5,2,45,2.18,420.14,0,1.627,367.65,25.78,266.6,33.24,289.6,0,52.15,0.38
27643,11,5,3,45,2.38,340.57,0,1.981,427.66,27.48,270.13,32.98,190.67,0,51.23,0.38
27650,11,5,5,30,2.59,266.58,0,2.676,425.43,27.7,271.73,32.79,197.4,0,50.94,0.38
27665,11,5,9,15,2.88,53.91,0,2.232,179.99,19.67,274.47,32.56,462.2,0,53.06,0.38
27667,11,5,9,45,2.87,64,0,2.121,196.5,19.71,276,32.4,462.6,0,52.88,0.38
27669,11,5,10,15,2.87,106.19,0,2.017,168.3,19.82,272.33,32.66,460.53,0,53.09,0.38
27670,11,5,10,30,2.87,113.19,0,1.966,154.65,19.59,274.67,32.44,462.87,0,52.97,0.38
27673,11,5,11,15,2.89,152.39,0,1.819,147.95,19.69,274,32.5,462.13,0,53.11,0.38
27677,11,5,12,15,2.92,176.79,0,1.633,175.13,21.39,269.93,32.83,458.87,0,53.3,0.38
27688,11,5,15,0,3.02,200.61,0,1.447,224.36,21.9,268,32.95,400.33,0,52.75,0.38
27694,11,5,16,30,3.04,0,301.03,1.329,142.13,20.12,282.13,30.93,140.8,0,48.04,0.38
27704,11,5,19,0,2.46,0,286.42,0.995,142.21,20.22,273.8,30.71,140.67,0,47.87,0.38
27709,11,5,20,15,2.21,0,246.43,0.853,142.46,20.24,274.13,30.69,140.8,0,47.92,0.38
27711,11,5,20,45,2.11,0,239.39,0.799,142.99,19.91,274.73,30.65,141.87,0,47.83,0.38
27729,11,6,1,15,2.3,270.12,0,1.535,407.73,25.73,254.53,32.5,155.8,0,50.59,0.38
27731,11,6,1,45,2.35,342.44,0,1.725,388.72,25.75,247.6,33.01,229.47,0,51.56,0.38
27732,11,6,2,0,2.39,404.36,0,1.822,387.03,25.69,243.07,33.35,302.8,0,52.56,0.38
27734,11,6,2,30,2.49,456.21,0,2.011,388.6,25.67,238.47,33.75,349.4,0,53.27,0.38
27739,11,6,3,45,2.7,298.94,0,2.475,391.15,25.64,247.6,33.16,167.6,0,51.26,0.38
27741,11,6,4,15,2.77,321.37,0,2.643,368.39,21.71,248.93,33.13,200.07,0,51.5,0.38
27750,11,6,6,30,3.18,161.99,0,3.053,180.01,19.93,274.6,32.97,377.73,0,52.33,0.38
27773,11,6,12,15,3.26,148.68,0,2.267,167.79,20.25,271.13,33.01,441.27,0,53.29,0.38
27794,11,6,17,30,3.29,0,255.4,1.401,79.94,18.73,268.67,31.69,79.2,0,49.16,0.38
27801,11,6,19,15,2.94,0,269.97,1.023,79.61,18.78,272.47,31.34,78.87,0,48.56,0.38
27802,11,6,19,30,2.89,0,280.29,0.967,79.05,18.84,277,30.92,78.13,0,48.4,0.38
27805,11,6,20,15,2.73,0,245.53,0.813,79.37,19.13,274.13,31.15,78.53,0,48.75,0.38
27806,11,6,20,30,2.69,0,253.84,0.767,79.42,18.86,272.8,31.22,79.07,0,48.69,0.38
27811,11,6,21,45,2.62,306.75,0,0.66,201.2,23.27,252.6,32.93,370.2,0,52.62,0.38
27817,11,6,23,15,2.84,311.29,0,0.773,421.35,25.77,250.73,33.21,276.07,0,52.12,0.38
27818,11,6,23,30,2.88,330.5,0,0.861,413.05,25.73,249.8,33.31,271.53,0,52.17,0.38
27821,11,7,0,15,2.99,343.99,0,1.132,402.72,25.82,247.07,33.49,268.67,0,52.29,0.38
27824,11,7,1,0,3.1,332.18,0,1.397,401.57,25.71,247.67,33.5,266.8,0,52.27,0.38
27827,11,7,1,45,3.22,334.07,0,1.668,391.99,25.74,245.8,33.7,263.33,0,52.39,0.38
27829,11,7,2,15,3.29,264.21,0,1.849,399.45,25.8,249.2,33.41,189.6,0,51.8,0.38
27831,11,7,2,45,3.34,286.99,0,2.025,392.98,25.8,248.47,33.56,178.2,0,51.91,0.38
27834,11,7,3,30,3.42,233.28,0,2.293,409.75,25.77,250.07,33.41,181.73,0,51.68,0.38
27838,11,7,4,30,3.5,237.6,0,2.634,422.49,25.59,272.2,33.59,210.93,0,51.99,0.38
27839,11,7,4,45,3.52,220.91,0,2.723,408.63,25.77,273.33,33.47,210.4,0,51.81,0.38
27862,11,7,10,30,2.67,0,100.69,2.021,181.09,20.71,259.53,31.79,160,0,50.12,0.38
27869,11,7,12,15,2.48,0,39.19,1.776,142.48,18.61,273.27,31.99,201.73,0,50.46,0.38
27870,11,7,12,30,2.46,1.49,21.46,1.735,131.4,18.69,272.8,32.03,201.73,0,50.35,0.38
27871,11,7,12,45,2.44,26.23,16.49,1.664,142.26,18.72,271.53,32.1,229.2,0,50.84,0.38
27879,11,7,14,45,2.53,113.71,0,1.49,246.26,22.88,243.93,32.25,336.73,0,51.63,0.38
27881,11,7,15,15,2.54,176.31,0,1.509,240.26,22.37,241.6,32.51,370.6,0,52.26,0.38
27887,11,7,16,45,2.57,0,290.31,1.451,162.52,20.53,263.8,30.87,161.4,0,47.78,0.38
27890,11,7,17,30,2.39,0,324.89,1.348,161.13,20.62,267.67,30.24,160.73,0,47.24,0.38
27891,11,7,17,45,2.34,0,315.43,1.316,162.03,20.54,266.87,30.29,160.6,0,47.43,0.38
27893,11,7,18,15,2.22,0,347.56,1.276,161.56,20.24,272.53,29.8,160.33,0,46.9,0.38
27894,11,7,18,30,2.15,0,339.27,1.247,159.9,20.8,272.6,29.78,159.33,0,46.85,0.38
27895,11,7,18,45,2.09,0,362.41,1.22,158.76,20.56,276.87,29.48,157.8,0,46.31,0.38
27902,11,7,20,30,1.64,0,272.23,0.972,149.27,18.27,259.87,29.91,49.13,0,47.59,0.38
27918,11,8,0,30,2.02,393.91,0,1.395,352.17,24.82,250,32.91,296.27,0,51.99,0.38
27923,11,8,1,45,2.25,369.41,0,1.83,347.41,24.8,250.87,32.93,297.8,0,52.01,0.38
27924,11,8,2,0,2.3,348.53,0,1.911,350.67,24.75,251.8,32.84,297.67,0,51.86,0.38
27928,11,8,3,0,2.47,378.09,0,2.249,381.59,24.64,247.93,33.22,290.33,0,52.3,0.38
27930,11,8,3,30,2.57,368.33,0,2.403,381.37,24.76,246.6,33.28,287.93,0,52.29,0.38
27933,11,8,4,15,2.7,316.95,0,2.653,406.6,24.74,248.47,33.19,287.8,0,52.18,0.38
27936,11,8,5,0,2.79,239.77,0,2.903,346.09,20.66,251.73,32.93,252.73,0,51.59,0.38
27937,11,8,5,15,2.81,214.11,0,2.983,342.61,20.71,253.6,32.78,255.27,0,51.52,0.38
27942,11,8,6,30,2.9,99.73,0,3.019,157.82,20.69,276.53,32.74,386.2,0,52.39,0.38
27975,11,8,14,45,2.57,201.49,0,1.541,219.65,21.71,255.27,32.48,428,0,52.77,0.38
27979,11,8,15,45,2.56,0,267.94,1.52,145.86,20.58,268.47,30.77,145.53,0,47.89,0.38
27984,11,8,17,0,2.31,0,303.78,1.391,146.31,20.21,272.13,30.44,145.33,0,47.46,0.38
28018,11,9,1,30,2.27,436.63,0,1.445,405.94,24.72,264.27,33.48,345,0,52.96,0.38
28022,11,9,2,30,2.46,395.92,0,1.803,383.64,24.71,264.27,33.46,302.53,0,52.59,0.38
28024,11,9,3,0,2.56,381.12,0,1.969,406.67,25.06,263,33.5,302.2,0,52.65,0.38
28025,11,9,3,15,2.6,373.89,0,2.053,413.72,25.77,264.53,33.41,302.87,0,52.52,0.38
28026,11,9,3,30,2.65,371.77,0,2.14,404.22,25.75,264.6,33.39,303.07,0,52.49,0.38
28029,11,9,4,15,2.77,299.49,0,2.394,433.84,25.67,268.07,33.12,306.73,0,52.15,0.38
28031,11,9,4,45,2.85,310.37,0,2.553,402.52,24.67,265.6,33.31,304.47,0,52.39,0.38
28034,11,9,5,30,2.93,174.67,0,2.792,384.07,23.23,270.53,32.84,228.33,0,51.25,0.38
28035,11,9,5,45,2.95,229.41,0,2.858,243.24,19.42,268.4,33.03,337.2,0,52.46,0.38
28036,11,9,6,0,2.97,176.83,0,2.87,197.36,20.01,269.87,32.72,379.67,0,52.5,0.38
28037,11,9,6,15,2.99,99.39,0,2.87,230.8,20.94,273.67,32.58,381.13,0,52.47,0.38
28058,11,9,11,30,2.52,184.46,0,1.795,171.91,20.78,251.93,32.22,438.13,0,52.71,0.38
28067,11,9,13,45,2.65,138.12,0,1.544,164.54,20.77,251.4,32.32,405.33,0,52.44,0.38
28071,11,9,14,45,2.7,171.77,0,1.483,232.85,22.15,251.07,32.37,421.8,0,52.62,0.38
28072,11,9,15,0,2.71,150.13,0,1.492,229.37,22.33,249.27,32.54,383,0,52.22,0.38
28075,11,9,15,45,2.73,0,245.42,1.485,159.51,20.18,265.67,31.25,158.13,0,48.35,0.38
28080,11,9,17,0,2.47,0,294.79,1.382,156.66,20.86,273.53,30.56,155.67,0,47.61,0.38
28113,11,10,1,15,2.16,366.53,0,1.653,382.43,24.19,243.87,32.84,267.27,0,51.65,0.38
28133,11,10,6,15,2.93,127.5,0,2.91,208.43,20.52,263.4,32.54,389.47,0,52.3,0.38
28134,11,10,6,30,2.94,91.43,0,2.91,218.17,20.29,264.6,32.44,388.73,0,52.41,0.38
28149,11,10,10,15,2.33,0,58.73,2.03,174.31,20.72,269.6,31.73,170.4,0,49.93,0.38
28150,11,10,10,30,2.31,0,43.15,2.005,168.85,20.76,269.53,31.76,170.53,0,50.11,0.38
28154,11,10,11,30,2.24,9.21,9.31,1.887,171.18,20.75,268.2,31.87,215.33,0,50.42,0.38
28160,11,10,13,0,2.16,133.83,4.19,1.723,195.96,21.47,266.33,31.99,383.13,0,52,0.38
28163,11,10,13,45,2.21,175.55,0,1.694,228.3,21.63,265.67,31.97,451.4,0,52.54,0.38
28167,11,10,14,45,2.28,197.62,0,1.59,213.53,21.77,250.67,32.16,452.53,0,52.65,0.38
28174,11,10,16,30,2.43,0,250.25,1.578,113.62,19.22,262.93,30.76,113.07,0,47.9,0.38
28176,11,10,17,0,2.32,0,272.37,1.507,114.23,19.48,265.33,30.61,112.6,0,48.05,0.38
28179,11,10,17,45,2.17,0,289.93,1.397,115.92,18.65,262.67,30.25,114.67,0,47.74,0.38
28181,11,10,18,15,2.06,0,298.47,1.31,80.63,17.68,264.4,30.12,79.8,0,47.52,0.38
28213,11,11,2,15,2.23,328.52,0,2.017,391.59,23.6,253.6,32.67,246.47,0,51.31,0.38
28214,11,11,2,30,2.27,311.29,0,2.108,362.55,21.63,254.47,32.62,202.53,0,51.09,0.38
28219,11,11,3,45,2.45,316.37,0,2.486,339.14,21.66,264,32.85,245.33,0,51.45,0.38
28224,11,11,5,0,2.64,318.82,0,2.793,318.74,17.64,261.07,33.11,323,0,52.32,0.38
28225,11,11,5,15,2.68,292.15,0,2.841,318.49,17.62,262.6,32.95,323.2,0,52.16,0.38
28226,11,11,5,30,2.71,268.08,0,2.892,312.06,17.68,261.6,32.99,323.8,0,52.16,0.38
28227,11,11,5,45,2.75,238.71,0,2.933,217.69,19.25,264.67,32.75,323.73,0,52.04,0.38
28251,11,11,11,45,2.15,229.55,0,1.813,155.5,20.67,258.27,32.1,461.93,0,52.86,0.38
28270,11,11,16,30,2.49,0,203.09,1.539,114.57,20.04,256.27,31.27,113.47,0,48.62,0.38
28275,11,11,17,45,2.25,0,243.01,1.371,113.99,19.9,263.93,30.67,112.93,0,48.14,0.38
28306,11,12,1,30,2.31,341.01,0,1.705,377.55,24.16,255.67,32.97,229.8,0,51.27,0.38
28309,11,12,2,15,2.42,458.33,0,1.955,353.76,22.66,245.6,33.76,326.33,0,53.12,0.38
28310,11,12,2,30,2.48,478.17,0,2.04,353.14,22.71,246.33,33.7,342.73,0,53.22,0.38
28314,11,12,3,30,2.69,405.1,0,2.381,363.51,22.6,248,33.61,265.6,0,52.39,0.38
28317,11,12,4,15,2.82,361.49,0,2.632,359.6,22.67,251.6,33.39,266,0,52.18,0.38
28349,11,12,12,15,2.09,66.41,0,1.699,264.64,22.24,256.73,31.65,387.67,0,51.54,0.38
28350,11,12,12,30,2.09,58.31,58.21,1.697,258.28,22.23,256.4,31.65,285.07,0,51.12,0.38
28351,11,12,12,45,2.08,107.65,0,1.697,252.03,22.33,256.53,31.65,388.27,0,51.65,0.38
28355,11,12,13,45,2.08,220.83,0,1.7,263.42,21.71,253.13,31.9,421.07,0,52.23,0.38
28363,11,12,15,45,2.27,244.83,0,1.691,235.31,21.77,249.67,32.18,396.07,0,52.16,0.38
28364,11,12,16,0,2.29,216.48,0,1.688,223.85,21.71,254.73,31.88,356.2,0,51.51,0.38
28401,11,13,1,15,1.88,300.2,0,1.565,377.61,24.88,264.67,32.32,206.13,0,50.74,0.38
28403,11,13,1,45,1.95,312.35,0,1.73,368.86,24.8,265.07,32.28,207.47,0,50.78,0.38
28406,11,13,2,30,2.07,445.89,0,1.979,363.27,24.76,250.87,33.44,328.93,0,52.9,0.38
28421,11,13,6,15,2.8,225.22,0,3.021,164.48,20.84,258.07,32.97,455.6,0,53.74,0.38
28426,11,13,7,30,2.81,256.37,0,2.999,142.21,19.67,257.67,32.95,453,0,53.56,0.38
28427,11,13,7,45,2.84,168.75,0,2.959,176.25,19.61,261.4,32.67,461.6,0,53.24,0.38
28429,11,13,8,15,2.87,134.74,0,2.88,161.01,19.67,260.4,32.68,460.4,0,53.24,0.38
28433,11,13,9,15,2.89,46.45,1.11,2.713,190.15,19.79,264.47,32.38,459.8,0,52.97,0.38
28440,11,13,11,0,2.84,21.07,4.1,2.424,196.67,19.73,265.47,32.3,412.8,0,52.45,0.38
28444,11,13,12,0,2.83,99.06,0,2.261,177.98,19.67,262.87,32.5,422.4,0,52.69,0.38
28446,11,13,12,30,2.84,140.19,0,2.179,167.23,19.76,262.4,32.52,456.13,0,53.12,0.38
28449,11,13,13,15,2.88,196.19,0,2.063,174.13,20.73,259.67,32.76,463,0,53.54,0.38
28450,11,13,13,30,2.9,202.98,0,2.03,188.36,20.61,259.67,32.74,463.33,0,53.44,0.38
