id,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,score
11133,5,5,2,0,3.11,410.35,0,1.517,310.26,20.69,256.07,34.08,277.93,0,53.1,0.37
11135,5,5,2,30,3.21,415.59,0,1.662,307.42,20.65,256.47,34.04,278.8,0,53.07,0.37
11180,5,5,13,45,2.49,133.15,0,1.464,232.76,21.99,267.13,32.12,383.8,0,52.12,0.37
11188,5,5,15,45,2.55,156.21,0,1.419,227.22,21.57,266.4,32.16,377.6,0,52.12,0.37
11189,5,5,16,0,2.57,165.37,0,1.411,222.97,20.78,263,32.41,379.07,0,52.15,0.37
11197,5,5,18,0,2.78,193.67,0,1.27,217.99,21.68,261.53,32.59,368.27,0,52.44,0.37
11201,5,5,19,0,2.86,192.7,0,1.251,221.02,21.65,258.93,32.81,370.8,0,52.54,0.37
11204,5,5,19,45,2.91,129.09,0,1.219,225.38,21.73,262.6,32.27,375.87,0,52.27,0.37
11211,5,5,21,30,2.61,0,325.29,0.808,73.14,17.99,262.27,30.71,73.93,0,48.31,0.37
11214,5,5,22,15,2.49,164.69,0,0.69,228.59,22.39,251.27,32.31,377.8,0,52.21,0.37
11216,5,5,22,45,2.53,244.07,0,0.69,223.44,22.44,257.8,32.09,374.67,0,52.31,0.37
11217,5,5,23,0,2.55,264.18,0,0.69,217.1,21.96,251.4,32.6,372.47,0,52.54,0.37
11222,5,6,0,15,2.75,372.69,0,0.754,312.04,21.35,263.73,33.5,344.13,0,53.16,0.37
11223,5,6,0,30,2.79,377.85,0,0.813,337.85,22.69,262,33.59,309.8,0,52.93,0.37
11226,5,6,1,15,2.94,353.2,0,1.053,413.14,24.96,262.8,33.55,239.13,0,52.22,0.37
11229,5,6,2,0,3.07,365.71,0,1.33,388.34,24.74,260.2,33.78,231.73,0,52.5,0.37
11232,5,6,2,45,3.2,354.98,0,1.605,394.57,24.79,268.8,33.94,235.2,0,52.46,0.37
11237,5,6,4,0,3.41,349.97,0,2.037,348.44,23.2,269.07,33.93,231.93,0,52.62,0.37
11268,5,6,11,45,2.42,93.55,27.97,1.422,224.21,21.29,258.13,32.15,330.87,0,51.95,0.37
11274,5,6,13,15,2.46,79.66,0,1.337,276.39,23.12,266.87,32.16,330.93,0,51.64,0.37
11279,5,6,14,30,2.45,21.41,0.53,1.331,288.52,23.84,267.4,32.07,299.53,0,50.99,0.37
11281,5,6,15,0,2.45,35.05,0,1.337,269.46,23.9,263.47,32.33,298.93,0,51.31,0.37
11282,5,6,15,15,2.44,60.53,1.73,1.332,255.22,21.9,265.87,32.21,316.67,0,51.44,0.37
11298,5,6,19,15,2.71,218.41,0,1.17,267.04,22.78,263.47,32.41,421.93,0,52.78,0.37
11306,5,6,21,15,2.55,0,297.35,0.879,99.17,19.16,263.53,30.6,100,0,48.24,0.37
11307,5,6,21,30,2.5,0,306.87,0.823,99.31,19.09,256,30.82,99.93,0,48.45,0.37
11312,5,6,22,45,2.33,253.71,0,0.64,212.25,21.78,239.2,32.54,425.6,0,52.61,0.37
11314,5,6,23,15,2.4,306.03,0,0.64,206.73,21.76,239.87,32.6,415.07,0,53.07,0.37
11318,5,7,0,15,2.55,307.44,0,0.694,325.02,21.69,273.93,33.09,298.13,0,52.31,0.37
11330,5,7,3,15,3.11,429.09,0,1.523,338.9,23.25,262.33,34.05,283.07,0,53.26,0.37
11334,5,7,4,15,3.32,431.32,0,1.824,355.42,23.71,257.53,34.41,281.2,0,53.46,0.37
11335,5,7,4,30,3.37,428.48,0,1.907,352.36,23.71,257.13,34.37,278.67,0,53.64,0.37
11343,5,7,6,30,3.76,347.27,0,2.567,335.42,21.86,257.4,34.44,282.4,0,53.28,0.37
11365,5,7,12,0,2.56,55.89,14.85,1.427,196.19,21.18,242,32.13,403.8,0,52.36,0.37
11369,5,7,13,0,2.56,80.15,0,1.308,233,21.76,245.33,31.95,389.53,0,52.14,0.37
11373,5,7,14,0,2.56,96.93,0,1.217,232.53,21.73,243.53,32.21,388.67,0,52.2,0.37
11377,5,7,15,0,2.58,137.06,0,1.117,232.84,21.86,241.8,32.35,385.4,0,52.31,0.37
11380,5,7,15,45,2.61,148.91,0,1.067,232.35,22.01,242.53,32.33,386.4,0,52.28,0.37
11381,5,7,16,0,2.62,155.87,0,1.055,232.35,21.94,242.27,32.35,385.27,0,52.31,0.37
11385,5,7,17,0,2.7,224.59,0,1.006,232.22,22.17,281.73,32.86,379.87,0,52.61,0.37
11389,5,7,18,0,2.79,233.6,0,0.98,232.16,22.33,279.67,32.97,379.07,0,52.68,0.37
11394,5,7,19,15,2.9,0,297.21,0.929,188.42,21.2,288.07,31.03,184.87,0,47.57,0.37
11414,5,8,0,15,2.5,321.91,0,0.693,388.96,22.55,268.67,32.9,317.67,0,52.43,0.37
11415,5,8,0,30,2.54,334.49,0,0.765,371.68,22.81,267.8,33,299.47,0,52.2,0.37
11422,5,8,2,15,2.82,389.13,0,1.283,388.03,24.56,258.53,33.65,252.8,0,52.5,0.37
11425,5,8,3,0,2.95,362.65,0,1.545,380.31,24.72,258.47,33.69,228.07,0,52.3,0.37
11430,5,8,4,15,3.18,421.01,0,1.972,358.52,25.28,259.8,34.11,263.53,0,53.12,0.37
11431,5,8,4,30,3.23,412.91,0,2.059,354.3,25.27,261.13,34.39,263.73,0,53.19,0.37
11435,5,8,5,30,3.43,408.23,0,2.396,362.74,25.32,263.93,34.16,260.27,0,53.24,0.37
11439,5,8,6,30,3.62,338.06,0,2.732,367.88,25.21,264.8,34.32,237.4,0,52.92,0.37
11476,5,8,15,45,2.31,84.25,0,0.913,232.59,21.84,245.8,32.02,278.6,0,51.03,0.37
11478,5,8,16,15,2.32,124.27,0,0.865,232.18,21.97,246.4,31.97,274.13,0,51.14,0.37
11484,5,8,17,45,2.39,158.81,0,0.806,232.3,22.31,244.6,32.19,353.8,0,52.03,0.37
11491,5,8,19,30,2.5,260.52,0,0.754,265.49,22.8,290.27,32.17,423.87,0,52.92,0.37
11501,5,8,22,0,2.64,163.25,0,0.72,244.95,22.05,282.8,32.51,367.13,0,52.29,0.37
11503,5,8,22,30,2.67,222.52,0,0.72,207.74,21.22,258,32.66,392.27,0,52.84,0.37
11510,5,9,0,15,2.92,306.13,0,0.802,347.75,22.63,257.93,33.07,311.07,0,52.42,0.37
11513,5,9,1,0,3.04,349.35,0,1.029,354.36,23.16,260.67,33.52,253.93,0,52.52,0.37
11514,5,9,1,15,3.08,361.69,0,1.109,367.38,23.15,258.8,33.63,250.53,0,52.54,0.37
11517,5,9,2,0,3.21,367.33,0,1.354,357.96,23.73,255.4,33.96,236.6,0,52.69,0.37
11520,5,9,2,45,3.34,348.91,0,1.599,348.96,23.77,255.67,33.97,234.67,0,52.56,0.37
11527,5,9,4,30,3.63,398.05,0,2.167,354.67,24.34,256.07,34.54,279.47,0,53.64,0.37
11555,5,9,11,30,2.88,16.63,3.03,2.335,217.45,21.24,286.2,32.43,285.47,0.09,51.43,0.37
11557,5,9,12,0,2.87,36.07,1.06,2.255,209,20.22,285.27,32.44,282.13,0,51.45,0.37
11559,5,9,12,30,2.86,49.57,0,2.175,146.35,20.28,288.6,32.16,277.13,0,51.44,0.37
11566,5,9,14,15,2.84,9.3,6.31,1.891,148.12,19.15,241.87,32.08,284.2,0,51.38,0.37
11571,5,9,15,30,2.8,68.67,0,1.688,130.86,19.97,238.13,32.44,305.93,0,51.88,0.37
11572,5,9,15,45,2.8,92.55,0,1.651,140.45,20.2,237.6,32.46,324.8,0,51.83,0.37
11574,5,9,16,15,2.8,119.17,0,1.577,127.91,20.42,238.53,32.44,325.67,0,51.86,0.37
11575,5,9,16,30,2.81,150.23,0,1.539,131.18,20.28,238.4,32.49,323.07,0,52.03,0.37
11576,5,9,16,45,2.82,144.33,0,1.504,128.85,20.52,240.13,32.39,323.73,0,51.88,0.37
11585,5,9,19,0,2.9,0,280.29,1.39,98.27,16.68,259.13,31.06,100.13,0,48.83,0.37
11590,5,9,20,15,2.63,0,316.8,1.132,111.33,19.12,284.47,30.7,112.47,0,48.1,0.37
11591,5,9,20,30,2.58,0,349.05,1.076,109.97,19.64,285.8,30.56,110.13,0,47.77,0.37
11603,5,9,23,30,2.25,362.51,0,0.68,191.15,21.76,269.4,32.76,388.27,0,52.84,0.37
11607,5,10,0,30,2.42,335.42,0,0.847,363.63,22.23,266.93,32.94,241.47,0,51.81,0.37
11613,5,10,2,0,2.68,407.07,0,1.307,358.78,23.12,258.93,33.61,269.27,0,52.63,0.37
11617,5,10,3,0,2.88,412.9,0,1.622,361.11,24.67,258.27,33.91,282.67,0,52.91,0.37
11621,5,10,4,0,3.08,434.94,0,1.953,371.54,24.8,262.93,34.25,276.13,0,53.27,0.37
11622,5,10,4,15,3.14,419.95,0,2.045,374.98,24.73,262.07,34.34,269.27,0,53.23,0.37
11623,5,10,4,30,3.19,403.19,0,2.138,372.19,24.76,264.6,34.1,253.53,0,52.95,0.37
11625,5,10,5,0,3.28,357.07,0,2.32,388.97,24.82,268.07,33.82,238.93,0,52.62,0.37
11626,5,10,5,15,3.32,342.25,0,2.411,377.92,24.77,266.13,33.97,237.8,0,52.63,0.37
11655,5,10,12,30,2.44,70.34,0.39,1.849,117.04,19.41,259.07,31.98,305.53,0,51.12,0.37
11656,5,10,12,45,2.44,51.61,1.83,1.789,135.75,19.76,260.33,31.87,304.87,0,51.06,0.37
11661,5,10,14,0,2.43,20.58,1.01,1.558,217.05,21.19,257.8,32.03,273.4,0,50.88,0.37
11662,5,10,14,15,2.43,21.79,2.32,1.527,208.74,21.27,258.13,31.97,272,0,50.79,0.37
11665,5,10,15,0,2.4,56.09,7.61,1.427,196.46,21.24,269.4,32.05,299.47,0,51.59,0.37
11668,5,10,15,45,2.43,225.17,0,1.351,222.34,21.69,275.47,32.39,413,0,52.61,0.37
11669,5,10,16,0,2.46,223.97,0,1.331,221.43,21.71,273.47,32.52,410.87,0,52.69,0.37
11682,5,10,19,15,2.65,0,185.19,1.066,131.18,19.33,260.2,31.57,2.67,0,49.44,0.37
11683,5,10,19,30,2.61,0,216.93,1.027,123.03,19.39,265.2,31.14,2.6,0,48.96,0.37
11684,5,10,19,45,2.57,0,266.6,0.984,88.54,16.6,270.53,30.78,65,0,48.27,0.37
11686,5,10,20,15,2.46,0,317.02,0.863,92.02,18.61,275.6,30.36,93.4,0,48.07,0.37
11687,5,10,20,30,2.41,0,318.35,0.806,91.03,19.18,275.4,30.32,91.87,0,47.74,0.37
11691,5,10,21,30,2.27,0,36.3,0.668,223.82,21.78,247.27,31.56,289.87,0,50.85,0.37
11693,5,10,22,0,2.25,68.04,0,0.638,218.66,21.8,245.07,31.75,327.2,0,51.37,0.37
11696,5,10,22,45,2.27,225.65,0,0.6,204.17,21.8,240.07,32.16,389.87,0,52.33,0.37
11703,5,11,0,30,2.54,365.41,0,0.781,392.97,23.83,259.13,33.28,279.53,0,52.42,0.37
11705,5,11,1,0,2.62,360.18,0,0.933,374.77,23.65,259.33,33.2,253.87,0,52.07,0.37
11706,5,11,1,15,2.66,361.16,0,1.002,397.57,23.73,258.47,33.31,232,0,52.05,0.37
11710,5,11,2,15,2.83,297.39,0,1.301,416.79,24.68,258.93,33.25,162.67,0,51.55,0.37
11711,5,11,2,30,2.86,286.17,0,1.386,416.39,24.65,262.67,32.95,183.4,0,51.21,0.37
11712,5,11,2,45,2.89,315.01,0,1.469,423.61,24.98,258.93,33.25,197.67,0,51.49,0.37
11718,5,11,4,15,3.11,310.05,0,1.969,384.2,24.78,257.33,33.36,198.07,0,51.79,0.37
11722,5,11,5,15,3.27,290.85,0,2.302,394.53,24.73,255.73,33.51,243.2,0,52.17,0.37
11723,5,11,5,30,3.31,279.75,0,2.384,395.99,24.71,256.67,33.48,201.47,0,51.63,0.37
11725,5,11,6,0,3.37,250.35,0,2.55,415.36,24.76,258.13,33.33,196.47,0,51.8,0.37
11726,5,11,6,15,3.39,225.69,0,2.631,391.75,24.94,257.2,33.4,197.33,0,51.9,0.37
11727,5,11,6,30,3.42,166.62,0,2.715,410.52,24.56,259.27,33.26,197.13,0,51.62,0.37
11739,5,11,9,30,2.85,0,415.65,2.208,111.85,18.19,245.33,30.22,113.87,25.21,47.45,0.37
11750,5,11,12,15,2.94,170.71,0,1.761,235.34,21.16,435,32.97,245.73,0,51.34,0.37
11752,5,11,12,45,2.98,201.35,0,1.683,252.74,21.37,448.2,33.47,244.2,0,51.54,0.37
11755,5,11,13,30,3.03,218.95,0,1.579,237.69,21.24,449.67,33.39,245.6,0,51.54,0.37
11757,5,11,14,0,3.07,162.57,0,1.513,267.49,22.34,430.73,33.21,241,0,51.52,0.37
11761,5,11,15,0,3.09,57.67,0,1.459,296.41,22.8,434.6,33.02,157.4,0,50.95,0.37
11762,5,11,15,15,3.09,102.52,0,1.447,269.11,22.23,427.47,33.38,176.27,0,51.18,0.37
11764,5,11,15,45,3.11,122.59,0,1.405,230.35,21.74,428.2,33.36,161.6,0,51.13,0.37
11765,5,11,16,0,3.11,226.84,0,1.391,252.88,22.59,424.73,33.51,269.33,0,51.92,0.37
11770,5,11,17,15,3.26,269.35,0,1.39,269.46,22.82,434,33.7,248.2,0,52.15,0.37
11772,5,11,17,45,3.31,242.39,0,1.39,271.94,22.71,431.33,33.82,252.07,0,51.9,0.37
11774,5,11,18,15,3.36,217.25,0,1.39,272.52,22.76,436.33,33.59,231.33,0,51.99,0.37
11802,5,12,1,15,3.18,434.89,0,1.285,378.71,24.14,425.53,34.68,149.33,0,52.27,0.37
11843,5,12,11,30,3.32,0,248.03,1.81,226.38,21.5,448.6,32.22,227.33,0.08,48.31,0.37
11850,5,12,13,15,3.01,143.47,0,1.68,314.95,23.14,429.4,33.13,203.93,0,51.15,0.37
11851,5,12,13,30,3.02,107.49,0,1.68,304.2,23.29,429.53,33.03,202.6,0,51.22,0.37
11855,5,12,14,30,3.05,114.06,0,1.68,277.34,23.31,432.6,33.01,202.2,0,51.22,0.37
11857,5,12,15,0,3.07,119.63,0,1.68,283.05,22.78,429.8,33.12,200.93,0,51.31,0.37
11858,5,12,15,15,3.07,139.37,0,1.68,281.1,22.78,428,33.22,200.6,0,51.33,0.37
11861,5,12,16,0,3.1,233.07,0,1.68,263.9,20.74,421.33,33.59,263.2,0,51.61,0.37
11862,5,12,16,15,3.13,237.07,0,1.68,246.63,22.69,423.8,33.39,265.33,0,52.03,0.37
11863,5,12,16,30,3.15,237.17,0,1.68,248.96,22.31,409.87,33.5,263.93,0,52.22,0.37
11865,5,12,17,0,3.2,201,0,1.68,260.83,22.27,413.47,33.44,266.47,0,51.98,0.37
11866,5,12,17,15,3.22,205.59,0,1.68,248.95,22.25,412.67,33.47,264.6,0,52.01,0.37
11899,5,13,1,30,3.09,434.95,0,1.242,411.56,23.72,426.93,34.63,156.73,0,52.38,0.37
11906,5,13,3,15,3.35,411.94,0,1.752,377.43,24.8,427.07,34.63,151.13,0,52.27,0.37
11950,5,13,14,15,2.81,125.74,0,1.313,287.75,22.91,443.13,32.79,204.6,0,50.76,0.37
11951,5,13,14,30,2.81,109.03,0,1.307,296.6,23.29,442.33,32.85,205.2,0,50.71,0.37
11956,5,13,15,45,2.85,160.6,0,1.301,303.17,23.21,437.73,33.07,203.53,0,51.1,0.37
11957,5,13,16,0,2.86,254.44,0,1.3,286.66,23.25,433.93,33.23,276.4,0,51.73,0.37
11959,5,13,16,30,2.9,265.37,0,1.303,280.12,23.25,433.2,33.33,262.73,0,51.82,0.37
11960,5,13,16,45,2.93,244.79,0,1.303,274.74,23.32,432.6,33.35,264.93,0,51.57,0.37
11961,5,13,17,0,2.96,222.7,0,1.307,270.66,22.79,434.93,33.25,253.4,0,51.65,0.37
11966,5,13,18,15,3.09,289.05,0,1.303,263.22,22.28,429.6,33.57,320.4,0,52.59,0.37
12002,5,14,3,15,3.22,371.23,0,1.411,395.02,25.92,433.73,34.24,96.87,0,51.7,0.37
12039,5,14,12,30,2.89,16.21,1.54,1.495,369.37,24.88,392.33,32.79,202.13,0,50.93,0.37
12050,5,14,15,15,2.8,177.28,0,1.384,269.73,22.18,447.13,33.01,256,0,51.43,0.37
12051,5,14,15,30,2.81,266.79,0,1.357,240.46,21.79,441.87,33.27,302.27,0,52.03,0.37
12056,5,14,16,45,2.95,274.84,0,1.207,232.61,21.84,437.53,33.5,268.07,0,51.88,0.37
12057,5,14,17,0,2.98,251.44,0,1.184,256.29,22.44,441.73,33.33,253.47,0,51.8,0.37
12098,5,15,3,15,3.35,444.25,0,1.395,399.34,25.8,422.73,34.86,162.67,0,52.6,0.37
12099,5,15,3,30,3.41,467.4,0,1.483,382.92,26.05,413.33,35.31,152.8,0,52.95,0.37
12103,5,15,4,30,3.62,446.71,0,1.855,414.73,26.76,421.27,35.01,104.07,0,52.65,0.37
12140,5,15,13,45,2.87,103.45,0,1.442,322.75,23.16,433.13,33.05,173.33,0,50.9,0.37
12143,5,15,14,30,2.88,168.59,0,1.374,315.07,23.29,433.8,33.05,173.33,0,51,0.37
12148,5,15,15,45,2.96,204.56,0,1.308,305.82,23.32,436,32.92,174.27,0,50.78,0.37
12152,5,15,16,45,3.03,297.06,0,1.286,299.57,23.29,427.73,33.39,172.87,0,51.36,0.37
12154,5,15,17,15,3.07,248.08,0,1.271,298.7,23.33,427.4,33.41,172.2,0,51.35,0.37
12156,5,15,17,45,3.1,225.63,0,1.263,288.23,23.38,430.73,33.29,173,0,51.24,0.37
12160,5,15,18,45,3.17,161.99,0,1.235,331.92,23.8,449.13,33.48,172.8,0,51.34,0.37
12235,5,16,13,30,3.14,270.17,0,1.21,302.97,23.28,424.6,33.52,315.13,0,52.33,0.37
12240,5,16,14,45,3.23,210.89,0,1.16,321.12,23.93,428.27,33.39,269.53,0,51.81,0.37
12242,5,16,15,15,3.24,95.73,0,1.16,322.3,23.84,430.4,33.31,270.33,0,51.81,0.37
12243,5,16,15,30,3.24,126.06,0,1.16,312.43,23.91,452.07,33.32,273.4,0,51.66,0.37
12250,5,16,17,15,3.34,267.44,0,1.16,305.23,23.83,443.73,33.76,271.13,0,52.24,0.37
12254,5,16,18,15,3.45,259.4,0,1.16,298.71,23.93,443.73,33.77,273.33,0,52.22,0.37
12255,5,16,18,30,3.47,237.55,0,1.16,287.98,23.86,443,33.82,271.87,0,52.29,0.37
12334,5,17,14,15,2.73,189.37,0,1.189,290.44,22.69,426.8,32.73,280.87,0,51.4,0.37
12338,5,17,15,15,2.79,225.84,0,1.161,310.38,23.67,422.07,32.99,284.2,0,51.59,0.37
12342,5,17,16,15,2.87,320.74,0,1.16,281.8,23.03,413.67,33.44,352.07,0,52.65,0.37
12346,5,17,17,15,3.02,346.93,0,1.16,286.8,22.83,412.53,33.58,348.13,0,53.01,0.37
12347,5,17,17,30,3.06,296.98,0,1.16,317.45,22.88,410.73,33.67,311.2,0,52.66,0.37
12353,5,17,19,0,3.23,236.45,0,1.16,310.79,22.74,415.6,33.5,309.87,0,52.26,0.37
12354,5,17,19,15,3.25,222.11,0,1.16,315.1,22.84,416.93,33.38,308.93,0,52.27,0.37
12363,5,17,21,30,3.05,145.79,0,0.894,290.72,22.78,422.6,33.02,354.47,0,52.18,0.37
12430,5,18,14,15,2.68,196.89,0,1.302,276.35,22.73,418,32.71,305.8,0,51.57,0.37
12433,5,18,15,0,2.72,207.61,0,1.265,305.54,23.39,417.67,32.8,321.27,0,51.85,0.37
12453,5,18,20,0,3.33,243.88,0,1.21,312.24,22.8,443.27,33.63,314.53,0,52.53,0.37
12530,5,19,15,15,2.74,269.92,0,1.57,273.17,22.69,414.6,32.83,342.4,0,52.01,0.37
12579,5,20,3,30,3.5,320.85,0,1.798,448.03,25.88,407.47,34.32,117.67,0,52,0.37
12613,5,20,12,0,2.85,86.61,0,1.303,344.22,23.81,391.8,32.65,203.07,0,50.8,0.37
12614,5,20,12,15,2.85,90.67,0,1.267,349.69,23.93,391.33,32.71,202.27,0,50.93,0.37
12618,5,20,13,15,2.85,83.13,0,1.204,341.37,23.8,387.53,32.94,157.73,0,50.75,0.37
12626,5,20,15,15,2.86,172.3,0,1.15,317.95,23.9,416.6,32.76,240.4,0,51.35,0.37
12631,5,20,16,30,2.93,233.69,0,1.07,284.49,22.73,407.67,33.2,262.93,0,51.67,0.37
12671,5,21,2,30,3.13,499.9,0,1.271,426.95,27.48,399.33,34.77,192,0,52.76,0.37
12711,5,21,12,30,2.87,191.74,0,1.407,337.25,23.81,424.93,32.97,309.6,0,51.84,0.37
12716,5,21,13,45,2.93,196.72,0,1.337,356.28,24.53,446,33.1,272.33,0,51.52,0.37
12722,5,21,15,15,3,223.03,0,1.299,331.73,23.92,455.47,33.14,242.73,0,51.46,0.37
12723,5,21,15,30,3.02,211.19,0,1.29,322.05,23.82,454.27,33.16,242.8,0,51.44,0.37
12726,5,21,16,15,3.08,285.25,0,1.27,339.03,24.72,447,33.53,239.8,0,51.82,0.37
12730,5,21,17,15,3.19,300.2,0,1.27,337.93,24.42,443.2,33.73,296.27,0,52.36,0.37
12733,5,21,18,0,3.3,308.54,0,1.27,334.73,24.41,442.4,33.85,293.2,0,52.54,0.37
12734,5,21,18,15,3.32,291,0,1.27,357.06,24.37,441.07,33.9,295.2,0,52.48,0.37
12735,5,21,18,30,3.35,280.06,0,1.27,349.35,24.47,438.87,33.97,292.6,0,52.49,0.37
12770,5,22,3,15,3.5,462.67,0,1.522,468.66,29.36,417.87,35.19,153.73,0,52.8,0.37
12906,5,23,13,15,2.7,241.41,0,1.811,314.45,22.77,419.2,32.71,320.67,0,51.84,0.37
12923,5,23,17,30,3.32,337.77,0,1.233,266.42,22.87,431.87,33.94,360.27,0,53.12,0.37
12990,5,24,10,15,3.46,0,232.16,2.367,193.5,20.05,452,32.2,194.4,25.52,48.38,0.37
12991,5,24,10,30,3.41,0,253.27,2.306,192.01,20.29,456,32.01,193.13,24.62,48.12,0.37
13007,5,24,14,30,2.67,287.07,0,1.447,226.85,22.18,432.27,33.18,335.93,0,52.53,0.37
13015,5,24,16,30,2.92,358.28,0,1.41,299.16,24.3,445.87,33.73,318.07,0,52.51,0.37
13018,5,24,17,15,3.04,350.21,0,1.41,310.55,24.37,446.8,33.69,318,0,52.51,0.37
13019,5,24,17,30,3.07,327.83,0,1.41,320.54,24.41,445.67,33.72,318.6,0,52.59,0.37
13507,5,29,19,30,2.4,218.12,0,1.335,347.73,24.14,440.8,32.58,206.8,0,50.69,0.37
13878,6,2,16,15,3.46,220.09,0,1.4,317.73,24.14,447.67,33.76,176.93,0,51.61,0.37
13967,6,3,14,30,2.63,189.2,0,1.201,374.86,25.01,425.73,32.76,250.53,0,51.14,0.37
13971,6,3,15,30,2.69,260.79,0,1.201,367.92,24.35,421.4,33.06,288.33,0,51.64,0.37
13974,6,3,16,15,2.76,285.97,0,1.2,398.78,24.33,419.2,33.2,287.6,0,51.79,0.37
13975,6,3,16,30,2.78,283.23,0,1.203,397.83,24.33,420.2,33.12,283.67,0,51.67,0.37
13979,6,3,17,30,2.87,230.47,0,1.2,403.16,24.37,421.4,33.03,233.33,0,51.29,0.37
13982,6,3,18,15,2.92,226.33,0,1.2,340.08,24.3,418.2,33.22,234.6,0,51.37,0.37
13983,6,3,18,30,2.94,219.67,0,1.2,365.72,24.31,419.93,33.1,236.53,0,51.27,0.37
13986,6,3,19,15,2.98,174.04,0,1.2,375.26,24.2,422.47,32.98,239,0,51.22,0.37
13987,6,3,19,30,2.99,204.76,0,1.2,387.08,24.42,420.53,33.16,236.27,0,51.51,0.37
14011,6,4,1,30,2.89,474.87,0,1.178,420.73,25.28,416.73,34.56,189.2,0,52.41,0.37
14012,6,4,1,45,2.94,501.4,0,1.257,406.76,25.31,414,34.71,189.2,0,52.63,0.37
14014,6,4,2,15,3.05,502.27,0,1.414,414.41,25.33,416.47,34.61,189,0,52.47,0.37
14058,6,4,13,15,2.47,96.07,0,1.39,405.83,25.31,425.33,32.39,163,0,50.54,0.37
14060,6,4,13,45,2.47,124.29,0,1.374,401.57,25.59,425.6,32.41,180.13,0,50.5,0.37
14061,6,4,14,0,2.47,142.89,0,1.368,412.21,25.65,425.67,32.39,204.33,0,50.5,0.37
14076,6,4,17,45,2.73,279.08,0,1.359,341.17,23.85,431.2,33.18,259.73,0,51.65,0.37
14077,6,4,18,0,2.76,275.41,0,1.36,349.51,23.79,432.6,33.07,256.67,0,51.57,0.37
14078,6,4,18,15,2.78,277.09,0,1.36,361.73,23.8,431.13,33.12,255.4,0,51.47,0.37
14084,6,4,19,45,2.87,265.82,0,1.254,367.41,24.45,414.73,33.04,241.93,0,51.46,0.37
14086,6,4,20,15,2.91,294.22,0,1.213,372.23,24.35,410.67,33.26,275.6,0,51.87,0.37
14102,6,5,0,15,2.64,291.04,0,0.693,457.08,24.72,423.8,33.19,103.33,0,50.73,0.37
14106,6,5,1,15,2.76,369.95,0,0.949,416.55,24.71,414.67,33.67,89,0,51.21,0.37
14122,6,5,5,15,3.44,400.99,0,2.227,420.33,26.88,401.8,34.47,74.4,0,51.99,0.37
14158,6,5,14,15,2.31,150.6,0,1.24,421.3,26.46,398.33,32.18,206.33,0,50.24,0.37
14162,6,5,15,15,2.35,281.78,0,1.24,403.27,26.54,399.07,32.65,253,0,51.2,0.37
14163,6,5,15,30,2.38,315.15,0,1.24,406.38,26.65,398.4,32.71,280.53,0,51.53,0.37
14164,6,5,15,45,2.4,296.2,0,1.24,372.73,26.04,397.27,32.73,256.53,0,51.27,0.37
14172,6,5,17,45,2.66,285.29,0,1.24,343.74,25.9,394.07,32.99,228.93,0,51.45,0.37
14173,6,5,18,0,2.68,144.67,0,1.24,372.14,25.9,400,32.7,122.8,0,50.5,0.37
14174,6,5,18,15,2.69,121.34,0,1.24,377.79,25.99,401.2,32.63,124.2,0,50.46,0.37
14175,6,5,18,30,2.69,106.77,0,1.24,373.02,25.98,400.93,32.65,125.8,0,50.54,0.37
14176,6,5,18,45,2.69,216.91,0,1.24,378.6,26.05,394.53,32.98,227.2,0,51.84,0.37
14180,6,5,19,45,2.74,199.07,0,1.173,245.25,21.85,440,32.91,187.8,0,50.85,0.37
14182,6,5,20,15,2.76,133.77,0,1.097,280.5,21.76,441.07,32.81,187.53,0,50.95,0.37
14183,6,5,20,30,2.76,118.96,0,1.061,275.69,21.8,440.6,32.76,188.2,0,50.67,0.37
14185,6,5,21,0,2.76,92.84,0,0.986,249.95,21.78,423.2,32.55,190.6,0,50.54,0.37
14187,6,5,21,30,2.76,121.77,0,0.916,276.29,22.7,413.6,32.73,188.33,0,50.82,0.37
14198,6,6,0,15,2.95,347.71,0,0.9,448.06,25.76,390.4,33.67,197.33,0,51.69,0.37
14199,6,6,0,30,2.99,394.05,0,0.965,435.88,25.88,385.2,33.98,196,0,52.03,0.37
14204,6,6,1,45,3.21,426.88,0,1.339,458.98,25.36,379.93,34.39,193.33,0,52.36,0.37
14206,6,6,2,15,3.3,414.5,0,1.461,446.43,25.67,413.6,34.51,147.13,0,52.12,0.37
14207,6,6,2,30,3.34,422.21,0,1.513,451.77,25.47,412.93,34.49,147.6,0,52.24,0.37
14212,6,6,3,45,3.55,412.52,0,1.841,460.81,27.94,410.53,34.65,149.07,0,52.31,0.37
14215,6,6,4,30,3.65,328.46,0,2.076,499.09,28.82,416.67,34.27,150,0,52.12,0.37
14242,6,6,11,15,2.9,186.11,0,1.435,406.31,25.33,368.47,32.82,355.47,0.28,52.19,0.37
14244,6,6,11,45,2.91,67.18,0,1.42,385.83,25.37,374,32.62,220.2,0,50.9,0.37
14245,6,6,12,0,2.9,50.01,0,1.417,395.29,25.26,370.2,32.8,199.53,0,51.14,0.37
14248,6,6,12,45,2.89,104.47,0,1.4,385.42,25.63,409.2,32.76,200.2,0,50.76,0.37
