n_px,n_p,truth
2.82,0.943,0
2.75,0.87,0
2.82,0.85,0
2.96,1.129,0
3.02,1.278,0
3.21,1.675,0
3.52,2.331,0
3.75,2.97,0
3.73,2.935,0
3.65,2.8,0
3.43,2.251,0
3.31,2.118,0
3.26,2.07,0
3.2,2.02,0
3.09,1.951,0
2.86,1.875,0
2.8,1.821,0
2.75,1.768,0
2.73,1.733,0
2.65,1.663,0
2.63,1.273,0
2.75,1.129,0
2.67,0.911,0
2.64,0.9,0
2.77,0.901,0
3.52,2.495,0
3.61,2.707,0
3.8,3.13,0
3.84,3.125,0
3.88,3.12,0
3.9,3.113,0
3.86,2.824,0
3.65,2.362,0
3.48,2.124,0
3.13,1.882,0
3.01,1.766,0
2.95,1.703,0
2.92,1.677,0
2.86,1.48,0
2.86,1.194,0
2.92,0.95,0
2.96,0.95,0
3.14,1.268,0
3.16,1.337,0
3.22,1.47,0
3.37,1.811,0
3.41,1.878,0
3.44,1.949,0
3.48,2.033,0
3.54,2.204,0
3.72,2.88,0
3.75,2.939,0
3.79,2.821,0
3.76,2.636,0
3.72,2.511,0
3.66,2.135,0
3.63,2.012,0
3.38,1.465,0
3.32,1.453,0
3.06,1.26,0
2.84,1.089,0
2.83,1.11,0
2.77,1.082,0
2.71,1.011,0
2.68,0.949,0
2.66,0.883,0
2.67,0.83,0
2.72,0.83,0
2.93,1.215,0
3,1.377,0
3.05,1.467,0
3.67,2.652,0
3.72,2.829,0
3.85,3.032,0
3.85,2.953,0
3.81,2.782,0
3.42,1.871,0
3.37,1.815,0
3.27,1.712,0
3.17,1.611,0
2.94,1.397,0
2.88,1.31,0
2.86,1.271,0
2.86,1.246,0
2.81,1.067,0
2.74,0.887,0
2.87,0.829,0
2.97,0.956,0
3.05,1.081,0
3.35,1.674,0
3.4,1.762,0
3.8,2.743,0
3.93,2.991,0
3.77,1.715,0
3.55,1.511,0
3.33,1.307,0
3.22,1.166,0
3.17,1.14,0
3.18,1.14,0
3.19,1.14,0
3.19,1.141,0
3.19,1.136,0
3.19,1.096,0
3.18,1.064,0
3.18,1.047,0
3.17,1.02,0
3.14,0.955,0
3.03,0.819,0
2.93,0.701,0
2.97,0.777,0
3.01,0.879,0
3.06,1.002,0
3.13,1.228,0
3.23,1.457,0
3.65,2.52,0
3.71,2.671,0
3.45,1.788,0
3.39,1.693,0
2.77,1.156,0
2.76,1.14,0
2.71,1.114,0
2.68,1.111,0
2.68,0.987,0
2.72,1.065,0
2.76,1.151,0
2.85,1.306,0
3.06,1.724,0
3.25,2.077,0
3.51,2.627,0
3.67,2.918,0
3.69,2.807,0
3.65,2.641,0
3.06,1.575,0
3.02,1.564,0
2.98,1.547,0
2.94,1.489,0
2.78,1.227,0
2.77,1.2,0
2.73,1.149,0
2.7,1.117,0
2.69,1.108,0
2.69,1.069,0
2.52,0.563,0
2.59,0.667,0
2.72,0.87,0
2.89,1.177,0
2.93,1.256,0
3.07,1.499,0
3.26,1.832,0
3.3,1.928,0
3.43,2.304,0
3.59,2.691,0
3.22,1.72,0
3.04,1.593,0
2.86,1.467,0
2.77,1.333,0
2.71,1.231,0
2.64,1.19,0
2.64,1.193,0
2.64,1.175,0
2.65,1.133,0
2.66,1.099,0
2.61,1.019,0
2.51,0.959,0
2.48,0.959,0
2.68,1.205,0
3.29,2.045,0
3.41,2.188,0
3.59,2.564,0
3.63,2.65,0
3.75,2.935,0
3.8,2.921,0
3.82,2.889,0
3.39,1.962,0
3.31,1.853,0
3.29,1.829,0
3.26,1.827,0
3.22,1.781,0
3.15,1.716,0
3.08,1.624,0
3.03,1.504,0
2.99,1.239,0
2.98,1.142,0
2.98,1.108,0
2.95,1.041,0
2.85,0.963,0
2.78,0.864,0
2.82,0.902,0
2.85,0.919,0
3.26,1.72,0
3.41,2.039,0
3.57,2.478,0
3.59,2.566,0
3.62,2.643,0
3.65,2.832,0
3.38,2.046,0
3.18,1.733,0
3.04,1.531,0
2.82,1.407,0
2.65,1.255,0
2.57,1.261,0
2.5,1.221,0
2.46,1.092,0
2.4,1.041,0
2.29,0.909,0
2.23,0.869,0
2.4,1.147,0
2.54,1.389,0
2.75,1.752,0
3.02,2.097,0
3.08,2.175,0
3.31,2.657,0
3.51,2.877,0
3.56,2.895,0
3.73,2.808,0
3.77,2.725,0
3.67,2.451,0
3.57,2.303,0
3.43,2.113,0
3.39,2.082,0
3.35,2.029,0
2.98,1.715,0
2.96,1.681,0
2.88,1.381,0
2.57,1.028,0
2.37,0.603,0
2.36,0.567,0
2.36,0.549,0
2.39,0.549,0
2.41,0.543,0
2.43,0.57,0
2.49,0.829,0
2.58,1.128,0
2.68,1.372,0
3.1,2.298,0
3.64,2.883,0
3.67,2.846,0
3.6,2.294,0
3.37,1.767,0
3.22,1.485,0
3.17,1.409,0
3.09,1.251,0
3.03,1.212,0
2.99,1.194,0
2.97,1.181,0
2.93,1.18,0
2.93,1.189,0
2.94,1.161,0
2.95,1.195,0
2.94,1.192,0
2.94,1.17,0
2.95,1.144,0
2.95,1.122,0
2.95,1.08,0
3.09,0.863,0
3.22,1.175,0
3.41,1.545,0
3.72,2.106,0
3.84,2.399,0
3.88,2.556,0
3.9,2.607,0
3.96,2.978,0
3.96,2.875,0
3.92,2.687,0
3.67,2.172,0
3.62,2.102,0
3.57,2.043,0
3.38,1.848,0
3.31,1.835,0
2.98,1.56,0
2.95,1.409,0
2.97,1.32,0
2.98,1.294,0
3,1.117,0
3.01,1.091,0
3,0.927,0
2.93,0.57,0
2.97,0.529,0
3.19,0.788,0
3.47,1.731,0
3.58,2.168,0
3.6,2.259,0
3.65,2.529,0
3.67,2.621,0
3.72,2.773,0
3.77,2.734,0
3.73,2.567,0
3.66,2.419,0
3.57,2.268,0
3.38,2.025,0
3,1.857,0
2.96,1.788,0
2.84,1.734,0
2.83,1.729,0
2.84,1.634,0
2.84,1.603,0
2.84,1.591,0
2.84,1.595,0
2.83,1.581,0
2.83,1.556,0
2.74,1.159,0
2.68,0.799,0
2.77,0.84,0
2.8,0.839,0
2.85,0.972,0
2.98,1.557,0
3.12,1.976,0
3.22,2.213,0
3.29,2.454,0
3.4,2.795,0
2.95,1.945,0
2.75,1.844,0
2.69,1.862,0
2.43,1.707,0
2.4,1.639,0
2.27,1.534,0
2.21,1.205,0
2.26,0.823,0
2.47,0.94,0
2.75,1.425,0
2.8,1.525,0
2.9,1.686,0
2.95,1.715,0
3.2,2.156,0
3.67,2.944,0
3.7,2.929,0
3.61,2.687,0
3.57,2.633,0
3.46,2.509,0
3.43,2.472,0
3.17,2.349,0
3.09,1.979,0
3.06,1.859,0
2.96,1.402,0
2.97,1.369,0
2.97,1.3,0
2.98,1.209,0
2.97,1.116,0
2.84,0.827,0
2.91,0.857,0
3.06,1.289,0
3.09,1.377,0
3.25,1.926,0
3.28,2.017,0
3.39,2.479,0
3.4,2.567,0
3.4,2.656,0
3.43,2.909,0
3.43,2.921,0
3.43,2.82,0
2.8,1.853,0
2.6,1.681,0
2.58,1.526,0
2.45,1.459,0
2.37,1.239,0
2.33,1.1,0
2.3,0.979,0
2.16,0.637,0
2.15,0.624,0
2.15,0.663,0
2.36,1.371,0
2.39,1.473,0
2.6,2.007,0
2.71,2.278,0
2.78,2.436,0
3.07,2.941,0
3.14,2.891,0
3.14,2.167,0
2.94,1.691,0
2.79,1.435,0
2.64,1.386,0
2.58,1.395,0
2.23,1.242,0
2.22,1.01,0
2.16,0.867,0
2.14,0.817,0
2.18,0.821,0
2.21,0.808,0
2.37,0.943,0
2.43,1.096,0
2.45,1.173,0
2.79,1.828,0
3.07,2.424,0
3.6,2.068,0
3.44,1.802,0
3.35,1.55,0
3.28,1.484,0
3.23,1.463,0
3.21,1.429,0
3.06,1.329,0
3.03,1.231,0
3,1.12,0
3.11,1.024,0
3.24,1.107,0
3.27,1.172,0
3.4,1.409,0
3.47,1.689,0
3.5,1.775,0
3.77,2.364,0
3.88,2.805,0
3.94,2.791,0
3.47,1.991,0
3.42,1.913,0
3.25,1.825,0
3.2,1.821,0
3.03,1.763,0
2.82,1.561,0
2.78,1.46,0
2.77,1.463,0
2.69,1.357,0
2.67,1.331,0
2.69,0.999,0
2.8,1.227,0
2.83,1.333,0
2.99,1.611,0
3.07,1.762,0
3.27,2.105,0
3.48,2.561,0
3.63,2.987,0
3.59,2.673,0
3.25,2.124,0
3.1,1.869,0
3,1.754,0
2.85,1.525,0
2.76,1.39,0
2.68,1.322,0
2.54,1.071,0
2.62,1.035,0
2.7,1.018,0
2.88,1.093,0
2.91,1.003,0
2.98,1.201,0
3.21,1.701,0
3.29,1.963,0
3.35,2.199,0
3.44,2.85,0
3.44,2.784,0
3.44,2.729,0
3.43,2.632,0
3.33,2.421,0
3.27,2.311,0
3.14,2.067,0
2.79,1.683,0
2.7,1.605,0
2.44,1.367,0
2.32,1.269,0
2.54,1.126,0
2.84,1.809,0
2.96,2.089,0
3.09,2.359,0
3.25,2.693,0
3.42,3,0
3.54,2.969,0
3.46,2.355,0
3.43,2.287,0
3.4,2.226,0
3.38,2.166,0
3.24,1.938,0
3.18,1.874,0
3.17,1.862,0
3.05,1.722,0
2.95,1.621,0
2.82,1.435,0
2.81,1.438,0
2.8,1.055,0
2.84,1.133,0
3.19,1.911,0
3.35,2.525,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.86,1.518,0
2.85,1.477,0
2.47,1.431,0
2.45,1.436,0
2.44,1.43,0
2.43,1.441,0
2.3,1.238,0
2.19,0.984,0
2.17,0.992,0
2.16,1.002,0
2.21,1.009,0
2.26,1.081,0
2.31,1.14,0
2.51,1.465,0
2.75,1.825,0
3.23,2.4,0
3.28,2.464,0
3.37,2.585,0
3.5,2.767,0
3.13,1.815,0
3.05,1.725,0
2.88,1.689,0
2.76,1.491,0
2.69,1.489,0
2.68,1.505,0
2.64,1.48,0
2.62,1.483,0
2.6,1.482,0
2.58,1.457,0
2.54,1.393,0
2.47,1.306,0
2.36,1.227,0
2.71,1.486,0
2.8,1.63,0
3.04,2.013,0
3.15,2.189,0
3.22,2.315,0
3.25,2.371,0
3.29,2.482,0
3.38,2.676,0
3.23,2.314,0
2.67,1.398,0
2.23,1.28,0
1.99,1.28,0
1.98,1.281,0
1.97,1.283,0
1.91,1.278,0
1.8,1.229,0
1.73,1.125,0
1.79,1.124,0
1.93,1.439,0
2.34,2.229,0
2.41,2.317,0
2.44,2.401,0
2.69,2.835,0
2.81,2.82,0
2.89,2.726,0
2.74,2.352,0
2.65,2.159,0
2.58,1.991,0
2.56,1.774,0
2.3,1.181,0
2.26,1.157,0
1.99,0.811,0
2.19,0.947,0
2.24,1.061,0
2.27,1.108,0
2.39,1.361,0
2.46,1.519,0
2.63,1.858,0
2.67,1.937,0
3.04,2.75,0
3.18,2.751,0
3.22,2.76,0
3.27,2.767,0
3.3,2.772,0
3.34,2.764,0
3.33,2.611,0
2.97,2.2,0
2.96,2.153,0
2.93,2.005,0
2.94,1.776,0
2.9,1.398,0
2.87,1.188,0
2.88,1.167,0
2.9,1.066,0
2.92,0.997,0
3,0.852,0
3.03,0.818,0
3.06,0.801,0
3.27,0.9,0
3.32,1.025,0
3.43,1.291,0
3.52,2.441,0
3.39,2.384,0
3.19,2.202,0
3.13,2.125,0
3.08,2.069,0
2.98,2.009,0
2.83,1.975,0
2.69,1.934,0
2.65,1.859,0
2.4,1.731,0
2.21,1.521,0
2.19,1.463,0
2.26,1.29,0
2.28,1.253,0
2.32,1.186,0
2.32,0.861,0
2.31,0.837,0
2.31,0.84,0
2.32,0.879,0
2.35,0.87,0
2.36,0.866,0
2.61,1.229,0
2.67,1.385,0
2.77,1.648,0
2.89,1.843,0
2.96,1.939,0
3.17,2.167,0
3.27,2.312,0
2.69,2.015,0
2.39,1.804,0
2.36,1.791,0
2.19,1.702,0
2.27,1.496,0
2.38,1.383,0
2.39,1.371,0
2.44,1.277,0
2.44,1.017,0
2.42,0.995,0
2.42,0.954,0
2.43,0.959,0
2.58,0.992,0
2.73,1.195,0
3.05,1.847,0
3.08,2.243,0
3.09,2.654,0
3.08,2.681,0
2.99,2.67,0
2.72,2.492,0
2.53,2.331,0
2.04,1.773,0
2.07,1.608,0
2.19,1.351,0
2.24,1.171,0
2.26,1.081,0
2.24,1.007,0
2.26,0.893,0
2.29,0.887,0
2.39,0.976,0
2.75,1.649,0
2.78,1.701,0
2.82,1.767,0
3.26,2.559,0
3.25,2.588,0
3.24,2.467,0
3.02,2.322,0
2.92,2.312,0
2.79,2.232,0
2.72,2.246,0
2.51,2.235,0
2.31,2.103,0
2.25,1.536,0
2.35,1.315,0
2.72,1.269,0
2.81,1.461,0
2.9,1.611,0
2.92,1.661,0
3.01,2.048,0
3.1,2.348,0
3.13,2.472,0
3.17,2.598,0
3.15,2.507,0
2.63,1.885,0
2.5,1.743,0
2.33,1.661,0
2.21,1.605,0
2.18,1.578,0
2.16,1.529,0
2.11,1.461,0
2.08,1.409,0
2.09,1.379,0
2.09,1.427,0
2.25,1.037,0
2.28,1.005,0
2.33,0.979,0
2.39,0.893,0
2.72,1.322,0
2.75,1.406,0
2.92,1.797,0
3.46,2.699,0
3.1,2.499,0
3.05,2.457,0
2.87,2.345,0
2.61,2.14,0
2.48,1.939,0
2.46,1.895,0
2.24,1.591,0
1.99,1.257,0
1.97,1.247,0
1.96,1.233,0
1.93,1.195,0
1.93,1.14,0
1.95,1.14,0
1.98,1.121,0
2.17,1.047,0
2.19,1.041,0
2.22,1.053,0
2.35,1.219,0
2.39,1.277,0
2.43,1.322,0
2.68,1.734,0
2.8,1.933,0
2.93,2.124,0
3.47,2.763,0
3.52,2.761,0
3.26,2.424,0
3.17,2.349,0
2.98,2.17,0
2.94,2.102,0
2.85,1.895,0
2.69,1.673,0
2.69,1.656,0
2.52,1.427,0
2.43,1.284,0
2.42,1.218,0
2.47,1.202,0
2.76,1.453,0
2.83,1.566,0
3,1.854,0
3.27,2.215,0
3.31,2.549,0
3.19,2.563,0
3.01,2.385,0
2.99,2.343,0
2.96,2.302,0
2.86,2.183,0
2.73,1.974,0
2.7,1.937,0
2.56,1.671,0
2.42,1.499,0
2.35,1.411,0
2.29,1.301,0
2.23,1.178,0
2.18,1.122,0
2.16,1.112,0
2.14,1.111,0
2.09,1.052,0
2.07,1.017,0
2.18,0.979,0
2.26,0.995,0
2.4,1.205,0
2.55,1.477,0
2.74,1.719,0
2.84,1.839,0
3.26,2.189,0
3.44,2.351,0
3.37,2.305,0
3.11,2.155,0
3.07,2.139,0
2.89,2.022,0
2.78,1.843,0
2.71,1.687,0
2.61,1.555,0
2.58,1.538,0
2.55,1.478,0
2.53,1.445,0
2.44,1.21,0
2.4,1.097,0
2.39,1.082,0
2.37,1.048,0
2.36,1.015,0
2.33,1.005,0
2.31,1.007,0
0,1.109,0
0,1.233,0
0,1.815,0
0,1.96,0
0,2.19,0
0,2.261,0
0,2.337,0
0,2.618,0
0,2.678,0
0,2.593,0
0,2.49,0
0,2.327,0
0,1.845,0
2.79,1.759,0
2.64,1.517,0
2.42,1.069,0
2.24,0.781,0
2.23,0.749,0
2.24,0.747,0
2.41,0.769,0
2.55,0.943,0
2.64,1.169,0
2.86,1.51,0
2.96,1.632,0
3.27,1.989,0
3.36,2.117,0
3.38,2.174,0
3.51,2.465,0
3.31,2.192,0
3.27,2.15,0
3.13,1.989,0
2.77,1.574,0
2.69,1.518,0
2.5,1.371,0
2.35,0.979,0
2.38,0.943,0
2.37,0.957,0
2.38,0.941,0
2.62,0.962,0
2.66,1.012,0
2.93,1.505,0
3.19,1.917,0
3.28,2.054,0
3.44,2.335,0
3.47,2.498,0
3.36,2.432,0
3.07,2.187,0
3.02,2.119,0
2.97,2.063,0
2.71,1.647,0
2.55,1.538,0
2.5,1.513,0
2.32,1.473,0
2.27,1.419,0
2.22,1.372,0
2.18,1.296,0
2.08,1.192,0
1.99,1.107,0
1.99,1.08,0
2.04,1.06,0
2.05,1.067,0
2.08,1.069,0
2.12,1.063,0
2.66,1.725,0
2.79,1.915,0
2.85,1.969,0
2.9,2.026,0
3.47,2.544,0
3.51,2.57,0
3.55,2.565,0
3.61,2.56,0
3.39,2.363,0
2.4,1.542,0
2.35,1.467,0
2.29,1.344,0
2.23,1.26,0
2.11,1.014,0
2.05,0.92,0
2.02,0.791,0
2.47,1.031,0
2.56,1.251,0
2.85,1.818,0
3.03,2.146,0
3.07,2.223,0
3.11,2.291,0
3.17,2.349,0
3.22,2.403,0
3.32,2.502,0
3.61,2.593,0
3.72,2.545,0
3.56,2.323,0
3.31,2.123,0
3.19,2.052,0
3.12,2.023,0
2.71,1.615,0
2.68,1.547,0
2.64,1.439,0
2.63,1.388,0
2.61,1.354,0
2.58,1.291,0
2.52,1.102,0
2.48,0.985,0
2.56,0.881,0
2.59,0.88,0
2.99,1.15,0
3.12,1.355,0
3.19,1.495,0
3.64,2.332,0
3.65,2.408,0
3.72,2.565,0
3.68,2.293,0
3.52,2.117,0
3.1,1.692,0
3.08,1.654,0
3.03,1.588,0
2.93,1.379,0
2.92,1.358,0
2.91,1.313,0
2.8,1.111,0
2.74,1.055,0
2.69,0.998,0
2.67,0.98,0
2.78,1.132,0
3.14,1.765,0
3.52,2.465,0
3.58,2.627,0
3.58,2.68,0
3.57,2.611,0
3.55,2.554,0
3.36,2.243,0
3.29,2.165,0
3.16,2.001,0
3.1,1.926,0
3.02,1.824,0
2.9,1.691,0
2.88,1.665,0
2.86,1.641,0
2.83,1.587,0
2.79,1.369,0
2.79,1.333,0
2.8,1.365,0
3,1.923,0
3.06,2.109,0
3.23,2.447,0
3.3,2.623,0
3.4,2.876,0
3.27,2.698,0
3.09,2.436,0
3.02,2.345,0
2.8,1.899,0
2.69,1.342,0
2.58,1.019,0
2.52,0.768,0
2.98,1.821,0
3.09,2.077,0
3.12,2.159,0
3.3,2.705,0
3.39,2.813,0
3.4,2.813,0
3.39,2.789,0
3.34,2.657,0
3.23,2.435,0
3.05,2.001,0
3.02,1.909,0
2.92,1.457,0
2.94,1.397,0
2.94,1.361,0
2.94,1.336,0
2.94,1.287,0
2.87,1.174,0
2.8,1.102,0
2.76,1.058,0
2.72,0.98,0
2.76,0.988,0
3.07,1.557,0
3.12,1.744,0
3.19,2.019,0
3.38,2.427,0
3.57,2.756,0
3.59,2.905,0
3.46,2.695,0
3.21,2.319,0
3.13,2.187,0
3.08,2.077,0
3.07,2.045,0
3.05,2.009,0
3.04,1.967,0
2.94,1.758,0
2.81,1.219,0
2.79,1.163,0
2.75,0.863,0
2.69,0.808,0
3.11,1.435,0
3.31,1.859,0
3.48,2.137,0
3.52,2.227,0
3.65,2.598,0
3.78,2.918,0
3.89,2.806,0
3.72,2.62,0
3.65,2.575,0
3.37,2.357,0
3,1.709,0
2.96,1.64,0
2.92,1.567,0
2.9,1.53,0
2.68,1.002,0
2.56,0.956,0
2.57,0.961,0
3.07,1.94,0
3.25,2.304,0
3.39,2.774,0
3.41,2.87,0
3.47,3.122,0
3.57,3.12,0
3.65,3.033,0
3.65,3.005,0
3.62,2.854,0
3.46,2.637,0
3.02,1.9,0
3.01,1.6,0
3.01,1.441,0
3.01,1.409,0
2.99,1.331,0
2.9,1.263,0
2.84,1.211,0
2.91,1.287,0
2.95,1.355,0
3.16,1.718,0
3.2,1.791,0
3.28,1.935,0
3.49,2.881,0
3.38,3.021,0
3.1,2.365,0
3.05,2.169,0
3.01,2.04,0
3,1.992,0
2.98,1.947,0
2.94,1.827,0
2.93,1.783,0
2.92,1.743,0
2.8,1.405,0
2.8,1.16,0
2.75,1.142,0
2.69,1.102,0
2.6,0.939,0
2.65,0.954,0
3.22,1.917,0
3.24,1.975,0
3.33,2.214,0
3.37,2.847,0
3.34,2.781,0
3.26,2.671,0
3.18,2.416,0
3.14,2.291,0
3.11,2.023,0
3.12,1.893,0
3.07,1.42,0
3.07,1.275,0
3.08,1.129,0
3.05,1.019,0
3.05,1.012,0
2.96,0.96,0
3.06,1.219,0
3.22,1.539,0
3.31,1.703,0
3.34,1.783,0
3.48,2.182,0
3.5,2.577,0
3.54,3.035,0
3.58,2.907,0
3.36,2.615,0
2.38,1.34,0
2.32,1.261,0
2.26,0.966,0
2.59,0.936,0
2.61,0.93,0
2.64,0.907,0
2.73,0.842,0
3.07,0.851,0
3.45,1.697,0
3.6,2.055,0
3.84,2.581,0
3.89,3.015,0
3.46,2.567,0
3.14,2.183,0
3.02,2.023,0
2.87,1.872,0
2.77,1.789,0
2.75,1.75,0
2.63,1.485,0
2.55,1.267,0
2.52,1.12,0
2.52,1.063,0
2.52,1.04,0
2.5,0.981,0
2.3,0.711,0
2.38,0.916,0
2.41,1.009,0
2.51,1.28,0
2.57,1.459,0
2.86,2.22,0
2.99,2.599,0
3.05,2.779,0
3.13,2.899,0
3.17,2.937,0
2.91,2.628,0
2.41,1.817,0
2.41,1.319,0
2.48,1.234,0
2.55,1.12,0
1.94,0.78,0
1.87,0.689,0
2.18,1.238,0
2.25,1.421,0
2.41,1.801,0
2.53,2.087,0
2.58,2.179,0
2.82,2.713,0
2.86,2.788,0
3.11,2.897,0
2.67,2.172,0
2.43,1.863,0
2.22,1.364,0
2.18,1.289,0
2.1,1.174,0
2.06,1.073,0
2.27,0.887,0
2.29,0.873,0
2.33,0.82,0
2.35,0.799,0
2.37,0.778,0
2.43,0.738,0
2.47,0.733,0
2.5,0.73,0
2.58,0.73,0
2.83,0.818,0
2.85,0.893,0
2.9,1.051,0
3.69,2.529,0
3.83,2.94,0
3.85,2.94,0
3.88,2.94,0
3.9,2.919,0
3.91,2.83,0
3.81,2.671,0
3.46,2.193,0
2.93,1.364,0
2.88,1.269,0
2.82,1.077,0
2.81,1.07,0
2.81,1.067,0
2.83,1.03,0
2.92,1.03,0
3.12,1.03,0
3.31,1.217,0
3.39,1.395,0
3.45,1.576,0
3.52,1.755,0
3.73,2.275,0
3.77,2.363,0
3.85,2.631,0
3.96,2.986,0
3.99,3.02,0
3.83,2.801,0
3.79,2.744,0
3.59,2.517,0
3.53,2.447,0
3.47,2.379,0
3.44,2.329,0
3.34,2.121,0
3.28,2.037,0
3.09,1.754,0
2.88,1.565,0
2.7,1.405,0
2.66,1.363,0
2.42,1.106,0
2.06,0.789,0
2.04,0.783,0
2.01,0.763,0
1.92,0.737,0
2.11,0.74,0
2.25,0.98,0
2.44,1.292,0
2.66,1.581,0
2.98,2.025,0
3.14,2.236,0
3.19,2.317,0
3.18,2.561,0
3.12,2.505,0
2.83,1.603,0
2.82,1.559,0
2.86,1.567,0
2.89,1.563,0
2.99,1.543,0
2.68,1.233,0
2.15,0.825,0
2.19,0.812,0
2.4,0.993,0
2.46,1.038,0
2.89,1.826,0
3.29,2.69,0
3.31,2.743,0
3.34,2.802,0
3.14,2.439,0
2.53,1.635,0
2.19,1.257,0
2.13,1.199,0
2.07,1.159,0
2.11,1.15,0
2.22,1.037,0
2.11,0.923,0
1.79,0.74,0
1.92,0.736,0
2.16,1.125,0
2.54,1.689,0
2.69,1.908,0
2.74,1.978,0
2.45,1.601,0
2.09,1.125,0
2.1,1.055,0
2.2,1.058,0
2.33,0.956,0
2.09,0.74,0
1.83,0.671,0
1.77,0.657,0
1.87,0.683,0
1.98,0.815,0
2.23,1.073,0
2.48,1.307,0
2.6,1.454,0
2.64,1.512,0
2.77,1.663,0
2.81,1.723,0
2.85,1.793,0
2.96,2.14,0
2.94,2.127,0
2.92,1.771,0
2.92,1.741,0
2.9,1.482,0
2.91,1.505,0
2.93,1.491,0
2.94,1.469,0
3.03,1.468,0
2.78,1.279,0
2.29,1.009,0
2.09,0.872,0
2.19,0.9,0
2.24,0.974,0
2.67,1.711,0
2.71,1.783,0
2.84,2.008,0
2.88,2.083,0
3.19,2.497,0
3.34,2.851,0
3.02,2.321,0
2.93,2.205,0
2.72,1.935,0
2.55,1.717,0
2.49,1.573,0
2.39,1.127,0
2.36,0.941,0
2.33,0.892,0
2.34,0.869,0
2.36,0.841,0
2.37,0.859,0
2.38,0.913,0
2.41,0.973,0
2.6,1.285,0
2.68,1.411,0
3.21,2.281,0
3.26,2.357,0
3.53,2.798,0
3.53,2.767,0
3.5,2.691,0
3.33,2.528,0
3.14,2.284,0
2.85,2.052,0
2.8,1.992,0
2.76,1.947,0
2.72,1.851,0
2.62,1.772,0
2.49,1.2,0
2.6,1.083,0
2.68,1.151,0
2.83,1.445,0
2.87,1.52,0
3.1,1.889,0
3.19,2.046,0
3.71,3.03,0
3.19,2.347,0
2.95,2.047,0
2.95,1.793,0
2.98,1.751,0
3,1.731,0
3.02,1.716,0
3.04,1.695,0
3.13,1.357,0
2.37,0.573,0
2.37,0.565,0
2.98,1.427,0
3.22,1.813,0
3.46,2.185,0
3.58,2.498,0
3.64,2.651,0
3.62,2.599,0
3.43,2.389,0
3.22,2.15,0
2.93,1.721,0
2.9,1.616,0
2.89,1.619,0
3.07,1.483,0
2.67,1.162,0
2.23,0.784,0
2.58,1.341,0
2.95,2.072,0
