month_day_hour_min,n_p,i_uiip,p_uiip
5814,1.353,117.36,19.81
5815,1.311,144.37,19.91
5816,1.285,212.31,21.66
5817,1.276,223.3,21.5
5818,1.265,226.35,21.77
5819,1.253,223.61,21.76
5820,1.241,216.03,21.78
5821,1.24,212.15,21.71
5822,1.239,215.01,21.8
5823,1.235,213.64,21.65
5824,1.23,199.64,21.7
5825,1.233,205.78,21.66
5826,1.233,217.3,21.59
5827,1.231,205.71,21.77
5828,1.225,147.22,19.82
5829,1.203,137.63,20.48
5830,1.178,137.75,20.54
5831,1.149,138.1,20.4
5832,1.123,137.04,20.37
5833,1.093,137.84,19.98
5834,1.062,135.54,20.48
5835,1.033,135.85,20.39
5836,0.999,136.73,19.99
5837,0.967,136.99,19.68
5838,0.933,135.73,20.21
5839,0.901,135.83,20.06
5840,0.869,152.01,20.84
5841,0.855,208.98,21.63
5842,0.85,205.65,21.81
5843,0.85,199.11,21.5
5844,0.851,205.66,21.6
5845,0.85,191.41,21.59
5846,0.85,190.94,21.67
5847,0.85,187.93,21.86
5848,0.85,167.53,21.62
5849,0.85,160.12,21.36
5850,0.85,177.16,20.9
5851,0.85,148.76,21.01
5852,0.894,392.91,24.36
5853,0.989,410.23,24.73
5854,1.073,375.5,24.77
5855,1.155,352.81,24.75
5856,1.237,381.19,24.6
5857,1.316,383.7,24.7
5858,1.396,387.98,24.68
5859,1.475,368.46,24.76
5860,1.553,373.8,24.72
5861,1.635,374.36,24.67
5862,1.713,362.73,24.67
5863,1.794,366.13,24.71
5864,1.874,360.71,24.74
5865,1.955,353.54,24.72
5866,2.035,349.25,24.71
5867,2.117,328.82,22.31
5868,2.191,320.38,20.59
5869,2.263,311.95,19.84
5870,2.331,298.7,19.15
5871,2.393,300.15,19.23
5872,2.41,301.26,19.16
5873,2.41,295.54,19.09
5874,2.41,301.11,19.18
5875,2.41,306.28,19.22
5876,2.41,307.03,19.03
5877,2.41,343.24,22.44
5878,2.655,373.2,24.8
5879,2.909,224.48,20.22
5880,2.91,178.09,19.44
5881,2.885,56.47,16.82
5882,2.83,54.99,16.97
5883,2.78,53.35,18
5884,2.724,52.59,18.56
5885,2.664,53.45,17.2
5886,2.592,53.92,17.27
5887,2.519,53.42,17.66
5888,2.462,39.77,18.25
5889,2.413,41.04,15.98
5890,2.349,38.62,18.6
5891,2.287,38.62,18.63
5892,2.234,46.87,19.12
5893,2.199,98.67,19.66
5894,2.157,119.67,19.71
5895,2.12,100.03,20.02
5896,2.085,118.47,19.52
5897,2.041,130.5,19.66
5898,2.001,140.72,19.68
5899,1.958,167.96,19.25
5900,1.917,137.73,18.69
5901,1.875,113.82,18.17
5902,1.832,122.65,18.07
5903,1.787,130.12,18.06
5904,1.747,115.03,18.16
5905,1.703,98.76,18.24
5906,1.661,104.79,18.16
5907,1.619,104.65,18.27
5908,1.577,103.85,18.17
5909,1.535,104.11,18.15
5910,1.493,96.73,18.29
5911,1.452,102.35,18.13
5912,1.411,97.58,18.88
5913,1.373,115.9,19.71
5914,1.333,126.35,20.23
5915,1.307,142.97,20.78
5916,1.283,145.54,20.68
5917,1.261,140.02,20.67
5918,1.237,145.41,20.76
5919,1.215,153.22,20.68
5920,1.195,140.39,20.63
5921,1.173,143.76,20.59
5922,1.153,143.82,20.67
5923,1.131,138.03,20.75
5924,1.11,143.26,20.82
5925,1.096,163.63,21.12
5926,1.083,163.16,20.84
5927,1.064,162.7,20.97
5928,1.045,162.26,20.64
5929,1.021,161.67,20.67
5930,1.002,161.35,20.78
5931,0.985,161.22,21.18
5932,0.969,161.78,20.8
5933,0.945,161.35,20.78
5934,0.927,160.5,20.69
5935,0.906,161.27,20.71
5936,0.888,165.77,20.97
5937,0.873,211.3,21.54
5938,0.87,207.01,21.86
5939,0.87,215.47,21.71
5940,0.87,190.56,21.66
5941,0.87,191.13,21.61
5942,0.87,179.58,21.8
5943,0.87,168.05,21.8
5944,0.87,183.57,21.67
5945,0.87,182.15,21.77
5946,0.87,194.17,21.63
5947,0.87,200.2,21.78
5948,0.906,398.54,24.31
5949,0.995,428.26,24.75
5950,1.084,428.15,24.64
5951,1.172,430.62,24.7
5952,1.259,430.91,24.7
5953,1.345,432.98,24.67
5954,1.431,436.02,24.82
5955,1.514,410.26,24.76
5956,1.589,402.09,24.88
5957,1.664,413.06,24.71
5958,1.739,411.86,24.74
5959,1.814,414.42,24.67
5960,1.889,418.37,24.78
5961,1.963,399.94,23.73
5962,2.037,373.44,21.68
5963,2.11,364.73,21.68
5964,2.179,373.48,21.72
5965,2.249,374.11,21.59
5966,2.323,355.02,21.63
5967,2.39,327.62,19.63
5968,2.445,336.36,19.65
5969,2.501,321.82,19.56
5970,2.555,322.92,19.7
5971,2.609,325.86,19.62
5972,2.664,341.09,19.67
5973,2.716,345.08,19.65
5974,2.771,314.41,19.75
5975,2.808,211.76,19.98
5976,2.81,210.75,20.1
5977,2.805,200.87,20.22
5978,2.775,119.87,20.27
5979,2.741,89.36,19.49
5980,2.697,52.83,18.13
5981,2.635,53.29,18.08
5982,2.571,53.32,18.65
5983,2.513,52.86,19.18
5984,2.458,53.27,18.92
5985,2.41,55.44,17.21
5986,2.357,53.43,19.11
5987,2.307,53.08,18.93
5988,2.252,53.57,18.73
5989,2.195,49.73,18.89
5990,2.145,111.25,19.49
5991,2.107,97.12,19.58
5992,2.067,125.53,19.48
5993,2.025,134.63,19.63
5994,1.985,140.65,19.56
5995,1.944,129.62,19.31
5996,1.904,104.47,19.15
5997,1.864,101.93,19.27
5998,1.823,103.39,19.18
5999,1.78,122.1,19.18
6000,1.74,97.51,19.2
6001,1.701,91.26,19.07
6002,1.66,98.64,19.46
6003,1.625,122.27,20.25
6004,1.591,128.12,20.2
6005,1.557,138.85,20.1
6006,1.523,139.5,20.29
6007,1.487,128.23,20.06
6008,1.458,152.22,20.8
6009,1.444,217.44,21.72
6010,1.44,206.54,21.59
6011,1.44,220.42,21.18
6012,1.44,193.16,21.86
6013,1.44,181.53,21.77
6014,1.44,200.88,21.83
6015,1.44,179.38,21.67
6016,1.44,195.56,21.65
6017,1.44,189.87,21.85
6018,1.44,185.92,21.71
6019,1.44,188.21,21.59
6020,1.438,163.02,19.95
6021,1.421,148.69,20.93
6022,1.401,150.67,20.39
6023,1.381,149.64,20.84
6024,1.365,149.73,20.88
6025,1.347,148.92,20.65
6026,1.327,148.9,20.71
6027,1.311,147.71,20.75
6028,1.289,149.2,20.59
6029,1.269,147.39,20.81
6030,1.249,148.54,20.7
6031,1.221,148.15,20.48
6032,1.193,131.78,19.84
6033,1.158,88.02,19.51
6034,1.12,86.87,19.63
6035,1.084,87.28,19.63
6036,1.049,92.26,19.99
6037,1.021,132.75,20.67
6038,1,145.48,20.75
6039,0.981,140.36,20.53
6040,0.965,133.86,20.8
6041,0.951,153.42,21.06
6042,0.95,167.03,21.65
6043,0.95,165.87,21.63
6044,0.983,345.18,22.25
6045,1.071,380.27,22.57
6046,1.158,379.47,22.81
6047,1.245,362.8,22.63
6048,1.331,367.78,22.72
6049,1.408,329.28,22.68
6050,1.48,329.15,22.67
6051,1.553,331.15,22.73
6052,1.625,338.76,22.69
6053,1.697,323.12,22.67
6054,1.769,328.05,22.69
6055,1.843,320.04,22.71
6056,1.914,314.11,22.71
6057,1.987,300.5,21.35
6058,2.056,288.84,18.62
6059,2.122,289.97,18.65
6060,2.187,283.51,18.64
6061,2.253,285,18.67
6062,2.322,281.89,18.65
6063,2.387,288.66,18.56
6064,2.451,295.37,18.61
6065,2.518,308.43,18.56
6066,2.583,299.86,18.59
6067,2.649,299.05,18.59
6068,2.717,286.81,18.66
6069,2.781,289.41,18.62
6070,2.849,303.18,18.59
6071,2.896,175.12,19.47
6072,2.898,117.8,19.06
6073,2.867,44.95,19.48
6074,2.831,44.03,19.79
6075,2.798,43.92,19.5
6076,2.759,44.64,18.84
6077,2.715,46.04,16.96
6078,2.661,43.66,17.97
6079,2.598,43.21,18.04
6080,2.527,34.89,17.62
6081,2.461,86.68,18.91
6082,2.403,82.14,18.59
6083,2.34,69.04,18.78
6084,2.277,95.1,18.54
6085,2.21,95.9,18.35
6086,2.136,79.36,17.7
6087,2.06,65.7,18.13
6088,1.987,67.78,17.88
6089,1.917,67.34,18.04
6090,1.849,83.57,18.64
6091,1.786,103.01,19.13
6092,1.73,98.08,18.98
6093,1.672,103.7,19.1
6094,1.615,104.98,19.48
6095,1.566,113.41,19.59
6096,1.521,114.73,19.6
6097,1.474,129.24,19.99
6098,1.435,160.7,20.76
6099,1.405,162.5,20.65
6100,1.375,140.33,20.15
6101,1.335,126.33,19.65
6102,1.297,124.69,19.54
6103,1.259,128.59,19.71
6104,1.219,143.67,19.74
6105,1.181,133.5,19.63
6106,1.142,129.84,19.83
6107,1.111,186.48,21.45
6108,1.101,212.79,21.83
6109,1.095,198.93,21.25
6110,1.078,147.83,20.81
6111,1.063,166.62,21.05
6112,1.045,117.42,19.49
6113,1.017,128.01,20.67
6114,0.991,128.58,20.11
6115,0.963,128.89,20.28
6116,0.939,128.82,20.47
6117,0.913,128.36,20.22
6118,0.885,128.46,20.28
6119,0.858,128.51,20.33
6120,0.833,128.19,20.35
6121,0.808,127.87,20.4
6122,0.781,127.76,20.35
6123,0.758,127.47,20.47
6124,0.731,128.74,20.24
6125,0.705,129.33,19.84
6126,0.675,127.89,20.18
6127,0.645,128.76,20.06
6128,0.618,131.41,20.35
6129,0.599,194.49,21.6
6130,0.59,208.52,21.69
6131,0.59,197.33,21.74
6132,0.59,204.44,20.72
6133,0.59,200.17,20.67
6134,0.59,182.48,20.9
6135,0.59,185.23,20.68
6136,0.59,171.53,20.71
6137,0.59,178.44,20.63
6138,0.59,168.61,20.68
6139,0.59,158.44,20.65
6140,0.627,357.84,23.31
6141,0.715,391.07,23.78
6142,0.801,389.45,23.65
6143,0.886,380.87,23.63
6144,0.973,384.85,23.55
6145,1.061,363.74,23.65
6146,1.148,377.27,23.61
6147,1.235,368.75,23.6
6148,1.322,358.69,23.81
6149,1.409,356.88,23.75
6150,1.497,352.67,23.82
6151,1.584,350.33,23.71
6152,1.673,358.4,23.64
6153,1.759,351.15,23.73
6154,1.847,347.16,23.72
6155,1.932,336.69,23.7
6156,2.021,346.85,23.62
6157,2.109,340.5,23.64
6158,2.193,337.08,23.13
6159,2.269,284.86,20.71
6160,2.339,284.56,20.71
6161,2.406,287.62,20.72
6162,2.473,289.31,20.65
6163,2.541,281.91,20.59
6164,2.611,285.11,20.59
6165,2.677,291.41,20.6
6166,2.745,289.19,20.53
6167,2.791,146.64,19.43
6168,2.793,121.45,19.33
6169,2.796,112.87,19.51
6170,2.795,127.62,19.64
6171,2.781,61.92,19.95
6172,2.755,60.8,20.12
6173,2.727,64.66,19.85
6174,2.694,52.68,19.22
6175,2.652,61.27,19.24
6176,2.611,70.05,19.1
6177,2.568,83.84,18.58
6178,2.525,112.36,18.55
6179,2.48,98.49,18.71
6180,2.437,106.13,17.44
6181,2.395,103.4,17.35
6182,2.346,83.73,17.65
6183,2.288,63.36,18.69
6184,2.229,82.82,18.65
6185,2.179,128.43,19.63
6186,2.138,157.58,19.69
6187,2.099,141.81,19.75
6188,2.058,133.57,19.57
6189,2.016,126.49,18.94
6190,1.974,122.25,18.15
6191,1.931,123.66,17.58
6192,1.888,130.34,17.6
6193,1.844,111.61,17.58
6194,1.8,96.09,17.61
6195,1.757,98.52,17.52
6196,1.715,94.92,17.6
6197,1.671,90.77,17.71
6198,1.63,94.1,17.97
6199,1.587,96.76,18.1
6200,1.545,92.72,18.12
6201,1.503,89.48,18.1
6202,1.462,90.2,18.35
6203,1.421,83.67,18.71
6204,1.381,79.04,18.62
6205,1.341,79.84,19.8
6206,1.305,73.91,19.65
6207,1.271,79.8,19.65
6208,1.233,97.19,19.96
6209,1.208,93.57,20.18
6210,1.18,103.25,20.11
6211,1.153,105.7,20.08
6212,1.125,108.42,19.89
6213,1.09,99.22,19.58
6214,1.059,129.01,20.71
6215,1.041,122.16,20.29
6216,1.017,150.47,20.99
6217,1.01,183.16,21.15
6218,1.005,185.94,21.11
6219,1,178.3,21.14
6220,1,186.99,21.08
6221,0.996,183.27,21.22
6222,0.99,180.09,21.14
6223,0.99,186.77,21.2
6224,0.983,188.47,21.09
6225,0.975,186.33,21.01
6226,0.97,183.88,20.98
6227,0.966,184.62,21.29
6228,0.96,189.16,21.16
6229,0.96,162.26,21.17
6230,0.954,168.55,20.89
6231,0.951,160.06,20.78
6232,0.95,147.84,20.74
6233,0.95,150.88,20.59
6234,0.951,144.93,20.71
6235,0.95,137.63,20.58
6236,0.988,372.22,23.71
6237,1.071,383.22,24.2
6238,1.154,372.35,24.2
6239,1.237,373.38,24.2
6240,1.317,394.58,24.28
6241,1.397,384.62,24.24
6242,1.479,401.29,24.01
6243,1.558,391.85,24.03
6244,1.637,396.72,23.18
6245,1.713,399.17,23.2
6246,1.789,378.29,21.96
6247,1.859,359.57,21.64
6248,1.926,371.09,21.65
6249,1.993,362.08,21.77
6250,2.061,369.41,23.79
6251,2.14,404.16,24.17
6252,2.227,421.29,24.25
6253,2.312,380.92,22.78
6254,2.387,357.51,22.22
6255,2.459,361.85,22.22
6256,2.537,368.94,22.17
6257,2.607,364.94,22.18
6258,2.683,381.9,22.18
6259,2.756,367.31,22.14
6260,2.828,384.87,22.2
6261,2.899,395.37,22.06
6262,2.973,363.07,22.17
6263,3.026,227.79,20.13
6264,3.03,207.3,20.93
6265,3.03,199.23,20.38
6266,3.008,82.04,19.97
6267,2.973,79.54,19.62
6268,2.935,79.13,19.06
6269,2.895,78.32,18.62
6270,2.85,78.12,17.82
6271,2.805,77.91,17.54
6272,2.761,77.32,17.27
6273,2.715,77.11,17.65
6274,2.668,76.32,17.69
6275,2.623,90.24,18.41
6276,2.583,102.44,19.41
6277,2.554,101.79,20.17
6278,2.521,101.37,19.9
6279,2.489,101.12,20.07
6280,2.46,102.06,19.59
6281,2.424,102.48,19.35
6282,2.387,102.7,19.33
6283,2.347,102.26,19.95
6284,2.311,101.46,19.71
6285,2.271,102.2,19.37
6286,2.231,103.8,18.73
6287,2.191,104.08,19.38
6288,2.152,97.36,18.82
6289,2.115,91.84,19.82
6290,2.08,91.53,19.79
6291,2.043,98.92,19.65
6292,2.006,124.22,20.21
6293,1.988,167.01,20.86
6294,1.974,151.05,20.84
6295,1.956,141.89,20.64
6296,1.941,144.33,20.67
6297,1.921,152.65,20.63
6298,1.903,143.98,20.6
6299,1.887,155.38,20.84
6300,1.878,154.05,20.94
6301,1.87,150.32,20.95
6302,1.869,165.67,20.88
6303,1.86,154.44,20.86
6304,1.851,151.17,20.94
6305,1.85,156.83,20.96
6306,1.844,160.19,21.01
6307,1.84,158.11,20.8
6308,1.834,130.77,19.81
6309,1.799,41.65,16.24
6310,1.747,41.09,18
6311,1.691,40.23,18.63
6312,1.643,40.04,18.48
6313,1.589,40.48,18.41
6314,1.531,41.06,17.91
6315,1.47,40.96,17.67
6316,1.407,41.32,17.52
6317,1.34,40.82,17.53
6318,1.277,40.39,18.05
6319,1.22,39.98,18.05
6320,1.166,67.83,19.17
6321,1.141,186.83,21.7
6322,1.14,195.55,21.56
6323,1.14,210.4,20.54
6324,1.132,160.81,20.69
6325,1.114,146.61,20.69
6326,1.098,139.69,20.67
6327,1.086,131.15,20.74
6328,1.076,128.67,20.62
6329,1.068,129.04,20.68
6330,1.059,150.44,20.9
6331,1.059,151.71,21.01
6332,1.085,339.27,21.39
6333,1.167,356.22,22.24
6334,1.238,298.86,20.66
6335,1.302,310.23,20.65
6336,1.367,306.44,20.59
6337,1.431,316.12,20.48
6338,1.495,316.18,20.58
6339,1.557,322.16,20.6
6340,1.622,300.38,20.73
6341,1.685,301.11,20.66
6342,1.749,299.05,20.69
6343,1.814,300,21.16
6344,1.879,313.72,21.67
6345,1.943,307.4,21.67
6346,2.009,296.19,21.71
6347,2.075,291.36,21.69
6348,2.139,303.55,21.67
6349,2.203,294.61,21.61
6350,2.268,305.03,21.66
6351,2.333,304.47,21.65
6352,2.397,305.1,21.61
6353,2.461,306.59,21.56
6354,2.527,310.68,21.73
6355,2.599,314.57,21.74
6356,2.673,310.37,21.6
6357,2.743,322.73,21.63
6358,2.813,319.89,20.41
6359,2.864,198.43,20.26
6360,2.869,168.47,21.18
6361,2.869,203.35,22.74
6362,2.867,151.93,21.51
6363,2.836,95.63,19.01
6364,2.797,104.64,18.02
6365,2.752,104.06,17.68
6366,2.708,102.36,18.61
6367,2.666,102.61,19.41
6368,2.627,103.49,18.46
6369,2.585,103.03,18.88
6370,2.545,101.79,19.79
6371,2.505,102.26,19.34
6372,2.471,124.94,20.31
6373,2.448,178.1,21.14
6374,2.437,188.29,21.29
6375,2.425,193.47,21.26
6376,2.406,202.56,21.19
6377,2.387,196.51,21.17
6378,2.367,197.93,21.2
6379,2.347,198.97,21.07
6380,2.327,197.87,21.35
6381,2.313,192.62,21.16
6382,2.3,190.05,21.19
6383,2.287,198.74,21.27
6384,2.265,201.44,21.01
6385,2.241,197.47,21.28
6386,2.225,195.84,20.99
6387,2.211,190.41,21.2
6388,2.197,195.77,21.16
6389,2.184,199.58,20.96
6390,2.17,225.21,21.72
6391,2.165,227.2,22.07
6392,2.165,232,20.69
6393,2.159,230.31,21.83
6394,2.145,179.5,20.95
6395,2.124,162.88,20.69
6396,2.101,162.69,20.68
6397,2.073,138.41,20.16
6398,2.043,125.88,20.14
6399,2.011,117.31,20.28
6400,1.981,110.54,20.18
6401,1.953,135.64,20.65
6402,1.933,137.38,20.78
6403,1.917,140.72,20.67
6404,1.888,38.69,15.91
6405,1.841,42.9,18.9
6406,1.793,43.18,18.74
6407,1.739,43.23,18.82
6408,1.685,43.24,18.48
6409,1.631,43.8,18.19
6410,1.574,43.52,18.61
6411,1.517,43.87,18.07
6412,1.462,42.77,18.5
6413,1.407,43.28,18.47
6414,1.349,43.28,18.09
6415,1.293,42.97,18.48
6416,1.236,43.46,18.01
6417,1.176,43.74,17.89
6418,1.112,43.48,18.08
6419,1.053,43.34,18.27
6420,1.002,102.02,20.05
6421,0.985,171.89,21.61
6422,0.98,186.83,21.44
6423,0.981,176.26,20.39
6424,0.98,163.92,19.43
6425,0.98,142.94,20.2
6426,0.98,153.79,20.22
6427,0.98,147.61,20.17
6428,1.014,326.19,20.44
6429,1.097,345.01,21.79
6430,1.169,321.99,21.72
6431,1.238,310.77,21.64
6432,1.305,328.84,21.61
6433,1.373,341.71,21.67
6434,1.44,334.13,21.75
6435,1.507,343.47,21.67
6436,1.573,375.51,21.56
6437,1.639,342.86,21.75
6438,1.705,332.82,21.71
6439,1.77,337.43,21.69
6440,1.84,333.75,21.72
6441,1.906,315.99,21.64
6442,1.975,320.72,21.63
6443,2.043,311.71,21.7
6444,2.112,306.4,21.65
6445,2.179,309.78,21.68
6446,2.245,312.54,21.63
6447,2.315,306.53,21.63
6448,2.381,325.73,21.71
6449,2.447,319.69,21.65
6450,2.513,317.88,21.68
6451,2.581,321.51,21.64
6452,2.649,330.7,21.71
6453,2.715,332.88,21.62
6454,2.782,322.2,20.33
6455,2.827,191.01,20.04
6456,2.83,169.97,19.56
6457,2.8,96.57,16.39
6458,2.75,97.24,18.05
6459,2.71,93.71,19.89
6460,2.671,95.56,18.23
6461,2.624,96.2,17.76
6462,2.575,96.89,17.38
6463,2.529,95.02,18.89
6464,2.484,95.28,18.35
6465,2.444,94.74,19.27
6466,2.403,98.08,17.37
6467,2.359,96.19,18.25
6468,2.324,165.87,20.88
6469,2.32,222.83,21.59
6470,2.32,230.98,21.17
6471,2.32,232.36,21.44
6472,2.317,233.77,20.8
6473,2.303,232.94,21.78
6474,2.299,229.37,21.75
6475,2.298,230.73,21.65
6476,2.293,227.92,21.39
6477,2.289,222.13,21.41
6478,2.281,229.59,21.58
6479,2.28,234.49,20.52
6480,2.28,231.05,21.3
6481,2.28,217.43,21.64
6482,2.28,207.58,21.61
6483,2.28,210.63,21.71
6484,2.28,214.9,21.46
6485,2.28,217.28,21.27
6486,2.28,218.16,21.69
6487,2.28,219.57,21.56
6488,2.28,211.02,21.55
6489,2.28,224.86,21.17
6490,2.28,223.07,21.23
6491,2.28,218.25,21.75
6492,2.276,206.41,21.77
6493,2.271,167.08,20.13
6494,2.241,101.64,19.95
6495,2.211,115.14,20.3
6496,2.192,178.49,21.34
6497,2.19,197.76,21.68
6498,2.19,190.84,21.76
6499,2.19,182.35,21.71
6500,2.189,132.71,16.36
6501,2.146,32.6,16.48
6502,2.1,62.86,18.39
6503,2.061,62.27,18.92
6504,2.015,63.9,17.46
6505,1.968,63.99,17.33
6506,1.917,61.61,19.16
6507,1.867,62.05,18.44
6508,1.81,62.33,18.22
6509,1.751,61.94,18.36
6510,1.697,61.32,18.78
6511,1.641,61.79,18.55
6512,1.588,61.68,18.88
6513,1.539,61.55,19.01
6514,1.49,61.54,18.95
6515,1.443,61.43,18.75
6516,1.399,107.26,20.56
6517,1.39,179.41,21.58
6518,1.383,179.95,21.09
6519,1.38,165.03,21.22
6520,1.38,177.94,21.08
6521,1.38,173.64,21.23
6522,1.38,146.82,21.26
6523,1.38,144.18,20.97
6524,1.406,304.29,20
6525,1.477,324.97,19.93
6526,1.544,304.28,19.16
6527,1.605,288.45,19.13
6528,1.665,305.48,19.06
6529,1.726,310.51,19.14
6530,1.785,320.26,19.15
6531,1.847,293.48,19.14
6532,1.905,285.53,18.29
6533,1.963,286.72,18.12
6534,2.022,283.16,18.1
6535,2.083,270.34,17.99
6536,2.139,272.83,17.56
6537,2.197,264.28,17.63
6538,2.253,244.21,17.19
6539,2.3,232.43,16.91
6540,2.345,225.94,17.53
6541,2.39,219.24,17.51
6542,2.434,233.4,17.13
6543,2.475,229.36,17.62
6544,2.521,221.25,17.75
6545,2.566,230.35,17.37
6546,2.609,226.96,17.65
6547,2.654,231.81,17.26
6548,2.698,233.17,16.95
6549,2.74,237.05,17.34
6550,2.785,242.43,16.82
6551,2.81,168.78,18.29
6552,2.801,115.49,20.07
6553,2.771,107.15,19.9
6554,2.736,107.17,19.71
6555,2.702,107.54,19.18
6556,2.665,106.27,19.65
6557,2.623,109.83,17.61
6558,2.574,109.18,17.31
6559,2.522,107.06,19.5
6560,2.474,107.17,19.52
6561,2.436,106.16,19.91
6562,2.396,106.64,19.44
6563,2.355,107.78,18.66
6564,2.313,109.63,17.9
6565,2.267,110.15,17.23
6566,2.223,118.86,18.92
6567,2.191,183.25,21.05
6568,2.175,224.83,21.85
6569,2.159,222.13,21.74
6570,2.15,225.38,21.49
6571,2.143,225.59,20.72
6572,2.135,222,21.61
6573,2.121,221.16,21.74
6574,2.107,221.66,21.62
6575,2.104,223.59,21.8
6576,2.101,219.76,21.25
6577,2.097,184.14,21.06
6578,2.073,103.58,19.8
6579,2.032,100.11,19.66
6580,1.993,104.38,19.65
6581,1.955,101.61,19.88
6582,1.916,114.58,20.1
6583,1.9,215.61,22.64
6584,1.9,235.26,20.45
6585,1.891,234.17,21.86
6586,1.89,226.19,22.01
6587,1.89,210.5,22.71
6588,1.89,220.43,22.38
6589,1.89,207.54,22.87
6590,1.89,198.11,22.65
6591,1.89,185.99,20.82
6592,1.89,183.51,20.41
6593,1.889,167.1,19.78
6594,1.865,90.93,19.55
6595,1.829,79.09,19.53
6596,1.781,14.64,16.35
6597,1.725,30.47,18.1
6598,1.67,30.49,18.44
6599,1.613,30.71,17.79
6600,1.547,30.76,17.86
6601,1.487,31.04,17.59
6602,1.422,31.16,17.5
6603,1.355,30.76,17.69
6604,1.289,30.64,17.88
6605,1.225,31.21,17.35
6606,1.157,30.74,17.5
6607,1.091,31.04,17.5
6608,1.026,30.84,17.62
6609,0.963,31.12,17.69
6610,0.9,30.91,17.7
6611,0.835,31.02,17.76
6612,0.78,86.05,19.99
6613,0.757,170.74,21.14
6614,0.745,182.29,21.1
6615,0.733,176.52,21.2
6616,0.73,174.91,21.24
6617,0.73,165.57,21.18
6618,0.73,163.72,21.05
6619,0.73,157.46,21.2
6620,0.759,328.18,21.66
6621,0.833,358.42,22.61
6622,0.911,358.67,22.71
6623,0.987,338.18,22.73
6624,1.067,355.02,22.61
6625,1.141,355.86,22.59
6626,1.217,357.07,22.71
6627,1.292,353.29,22.73
6628,1.367,368.67,22.63
6629,1.444,348.78,22.71
6630,1.518,356.92,22.71
6631,1.594,353.38,22.69
6632,1.669,355.67,22.69
6633,1.745,353.4,22.66
6634,1.821,342.23,22.74
6635,1.898,328.34,22.73
6636,1.974,341.88,22.65
6637,2.051,338.71,22.68
6638,2.127,321.78,22.71
6639,2.203,328.64,22.64
6640,2.277,353.69,22.65
6641,2.353,345.14,22.65
6642,2.427,350.19,22.63
6643,2.501,346.48,22.79
6644,2.577,345.48,22.61
6645,2.653,358.12,22.56
6646,2.726,348.38,22.01
6647,2.777,187.22,19.59
6648,2.78,179.72,19.36
6649,2.763,130.66,19.83
6650,2.727,155.8,20.77
6651,2.72,221.48,21.29
6652,2.713,173.67,19.87
6653,2.678,142.63,19.9
6654,2.639,165.46,20.1
6655,2.599,149.48,20.28
6656,2.562,141.92,20.1
6657,2.524,158.16,20.07
6658,2.484,150.14,20.12
6659,2.446,143.49,20.25
6660,2.411,128.11,20.14
6661,2.373,127.81,20.21
6662,2.337,127.97,20.15
6663,2.304,132.74,20.16
6664,2.263,163.08,19.93
6665,2.225,151.99,20.43
6666,2.187,156.05,20.14
6667,2.151,157.09,20.05
6668,2.115,147.8,20.25
6669,2.08,131.53,20.2
6670,2.045,123.84,20.11
6671,2.013,149.66,20.88
6672,2,217.18,22.09
6673,2,217.57,21.57
6674,2,217.63,21.31
6675,1.999,205.8,20.5
6676,1.982,179.33,21.12
6677,1.971,232.04,22.11
6678,1.971,230.34,22.3
6679,1.97,233.07,21.61
6680,1.97,227.55,23.02
6681,1.97,230.1,21.36
6682,1.97,231.53,21.52
6683,1.963,227.9,21.94
6684,1.965,231.97,20.93
6685,1.963,206.7,21.06
6686,1.951,130.69,19.72
6687,1.917,103.07,19.64
6688,1.878,120.54,20.14
6689,1.845,130.99,20.41
6690,1.817,137.65,20.65
6691,1.792,149.17,20.76
6692,1.767,83.78,15.88
6693,1.711,33.29,18.2
6694,1.652,33.65,17.9
6695,1.591,33.63,18.14
6696,1.531,33.63,17.81
6697,1.468,34.19,17.75
6698,1.406,34.15,17.65
6699,1.344,33.78,18.24
6700,1.283,34.35,17.14
6701,1.217,33.83,17.9
6702,1.15,33.96,17.65
6703,1.089,33.73,17.95
6704,1.027,34.02,17.78
6705,0.965,33.63,18.07
6706,0.905,33.61,18.43
6707,0.848,33.7,18.04
6708,0.79,33.75,18.21
6709,0.735,33.57,18.81
6710,0.684,33.73,18.77
6711,0.633,33.82,18.9
6712,0.583,33.76,18.55
6713,0.533,33.36,18.69
6714,0.486,41.95,19.56
6715,0.453,102.82,20.71
6716,0.473,324.01,21.37
6717,0.55,370.49,22.7
6718,0.627,351.51,22.68
6719,0.707,357.87,22.61
6720,0.784,352.77,22.61
6721,0.863,352.39,22.69
6722,0.941,343.53,22.66
6723,1.019,341.99,22.65
6724,1.099,340.44,22.69
6725,1.178,336.28,22.66
6726,1.255,334.34,22.71
6727,1.334,324.86,22.63
6728,1.413,326.34,22.7
6729,1.491,328.6,22.68
6730,1.57,323.73,22.66
6731,1.649,325.16,22.66
6732,1.727,332.4,22.69
6733,1.805,331.22,22.76
6734,1.883,322.43,22.66
6735,1.963,326.49,22.67
6736,2.04,326.24,22.65
6737,2.117,323.28,22.66
6738,2.193,327.35,21.57
6739,2.267,320.32,20.67
6740,2.343,316,20.67
6741,2.417,329.16,20.64
6742,2.487,324.55,20.69
6743,2.545,181.73,19.68
6744,2.541,109.9,19.88
6745,2.513,86.83,19.95
6746,2.481,83.84,20.1
