month_day_hour_min,i_uiipu,c_pu_p,p_pu
17729,126.6,25.34,50.29
17730,126.87,24.18,50.27
17731,40.6,25.22,49.95
17732,8.47,24.98,49.53
17733,8.47,25.28,49.75
17734,8.2,24.69,49.84
17735,9.07,25.02,49.79
17736,8.47,24.72,49.73
17737,8.67,24.6,49.61
17738,8.27,24.91,49.43
17739,8.47,25.06,49.5
17740,88.8,25.37,49.95
17741,113,25.67,49.95
17742,111.4,24.75,49.93
17743,109.27,24.9,49.96
17744,109.2,24.61,49.71
17745,110.93,25.62,49.76
17746,113.93,25.3,49.59
17747,121.27,25.31,49.84
17748,154.27,25.01,49.76
17749,152.53,24.73,50.04
17750,202.2,26.2,50.48
17751,207.47,24.44,50.49
17752,204.47,6.19,50.76
17753,205.87,0.28,50.54
17754,204.07,0.07,50.71
17755,204.13,0,50.78
17756,205.67,0,50.85
17757,176.07,0,50.99
17758,158.53,0,51.18
17759,107.27,0,50.79
17760,76.8,0,50.62
17761,81.07,0,50.73
17762,85.13,0,50.79
17763,90.27,0,51.05
17764,92.53,0,51.06
17765,86.4,0,51.02
17766,77.07,0,50.84
17767,75.13,0,50.89
17768,81.2,0,51.06
17769,83.73,0,51.08
17770,82.13,0,51.2
17771,81.6,0,51.29
17772,84.87,0,51.16
17773,83.8,0,51.27
17774,112.8,0,51.5
17775,132.27,0,51.63
17776,111.67,0,51.27
17777,82.4,0,51.16
17778,81.93,0,51.22
17779,80.27,0,51.28
17780,83.53,0,51.08
17781,37,0,50.92
17782,8.6,0,50.72
17783,8.87,0,50.74
17784,148.87,0,51.24
17785,179.27,0,51.37
17786,178.8,17.08,51.16
17787,180.8,24.86,51.03
17788,180.4,24.94,51.15
17789,179.6,25.16,51.18
17790,179,25.2,51.11
17791,179.6,25.21,51.01
17792,179.27,25.61,51.14
17793,178.93,25.37,51.24
17794,159.6,24.91,49.56
17795,207.6,25.08,47.82
17796,208.33,24.83,47.9
17797,208.2,25.95,47.82
17798,206.53,25.15,47.63
17799,189.67,24.97,47.77
17800,186.6,25.9,47.98
17801,187.27,24.93,48.04
17802,189.13,25.37,47.63
17803,188.93,24.96,47.97
17804,189.2,24.98,48.04
17805,187.73,25.81,47.77
17806,186.6,25.27,47.39
17807,130.33,25.61,48.29
17808,104.67,24.6,48.69
17809,103.8,25.08,48.56
17810,103.07,24.83,48.63
17811,103.8,25.2,48.56
17812,104.8,25.65,48.48
17813,107.67,24.67,48.46
17814,109.2,25.31,48.51
17815,107.47,24.99,48.31
17816,106.47,24.68,48.21
17817,91.93,24.65,48.45
17818,172.07,25.35,50.1
17819,170.67,24.82,50.02
17820,171.33,24.85,50.17
17821,170.47,24.7,50.1
17822,169.33,24.65,50.09
17823,169.07,24.86,50.29
17824,169.73,24.45,50.22
17825,172.27,25.05,50.12
17826,260.73,24.77,51.2
17827,245.27,25.21,50.69
17828,183.4,25.6,49.78
17829,79.8,25.38,48.37
17830,89.2,24.89,48.09
17831,76,24.48,48.78
17832,103.93,25.19,48.37
17833,127.27,24.76,49.53
17834,139.53,25.46,50.02
17835,141.73,24.74,49.97
17836,210.67,25.31,50.56
17837,258.8,25.1,50.84
17838,254.53,24.61,50.69
17839,240.4,25.4,50.6
17840,238.87,24.72,50.63
17841,217.2,24.91,50.46
17842,185,24.76,50.15
17843,184.87,24.79,50.31
17844,184.53,25.19,50.25
17845,184.47,24.41,50.43
17846,183.6,25.22,50.38
17847,183.6,24.41,50.45
17848,179.6,7.15,50.65
17849,140.2,0.31,50.81
17850,116.67,0.09,50.8
17851,56.4,0,50.31
17852,131.93,0,50.51
17853,48.2,0,50.1
17854,7.87,0,50.14
17855,7.67,0,50.42
17856,7.53,0,50.3
17857,7.4,0,50.43
17858,7.8,0,50.33
17859,8,0,50.33
17860,24,0,50.55
17861,90.93,0,50.73
17862,61.67,0,50.67
17863,59.73,0,50.73
17864,71.27,0,50.59
17865,68.67,0,50.63
17866,75,0,50.78
17867,82.07,0,50.93
17868,68.2,0,50.67
17869,35.53,0,50.51
17870,22.4,0,50.46
17871,31.13,0,45.56
17872,8.93,0,36.73
17873,8.53,0,36.83
17874,26.73,0,36.94
17875,73.73,0,48.27
17876,145.73,0,50.98
17877,155.27,0,51.06
17878,38.47,0,50.05
17879,7.87,0,50.35
17880,144.27,0,50.97
17881,127.4,0,50.83
17882,7.07,16.44,50.13
17883,7,25.5,50.04
17884,7.27,25.59,49.73
17885,8.2,25.58,49.58
17886,8.53,25.77,49.5
17887,8.47,24.61,49.87
17888,8.8,24.7,49.84
17889,8.87,24.98,49.72
17890,9,25,49.67
17891,8.8,25.45,49.73
17892,9.47,24.86,49.45
17893,9.33,25.23,49.5
17894,9.2,24.67,49.47
17895,9.47,24.74,49.56
17896,9.93,24.82,49.57
17897,9.2,25.19,49.29
17898,9.47,25.03,49.22
17899,9.47,24.92,49.5
17900,100.53,24.75,49.99
17901,161.53,25.2,50.2
17902,161.53,25.57,50.3
17903,161.27,24.19,50.2
17904,129.6,25.37,50.01
17905,7.6,25.1,49.51
17906,7.27,24.42,49.48
17907,7.6,24.26,49.44
17908,7.33,25.22,49.36
17909,7,24.78,49.3
17910,7.07,25,49.2
17911,7.53,25.24,49.37
17912,7.6,25.04,48.96
17913,23.73,24.81,49.59
17914,131.53,25.05,49.99
17915,129.33,25.21,49.95
17916,129.6,24.97,49.97
17917,127.27,24.76,49.97
17918,129.6,24.95,49.88
17919,127.73,25.3,49.99
17920,127.4,24.95,50.05
17921,127.4,24.83,49.94
17922,126.47,25.54,50.04
17923,127,24.85,49.91
17924,125.4,24.66,49.93
17925,76.6,25.1,49.83
17926,76.27,24.81,49.78
17927,78.6,24.45,49.77
17928,77.93,24.29,49.78
17929,78.73,24.66,49.71
17930,80.2,24.99,49.73
17931,7.2,24.32,49.3
17932,6.87,25.15,49.43
17933,6.87,24.9,49.18
17934,67.53,25.65,49.44
17935,90.67,25.17,49.31
17936,90.4,24.95,49.52
17937,158.07,24.83,50.14
17938,157.6,25.03,49.92
17939,194.6,24.4,50.32
17940,200.6,25.84,50.27
17941,199.13,25.39,50.45
17942,199.67,24.97,50.35
17943,199,24.31,50.35
17944,200.4,6.72,50.6
17945,204.27,0.29,50.79
17946,202.8,0.07,50.88
17947,201.73,0,51.15
17948,202.67,0,51.22
17949,202.33,0,51.1
17950,198.67,0,51.53
17951,176.53,0,51.21
17952,131.47,0,51.03
17953,7.4,0,50.35
17954,7.87,0,50.54
17955,7.4,0,50.69
17956,7.47,0,50.44
17957,99.67,0,51.07
17958,124.87,0,51.27
17959,122.73,0,51.41
17960,121.67,0,51.48
17961,121.67,0,51.46
17962,116.67,0,51.57
17963,109.53,0,51.61
17964,111.47,0,51.44
17965,110.6,0,51.62
17966,117.27,0,51.69
17967,130.93,0,51.61
17968,131.47,0,51.54
17969,130.13,0,51.31
17970,111.87,0,51.33
17971,125.07,0,51.59
17972,161.2,0,51.93
17973,164.67,0,51.79
17974,184.53,0,51.85
17975,197.2,0,51.72
17976,199.8,0,51.61
17977,198.73,0,51.67
17978,198.8,17.47,51.54
17979,198.33,25.37,51.44
17980,198.47,24.65,51.41
17981,198.93,24.86,51.21
17982,197.73,24.66,51.44
17983,35.6,24.87,50
17984,7,24.73,50.27
17985,7.4,24.95,50.1
17986,8,25.34,50
17987,7.2,31.11,49.88
17988,7.6,25.21,49.99
17989,7.8,26.84,50.41
17990,7.6,24.88,50.25
17991,7.27,25.53,49.89
17992,7.27,25.3,50.06
17993,23.13,24.85,49.88
17994,165.93,24.59,48.37
17995,165.67,30.31,48.55
17996,166.93,24.82,48.42
17997,164.87,25.59,48.39
17998,162.2,25.11,48.74
17999,118,24.85,49.02
18000,100.6,24.69,49.27
18001,100.6,25.02,49.14
18002,99.27,25.06,49.07
18003,99.53,26.18,48.74
18004,99.67,24.14,48.69
18005,99.47,25.3,48.75
18006,98.93,24.91,48.79
18007,98.93,24.84,48.68
18008,103.53,24.8,48.63
18009,26.07,24.69,49.44
18010,44.67,25.21,49.66
18011,122.6,25.26,50.05
18012,135.4,25.01,50.32
18013,170.07,25.97,50.45
18014,170.87,25.11,50.26
18015,242.13,24.99,50.84
18016,253.2,24.65,51.04
18017,252,25.18,51.05
18018,252.27,24.99,50.88
18019,241.47,25.04,51.1
18020,184,25.55,50.54
18021,183.47,25.08,50.61
18022,183.8,24.37,50.37
18023,183,24.9,50.67
18024,184.33,24.69,50.57
18025,184.4,25.31,50.53
18026,184.13,24.65,50.58
18027,184.33,24.95,50.56
18028,183.6,24.95,50.63
18029,183.87,24.1,50.54
18030,184.2,25.08,50.51
18031,149.27,24.33,50.33
18032,126.2,25.49,50.25
18033,127.93,25.14,50.21
18034,127.53,25.15,50.03
18035,128.93,24.56,50.06
18036,128.2,25.33,50.21
18037,152.4,24.82,50.46
18038,250.33,25.3,51.07
18039,247.47,24.24,51.15
18040,243.47,7.11,51.37
18041,220.6,0.28,51.22
18042,169.73,0.07,51.09
18043,188.93,0,51.26
18044,191.33,0,51.44
18045,124.93,0,50.94
18046,7.2,0,50.56
18047,7,0,50.52
18048,7.2,0,50.67
18049,7.13,0,50.69
18050,6.93,0,50.73
18051,7.4,0,50.63
18052,6.8,0,50.75
18053,7.33,0,50.47
18054,7.6,0,50.6
18055,52.4,0,51.25
18056,116.4,0,51.29
18057,115.93,0,51.17
18058,71.67,0,51.2
18059,7.33,0,50.72
18060,6.93,0,50.65
18061,6.8,0,50.69
18062,94.2,0,51.1
18063,116,0,51.17
18064,115.8,0,50.76
18065,6.8,0,50.6
18066,7,0,50.63
18067,6.87,0,50.71
18068,6.67,0,50.59
18069,7.13,0,50.62
18070,66.33,0,50.99
18071,143,0,51.25
18072,183.93,0,51.16
18073,155.67,0,51.17
18074,155.53,16.3,50.98
18075,155.13,26.04,50.97
18076,156.8,25.08,51.02
18077,156.47,25.3,50.93
18078,107.33,25.98,50.41
18079,7.33,25.58,49.89
18080,7.4,24.97,49.73
18081,7.67,24.88,49.61
18082,7.6,24.88,49.54
18083,6.73,25.69,49.74
18084,7.47,26.24,49.71
18085,7.53,25.06,49.76
18086,7.13,25.77,49.72
18087,7.13,25.74,49.67
18088,41.93,25.26,49.93
18089,89.6,25.02,49.77
18090,44.67,25.49,50.02
18091,146.13,25.55,50.39
18092,144.33,25.31,50.3
18093,143.8,25.5,50.35
18094,143.27,24.91,50.45
18095,143.53,25.49,50.39
18096,143.53,25.76,50.48
18097,143.73,24.27,50.3
18098,18.93,25.76,49.52
18099,7.13,24.82,49.65
18100,6.87,25.88,49.6
18101,6.4,24.62,49.61
18102,6.73,24.58,49.25
18103,62.73,25.58,49.88
18104,146.07,25.11,50.27
18105,144.07,25.38,50.33
18106,143.47,24.89,50.44
18107,144,24.4,50.38
18108,144.2,24.87,50.27
18109,143.67,24.75,50.33
18110,144.2,25.17,50.4
18111,144.27,25.3,50.4
18112,143.93,25.73,50.39
18113,144.53,24.34,50.46
18114,144.53,25.15,50.39
18115,144.67,24.88,50.36
18116,144.67,25.38,50.34
18117,143.87,25.18,50.49
18118,144.2,53.93,50.44
18119,145,61.44,50.36
18120,145.8,61.59,50.2
18121,145.67,61.71,50.14
18122,135.6,61.13,50.18
18123,126.2,60.34,50.07
18124,125.73,60.95,50.04
18125,126.13,59.22,50.05
18126,126.47,59.2,49.82
18127,124.27,59.11,49.95
18128,97.93,58.87,49.68
18129,58.87,62.35,49.57
18130,8.13,60.52,48.92
18131,7.87,60.74,49
18132,8.07,58.65,49.02
18133,38,60.02,49.39
18134,120.8,59.96,49.93
18135,120.33,58.35,50.03
18136,119.87,14.26,50.1
18137,119.8,0.29,50.18
18138,118.47,0.08,50.21
18139,119.33,0,50.12
18140,118.07,0,50.21
18141,116.53,0,50.31
18142,112.47,0,50.56
18143,75.87,0,50.52
18144,7.07,0,50.27
18145,7.2,0,50.12
18146,7.07,0,50.29
18147,6.8,0,50.5
18148,6.6,0,50.46
18149,61.87,0,51.01
18150,126.93,0,51.44
18151,126.13,0,51.5
18152,125.6,0,51.55
18153,126.4,0,51.44
18154,129.2,0,51.79
18155,127.47,0,51.88
18156,127.27,0,51.71
18157,96.33,0,51.61
18158,93.73,0,51.59
18159,93.27,0,51.64
18160,92.93,0,51.64
18161,96.47,0,51.48
18162,97.6,0,51.72
18163,106.93,0,51.75
18164,107.47,0,51.77
18165,105.53,0,51.78
18166,102,0,51.67
18167,103.67,0,51.45
18168,169.87,0,51.93
18169,112.07,0,51.31
18170,103.93,38.32,50.97
18171,102.93,60.28,51.13
18172,104.33,61.9,51.07
18173,104.73,60.23,50.94
18174,59.93,60.68,50.45
18175,6.73,60.41,49.99
18176,6.73,60.4,49.78
18177,7,52.08,49.67
18178,6.6,59.27,49.71
18179,6.53,52.49,49.46
18180,6.8,59.28,49.22
18181,6.93,57.79,49.21
18182,6.93,61.65,49.44
18183,6.87,55.73,49.22
18184,7.33,60.84,49.35
18185,55,58.64,49.66
18186,115.2,60.82,50.15
18187,114.67,58.09,50.24
18188,115.6,59.97,50.13
18189,116.73,57.02,49.98
18190,116.27,62.17,50.16
18191,123.67,61.74,50.31
18192,183.67,58.7,50.61
18193,183.13,61.41,50.69
18194,182.6,59.32,50.63
18195,182.13,61.76,50.65
18196,182.13,59.42,50.64
18197,180.6,59.4,50.65
18198,42.27,61.66,49.48
18199,7.67,59.84,49.53
18200,7.6,59.15,49.5
18201,105,61.15,50.13
18202,182.73,61.42,50.61
18203,182.73,61.92,50.57
18204,181.8,60.03,50.64
18205,182.07,60.08,50.64
18206,160.2,59.8,50.51
18207,151.27,62.13,50.67
18208,151.47,60.33,50.56
18209,150.8,59.69,50.39
18210,152.2,61.52,50.4
18211,152,60.52,50.58
18212,152.67,60.6,50.52
18213,161.67,60.48,50.54
18214,195.8,59.32,50.82
18215,195.07,61.56,50.92
18216,193,60.72,50.67
18217,145.93,59.9,50.32
18218,31.93,60.8,49.84
18219,6.87,60.81,49.71
18220,6.8,61.66,49.35
18221,7.73,60.55,49.69
18222,8.07,58.46,49.65
18223,8.27,59.96,49.69
18224,8.53,60.38,49.34
18225,8.13,60.5,49.52
18226,8.2,60.31,49.42
18227,8.73,59.71,49.79
18228,8.6,60.73,49.69
18229,8.27,59.5,49.84
18230,13.93,59.91,49.88
18231,178.73,60.39,50.56
18232,204.47,14.67,50.86
18233,203.47,0.31,51.12
18234,201.67,0.09,51.16
18235,201.07,0,51.29
18236,192,0,51.24
18237,89.53,0,50.63
18238,6.53,0,50.6
18239,6.93,0,50.32
18240,6.67,0,50.52
18241,6.67,0,50.61
18242,7.07,0,50.39
18243,7.53,0,50.67
18244,19.27,0,51.24
18245,140.8,0,51.81
18246,140.07,0,51.88
18247,120.87,0,51.71
18248,117.33,0,51.74
18249,107.33,0,51.86
18250,108,0,51.77
18251,115.8,0,51.94
18252,118.27,0,52.01
18253,123.6,0,52.25
18254,131.6,0,52.33
18255,134.33,0,52.27
18256,133.73,0,52.48
18257,132.6,0,52.46
18258,133.6,0,52.46
18259,139.6,0,52.24
18260,152.33,0,52.5
18261,151,0,52.66
18262,151.33,0,52.51
18263,140.33,0,52.31
18264,179.47,0,52.54
18265,182.67,0,52.52
18266,41.87,37.58,51.01
18267,7.2,60.89,51.24
18268,7.93,60.91,51.01
18269,7.67,61.52,50.86
18270,7.47,61.85,50.79
18271,7.27,60.04,50.93
18272,7.4,62.27,50.85
18273,7.53,61.53,50.46
18274,7.73,61.76,50.48
18275,7.67,61.05,50.2
18276,7.73,61.6,50.27
18277,7.73,60.45,50.02
18278,7.73,61.52,49.77
18279,7.8,61.34,50.02
18280,7.87,54.79,49.73
18281,7.6,60.25,50.18
18282,7.53,61.29,49.99
18283,8.13,59.89,49.97
18284,7.67,60.12,50.18
18285,8.13,60.01,49.84
18286,7.73,61.02,50.16
18287,7.8,60.7,50.01
18288,6.53,60.39,49.71
18289,5.13,61.22,50.13
18290,54.6,60.48,49.42
18291,98.2,60.64,49.26
18292,93.73,61.95,49.39
18293,87.8,61.37,49.39
18294,87,61.12,49.35
18295,87.27,60.64,49.45
18296,86.4,60.29,49.41
18297,86.73,64.31,49.63
18298,86.33,59.96,49.42
18299,86.87,60.26,49.59
18300,88.4,61.24,49.56
18301,89.73,60.45,49.69
18302,90.13,59.25,49.47
18303,89.73,60.15,49.65
18304,90.6,60.03,49.6
18305,89.73,61.03,49.42
18306,90.13,60.09,49.51
18307,101.8,61.09,50.03
18308,192.53,59.93,50.75
18309,192.4,60.97,50.75
18310,192.87,61.57,50.68
18311,192.67,60.26,50.77
18312,192,60.18,50.83
18313,201.87,61.5,50.77
18314,202.27,61.25,50.78
18315,189.2,60.08,50.57
18316,147.2,58.11,50.33
18317,103.27,59.4,50.05
18318,96.73,53.4,49.99
18319,98.67,60.01,49.92
18320,98.33,59.47,49.9
18321,98.2,58.03,49.95
18322,98.67,60.99,50
18323,126.67,59.34,50.15
18324,170,60.09,50.46
18325,173.47,60.26,50.44
18326,182.47,61.25,50.63
18327,199.13,60.09,50.97
18328,193.13,14.86,50.96
18329,171.87,0.3,50.73
18330,117.33,0.08,50.39
18331,79.47,0,50.5
18332,80.33,0,50.44
18333,26.8,0,50.46
18334,7.8,0,50.46
18335,7.47,0,50.41
18336,7.07,0,50.36
18337,6.8,0,50.35
18338,106.13,0,51.19
18339,112.47,0,51.15
18340,108.27,0,51.17
18341,71.27,0,50.99
18342,81,0,51.01
18343,56.73,0,50.95
18344,7.2,0,50.59
18345,7.27,0,50.46
18346,7.47,0,50.5
18347,43.53,0,50.98
18348,110,0,51.15
18349,108.13,0,51.23
18350,107.6,0,51.2
18351,98,0,51.09
18352,17.27,0,50.05
18353,7.27,0,50.74
18354,7.13,0,50.67
18355,67.4,0,51.01
18356,86.33,0,50.84
18357,72.73,0,50.76
18358,72.2,0,50.77
18359,78,0,50.78
18360,94.2,0,50.69
18361,130.87,0,51.07
18362,152.13,30.3,50.78
18363,88.67,62.9,50.44
18364,90.73,62.01,50.3
18365,92.47,62.86,50.18
18366,94.53,61.77,50.01
18367,75.27,56.08,49.96
18368,6.93,67.83,49.59
18369,7.07,66.44,49.35
18370,7,62.25,49.03
18371,7.13,68.89,49.34
18372,7.07,61.55,49.31
18373,81.2,71.82,49.63
18374,98.53,65.76,49.98
18375,100.47,64.71,49.82
18376,98.8,56.08,49.86
18377,96,74.78,49.92
18378,97.67,71.03,49.88
18379,97.87,65.31,49.93
18380,119.33,75.76,50.12
18381,122.2,78.63,49.97
18382,121.47,77.47,50.06
18383,201.33,76.84,50.82
18384,205.8,76.43,50.56
18385,205.93,80.31,50.57
18386,205.07,78.08,50.52
18387,205.07,79.6,50.59
18388,204.13,76.1,50.78
18389,204.67,79.5,50.46
18390,203.53,79.19,50.55
18391,204.33,80.99,50.46
18392,203.8,78,50.51
18393,203.13,82.7,50.69
18394,204.13,76.99,50.43
18395,203.2,79.52,50.59
18396,202.07,78.99,50.72
18397,201.93,78.21,50.61
18398,202.67,79.07,50.8
18399,202.07,77.83,50.8
18400,204,78.78,50.52
18401,203.8,78.13,50.72
18402,215.33,77.69,50.96
18403,268.93,78.09,51.13
18404,262.2,82.35,51.1
18405,262.47,81.14,51.02
18406,260.27,78.34,51.07
18407,262.07,78.19,51.1
18408,260.07,79.11,51.1
18409,194.67,80.65,50.65
18410,173.87,78.55,50.48
18411,173.47,78.53,50.63
18412,173.8,76.83,50.46
18413,172.73,80.54,50.52
18414,164.6,76.57,50.37
18415,123.8,71.42,50.05
18416,139.67,69.92,50.05
18417,144,68.55,50.07
18418,175.73,66.92,50.27
18419,200.87,68.9,50.66
18420,155.47,67.64,50.31
18421,189,71.54,50.46
18422,188.07,69.24,50.56
18423,198.93,71.01,50.71
18424,204.27,73.33,50.54
18425,203.6,72.92,50.68
18426,203.8,75.39,50.89
18427,203.6,74.29,50.92
18428,204.73,81.23,51
18429,203.4,75.92,51.17
18430,170.27,72.56,51.08
18431,140.53,47.22,50.93
18432,140,48.6,51
18433,138.33,48.18,51.37
18434,138.93,46.39,51.17
18435,137,49.33,51.44
18436,138.47,45.38,51.31
18437,136.8,48.32,51.28
18438,136.33,44.68,51.43
18439,137.47,45.82,51.28
18440,136.73,46.49,51.39
18441,137.4,43.94,51.35
18442,135.93,45.65,51.49
18443,136,41.82,51.52
18444,135.6,41.14,51.56
18445,135.33,43.67,51.6
18446,136.87,42.25,51.59
18447,136.87,42.92,51.44
18448,136.07,41.23,51.5
18449,139.07,40.59,51.2
18450,136.93,45.08,51.5
18451,136.33,38.25,51.64
18452,135.73,37.56,51.52
18453,135.33,40.68,51.37
18454,137.07,50.27,51.31
18455,163.27,75.47,51.41
18456,260,73.66,52.26
18457,285.47,65.91,52.12
18458,283.53,67.91,52.01
18459,213.6,68.41,51.55
18460,137,69.71,50.95
18461,104.27,72.26,50.54
18462,86.13,68.31,50.37
18463,85.6,70.21,50.37
18464,85.53,71.48,50.39
18465,85.53,74.08,50.29
18466,83.07,70.9,50.39
18467,84.93,72.73,50.41
18468,85.87,71.26,50.39
18469,87,73.59,50.24
18470,88.93,72.3,50.31
18471,88.47,72.45,50.44
18472,89.73,73.87,50.39
18473,92,73.72,50.37
18474,92.8,71.27,50.45
18475,95.6,71.59,50.31
18476,95.6,70.07,50.41
18477,94.4,73.07,50.37
18478,95.47,71.63,50.28
18479,93.8,72.48,50.41
18480,92.93,71.79,50.33
18481,92.47,73.44,50.32
18482,90.27,73.7,50.38
18483,92.27,72.47,50.16
18484,89.93,74.89,50.31
18485,90.8,76.32,50.16
18486,22.07,73.08,49.78
18487,6.4,73.47,49.75
18488,6.47,72.11,49.8
18489,6.4,72.67,49.65
18490,13.73,71.86,49.65
18491,122.87,74.85,50.35
18492,152.87,73.98,50.67
18493,204.6,73.48,50.85
18494,203.2,72.49,50.69
18495,202.47,72.81,50.88
18496,286.13,74.79,51.88
18497,296.4,77.38,51.42
18498,278.27,73.11,51.27
18499,275.87,76.21,51.47
18500,277.07,74.94,51.31
18501,276.07,76.3,51.38
18502,267.07,74.8,51.29
18503,202,73.49,50.84
18504,203.07,72.47,50.69
18505,202.4,73.66,50.69
18506,201.87,73.65,50.97
18507,201.47,73.73,50.75
18508,202.6,71.31,50.8
18509,202.2,73.54,50.83
18510,201.87,70.64,50.79
18511,200.47,71.53,50.85
18512,200.67,71.23,50.69
18513,201.07,69.75,50.82
18514,159.2,67.19,49.88
18515,111.73,69.22,50.11
18516,111.87,66.16,50.09
18517,111.53,71.94,50.29
18518,113.67,71.86,50.21
18519,191.53,74.69,50.83
18520,203.53,70.95,50.94
18521,203.47,68.97,50.86
18522,203.33,70.23,50.92
18523,202.2,72.28,50.84
18524,187.67,75.58,50.78
18525,95.93,74.62,50.32
18526,95.07,67.49,50.46
18527,91.4,47.8,50.76
18528,90.53,50.67,50.77
18529,88.53,50.61,50.84
18530,87.67,49.38,50.89
18531,88.2,48.31,50.93
18532,87.8,49.53,51.02
18533,88.47,50.79,51.06
18534,91.6,47.91,50.85
18535,89.67,46.92,51.01
18536,92.47,40.27,50.91
18537,91.33,41.4,50.86
18538,91.93,45.67,51.07
18539,92.27,42.6,51.07
18540,93.93,42.84,50.92
18541,92.73,45.9,51.01
18542,93.27,44.22,50.88
18543,93.4,45.35,50.93
18544,94.67,40.69,50.79
18545,96.73,43.88,50.65
18546,95.67,46.18,50.82
18547,102,44.24,50.88
18548,199.27,41.6,51.37
18549,198.27,45.57,51.33
18550,198,57.91,51.31
18551,196.67,71.79,51.15
18552,197.4,69.96,51.2
18553,112.73,68.19,50.38
18554,91.47,72.73,50.29
18555,90.73,70.22,50.33
18556,91.8,70.5,50.2
18557,95.87,68.29,50.03
18558,94.93,66.37,49.98
18559,96,70.83,49.87
18560,71.07,67.52,49.88
18561,6.27,68.56,49.29
18562,6.73,67.74,49.33
18563,6.6,69.18,49.46
18564,7.13,65.71,49.3
18565,7,66.04,49.46
18566,7.07,68.74,49.06
18567,26.87,67.76,49.4
18568,121.07,71.63,50.06
18569,120.93,69.48,50.15
18570,119.13,68.14,50.1
18571,96.13,69.87,49.61
18572,5.8,67.62,49.18
18573,5.4,68.86,49.41
18574,5.07,67.22,49.17
18575,4.87,69.08,48.98
18576,5.73,67.92,49
18577,6.33,71.31,49.25
18578,75.87,67.68,49.63
18579,100.6,70.52,49.69
18580,100.8,71.13,49.78
18581,99.6,71.53,49.65
18582,108.13,71.41,49.72
18583,168.53,71.77,50.1
18584,171.33,70.41,50.11
18585,187.27,72.41,50.37
18586,206.67,72.77,50.28
18587,205.4,73.25,50.47
18588,206.07,70.56,50.38
18589,205.73,72.64,50.4
18590,206.87,71.45,50.48
18591,206.8,74.8,50.52
18592,227.07,73.57,50.65
18593,283.47,75.26,50.87
18594,267.6,72.75,50.84
18595,268,71.92,50.79
18596,267.53,72.57,50.8
18597,266.47,72.93,50.88
18598,214,75.29,50.54
18599,205.53,71.82,50.27
18600,205.87,71.41,50.48
18601,204.6,71.67,50.24
18602,205.2,72.06,50.4
18603,204.07,70.12,50.47
18604,204.6,71.74,50.35
18605,205,74.47,50.39
18606,204.07,71.84,50.33
18607,205.07,70.48,50.29
18608,203.8,67.51,50.31
18609,203.67,66.89,50.27
18610,155.33,62.7,49.82
18611,126.33,69.25,49.76
18612,127.73,65.68,49.78
18613,127.73,67.13,49.75
18614,126.6,68.11,49.88
18615,190.8,72.63,50.31
18616,206.2,72.49,50.41
18617,207.07,71.69,50.46
18618,206,73.6,50.57
18619,206.13,73.89,50.53
18620,206.87,74.09,50.54
18621,203.73,73.51,50.76
18622,125.73,68.22,50.25
18623,100.73,42.94,50.29
18624,100.07,44.44,50.37
18625,98.13,44.91,50.57
18626,98.2,43.75,50.57
18627,97.4,47.18,50.63
18628,99.07,43.24,50.48
18629,99.33,46.61,50.48
18630,98.67,43.38,50.7
18631,97.27,42.43,50.79
18632,141.33,46.45,51.22
18633,199.53,49.8,51.58
18634,198.67,52.33,51.67
18635,197.6,54.91,51.82
18636,198.27,52.33,51.72
18637,198.07,54.01,51.84
18638,198.8,53.25,51.8
18639,199.47,53.28,51.63
18640,198.87,52.31,51.79
18641,200.67,49.56,51.45
18642,200.13,54,51.45
18643,342.07,52.44,53.48
18644,364.73,54.67,53.72
18645,282.33,53.33,52.47
18646,324.2,62.22,52.63
18647,325.2,78.28,52.45
18648,326.2,77.75,52.47
18649,208.67,73.4,51.38
18650,199,74.15,51.24
18651,182.67,74.56,50.85
18652,82.4,71.7,50.35
18653,84,69.95,50.17
18654,85.13,66.25,50.2
18655,83.6,69.5,50.27
18656,38.4,68.58,49.4
18657,6.8,70.71,49.31
18658,7.47,66.52,49.25
18659,6.87,68.49,49.52
18660,45.93,69.37,49.84
18661,93,71.68,49.98
18662,92.8,70.82,49.92
18663,92.2,69.06,49.91
18664,71.53,68.95,49.59
18665,90.27,69.6,50.02
18666,154.67,72.35,50.39
18667,154.07,72.22,50.37
18668,154.13,70.8,50.43
18669,155.07,69.12,50.2
18670,155.87,71.26,50.32
18671,155.87,71.16,50.31
18672,155.8,72.91,50.49
18673,155.87,70.62,50.49
18674,157.07,71.68,50.26
18675,157.07,69.22,50.35
18676,186.4,72.41,50.57
18677,201.27,70.79,50.66
18678,201.13,71.63,50.47
18679,200.33,72.03,50.52
18680,199.8,71.15,50.65
18681,200.8,71.46,50.61
18682,199.4,73.65,50.68
18683,199.47,73.62,50.54
18684,199.87,72.05,50.67
18685,199.47,71.52,50.52
18686,200.8,72.84,50.68
18687,203.8,70.87,50.72
18688,205.4,72.87,50.71
18689,206,71.07,50.53
18690,205.6,72.05,50.54
18691,205.93,70.42,50.52
18692,205.07,72.1,50.59
18693,206.47,71.05,50.59
18694,205.93,70.9,50.56
18695,205.6,70.45,50.62
18696,207.47,72.49,50.54
18697,207.33,68.64,50.48
18698,205.8,68.79,50.49
