month,day,hour,min,i_uiip,i_f,i_uiipu,truth
3,23,0,0,373.29,219.33,297,0
3,23,2,15,382.29,229.13,241,0
3,23,6,15,118.64,259.2,281.8,0
3,23,12,0,118.02,288.27,374.33,0
3,23,12,45,129.08,283.67,374.8,0
3,23,13,0,132.29,281.67,374.4,0
3,23,13,30,136.61,277.47,372.07,0
3,23,16,15,133.98,269.33,369,0
3,23,16,30,130.54,266.2,369.07,0
3,23,18,30,49.65,251.93,50.47,0
3,23,20,15,77.97,257.6,78.33,0
3,23,22,30,161.08,232.87,324.87,0
3,23,23,0,227.04,231.47,328.27,0
3,24,0,15,400.93,226.6,300.47,0
3,24,0,45,387.73,224.6,212.2,0
3,24,2,15,398.55,228.87,215.27,0
3,24,4,15,384.59,214,316.47,0
3,24,4,45,393.21,249.73,241.33,0
3,24,5,15,392.44,272.87,203.4,0
3,24,7,30,83.24,253.53,84.07,0
3,24,8,0,82.55,173.6,83.47,0
3,24,8,30,84.6,174.53,85,0
3,24,13,0,154.08,251.2,373.33,0
3,24,14,45,120.46,248.4,375.13,0
3,24,16,45,124.26,262.53,124.27,0
3,24,22,0,157.69,230.67,378.73,0
3,25,0,15,414.84,202.93,276.13,0
3,25,1,15,407.77,218,273.87,0
3,25,2,15,381.84,324.73,260.33,0
3,25,2,30,371.43,322.87,215.27,0
3,25,3,45,371.75,265.87,211.4,0
3,25,5,0,391.25,286.33,209.73,0
3,25,5,30,350.27,281,312.13,0
3,25,6,0,175.53,231.6,372.07,0
3,25,6,30,196.98,164.47,321.73,0
3,25,8,30,95.36,267.47,187.47,0
3,25,9,0,113.49,253.2,379.93,0
3,25,10,15,161.75,252.47,375.67,0
3,25,11,0,181.19,250.4,374.8,0
3,25,11,30,175.68,250.13,375.93,0
3,25,14,15,103.39,250.2,372.4,0
3,25,15,0,102.94,248.13,376.13,0
3,25,15,15,101.61,247.4,375.73,0
3,25,15,30,97.11,253.47,224.33,0
3,25,16,30,90.53,261.67,91.07,0
3,25,17,30,90.3,262.93,91.13,0
3,25,18,0,90.62,262,91.27,0
3,25,19,15,91.66,233.87,92.2,0
3,25,21,15,100.95,226.8,382,0
3,25,21,45,134.9,226.8,379.13,0
3,25,22,30,159.99,219.87,375.53,0
3,25,22,45,163.08,218.2,374.33,0
3,26,2,45,345.28,259.53,320.33,0
3,26,4,30,352.22,255.53,318.73,0
3,26,8,15,36.55,174.8,37.73,0
3,26,9,30,36.45,262,37.13,0
3,26,11,15,169.74,238.2,376.4,0
3,26,12,15,175.4,242.67,374.93,0
3,26,12,45,168.26,240.8,371.8,0
3,26,13,15,169.39,237.87,372.27,0
3,26,14,45,157.7,240.4,374.67,0
3,26,16,0,173.44,241.2,372.27,0
3,26,18,15,97.35,258.4,97.73,0
3,26,21,0,96.49,226.07,97.2,0
3,27,8,45,97.68,259.47,180.53,0
3,27,9,45,129.58,262.87,196.6,0
3,27,10,0,137.49,261.07,195.87,0
3,27,11,15,173.46,250.2,201.13,0
3,27,12,30,172.12,253.87,126.4,0
3,27,13,0,169.87,256.67,125.33,0
3,27,13,45,172.37,254.47,92.33,0
3,27,14,15,160.42,238.67,92.4,0
3,27,15,0,140.89,167.07,378.07,0
3,27,17,30,163.68,258.47,372.73,0
3,27,18,45,154.45,262.33,305.53,0
3,27,19,30,157.68,259.13,305.6,0
3,27,20,0,211.95,254.8,350.27,0
3,28,1,45,362.22,247.47,275.2,0
3,28,2,15,347.26,251.13,275,0
3,28,3,45,356.62,253,269.8,0
3,28,4,45,344.87,244.73,271.13,0
3,28,6,15,141.33,243.8,274.8,0
3,28,15,0,140.17,245.6,333,0
3,28,16,45,187.93,239.27,342.07,0
3,28,17,30,168.53,243.8,271.8,0
3,28,19,0,156.66,256.6,357.8,0
3,28,20,0,126.05,271.73,126.87,0
3,28,20,30,126,251.73,126,0
3,28,22,0,167.95,227.07,178,0
3,28,23,45,162.22,219.4,373,0
3,29,1,45,342.21,276,228,0
3,29,2,30,348.95,253.27,233,0
3,29,3,15,346.92,233.33,357.13,0
3,29,4,30,336.07,238.87,313.47,0
3,29,7,0,171.78,225.27,369.27,0
3,29,7,15,168.18,235.27,370.4,0
3,29,7,45,216.59,230.6,372.4,0
3,29,8,15,113.44,257.93,114.33,0
3,29,9,45,111.84,259.13,112.8,0
3,29,10,15,49.96,247.6,51.4,0
3,29,12,15,49.16,235.4,49.8,0
3,29,14,30,221.76,248.2,379.93,0
3,29,14,45,222.69,246.4,376.33,0
3,29,16,0,151.8,247.6,306.27,0
3,29,18,0,152.96,244.07,376.53,0
3,29,19,15,148.82,247.13,377.6,0
3,29,19,45,152.26,247.4,369.13,0
3,29,20,45,97.79,244,98.93,0
3,29,22,30,177.19,206.2,351.87,0
3,29,23,45,166.19,276.73,366.73,0
3,30,2,30,407.62,164.47,244.4,0
3,30,5,15,322.78,251.47,331.73,0
3,30,5,30,306.92,250.13,331.07,0
3,30,8,15,80.69,221,81.27,0
3,30,11,0,99.04,234.8,205.6,0
3,30,12,15,223.33,227.2,376.47,0
3,30,13,0,203.19,230.73,263.33,0
3,30,13,45,221.19,232.73,264.13,0
3,30,14,30,208.69,262.33,376.2,0
3,30,15,0,188.25,262.07,334.33,0
3,30,15,30,192.99,259.73,376.87,0
3,30,17,0,192.61,251.87,372.87,0
3,30,17,30,191.65,252.53,374.67,0
3,30,17,45,183.47,250.27,375,0
3,30,18,15,186.11,253.2,373.8,0
3,30,20,0,111,251.27,111.67,0
3,30,20,15,108.84,255.53,109.4,0
3,30,20,30,108.44,257.27,108.93,0
3,30,21,0,110.71,262.67,111.47,0
3,30,21,15,112.38,257.07,112.73,0
3,30,22,45,193.9,231.53,297.87,0
3,30,23,0,187.56,226.8,295.13,0
3,31,0,15,394.87,251.27,316.33,0
3,31,1,15,374.01,244.73,310.6,0
3,31,1,30,379.03,242.93,308,0
3,31,2,30,319.52,239.47,304.8,0
3,31,3,30,310.23,246.53,300.73,0
3,31,3,45,312.78,250.67,303,0
3,31,4,0,313.3,249,298.93,0
3,31,8,0,109.81,257.6,110.27,0
3,31,9,0,106.72,259.8,107,0
3,31,9,45,104.97,255.2,105.13,0
3,31,10,15,102.16,254.8,102.67,0
3,31,11,15,159.57,212.53,383.67,0
3,31,11,30,161.7,141,383.93,0
3,31,12,0,198.75,120,379.67,0
3,31,12,15,215.92,181.67,377.93,0
3,31,12,30,206.51,227.13,376.47,0
3,31,13,45,132.54,237.33,325.73,0
3,31,14,0,138.89,237.67,338.6,0
3,31,14,30,137.86,240.27,341.6,0
3,31,15,45,152.68,235.4,383.33,0
3,31,19,0,159.97,227.47,324.93,0
3,31,19,30,210.32,228.73,352.8,0
3,31,23,30,195.56,207.2,324.2,0
4,1,1,0,358.3,224.93,275.67,0
4,1,1,45,342.4,221.2,271.33,0
4,1,3,15,304.54,255.13,273.73,0
4,1,6,0,327.09,259.73,296.2,0
4,1,7,45,53.7,200.4,54.53,0
4,1,8,0,54.09,206,55.13,0
4,1,8,15,54.75,213.53,55.87,0
4,1,8,30,88.7,220.67,88.67,0
4,1,11,15,90.75,200.93,387.33,0
4,1,13,45,165.09,234.6,387.8,0
4,1,15,30,173.83,277.93,306.33,0
4,1,15,45,146.35,276.87,306.53,0
4,1,17,30,183.42,273.67,387.33,0
4,1,18,45,180.14,236.8,317.53,0
4,1,19,0,187.42,235.93,317.53,0
4,1,20,45,113.87,231.33,113.73,0
4,1,21,0,120.45,233.33,121.07,0
4,1,22,0,120.89,232,121.4,0
4,1,23,30,174.84,225.73,383.33,0
4,2,0,15,384.58,229.67,272.47,0
4,2,1,45,324.14,223.8,232.67,0
4,2,2,15,375.3,217.13,274.4,0
4,2,4,15,364.42,255.87,260.6,0
4,2,5,45,349.35,255.07,260.27,0
4,2,6,30,333.44,252.93,262.6,0
4,2,7,45,173.77,256.93,373.07,0
4,2,8,15,137,258.8,376.33,0
4,2,8,45,176.06,217.27,379,0
4,2,9,15,191.81,219.67,379.33,0
4,2,11,0,184.69,259.6,386.07,0
4,2,11,45,177.17,261.73,385.47,0
4,2,12,15,196.12,258,380.07,0
4,2,14,15,193.6,218.4,380.73,0
4,2,15,0,194.09,219.67,382.2,0
4,2,15,15,194.36,223.53,384.47,0
4,2,15,30,195.19,221.13,384.27,0
4,2,16,45,193.31,244.47,379.4,0
4,2,17,0,192.45,244.53,377.73,0
4,2,17,30,192.38,237.87,375.33,0
4,2,18,0,192.5,243.53,375.73,0
4,2,18,15,192.31,244.07,378.53,0
4,2,18,45,193.5,241.27,380.13,0
4,2,20,15,47.54,234.67,48.13,0
4,2,20,30,48.97,234.07,49.33,0
4,2,23,0,126.92,233.33,127.47,0
4,2,23,15,126.56,237.47,127.07,0
4,3,1,45,190.29,243.47,190,0
4,3,7,15,126.28,245.47,316.4,0
4,3,8,0,193.01,238.8,374.2,0
4,3,8,15,206.22,246.73,374.13,0
4,3,9,30,200.74,253.07,379.6,0
4,3,9,45,226.47,259.67,382.33,0
4,3,11,0,233.51,262.07,384.47,0
4,3,11,15,234.09,260.4,383.33,0
4,3,13,15,234.64,254.6,380.87,0
4,3,14,30,235.98,253.8,380.33,0
4,3,15,30,234.23,244.87,378.4,0
4,3,21,45,0,238.4,47.33,0
4,3,23,15,0,232.93,46.8,0
4,4,0,30,0,220.33,200.6,0
4,4,0,45,0,220.8,202.67,0
4,4,1,30,0,231.4,362.53,0
4,4,2,45,0,248.6,360.13,0
4,4,4,0,0,243,354.67,0
4,4,4,45,0,243.73,356.27,0
4,4,6,0,0,247.87,357.8,0
4,4,9,15,114.86,260.4,115.8,0
4,4,10,15,81.81,261.8,82.27,0
4,4,11,0,79.64,263.53,80.07,0
4,4,11,15,80.39,264.53,80.6,0
4,4,12,30,83.5,221.87,206.33,0
4,4,12,45,149.43,220.67,284.8,0
4,4,14,15,136.81,238.73,143.33,0
4,4,14,45,151.93,239.33,143.53,0
4,4,16,15,142.84,236,280,0
4,4,17,30,139.67,237.33,180.33,0
4,4,17,45,138.81,236.6,180.87,0
4,4,18,30,144.72,239.4,182.47,0
4,5,0,30,366.45,253.93,338.53,0
4,5,2,15,299.85,252.67,304.8,0
4,5,2,45,295.05,249.8,320.73,0
4,5,4,0,287.6,261.47,318,0
4,5,4,30,297.57,257.33,318,0
4,5,5,30,284.44,265.13,199.2,0
4,5,7,0,178.16,274.47,261.93,0
4,5,8,30,176.32,273.8,295.6,0
4,5,11,0,46.31,243.53,47.2,0
4,5,11,30,93.96,234.53,95.13,0
4,5,13,30,175.73,245.67,354.87,0
4,5,14,30,129.67,241.4,315.67,0
4,5,16,0,110.06,243.07,378.33,0
4,5,17,0,179.17,239.67,377.53,0
4,5,17,30,181.78,238.4,375.33,0
4,5,17,45,185.43,239.73,374.33,0
4,5,19,15,118.02,264.4,118.33,0
4,5,21,0,119.35,275.07,120.07,0
4,5,22,0,183.15,254.6,270.6,0
4,5,22,30,181.1,250.93,292.8,0
4,5,23,15,167.6,242.93,319.07,0
4,6,0,30,322.39,234.93,355.27,0
4,6,1,30,303.44,260.8,309,0
4,6,2,0,303.48,260.67,307.93,0
4,6,3,0,310.96,258.07,336.93,0
4,6,4,45,295.35,257.6,330.27,0
4,6,5,15,320.01,253.27,330.87,0
4,6,8,15,108.66,261.87,108.6,0
4,6,10,30,150.78,272.33,151.27,0
4,6,12,15,233.45,245.27,364.13,0
4,6,14,30,270.54,248.6,345.33,0
4,6,16,0,149.85,257.4,328.07,0
4,6,17,0,186.95,256.27,334.73,0
4,6,18,0,183.44,257.8,314.13,0
4,6,20,0,128.65,280.8,129.13,0
4,6,21,0,128.3,286.6,128.6,0
4,6,22,0,130.56,261.07,299.8,0
4,6,22,45,112.18,260.93,306.07,0
4,6,23,45,170.43,256,301.87,0
4,7,0,15,343.55,249.53,330.93,0
4,7,0,30,333.06,246.6,327.87,0
4,7,1,30,321.45,259.27,285.27,0
4,7,2,0,313,257.07,283,0
4,7,5,45,312.5,250,332.4,0
4,7,6,30,349.53,254.6,338.33,0
4,7,7,0,182.85,258.93,346.53,0
4,7,8,30,90.41,260.47,91.27,0
4,7,10,30,129.62,266.6,129.73,0
4,7,12,0,296.64,248.47,286.53,0
4,7,12,30,294.29,245.07,311.67,0
4,7,15,15,295.8,252.07,268.33,0
4,7,15,45,262.35,252,221,0
4,7,19,15,230.39,251.6,253.47,0
4,7,19,30,230.88,248.67,253.33,0
4,7,20,0,179.92,276.8,169.2,0
4,7,23,15,217.47,239.6,375.4,0
4,8,0,0,307.66,232.53,372.53,0
4,8,0,15,313.46,236.8,352.47,0
4,8,0,30,312.87,269.27,301.67,0
4,8,0,45,308.95,268.87,299,0
4,8,1,45,316.18,264.6,296.93,0
4,8,2,15,316.35,262.2,296.33,0
4,8,2,30,316.03,262.2,297.6,0
4,8,4,15,327.87,258.33,293.4,0
4,8,5,45,332.46,258.47,321.47,0
4,8,6,45,243.58,264.8,324.8,0
4,8,7,30,97.73,255.53,98.2,0
4,8,13,0,360.66,268.53,224.33,0
4,8,14,15,355.07,278,231.2,0
4,8,14,45,348.98,272.53,335.47,0
4,8,15,30,325.75,269.47,383.47,0
4,8,16,30,296.51,270.8,301.13,0
4,8,20,30,194.83,253.53,195.93,0
4,8,21,30,189.82,245.4,175.6,0
4,8,22,30,209.4,247.07,283.33,0
4,8,23,15,204.38,241,380.87,0
4,8,23,30,211.45,239.93,380.93,0
4,9,0,30,340.53,263.67,309.13,0
4,9,1,0,339.2,260.93,287.93,0
4,9,1,30,326.17,259.2,286.13,0
4,9,4,45,310.8,247.8,308.33,0
4,9,5,0,319.96,245.27,311.93,0
4,9,6,30,397.6,257.6,307.87,0
4,9,7,15,180.56,258.4,337.87,0
4,9,7,45,118.54,267.93,378.53,0
4,9,8,15,201.65,258.4,380.07,0
4,9,9,0,295.59,265.47,327.07,0
4,9,10,0,282.9,263,357.13,0
4,9,12,45,269.04,260.07,283.6,0
4,9,13,0,280.44,263.53,252.07,0
4,9,14,45,293.37,263.8,282.27,0
4,9,15,15,294.14,252.13,320.33,0
4,9,15,30,292.53,252.2,322,0
4,9,18,15,238.27,249.53,381.07,0
4,9,19,0,158.48,261.2,99.27,0
4,9,19,45,118.29,267.6,119.33,0
4,9,20,0,118.24,268.27,118.67,0
4,9,20,45,118.21,269.73,119.13,0
4,9,21,30,117.67,269.13,118,0
4,9,21,45,119.09,269.67,119.2,0
4,9,23,30,137.96,258,260.87,0
4,10,1,0,385.65,251.47,204.67,0
4,10,2,30,359.95,242,266.53,0
4,10,3,15,348.56,240.73,251.27,0
4,10,3,30,371.24,241.07,248.67,0
4,10,4,0,370.34,237.47,290,0
4,10,5,0,384.93,245.67,198.73,0
4,10,5,15,367.65,246.47,197.73,0
4,10,5,30,366.13,247.07,199.6,0
4,10,6,15,371.33,248.47,229.27,0
4,10,8,45,321.82500000000005,399.105,562.6949999999999,1
4,10,9,30,231.82,276.8,189.8,0
4,10,10,30,290.99,280.13,218.47,0
4,10,12,45,294.58,244,291.67,0
4,10,13,15,298.45,245.93,280.33,0
4,10,14,45,248.85,244.53,206.8,0
4,10,17,15,281.15,254.07,303.47,0
4,10,18,30,279.26,250.87,321.47,0
4,10,20,0,291.35,254.6,310.07,0
4,10,20,45,237.22,254.8,313.73,0
4,10,22,15,182.98,252.47,341.2,0
4,10,23,0,168.47,246.47,363.47,0
4,10,23,15,217.23,245.07,359.8,0
4,11,0,30,370.01,250.27,311.47,0
4,11,1,0,334.42,247.73,305.93,0
4,11,1,15,325.45,248,306.67,0
4,11,1,30,321.28,242.4,304.73,0
4,11,2,15,330.94,242.87,304.27,0
4,11,3,0,365.09,244.73,269.2,0
4,11,4,45,347.55,247.8,261.13,0
4,11,5,15,370.45,256.33,256.47,0
4,11,7,45,147.15,285.13,153.6,0
4,11,9,0,130.09,235.27,130.93,0
4,11,11,30,329.19,229.27,251,0
4,11,12,0,316.16,259.27,215.13,0
4,11,12,30,314.19,266.33,46.4,0
4,11,14,0,350.69,280.27,200.33,0
4,11,14,30,357.24,279.27,198.4,0
4,11,15,0,363.11,278.73,212.27,0
4,11,18,30,300.37,255.93,338.4,0
4,11,21,30,199.43,257.2,200.33,0
4,11,21,45,194.68,257.07,195.27,0
4,11,22,0,200.02,247.27,141.33,0
4,12,0,30,390.71,255.07,306.93,0
4,12,2,0,348.17,256.27,249.13,0
4,12,3,45,331.45,247.47,299.73,0
4,12,4,45,327.38,246.67,308.07,0
4,12,7,0,188.68,265.8,315.73,0
4,12,7,45,161.57,253.27,219.2,0
4,12,8,0,186.83,266.4,188.53,0
4,12,12,0,190.59,241.53,181.2,0
4,12,12,15,245.36,211.13,431,0
4,12,13,45,219.9,215.53,429.67,0
4,12,16,0,267.16,270.67,430.07,0
4,12,17,45,263.03,264.93,356.27,0
4,12,19,0,290.16,270.4,343.27,0
4,12,19,15,231.22,277.47,209.6,0
4,12,20,0,184.69,253.6,185.27,0
4,12,21,15,188.83,255.73,88.8,0
4,12,21,45,333.01,230.33,314.73,0
4,12,23,0,277.44,244.8,384.2,0
4,13,0,0,342.16,280.13,318.73,0
4,13,0,30,327.47,277.53,260.07,0
4,13,0,45,347.46,270.27,281.73,0
4,13,2,0,340.34,266.87,257.47,0
4,13,4,30,299.3,259.6,310.73,0
4,13,5,15,314.8,262.13,317.27,0
4,13,5,30,313.4,260,312,0
4,13,6,15,373.3,259.53,333.53,0
4,13,6,30,303.73,270.2,234.33,0
4,13,6,45,226.16,265.13,306.93,0
4,13,9,0,128.84,249.4,129.93,0
4,13,12,0,178.54,247.13,429.73,0
4,13,15,15,290.41,260.93,350.33,0
4,13,16,45,292.19,253.87,305.73,0
4,13,17,15,293.31,255.07,307.13,0
4,13,18,30,298.9,256.07,293.67,0
4,13,20,15,301.57,256.4,296.07,0
4,13,20,30,316.33,255.8,298.8,0
4,13,22,0,316.14,251.4,335.07,0
4,13,22,30,276.5,249.2,325.53,0
4,13,23,0,267.05,247,387.6,0
4,13,23,45,222.37,255.07,377,0
4,14,0,0,307.79,257.13,326.67,0
4,14,0,45,298.61,254.8,295.93,0
4,14,1,0,296.32,250.27,307.33,0
4,14,1,15,287.22,254.73,317.73,0
4,14,1,30,295.11,251.73,314.67,0
4,14,1,45,316.74,251.6,316.4,0
4,14,4,0,262.35,240.33,262.73,0
4,14,7,0,53.6,254.93,55.13,0
4,14,7,15,53.35,250.67,53.8,0
4,14,8,30,153.05,283.4,153.53,0
4,14,10,30,172.98,236.8,245.93,0
4,14,13,30,362.83,248.13,210.8,0
4,14,14,0,355.82,249.67,204.8,0
4,14,15,30,356.94,267.4,133,0
4,14,16,0,356.54,272.73,130.33,0
4,14,16,15,353.3,273.6,134.27,0
4,14,16,30,341.84,271.47,130.67,0
4,14,18,45,348.83,231.8,221.53,0
4,14,19,15,330.39,232.4,159.67,0
4,14,19,45,254.21,261.6,123.4,0
4,14,23,30,305.49,263.73,324.27,0
4,15,0,15,417.11,270.13,273,0
4,15,3,15,365.53,262.47,267.6,0
4,15,7,45,90.93,252.6,466.8,0
4,15,9,30,150.5,255.33,151.47,0
4,15,10,45,152.09,268.67,153.53,0
4,15,11,15,412.37,231.07,175.13,0
4,15,11,30,426.41,233.2,201.4,0
4,15,11,45,425.28,232.27,206.73,0
4,15,12,0,419.63,231.27,203.2,0
4,15,12,15,444.37,233.93,198.6,0
4,15,13,45,380.68,229.8,255.2,0
4,15,14,0,374.43,229.2,295.13,0
4,15,16,15,389.17,279.53,220.67,0
4,15,18,15,368.48,260.53,280.27,0
4,15,23,45,232.49,248,373.2,0
4,16,1,0,395.95,255.13,257.33,0
4,16,2,15,352.38,246.6,297.07,0
4,16,2,45,339.68,253,256.53,0
4,16,3,0,348.23,264.07,258.53,0
4,16,3,30,364.56,258.13,256.13,0
4,16,3,45,356.7,253.27,255,0
4,16,4,0,334.66,257.07,253.53,0
4,16,4,15,332.73,252.27,252.6,0
4,16,5,0,346.18,255.53,297.27,0
4,16,5,15,344.92,250.87,289.8,0
4,16,5,30,337.99,253.07,289.13,0
4,16,6,0,335.06,253.27,283.67,0
4,16,6,15,337.27,248.07,269.67,0
4,16,8,0,165.15,280.67,171.27,0
4,16,14,30,412.2,252.33,173.87,0
4,16,15,15,411.48,251,174,0
4,16,15,45,402.04,250.07,174.8,0
4,16,17,15,377.03,248,297.8,0
4,16,17,30,383.9,246.6,297,0
4,16,18,30,408.03,247.27,171.93,0
4,16,19,0,419.09,256,174.27,0
4,16,19,30,409.25,257.87,174.53,0
4,16,23,45,308.43,260.67,310.67,0
4,17,0,45,397.58,259.4,171.93,0
4,17,2,45,349.61,245.27,328.87,0
4,17,4,0,345.09,241.6,259.33,0
4,17,7,15,0,237,336.93,0
4,17,8,30,0,268,74.27,0
4,17,8,45,0,234.07,74.53,0
4,17,11,30,0,249,172.4,0
4,17,11,45,0,247.67,171.93,0
4,17,12,45,0,242.47,170.8,0
4,17,15,15,0,255,347.2,0
4,17,16,0,0,262.93,170.6,0
4,17,16,45,0,256.6,305.4,0
4,17,17,30,0,255.93,349.07,0
4,17,17,45,0,252.6,347.07,0
4,17,18,45,0,254.53,348.47,0
4,17,19,15,0,251.87,347.47,0
4,17,20,0,0,253.6,350.73,0
4,17,21,0,0,255.33,271.27,0
4,17,21,45,0,255.8,260.13,0
4,17,22,0,0,252.33,240,0
4,17,22,45,0,251,243.53,0
4,18,0,15,0,253.4,170.93,0
4,18,1,0,0,250.53,168.67,0
4,18,1,15,0,250.4,116.4,0
4,18,1,30,0,248.6,91.8,0
4,18,2,0,0,247.2,48.33,0
4,18,3,15,0,249.67,53.13,0
4,18,4,45,0,247.6,89.07,0
4,18,12,0,266.01,222.27,254.53,0
4,18,12,15,254.29,221.53,254.47,0
4,18,12,45,261.71,221.07,250.67,0
4,18,13,45,247.08,254.07,246.2,0
4,18,15,15,247.41,238.8,227.53,0
4,18,17,45,251.65,251.33,213.93,0
4,18,18,15,213.76,255.93,161.13,0
4,18,18,30,232.83,255.73,233.27,0
4,18,19,15,231.49,260.53,232.47,0
4,18,20,30,173.68,254.47,175.4,0
4,18,22,30,253.93,236.2,318.47,0
4,18,23,15,205.97,233.27,431.47,0
4,19,0,45,381.1,252.4,236.93,0
4,19,2,30,378.88,244.6,230.47,0
4,19,4,0,368.4,240.2,245.73,0
4,19,6,15,396.29,252.27,251.93,0
4,19,6,45,288.23,251.73,298.67,0
4,19,7,30,97.2,259.53,15.87,0
4,19,7,45,39.82,235.6,40.47,0
4,19,8,0,40.87,239.27,41.53,0
4,19,11,45,92.77,254.6,93.87,0
4,19,13,30,198.66,253.2,412.27,0
4,19,13,45,219.21,255.47,407.6,0
4,19,14,30,217.71,253.8,405.93,0
4,19,16,15,186.8,236.87,432.93,0
4,19,18,15,210.7,237.87,292,0
4,19,18,45,211.5,238.27,292.13,0
4,19,20,0,170.5,249.6,170.53,0
4,19,21,15,185.58,253.33,151.93,0
4,19,22,45,213.36,243.8,306,0
4,20,0,0,277.19,237.6,215.8,0
4,20,1,15,282.38,233.93,239.8,0
4,20,1,45,307.81,236.2,182.4,0
4,20,2,0,309.31,239.73,175.47,0
4,20,2,30,448.91999999999996,359.805,241.09499999999997,1
4,20,3,15,311.28,236.67,159.33,0
4,20,3,30,303,238.87,154.53,0
4,20,3,45,306.63,245.8,151.4,0
4,20,4,45,294.36,253.67,176.4,0
4,20,5,30,304.3,256.93,152,0
4,20,6,45,260.21,257.27,262.6,0
4,20,7,15,197.87,228.67,218.4,0
4,20,8,45,179.52,235.47,169.93,0
4,20,9,30,161.68,238.8,169.47,0
4,20,11,0,172.39,240.93,120,0
4,20,11,15,165.53,242.67,121.6,0
4,20,12,15,150.16,234.87,188.53,0
4,20,13,45,148.28,239.27,188.67,0
4,20,14,45,148.09,239.4,192.27,0
4,20,15,0,147.23,239,194,0
4,20,20,30,163.07,252.2,164,0
4,20,22,45,209.19,214.93,410.27,0
4,21,4,15,342.37,230.73,253,0
4,21,5,0,326.61,243.6,133,0
4,21,5,30,317.79,245.2,189,0
4,21,6,0,320.56,240.47,188.53,0
4,21,6,15,322.57,235.8,187.67,0
4,21,6,30,337.75,238.47,217.8,0
4,21,8,0,51.1,253.2,51.73,0
4,21,8,15,50.43,240.93,50.87,0
4,21,12,45,199.67,252.07,396.6,0
4,21,13,15,226.46,225.67,422.33,0
4,21,13,45,224.91,225.27,417.73,0
4,21,14,45,226.51,237.87,413.53,0
4,21,15,15,221.02,235.6,416,0
4,21,15,45,223.34,236,411.27,0
4,21,17,45,205.82,234.53,435.67,0
4,21,20,0,182.44,260,184.2,0
4,21,21,45,230.03,221.87,468.47,0
4,22,0,30,343.73,234.53,225.8,0
4,22,0,45,338.5,238.8,302.27,0
4,22,1,45,362.27,240.6,277.6,0
4,22,3,15,343.54,237.73,261.6,0
4,22,3,30,336.17,236.27,262.4,0
4,22,4,30,341.04,232.47,273.2,0
4,22,5,45,356.46,237.07,269.27,0
4,22,6,15,358.18,244.13,137.07,0
4,22,6,30,380.73,244.07,137.53,0
4,22,6,45,247.58,247.27,78.93,0
4,22,9,15,90.68,253.2,91.07,0
4,22,13,15,223.96,248.33,441,0
4,22,16,15,184.51,233.4,400,0
4,22,16,30,183.28,232.4,399.27,0
4,22,20,30,270.46500000000003,408.59999999999997,271.395,1
4,22,20,45,180.65,268.2,181.8,0
4,22,21,45,214.03,218.73,299.2,0
4,22,22,30,210.78,207.73,278.13,0
4,23,2,15,330,241.33,246.87,0
4,23,2,30,327.53,241.87,236.4,0
4,23,3,30,347.05,246.07,305.47,0
4,23,3,45,384.68,242.2,303.07,0
4,23,6,15,396.92,249.27,115.8,0
4,23,8,0,157.37,267.8,157.53,0
4,23,8,15,159.97,270.47,160.93,0
4,23,9,30,210.38,250.6,155.93,0
4,23,9,45,160.31,253,160.4,0
4,23,12,45,206.36,208.8,292.67,0
4,23,13,0,186.58,212.27,291.07,0
4,23,14,0,174.28,233.27,291.93,0
4,23,16,15,142.51,235.27,296.33,0
4,23,17,0,230.46,235.47,287.27,0
4,23,21,15,124.24,249.4,88.27,0
4,23,23,15,227.03,227.2,383.8,0
4,23,23,30,226.44,226.8,381,0
4,24,2,0,593.0699999999999,381.705,361.005,1
4,24,3,0,357.11,250,267.53,0
4,24,4,45,343.2,250,280.73,0
4,24,6,15,351.83,248.47,98.4,0
4,24,10,45,142.84,259,143.27,0
4,24,11,0,145.28,252.4,145.6,0
4,24,11,30,143.55,236.4,144,0
4,24,12,45,142.38,230.73,143.33,0
4,24,13,15,252.29,236.93,322.93,0
4,24,14,0,257.43,237.8,260,0
4,24,14,45,257.62,237.07,174.6,0
4,24,15,30,253.63,235.93,267.33,0
4,24,16,15,238.18,237.53,231.2,0
4,24,21,30,193.14,230.07,223.6,0
4,25,0,45,357.76,236,285.33,0
4,25,1,0,372.6,243.47,293.6,0
4,25,1,30,360.67,242.6,281.13,0
4,25,2,45,388.41,235.73,280.13,0
4,25,4,30,345.26,241.8,125.93,0
4,25,4,45,350.63,243.67,160.8,0
4,25,5,15,353.99,241.13,178.73,0
4,25,7,30,92.98,251.07,106.33,0
4,25,8,0,81.49,244.07,81.93,0
4,25,10,0,99.3,267.2,100.27,0
4,25,12,15,128.64,258.87,129.47,0
4,25,13,30,169,230.4,325.53,0
4,25,14,45,232.58,226.13,394.27,0
4,25,15,15,231.88,219.67,353.67,0
4,25,16,15,232.2,213.67,354.33,0
4,25,17,45,207.46,212.73,384.8,0
4,25,18,15,232.49,221.47,383.27,0
4,25,19,15,232.48,238.2,376.53,0
4,25,19,45,232.34,240.8,375.93,0
4,25,20,15,140.51,269.07,141.13,0
4,25,20,30,134.87,267.2,135.07,0
4,25,22,0,226.07,245.13,382.93,0
4,25,22,15,215.82,241.27,380.93,0
4,25,22,45,216.14,235.67,380.47,0
4,26,0,0,393.92,230.33,310.8,0
