month,day,hour,min,i_uiip,i_f,i_uiipu,truth
7,10,7,0,316.01,416,179.47,0
7,10,7,15,413.32,418,182.67,0
7,10,7,45,432.18,387.73,7.2,0
7,10,8,15,481.71,390.33,7.67,0
7,10,9,0,560.76,409.33,7.4,0
7,10,10,45,474.29,422.13,7.8,0
7,10,11,45,431.7,432.07,8.13,0
7,10,14,0,418.67,434.8,93.73,0
7,10,16,30,423.46,418.27,90.13,0
7,10,16,45,619.38,629.205,134.595,1
7,10,17,30,411.43,421.13,90.13,0
7,10,17,45,421.27,417.73,101.8,0
7,10,18,0,414.62,415.6,192.53,0
7,10,18,15,423.27,414.87,192.4,0
7,10,18,45,435.1,418.13,192.67,0
7,10,19,0,426.38,417.27,192,0
7,10,21,15,534.13,441.87,98.2,0
7,10,22,45,421.05,433.67,199.13,0
7,10,23,0,483.47,430.53,193.13,0
7,11,0,30,550.85,428.13,7.8,0
7,11,1,30,563.11,421.2,106.13,0
7,11,2,45,547.3,423.4,56.73,0
7,11,4,0,564.24,421.4,110,0
7,11,5,0,572.47,430.13,17.27,0
7,11,9,15,569.75,424.87,7.07,0
7,11,12,45,435.31,418.07,201.33,0
7,11,13,0,431.28,416.93,205.8,0
7,11,13,45,435.41,419.13,205.07,0
7,11,14,30,442.19,419.93,203.53,0
7,11,15,45,434.33,419.4,203.2,0
7,11,16,15,593.655,627.705,302.895,1
7,11,16,45,369.7,415.2,202.07,0
7,11,18,0,391.67,417.6,262.2,0
7,11,18,45,406.53,415.87,262.07,0
7,11,19,15,416.86,417.2,194.67,0
7,11,20,15,447.25,416.4,172.73,0
7,11,20,45,440.83,421.6,123.8,0
7,11,22,30,424.52,417.73,188.07,0
7,12,0,45,504.94,405.6,140.53,0
7,12,3,0,481.46,400.27,136.73,0
7,12,3,15,481.54,398.8,137.4,0
7,12,3,30,472.88,398.2,135.93,0
7,12,4,45,473.01,400.53,136.87,0
7,12,5,15,484.77,403.13,139.07,0
7,12,5,30,467.16,398.47,136.93,0
7,12,6,15,531.88,401.47,135.33,0
7,12,9,15,548.86,423.87,85.53,0
7,12,9,45,515.41,421.93,84.93,0
7,12,10,0,493.92,421.67,85.87,0
7,12,11,0,457.85,421.53,89.73,0
7,12,12,0,437.21,421.73,95.6,0
7,12,12,30,413.13,423.4,95.47,0
7,12,14,30,441.49,427.67,22.07,0
7,12,15,15,431.13,394.47,6.4,0
7,12,19,30,425.52,394.73,201.87,0
7,12,20,15,442.09,426.73,202.2,0
7,12,22,0,452.63,430.87,111.87,0
7,12,23,45,385.34,401.2,202.2,0
7,13,0,45,543.09,392.07,91.4,0
7,13,2,30,503.13,444.2,91.6,0
7,13,4,15,528.59,427.13,92.73,0
7,13,5,0,545.82,423.87,94.67,0
7,13,6,45,402.89,390,196.67,0
7,13,8,30,518.74,404.13,94.93,0
7,13,12,15,433.23,411.4,5.4,0
7,13,13,0,434.08,414.53,5.73,0
7,13,13,30,439.65,417.6,75.87,0
7,13,14,45,438.37,420.67,168.53,0
7,13,17,0,390.91,421,227.07,0
7,13,18,45,415.07,420.33,205.53,0
7,13,20,15,439.07,419.27,205,0
7,14,1,0,512.64,410.07,100.07,0
7,14,1,15,502.13,407.27,98.13,0
7,14,2,30,494.31,407.53,98.67,0
7,14,2,45,485.98,405.13,97.27,0
7,14,5,45,385.45,382.67,342.07,0
7,14,6,0,399.19,386.6,364.73,0
7,14,7,30,445.51,409.27,199,0
7,14,8,30,561.57,415.6,85.13,0
7,14,9,15,583.05,424.13,6.8,0
7,14,9,30,577.75,426.4,7.47,0
7,14,11,30,458.87,416.07,154.67,0
7,14,11,45,452.6,415.87,154.07,0
7,14,13,30,427.1,419.8,157.07,0
7,14,14,30,466.4,417.87,201.13,0
7,14,14,45,471.68,417.73,200.33,0
7,14,16,15,417.76,415.53,199.47,0
7,14,18,45,415.89,415.2,205.6,0
7,14,20,15,457.88,415.8,205.33,0
7,14,20,45,486.34,417.6,205.4,0
7,14,21,30,460.92,421.6,126.87,0
7,14,21,45,451.66,421.07,126.53,0
7,14,23,0,421.62,416.47,206.87,0
7,15,0,0,503.28,414.2,153.87,0
7,15,2,0,538.98,407.67,94.73,0
7,15,2,45,502.52,406.87,94.33,0
7,15,4,45,520.06,407.2,95.33,0
7,15,5,0,534.55,410.07,97.07,0
7,15,5,30,523.99,408.47,116.33,0
7,15,5,45,550.62,408,124.87,0
7,15,6,30,557.86,410.2,102,0
7,15,6,45,421.44,408.73,181.2,0
7,15,7,0,397.94,411.13,201.13,0
7,15,9,45,594.83,422.07,7,0
7,15,10,0,576.56,422,6.67,0
7,15,10,45,563.14,420.87,7.13,0
7,15,12,45,503.99,415.93,104.47,0
7,15,15,15,481.82,438.47,114.07,0
7,15,16,15,442.51,437.53,196.73,0
7,15,17,30,432.61,434.53,195.07,0
7,15,18,30,415.07,435.47,194.2,0
7,15,23,30,407.88,421.73,377.27,0
7,16,0,45,506.94,410.87,240.87,0
7,16,2,15,503.01,394.27,308.8,0
7,16,2,45,496,429.13,306.67,0
7,16,3,45,460.04,434.27,301.93,0
7,16,4,45,495.63,447,301.4,0
7,16,5,0,498.01,443.27,302.27,0
7,16,5,30,472.1,446,305.27,0
7,16,6,15,472.89,400.27,354.8,0
7,16,7,15,373.66,461.53,249.07,0
7,16,7,45,457.39,423.33,164.8,0
7,16,8,30,562,415.67,90.4,0
7,16,10,0,553.91,428.2,46,0
7,16,10,45,537.67,422.87,92.4,0
7,16,11,0,531.47,425.87,95.47,0
7,16,11,30,512.23,425.8,95.67,0
7,16,14,45,513.72,416.47,128.47,0
7,16,18,15,462.06,413.4,164.2,0
7,16,19,30,474.85,417.07,165.53,0
7,16,22,45,429.49,412.93,34.8,0
7,16,23,45,381.98,396.67,314.53,0
7,17,1,0,532.11,404.47,98.47,0
7,17,1,45,483.06,401.53,97.53,0
7,17,3,15,473.51,397.13,93.2,0
7,17,3,30,460,398.27,95.07,0
7,17,4,0,469.2,417.8,155.73,0
7,17,4,30,463.5,449.33,194.33,0
7,17,5,0,472.99,449.4,194.47,0
7,17,5,45,468.77,446.93,193.2,0
7,17,6,0,454.83,445.2,192.73,0
7,17,6,30,410.17,451.67,194.13,0
7,17,7,15,357.46,391.07,273.4,0
7,17,8,0,429.59,391.67,175.13,0
7,17,8,30,462.21,403.2,134.4,0
7,17,9,0,478.1,404.27,135.33,0
7,17,10,30,499.02,410.33,139.07,0
7,17,10,45,474.35,413.47,138.93,0
7,17,11,15,476.64,418.47,97.13,0
7,17,12,0,461.74,416.13,120.4,0
7,17,12,15,449.16,418.2,123.4,0
7,17,12,45,443.01,412.27,159.6,0
7,17,13,45,481.08,412.33,158.6,0
7,17,14,30,494.86,414.2,101.27,0
7,17,15,30,496.78,412.67,160,0
7,17,16,30,469.81,409.13,158.8,0
7,17,18,0,443.05,413,128.73,0
7,17,18,15,439.17,411.4,125.53,0
7,17,18,30,449.86,409.73,158.87,0
7,17,19,0,462.26,413.93,159.33,0
7,17,20,0,496.19,413.87,187.13,0
7,17,20,45,548.2,418.4,97,0
7,17,21,45,518.72,424.47,7.53,0
7,18,0,0,479.03,409.2,149.6,0
7,18,1,45,521.54,396.8,178,0
7,18,2,0,519.87,422.53,321.6,0
7,18,3,45,518.74,428,259.8,0
7,18,5,45,502.58,428.6,260.13,0
7,18,6,15,593.16,433.67,204.33,0
7,18,7,0,409.68,439.73,185.27,0
7,18,8,30,639.74,414.27,6.73,0
7,18,12,15,519.95,410.07,110.67,0
7,18,12,45,476.92,413.2,113.73,0
7,18,14,45,541.39,414,113.27,0
7,18,15,0,534.27,412.07,111.27,0
7,18,15,45,499.64,411.27,110.47,0
7,18,16,0,489.57,413.87,112.13,0
7,18,17,30,431.15,399,110.47,0
7,18,17,45,431.35,395.93,147.87,0
7,18,19,15,472.29,395.73,170.53,0
7,18,20,45,514.77,403.47,95.93,0
7,18,21,0,513.55,403.8,97.13,0
7,18,21,30,503.16,419.53,97.8,0
7,18,22,45,446.21,421.93,203.87,0
7,19,0,0,483.22,416.67,202.33,0
7,19,0,15,509.36,414.8,200.8,0
7,19,0,30,519.73,413.33,188.6,0
7,19,3,0,449.37,439.13,183.4,0
7,19,3,45,458.51,434,181.67,0
7,19,4,30,464.92,432.13,179.87,0
7,19,6,30,475.09,412.33,133.4,0
7,19,6,45,405.72,382.33,143.33,0
7,19,8,15,584.32,398.07,65.47,0
7,19,9,0,616.83,406.53,6.47,0
7,19,9,15,600.59,404.87,6.73,0
7,19,11,30,544.18,410.6,7.13,0
7,19,12,30,494.48,404.2,168.4,0
7,19,12,45,497.97,405.33,167.67,0
7,19,14,30,539.28,445.73,132.27,0
7,19,15,0,539.76,440.27,7.47,0
7,19,15,30,513.36,430.8,5.93,0
7,19,17,15,443.36,425.4,204.93,0
7,19,18,0,452.38,425.4,205,0
7,19,19,0,436.43,425.73,204.6,0
7,19,22,0,440.57,425.2,305.47,0
7,19,23,30,383.97,421.8,166.47,0
7,20,2,15,524.23,413.93,116.67,0
7,20,3,15,534.81,422.53,111.67,0
7,20,6,15,416.38,436.87,200.33,0
7,20,10,15,597.16,454.67,6.93,0
7,20,11,45,549.46,441.13,6.73,0
7,20,12,45,516.43,426.8,144.07,0
7,20,13,30,552.1,427.4,142.6,0
7,20,14,0,575.91,428.67,138.87,0
7,20,15,0,562.61,434.93,7.2,0
7,20,18,45,438.49,409.8,145.27,0
7,20,19,45,451.83,413.33,147.47,0
7,20,21,15,466.13,412.27,173.33,0
7,20,23,15,436.36,424.8,173.87,0
7,21,0,15,513.24,434.6,310.07,0
7,21,2,0,506.4,444.33,275.93,0
7,21,2,30,508.34,447.07,279.6,0
7,21,2,45,500.31,443,283.47,0
7,21,3,15,426.25,430.47,355.4,0
7,21,5,45,461.88,423,352,0
7,21,7,0,316.09,457.07,136.07,0
7,21,7,30,501.6,455.6,139.4,0
7,21,8,0,617.11,454.2,137.73,0
7,21,10,30,566.31,467,7.2,0
7,21,11,30,561.65,362.27,6.4,0
7,21,12,15,528.19,369.27,6.47,0
7,21,12,30,514.31,398.4,144.53,0
7,21,12,45,517.25,422.4,206.67,0
7,21,16,15,487.68,442.47,114.13,0
7,21,18,15,501.86,443.13,159.53,0
7,21,18,30,455.24,442.27,109.53,0
7,21,19,15,467.85,443.07,131.93,0
7,21,20,45,450.99,404.33,157.4,0
7,21,21,0,458.79,406,191.8,0
7,21,22,15,463.63,408.33,106.33,0
7,21,23,0,487.99,407.4,153.07,0
7,22,4,30,456.81,415,360.53,0
7,22,6,0,524.87,428.6,288.2,0
7,22,6,45,485.79,432.53,116.07,0
7,22,7,15,475.82,436.27,118.27,0
7,22,8,15,632.86,450.07,6.67,0
7,22,9,0,636.02,452.6,6.2,0
7,22,9,45,615.4,451.33,6.73,0
7,22,10,0,585.19,451.47,6.67,0
7,22,10,30,564.48,448.33,7,0
7,22,11,30,562.57,448.73,7.2,0
7,22,12,15,571.61,416.4,89.07,0
7,22,13,15,587.82,416.53,117.93,0
7,22,14,0,581.6,423.6,6.53,0
7,22,14,45,587.36,425.2,6.87,0
7,22,16,0,563.02,420.07,102.6,0
7,22,16,30,481.94,420.33,121.47,0
7,22,16,45,486.76,421.27,135.33,0
7,22,17,0,460.51,421.53,151.6,0
7,22,19,0,511.45,432.6,107.33,0
7,22,19,15,514.61,432.73,106.53,0
7,22,21,45,579.38,436.53,76.4,0
7,22,22,0,572.71,436.33,77.87,0
7,22,22,30,515.69,446.07,119.87,0
7,23,0,0,549.33,432.2,330.53,0
7,23,0,15,556.67,432.07,275.2,0
7,23,2,30,514.35,411.4,238.6,0
7,23,6,0,459.35,451.2,194.53,0
7,23,6,30,385.32,454.93,194.2,0
7,23,7,0,514.095,688.5,293.805,1
7,23,7,15,407.13,461.27,197.53,0
7,23,7,30,446.99,461.27,197.33,0
7,23,9,30,624.84,435.67,6.53,0
7,23,10,30,600.92,438.73,6.53,0
7,23,11,0,602.27,442.47,6.8,0
7,23,13,30,580.04,434.27,111.6,0
7,23,14,45,591.59,436.73,6.93,0
7,23,15,0,584.38,439.47,6.93,0
7,23,15,45,575.57,434.2,7.67,0
7,23,16,15,539.94,430.07,112.33,0
7,23,20,30,615.19,443.27,30.6,0
7,23,21,45,575.09,438.8,7.13,0
7,23,22,15,522.66,439,37.2,0
7,23,22,30,515.49,436.8,119.4,0
7,24,0,45,543.47,430.8,85.27,0
7,24,3,30,492.9,434.4,139.2,0
7,24,5,30,467.21,426.33,159.13,0
7,24,6,45,336.31,430.53,172.13,0
7,24,7,30,418.6,432.27,196.4,0
7,24,7,45,486.7,433,197.47,0
7,24,8,15,571.89,438.13,94.67,0
7,24,9,0,588.83,437.73,6.67,0
7,24,9,45,612.22,440.87,6.53,0
7,24,16,0,569.05,425.47,6.73,0
7,24,16,15,561.43,422.33,7,0
7,24,21,45,575.71,452.47,6.93,0
7,24,22,0,535.28,445.93,78.47,0
7,24,22,45,500.31,446.8,90.27,0
7,24,23,15,463.47,439,286.27,0
7,25,0,30,552.2,425,319.67,0
7,25,0,45,563.66,423.27,300.93,0
7,25,2,30,499.84,431.13,282.47,0
7,25,3,0,514.88,428.73,314.6,0
7,25,4,15,530.68,426.13,308.73,0
7,25,4,30,519.53,427.73,307.4,0
7,25,4,45,539.86,431.33,306.87,0
7,25,5,45,504.54,444.13,245.67,0
7,25,7,30,550.82,455.87,83.27,0
7,25,8,0,595.97,454.47,7.07,0
7,25,9,30,631.16,470.67,7.4,0
7,25,9,45,641.26,467.47,6.87,0
7,25,10,15,654.4,432.8,209.6,0
7,25,13,15,567.43,405.73,83.27,0
7,25,14,0,596.26,452.07,6.87,0
7,25,15,0,583.06,444.2,83.13,0
7,25,15,15,570.51,442.47,83.87,0
7,25,16,0,544.94,443,83.47,0
7,25,16,45,497.73,440.53,83,0
7,25,17,45,519.95,447.27,85.2,0
7,25,20,15,894.8249999999999,676.2,58.005,1
7,25,20,45,591.43,446.47,67.33,0
7,25,21,45,586.86,449.33,70.93,0
7,26,0,30,501.11,420.93,314.4,0
7,26,2,0,493.5,429.4,306.6,0
7,26,3,30,529.23,429.87,262.4,0
7,26,7,15,515.92,444.33,135.6,0
7,26,8,0,571.8,448.07,97.2,0
7,26,8,15,582.13,449.6,98.73,0
7,26,9,0,628.36,468.13,139.53,0
7,26,9,45,600.84,457.07,7,0
7,26,10,30,607.84,458.4,6.47,0
7,26,11,0,602.68,455.07,6.67,0
7,26,11,45,554.46,391.4,34.8,0
7,26,12,15,548.23,385.2,102.2,0
7,26,13,0,563.28,395.47,7.07,0
7,26,14,15,580.93,463.73,101.33,0
7,26,15,15,569.82,460.67,95.2,0
7,26,15,30,551.42,459.6,86.2,0
7,26,15,45,533.15,460.73,82.27,0
7,26,19,30,523.46,434.13,97.27,0
7,26,20,0,570.73,433.8,94.47,0
7,26,20,30,590.35,442.27,7.13,0
7,26,21,45,580,422.53,97.93,0
7,26,23,0,480.92,408.13,276.73,0
7,27,0,0,551.52,426.13,274.4,0
7,27,2,15,539.1,427.73,260.53,0
7,27,3,0,560.44,428.47,263,0
7,27,3,15,537.92,427.33,264.4,0
7,27,4,30,526.67,451.93,278.33,0
7,27,4,45,541.92,449.8,300.2,0
7,27,5,0,564.26,455.67,304.73,0
7,27,7,15,480,447.53,110.6,0
7,27,8,30,618.67,450.07,83.27,0
7,27,10,30,622,410.53,51.93,0
7,27,12,0,616.92,412,69,0
7,27,13,15,535.69,447.27,106.2,0
7,27,15,0,570.82,454.07,66,0
7,27,16,0,494.77,454.47,41.93,0
7,27,17,45,415.34,418.27,229.6,0
7,27,20,15,535.98,422.47,177.6,0
7,27,22,15,533.86,439.33,132.27,0
7,28,1,30,550.8,421.6,279.27,0
7,28,5,0,533.1,426.27,295.07,0
7,28,10,0,589.38,445.8,6.8,0
7,28,12,15,504.74,431,17.47,0
7,28,12,45,505.84,425.53,207.13,0
7,28,14,0,569.76,429.13,101.27,0
7,28,14,15,569.23,429.87,100.6,0
7,28,14,45,582.07,431.13,37.33,0
7,28,15,30,501.23,431.6,68.2,0
7,28,15,45,474.6,429.27,101.4,0
7,28,18,15,466.89,432.2,177.27,0
7,28,19,0,488.51,431.6,177.47,0
7,28,21,30,585.74,444.2,7.6,0
7,28,22,0,565.88,441.33,7.2,0
7,28,22,30,552.6,433,103.73,0
7,28,23,15,514.81,426.47,196.67,0
7,29,0,45,583.99,410.87,256.2,0
7,29,2,15,587.83,413,240.67,0
7,29,3,30,550.43,446.53,262.07,0
7,29,3,45,579.84,444.13,259.53,0
7,29,6,45,532.69,439.07,145.33,0
7,29,7,0,520.23,419.8,113.73,0
7,29,7,15,544.84,419.73,113.73,0
7,29,8,15,610.38,434,7.53,0
7,29,9,0,709.03,433.53,155.2,0
7,29,9,15,696.97,437.6,151.93,0
7,29,9,30,692.35,438.6,151.07,0
7,29,11,15,593.6,415,130.47,0
7,29,13,0,509.34,424.33,101.4,0
7,29,14,0,536.61,440,101.93,0
7,29,14,15,529.41,441.13,102,0
7,29,17,45,476.6,439.27,207.27,0
7,29,18,0,473.5,438.4,206.67,0
7,29,21,0,602.54,440.6,7.27,0
7,29,22,15,522.62,436.67,7.87,0
7,29,23,15,494.76,421.33,298.4,0
7,30,0,15,600.18,416.93,289.53,0
7,30,2,45,533.15,439.8,251,0
7,30,3,15,548.99,436.07,251.53,0
7,30,4,15,481.37,421.8,274.67,0
7,30,5,30,502.23,437.13,192,0
7,30,6,30,563.72,439.93,163,0
7,30,7,30,519.26,449.53,7.73,0
7,30,8,15,616.39,443,7.33,0
7,30,8,30,597.56,447.07,6.6,0
7,30,11,45,590.34,462.27,74.87,0
7,30,12,0,571.61,455.8,29.73,0
7,30,12,15,572.5,454.93,7.4,0
7,30,12,30,565.93,455.33,7.27,0
7,30,12,45,560.54,436.47,71.6,0
7,30,15,30,590.51,417.8,8,0
7,30,17,0,466.5,414.13,205.13,0
7,30,20,15,577,462.4,7.6,0
7,31,0,0,588.51,425.6,166.8,0
7,31,5,30,456.02,428.4,146.4,0
7,31,6,30,464.84,427.73,185.2,0
7,31,8,15,488.57,442.4,83.93,0
7,31,9,45,604.51,442,7.07,0
7,31,10,15,593.31,433.13,7.07,0
7,31,10,45,595.54,435.67,7.13,0
7,31,11,45,580.56,436.67,7.4,0
7,31,12,0,577.65,429.13,45.33,0
7,31,12,45,575.25,429.47,90.2,0
7,31,13,0,513.99,433.13,45.53,0
7,31,15,30,457.3,432.13,8.4,0
7,31,15,45,446.55,430.8,8.67,0
7,31,19,0,443.33,435.27,72.73,0
7,31,20,30,550.22,434.33,205.6,0
7,31,20,45,539.05,436.33,136,0
7,31,22,45,431.24,432.53,119.53,0
7,31,23,45,449.43,419.8,258.2,0
8,1,1,45,574.37,442.27,225.87,0
8,1,2,0,593.86,438.4,222.07,0
8,1,2,30,583.72,437.6,219.93,0
8,1,2,45,560.95,434.4,216.53,0
8,1,5,30,561.81,440.4,226.07,0
8,1,7,45,610.31,429.27,66.93,0
8,1,8,15,647.69,426.93,66,0
8,1,9,30,695.71,440.67,146.93,0
8,1,12,0,561.98,419.53,120,0
8,1,12,30,518.59,423.53,124.53,0
8,1,15,30,486.58,421.27,122.73,0
8,1,16,45,435.81,423.2,176.67,0
8,1,17,0,442.91,423.27,176.8,0
8,1,18,15,454.07,424.93,181.2,0
8,1,19,30,512.24,436.8,114.13,0
8,1,20,0,526.1,439.8,76.87,0
8,1,21,15,547.67,442.8,38.93,0
8,2,0,15,620.15,406.6,200.53,0
8,2,1,15,558.69,412.4,197,0
8,2,1,30,582.55,439.07,196.4,0
8,2,2,45,555.41,450,195.8,0
8,2,3,0,541.15,450,195,0
8,2,3,30,549.72,446.8,235.8,0
8,2,4,0,552.99,430.27,284.13,0
8,2,4,15,557.32,416,310.93,0
8,2,5,15,558.78,435.07,307.47,0
8,2,6,15,563.64,460.53,7.6,0
8,2,8,30,686.53,423.47,114.6,0
8,2,11,0,632.05,420.93,61.27,0
8,2,11,45,545.94,414.53,98.6,0
8,2,14,15,590.52,420.8,103.73,0
8,2,15,15,548.84,433.53,8.73,0
8,2,15,30,541.14,436.53,8.53,0
8,2,16,45,460.61,428.13,205.87,0
8,2,18,0,471.59,436.67,205.4,0
8,2,18,45,492.85,433.2,306.87,0
8,2,19,15,534.09,432.73,307.53,0
8,2,19,30,534.63,435.47,306.27,0
8,2,20,15,591.09,435.73,265.33,0
8,2,20,30,599,436.6,245.07,0
8,2,22,45,540.2,426.47,219.33,0
8,2,23,30,515.11,416.87,249.93,0
8,3,0,30,617.82,460.2,199,0
8,3,0,45,612.8,455.47,198,0
8,3,1,15,600.06,446.87,197.93,0
8,3,2,0,604.65,434.87,197.73,0
8,3,2,30,600.96,435.87,198.6,0
8,3,3,45,572.23,427.07,196.33,0
8,3,4,30,596.69,433.53,196.8,0
8,3,4,45,605.54,434.27,198.13,0
8,3,5,45,609.26,434.33,197.13,0
8,3,6,15,647.72,437.93,197.53,0
8,3,6,30,624.93,436.6,87.8,0
8,3,9,0,690.37,421.93,7.27,0
8,3,10,15,664.42,438.33,150.8,0
8,3,10,30,669.12,443,150.53,0
8,3,12,0,572.45,423.93,149.73,0
8,3,17,45,482.02,439.33,96.27,0
8,3,18,0,510.02,443.8,66.73,0
8,3,18,30,488.17,443.53,10.13,0
8,3,19,15,532.41,440.8,102.27,0
8,3,19,45,547.98,441.2,103.27,0
8,3,20,0,560.22,441.8,103.27,0
8,3,20,30,601.61,448.67,53.27,0
8,3,21,0,621.27,443.47,86.73,0
8,3,21,15,902.355,651.105,277.995,1
8,3,22,45,485.46,413.47,288.07,0
8,4,0,0,615.59,424.53,205.93,0
8,4,0,15,636.24,471.67,203.53,0
8,4,3,0,599.6,446,198.4,0
8,4,3,30,532.08,440.6,198.4,0
8,4,5,30,563.97,421.33,317.53,0
8,4,12,0,571.37,427.47,8.47,0
8,4,12,45,549.43,428.07,46,0
8,4,16,45,509.72,441.87,164.27,0
8,4,18,0,525.16,446.67,182.93,0
8,4,18,15,562.15,427.4,160.6,0
8,4,19,45,631.52,427,177.47,0
8,4,20,15,633.32,430.53,137.93,0
8,4,20,45,639.84,432.07,134.67,0
8,4,21,15,642.74,431.33,135.27,0
8,4,21,45,620.4,430,195.8,0
8,4,23,15,553.04,445.27,207.2,0
8,5,0,15,669.57,437.67,205.27,0
8,5,3,45,550.44,434.33,199.2,0
8,5,8,45,728.4,436.07,164.8,0
8,5,11,45,625.28,436.27,83.13,0
8,5,15,0,599.37,434.93,9.4,0
8,5,15,30,630.88,426.4,158.47,0
8,5,16,15,571.11,423,148.47,0
8,5,18,15,554.38,439.27,197.33,0
8,5,20,30,672.83,442.73,130.53,0
8,5,21,0,690.09,440.67,132.2,0
8,5,21,15,670.57,439.2,130.73,0
8,5,21,30,653.83,435.4,131.6,0
8,5,23,30,482.3,425,382.33,0
8,6,0,0,561.08,429.93,265.93,0
8,6,1,15,592.97,445,203.73,0
8,6,2,45,513.71,438.67,364.13,0
8,6,4,0,514.09,493.53,150.93,0
8,6,7,0,345.31,415.4,156.27,0
8,6,7,15,454.32,416.73,158.73,0
8,6,12,45,537.72,422.2,108.53,0
8,6,13,45,554.23,425.8,109.67,0
8,6,14,30,571.39,445.47,36.47,0
8,6,15,15,557.8,442.07,82.27,0
8,6,17,15,455.98,440.87,108.13,0
8,6,18,15,469.6,441.87,210.8,0
8,6,18,45,518.71,440.47,208.53,0
8,6,19,15,556.18,484.67,18.93,0
8,6,19,30,558.53,484.6,11.53,0
8,6,20,15,601.25,482.13,11.2,0
8,6,21,0,648.13,478.53,103.2,0
8,6,21,15,661.23,479.13,148.67,0
8,6,22,30,550.19,435.87,146.73,0
8,6,23,30,428.51,420.33,377.27,0
8,6,23,45,432.89,416.53,374.13,0
8,7,0,30,602.16,432.2,123.47,0
8,7,1,30,589.18,458.27,202.67,0
8,7,2,45,548.91,440.27,197.73,0
8,7,4,45,482.41,409.8,293.93,0
8,7,5,30,405.52,439.8,194.87,0
8,7,5,45,391.84,418,235.13,0
8,7,8,45,596.73,440.27,54.8,0
8,7,9,0,593.68,447.8,55.73,0
8,7,10,30,553.58,444.33,70.93,0
8,7,11,30,551.16,443.4,71,0
8,7,13,0,497.05,444.67,131.93,0
8,7,13,15,482.16,448.4,63.6,0
8,7,13,45,481.44,451.93,113.87,0
8,7,14,0,487.93,453.73,114.2,0
8,7,14,15,543.68,457.53,186.47,0
8,7,15,45,604.24,454.33,210.8,0
8,7,16,15,555.07,454.07,215.87,0
8,7,16,45,495.38,451.73,225,0
8,7,17,15,463.85,454.13,225.13,0
8,7,18,45,485.89,444.27,145.6,0
8,7,19,30,524.76,444.73,162.27,0
8,7,21,45,506.27,452.6,11.13,0
8,7,23,30,425.52,456.2,207.33,0
8,8,0,30,598.21,429.8,204.4,0
8,8,1,30,595.43,427.67,200.8,0
8,8,1,45,610.54,425.93,201.8,0
8,8,3,0,584.96,445.73,200.8,0
8,8,3,15,578.53,447.8,201.67,0
8,8,4,0,904.335,667.2,300.6,1
8,8,4,30,573.68,443.73,200.8,0
8,8,6,30,641.03,448.53,200.47,0
8,8,7,30,559.39,455.47,46.4,0
8,8,10,0,664.41,386.8,122.07,0
8,8,11,15,987.1800000000001,595.995,171.89999999999998,1
8,8,13,15,591.7,434.93,86.87,0
8,8,14,0,573.96,436.4,106.2,0
8,8,16,0,598.2,461.33,195.8,0
8,8,16,15,590.19,470.67,208.67,0
8,8,18,45,541.14,436,307.53,0
8,8,19,0,569.57,438.6,295.27,0
8,8,21,45,655.13,441.6,127.87,0
8,8,22,0,631.41,441.33,127.4,0
8,8,22,45,595.69,448.47,165.73,0
8,8,23,0,581.96,443.73,193.73,0
8,9,0,0,632.59,439.87,160.47,0
8,9,1,15,625.82,414.8,132.27,0
8,9,4,0,537.71,432.73,199.73,0
8,9,5,45,560.37,443.87,11.33,0
8,9,7,30,539.01,418.6,88.53,0
8,9,9,30,678.99,449,105.33,0
8,9,9,45,1033.965,713.295,145.005,1
8,9,10,30,708.8,449.27,97.33,0
8,9,12,0,625.42,449.8,96.87,0
8,9,12,45,585.7,415.4,92.93,0
8,9,13,15,589.97,415.33,91.47,0
8,9,13,30,591.24,419,92.27,0
8,9,14,0,574.32,423.6,65.6,0
8,9,16,45,452.49,448.6,344.2,0
8,9,17,45,441.61,436.47,354.8,0
8,9,18,30,512.22,437.53,355.33,0
8,9,19,15,515.55,440.8,342.27,0
8,9,19,30,559.17,434.07,319.53,0
8,9,19,45,604.57,430.4,275.47,0
8,9,20,0,644.42,431.47,229.87,0
8,9,20,15,647.22,437.73,187.13,0
8,9,21,15,702.32,445,114.13,0
8,9,22,0,617.48,441.4,129.2,0
8,9,23,45,504.14,428.33,162.53,0
8,10,1,0,666.07,420.8,121.67,0
8,10,1,30,622.7,425.8,154.87,0
8,10,2,45,607.57,446.87,102.53,0
8,10,4,45,606.56,440.07,200.6,0
8,10,7,30,634.33,449.8,10.53,0
8,10,7,45,659.22,452.13,10.47,0
8,10,8,30,639.99,416.67,11.33,0
8,10,9,45,692.2,428.27,107.33,0
8,10,10,15,676.14,430.93,105.07,0
8,10,10,30,667.12,432.73,104.73,0
8,10,10,45,667.48,431.47,85.8,0
8,10,11,15,650.15,428.4,80.07,0
8,10,12,30,591.23,415.8,115.67,0
8,10,13,15,603.85,419.53,109.8,0
8,10,13,45,629.59,420.93,107.27,0
8,10,14,0,639.48,427.53,24.93,0
8,10,14,30,614.9,426.27,11.73,0
8,10,18,0,479.86,453,346.93,0
8,10,20,0,623.38,452.8,208.6,0
8,10,21,45,622.38,435.47,142.53,0
8,10,22,15,620.41,432.53,187.4,0
8,11,0,0,607.06,426,161.93,0
8,11,4,45,573.09,426.93,261.73,0
8,11,5,15,573.35,433.47,200.53,0
8,11,6,30,349.06,429.6,285.4,0
