i_uiip,i_f,i_uiipu,truth
338.88,467.33,4.4,0
181.98,451.13,198,0
513.59,447.67,108.07,0
526.66,448.47,107.4,0
480.74,458.27,116.93,0
465,449.53,160,0
512.78,449.4,148.2,0
512.07,439.73,195.8,0
211.25,446.93,212.27,0
223.29,442.8,223.93,0
264.6,431.8,264.87,0
394.24,419,158.73,0
418.09,420.8,157.33,0
435.05,422.2,153,0
364.97,443.33,101.2,0
356.86,445.4,101.73,0
302.42,445.4,188.13,0
293.65,446.2,189.53,0
283.9,425.67,189.4,0
238.73,445.33,240.07,0
243.63,424.53,243.93,0
375.31,426.87,259,0
451.52,426.67,183.8,0
467.03,421.93,151.73,0
478.47,433.33,155.67,0
461.39,437.33,144.73,0
434.21,435.27,143.6,0
435.85,430.6,189.33,0
333.34,433.53,47.73,0
351.28,434.47,47.4,0
358.47,435.73,47.47,0
369.16,434.93,46.53,0
373.72,441.07,46.6,0
230.11,449.27,229.67,0
279.94,436,215.27,0
316.73,439.8,94,0
233.9,454.53,171.93,0
251.06,458.6,251.47,0
247.94,460.27,250.07,0
249.13,463.33,250.13,0
345.82,425.13,145.4,0
317.51,430.67,196.67,0
287.2,408.53,334.4,0
425.77,413.07,271.53,0
467.85,422.67,124.07,0
461.89,419.07,122.8,0
505.41,432.8,110.93,0
527.14,431.33,136.13,0
516.48,447.67,90.73,0
515.02,441.93,143.67,0
498.14,450.8,115.93,0
510.46,451.33,88.53,0
527.95,449.6,89,0
432.24,437.47,154.87,0
360.73,437.93,134.13,0
434,439.67,82.07,0
405.33,447.4,124.47,0
408.32,430.13,74.33,0
394.38,432.07,73.8,0
309.29,443.13,201.87,0
313.06,432.6,329.67,0
329.91,433,371.2,0
328.89,431.4,368,0
368.53,436.2,288.33,0
247.8,447.47,249.27,0
247.37,439.87,249.33,0
381.98,425.73,201.87,0
366.76,427.53,202.53,0
339.69,424.27,202.6,0
314.04,414.93,316.53,0
410.11,411.53,214.87,0
468.56,414.33,139.2,0
469.11,418.73,185,0
479.29,436.27,132.07,0
484.43,409.8,136.87,0
450.42,407.93,144,0
484.44,407.6,192.4,0
303.69,430.47,4.07,0
358.1,435.47,59.2,0
314.94,426.4,59.33,0
287.96,419.67,55.93,0
254.26,415.87,76.8,0
315.42,424.53,16.87,0
326.32,437.2,94.93,0
366.5,431.6,197.13,0
360.8,432.93,200.2,0
254.63,432.73,255.2,0
375.24,395.2,61.27,0
328.52,386.13,284.27,0
527.93,388.8,91.6,0
515.42,409.13,90,0
536.36,438.8,105.73,0
500.47,436.87,105.33,0
514.69,423.8,161.27,0
507.67,427.47,161.6,0
539.65,433.13,90.53,0
416.44,426.87,101.93,0
451.29,434.67,169.6,0
397.69,419.93,55.93,0
358.45,442.87,129.87,0
370.32,439.53,147.93,0
375.72,426.8,204.93,0
382.59,415.33,206.2,0
432.23,415.13,205.53,0
422.22,424.2,201.8,0
329.16,414.6,280.73,0
340.06,410.47,278,0
524.43,397.4,98.07,0
487.85,387.67,113.13,0
477.26,385.33,112.2,0
525.04,376.6,194.67,0
425.15,378.13,192.6,0
483.55,418.53,193.67,0
482.05,417.87,187.07,0
479.12,360.27,99.8,0
497.07,370.73,102.73,0
404.95,392.27,162.67,0
404.69,392.67,172.73,0
410.66,392.8,207.33,0
412.37,388.2,311.27,0
466.79,394.4,172.07,0
504.51,395.8,179.47,0
526.6,408.2,170.87,0
535.12,402.8,250.67,0
492.7,382.2,242.33,0
446.25,362.33,95.07,0
524.83,386.87,159.6,0
530,382.73,139.8,0
545.48,387.33,75.67,0
545.72,386.13,77.67,0
533.28,387.33,82.8,0
455.96,395.73,96.13,0
408.99,393,59.07,0
413.52,384,113.4,0
371.52,356.4,266,0
384.15,351.33,263.4,0
505.82,398.8,165.07,0
527.82,403.73,141.27,0
555.67,403.13,103.67,0
547.72,401.87,104.53,0
528.24,398.93,11.07,0
522.03,399.47,10.87,0
494.77,400.93,58.47,0
479.58,396.27,180.13,0
439.62,393.13,176.13,0
443,393.4,175.93,0
491.59,396.13,202.53,0
407.1,381.27,4.6,0
393.42,377.07,5,0
519.72,372.93,89.07,0
516.3,369.27,85.93,0
526.47,368.93,86.47,0
520.48,367.33,86.13,0
553.47,389.33,99.33,0
590.73,422.2,9.47,0
604.98,402.53,9,0
537.84,380.07,66.07,0
479.87,399.07,26.13,0
473.13,392.4,65.73,0
428.35,404.73,147.2,0
426.59,403.93,129.73,0
396.2,404.73,129.4,0
393.25,407.4,129.33,0
423.86,373.27,178.93,0
577.63,368.73,105.13,0
563.98,364.13,100.73,0
588.23,371.6,9,0
561.77,448.67,9.33,0
544.6,406.27,79.27,0
572.22,396.67,96.2,0
535.7,397.53,96.33,0
562.37,401.47,96.13,0
583.24,407,30.67,0
443.51,405.4,62.07,0
392.56,421,175.47,0
464.51,426,204.33,0
324.97,429,98.8,0
423.26,361.87,204.33,0
444.47,370.53,203.87,0
418.53,428.27,201.07,0
400.46,419.67,199.73,0
389.03,411.4,199.07,0
532.28,409.07,143.33,0
560.99,406.73,82.2,0
578.24,407.33,80.2,0
580.34,409.87,52.53,0
579.19,410,92.13,0
579.41,408.87,90.13,0
556.51,407.53,87,0
619.47,412.8,86.47,0
468.33,420.33,47.6,0
303.02,391.2,6.6,0
344.32,431.27,137.4,0
382.19,432.13,136.2,0
398.93,430.73,135.4,0
403.25,428.67,137.93,0
336.11,410.27,202.47,0
493.64,405.27,120.73,0
502.25,391.87,198.2,0
483.17,401.27,115,0
495.5,401.2,116.2,0
462.68,402.2,116,0
396.38,428.4,232.4,0
419.44,437.4,6.2,0
481.5,425.6,55,0
533.25,429.13,49.47,0
489.02,430.13,47.07,0
485.66,403.4,78.73,0
455.47,402.87,84.87,0
415.3,404.8,87.47,0
393.96,412.13,7.13,0
364.12,410.53,6.4,0
372.06,408.47,6.13,0
365.1,412.47,6.33,0
364.5,411.8,6.53,0
382.66,411.87,60.47,0
375.16,407.93,163.93,0
383.84,406.13,204.27,0
413.49,406.6,204.67,0
406.07,407.4,205.33,0
538.38,425.6,122,0
555.25,421.73,117,0
576.63,418.6,115.93,0
555.95,418.93,115.93,0
565.45,419.67,59.4,0
551.52,421.07,9.8,0
380.93,400.2,19.4,0
387.16,396.87,6.2,0
377.96,418.33,59.4,0
394.01,399.93,58.27,0
380.42,390.13,56.07,0
356.42,383.27,56.67,0
421.89,408.67,12.27,0
411.62,399.53,207.27,0
413.03,360.4,12.67,0
426.38,368.07,12.13,0
478.69,366.47,178.87,0
481.1,361.13,103.47,0
580.99,420.2,96,0
508.64,396.13,196.67,0
508.83,395.47,195.93,0
513.4,407.4,83.4,0
384.65,404.2,197.53,0
406.8,407.87,185.73,0
575.97,433.2,97.73,0
539.82,407.13,95.93,0
419.55,403.67,6.73,0
419.45,411.47,6.4,0
414.65,412.13,11.87,0
376.28,405.4,91.73,0
408.34,416.4,127.27,0
544.98,420.6,11.27,0
512.46,416.8,16.2,0
425.34,404.53,255.53,0
382.51,400.8,252.6,0
528.55,409.33,109.27,0
420.24,404.93,82.53,0
412.87,418.4,6,0
387.43,435.93,129.47,0
373.97,414.2,137.27,0
362.47,404.33,136.47,0
452.27,408.4,103.13,0
468.4,411.8,129.6,0
353.91,405.47,204.33,0
522.56,399.73,173.4,0
553.74,397.27,139.13,0
522.15,417.33,90.87,0
499.04,421.2,10.53,0
458.04,421.27,8.07,0
534.01,431.93,10,0
608.6,444.53,196.93,0
604.23,444.93,195.8,0
603.77,446.4,196.47,0
494.18,383.8,9.67,0
408.83,384.47,8.4,0
383.61,389.4,8.87,0
393.42,393.4,5.4,0
372.9,391.87,6.13,0
276.61,430.4,6.4,0
338.67,414.27,6,0
341.37,413.07,7.53,0
302.11,406.4,232.47,0
320.98,405.13,311.47,0
381.54,409,251.13,0
351.61,409.13,257.07,0
318.29,417.53,319.4,0
340.3,420.27,162.53,0
516.36,417.8,161.27,0
509.59,406.8,85.67,0
500.66,405.07,85.53,0
485.14,404.8,86.13,0
498.67,406.87,88.13,0
472.06,424,151.73,0
368.96,428.8,156.53,0
457.82,428.6,154.2,0
326.2,401,38.47,0
342.24,405.13,41.67,0
337.39,402.4,62.47,0
356.74,404.93,61.6,0
295.5,402.13,5.87,0
360.02,406.73,6.13,0
325.73,405.4,6.2,0
331.48,424.2,6.8,0
360.82,423.4,6.6,0
387.58,427.87,7.27,0
347.63,349,261.13,0
445.04,422.33,251.6,0
494.66,439.13,115.67,0
517.08,435.13,113.47,0
495.5,412.2,111.93,0
529.89,415.8,113,0
531.31,415.33,9.6,0
520.74,418.27,9.13,0
483.07,423.67,85.6,0
427.27,414.47,71.67,0
431.12,416.67,61.93,0
431.02,418.4,66.33,0
425.64,420.4,64.87,0
346.91,415,192.47,0
369.39,414.47,198.47,0
378.98,304.27,223.33,0
378.42,411.33,284.87,0
367.69,417.27,285.93,0
452.6,431.87,155,0
464.3,432.47,153,0
489.76,430.2,153.53,0
483.97,426.13,151.33,0
489.03,422.4,150.6,0
469.99,419.27,150.2,0
481.26,419.33,149.93,0
471.98,419.8,149.87,0
472.83,402.87,152.27,0
497.31,401.67,149.6,0
507.28,403.93,150.53,0
503.6,406.67,151.13,0
438.43,401.07,131.87,0
427.35,399.13,132.4,0
301.76,384.47,6.67,0
306.54,384.53,7,0
327.15,391.6,7.2,0
456.56,388.67,231.4,0
422.06,390.2,163.67,0
368.73,387.93,165.47,0
341.73,405,345.93,0
350.44,405.73,357,0
523.32,417.53,93.53,0
546.55,413.47,69.93,0
514.88,410.6,69.4,0
515.32,413.33,80.4,0
475.32,395.27,77.2,0
446.34,397.73,114.8,0
513.55,394.13,109.13,0
440.41,396.27,101.07,0
427.32,396.4,105.53,0
394.73,397.67,159.87,0
392.07,396.4,157.73,0
330.33,396.73,160.87,0
333.99,398.13,160.67,0
361.98,399.4,142.33,0
457.91,392.47,143,0
420.52,397.73,201.6,0
418.36,396,201.47,0
342.81,386.73,251.6,0
463.03,406.87,132.8,0
447.2,382,99.07,0
435.95,395.53,8.87,0
417.54,394.8,9.53,0
477.75,373,123.47,0
494.8,354.27,116.67,0
468.13,356.93,119.4,0
424.78,398.2,119,0
393.33,427.87,121.2,0
404.36,426.4,122.6,0
441.18,423.93,203.07,0
466.42,411.67,109.33,0
421.16,391.6,161.13,0
426.18,390.13,206.87,0
434.92,385.6,205.73,0
431.82,385.93,204.87,0
536.78,383.87,121.6,0
519.98,368.73,133.93,0
507.76,368.53,131.87,0
527.45,366.87,109.47,0
485.68,370.07,109.13,0
257.87,388.27,347.93,0
386.15,413.4,151.47,0
476.77,440.33,185.67,0
482.31,424.47,182.53,0
475.11,398.47,182.67,0
551.74,398.53,174.27,0
445.34,393.8,186.73,0
412.57,397.93,185.13,0
419,396.47,5.93,0
458.51,397.2,11.07,0
460.56,394.47,124.4,0
405.87,394.47,207.67,0
399.91,391.73,206.93,0
513.41,384.27,181.53,0
508.34,404.13,124.07,0
501.6,401.6,140.6,0
520.09,420.07,140.4,0
519.42,446,137.2,0
505.86,404.87,159.27,0
584.4,399.93,9.67,0
533.03,395.2,14.27,0
471.72,389.27,195.07,0
404.03,389.53,126.93,0
409.43,388.6,125.87,0
454.27,397.33,8.2,0
394.87,399.2,9.13,0
404.1,393.87,128.67,0
401.62,391.87,126.07,0
399.38,396.6,8.2,0
412.57,401.4,8.47,0
497.62,388.4,205.67,0
534.77,404.07,158.53,0
545.32,400.73,92.53,0
516.78,408.13,83.8,0
537.27,414.73,82.4,0
447.35,419.8,178.8,0
458.25,420.13,179.6,0
455.89,420.8,178.93,0
441,408.13,107.67,0
440.67,407.4,109.2,0
413.66,395.6,171.33,0
395.74,432.8,169.07,0
400.64,430.87,245.27,0
423.64,417.6,127.27,0
432.29,408.2,258.8,0
438.05,409.93,254.53,0
429.76,409.4,185,0
430.36,410.47,184.87,0
425.36,438.53,183.6,0
410.66,437.27,183.6,0
403.72,433.27,56.4,0
565.56,412.2,90.93,0
430.9,428.8,144.27,0
484.56,423.27,9.33,0
428.09,418.87,100.53,0
444.25,427.67,7,0
393.31,442.53,127.27,0
387.59,444.8,129.6,0
403.08,443.13,127,0
411.72,442.13,80.2,0
441.91,447.07,90.67,0
434.32,444.6,158.07,0
434.11,439.6,157.6,0
400.89,427.2,201.73,0
510.12,418.47,198.67,0
541.28,425.73,7.4,0
549,416.93,122.73,0
492.26,422.47,109.53,0
349.91,431.6,184.53,0
437.13,415.6,198.8,0
478.38,419,198.93,0
607.07,422.6,7,0
568.61,426.93,8,0
550.57,428.47,7.2,0
489.34,428.13,7.27,0
493.69,428,7.27,0
488.2,424.73,99.47,0
467.35,410.93,98.93,0
426.27,400.67,122.6,0
408.31,400.53,170.07,0
408.52,438.53,241.47,0
422.39,439.6,184.4,0
456.32,441.33,183.6,0
448.26,437.27,127.53,0
431.35,415.2,247.47,0
412.76,425.93,188.93,0
595.31,428.73,7.2,0
580.5,428.73,6.93,0
568.66,429.73,7.33,0
549.03,427.93,7.6,0
563.49,423.33,52.4,0
538.37,422.2,71.67,0
572.81,428.13,7,0
577.5,428.73,6.87,0
596.97,431,6.67,0
588.45,429.6,7.13,0
460.3,406.33,155.67,0
455.23,410.6,155.13,0
467.76,407.33,156.8,0
588.29,423.4,7.6,0
514.8,423.27,7.47,0
494.81,420,7.53,0
482.63,422.07,41.93,0
474.31,422.67,44.67,0
567.34,425.67,18.93,0
573.46,424.93,7.13,0
565.85,426.07,6.87,0
541.22,422.67,62.73,0
556.69,421.13,146.07,0
591.97,418.47,116.53,0
603.44,419.2,112.47,0
579.29,445.47,7.07,0
576.15,441.07,6.8,0
570.86,440.27,6.6,0
547.17,434.6,61.87,0
505.89,424.73,96.33,0
502.49,425.13,93.73,0
516.63,420.47,107.47,0
592.82,409.13,6.73,0
603.74,411.6,7,0
580.62,419.67,6.8,0
574.35,415.93,6.93,0
546.36,416.13,55,0
482.33,406.33,183.13,0
499.87,430.2,7.6,0
416.39,428.13,151.47,0
423.15,428.47,150.8,0
430.07,427.47,193,0
454.81,423.6,6.87,0
501.85,424.27,8.13,0
504.6,419.67,8.2,0
447.23,409.8,203.47,0
454.52,409.53,201.67,0
586.24,433.6,89.53,0
495.02,424.13,108,0
488.01,415.93,134.33,0
477.95,414.33,132.6,0
494.95,417,139.6,0
495.27,413.07,151,0
316.01,416,179.47,0
413.32,418,182.67,0
432.18,387.73,7.2,0
481.71,390.33,7.67,0
560.76,409.33,7.4,0
474.29,422.13,7.8,0
431.7,432.07,8.13,0
418.67,434.8,93.73,0
423.46,418.27,90.13,0
412.92,419.47,89.73,0
411.43,421.13,90.13,0
421.27,417.73,101.8,0
414.62,415.6,192.53,0
423.27,414.87,192.4,0
435.1,418.13,192.67,0
426.38,417.27,192,0
534.13,441.87,98.2,0
421.05,433.67,199.13,0
483.47,430.53,193.13,0
550.85,428.13,7.8,0
563.11,421.2,106.13,0
547.3,423.4,56.73,0
564.24,421.4,110,0
572.47,430.13,17.27,0
569.75,424.87,7.07,0
435.31,418.07,201.33,0
431.28,416.93,205.8,0
435.41,419.13,205.07,0
442.19,419.93,203.53,0
434.33,419.4,203.2,0
395.77,418.47,201.93,0
369.7,415.2,202.07,0
391.67,417.6,262.2,0
406.53,415.87,262.07,0
416.86,417.2,194.67,0
447.25,416.4,172.73,0
440.83,421.6,123.8,0
424.52,417.73,188.07,0
504.94,405.6,140.53,0
481.46,400.27,136.73,0
481.54,398.8,137.4,0
472.88,398.2,135.93,0
473.01,400.53,136.87,0
484.77,403.13,139.07,0
467.16,398.47,136.93,0
531.88,401.47,135.33,0
548.86,423.87,85.53,0
515.41,421.93,84.93,0
493.92,421.67,85.87,0
457.85,421.53,89.73,0
437.21,421.73,95.6,0
413.13,423.4,95.47,0
441.49,427.67,22.07,0
431.13,394.47,6.4,0
425.52,394.73,201.87,0
442.09,426.73,202.2,0
452.63,430.87,111.87,0
385.34,401.2,202.2,0
543.09,392.07,91.4,0
503.13,444.2,91.6,0
528.59,427.13,92.73,0
545.82,423.87,94.67,0
402.89,390,196.67,0
518.74,404.13,94.93,0
433.23,411.4,5.4,0
434.08,414.53,5.73,0
439.65,417.6,75.87,0
438.37,420.67,168.53,0
390.91,421,227.07,0
415.07,420.33,205.53,0
439.07,419.27,205,0
512.64,410.07,100.07,0
502.13,407.27,98.13,0
494.31,407.53,98.67,0
485.98,405.13,97.27,0
385.45,382.67,342.07,0
399.19,386.6,364.73,0
445.51,409.27,199,0
561.57,415.6,85.13,0
583.05,424.13,6.8,0
577.75,426.4,7.47,0
458.87,416.07,154.67,0
452.6,415.87,154.07,0
427.1,419.8,157.07,0
466.4,417.87,201.13,0
471.68,417.73,200.33,0
417.76,415.53,199.47,0
415.89,415.2,205.6,0
457.88,415.8,205.33,0
486.34,417.6,205.4,0
460.92,421.6,126.87,0
451.66,421.07,126.53,0
421.62,416.47,206.87,0
503.28,414.2,153.87,0
538.98,407.67,94.73,0
502.52,406.87,94.33,0
520.06,407.2,95.33,0
534.55,410.07,97.07,0
523.99,408.47,116.33,0
550.62,408,124.87,0
557.86,410.2,102,0
421.44,408.73,181.2,0
397.94,411.13,201.13,0
594.83,422.07,7,0
576.56,422,6.67,0
563.14,420.87,7.13,0
503.99,415.93,104.47,0
481.82,438.47,114.07,0
442.51,437.53,196.73,0
432.61,434.53,195.07,0
415.07,435.47,194.2,0
407.88,421.73,377.27,0
506.94,410.87,240.87,0
503.01,394.27,308.8,0
496,429.13,306.67,0
460.04,434.27,301.93,0
495.63,447,301.4,0
498.01,443.27,302.27,0
472.1,446,305.27,0
472.89,400.27,354.8,0
373.66,461.53,249.07,0
457.39,423.33,164.8,0
562,415.67,90.4,0
553.91,428.2,46,0
537.67,422.87,92.4,0
531.47,425.87,95.47,0
512.23,425.8,95.67,0
513.72,416.47,128.47,0
462.06,413.4,164.2,0
474.85,417.07,165.53,0
429.49,412.93,34.8,0
381.98,396.67,314.53,0
532.11,404.47,98.47,0
483.06,401.53,97.53,0
473.51,397.13,93.2,0
460,398.27,95.07,0
469.2,417.8,155.73,0
463.5,449.33,194.33,0
472.99,449.4,194.47,0
468.77,446.93,193.2,0
454.83,445.2,192.73,0
410.17,451.67,194.13,0
357.46,391.07,273.4,0
429.59,391.67,175.13,0
462.21,403.2,134.4,0
478.1,404.27,135.33,0
499.02,410.33,139.07,0
474.35,413.47,138.93,0
476.64,418.47,97.13,0
461.74,416.13,120.4,0
449.16,418.2,123.4,0
443.01,412.27,159.6,0
481.08,412.33,158.6,0
494.86,414.2,101.27,0
496.78,412.67,160,0
469.81,409.13,158.8,0
443.05,413,128.73,0
439.17,411.4,125.53,0
449.86,409.73,158.87,0
462.26,413.93,159.33,0
496.19,413.87,187.13,0
548.2,418.4,97,0
518.72,424.47,7.53,0
479.03,409.2,149.6,0
521.54,396.8,178,0
519.87,422.53,321.6,0
518.74,428,259.8,0
502.58,428.6,260.13,0
593.16,433.67,204.33,0
409.68,439.73,185.27,0
639.74,414.27,6.73,0
519.95,410.07,110.67,0
476.92,413.2,113.73,0
541.39,414,113.27,0
534.27,412.07,111.27,0
499.64,411.27,110.47,0
489.57,413.87,112.13,0
431.15,399,110.47,0
431.35,395.93,147.87,0
472.29,395.73,170.53,0
514.77,403.47,95.93,0
513.55,403.8,97.13,0
503.16,419.53,97.8,0
446.21,421.93,203.87,0
483.22,416.67,202.33,0
509.36,414.8,200.8,0
519.73,413.33,188.6,0
449.37,439.13,183.4,0
458.51,434,181.67,0
464.92,432.13,179.87,0
475.09,412.33,133.4,0
405.72,382.33,143.33,0
584.32,398.07,65.47,0
616.83,406.53,6.47,0
600.59,404.87,6.73,0
544.18,410.6,7.13,0
494.48,404.2,168.4,0
497.97,405.33,167.67,0
539.28,445.73,132.27,0
539.76,440.27,7.47,0
513.36,430.8,5.93,0
443.36,425.4,204.93,0
452.38,425.4,205,0
436.43,425.73,204.6,0
440.57,425.2,305.47,0
383.97,421.8,166.47,0
524.23,413.93,116.67,0
534.81,422.53,111.67,0
416.38,436.87,200.33,0
597.16,454.67,6.93,0
549.46,441.13,6.73,0
516.43,426.8,144.07,0
552.1,427.4,142.6,0
575.91,428.67,138.87,0
562.61,434.93,7.2,0
438.49,409.8,145.27,0
451.83,413.33,147.47,0
466.13,412.27,173.33,0
436.36,424.8,173.87,0
513.24,434.6,310.07,0
506.4,444.33,275.93,0
508.34,447.07,279.6,0
500.31,443,283.47,0
426.25,430.47,355.4,0
461.88,423,352,0
316.09,457.07,136.07,0
501.6,455.6,139.4,0
617.11,454.2,137.73,0
566.31,467,7.2,0
561.65,362.27,6.4,0
528.19,369.27,6.47,0
514.31,398.4,144.53,0
517.25,422.4,206.67,0
487.68,442.47,114.13,0
501.86,443.13,159.53,0
455.24,442.27,109.53,0
467.85,443.07,131.93,0
450.99,404.33,157.4,0
458.79,406,191.8,0
463.63,408.33,106.33,0
487.99,407.4,153.07,0
456.81,415,360.53,0
524.87,428.6,288.2,0
485.79,432.53,116.07,0
475.82,436.27,118.27,0
632.86,450.07,6.67,0
636.02,452.6,6.2,0
615.4,451.33,6.73,0
585.19,451.47,6.67,0
564.48,448.33,7,0
562.57,448.73,7.2,0
571.61,416.4,89.07,0
587.82,416.53,117.93,0
581.6,423.6,6.53,0
587.36,425.2,6.87,0
563.02,420.07,102.6,0
481.94,420.33,121.47,0
486.76,421.27,135.33,0
460.51,421.53,151.6,0
511.45,432.6,107.33,0
514.61,432.73,106.53,0
579.38,436.53,76.4,0
572.71,436.33,77.87,0
515.69,446.07,119.87,0
549.33,432.2,330.53,0
556.67,432.07,275.2,0
514.35,411.4,238.6,0
459.35,451.2,194.53,0
385.32,454.93,194.2,0
342.73,459,195.87,0
407.13,461.27,197.53,0
446.99,461.27,197.33,0
624.84,435.67,6.53,0
600.92,438.73,6.53,0
602.27,442.47,6.8,0
580.04,434.27,111.6,0
591.59,436.73,6.93,0
584.38,439.47,6.93,0
575.57,434.2,7.67,0
539.94,430.07,112.33,0
615.19,443.27,30.6,0
575.09,438.8,7.13,0
522.66,439,37.2,0
515.49,436.8,119.4,0
543.47,430.8,85.27,0
492.9,434.4,139.2,0
467.21,426.33,159.13,0
336.31,430.53,172.13,0
418.6,432.27,196.4,0
486.7,433,197.47,0
571.89,438.13,94.67,0
588.83,437.73,6.67,0
612.22,440.87,6.53,0
569.05,425.47,6.73,0
561.43,422.33,7,0
575.71,452.47,6.93,0
535.28,445.93,78.47,0
500.31,446.8,90.27,0
463.47,439,286.27,0
552.2,425,319.67,0
563.66,423.27,300.93,0
499.84,431.13,282.47,0
514.88,428.73,314.6,0
530.68,426.13,308.73,0
519.53,427.73,307.4,0
539.86,431.33,306.87,0
504.54,444.13,245.67,0
550.82,455.87,83.27,0
595.97,454.47,7.07,0
631.16,470.67,7.4,0
641.26,467.47,6.87,0
654.4,432.8,209.6,0
567.43,405.73,83.27,0
596.26,452.07,6.87,0
583.06,444.2,83.13,0
570.51,442.47,83.87,0
544.94,443,83.47,0
497.73,440.53,83,0
519.95,447.27,85.2,0
596.55,450.8,38.67,0
591.43,446.47,67.33,0
586.86,449.33,70.93,0
501.11,420.93,314.4,0
493.5,429.4,306.6,0
529.23,429.87,262.4,0
515.92,444.33,135.6,0
571.8,448.07,97.2,0
582.13,449.6,98.73,0
628.36,468.13,139.53,0
600.84,457.07,7,0
607.84,458.4,6.47,0
602.68,455.07,6.67,0
554.46,391.4,34.8,0
548.23,385.2,102.2,0
563.28,395.47,7.07,0
580.93,463.73,101.33,0
569.82,460.67,95.2,0
551.42,459.6,86.2,0
533.15,460.73,82.27,0
523.46,434.13,97.27,0
570.73,433.8,94.47,0
590.35,442.27,7.13,0
580,422.53,97.93,0
480.92,408.13,276.73,0
551.52,426.13,274.4,0
539.1,427.73,260.53,0
560.44,428.47,263,0
537.92,427.33,264.4,0
526.67,451.93,278.33,0
541.92,449.8,300.2,0
564.26,455.67,304.73,0
480,447.53,110.6,0
618.67,450.07,83.27,0
622,410.53,51.93,0
616.92,412,69,0
535.69,447.27,106.2,0
570.82,454.07,66,0
494.77,454.47,41.93,0
415.34,418.27,229.6,0
535.98,422.47,177.6,0
533.86,439.33,132.27,0
550.8,421.6,279.27,0
533.1,426.27,295.07,0
589.38,445.8,6.8,0
504.74,431,17.47,0
505.84,425.53,207.13,0
569.76,429.13,101.27,0
569.23,429.87,100.6,0
582.07,431.13,37.33,0
501.23,431.6,68.2,0
474.6,429.27,101.4,0
466.89,432.2,177.27,0
488.51,431.6,177.47,0
585.74,444.2,7.6,0
565.88,441.33,7.2,0
552.6,433,103.73,0
514.81,426.47,196.67,0
583.99,410.87,256.2,0
587.83,413,240.67,0
550.43,446.53,262.07,0
579.84,444.13,259.53,0
532.69,439.07,145.33,0
520.23,419.8,113.73,0
544.84,419.73,113.73,0
610.38,434,7.53,0
709.03,433.53,155.2,0
696.97,437.6,151.93,0
692.35,438.6,151.07,0
593.6,415,130.47,0
509.34,424.33,101.4,0
536.61,440,101.93,0
529.41,441.13,102,0
476.6,439.27,207.27,0
473.5,438.4,206.67,0
602.54,440.6,7.27,0
522.62,436.67,7.87,0
494.76,421.33,298.4,0
600.18,416.93,289.53,0
533.15,439.8,251,0
548.99,436.07,251.53,0
481.37,421.8,274.67,0
502.23,437.13,192,0
563.72,439.93,163,0
519.26,449.53,7.73,0
616.39,443,7.33,0
597.56,447.07,6.6,0
590.34,462.27,74.87,0
571.61,455.8,29.73,0
572.5,454.93,7.4,0
565.93,455.33,7.27,0
560.54,436.47,71.6,0
590.51,417.8,8,0
466.5,414.13,205.13,0
577,462.4,7.6,0
588.51,425.6,166.8,0
456.02,428.4,146.4,0
464.84,427.73,185.2,0
488.57,442.4,83.93,0
604.51,442,7.07,0
593.31,433.13,7.07,0
595.54,435.67,7.13,0
580.56,436.67,7.4,0
577.65,429.13,45.33,0
575.25,429.47,90.2,0
513.99,433.13,45.53,0
457.3,432.13,8.4,0
446.55,430.8,8.67,0
443.33,435.27,72.73,0
550.22,434.33,205.6,0
539.05,436.33,136,0
431.24,432.53,119.53,0
449.43,419.8,258.2,0
574.37,442.27,225.87,0
593.86,438.4,222.07,0
583.72,437.6,219.93,0
560.95,434.4,216.53,0
561.81,440.4,226.07,0
610.31,429.27,66.93,0
647.69,426.93,66,0
695.71,440.67,146.93,0
561.98,419.53,120,0
518.59,423.53,124.53,0
486.58,421.27,122.73,0
435.81,423.2,176.67,0
442.91,423.27,176.8,0
454.07,424.93,181.2,0
512.24,436.8,114.13,0
526.1,439.8,76.87,0
547.67,442.8,38.93,0
620.15,406.6,200.53,0
558.69,412.4,197,0
582.55,439.07,196.4,0
555.41,450,195.8,0
541.15,450,195,0
549.72,446.8,235.8,0
552.99,430.27,284.13,0
557.32,416,310.93,0
558.78,435.07,307.47,0
563.64,460.53,7.6,0
686.53,423.47,114.6,0
632.05,420.93,61.27,0
545.94,414.53,98.6,0
590.52,420.8,103.73,0
548.84,433.53,8.73,0
541.14,436.53,8.53,0
460.61,428.13,205.87,0
471.59,436.67,205.4,0
492.85,433.2,306.87,0
534.09,432.73,307.53,0
534.63,435.47,306.27,0
591.09,435.73,265.33,0
599,436.6,245.07,0
540.2,426.47,219.33,0
515.11,416.87,249.93,0
617.82,460.2,199,0
612.8,455.47,198,0
600.06,446.87,197.93,0
604.65,434.87,197.73,0
600.96,435.87,198.6,0
572.23,427.07,196.33,0
596.69,433.53,196.8,0
605.54,434.27,198.13,0
609.26,434.33,197.13,0
647.72,437.93,197.53,0
624.93,436.6,87.8,0
690.37,421.93,7.27,0
664.42,438.33,150.8,0
669.12,443,150.53,0
572.45,423.93,149.73,0
482.02,439.33,96.27,0
510.02,443.8,66.73,0
488.17,443.53,10.13,0
532.41,440.8,102.27,0
547.98,441.2,103.27,0
560.22,441.8,103.27,0
601.61,448.67,53.27,0
621.27,443.47,86.73,0
