i_uiip,i_f,i_uiipu,truth
219.11,223.33,381.6,0
222,223.27,381.93,0
213.42,220.8,380.6,0
172.39,224.2,306.07,0
131.18,212.07,374.4,0
127.54,212.67,374.93,0
383.59,218.47,219.67,0
414.53,212.47,220.47,0
396.99,213.67,215.93,0
391.97,226.73,217.33,0
368.02,250.07,313.33,0
348.97,252.13,311,0
354.18,250.67,284.4,0
189.25,256.07,372.13,0
25.54,293.27,26.33,0
157.87,241.4,376.87,0
177.45,240.87,376.07,0
212.99,252.87,259.73,0
220.72,254.73,258.87,0
116.25,243.87,116.87,0
116.06,246.67,116.47,0
116.21,248,117.2,0
191.31,229.07,301.8,0
396.1,259.4,295.73,0
393.51,261.47,222.53,0
391.66,261.6,223.47,0
412,257,265.47,0
418.76,244.53,242.27,0
399.01,239.27,237.67,0
391.36,235.73,235.4,0
364.54,236.93,237.33,0
144.3,246.13,379.6,0
145.83,252,376.73,0
136.19,238.53,376.93,0
144.37,239.93,376.27,0
223.3,239.93,373.6,0
212.15,238.93,268.53,0
205.78,236.53,273.07,0
217.3,239.2,274.13,0
138.1,259.33,138.53,0
135.83,243.67,136.33,0
205.65,213.6,296.6,0
205.66,215,219.8,0
190.94,212.8,350.07,0
160.12,206.07,378,0
383.7,238.27,269.53,0
368.46,234,266.93,0
362.73,237.47,267.27,0
295.54,303.73,364.2,0
306.28,298,356.6,0
54.99,260.93,55.07,0
52.59,243.07,53.07,0
53.45,246.27,53.73,0
118.47,215.87,380.6,0
137.73,217.27,380.33,0
122.65,220.93,378.53,0
104.65,217.07,378.93,0
104.11,217.2,376.87,0
102.35,232.93,377.4,0
97.58,231.07,377.33,0
126.35,232.73,378.07,0
161.78,263.67,162.73,0
161.35,261.4,161.6,0
160.5,264.47,161.27,0
211.3,241.93,207.07,0
207.01,239.4,206.67,0
190.56,210.33,380.47,0
183.57,206.33,375.2,0
413.06,202,271.6,0
314.41,228.73,321.27,0
210.75,230.27,358.13,0
97.12,216.07,381,0
125.53,220,378.07,0
134.63,220.07,376.87,0
104.47,217.07,376.27,0
98.64,231.47,380.47,0
128.12,232.4,378.8,0
206.54,229.4,380.33,0
220.42,233.93,376.73,0
181.53,229.8,376.13,0
185.92,229.4,373.2,0
188.21,229.27,374.47,0
148.69,249.4,140.6,0
150.67,250.6,151.6,0
149.2,214.4,150.33,0
148.15,219.2,148.67,0
132.75,184.87,377,0
153.42,201.27,373.47,0
380.27,220.67,329.4,0
362.8,218.4,289.33,0
367.78,224.27,289.13,0
329.28,251.73,226.27,0
331.15,249.13,212.53,0
320.04,237.2,298.93,0
314.11,239.27,300.93,0
299.86,231.6,324.67,0
117.8,240.13,166.53,0
95.1,228.07,323.87,0
98.08,226.53,196.73,0
160.7,237.07,374.4,0
126.33,234.27,374.27,0
128.59,230.6,373,0
129.84,232.67,374.2,0
186.48,229.8,374.4,0
117.42,221,116.27,0
128.58,224.2,129.33,0
128.74,234,128.93,0
127.89,236.27,127.73,0
194.49,218.73,381.07,0
380.87,205.93,298.4,0
363.74,242.93,292.4,0
352.67,238.13,251.67,0
112.87,241.4,358.33,0
83.84,228.27,197.87,0
82.82,218.67,144.73,0
128.43,218.6,144.53,0
96.09,251.53,328.13,0
94.92,256.67,369.4,0
94.1,256.47,373.27,0
96.76,254.33,371.2,0
89.48,253.07,371.47,0
79.04,247.13,370.07,0
73.91,243.93,371.33,0
97.19,210.87,371.07,0
186.99,258.2,116.67,0
183.27,261.67,118.87,0
188.47,260.4,117.8,0
184.62,240.67,287.07,0
372.22,223.47,298.33,0
383.22,218.47,297.13,0
372.35,218.93,292.13,0
394.58,213.73,289.73,0
401.29,222.27,288.2,0
421.29,245.93,282.93,0
364.94,245.53,281.87,0
395.37,242.2,253.47,0
82.04,268.2,78.87,0
79.54,268.2,79.93,0
79.13,269.8,79,0
76.32,210.27,77,0
90.24,210.2,90.8,0
102.06,220.07,102.13,0
103.8,220.07,103.73,0
141.89,235.07,335,0
160.19,228.4,372.07,0
158.11,227.07,370.93,0
40.23,230.07,40.53,0
40.96,229.33,41.53,0
40.82,228.67,41.33,0
40.39,227.8,40.53,0
39.98,237.53,40.6,0
67.83,223.4,154.2,0
186.83,214.8,378.2,0
310.23,259.27,358.27,0
316.18,260.33,303.07,0
322.73,229.47,332.53,0
103.49,230.87,103.87,0
101.79,230.73,102.47,0
102.26,235.93,103.13,0
124.94,217.53,186.07,0
198.97,206.13,287.73,0
198.74,207.73,288,0
225.21,263.53,374.73,0
179.5,264,369.4,0
110.54,262.93,368.53,0
140.72,257.93,356.87,0
43.18,276,44,0
43.28,260.93,43.93,0
102.02,246.27,300,0
163.92,240.93,328.53,0
142.94,242.2,296.27,0
341.71,255.93,289,0
334.13,254.53,302.4,0
375.51,249.67,295.4,0
332.82,252.13,289.67,0
97.24,276.87,96.73,0
94.74,239.33,95.13,0
98.08,265.6,98.4,0
96.19,268.53,96.33,0
165.87,251.53,204.2,0
230.98,244.87,332.73,0
229.37,245.33,257.8,0
227.92,246.87,258,0
234.49,245.13,261.53,0
218.16,244.8,260.73,0
219.57,247.13,263,0
223.07,245.07,261.8,0
167.08,241.4,362.07,0
32.6,247.2,120.2,0
62.86,254.33,63.33,0
61.43,241.93,62.07,0
179.95,236.13,374.4,0
230.35,232.6,356.93,0
115.49,248.4,227.87,0
107.15,270.8,107.93,0
109.83,270.53,109.47,0
106.16,235.53,107.73,0
106.64,234.93,108.33,0
107.78,235.73,109.33,0
118.86,238.33,107.67,0
221.16,231.4,280.2,0
184.14,230,314.8,0
101.61,228.4,350.93,0
114.58,231.13,358.73,0
215.61,230.13,378.67,0
235.26,228.87,376.53,0
234.17,228.93,374.87,0
207.54,229.07,372.33,0
198.11,227.87,371,0
30.76,243.33,31.93,0
30.76,248.47,31.53,0
30.64,246.8,31.73,0
358.42,231.87,365.73,0
368.67,254.87,292,0
353.38,247.2,289.13,0
328.34,243.27,283,0
338.71,246.13,287.27,0
353.69,246.93,290.2,0
345.48,229.53,300.93,0
348.38,236.93,275.8,0
130.66,236.07,345.67,0
127.97,231.8,132,0
132.74,231.53,133.2,0
217.63,233.07,112.07,0
232.04,247.13,9.13,0
233.07,245.53,2.87,0
231.97,240.53,2.93,0
206.7,238.67,35.27,0
149.17,236.13,153.33,0
33.78,236.53,34.47,0
33.96,235.87,34.6,0
33.73,243.93,34.27,0
33.73,237.8,34.93,0
351.51,241.13,326.13,0
334.34,236.87,289.53,0
328.6,226.27,342.67,0
323.73,223.33,339.33,0
325.16,228.4,314.87,0
322.43,223.53,313.53,0
86.83,246.73,319.4,0
83.84,250.33,322.67,0
127.34,246,354.27,0
220.04,251.13,371.47,0
210.58,237.8,274.6,0
188.49,234.27,277,0
225.62,232.8,271.2,0
0,234.47,103,0
123.28,227.27,376.67,0
132.45,236.13,372,0
317.19,242.07,339.07,0
288.66,227.53,336.6,0
321.14,219.4,319.8,0
320.29,225.2,321.93,0
316.36,224.53,320.2,0
319.06,227.07,324.33,0
327.23,243.6,170.4,0
128.93,235.53,354.13,0
190.56,244.27,360.33,0
197.44,249.87,296.93,0
190.8,250.07,342.73,0
177.36,228.87,340.8,0
173.28,238.67,93.93,0
167.13,233.53,94.73,0
169.51,233.27,94.2,0
159.95,238.8,95.2,0
212.07,231.6,91.13,0
205.87,237,90.8,0
205.34,233.4,89.27,0
137.93,242.8,101,0
101.5,242.87,368.53,0
106.79,221.6,365.07,0
307.11,247.27,234.6,0
324.99,247.47,152.27,0
298.76,232.53,133.73,0
313.55,218.27,29.13,0
86.22,247.8,86.4,0
84.81,235.13,85.53,0
85.87,235.87,81.93,0
127.25,215,374.4,0
127.78,220.13,375.4,0
132.32,221.27,374.73,0
64.5,249.13,65.13,0
83.19,254.8,83.93,0
83.12,254.13,83.2,0
80.87,258.2,80.73,0
80.27,259.47,80.6,0
149.39,238.67,377.67,0
176.33,233.93,368.13,0
358.44,230.27,318.27,0
360.06,240.53,264.93,0
372.04,234.8,267.2,0
395.12,247.13,240,0
149.87,248.87,313.47,0
129.6,237.33,369.87,0
89.47,232.4,90.53,0
88.89,232.6,89.27,0
92.05,233.87,92.73,0
118.21,243.07,373.67,0
155.38,237.4,373.13,0
156.32,239,375.13,0
121.8,249.93,122.2,0
137.13,238.4,2.07,0
135.44,230.13,304.87,0
361.1,237.07,335.2,0
369.02,232.87,282.47,0
336.88,238.73,328.93,0
100.69,241.33,101.53,0
101,247.07,101.93,0
99.87,248.53,100,0
99.27,248.47,99.87,0
103.16,246,103.07,0
0.22,239.07,1.33,0
90.61,228.07,379.8,0
142,228.2,376.93,0
133.53,244.73,373.27,0
145.13,246.47,371.73,0
108.07,269.67,104.53,0
125.32,241.27,372.53,0
350.69,235.87,355.33,0
358.86,238.33,314.87,0
356.28,257.4,252.93,0
354.68,257,290.2,0
175.83,257.27,318.6,0
163.56,255.6,361.87,0
189.65,262.87,366.8,0
116.95,259.2,366.33,0
116.07,211.07,375,0
126.24,216.93,374.33,0
126.27,212.27,374.53,0
133.42,251,374.27,0
91.34,258.87,92.13,0
91.02,227.87,91.2,0
85.03,219.4,174.4,0
353.87,246.4,317.4,0
349.03,248.8,312.87,0
351.94,259.27,286.13,0
348,255,324.87,0
351.05,249.87,314.6,0
82.8,256.93,83.33,0
82.88,254.13,83,0
150.73,225.67,375.4,0
138.97,233.47,372.87,0
136.66,234.8,374,0
142.42,232.73,373.53,0
138.38,232.53,372.53,0
102.25,242.93,152.33,0
161.27,252.53,83.73,0
88.2,247.8,88.2,0
87.21,250.67,87.93,0
89.7,252.67,90.27,0
86.75,250.2,87.73,0
93.59,243,52.93,0
160.83,241.33,1.93,0
163.22,237.8,3.07,0
180.74,235,191.33,0
331.88,231.13,373.2,0
341.75,243.07,368.67,0
375.54,251.33,309.93,0
370.43,240.07,310.93,0
379.29,241.33,298.8,0
378.21,239.87,289.2,0
374.44,239.4,278.67,0
136.85,240.4,354.13,0
172.45,244.8,357.13,0
134.55,227,356.4,0
57.84,250.07,58.8,0
59.79,251.33,60.07,0
148.06,216.2,372.47,0
135.51,239.33,370.87,0
144.49,235.6,370.87,0
111.6,238.07,370.73,0
112.32,239.2,371.73,0
118.64,236.93,370.47,0
140.07,233.8,369.73,0
90.11,251.53,90.33,0
90.46,251.8,91.07,0
90.81,251.13,91.2,0
339.74,230.8,335.73,0
354.78,240.53,288.13,0
350.65,238.47,285.73,0
341.95,228.67,294.47,0
350.85,233.2,267.53,0
62.07,215.13,190.87,0
106.41,240.93,134.4,0
105.54,240.53,139.07,0
104.8,241.33,171.13,0
163.26,242.47,135.87,0
168.58,248.47,97.33,0
134.66,236.6,195.93,0
123.17,235.6,113.73,0
84.19,239,117.33,0
186.6,237.67,27.67,0
148.82,247.53,374.07,0
144.27,247.73,371.47,0
145.28,247.27,372.6,0
133.78,240.87,365.73,0
151.27,232.27,363.13,0
382.16,222.33,284.53,0
368.93,227.2,281.67,0
351.25,236.2,279.47,0
339.55,237.33,279.73,0
322.57,237.4,153.6,0
191.25,239.13,173.8,0
72.76,266.2,73.33,0
75.17,234.27,75.67,0
74,240.13,74.47,0
76.14,236.53,76.67,0
150.73,222.6,348.07,0
148.91,220.73,372.53,0
62.82,236.73,63.53,0
66.02,239.73,65.87,0
63.32,243.8,63.6,0
61.03,252.33,61.93,0
111.44,240.47,182.2,0
366.63,232.47,290.07,0
352.08,243.73,291.8,0
356.96,243.87,278.8,0
347.51,242.07,288.73,0
336.45,246.33,284.4,0
337.65,244.4,283.8,0
349.83,247.13,288.13,0
337.02,248.07,254.33,0
209.13,247.87,317.33,0
76.2,252.8,278.67,0
126.5,217.53,371.27,0
128.18,215.8,371.67,0
132.3,251.33,372.93,0
129.98,250.87,372.47,0
30.17,259.13,31.33,0
29.93,239.13,30.47,0
103.81,254.13,104,0
104.2,259.07,104.6,0
152.52,223.73,372.33,0
373.29,219.33,297,0
382.29,229.13,241,0
118.64,259.2,281.8,0
118.02,288.27,374.33,0
129.08,283.67,374.8,0
132.29,281.67,374.4,0
136.61,277.47,372.07,0
133.98,269.33,369,0
130.54,266.2,369.07,0
49.65,251.93,50.47,0
77.97,257.6,78.33,0
161.08,232.87,324.87,0
227.04,231.47,328.27,0
400.93,226.6,300.47,0
387.73,224.6,212.2,0
398.55,228.87,215.27,0
384.59,214,316.47,0
393.21,249.73,241.33,0
392.44,272.87,203.4,0
83.24,253.53,84.07,0
82.55,173.6,83.47,0
84.6,174.53,85,0
154.08,251.2,373.33,0
120.46,248.4,375.13,0
124.26,262.53,124.27,0
157.69,230.67,378.73,0
414.84,202.93,276.13,0
407.77,218,273.87,0
381.84,324.73,260.33,0
371.43,322.87,215.27,0
371.75,265.87,211.4,0
391.25,286.33,209.73,0
350.27,281,312.13,0
175.53,231.6,372.07,0
196.98,164.47,321.73,0
95.36,267.47,187.47,0
113.49,253.2,379.93,0
161.75,252.47,375.67,0
181.19,250.4,374.8,0
175.68,250.13,375.93,0
103.39,250.2,372.4,0
102.94,248.13,376.13,0
101.61,247.4,375.73,0
97.11,253.47,224.33,0
90.53,261.67,91.07,0
90.3,262.93,91.13,0
90.62,262,91.27,0
91.66,233.87,92.2,0
100.95,226.8,382,0
134.9,226.8,379.13,0
159.99,219.87,375.53,0
163.08,218.2,374.33,0
345.28,259.53,320.33,0
352.22,255.53,318.73,0
36.55,174.8,37.73,0
36.45,262,37.13,0
169.74,238.2,376.4,0
175.4,242.67,374.93,0
168.26,240.8,371.8,0
169.39,237.87,372.27,0
157.7,240.4,374.67,0
173.44,241.2,372.27,0
97.35,258.4,97.73,0
96.49,226.07,97.2,0
97.68,259.47,180.53,0
129.58,262.87,196.6,0
137.49,261.07,195.87,0
173.46,250.2,201.13,0
172.12,253.87,126.4,0
169.87,256.67,125.33,0
172.37,254.47,92.33,0
160.42,238.67,92.4,0
140.89,167.07,378.07,0
163.68,258.47,372.73,0
154.45,262.33,305.53,0
157.68,259.13,305.6,0
211.95,254.8,350.27,0
362.22,247.47,275.2,0
347.26,251.13,275,0
356.62,253,269.8,0
344.87,244.73,271.13,0
141.33,243.8,274.8,0
140.17,245.6,333,0
187.93,239.27,342.07,0
168.53,243.8,271.8,0
156.66,256.6,357.8,0
126.05,271.73,126.87,0
126,251.73,126,0
167.95,227.07,178,0
162.22,219.4,373,0
342.21,276,228,0
348.95,253.27,233,0
346.92,233.33,357.13,0
336.07,238.87,313.47,0
171.78,225.27,369.27,0
168.18,235.27,370.4,0
216.59,230.6,372.4,0
113.44,257.93,114.33,0
111.84,259.13,112.8,0
49.96,247.6,51.4,0
49.16,235.4,49.8,0
221.76,248.2,379.93,0
222.69,246.4,376.33,0
151.8,247.6,306.27,0
152.96,244.07,376.53,0
148.82,247.13,377.6,0
152.26,247.4,369.13,0
97.79,244,98.93,0
177.19,206.2,351.87,0
166.19,276.73,366.73,0
407.62,164.47,244.4,0
322.78,251.47,331.73,0
306.92,250.13,331.07,0
80.69,221,81.27,0
99.04,234.8,205.6,0
223.33,227.2,376.47,0
203.19,230.73,263.33,0
221.19,232.73,264.13,0
208.69,262.33,376.2,0
188.25,262.07,334.33,0
192.99,259.73,376.87,0
192.61,251.87,372.87,0
191.65,252.53,374.67,0
183.47,250.27,375,0
186.11,253.2,373.8,0
111,251.27,111.67,0
108.84,255.53,109.4,0
108.44,257.27,108.93,0
110.71,262.67,111.47,0
112.38,257.07,112.73,0
193.9,231.53,297.87,0
187.56,226.8,295.13,0
394.87,251.27,316.33,0
374.01,244.73,310.6,0
379.03,242.93,308,0
319.52,239.47,304.8,0
310.23,246.53,300.73,0
312.78,250.67,303,0
313.3,249,298.93,0
109.81,257.6,110.27,0
106.72,259.8,107,0
104.97,255.2,105.13,0
102.16,254.8,102.67,0
159.57,212.53,383.67,0
161.7,141,383.93,0
198.75,120,379.67,0
215.92,181.67,377.93,0
206.51,227.13,376.47,0
132.54,237.33,325.73,0
138.89,237.67,338.6,0
137.86,240.27,341.6,0
152.68,235.4,383.33,0
159.97,227.47,324.93,0
210.32,228.73,352.8,0
195.56,207.2,324.2,0
358.3,224.93,275.67,0
342.4,221.2,271.33,0
304.54,255.13,273.73,0
327.09,259.73,296.2,0
53.7,200.4,54.53,0
54.09,206,55.13,0
54.75,213.53,55.87,0
88.7,220.67,88.67,0
90.75,200.93,387.33,0
165.09,234.6,387.8,0
173.83,277.93,306.33,0
146.35,276.87,306.53,0
183.42,273.67,387.33,0
180.14,236.8,317.53,0
187.42,235.93,317.53,0
113.87,231.33,113.73,0
120.45,233.33,121.07,0
120.89,232,121.4,0
174.84,225.73,383.33,0
384.58,229.67,272.47,0
324.14,223.8,232.67,0
375.3,217.13,274.4,0
364.42,255.87,260.6,0
349.35,255.07,260.27,0
333.44,252.93,262.6,0
173.77,256.93,373.07,0
137,258.8,376.33,0
176.06,217.27,379,0
191.81,219.67,379.33,0
184.69,259.6,386.07,0
177.17,261.73,385.47,0
196.12,258,380.07,0
193.6,218.4,380.73,0
194.09,219.67,382.2,0
194.36,223.53,384.47,0
195.19,221.13,384.27,0
193.31,244.47,379.4,0
192.45,244.53,377.73,0
192.38,237.87,375.33,0
192.5,243.53,375.73,0
192.31,244.07,378.53,0
193.5,241.27,380.13,0
47.54,234.67,48.13,0
48.97,234.07,49.33,0
126.92,233.33,127.47,0
126.56,237.47,127.07,0
190.29,243.47,190,0
126.28,245.47,316.4,0
193.01,238.8,374.2,0
206.22,246.73,374.13,0
200.74,253.07,379.6,0
226.47,259.67,382.33,0
233.51,262.07,384.47,0
234.09,260.4,383.33,0
234.64,254.6,380.87,0
235.98,253.8,380.33,0
234.23,244.87,378.4,0
0,238.4,47.33,0
0,232.93,46.8,0
0,220.33,200.6,0
0,220.8,202.67,0
0,231.4,362.53,0
0,248.6,360.13,0
0,243,354.67,0
0,243.73,356.27,0
0,247.87,357.8,0
114.86,260.4,115.8,0
81.81,261.8,82.27,0
79.64,263.53,80.07,0
80.39,264.53,80.6,0
83.5,221.87,206.33,0
149.43,220.67,284.8,0
136.81,238.73,143.33,0
151.93,239.33,143.53,0
142.84,236,280,0
139.67,237.33,180.33,0
138.81,236.6,180.87,0
144.72,239.4,182.47,0
366.45,253.93,338.53,0
299.85,252.67,304.8,0
295.05,249.8,320.73,0
287.6,261.47,318,0
297.57,257.33,318,0
284.44,265.13,199.2,0
178.16,274.47,261.93,0
176.32,273.8,295.6,0
46.31,243.53,47.2,0
93.96,234.53,95.13,0
175.73,245.67,354.87,0
129.67,241.4,315.67,0
110.06,243.07,378.33,0
179.17,239.67,377.53,0
181.78,238.4,375.33,0
185.43,239.73,374.33,0
118.02,264.4,118.33,0
119.35,275.07,120.07,0
183.15,254.6,270.6,0
181.1,250.93,292.8,0
167.6,242.93,319.07,0
322.39,234.93,355.27,0
303.44,260.8,309,0
303.48,260.67,307.93,0
310.96,258.07,336.93,0
295.35,257.6,330.27,0
320.01,253.27,330.87,0
108.66,261.87,108.6,0
150.78,272.33,151.27,0
233.45,245.27,364.13,0
270.54,248.6,345.33,0
149.85,257.4,328.07,0
186.95,256.27,334.73,0
183.44,257.8,314.13,0
128.65,280.8,129.13,0
128.3,286.6,128.6,0
130.56,261.07,299.8,0
112.18,260.93,306.07,0
170.43,256,301.87,0
343.55,249.53,330.93,0
333.06,246.6,327.87,0
321.45,259.27,285.27,0
313,257.07,283,0
312.5,250,332.4,0
349.53,254.6,338.33,0
182.85,258.93,346.53,0
90.41,260.47,91.27,0
129.62,266.6,129.73,0
296.64,248.47,286.53,0
294.29,245.07,311.67,0
295.8,252.07,268.33,0
262.35,252,221,0
230.39,251.6,253.47,0
230.88,248.67,253.33,0
179.92,276.8,169.2,0
217.47,239.6,375.4,0
307.66,232.53,372.53,0
313.46,236.8,352.47,0
312.87,269.27,301.67,0
308.95,268.87,299,0
316.18,264.6,296.93,0
316.35,262.2,296.33,0
316.03,262.2,297.6,0
327.87,258.33,293.4,0
332.46,258.47,321.47,0
243.58,264.8,324.8,0
97.73,255.53,98.2,0
360.66,268.53,224.33,0
355.07,278,231.2,0
348.98,272.53,335.47,0
325.75,269.47,383.47,0
296.51,270.8,301.13,0
194.83,253.53,195.93,0
189.82,245.4,175.6,0
209.4,247.07,283.33,0
204.38,241,380.87,0
211.45,239.93,380.93,0
340.53,263.67,309.13,0
339.2,260.93,287.93,0
326.17,259.2,286.13,0
310.8,247.8,308.33,0
319.96,245.27,311.93,0
397.6,257.6,307.87,0
180.56,258.4,337.87,0
118.54,267.93,378.53,0
201.65,258.4,380.07,0
295.59,265.47,327.07,0
282.9,263,357.13,0
269.04,260.07,283.6,0
280.44,263.53,252.07,0
293.37,263.8,282.27,0
294.14,252.13,320.33,0
292.53,252.2,322,0
238.27,249.53,381.07,0
158.48,261.2,99.27,0
118.29,267.6,119.33,0
118.24,268.27,118.67,0
118.21,269.73,119.13,0
117.67,269.13,118,0
119.09,269.67,119.2,0
137.96,258,260.87,0
385.65,251.47,204.67,0
359.95,242,266.53,0
348.56,240.73,251.27,0
371.24,241.07,248.67,0
370.34,237.47,290,0
384.93,245.67,198.73,0
367.65,246.47,197.73,0
366.13,247.07,199.6,0
371.33,248.47,229.27,0
214.55,266.07,375.13,0
231.82,276.8,189.8,0
290.99,280.13,218.47,0
294.58,244,291.67,0
298.45,245.93,280.33,0
248.85,244.53,206.8,0
281.15,254.07,303.47,0
279.26,250.87,321.47,0
291.35,254.6,310.07,0
237.22,254.8,313.73,0
182.98,252.47,341.2,0
168.47,246.47,363.47,0
217.23,245.07,359.8,0
370.01,250.27,311.47,0
334.42,247.73,305.93,0
325.45,248,306.67,0
321.28,242.4,304.73,0
330.94,242.87,304.27,0
365.09,244.73,269.2,0
347.55,247.8,261.13,0
370.45,256.33,256.47,0
147.15,285.13,153.6,0
130.09,235.27,130.93,0
329.19,229.27,251,0
316.16,259.27,215.13,0
314.19,266.33,46.4,0
350.69,280.27,200.33,0
357.24,279.27,198.4,0
363.11,278.73,212.27,0
300.37,255.93,338.4,0
199.43,257.2,200.33,0
194.68,257.07,195.27,0
200.02,247.27,141.33,0
390.71,255.07,306.93,0
348.17,256.27,249.13,0
331.45,247.47,299.73,0
327.38,246.67,308.07,0
188.68,265.8,315.73,0
161.57,253.27,219.2,0
186.83,266.4,188.53,0
190.59,241.53,181.2,0
245.36,211.13,431,0
219.9,215.53,429.67,0
267.16,270.67,430.07,0
263.03,264.93,356.27,0
290.16,270.4,343.27,0
231.22,277.47,209.6,0
184.69,253.6,185.27,0
188.83,255.73,88.8,0
333.01,230.33,314.73,0
277.44,244.8,384.2,0
342.16,280.13,318.73,0
327.47,277.53,260.07,0
347.46,270.27,281.73,0
340.34,266.87,257.47,0
299.3,259.6,310.73,0
314.8,262.13,317.27,0
313.4,260,312,0
373.3,259.53,333.53,0
303.73,270.2,234.33,0
226.16,265.13,306.93,0
128.84,249.4,129.93,0
178.54,247.13,429.73,0
290.41,260.93,350.33,0
292.19,253.87,305.73,0
293.31,255.07,307.13,0
298.9,256.07,293.67,0
301.57,256.4,296.07,0
316.33,255.8,298.8,0
316.14,251.4,335.07,0
276.5,249.2,325.53,0
267.05,247,387.6,0
222.37,255.07,377,0
307.79,257.13,326.67,0
298.61,254.8,295.93,0
296.32,250.27,307.33,0
287.22,254.73,317.73,0
295.11,251.73,314.67,0
316.74,251.6,316.4,0
262.35,240.33,262.73,0
53.6,254.93,55.13,0
53.35,250.67,53.8,0
153.05,283.4,153.53,0
172.98,236.8,245.93,0
362.83,248.13,210.8,0
355.82,249.67,204.8,0
356.94,267.4,133,0
356.54,272.73,130.33,0
353.3,273.6,134.27,0
341.84,271.47,130.67,0
348.83,231.8,221.53,0
330.39,232.4,159.67,0
254.21,261.6,123.4,0
305.49,263.73,324.27,0
417.11,270.13,273,0
365.53,262.47,267.6,0
90.93,252.6,466.8,0
150.5,255.33,151.47,0
152.09,268.67,153.53,0
412.37,231.07,175.13,0
426.41,233.2,201.4,0
425.28,232.27,206.73,0
419.63,231.27,203.2,0
444.37,233.93,198.6,0
380.68,229.8,255.2,0
374.43,229.2,295.13,0
389.17,279.53,220.67,0
368.48,260.53,280.27,0
232.49,248,373.2,0
395.95,255.13,257.33,0
352.38,246.6,297.07,0
339.68,253,256.53,0
348.23,264.07,258.53,0
364.56,258.13,256.13,0
356.7,253.27,255,0
334.66,257.07,253.53,0
332.73,252.27,252.6,0
346.18,255.53,297.27,0
344.92,250.87,289.8,0
337.99,253.07,289.13,0
335.06,253.27,283.67,0
337.27,248.07,269.67,0
165.15,280.67,171.27,0
412.2,252.33,173.87,0
411.48,251,174,0
402.04,250.07,174.8,0
377.03,248,297.8,0
383.9,246.6,297,0
408.03,247.27,171.93,0
419.09,256,174.27,0
409.25,257.87,174.53,0
308.43,260.67,310.67,0
397.58,259.4,171.93,0
349.61,245.27,328.87,0
345.09,241.6,259.33,0
0,237,336.93,0
0,268,74.27,0
0,234.07,74.53,0
0,249,172.4,0
0,247.67,171.93,0
0,242.47,170.8,0
0,255,347.2,0
0,262.93,170.6,0
0,256.6,305.4,0
0,255.93,349.07,0
0,252.6,347.07,0
0,254.53,348.47,0
0,251.87,347.47,0
0,253.6,350.73,0
0,255.33,271.27,0
0,255.8,260.13,0
0,252.33,240,0
0,251,243.53,0
0,253.4,170.93,0
0,250.53,168.67,0
0,250.4,116.4,0
0,248.6,91.8,0
0,247.2,48.33,0
0,249.67,53.13,0
0,247.6,89.07,0
266.01,222.27,254.53,0
254.29,221.53,254.47,0
261.71,221.07,250.67,0
247.08,254.07,246.2,0
247.41,238.8,227.53,0
251.65,251.33,213.93,0
213.76,255.93,161.13,0
232.83,255.73,233.27,0
231.49,260.53,232.47,0
173.68,254.47,175.4,0
253.93,236.2,318.47,0
205.97,233.27,431.47,0
381.1,252.4,236.93,0
378.88,244.6,230.47,0
368.4,240.2,245.73,0
396.29,252.27,251.93,0
288.23,251.73,298.67,0
97.2,259.53,15.87,0
39.82,235.6,40.47,0
40.87,239.27,41.53,0
92.77,254.6,93.87,0
198.66,253.2,412.27,0
219.21,255.47,407.6,0
217.71,253.8,405.93,0
186.8,236.87,432.93,0
210.7,237.87,292,0
211.5,238.27,292.13,0
170.5,249.6,170.53,0
185.58,253.33,151.93,0
213.36,243.8,306,0
277.19,237.6,215.8,0
282.38,233.93,239.8,0
307.81,236.2,182.4,0
309.31,239.73,175.47,0
299.28,239.87,160.73,0
311.28,236.67,159.33,0
303,238.87,154.53,0
306.63,245.8,151.4,0
294.36,253.67,176.4,0
304.3,256.93,152,0
260.21,257.27,262.6,0
197.87,228.67,218.4,0
179.52,235.47,169.93,0
161.68,238.8,169.47,0
172.39,240.93,120,0
165.53,242.67,121.6,0
150.16,234.87,188.53,0
148.28,239.27,188.67,0
148.09,239.4,192.27,0
147.23,239,194,0
163.07,252.2,164,0
209.19,214.93,410.27,0
342.37,230.73,253,0
326.61,243.6,133,0
317.79,245.2,189,0
320.56,240.47,188.53,0
322.57,235.8,187.67,0
337.75,238.47,217.8,0
51.1,253.2,51.73,0
50.43,240.93,50.87,0
199.67,252.07,396.6,0
226.46,225.67,422.33,0
224.91,225.27,417.73,0
226.51,237.87,413.53,0
221.02,235.6,416,0
223.34,236,411.27,0
205.82,234.53,435.67,0
182.44,260,184.2,0
230.03,221.87,468.47,0
343.73,234.53,225.8,0
338.5,238.8,302.27,0
362.27,240.6,277.6,0
343.54,237.73,261.6,0
336.17,236.27,262.4,0
341.04,232.47,273.2,0
356.46,237.07,269.27,0
358.18,244.13,137.07,0
380.73,244.07,137.53,0
247.58,247.27,78.93,0
90.68,253.2,91.07,0
223.96,248.33,441,0
184.51,233.4,400,0
183.28,232.4,399.27,0
180.31,272.4,180.93,0
180.65,268.2,181.8,0
214.03,218.73,299.2,0
210.78,207.73,278.13,0
330,241.33,246.87,0
327.53,241.87,236.4,0
347.05,246.07,305.47,0
