month,day,hour,min,n_px,n_p
3,30,15,30,2.56,1.671
3,30,15,45,2.57,1.65
3,30,16,0,2.59,1.63
3,30,16,15,2.61,1.611
3,30,16,30,2.63,1.596
3,30,16,45,2.65,1.575
3,30,17,0,2.68,1.557
3,30,17,15,2.7,1.543
3,30,17,30,2.73,1.525
3,30,17,45,2.75,1.51
3,30,18,0,2.77,1.497
3,30,18,15,2.79,1.487
3,30,18,30,2.81,1.477
3,30,18,45,2.83,1.467
3,30,19,0,2.85,1.455
3,30,19,15,2.87,1.445
3,30,19,30,2.83,1.407
3,30,19,45,2.78,1.366
3,30,20,0,2.72,1.318
3,30,20,15,2.66,1.27
3,30,20,30,2.6,1.223
3,30,20,45,2.53,1.179
3,30,21,0,2.47,1.139
3,30,21,15,2.4,1.094
3,30,21,30,2.33,1.045
3,30,21,45,2.27,0.999
3,30,22,0,2.23,0.988
3,30,22,15,2.23,0.979
3,30,22,30,2.23,0.971
3,30,22,45,2.24,0.969
3,30,23,0,2.26,0.969
3,30,23,15,2.28,0.969
3,30,23,30,2.31,0.969
3,30,23,45,2.34,0.969
3,31,0,0,2.38,0.991
3,31,0,15,2.42,1.081
3,31,0,30,2.47,1.172
3,31,0,45,2.51,1.262
3,31,1,0,2.56,1.351
3,31,1,15,2.6,1.441
3,31,1,30,2.65,1.531
3,31,1,45,2.7,1.623
3,31,2,0,2.75,1.711
3,31,2,15,2.8,1.797
3,31,2,30,2.85,1.871
3,31,2,45,2.9,1.943
3,31,3,0,2.96,2.015
3,31,3,15,3,2.084
3,31,3,30,3.06,2.154
3,31,3,45,3.1,2.223
3,31,4,0,3.15,2.295
3,31,4,15,3.21,2.364
3,31,4,30,3.26,2.436
3,31,4,45,3.31,2.504
3,31,5,0,3.36,2.577
3,31,5,15,3.41,2.647
3,31,5,30,3.46,2.717
3,31,5,45,3.51,2.789
3,31,6,0,3.55,2.859
3,31,6,15,3.6,2.927
3,31,6,30,3.64,2.987
3,31,6,45,3.67,3.027
3,31,7,0,3.7,3.025
3,31,7,15,3.67,2.994
3,31,7,30,3.62,2.957
3,31,7,45,3.57,2.919
3,31,8,0,3.51,2.876
3,31,8,15,3.45,2.819
3,31,8,30,3.38,2.755
3,31,8,45,3.31,2.699
3,31,9,0,3.25,2.647
3,31,9,15,3.18,2.594
3,31,9,30,3.11,2.541
3,31,9,45,3.05,2.487
3,31,10,0,2.97,2.438
3,31,10,15,2.89,2.399
3,31,10,30,2.81,2.361
3,31,10,45,2.74,2.32
3,31,11,0,2.67,2.27
3,31,11,15,2.61,2.243
3,31,11,30,2.59,2.229
3,31,11,45,2.57,2.22
3,31,12,0,2.54,2.203
3,31,12,15,2.52,2.173
3,31,12,30,2.52,2.143
3,31,12,45,2.52,2.112
3,31,13,0,2.49,2.073
3,31,13,15,2.47,2.031
3,31,13,30,2.46,1.991
3,31,13,45,2.45,1.95
3,31,14,0,2.45,1.91
3,31,14,15,2.45,1.87
3,31,14,30,2.45,1.83
3,31,14,45,2.44,1.788
3,31,15,0,2.44,1.749
3,31,15,15,2.44,1.711
3,31,15,30,2.44,1.67
3,31,15,45,2.45,1.637
3,31,16,0,2.46,1.607
3,31,16,15,2.47,1.581
3,31,16,30,2.48,1.557
3,31,16,45,2.5,1.539
3,31,17,0,2.51,1.518
3,31,17,15,2.53,1.495
3,31,17,30,2.55,1.47
3,31,17,45,2.56,1.441
3,31,18,0,2.57,1.415
3,31,18,15,2.58,1.393
3,31,18,30,2.59,1.369
3,31,18,45,2.59,1.346
3,31,19,0,2.6,1.321
3,31,19,15,2.6,1.299
3,31,19,30,2.6,1.284
3,31,19,45,2.6,1.277
3,31,20,0,2.56,1.247
3,31,20,15,2.5,1.21
3,31,20,30,2.43,1.172
3,31,20,45,2.36,1.13
3,31,21,0,2.3,1.087
3,31,21,15,2.23,1.045
3,31,21,30,2.17,1.003
3,31,21,45,2.1,0.96
3,31,22,0,2.04,0.914
3,31,22,15,1.97,0.883
3,31,22,30,1.95,0.871
3,31,22,45,1.96,0.87
3,31,23,0,1.97,0.871
3,31,23,15,1.98,0.87
3,31,23,30,2,0.871
3,31,23,45,2.02,0.87
4,1,0,0,2.05,0.899
4,1,0,15,2.08,0.98
4,1,0,30,2.11,1.061
4,1,0,45,2.14,1.141
4,1,1,0,2.18,1.224
4,1,1,15,2.22,1.305
4,1,1,30,2.26,1.388
4,1,1,45,2.3,1.471
4,1,2,0,2.34,1.551
4,1,2,15,2.38,1.635
4,1,2,30,2.42,1.725
4,1,2,45,2.46,1.816
4,1,3,0,2.51,1.885
4,1,3,15,2.55,1.953
4,1,3,30,2.59,2.02
4,1,3,45,2.63,2.089
4,1,4,0,2.68,2.153
4,1,4,15,2.73,2.219
4,1,4,30,2.78,2.29
4,1,4,45,2.83,2.375
4,1,5,0,2.88,2.459
4,1,5,15,2.92,2.545
4,1,5,30,2.96,2.63
4,1,5,45,3.01,2.715
4,1,6,0,3.05,2.794
4,1,6,15,3.09,2.864
4,1,6,30,3.11,2.93
4,1,6,45,3.12,2.985
4,1,7,0,3.12,2.99
4,1,7,15,3.13,2.99
4,1,7,30,3.12,2.983
4,1,7,45,3.08,2.925
4,1,8,0,3.02,2.864
4,1,8,15,2.96,2.792
4,1,8,30,2.88,2.717
4,1,8,45,2.81,2.655
4,1,9,0,2.73,2.607
4,1,9,15,2.66,2.558
4,1,9,30,2.58,2.504
4,1,9,45,2.5,2.447
4,1,10,0,2.43,2.403
4,1,10,15,2.35,2.358
4,1,10,30,2.28,2.313
4,1,10,45,2.2,2.263
4,1,11,0,2.13,2.221
4,1,11,15,2.07,2.191
4,1,11,30,2.05,2.155
4,1,11,45,2.03,2.119
4,1,12,0,2.01,2.078
4,1,12,15,2,2.035
4,1,12,30,2.01,1.997
4,1,12,45,2.01,1.957
4,1,13,0,2.01,1.917
4,1,13,15,2,1.877
4,1,13,30,2,1.838
4,1,13,45,2,1.797
4,1,14,0,2,1.759
4,1,14,15,2.01,1.719
4,1,14,30,2.01,1.68
4,1,14,45,2.01,1.643
4,1,15,0,2.01,1.605
4,1,15,15,2,1.567
4,1,15,30,2,1.531
4,1,15,45,1.99,1.493
4,1,16,0,1.99,1.455
4,1,16,15,2,1.42
4,1,16,30,2.01,1.385
4,1,16,45,2.01,1.348
4,1,17,0,2.03,1.312
4,1,17,15,2.04,1.289
4,1,17,30,2.06,1.268
4,1,17,45,2.08,1.249
4,1,18,0,2.1,1.23
4,1,18,15,2.11,1.215
4,1,18,30,2.13,1.198
4,1,18,45,2.15,1.182
4,1,19,0,2.15,1.165
4,1,19,15,2.16,1.147
4,1,19,30,2.16,1.121
4,1,19,45,2.16,1.101
4,1,20,0,2.15,1.079
4,1,20,15,2.15,1.058
4,1,20,30,2.14,1.033
4,1,20,45,2.11,0.993
4,1,21,0,2.05,0.962
4,1,21,15,1.99,0.925
4,1,21,30,1.93,0.89
4,1,21,45,1.87,0.855
4,1,22,0,1.81,0.824
4,1,22,15,1.75,0.793
4,1,22,30,1.7,0.765
4,1,22,45,1.65,0.741
4,1,23,0,1.61,0.719
4,1,23,15,1.6,0.707
4,1,23,30,1.63,0.7
4,1,23,45,1.66,0.7
4,2,0,0,1.7,0.725
4,2,0,15,1.73,0.807
4,2,0,30,1.75,0.895
4,2,0,45,1.78,0.978
4,2,1,0,1.81,1.053
4,2,1,15,1.84,1.125
4,2,1,30,1.87,1.197
4,2,1,45,1.91,1.271
4,2,2,0,1.94,1.342
4,2,2,15,1.98,1.432
4,2,2,30,2.02,1.525
4,2,2,45,2.06,1.617
4,2,3,0,2.09,1.71
4,2,3,15,2.14,1.802
4,2,3,30,2.18,1.893
4,2,3,45,2.23,1.985
4,2,4,0,2.28,2.078
4,2,4,15,2.33,2.168
4,2,4,30,2.37,2.259
4,2,4,45,2.42,2.351
4,2,5,0,2.47,2.44
4,2,5,15,2.52,2.531
4,2,5,30,2.56,2.621
4,2,5,45,2.6,2.711
4,2,6,0,2.64,2.788
4,2,6,15,2.68,2.861
4,2,6,30,2.72,2.933
4,2,6,45,2.76,2.994
4,2,7,0,2.8,3
4,2,7,15,2.84,3
4,2,7,30,2.89,3
4,2,7,45,2.93,3
4,2,8,0,2.96,3
4,2,8,15,2.99,2.985
4,2,8,30,3.01,2.943
4,2,8,45,3.01,2.911
4,2,9,0,3,2.877
4,2,9,15,2.99,2.84
4,2,9,30,2.97,2.801
4,2,9,45,2.94,2.762
4,2,10,0,2.92,2.719
4,2,10,15,2.89,2.678
4,2,10,30,2.86,2.639
4,2,10,45,2.84,2.609
4,2,11,0,2.81,2.579
4,2,11,15,2.79,2.551
4,2,11,30,2.77,2.53
4,2,11,45,2.75,2.511
4,2,12,0,2.72,2.486
4,2,12,15,2.71,2.447
4,2,12,30,2.7,2.409
4,2,12,45,2.69,2.373
4,2,13,0,2.69,2.337
4,2,13,15,2.68,2.305
4,2,13,30,2.68,2.273
4,2,13,45,2.68,2.241
4,2,14,0,2.68,2.217
4,2,14,15,2.67,2.19
4,2,14,30,2.67,2.17
4,2,14,45,2.66,2.149
4,2,15,0,2.66,2.122
4,2,15,15,2.67,2.098
4,2,15,30,2.67,2.069
4,2,15,45,2.67,2.041
4,2,16,0,2.68,2.023
4,2,16,15,2.68,2.011
4,2,16,30,2.7,2
4,2,16,45,2.71,1.99
4,2,17,0,2.73,1.98
4,2,17,15,2.75,1.967
4,2,17,30,2.76,1.955
4,2,17,45,2.78,1.938
4,2,18,0,2.79,1.925
4,2,18,15,2.81,1.912
4,2,18,30,2.83,1.903
4,2,18,45,2.84,1.893
4,2,19,0,2.86,1.885
4,2,19,15,2.87,1.869
4,2,19,30,2.89,1.855
4,2,19,45,2.9,1.844
4,2,20,0,2.91,1.825
4,2,20,15,2.89,1.765
4,2,20,30,2.85,1.7
4,2,20,45,2.8,1.631
4,2,21,0,2.76,1.563
4,2,21,15,2.71,1.5
4,2,21,30,2.67,1.433
4,2,21,45,2.63,1.365
4,2,22,0,2.58,1.301
4,2,22,15,2.54,1.241
4,2,22,30,2.5,1.184
4,2,22,45,2.46,1.149
4,2,23,0,2.42,1.126
4,2,23,15,2.38,1.102
4,2,23,30,2.35,1.075
4,2,23,45,2.31,1.052
4,3,0,0,2.28,1.04
4,3,0,15,2.24,1.049
4,3,0,30,2.21,1.063
4,3,0,45,2.17,1.079
4,3,1,0,2.14,1.096
4,3,1,15,2.11,1.115
4,3,1,30,2.08,1.139
4,3,1,45,2.05,1.166
4,3,2,0,2.03,1.194
4,3,2,15,2.01,1.227
4,3,2,30,1.99,1.271
4,3,2,45,1.99,1.339
4,3,3,0,2.02,1.416
4,3,3,15,2.08,1.493
4,3,3,30,2.13,1.577
4,3,3,45,2.17,1.664
4,3,4,0,2.2,1.75
4,3,4,15,2.26,1.835
4,3,4,30,2.31,1.917
4,3,4,45,2.37,2
4,3,5,0,2.42,2.085
4,3,5,15,2.46,2.165
4,3,5,30,2.49,2.246
4,3,5,45,2.52,2.33
4,3,6,0,2.57,2.411
4,3,6,15,2.63,2.492
4,3,6,30,2.68,2.577
4,3,6,45,2.73,2.644
4,3,7,0,2.78,2.65
4,3,7,15,2.83,2.65
4,3,7,30,2.88,2.65
4,3,7,45,2.92,2.65
4,3,8,0,2.97,2.65
4,3,8,15,3.01,2.65
4,3,8,30,3.04,2.65
4,3,8,45,3.06,2.65
4,3,9,0,3.08,2.649
4,3,9,15,3.08,2.65
4,3,9,30,3.07,2.65
4,3,9,45,3.05,2.65
4,3,10,0,3.04,2.649
4,3,10,15,3.02,2.65
4,3,10,30,2.99,2.641
4,3,10,45,2.97,2.623
4,3,11,0,2.94,2.605
4,3,11,15,2.91,2.594
4,3,11,30,2.89,2.583
4,3,11,45,2.87,2.58
4,3,12,0,2.84,2.571
4,3,12,15,2.83,2.547
4,3,12,30,2.82,2.525
4,3,12,45,2.81,2.504
4,3,13,0,2.81,2.487
4,3,13,15,2.81,2.475
4,3,13,30,2.81,2.464
4,3,13,45,2.81,2.448
4,3,14,0,2.82,2.436
4,3,14,15,2.82,2.426
4,3,14,30,2.83,2.42
4,3,14,45,2.84,2.409
4,3,15,0,2.86,2.398
4,3,15,15,2.86,2.39
4,3,15,30,2.88,2.389
4,3,15,45,2.89,2.38
4,3,16,0,2.91,2.38
4,3,16,15,2.93,2.38
4,3,16,30,2.96,2.38
4,3,16,45,2.98,2.379
4,3,17,0,3,2.38
4,3,17,15,3.02,2.38
4,3,17,30,3.05,2.377
4,3,17,45,3.07,2.377
4,3,18,0,3.09,2.378
4,3,18,15,3.11,2.379
4,3,18,30,3.13,2.38
4,3,18,45,3.14,2.379
4,3,19,0,3.16,2.379
4,3,19,15,3.17,2.378
4,3,19,30,3.19,2.361
4,3,19,45,3.2,2.335
4,3,20,0,3.21,2.309
4,3,20,15,3.19,2.263
4,3,20,30,3.14,2.204
4,3,20,45,3.08,2.143
4,3,21,0,3.03,2.082
4,3,21,15,2.97,2.012
4,3,21,30,2.92,1.945
4,3,21,45,2.86,1.879
4,3,22,0,2.82,1.813
4,3,22,15,2.77,1.754
4,3,22,30,2.73,1.704
4,3,22,45,2.7,1.658
4,3,23,0,2.68,1.615
4,3,23,15,2.65,1.572
4,3,23,30,2.62,1.532
4,3,23,45,2.61,1.489
4,4,0,0,2.59,1.487
4,4,0,15,2.6,1.557
4,4,0,30,2.63,1.633
4,4,0,45,2.65,1.697
4,4,1,0,2.68,1.757
4,4,1,15,2.73,1.818
4,4,1,30,2.79,1.877
4,4,1,45,2.84,1.936
4,4,2,0,2.9,1.996
4,4,2,15,2.96,2.055
4,4,2,30,3.01,2.113
4,4,2,45,3.07,2.171
4,4,3,0,3.12,2.227
4,4,3,15,3.18,2.287
4,4,3,30,3.23,2.343
4,4,3,45,3.29,2.397
4,4,4,0,3.35,2.455
4,4,4,15,3.41,2.506
4,4,4,30,3.46,2.552
4,4,4,45,3.52,2.598
4,4,5,0,3.57,2.645
4,4,5,15,3.62,2.69
4,4,5,30,3.67,2.725
4,4,5,45,3.72,2.775
4,4,6,0,3.77,2.845
4,4,6,15,3.81,2.91
4,4,6,30,3.85,2.958
4,4,6,45,3.89,2.987
4,4,7,0,3.92,2.99
4,4,7,15,3.95,2.99
4,4,7,30,3.96,2.985
4,4,7,45,3.94,2.959
4,4,8,0,3.88,2.926
4,4,8,15,3.82,2.886
4,4,8,30,3.75,2.837
4,4,8,45,3.69,2.805
4,4,9,0,3.62,2.785
4,4,9,15,3.55,2.761
4,4,9,30,3.49,2.728
4,4,9,45,3.42,2.695
4,4,10,0,3.36,2.666
4,4,10,15,3.29,2.635
4,4,10,30,3.23,2.601
4,4,10,45,3.16,2.569
4,4,11,0,3.1,2.539
4,4,11,15,3.04,2.503
4,4,11,30,2.97,2.463
4,4,11,45,2.91,2.433
4,4,12,0,2.85,2.397
4,4,12,15,2.79,2.341
4,4,12,30,2.73,2.283
4,4,12,45,2.72,2.236
4,4,13,0,2.72,2.212
4,4,13,15,2.7,2.189
4,4,13,30,2.69,2.163
4,4,13,45,2.68,2.128
4,4,14,0,2.66,2.095
4,4,14,15,2.63,2.059
4,4,14,30,2.61,2.023
4,4,14,45,2.58,1.987
4,4,15,0,2.55,1.949
4,4,15,15,2.52,1.913
4,4,15,30,2.5,1.881
4,4,15,45,2.48,1.849
4,4,16,0,2.46,1.819
4,4,16,15,2.47,1.797
4,4,16,30,2.48,1.777
4,4,16,45,2.49,1.764
4,4,17,0,2.5,1.745
4,4,17,15,2.51,1.727
4,4,17,30,2.5,1.71
4,4,17,45,2.5,1.693
4,4,18,0,2.49,1.675
4,4,18,15,2.48,1.655
4,4,18,30,2.48,1.636
4,4,18,45,2.47,1.615
4,4,19,0,2.46,1.593
4,4,19,15,2.42,1.557
4,4,19,30,2.37,1.521
4,4,19,45,2.32,1.484
4,4,20,0,2.27,1.447
4,4,20,15,2.21,1.407
4,4,20,30,2.15,1.367
4,4,20,45,2.09,1.327
4,4,21,0,2.04,1.287
4,4,21,15,1.97,1.245
4,4,21,30,1.94,1.21
4,4,21,45,1.94,1.173
4,4,22,0,1.94,1.133
4,4,22,15,1.93,1.091
4,4,22,30,1.95,1.053
4,4,22,45,1.97,1.022
4,4,23,0,1.99,1.018
4,4,23,15,2.02,1.019
4,4,23,30,2.05,1.019
4,4,23,45,2.08,1.019
4,5,0,0,2.12,1.033
4,5,0,15,2.16,1.104
4,5,0,30,2.21,1.183
4,5,0,45,2.26,1.26
4,5,1,0,2.31,1.328
4,5,1,15,2.36,1.396
4,5,1,30,2.4,1.463
4,5,1,45,2.45,1.53
4,5,2,0,2.5,1.595
4,5,2,15,2.56,1.663
4,5,2,30,2.61,1.729
4,5,2,45,2.66,1.797
4,5,3,0,2.71,1.864
4,5,3,15,2.77,1.929
4,5,3,30,2.82,1.997
4,5,3,45,2.88,2.063
4,5,4,0,2.94,2.129
4,5,4,15,2.99,2.193
4,5,4,30,3.06,2.259
4,5,4,45,3.1,2.327
4,5,5,0,3.16,2.391
4,5,5,15,3.21,2.456
4,5,5,30,3.26,2.52
4,5,5,45,3.29,2.581
4,5,6,0,3.33,2.633
4,5,6,15,3.36,2.682
4,5,6,30,3.38,2.728
4,5,6,45,3.41,2.767
4,5,7,0,3.42,2.77
4,5,7,15,3.43,2.77
4,5,7,30,3.44,2.77
4,5,7,45,3.44,2.77
4,5,8,0,3.44,2.769
4,5,8,15,3.44,2.749
4,5,8,30,3.43,2.716
4,5,8,45,3.43,2.686
4,5,9,0,3.42,2.651
4,5,9,15,3.42,2.625
4,5,9,30,3.4,2.605
4,5,9,45,3.38,2.594
4,5,10,0,3.37,2.574
4,5,10,15,3.35,2.532
4,5,10,30,3.29,2.485
4,5,10,45,3.23,2.445
4,5,11,0,3.17,2.403
4,5,11,15,3.11,2.363
4,5,11,30,3.05,2.331
4,5,11,45,2.98,2.306
4,5,12,0,2.91,2.278
4,5,12,15,2.85,2.233
4,5,12,30,2.79,2.191
4,5,12,45,2.74,2.15
4,5,13,0,2.68,2.109
4,5,13,15,2.63,2.075
4,5,13,30,2.63,2.055
4,5,13,45,2.64,2.023
4,5,14,0,2.64,1.991
4,5,14,15,2.65,1.955
4,5,14,30,2.64,1.923
4,5,14,45,2.64,1.889
4,5,15,0,2.65,1.859
4,5,15,15,2.65,1.828
4,5,15,30,2.65,1.793
4,5,15,45,2.67,1.763
4,5,16,0,2.68,1.733
4,5,16,15,2.7,1.705
4,5,16,30,2.73,1.686
4,5,16,45,2.75,1.677
4,5,17,0,2.77,1.667
4,5,17,15,2.8,1.66
4,5,17,30,2.83,1.655
4,5,17,45,2.85,1.648
4,5,18,0,2.87,1.627
4,5,18,15,2.84,1.599
4,5,18,30,2.79,1.571
4,5,18,45,2.75,1.544
4,5,19,0,2.7,1.509
4,5,19,15,2.65,1.471
4,5,19,30,2.6,1.434
4,5,19,45,2.55,1.395
4,5,20,0,2.49,1.354
4,5,20,15,2.43,1.313
4,5,20,30,2.38,1.274
4,5,20,45,2.31,1.231
4,5,21,0,2.26,1.189
4,5,21,15,2.19,1.143
4,5,21,30,2.14,1.097
4,5,21,45,2.08,1.06
4,5,22,0,2.03,1.033
4,5,22,15,2.04,1.021
4,5,22,30,2.05,1.02
4,5,22,45,2.06,1.02
4,5,23,0,2.08,1.02
4,5,23,15,2.1,1.02
4,5,23,30,2.14,1.02
4,5,23,45,2.17,1.02
4,6,0,0,2.21,1.035
4,6,0,15,2.25,1.097
4,6,0,30,2.3,1.163
4,6,0,45,2.35,1.229
4,6,1,0,2.4,1.293
4,6,1,15,2.45,1.358
4,6,1,30,2.51,1.425
4,6,1,45,2.56,1.489
4,6,2,0,2.61,1.553
4,6,2,15,2.67,1.62
4,6,2,30,2.72,1.685
4,6,2,45,2.77,1.75
4,6,3,0,2.83,1.817
4,6,3,15,2.88,1.88
4,6,3,30,2.93,1.944
4,6,3,45,2.99,2.009
4,6,4,0,3.05,2.075
4,6,4,15,3.1,2.139
4,6,4,30,3.15,2.202
4,6,4,45,3.21,2.265
4,6,5,0,3.26,2.333
4,6,5,15,3.31,2.398
4,6,5,30,3.35,2.46
4,6,5,45,3.4,2.526
4,6,6,0,3.45,2.591
4,6,6,15,3.49,2.658
4,6,6,30,3.53,2.719
4,6,6,45,3.56,2.767
4,6,7,0,3.59,2.77
4,6,7,15,3.61,2.757
4,6,7,30,3.56,2.721
4,6,7,45,3.51,2.683
4,6,8,0,3.46,2.633
4,6,8,15,3.39,2.583
4,6,8,30,3.33,2.525
4,6,8,45,3.26,2.467
4,6,9,0,3.2,2.414
4,6,9,15,3.14,2.357
4,6,9,30,3.08,2.307
4,6,9,45,3.02,2.255
4,6,10,0,2.95,2.214
4,6,10,15,2.88,2.172
4,6,10,30,2.81,2.13
4,6,10,45,2.75,2.089
4,6,11,0,2.68,2.044
4,6,11,15,2.62,1.991
4,6,11,30,2.56,1.935
4,6,11,45,2.52,1.887
4,6,12,0,2.52,1.867
4,6,12,15,2.52,1.849
4,6,12,30,2.53,1.827
4,6,12,45,2.53,1.801
4,6,13,0,2.53,1.779
4,6,13,15,2.52,1.759
4,6,13,30,2.52,1.74
4,6,13,45,2.53,1.739
4,6,14,0,2.54,1.739
4,6,14,15,2.54,1.739
4,6,14,30,2.54,1.738
4,6,14,45,2.54,1.74
4,6,15,0,2.54,1.74
4,6,15,15,2.54,1.719
4,6,15,30,2.55,1.679
4,6,15,45,2.55,1.641
4,6,16,0,2.55,1.603
4,6,16,15,2.56,1.572
4,6,16,30,2.57,1.556
4,6,16,45,2.58,1.545
4,6,17,0,2.6,1.534
4,6,17,15,2.61,1.521
4,6,17,30,2.63,1.503
4,6,17,45,2.64,1.485
4,6,18,0,2.65,1.472
4,6,18,15,2.67,1.468
4,6,18,30,2.68,1.46
4,6,18,45,2.68,1.46
4,6,19,0,2.69,1.46
4,6,19,15,2.69,1.46
4,6,19,30,2.69,1.46
4,6,19,45,2.68,1.452
4,6,20,0,2.67,1.415
4,6,20,15,2.61,1.373
4,6,20,30,2.55,1.328
4,6,20,45,2.48,1.287
4,6,21,0,2.42,1.244
4,6,21,15,2.35,1.198
4,6,21,30,2.29,1.152
4,6,21,45,2.22,1.111
4,6,22,0,2.15,1.075
4,6,22,15,2.15,1.037
4,6,22,30,2.16,0.998
4,6,22,45,2.17,0.964
4,6,23,0,2.19,0.943
4,6,23,15,2.21,0.94
4,6,23,30,2.23,0.94
4,6,23,45,2.26,0.94
4,7,0,0,2.29,0.959
4,7,0,15,2.32,1.024
4,7,0,30,2.36,1.094
4,7,0,45,2.4,1.164
4,7,1,0,2.45,1.234
4,7,1,15,2.5,1.303
4,7,1,30,2.55,1.371
4,7,1,45,2.6,1.441
4,7,2,0,2.64,1.508
4,7,2,15,2.69,1.577
4,7,2,30,2.74,1.645
4,7,2,45,2.79,1.715
4,7,3,0,2.84,1.783
4,7,3,15,2.89,1.851
4,7,3,30,2.94,1.919
4,7,3,45,3,1.987
4,7,4,0,3.05,2.055
4,7,4,15,3.1,2.123
4,7,4,30,3.15,2.19
4,7,4,45,3.21,2.255
4,7,5,0,3.26,2.325
4,7,5,15,3.31,2.391
4,7,5,30,3.36,2.458
4,7,5,45,3.41,2.526
4,7,6,0,3.46,2.594
4,7,6,15,3.5,2.66
4,7,6,30,3.54,2.725
4,7,6,45,3.58,2.777
4,7,7,0,3.6,2.78
4,7,7,15,3.62,2.761
4,7,7,30,3.58,2.718
4,7,7,45,3.52,2.676
4,7,8,0,3.47,2.632
4,7,8,15,3.39,2.577
4,7,8,30,3.32,2.513
4,7,8,45,3.24,2.448
4,7,9,0,3.17,2.385
4,7,9,15,3.1,2.327
4,7,9,30,3.03,2.272
4,7,9,45,2.96,2.209
4,7,10,0,2.88,2.157
4,7,10,15,2.81,2.115
4,7,10,30,2.73,2.071
4,7,10,45,2.66,2.017
4,7,11,0,2.59,1.953
4,7,11,15,2.52,1.903
4,7,11,30,2.49,1.875
4,7,11,45,2.47,1.847
4,7,12,0,2.44,1.812
4,7,12,15,2.43,1.784
4,7,12,30,2.43,1.765
4,7,12,45,2.42,1.741
4,7,13,0,2.42,1.717
4,7,13,15,2.4,1.692
4,7,13,30,2.38,1.676
4,7,13,45,2.36,1.667
4,7,14,0,2.35,1.66
4,7,14,15,2.33,1.651
4,7,14,30,2.31,1.643
4,7,14,45,2.29,1.635
4,7,15,0,2.26,1.626
4,7,15,15,2.23,1.614
4,7,15,30,2.23,1.591
4,7,15,45,2.22,1.567
4,7,16,0,2.2,1.546
4,7,16,15,2.19,1.525
4,7,16,30,2.19,1.513
4,7,16,45,2.18,1.499
4,7,17,0,2.18,1.48
4,7,17,15,2.18,1.456
4,7,17,30,2.17,1.441
4,7,17,45,2.18,1.429
4,7,18,0,2.19,1.416
4,7,18,15,2.2,1.403
4,7,18,30,2.21,1.382
4,7,18,45,2.22,1.36
4,7,19,0,2.22,1.344
4,7,19,15,2.22,1.336
4,7,19,30,2.21,1.326
4,7,19,45,2.2,1.315
4,7,20,0,2.19,1.287
4,7,20,15,2.14,1.247
4,7,20,30,2.08,1.202
4,7,20,45,2.01,1.149
4,7,21,0,1.94,1.093
4,7,21,15,1.87,1.046
4,7,21,30,1.8,1.007
4,7,21,45,1.78,0.983
4,7,22,0,1.77,0.965
4,7,22,15,1.76,0.953
4,7,22,30,1.76,0.94
4,7,22,45,1.76,0.929
4,7,23,0,1.77,0.92
4,7,23,15,1.79,0.92
4,7,23,30,1.81,0.92
4,7,23,45,1.85,0.92
4,8,0,0,1.88,0.935
4,8,0,15,1.92,0.983
4,8,0,30,1.96,1.033
4,8,0,45,2,1.083
4,8,1,0,2.05,1.135
4,8,1,15,2.09,1.185
4,8,1,30,2.14,1.241
4,8,1,45,2.19,1.303
4,8,2,0,2.24,1.368
4,8,2,15,2.29,1.431
4,8,2,30,2.34,1.496
4,8,2,45,2.39,1.559
4,8,3,0,2.43,1.624
4,8,3,15,2.48,1.686
4,8,3,30,2.53,1.749
4,8,3,45,2.58,1.812
4,8,4,0,2.63,1.877
4,8,4,15,2.68,1.94
4,8,4,30,2.73,2.003
4,8,4,45,2.77,2.068
4,8,5,0,2.82,2.131
4,8,5,15,2.85,2.191
4,8,5,30,2.9,2.255
4,8,5,45,2.94,2.319
4,8,6,0,2.99,2.379
4,8,6,15,3.03,2.44
4,8,6,30,3.06,2.502
4,8,6,45,3.09,2.554
4,8,7,0,3.11,2.555
4,8,7,15,3.12,2.52
4,8,7,30,3.08,2.465
4,8,7,45,3,2.425
4,8,8,0,2.93,2.38
4,8,8,15,2.85,2.322
4,8,8,30,2.77,2.249
4,8,8,45,2.7,2.161
4,8,9,0,2.62,2.066
4,8,9,15,2.53,1.959
4,8,9,30,2.45,1.858
4,8,9,45,2.37,1.745
4,8,10,0,2.3,1.676
4,8,10,15,2.27,1.662
4,8,10,30,2.25,1.643
4,8,10,45,2.23,1.625
4,8,11,0,2.21,1.599
4,8,11,15,2.2,1.574
4,8,11,30,2.19,1.551
4,8,11,45,2.18,1.523
4,8,12,0,2.17,1.499
4,8,12,15,2.15,1.478
4,8,12,30,2.13,1.458
4,8,12,45,2.12,1.443
4,8,13,0,2.11,1.428
4,8,13,15,2.09,1.42
4,8,13,30,2.08,1.411
4,8,13,45,2.07,1.404
4,8,14,0,2.06,1.39
4,8,14,15,2.05,1.38
4,8,14,30,2.03,1.38
4,8,14,45,2.02,1.38
4,8,15,0,2.02,1.38
4,8,15,15,2.02,1.38
4,8,15,30,2.04,1.38
4,8,15,45,2.05,1.38
4,8,16,0,2.05,1.38
4,8,16,15,2.05,1.38
4,8,16,30,2.06,1.377
4,8,16,45,2.06,1.349
4,8,17,0,2.07,1.313
4,8,17,15,2.08,1.287
4,8,17,30,2.1,1.263
4,8,17,45,2.11,1.233
4,8,18,0,2.13,1.214
4,8,18,15,2.14,1.197
