month_day_hour_min,p_uiip,p_f,p_pu
18933,28.39,34.89,52.61
18934,25.79,34.58,52.6
18935,23.87,35.15,53.92
18936,24.99,34.82,53.41
18937,26.8,34.26,52.84
18938,26.92,34.18,52.78
18939,26.9,34.15,52.45
18940,26.6,33.9,51.82
18941,27.33,33.77,51.49
18942,27.31,33.65,51.46
18943,27.27,33.72,51.39
18944,27.34,33.59,51.38
18945,27.27,33.62,51.23
18946,27.46,33.59,51.24
18947,27.49,33.42,50.94
18948,27.37,33.23,51.11
18949,27.35,33.09,50.84
18950,27.39,33.28,51.02
18951,27.37,33.14,50.87
18952,27.47,32.96,50.6
18953,27.41,32.85,50.47
18954,27.38,32.93,50.5
18955,27.43,33.02,50.76
18956,27.37,32.95,50.64
18957,27.35,32.86,50.64
18958,27.36,33.1,50.97
18959,27.46,33.18,51.09
18960,27.29,33.19,51.01
18961,27.33,33.26,51.1
18962,27.36,33.07,50.9
18963,27.5,33.2,51.2
18964,28.22,33.05,50.8
18965,28.43,33.04,50.61
18966,28.41,33.06,50.6
18967,28.61,33,50.65
18968,29.33,33.1,50.8
18969,29.39,33.2,50.71
18970,29.41,33.18,50.96
18971,29.46,33.27,51.14
18972,29.44,33.27,50.9
18973,29.5,33.24,51.08
18974,29.43,33.37,51.16
18975,29.48,33.34,51.15
18976,28.99,33.27,51.01
18977,28.44,33.39,51.22
18978,28.29,33.35,51.09
18979,28.24,33.2,51.14
18980,28.45,33.22,50.93
18981,28.37,33.27,50.97
18982,28.4,33.36,51.2
18983,28.39,33.19,51
18984,28.35,33.18,50.99
18985,28.41,33.24,50.92
18986,28.44,33.39,51.35
18987,28.67,33.24,51.2
18988,28.69,33.18,51.2
18989,29.56,32.94,50.75
18990,29.96,32.87,50.59
18991,29.9,32.9,50.52
18992,29.86,32.87,50.46
18993,29.88,32.84,50.42
18994,30,32.38,49.77
18995,29.96,32.42,49.87
18996,29.99,32.63,50
18997,30,32.81,50.31
18998,29.87,33.08,51.15
18999,28.96,33.14,51.12
19000,28.93,33.18,51.2
19001,28.94,33.17,51.22
19002,28.91,33.26,51.22
19003,28.52,33.37,51.37
19004,28.91,33.41,51.22
19005,29.5,33.27,50.78
19006,29.91,33.45,51.08
19007,29.9,33.56,51.14
19008,30.29,33.55,51.18
19009,31.55,33.56,51.1
19010,31.55,33.5,51.13
19011,31.52,34.18,52.19
19012,31.46,34.97,53.65
19013,31.37,34.69,52.97
19014,31.5,34.76,53.04
19015,31.58,34.74,53.05
19016,31.86,34.69,52.89
19017,31.95,34.71,52.89
19018,31.99,34.88,53.05
19019,32,34.86,53.07
19020,31.85,34.71,53.01
19021,32.01,34.72,53.03
19022,31.93,34.67,53.09
19023,31.95,34.79,53.1
19024,31.9,34.41,52.72
19025,31.95,34.35,52.67
19026,32.01,34.66,52.93
19027,31.96,34.69,52.95
19028,31.76,34.39,52.76
19029,31.18,34.38,52.4
19030,31.63,33.97,51.69
19031,27.29,34,51.69
19032,25.82,33.99,51.85
19033,25.56,33.93,51.83
19034,25.9,33.91,51.84
19035,25.63,33.96,51.88
19036,26.9,33.82,51.76
19037,29.81,33.35,50.86
19038,29.31,32.84,49.86
19039,27.63,32.8,49.84
19040,27.07,32.69,49.93
19041,26.4,32.83,50.1
19042,27.32,32.71,49.92
19043,27.97,32.65,49.7
19044,28.86,32.61,49.86
19045,29.14,32.67,49.93
19046,29.46,32.36,49.52
19047,29.73,32.48,49.59
19048,29.65,32.67,49.99
19049,29.81,32.68,50.04
19050,29.94,32.81,50.52
19051,30.01,32.96,50.6
19052,29.93,32.86,50.48
19053,29.9,33.01,50.66
19054,29.95,32.99,50.51
19055,29.93,32.88,50.39
19056,29.98,32.93,50.61
19057,29.89,33.05,50.55
19058,29.94,32.97,50.61
19059,29.95,33.01,50.65
19060,29.88,33,50.73
19061,29.9,32.72,50.28
19062,29.94,33.01,50.53
19063,29.86,32.86,50.46
19064,30.01,32.93,50.46
19065,29.88,33.07,50.69
19066,29.92,32.94,50.65
19067,29.95,33,50.55
19068,29.95,32.89,50.5
19069,30,32.94,50.59
19070,29.9,32.86,50.42
19071,29.9,32.88,50.49
19072,29.97,32.81,50.46
19073,29.93,32.85,50.56
19074,29.95,32.78,50.48
19075,29.98,32.95,50.82
19076,29.88,33.04,52.12
19077,29.9,32.88,50.81
19078,29.92,32.83,50.74
19079,29.95,32.76,50.69
19080,29.98,32.71,50.58
19081,29.4,32.74,50.7
19082,27.9,32.74,50.65
19083,27.88,32.68,50.45
19084,27.85,32.63,50.35
19085,27.92,32.59,50.39
19086,27.93,32.5,50.1
19087,27.86,32.34,49.88
19088,27.89,32.35,49.95
19089,27.89,32.14,49.83
19090,27.95,32.33,50.03
19091,27.88,32.5,50.1
19092,27.91,32.5,50.05
19093,27.93,32.59,50.27
19094,29.48,32.7,50.79
19095,29.5,32.82,50.94
19096,29.36,32.75,50.87
19097,29.41,32.84,50.94
19098,28.17,32.98,50.93
19099,27.84,33.08,51.08
19100,27.95,33.12,51.11
19101,27.88,33.2,51.18
19102,27.89,33.32,51.24
19103,27.96,33.28,50.9
19104,27.9,33.36,50.96
19105,27.9,33.31,50.86
19106,27.97,33.6,51.27
19107,27.93,33.64,51.31
19108,27.77,33.63,51.28
19109,27.91,33.36,50.93
19110,27.79,33.76,51.46
19111,27.88,34.38,52.06
19112,27.77,34.35,52.12
19113,27.93,34.34,52.12
19114,28.24,34.55,52.29
19115,28.96,34.65,52.39
19116,28.87,34.59,52.33
19117,28.94,34.54,52.39
19118,28.84,34.68,52.47
19119,28.79,34.44,52.24
19120,28.88,34.17,51.84
19121,28.94,34.14,51.88
19122,28.81,34.35,52.21
19123,28.79,34.44,52.05
19124,28.91,34.08,51.76
19125,28.88,34.13,51.84
19126,28.9,33.8,51.43
19127,27.72,33.51,51.24
19128,26.74,33.6,51.59
19129,26.38,33.56,51.61
19130,28.33,33.43,51.32
19131,29.85,33.31,51.02
19132,29.87,33.12,50.83
19133,29.91,32.8,49.97
19134,29.86,32.54,49.87
19135,29.42,32.45,49.88
19136,29.47,32.35,49.51
19137,29.82,32.54,49.73
19138,29.84,32.33,49.74
19139,29.9,32.31,49.58
19140,30.02,32.28,49.33
19141,29.97,32.24,49.56
19142,30.21,32.24,49.6
19143,30.46,32.41,49.69
19144,30.43,32.2,49.45
19145,30.45,32.35,49.65
19146,30.44,32.26,49.5
19147,30.2,32.35,49.82
19148,29.41,32.71,50.52
19149,29.43,32.69,50.51
19150,29.39,32.67,50.54
19151,29.37,32.65,50.5
19152,29.41,32.78,50.6
19153,29.49,32.72,50.73
19154,29.44,32.71,50.64
19155,29.35,32.58,50.47
19156,29.48,32.56,50.18
19157,29.43,32.73,50.36
19158,29.38,32.79,50.41
19159,29.44,32.54,49.44
19160,29.41,32.39,49.66
19161,29.48,32.32,49.53
19162,29.52,32.31,49.44
19163,29.46,32.38,49.76
19164,29.71,32.62,50.48
19165,29.94,32.8,50.7
19166,29.95,32.77,50.84
19167,30,32.67,50.82
19168,30,32.67,50.69
19169,28.41,32.61,50.61
19170,27.96,32.68,50.67
19171,27.88,32.73,50.78
19172,27.94,32.61,50.76
19173,27.54,32.68,50.69
19174,27.01,32.57,50.2
19175,26.45,32.76,50.48
19176,26.5,32.57,50.6
19177,26.66,32.67,50.69
19178,26.6,32.64,50.64
19179,26.58,32.69,50.58
19180,25.93,32.69,50.53
19181,25.61,32.49,50.31
19182,25.65,32.54,50.28
19183,25.46,32.46,50.31
19184,25.24,32.42,50.16
19185,25.85,32.32,50.14
19186,25.83,32.54,50.41
19187,26.16,32.6,51.28
19188,25.86,32.57,51.39
19189,26.94,32.5,50.67
19190,26.74,32.6,50.55
19191,26.97,32.54,50.2
19192,26.93,32.67,50.35
19193,27,32.72,50.31
19194,26.99,32.81,50.64
19195,26.87,33.1,51.57
19196,29.26,32.92,50.47
19197,29.86,32.77,50.41
19198,29.98,32.98,50.62
19199,32.28,33.2,50.82
19200,32.47,33.22,50.84
19201,32.44,33.32,51.02
19202,32.53,33.26,50.93
19203,32.46,33.4,50.99
19204,32.52,33.38,50.97
19205,32.52,33.41,51.07
19206,32.52,33.28,50.8
19207,32.49,33.35,51.01
19208,32.51,33.31,50.97
19209,32.5,33.27,50.9
19210,32.44,33.54,51.05
19211,32.52,33.6,51.12
19212,32.33,33.44,50.92
19213,32.1,33.44,50.95
19214,32.52,33.31,50.64
19215,31.16,33.21,50.48
19216,29.96,33.14,50.61
19217,30.01,33.14,50.6
19218,29.96,33.26,50.82
19219,29.9,33.25,50.84
19220,27.76,33.14,50.89
19221,22.56,33.27,51.39
19222,22.79,33.17,51.14
19223,25.59,33.14,51.16
19224,26.33,33.12,51.08
19225,26.26,33.18,51.12
19226,26.58,33.13,51.1
19227,30.34,32.94,50.46
19228,30.53,32.52,49.47
19229,30.18,32.16,49.46
19230,28.12,32.18,49.36
19231,27.95,32.14,49.06
19232,28.38,32.24,49.46
19233,29.22,32.04,49.24
19234,30.09,32.18,49.1
19235,30.24,32.08,49.2
19236,30.9,32.12,49.33
19237,30.88,31.93,49.26
19238,30.75,32.12,49.24
19239,30.93,32.09,49.13
19240,30.93,32.14,49.29
19241,30.89,32.17,49.09
19242,30.93,32.06,49.3
19243,30.94,31.76,48.94
19244,30.98,31.82,49.14
19245,30.97,32.09,49.54
19246,30.96,32.32,49.99
19247,30.91,32.31,49.97
19248,30.86,32.34,50.05
19249,30.94,32.46,50.04
19250,30.95,32.27,49.87
19251,30.9,32.36,50.01
19252,30.92,32.23,50.08
19253,30.87,31.9,49.18
19254,31.05,31.83,49.14
19255,31.03,31.94,49.2
19256,30.98,31.8,49
19257,29.86,32.12,49.74
19258,29.44,32.12,49.82
19259,29.14,32.16,49.87
19260,28.48,32.24,49.84
19261,28.48,32.33,49.92
19262,27.82,32.35,50.76
19263,27.16,32.5,51.16
19264,27.16,32.37,50.53
19265,27.33,32.36,50.42
19266,27.37,32.34,50.4
19267,27.16,32.24,50.4
19268,26.82,32.27,50.01
19269,27.4,32.31,50.05
19270,27.26,32.14,49.96
19271,26.82,32.1,49.87
19272,26.92,32.07,49.89
19273,26.82,32.16,49.97
19274,26.25,31.97,49.87
19275,26.01,31.95,49.82
19276,25.59,32.01,50.12
19277,25.63,31.98,49.78
19278,25.75,31.92,49.8
19279,25.85,31.99,49.93
19280,25.3,31.93,49.88
19281,25.39,32.06,49.97
19282,25.97,31.87,49.63
19283,25.96,32.02,49.92
19284,26.09,31.99,49.86
19285,28.54,31.95,49.48
19286,30.08,32.03,49.73
19287,29.95,32.12,49.73
19288,29.2,32.12,49.78
19289,27.25,32.45,50.49
19290,27.46,33.17,52.5
19291,27.46,33.24,52.55
19292,29.05,33.2,52.25
19293,29.95,33.2,51.9
19294,30.52,33.37,51.81
19295,30.97,33.57,52.09
19296,31.05,33.89,52.36
19297,31.01,33.98,52.39
19298,30.98,34.24,52.56
19299,30.95,34.4,52.7
19300,30.98,34.49,52.85
19301,30.88,34.17,52.54
19302,30.97,34.33,52.61
19303,30.94,34.52,52.88
19304,28.21,35,53.74
19305,27.97,35.1,54.27
19306,27.44,35.37,54.41
19307,26.91,35.33,54.44
19308,27.19,35.2,54.33
19309,29.61,35.26,54.5
19310,29.88,35.33,54.44
19311,29.89,35.16,54.24
19312,29.88,35.24,54.35
19313,29.88,35.13,54.2
19314,29.92,35.24,54.33
19315,28.65,35.31,54.52
19316,27.91,34.71,53.29
19317,27.83,33.97,51.56
19318,27.94,33.88,51.44
19319,26.42,33.74,51.37
19320,24.76,33.69,51.36
19321,26.5,33.79,51.24
19322,28.73,33.76,51.24
19323,29.73,33.59,51.29
19324,30.25,33.61,51.21
19325,30.77,33.5,51.12
19326,30.01,33.24,50.36
19327,29.29,33.07,50.18
19328,29.24,33.03,50.17
19329,29.75,32.86,49.9
19330,29.82,33,50.21
19331,29.95,32.84,49.82
19332,30.97,32.88,50.22
19333,30.95,32.87,50.11
19334,30.95,32.79,50.02
19335,30.89,32.28,49.73
19336,31.63,32.14,49.58
19337,32.09,31.93,49.36
19338,31.97,31.96,49.59
19339,32,32.01,49.59
19340,32.02,31.84,49.28
19341,32.06,31.84,49.29
19342,32.05,32.65,50.72
19343,32.07,32.96,50.9
19344,31.97,33.01,50.99
19345,31.85,32.93,51.04
19346,31.74,32.88,50.75
19347,32.01,32.5,49.63
19348,31.99,32.48,49.66
19349,31.79,32.46,49.77
19350,31.95,32.48,49.77
19351,31.93,32.49,49.58
19352,31.95,32.42,49.69
19353,31.97,32.65,49.89
19354,32.11,32.52,49.76
19355,32.05,32.87,50.97
19356,32.03,32.77,51.2
19357,30.82,32.9,50.35
19358,29.88,32.9,50.47
19359,29.99,32.82,50.42
19360,29.92,32.88,50.48
19361,29.95,33.1,51.36
19362,29.93,33.04,51.58
19363,29.92,33.14,51.53
19364,29.96,32.95,51.46
19365,29.32,32.81,50.65
19366,29.05,32.86,50.4
19367,28.99,32.72,50.3
19368,28.92,32.71,50.21
19369,28.9,32.79,50.34
19370,28.99,32.72,50.29
19371,28.93,32.74,50.43
19372,28.73,32.63,50.14
19373,25.29,31.95,49.35
19374,25.46,32.07,49.91
19375,26.44,32.5,50.49
19376,26.1,32.46,50.56
19377,25.48,32.19,50.01
19378,28.35,32.32,50.08
19379,29.95,32.27,50.02
19380,29.87,32.33,50.03
19381,28.44,32.37,50.08
19382,29.46,32.44,50.18
19383,29.88,32.39,50.16
19384,29.95,32.48,50.32
19385,28.97,32.57,50.34
19386,28.63,32.61,50.35
19387,27.32,32.85,50.53
19388,29.03,32.72,50.29
19389,29.9,32.88,50.37
19390,29.97,33.01,50.56
19391,29.96,33.21,50.75
19392,30.05,33.19,50.72
19393,31.58,33.39,50.82
19394,28.83,33.29,50.72
19395,28.9,33.41,50.74
19396,28.24,33.14,50.6
19397,27.33,33.29,50.73
19398,27.46,33.27,50.65
19399,27.37,33.59,51.13
19400,27.31,33.1,50.8
19401,27.33,33.93,52.2
19402,27.37,34.46,53.64
19403,27.34,34.87,54.06
19404,27.31,34.47,53.66
19405,27.35,34.5,53.75
19406,27.37,34.65,53.84
19407,27.36,34.52,53.67
19408,28.23,34.33,53.51
19409,29.4,33.96,52.59
19410,29.46,33.81,52.32
19411,29.46,34.06,52.65
19412,29.41,33.86,52.46
19413,29.33,33.8,52.41
19414,30.91,33.56,51.22
19415,27.45,33.61,51.06
19416,26.85,33.4,51.07
19417,28.56,33.39,51.08
19418,28.69,33.37,50.89
19419,29.98,33.31,50.93
19420,30.68,32.75,50.1
19421,29.5,32.39,49.44
19422,28.96,32.33,49.41
19423,29.34,32.38,49.56
19424,29.34,32.29,49.55
19425,28.82,32.37,49.57
19426,27.85,32.27,49.28
19427,27.19,32.31,49.41
19428,28.07,32.3,49.41
19429,29.33,32.37,49.54
19430,30.01,32.41,49.43
19431,30.05,32.37,49.77
19432,30.35,32.38,49.71
19433,30.41,32.16,49.44
19434,31.32,32.34,49.69
19435,32.08,32.37,49.49
19436,32.16,32.27,49.4
19437,32.49,32.35,50.04
19438,32.37,32.46,50.03
19439,32.57,32.44,50.05
19440,32.14,32.5,50.09
19441,31.74,32.42,49.91
19442,32.26,32.25,49.78
19443,32.11,32.03,49.14
19444,31.95,32.04,49.34
19445,31.66,31.72,48.98
19446,31.32,32.01,49.33
19447,31.71,31.95,49.29
19448,32.05,31.88,49.29
19449,32.37,31.98,49.37
19450,32.35,31.93,49.07
19451,32.39,32.05,49.53
19452,32.9,32.27,49.79
19453,31.53,32.27,49.87
19454,31.02,32.28,50.02
19455,30.97,32.28,49.97
19456,31.07,32.26,50.14
19457,30.96,32.39,50.12
19458,30.97,32.28,50.11
19459,30.95,32.29,50.13
19460,30.67,32.18,50.03
19461,30.57,32.34,50.11
19462,30.55,32.35,49.97
19463,30.5,32.19,49.71
19464,30.47,32.2,49.73
19465,30.56,32.18,49.76
19466,30.5,32.16,49.87
19467,30.46,32.12,49.65
19468,30.46,32.12,49.64
19469,30.41,31.71,48.63
19470,30.39,31.67,48.97
19471,30.27,31.64,48.94
19472,29.88,31.56,48.94
19473,30.92,31.76,48.99
19474,32.34,31.97,49.59
19475,32.04,31.83,49.46
19476,31.96,31.92,49.39
19477,31.78,32,49.39
19478,31.92,32.03,49.61
19479,31.05,32.17,49.78
19480,28.99,32.45,50.78
19481,28.48,32.82,52.11
19482,28.41,32.78,51.63
19483,28.35,32.86,51.82
19484,31.04,32.78,51.61
19485,32.2,32.81,51.2
19486,32.49,33.13,51.38
19487,31.94,33.37,51.71
19488,31.97,33.41,51.54
19489,32.41,33.39,51.48
19490,32.53,33.44,51.49
19491,32.47,33.71,51.87
19492,32.51,33.76,51.87
19493,32.46,33.76,52.07
19494,32.54,34.13,52.5
19495,32.5,34.62,53.03
19496,32.46,34.73,53.15
19497,32.48,34.67,53.03
19498,31.36,35.12,53.85
19499,30.57,35.47,54.65
19500,28.85,35.42,54.5
19501,28.82,35.36,54.58
19502,28.92,35.41,54.61
19503,28.86,35.53,54.67
19504,28.86,35.34,53.84
19505,28.87,34.57,52.35
19506,28.84,34.77,52.59
19507,28.76,34.91,52.73
19508,27.83,34.8,52.64
19509,26.47,34.78,52.53
19510,24.89,34.59,52.48
19511,25.48,34.29,52.28
19512,25.27,34.24,52.16
19513,27.76,34.15,51.8
19514,28.9,34.07,52.1
19515,29.71,33.97,51.93
19516,31.3,33.63,50.99
19517,30.78,33.75,50.97
19518,31.01,33.41,50.55
19519,29.78,33.28,50.54
19520,28.54,32.81,50.12
19521,28.76,32.84,50.16
19522,30.01,32.54,49.64
19523,30.09,32.75,50.01
19524,30.41,32.44,49.71
19525,31.16,32.51,49.78
19526,31.16,32.36,49.77
19527,30.64,32.5,49.67
19528,31.19,32.14,49.35
19529,31.67,32.24,49.35
19530,32.31,32.44,49.72
19531,32.23,32.35,49.58
19532,32.63,32.38,49.48
19533,32.7,32.42,49.71
19534,32.65,32.55,50.08
19535,32.56,32.78,50.44
19536,32.54,32.88,50.33
19537,32.55,32.78,50.35
19538,32.19,32.64,50.29
19539,31.48,32.46,50.01
19540,30.8,32.25,49.64
19541,30.88,32.22,49.41
19542,31.69,32.52,49.54
19543,31.61,32.46,49.48
19544,31.9,32.27,49.62
19545,31.99,32.58,49.71
19546,32.08,32.51,49.86
19547,32.35,32.61,49.99
19548,32.7,32.66,50.36
19549,32.67,32.82,50.38
19550,32.76,32.71,50.22
19551,32.8,32.72,50.18
19552,32.62,32.67,50.17
19553,32.06,32.78,50.24
19554,30.82,32.73,50.25
19555,29.96,32.56,50.24
19556,29.93,32.77,50.48
19557,29.93,32.65,50.36
19558,30.41,32.58,49.73
19559,30.99,32.22,49.63
19560,31.03,32.16,49.18
19561,30.94,32.33,49.73
19562,30.95,32.29,49.46
19563,30.91,32.35,50.05
19564,30.93,32.39,50.18
19565,30.22,32.37,49.89
19566,30.15,32.04,49.14
19567,29.98,32.18,49.45
19568,30.37,32.08,49.45
19569,30.33,31.93,49.37
19570,30.49,32.27,49.43
19571,30.41,32.24,49.36
19572,30.46,32.32,49.57
19573,30.5,32.3,49.44
19574,30.54,32.42,50.05
19575,30.47,32.5,50.06
19576,30.45,32.44,50.31
19577,30.57,32.68,50.52
19578,30.55,32.75,50.48
19579,30.07,32.78,50.48
19580,28.73,32.75,50.27
19581,28.9,32.64,50.1
19582,28.84,32.79,50.26
19583,28.83,32.81,50.4
19584,28.8,32.97,50.4
19585,28.84,32.95,50.72
19586,28.89,33.31,50.89
19587,28.84,33.36,50.93
19588,29.25,33.59,51.18
19589,29.98,33.84,51.41
19590,30.81,33.87,51.44
19591,31,34.05,51.44
19592,30.98,33.93,51.35
19593,30.94,33.77,51.28
19594,30.91,33.88,51.57
19595,30.99,34.19,51.83
19596,30.99,34.3,51.93
19597,31,34.23,52.12
19598,30.99,34.36,52
19599,30.93,34.12,51.96
19600,30.99,34.21,51.93
19601,30.89,34.29,52.03
19602,30.94,34.41,52.16
19603,30.97,34.39,52.18
19604,30.95,34.41,52.17
19605,31.07,34.4,52.16
19606,30.83,34.27,51.93
19607,25.88,34.2,52.04
19608,23.81,34.19,52.1
19609,25.46,34.13,52.09
19610,26.77,34.14,52.09
19611,28.78,34.04,52.08
19612,30.12,34.01,52.02
19613,32.55,33.69,51.19
19614,31.58,33.44,50.93
19615,31.87,33.44,50.58
19616,31.72,33.13,50.35
19617,31.05,33.12,50.35
19618,30.75,33.01,50.23
19619,30.61,32.91,50.03
19620,30.08,32.58,49.74
19621,31.5,32.5,49.89
19622,31.48,32.67,49.81
19623,31.56,32.68,49.76
19624,31.48,32.6,49.84
19625,31.61,32.54,49.84
19626,32.1,32.48,49.52
19627,31.78,32.61,49.65
19628,32.33,32.61,49.72
19629,32.42,32.57,49.86
19630,32.41,32.58,49.9
19631,32.33,32.54,49.69
19632,32.36,32.82,50.45
19633,31.97,32.81,50.55
19634,31.89,32.84,50.56
19635,31.47,32.75,50.28
19636,30.6,32.36,49.63
19637,30.41,32.61,49.9
19638,29.9,32.61,49.93
19639,30.61,32.54,49.78
19640,31.29,32.63,49.97
19641,31.79,32.63,49.87
19642,32.37,32.72,50.12
19643,32.46,32.61,50.02
19644,32.29,32.61,49.91
19645,32.5,32.77,50.02
19646,32.56,32.67,50.18
19647,32.57,32.76,50.42
19648,32.59,32.75,50.34
19649,32.48,32.76,50.3
19650,31.76,32.82,50.39
19651,30.78,32.74,50.33
19652,30.99,32.88,50.5
19653,31.5,32.82,50.24
19654,32.48,32.74,50.39
19655,32.56,32.73,50.4
19656,31.72,32.8,50.41
19657,29.98,32.84,50.33
19658,29.96,32.85,50.38
19659,29.98,32.64,50.2
19660,29.88,32.76,50.28
19661,29.86,32.67,50.07
19662,29.81,32.5,50.01
19663,29.77,32.64,50.13
19664,29.93,32.47,49.38
19665,29.93,32.22,49.17
19666,30.01,32.12,49.39
19667,30.06,32.16,49.39
19668,29.93,32.61,49.93
19669,29.89,32.48,49.84
19670,29.97,32.61,50.05
19671,29.96,32.54,50.01
19672,29.73,32.86,50.84
19673,28.96,33.01,51.51
19674,29.03,33.24,51.71
19675,28.98,33.49,52.3
19676,28.84,33.59,52.37
19677,28.97,33.55,52.38
19678,28.78,33.82,52.47
19679,28.89,34,52.56
19680,28.95,34.02,52.64
19681,28.91,34.04,52.65
19682,28.8,34.17,52.69
19683,28.93,34.14,52.75
19684,28.93,34.14,52.63
19685,28.88,34.18,52.74
19686,28.84,34.27,52.74
19687,28.86,34.37,52.76
19688,28.79,34.37,52.93
19689,29.79,34.43,53.1
19690,30,34.67,53.25
19691,30.02,34.84,53.35
19692,29.91,34.55,53.17
19693,29.9,34.56,53.16
19694,29.94,34.5,53.26
19695,29.92,34.55,53.24
19696,29.86,34.33,53.03
19697,30.04,34.33,52.82
19698,29.97,34.22,52.39
19699,30.05,34.14,52.44
19700,29.85,34.03,52.37
19701,29.88,33.94,52.22
19702,29.73,33.99,52.22
19703,28.37,33.77,51.78
19704,28.86,33.52,51.13
19705,29.84,33.53,50.97
19706,29.82,33.34,50.84
19707,29.18,33.2,50.42
19708,29.01,32.99,49.99
19709,27.44,32.84,49.89
19710,26.76,32.63,49.84
19711,24.08,32.56,49.69
19712,22.73,32.45,49.6
19713,22.65,32.44,49.63
19714,22.84,32.21,49.17
19715,24.6,32.44,49.58
19716,31.23,30.73,46.5
19717,31.46,30.64,46.56
19718,31.5,30.12,46.07
19719,31.24,30.51,47.12
19720,29.54,31.88,49.59
19721,31.04,31.96,49.56
19722,31.46,31.83,48.9
19723,31.95,31.78,48.99
19724,31.79,31.65,49.07
19725,31.89,32.13,49.74
19726,32.01,32.18,49.88
19727,31.97,32.13,49.71
19728,32,32.14,49.82
19729,32,32.18,49.76
19730,32.17,31.84,49.05
19731,32.23,31.82,49.14
19732,31.46,31.82,49.17
19733,31.76,31.45,48.41
19734,32.31,31.6,48.81
19735,32.29,32.18,49.67
19736,32.31,32.29,49.66
19737,32.4,32.37,49.72
19738,32.5,32.21,49.69
19739,32.46,32.2,49.65
19740,32.55,32.31,49.81
19741,32.36,32.39,49.89
19742,31.1,32.3,49.72
19743,30.88,32.46,49.83
19744,30.92,32.44,49.88
19745,30.97,32.31,49.71
19746,31.07,32.33,49.77
19747,31.06,32.06,49.65
19748,30.87,32.31,50.14
19749,32.36,32.24,50.22
19750,32.59,32.24,49.88
19751,32.41,32.11,49.53
19752,32.41,32.07,49.35
19753,32.48,32.15,49.57
19754,32.6,32.19,49.66
19755,32.43,32.05,49.39
19756,32.48,31.76,48.82
19757,32.59,31.73,48.86
19758,32.46,31.65,48.78
19759,32.44,31.95,49.43
19760,32.44,31.79,49.16
19761,32.31,31.73,49
19762,32.5,31.88,49.29
19763,32.53,31.69,49.07
19764,32.48,31.88,49.33
19765,32.58,32.15,49.8
19766,31.48,32.29,51.23
19767,28.94,32.54,51.49
19768,28.95,32.38,51.33
19769,29.14,32.77,52.1
19770,29.39,33.15,52.5
19771,28.92,33.18,52.38
19772,27.9,33.23,52.35
19773,27.91,33.22,52.01
19774,29.1,33.53,52.31
19775,29.49,33.88,52.67
19776,29.48,33.84,52.63
19777,29.37,33.84,52.63
19778,29.54,34.06,52.77
19779,29.46,34.31,53.05
19780,29.43,34.32,52.8
19781,29.43,34.39,52.99
19782,29.5,34.5,53.17
19783,30.1,34.66,53.24
19784,31.84,34.48,53.17
19785,32.59,34.54,53.11
19786,32.99,34.32,52.63
19787,32.95,34.37,52.54
19788,33.02,34.4,52.63
19789,33,34.39,52.63
19790,33.03,34.41,52.66
19791,33.03,34.29,52.56
19792,33.05,34.59,53.14
19793,33.11,34.54,53.03
19794,33.12,34.63,53.18
19795,33.08,34.65,53.08
19796,32.92,34.48,53.01
19797,32.87,34.32,52.64
19798,32.81,34.1,52.44
19799,29.83,33.9,52.01
19800,27.78,33.61,51.24
19801,29.38,33.54,51.15
19802,29.43,33.42,50.93
19803,29.29,33.24,50.68
19804,28.96,33.28,50.73
19805,28.5,33.2,50.65
19806,27.8,33.05,50.5
19807,28.1,32.56,49.97
19808,28.08,32.02,48.02
19809,29.45,31.52,47.02
19810,29.93,31.43,47.29
19811,28.62,32.6,49.71
19812,30.67,32.3,49.39
19813,30.39,32.35,49.39
19814,31.01,32.48,49.72
19815,31.33,32.34,49.4
19816,31.4,32.29,49.66
19817,31.74,32.23,49.44
19818,32.07,31.88,49.07
19819,32.03,31.92,49.71
19820,32.04,32.35,50.18
19821,32.32,32.35,49.99
19822,32.45,32.31,50.05
19823,32.47,32.09,49.61
19824,32.51,31.89,49.13
19825,32.36,32.04,49.25
19826,32.52,31.88,49.33
19827,32.45,31.87,49.01
19828,32.28,32.68,50.07
19829,32.16,32.52,49.9
19830,31.97,32.4,49.9
19831,32.27,32.54,49.98
19832,32.29,32.51,49.95
19833,32.31,32.59,50.02
19834,32.57,32.6,50.01
19835,32.57,32.52,49.92
19836,32.22,32.57,49.95
19837,31.26,32.44,49.87
19838,29.95,32.5,49.92
19839,29.95,32.52,49.98
19840,29.96,32.55,49.88
19841,30.76,32.65,49.99
19842,30.95,32.58,50.03
19843,31.07,32.46,50.06
19844,30.95,32.53,50.34
19845,30.98,32.49,50.27
19846,30.91,32.49,50.29
19847,30.94,32.37,49.85
19848,31,32.35,49.89
19849,31.06,32.35,49.7
19850,30.97,32.08,49.53
19851,30.93,32.26,49.76
19852,31.1,32.12,49.57
19853,31.29,31.8,49.17
19854,31.28,31.56,48.69
19855,31.2,31.65,48.81
19856,31.48,31.56,48.73
19857,31.82,31.59,48.91
19858,32.02,31.96,49.47
19859,32.07,31.73,49.35
19860,32.07,31.76,49.35
19861,32.39,31.89,49.54
19862,32.42,32.02,50.02
19863,32.05,32.22,50.83
19864,30.61,32.31,50.81
19865,29.99,32.39,50.96
19866,29.91,32.54,51.04
19867,29.98,32.67,51.09
