uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.received_at,received_at
2,2,147,2175649193,-73,-73,38.3846865837538,-0.513212937943281,20,0,147,147,147
2,2,148,2249281073,-79,-79,38.3846865837538,-0.513212937943281,20,0,148,148,148
0,0,149,272123622,-107,-107,38.385917659159134,-0.5170252919197084,20,0,149,149,149
0,0,150,337970173,-105,-105,38.385917659159134,-0.5170252919197084,20,0,150,150,150
0,0,151,371724013,-92,-92,38.385917659159134,-0.5170252919197084,20,0,151,151,151
2,2,152,2409299742,-86,-86,38.3846865837538,-0.513212937943281,20,0,152,152,152
2,2,153,2560661441,-105,-105,38.3846865837538,-0.513212937943281,20,0,153,153,153
2,2,154,2564745105,-99,-99,38.3846865837538,-0.513212937943281,20,0,154,154,154
0,0,155,652333046,-111,-111,38.385917659159134,-0.5170252919197084,20,0,155,155,155
1,1,156,657935567,-95,-95,38.38418726539637,-0.5101910233497621,10,0,156,156,156
4,4,157,2724868515,-110,-110,38.3833301416072,-0.512394097936542,8,0,157,157,157
0,0,158,730544565,-98,-98,38.385917659159134,-0.5170252919197084,20,0,158,158,158
3,3,159,3705545072,-87,-87,38.38473180809575,-0.5102983117103578,10,0,159,159,159
0,0,160,872498669,-108,-108,38.385917659159134,-0.5170252919197084,20,0,160,160,160
1,1,161,1007172931,-86,-86,38.38418726539637,-0.5101910233497621,10,0,161,161,161
1,1,162,1131059077,-97,-97,38.38418726539637,-0.5101910233497621,10,0,162,162,162
0,0,163,1252707949,-115,-115,38.385917659159134,-0.5170252919197084,20,0,163,163,163
0,0,164,1258138701,-111,-111,38.385917659159134,-0.5170252919197084,20,0,164,164,164
2,2,165,3375582179,-74,-74,38.3846865837538,-0.513212937943281,20,0,165,165,165
0,0,166,1436563314,-91,-91,38.385917659159134,-0.5170252919197084,20,0,166,166,166
2,2,167,3485541731,-104,-104,38.3846865837538,-0.513212937943281,20,0,167,167,167
0,0,168,1537234266,-102,-102,38.385917659159134,-0.5170252919197084,20,0,168,168,168
0,0,169,1571657705,-95,-95,38.385917659159134,-0.5170252919197084,20,0,169,169,169
0,0,170,1596637610,-99,-99,38.385917659159134,-0.5170252919197084,20,0,170,170,170
2,2,171,3760884271,-108,-108,38.3846865837538,-0.513212937943281,20,0,171,171,171
0,0,172,1752639306,-104,-104,38.385917659159134,-0.5170252919197084,20,0,172,172,172
2,2,173,3865745431,-107,-107,38.3846865837538,-0.513212937943281,20,0,173,173,173
2,2,174,3871162879,-104,-104,38.3846865837538,-0.513212937943281,20,0,174,174,174
2,2,175,3941346287,-114,-114,38.3846865837538,-0.513212937943281,20,0,175,175,175
2,2,176,3942482015,-93,-93,38.3846865837538,-0.513212937943281,20,0,176,176,176
2,2,177,3948230847,-112,-112,38.3846865837538,-0.513212937943281,20,0,177,177,177
0,0,178,2073267273,-109,-109,38.385917659159134,-0.5170252919197084,20,0,178,178,178
0,0,179,2206931873,-98,-98,38.385917659159134,-0.5170252919197084,20,0,179,179,179
1,1,180,2330996489,-97,-97,38.38418726539637,-0.5101910233497621,10,0,180,180,180
0,0,181,2453472586,-115,-115,38.385917659159134,-0.5170252919197084,20,0,181,181,181
2,2,182,176596338,-101,-101,38.3846865837538,-0.513212937943281,20,0,182,182,182
