id,valueYName,valueY,valueXName,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
462,end_device_ids.dev_eui,1,received_at,0.90234375,0.47,0.47,0.45,0.44,0.46,0.48,0.46,0.45,0.46,0.45,0.46,0.46,0.46,0.45,0.47,0.46,0.45,0.46,0.48,0.45,0.47,0.46,0.46,0.47,0.48,11.53,0.46,false
463,end_device_ids.dev_eui,0.42857142857142855,received_at,0.904296875,0.50,0.51,0.48,0.49,0.48,0.47,0.48,0.49,0.50,0.49,0.50,0.50,0.50,0.49,0.49,0.48,0.49,0.48,0.48,0.49,0.50,0.48,0.50,0.50,0.48,12.25,0.49,false
464,end_device_ids.dev_eui,0,received_at,0.90625,0.53,0.53,0.54,0.53,0.55,0.53,0.52,0.54,0.56,0.53,0.54,0.54,0.53,0.52,0.54,0.52,0.54,0.54,0.52,0.51,0.53,0.54,0.56,0.55,0.54,13.38,0.54,false
465,end_device_ids.dev_eui,0.07142857142857142,received_at,0.908203125,0.56,0.54,0.56,0.54,0.56,0.56,0.54,0.58,0.54,0.55,0.57,0.54,0.57,0.54,0.55,0.57,0.54,0.56,0.56,0.55,0.56,0.55,0.56,0.56,0.57,13.88,0.56,false
466,end_device_ids.dev_eui,0.14285714285714285,received_at,0.91015625,0.53,0.54,0.53,0.54,0.52,0.53,0.54,0.53,0.53,0.53,0.54,0.54,0.56,0.52,0.56,0.51,0.52,0.50,0.54,0.54,0.53,0.52,0.54,0.54,0.54,13.32,0.53,false
467,end_device_ids.dev_eui,0.21428571428571427,received_at,0.912109375,0.51,0.49,0.47,0.48,0.48,0.48,0.50,0.50,0.50,0.48,0.50,0.48,0.49,0.49,0.51,0.49,0.47,0.49,0.51,0.49,0.49,0.48,0.50,0.48,0.48,12.24,0.49,false
468,end_device_ids.dev_eui,0.2857142857142857,received_at,0.9140625,0.45,0.43,0.41,0.43,0.41,0.42,0.44,0.42,0.44,0.43,0.42,0.43,0.43,0.43,0.44,0.42,0.42,0.43,0.42,0.43,0.44,0.42,0.43,0.42,0.43,10.69,0.43,false
469,end_device_ids.dev_eui,0.35714285714285715,received_at,0.916015625,0.40,0.40,0.39,0.40,0.38,0.39,0.40,0.39,0.41,0.40,0.39,0.40,0.40,0.38,0.39,0.38,0.39,0.39,0.40,0.40,0.40,0.40,0.40,0.40,0.40,9.88,0.40,false
470,end_device_ids.dev_eui,0.42857142857142855,received_at,0.91796875,0.49,0.50,0.48,0.47,0.49,0.49,0.48,0.48,0.47,0.48,0.47,0.49,0.49,0.48,0.49,0.48,0.48,0.49,0.48,0.48,0.50,0.49,0.49,0.47,0.49,12.10,0.48,false
471,end_device_ids.dev_eui,0.5,received_at,0.919921875,0.45,0.42,0.42,0.41,0.42,0.44,0.42,0.43,0.44,0.43,0.43,0.43,0.44,0.43,0.44,0.43,0.44,0.41,0.43,0.43,0.44,0.43,0.44,0.45,0.43,10.78,0.43,false
472,end_device_ids.dev_eui,0.5714285714285714,received_at,0.921875,0.43,0.43,0.42,0.43,0.42,0.42,0.42,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.43,0.43,0.42,0.43,0.43,0.42,0.44,0.43,0.43,10.71,0.43,false
473,end_device_ids.dev_eui,0.6428571428571429,received_at,0.923828125,0.41,0.40,0.39,0.41,0.41,0.41,0.40,0.40,0.42,0.41,0.41,0.40,0.41,0.40,0.41,0.40,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.40,0.41,10.18,0.41,false
474,end_device_ids.dev_eui,0.7142857142857143,received_at,0.92578125,0.41,0.41,0.40,0.40,0.40,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.42,0.41,0.42,0.40,0.40,0.40,0.41,0.40,0.42,0.39,0.41,0.42,0.40,10.17,0.41,false
