month,day,hour,min,n_px,n_p,truth
7,23,17,0,2.69,1.509,0
7,23,17,15,2.68,1.51,0
7,23,17,30,2.68,1.509,0
7,23,17,45,2.68,1.51,0
7,23,18,0,2.68,1.502,0
7,23,18,15,2.67,1.487,0
7,23,18,30,2.67,1.471,0
7,23,18,45,2.66,1.458,0
7,23,19,0,2.64,1.441,0
7,23,19,15,2.61,1.415,0
7,23,19,30,2.58,1.39,0
7,23,19,45,2.56,1.357,0
7,23,20,0,2.55,1.323,0
7,23,20,15,2.54,1.286,0
7,23,20,30,2.52,1.247,0
7,23,20,45,2.49,1.205,0
7,23,21,0,2.47,1.139,0
7,23,21,15,2.44,1.065,0
7,23,21,30,2.41,0.993,0
7,23,21,45,2.39,0.927,0
7,23,22,0,2.37,0.869,0
7,23,22,15,2.35,0.836,0
7,23,22,30,2.34,0.811,0
7,23,22,45,2.34,0.796,0
7,23,23,0,2.35,0.79,0
7,23,23,15,2.36,0.781,0
7,23,23,30,2.38,0.78,0
7,23,23,45,2.39,0.78,0
7,24,0,0,2.41,0.789,0
7,24,0,15,2.43,0.833,0
7,24,0,30,2.44,0.883,0
7,24,0,45,2.46,0.933,0
7,24,1,0,2.48,0.987,0
7,24,1,15,2.51,1.039,0
7,24,1,30,2.53,1.1,0
7,24,1,45,2.57,1.169,0
7,24,2,0,2.6,1.233,0
7,24,2,15,2.64,1.299,0
7,24,2,30,2.68,1.373,0
7,24,2,45,2.73,1.457,0
7,24,3,0,2.77,1.543,0
7,24,3,15,2.81,1.626,0
7,24,3,30,2.85,1.71,0
7,24,3,45,2.89,1.794,0
7,24,4,0,2.94,1.885,0
7,24,4,15,2.98,1.98,0
7,24,4,30,3.03,2.075,0
7,24,4,45,3.08,2.168,0
7,24,5,0,3.12,2.261,0
7,24,5,15,3.16,2.356,0
7,24,5,30,3.21,2.449,0
7,24,5,45,3.25,2.545,0
7,24,6,0,3.3,2.637,0
7,24,6,15,3.34,2.729,0
7,24,6,30,3.38,2.821,0
7,24,6,45,3.42,2.893,0
7,24,7,0,3.45,2.9,0
7,24,7,15,3.48,2.9,0
7,24,7,30,3.51,2.9,0
7,24,7,45,3.54,2.899,0
7,24,8,0,3.56,2.877,0
7,24,8,15,3.59,2.845,0
7,24,8,30,3.59,2.805,0
7,24,8,45,3.58,2.767,0
7,24,9,0,3.56,2.725,0
7,24,9,15,3.54,2.686,0
7,24,9,30,3.51,2.643,0
7,24,9,45,3.48,2.603,0
7,24,10,0,3.45,2.559,0
7,24,10,15,3.41,2.498,0
7,24,10,30,3.37,2.443,0
7,24,10,45,3.33,2.383,0
7,24,11,0,3.3,2.333,0
7,24,11,15,3.26,2.28,0
7,24,11,30,3.22,2.24,0
7,24,11,45,3.18,2.212,0
7,24,12,0,3.15,2.183,0
7,24,12,15,3.11,2.157,0
7,24,12,30,3.08,2.14,0
7,24,12,45,3.05,2.124,0
7,24,13,0,3.02,2.109,0
7,24,13,15,3,2.086,0
7,24,13,30,2.99,2.051,0
7,24,13,45,2.98,2.015,0
7,24,14,0,2.96,1.976,0
7,24,14,15,2.93,1.937,0
7,24,14,30,2.9,1.894,0
7,24,14,45,2.87,1.855,0
7,24,15,0,2.85,1.815,0
7,24,15,15,2.83,1.779,0
7,24,15,30,2.81,1.751,0
7,24,15,45,2.8,1.729,0
7,24,16,0,2.78,1.715,0
7,24,16,15,2.76,1.697,0
7,24,16,30,2.75,1.69,0
7,24,16,45,2.74,1.687,0
7,24,17,0,2.74,1.68,0
7,24,17,15,2.74,1.68,0
7,24,17,30,2.75,1.68,0
7,24,17,45,2.75,1.68,0
7,24,18,0,2.75,1.673,0
7,24,18,15,2.76,1.664,0
7,24,18,30,2.76,1.658,0
7,24,18,45,2.76,1.649,0
7,24,19,0,2.75,1.64,0
7,24,19,15,2.75,1.623,0
7,24,19,30,2.74,1.601,0
7,24,19,45,2.73,1.57,0
7,24,20,0,2.73,1.537,0
7,24,20,15,2.72,1.499,0
7,24,20,30,2.7,1.461,0
7,24,20,45,2.69,1.422,0
7,24,21,0,2.67,1.383,0
7,24,21,15,2.65,1.342,0
7,24,21,30,2.62,1.303,0
7,24,21,45,2.59,1.265,0
7,24,22,0,2.56,1.231,0
7,24,22,15,2.54,1.198,0
7,24,22,30,2.53,1.168,0
7,24,22,45,2.53,1.148,0
7,24,23,0,2.52,1.14,0
7,24,23,15,2.53,1.129,0
7,24,23,30,2.56,1.111,0
7,24,23,45,2.59,1.103,0
7,25,0,0,2.63,1.113,0
7,25,0,15,2.67,1.16,0
7,25,0,30,2.7,1.201,0
7,25,0,45,2.75,1.247,0
7,25,1,0,2.8,1.305,0
7,25,1,15,2.84,1.364,0
7,25,1,30,2.89,1.423,0
7,25,1,45,2.94,1.484,0
7,25,2,0,2.99,1.543,0
7,25,2,15,3.03,1.603,0
7,25,2,30,3.08,1.662,0
7,25,2,45,3.12,1.721,0
7,25,3,0,3.17,1.775,0
7,25,3,15,3.21,1.825,0
7,25,3,30,3.26,1.89,0
7,25,3,45,3.31,1.959,0
7,25,4,0,3.36,2.029,0
7,25,4,15,3.41,2.099,0
7,25,4,30,3.45,2.165,0
7,25,4,45,3.49,2.234,0
7,25,5,0,3.54,2.302,0
7,25,5,15,3.57,2.369,0
7,25,5,30,3.61,2.439,0
7,25,5,45,3.63,2.507,0
7,25,6,0,3.66,2.579,0
7,25,6,15,3.69,2.64,0
7,25,6,30,3.71,2.693,0
7,25,6,45,3.73,2.73,0
7,25,7,0,3.74,2.733,0
7,25,7,15,3.72,2.723,0
7,25,7,30,3.7,2.696,0
7,25,7,45,3.68,2.654,0
7,25,8,0,3.65,2.585,0
7,25,8,15,3.61,2.493,0
7,25,8,30,3.57,2.399,0
7,25,8,45,3.53,2.302,0
7,25,9,0,3.48,2.195,0
7,25,9,15,3.44,2.09,0
7,25,9,30,3.39,1.981,0
7,25,9,45,3.35,1.877,0
7,25,10,0,3.3,1.785,0
7,25,10,15,3.23,1.703,0
7,25,10,30,3.15,1.624,0
7,25,10,45,3.08,1.547,0
7,25,11,0,3.01,1.468,0
7,25,11,15,2.97,1.391,0
7,25,11,30,2.93,1.321,0
7,25,11,45,2.88,1.277,0
7,25,12,0,2.84,1.242,0
7,25,12,15,2.79,1.211,0
7,25,12,30,2.76,1.189,0
7,25,12,45,2.73,1.169,0
7,25,13,0,2.7,1.153,0
7,25,13,15,2.68,1.143,0
7,25,13,30,2.64,1.122,0
7,25,13,45,2.61,1.1,0
7,25,14,0,2.58,1.069,0
7,25,14,15,2.54,1.034,0
7,25,14,30,2.49,1,0
7,25,14,45,2.45,0.969,0
7,25,15,0,2.43,0.945,0
7,25,15,15,2.41,0.931,0
7,25,15,30,2.39,0.915,0
7,25,15,45,2.38,0.901,0
7,25,16,0,2.36,0.898,0
7,25,16,15,2.35,0.9,0
7,25,16,30,2.34,0.9,0
7,25,16,45,2.33,0.9,0
7,25,17,0,2.32,0.9,0
7,25,17,15,2.31,0.9,0
7,25,17,30,2.3,0.9,0
7,25,17,45,2.29,0.892,0
7,25,18,0,2.28,0.887,0
7,25,18,15,2.28,0.875,0
7,25,18,30,2.27,0.864,0
7,25,18,45,2.27,0.861,0
7,25,19,0,2.25,0.86,0
7,25,19,15,2.23,0.848,0
7,25,19,30,2.22,0.828,0
7,25,19,45,2.21,0.806,0
7,25,20,0,2.19,0.785,0
7,25,20,15,2.16,0.766,0
7,25,20,30,2.13,0.74,0
7,25,20,45,2.1,0.71,0
7,25,21,0,2.08,0.685,0
7,25,21,15,2.06,0.651,0
7,25,21,30,2.03,0.619,0
7,25,21,45,2.01,0.589,0
7,25,22,0,1.99,0.569,0
7,25,22,15,1.97,0.56,0
7,25,22,30,1.96,0.56,0
7,25,22,45,1.98,0.56,0
7,25,23,0,2.01,0.56,0
7,25,23,15,2.03,0.56,0
7,25,23,30,2.07,0.56,0
7,25,23,45,2.11,0.56,0
7,26,0,0,2.15,0.572,0
7,26,0,15,2.2,0.611,0
7,26,0,30,2.24,0.652,0
7,26,0,45,2.28,0.705,0
7,26,1,0,2.34,0.757,0
7,26,1,15,2.39,0.811,0
7,26,1,30,2.44,0.881,0
7,26,1,45,2.5,0.939,0
7,26,2,0,2.55,0.995,0
7,26,2,15,2.61,1.059,0
7,26,2,30,2.67,1.123,0
7,26,2,45,2.72,1.188,0
7,26,3,0,2.78,1.25,0
7,26,3,15,2.84,1.324,0
7,26,3,30,2.89,1.412,0
7,26,3,45,2.94,1.497,0
7,26,4,0,2.99,1.591,0
7,26,4,15,3.04,1.683,0
7,26,4,30,3.09,1.775,0
7,26,4,45,3.14,1.869,0
7,26,5,0,3.19,1.961,0
7,26,5,15,3.23,2.052,0
7,26,5,30,3.28,2.141,0
7,26,5,45,3.33,2.231,0
7,26,6,0,3.38,2.321,0
7,26,6,15,3.43,2.395,0
7,26,6,30,3.47,2.467,0
7,26,6,45,3.5,2.531,0
7,26,7,0,3.52,2.54,0
7,26,7,15,3.52,2.534,0
7,26,7,30,3.51,2.505,0
7,26,7,45,3.5,2.468,0
7,26,8,0,3.48,2.429,0
7,26,8,15,3.46,2.359,0
7,26,8,30,3.43,2.272,0
7,26,8,45,3.4,2.187,0
7,26,9,0,3.37,2.127,0
7,26,9,15,3.32,2.048,0
7,26,9,30,3.26,1.968,0
7,26,9,45,3.19,1.89,0
7,26,10,0,3.15,1.815,0
7,26,10,15,3.11,1.744,0
7,26,10,30,3.08,1.673,0
7,26,10,45,3.04,1.608,0
7,26,11,0,3.01,1.547,0
7,26,11,15,2.97,1.497,0
7,26,11,30,2.93,1.465,0
7,26,11,45,2.89,1.444,0
7,26,12,0,2.85,1.429,0
7,26,12,15,2.83,1.415,0
7,26,12,30,2.81,1.41,0
7,26,12,45,2.78,1.409,0
7,26,13,0,2.75,1.403,0
7,26,13,15,2.71,1.387,0
7,26,13,30,2.68,1.367,0
7,26,13,45,2.64,1.353,0
7,26,14,0,2.6,1.334,0
7,26,14,15,2.59,1.307,0
7,26,14,30,2.57,1.281,0
7,26,14,45,2.55,1.255,0
7,26,15,0,2.54,1.233,0
7,26,15,15,2.52,1.213,0
7,26,15,30,2.52,1.205,0
7,26,15,45,2.5,1.2,0
7,26,16,0,2.49,1.2,0
7,26,16,15,2.48,1.2,0
7,26,16,30,2.47,1.2,0
7,26,16,45,2.47,1.191,0
7,26,17,0,2.46,1.179,0
7,26,17,15,2.46,1.17,0
7,26,17,30,2.45,1.17,0
7,26,17,45,2.44,1.17,0
7,26,18,0,2.44,1.168,0
7,26,18,15,2.44,1.16,0
7,26,18,30,2.43,1.158,0
7,26,18,45,2.43,1.145,0
7,26,19,0,2.42,1.125,0
7,26,19,15,2.4,1.102,0
7,26,19,30,2.39,1.086,0
7,26,19,45,2.36,1.075,0
7,26,20,0,2.34,1.052,0
7,26,20,15,2.32,1.022,0
7,26,20,30,2.3,0.987,0
7,26,20,45,2.26,0.957,0
7,26,21,0,2.22,0.922,0
7,26,21,15,2.19,0.895,0
7,26,21,30,2.16,0.872,0
7,26,21,45,2.14,0.853,0
7,26,22,0,2.11,0.839,0
7,26,22,15,2.09,0.83,0
7,26,22,30,2.08,0.83,0
7,26,22,45,2.08,0.83,0
7,26,23,0,2.09,0.83,0
7,26,23,15,2.11,0.83,0
7,26,23,30,2.14,0.83,0
7,26,23,45,2.16,0.83,0
7,27,0,0,2.19,0.849,0
7,27,0,15,2.22,0.899,0
7,27,0,30,2.26,0.949,0
7,27,0,45,2.3,1.006,0
7,27,1,0,2.35,1.079,0
7,27,1,15,2.4,1.156,0
7,27,1,30,2.44,1.231,0
7,27,1,45,2.49,1.309,0
7,27,2,0,2.54,1.388,0
7,27,2,15,2.59,1.465,0
7,27,2,30,2.64,1.541,0
7,27,2,45,2.68,1.617,0
7,27,3,0,2.73,1.693,0
7,27,3,15,2.77,1.762,0
7,27,3,30,2.82,1.827,0
7,27,3,45,2.86,1.901,0
7,27,4,0,2.9,1.981,0
7,27,4,15,2.95,2.062,0
7,27,4,30,3,2.142,0
7,27,4,45,3.05,2.219,0
7,27,5,0,3.09,2.3,0
7,27,5,15,3.13,2.38,0
7,27,5,30,3.17,2.461,0
7,27,5,45,3.21,2.541,0
7,27,6,0,3.25,2.621,0
7,27,6,15,3.29,2.687,0
7,27,6,30,3.32,2.747,0
7,27,6,45,3.34,2.797,0
7,27,7,0,3.35,2.8,0
7,27,7,15,3.35,2.791,0
7,27,7,30,3.34,2.777,0
7,27,7,45,3.33,2.752,0
7,27,8,0,3.31,2.707,0
7,27,8,15,3.29,2.643,0
7,27,8,30,3.26,2.567,0
7,27,8,45,3.23,2.479,0
7,27,9,0,3.2,2.391,0
7,27,9,15,3.16,2.299,0
7,27,9,30,3.11,2.199,0
7,27,9,45,3.07,2.105,0
7,27,10,0,3.03,2.012,0
7,27,10,15,2.99,1.931,0
7,27,10,30,2.94,1.866,0
7,27,10,45,2.89,1.803,0
7,27,11,0,2.84,1.75,0
7,27,11,15,2.8,1.698,0
7,27,11,30,2.76,1.669,0
7,27,11,45,2.71,1.653,0
7,27,12,0,2.66,1.641,0
7,27,12,15,2.63,1.64,0
7,27,12,30,2.6,1.64,0
7,27,12,45,2.58,1.64,0
7,27,13,0,2.56,1.64,0
7,27,13,15,2.54,1.631,0
7,27,13,30,2.52,1.611,0
7,27,13,45,2.5,1.595,0
7,27,14,0,2.48,1.564,0
7,27,14,15,2.47,1.538,0
7,27,14,30,2.45,1.511,0
7,27,14,45,2.43,1.491,0
7,27,15,0,2.41,1.474,0
7,27,15,15,2.39,1.455,0
7,27,15,30,2.37,1.434,0
7,27,15,45,2.35,1.413,0
7,27,16,0,2.33,1.41,0
7,27,16,15,2.32,1.41,0
7,27,16,30,2.3,1.409,0
7,27,16,45,2.3,1.402,0
7,27,17,0,2.31,1.4,0
7,27,17,15,2.33,1.399,0
7,27,17,30,2.34,1.389,0
7,27,17,45,2.35,1.375,0
7,27,18,0,2.35,1.357,0
7,27,18,15,2.35,1.339,0
7,27,18,30,2.35,1.309,0
7,27,18,45,2.34,1.281,0
7,27,19,0,2.33,1.255,0
7,27,19,15,2.31,1.235,0
7,27,19,30,2.3,1.207,0
7,27,19,45,2.29,1.176,0
7,27,20,0,2.28,1.142,0
7,27,20,15,2.27,1.102,0
7,27,20,30,2.26,1.061,0
7,27,20,45,2.23,1.022,0
7,27,21,0,2.2,0.992,0
7,27,21,15,2.17,0.963,0
7,27,21,30,2.13,0.939,0
7,27,21,45,2.1,0.917,0
7,27,22,0,2.07,0.91,0
7,27,22,15,2.05,0.91,0
7,27,22,30,2.04,0.909,0
7,27,22,45,2.05,0.908,0
7,27,23,0,2.08,0.909,0
7,27,23,15,2.11,0.909,0
7,27,23,30,2.16,0.908,0
7,27,23,45,2.21,0.909,0
7,28,0,0,2.26,0.923,0
7,28,0,15,2.3,0.973,0
7,28,0,30,2.34,1.025,0
7,28,0,45,2.38,1.077,0
7,28,1,0,2.44,1.129,0
7,28,1,15,2.49,1.185,0
7,28,1,30,2.55,1.247,0
7,28,1,45,2.6,1.311,0
7,28,2,0,2.66,1.381,0
7,28,2,15,2.72,1.445,0
7,28,2,30,2.78,1.509,0
7,28,2,45,2.84,1.57,0
7,28,3,0,2.9,1.633,0
7,28,3,15,2.96,1.701,0
7,28,3,30,3.02,1.769,0
7,28,3,45,3.08,1.847,0
7,28,4,0,3.14,1.927,0
7,28,4,15,3.2,2.007,0
7,28,4,30,3.26,2.087,0
7,28,4,45,3.32,2.164,0
7,28,5,0,3.38,2.245,0
7,28,5,15,3.44,2.324,0
7,28,5,30,3.49,2.403,0
7,28,5,45,3.55,2.479,0
7,28,6,0,3.6,2.561,0
7,28,6,15,3.65,2.639,0
7,28,6,30,3.69,2.715,0
7,28,6,45,3.73,2.777,0
7,28,7,0,3.76,2.781,0
7,28,7,15,3.76,2.771,0
7,28,7,30,3.75,2.743,0
7,28,7,45,3.74,2.706,0
7,28,8,0,3.71,2.665,0
7,28,8,15,3.68,2.597,0
7,28,8,30,3.64,2.504,0
7,28,8,45,3.6,2.41,0
7,28,9,0,3.56,2.328,0
7,28,9,15,3.52,2.237,0
7,28,9,30,3.49,2.151,0
7,28,9,45,3.45,2.071,0
7,28,10,0,3.42,1.995,0
7,28,10,15,3.38,1.927,0
7,28,10,30,3.33,1.877,0
7,28,10,45,3.28,1.836,0
7,28,11,0,3.23,1.798,0
7,28,11,15,3.19,1.764,0
7,28,11,30,3.15,1.735,0
7,28,11,45,3.12,1.71,0
7,28,12,0,3.09,1.698,0
7,28,12,15,3.05,1.695,0
7,28,12,30,3.02,1.688,0
7,28,12,45,3,1.68,0
7,28,13,0,2.99,1.669,0
7,28,13,15,2.98,1.651,0
7,28,13,30,2.97,1.629,0
7,28,13,45,2.94,1.602,0
7,28,14,0,2.92,1.579,0
7,28,14,15,2.9,1.551,0
7,28,14,30,2.88,1.52,0
7,28,14,45,2.86,1.489,0
7,28,15,0,2.83,1.465,0
7,28,15,15,2.8,1.441,0
7,28,15,30,2.78,1.415,0
7,28,15,45,2.76,1.393,0
7,28,16,0,2.74,1.369,0
7,28,16,15,2.74,1.346,0
7,28,16,30,2.73,1.338,0
7,28,16,45,2.72,1.33,0
7,28,17,0,2.71,1.321,0
7,28,17,15,2.71,1.32,0
7,28,17,30,2.71,1.318,0
7,28,17,45,2.72,1.31,0
7,28,18,0,2.71,1.295,0
7,28,18,15,2.71,1.271,0
7,28,18,30,2.7,1.253,0
7,28,18,45,2.7,1.229,0
7,28,19,0,2.69,1.202,0
7,28,19,15,2.68,1.175,0
7,28,19,30,2.67,1.163,0
7,28,19,45,2.65,1.15,0
7,28,20,0,2.63,1.121,0
7,28,20,15,2.61,1.087,0
7,28,20,30,2.6,1.053,0
7,28,20,45,2.57,1.015,0
7,28,21,0,2.55,0.982,0
7,28,21,15,2.54,0.946,0
7,28,21,30,2.51,0.912,0
7,28,21,45,2.47,0.879,0
7,28,22,0,2.44,0.858,0
7,28,22,15,2.41,0.85,0
7,28,22,30,2.39,0.85,0
7,28,22,45,2.39,0.848,0
7,28,23,0,2.38,0.84,0
7,28,23,15,2.39,0.839,0
7,28,23,30,2.41,0.84,0
7,28,23,45,2.45,0.84,0
7,29,0,0,2.48,0.855,0
7,29,0,15,2.52,0.904,0
7,29,0,30,2.56,0.951,0
7,29,0,45,2.61,1.007,0
7,29,1,0,2.65,1.068,0
7,29,1,15,2.7,1.131,0
7,29,1,30,2.75,1.192,0
7,29,1,45,2.8,1.253,0
7,29,2,0,2.84,1.314,0
7,29,2,15,2.89,1.375,0
7,29,2,30,2.93,1.435,0
7,29,2,45,2.98,1.499,0
7,29,3,0,3.03,1.56,0
7,29,3,15,3.07,1.621,0
7,29,3,30,3.12,1.685,0
7,29,3,45,3.17,1.763,0
7,29,4,0,3.22,1.841,0
7,29,4,15,3.27,1.893,0
7,29,4,30,3.32,1.979,0
7,29,4,45,3.36,2.058,0
7,29,5,0,3.41,2.136,0
7,29,5,15,3.44,2.211,0
7,29,5,30,3.47,2.293,0
7,29,5,45,3.51,2.37,0
7,29,6,0,3.55,2.445,0
7,29,6,15,3.58,2.511,0
7,29,6,30,3.6,2.577,0
7,29,6,45,3.62,2.629,0
7,29,7,0,3.63,2.634,0
7,29,7,15,3.63,2.595,0
7,29,7,30,3.62,2.565,0
7,29,7,45,3.61,2.529,0
7,29,8,0,3.58,2.487,0
7,29,8,15,3.55,2.415,0
7,29,8,30,3.51,2.312,0
7,29,8,45,3.47,2.203,0
7,29,9,0,3.41,2.103,0
7,29,9,15,3.35,2.001,0
7,29,9,30,3.29,1.912,0
7,29,9,45,3.22,1.843,0
7,29,10,0,3.16,1.783,0
7,29,10,15,3.1,1.723,0
7,29,10,30,3.06,1.653,0
7,29,10,45,3.02,1.593,0
7,29,11,0,2.98,1.55,0
7,29,11,15,2.94,1.511,0
7,29,11,30,2.92,1.477,0
7,29,11,45,2.89,1.463,0
7,29,12,0,2.87,1.452,0
7,29,12,15,2.84,1.443,0
7,29,12,30,2.81,1.45,0
7,29,12,45,2.78,1.449,0
7,29,13,0,2.76,1.445,0
7,29,13,15,2.74,1.441,0
7,29,13,30,2.72,1.427,0
7,29,13,45,2.69,1.4,0
7,29,14,0,2.67,1.371,0
7,29,14,15,2.65,1.342,0
7,29,14,30,2.63,1.313,0
7,29,14,45,2.61,1.281,0
7,29,15,0,2.59,1.253,0
7,29,15,15,2.57,1.235,0
7,29,15,30,2.55,1.22,0
7,29,15,45,2.54,1.219,0
7,29,16,0,2.51,1.211,0
7,29,16,15,2.49,1.21,0
7,29,16,30,2.47,1.21,0
7,29,16,45,2.45,1.21,0
7,29,17,0,2.45,1.21,0
7,29,17,15,2.44,1.21,0
7,29,17,30,2.44,1.21,0
7,29,17,45,2.44,1.203,0
7,29,18,0,2.44,1.193,0
7,29,18,15,2.45,1.185,0
7,29,18,30,2.44,1.178,0
7,29,18,45,2.44,1.166,0
7,29,19,0,2.44,1.147,0
7,29,19,15,2.42,1.125,0
7,29,19,30,2.4,1.105,0
7,29,19,45,2.38,1.088,0
7,29,20,0,2.36,1.06,0
7,29,20,15,2.34,1.025,0
7,29,20,30,2.33,0.99,0
7,29,20,45,2.31,0.955,0
7,29,21,0,2.27,0.918,0
7,29,21,15,2.24,0.88,0
7,29,21,30,2.21,0.846,0
7,29,21,45,2.18,0.817,0
7,29,22,0,2.15,0.799,0
7,29,22,15,2.12,0.79,0
7,29,22,30,2.1,0.78,0
7,29,22,45,2.08,0.776,0
7,29,23,0,2.09,0.768,0
7,29,23,15,2.1,0.757,0
7,29,23,30,2.14,0.748,0
7,29,23,45,2.17,0.745,0
7,30,0,0,2.21,0.749,0
7,30,0,15,2.25,0.791,0
7,30,0,30,2.29,0.84,0
7,30,0,45,2.34,0.879,0
7,30,1,0,2.39,0.944,0
7,30,1,15,2.44,1.015,0
7,30,1,30,2.49,1.081,0
7,30,1,45,2.54,1.151,0
7,30,2,0,2.59,1.22,0
7,30,2,15,2.64,1.291,0
7,30,2,30,2.7,1.365,0
7,30,2,45,2.77,1.446,0
7,30,3,0,2.83,1.545,0
7,30,3,15,2.89,1.645,0
7,30,3,30,2.96,1.736,0
7,30,3,45,3.02,1.833,0
7,30,4,0,3.08,1.924,0
7,30,4,15,3.14,2.003,0
7,30,4,30,3.21,2.094,0
7,30,4,45,3.27,2.186,0
7,30,5,0,3.34,2.262,0
7,30,5,15,3.4,2.355,0
7,30,5,30,3.46,2.439,0
7,30,5,45,3.51,2.5,0
7,30,6,0,3.55,2.593,0
7,30,6,15,3.6,2.667,0
7,30,6,30,3.65,2.751,0
7,30,6,45,3.69,2.813,0
7,30,7,0,3.74,2.817,0
7,30,7,15,3.77,2.811,0
7,30,7,30,3.79,2.789,0
7,30,7,45,3.79,2.762,0
7,30,8,0,3.78,2.717,0
7,30,8,15,3.76,2.675,0
7,30,8,30,3.75,2.6,0
7,30,8,45,3.72,2.504,0
7,30,9,0,3.69,2.387,0
7,30,9,15,3.65,2.281,0
7,30,9,30,3.62,2.179,0
7,30,9,45,3.57,2.105,0
7,30,10,0,3.51,2.034,0
7,30,10,15,3.47,1.975,0
7,30,10,30,3.44,1.91,0
7,30,10,45,3.41,1.847,0
7,30,11,0,3.39,1.793,0
7,30,11,15,3.36,1.751,0
7,30,11,30,3.31,1.734,0
7,30,11,45,3.26,1.72,0
7,30,12,0,3.22,1.717,0
7,30,12,15,3.18,1.704,0
7,30,12,30,3.14,1.7,0
7,30,12,45,3.1,1.699,0
7,30,13,0,3.07,1.699,0
7,30,13,15,3.04,1.687,0
7,30,13,30,3.01,1.677,0
7,30,13,45,2.98,1.661,0
7,30,14,0,2.96,1.638,0
7,30,14,15,2.92,1.617,0
7,30,14,30,2.89,1.597,0
7,30,14,45,2.86,1.584,0
7,30,15,0,2.83,1.572,0
7,30,15,15,2.8,1.561,0
7,30,15,30,2.77,1.56,0
7,30,15,45,2.74,1.559,0
7,30,16,0,2.72,1.56,0
7,30,16,15,2.69,1.56,0
7,30,16,30,2.67,1.56,0
7,30,16,45,2.66,1.56,0
7,30,17,0,2.67,1.56,0
7,30,17,15,2.68,1.56,0
7,30,17,30,2.69,1.56,0
7,30,17,45,2.69,1.563,0
7,30,18,0,2.69,1.567,0
7,30,18,15,2.68,1.565,0
7,30,18,30,2.67,1.561,0
7,30,18,45,2.66,1.56,0
7,30,19,0,2.64,1.554,0
7,30,19,15,2.64,1.544,0
7,30,19,30,2.64,1.525,0
7,30,19,45,2.64,1.503,0
7,30,20,0,2.64,1.469,0
7,30,20,15,2.63,1.423,0
7,30,20,30,2.6,1.361,0
7,30,20,45,2.58,1.297,0
7,30,21,0,2.56,1.244,0
7,30,21,15,2.53,1.191,0
7,30,21,30,2.51,1.152,0
7,30,21,45,2.48,1.117,0
7,30,22,0,2.46,1.096,0
7,30,22,15,2.46,1.081,0
7,30,22,30,2.46,1.08,0
7,30,22,45,2.46,1.08,0
7,30,23,0,2.46,1.08,0
7,30,23,15,2.48,1.067,0
7,30,23,30,2.51,1.057,0
7,30,23,45,2.54,1.057,0
7,31,0,0,2.57,1.07,0
7,31,0,15,2.6,1.117,0
7,31,0,30,2.63,1.155,0
7,31,0,45,2.64,1.199,0
7,31,1,0,2.66,1.253,0
7,31,1,15,2.69,1.318,0
7,31,1,30,2.71,1.381,0
7,31,1,45,2.74,1.449,0
7,31,2,0,2.77,1.514,0
7,31,2,15,2.82,1.589,0
7,31,2,30,2.87,1.661,0
7,31,2,45,2.92,1.735,0
7,31,3,0,2.97,1.812,0
7,31,3,15,3.01,1.886,0
7,31,3,30,3.06,1.969,0
7,31,3,45,3.1,2.055,0
7,31,4,0,3.15,2.137,0
7,31,4,15,3.19,2.224,0
7,31,4,30,3.24,2.309,0
7,31,4,45,3.29,2.403,0
7,31,5,0,3.34,2.486,0
7,31,5,15,3.38,2.571,0
7,31,5,30,3.43,2.652,0
7,31,5,45,3.47,2.716,0
7,31,6,0,3.53,2.783,0
7,31,6,15,3.58,2.841,0
7,31,6,30,3.63,2.907,0
7,31,6,45,3.68,2.963,0
7,31,7,0,3.72,2.97,0
7,31,7,15,3.77,2.974,0
7,31,7,30,3.81,2.971,0
7,31,7,45,3.84,2.949,0
7,31,8,0,3.86,2.928,0
7,31,8,15,3.88,2.893,0
7,31,8,30,3.88,2.851,0
7,31,8,45,3.88,2.809,0
7,31,9,0,3.86,2.767,0
7,31,9,15,3.85,2.723,0
7,31,9,30,3.83,2.683,0
7,31,9,45,3.8,2.645,0
7,31,10,0,3.76,2.605,0
7,31,10,15,3.72,2.566,0
7,31,10,30,3.68,2.532,0
7,31,10,45,3.64,2.491,0
7,31,11,0,3.59,2.454,0
7,31,11,15,3.55,2.421,0
7,31,11,30,3.51,2.399,0
7,31,11,45,3.48,2.367,0
7,31,12,0,3.44,2.345,0
7,31,12,15,3.41,2.336,0
7,31,12,30,3.38,2.322,0
7,31,12,45,3.35,2.312,0
7,31,13,0,3.33,2.289,0
7,31,13,15,3.31,2.247,0
7,31,13,30,3.28,2.208,0
7,31,13,45,3.25,2.159,0
7,31,14,0,3.22,2.087,0
7,31,14,15,3.19,2.011,0
7,31,14,30,3.16,1.94,0
7,31,14,45,3.13,1.866,0
7,31,15,0,3.11,1.801,0
7,31,15,15,3.09,1.752,0
7,31,15,30,3.07,1.717,0
7,31,15,45,3.05,1.685,0
7,31,16,0,3.03,1.654,0
7,31,16,15,3.02,1.631,0
7,31,16,30,3.01,1.611,0
7,31,16,45,3,1.596,0
7,31,17,0,3,1.582,0
7,31,17,15,2.98,1.566,0
7,31,17,30,2.97,1.544,0
7,31,17,45,2.96,1.524,0
7,31,18,0,2.94,1.506,0
7,31,18,15,2.93,1.484,0
7,31,18,30,2.91,1.471,0
7,31,18,45,2.89,1.457,0
7,31,19,0,2.87,1.431,0
