month,day,hour,min,n_px,n_p,truth
4,17,8,0,3.98,2.91,0
4,17,8,15,3.94,2.87,0
4,17,8,30,3.89,2.819,0
4,17,8,45,3.84,2.733,0
4,17,9,0,3.78,2.625,0
4,17,9,15,3.71,2.509,0
4,17,9,30,3.63,2.387,0
4,17,9,45,3.55,2.264,0
4,17,10,0,3.47,2.146,0
4,17,10,15,3.4,2.033,0
4,17,10,30,3.35,1.976,0
4,17,10,45,3.33,1.947,0
4,17,11,0,3.3,1.911,0
4,17,11,15,3.29,1.871,0
4,17,11,30,3.25,1.836,0
4,17,11,45,3.22,1.799,0
4,17,12,0,3.19,1.775,0
4,17,12,15,3.15,1.77,0
4,17,12,30,3.13,1.77,0
4,17,12,45,3.1,1.77,0
4,17,13,0,3.09,1.77,0
4,17,13,15,3.07,1.77,0
4,17,13,30,3.06,1.768,0
4,17,13,45,3.07,1.753,0
4,17,14,0,3.09,1.735,0
4,17,14,15,3.1,1.711,0
4,17,14,30,3.11,1.683,0
4,17,14,45,3.1,1.661,0
4,17,15,0,3.09,1.646,0
4,17,15,15,3.11,1.623,0
4,17,15,30,3.14,1.599,0
4,17,15,45,3.17,1.575,0
4,17,16,0,3.18,1.563,0
4,17,16,15,3.19,1.55,0
4,17,16,30,3.19,1.537,0
4,17,16,45,3.2,1.517,0
4,17,17,0,3.23,1.497,0
4,17,17,15,3.26,1.479,0
4,17,17,30,3.29,1.463,0
4,17,17,45,3.32,1.443,0
4,17,18,0,3.35,1.421,0
4,17,18,15,3.38,1.403,0
4,17,18,30,3.41,1.385,0
4,17,18,45,3.44,1.355,0
4,17,19,0,3.47,1.319,0
4,17,19,15,3.49,1.285,0
4,17,19,30,3.52,1.247,0
4,17,19,45,3.54,1.211,0
4,17,20,0,3.56,1.175,0
4,17,20,15,3.57,1.141,0
4,17,20,30,3.59,1.104,0
4,17,20,45,3.6,1.069,0
4,17,21,0,3.6,1.034,0
4,17,21,15,3.61,1.001,0
4,17,21,30,3.61,0.967,0
4,17,21,45,3.61,0.934,0
4,17,22,0,3.61,0.898,0
4,17,22,15,3.61,0.866,0
4,17,22,30,3.62,0.838,0
4,17,22,45,3.64,0.818,0
4,17,23,0,3.65,0.799,0
4,17,23,15,3.67,0.781,0
4,17,23,30,3.69,0.765,0
4,17,23,45,3.71,0.755,0
4,18,0,0,3.74,0.767,0
4,18,0,15,3.76,0.832,0
4,18,0,30,3.77,0.901,0
4,18,0,45,3.8,0.971,0
4,18,1,0,3.82,1.041,0
4,18,1,15,3.85,1.109,0
4,18,1,30,3.87,1.183,0
4,18,1,45,3.9,1.26,0
4,18,2,0,3.92,1.337,0
4,18,2,15,3.94,1.421,0
4,18,2,30,3.94,1.519,0
4,18,2,45,3.96,1.619,0
4,18,3,0,3.97,1.716,0
4,18,3,15,3.98,1.813,0
4,18,3,30,3.99,1.912,0
4,18,3,45,4.01,2.009,0
4,18,4,0,4.04,2.108,0
4,18,4,15,4.05,2.203,0
4,18,4,30,4.06,2.301,0
4,18,4,45,4.08,2.399,0
4,18,5,0,4.1,2.493,0
4,18,5,15,4.12,2.593,0
4,18,5,30,4.13,2.689,0
4,18,5,45,4.15,2.787,0
4,18,6,0,4.17,2.883,0
4,18,6,15,4.18,2.979,0
4,18,6,30,4.17,3.055,0
4,18,6,45,4.16,3.088,0
4,18,7,0,4.15,3.079,0
4,18,7,15,4.15,3.044,0
4,18,7,30,4.14,3.013,0
4,18,7,45,4.11,3.007,0
4,18,8,0,4.07,2.988,0
4,18,8,15,4.04,2.961,0
4,18,8,30,3.99,2.917,0
4,18,8,45,3.94,2.852,0
4,18,9,0,3.89,2.773,0
4,18,9,15,3.82,2.678,0
4,18,9,30,3.75,2.577,0
4,18,9,45,3.67,2.487,0
4,18,10,0,3.59,2.407,0
4,18,10,15,3.5,2.325,0
4,18,10,30,3.42,2.233,0
4,18,10,45,3.33,2.149,0
4,18,11,0,3.24,2.065,0
4,18,11,15,3.17,1.99,0
4,18,11,30,3.12,1.931,0
4,18,11,45,3.09,1.881,0
4,18,12,0,3.05,1.837,0
4,18,12,15,3.02,1.791,0
4,18,12,30,3,1.752,0
4,18,12,45,2.98,1.715,0
4,18,13,0,2.97,1.676,0
4,18,13,15,2.95,1.639,0
4,18,13,30,2.94,1.605,0
4,18,13,45,2.93,1.572,0
4,18,14,0,2.93,1.539,0
4,18,14,15,2.93,1.505,0
4,18,14,30,2.92,1.472,0
4,18,14,45,2.92,1.437,0
4,18,15,0,2.92,1.403,0
4,18,15,15,2.93,1.371,0
4,18,15,30,2.93,1.343,0
4,18,15,45,2.94,1.32,0
4,18,16,0,2.94,1.3,0
4,18,16,15,2.95,1.285,0
4,18,16,30,2.96,1.263,0
4,18,16,45,2.97,1.237,0
4,18,17,0,2.98,1.216,0
4,18,17,15,2.98,1.199,0
4,18,17,30,2.99,1.187,0
4,18,17,45,3,1.173,0
4,18,18,0,3.01,1.163,0
4,18,18,15,3.02,1.149,0
4,18,18,30,3,1.134,0
4,18,18,45,2.94,1.115,0
4,18,19,0,2.88,1.099,0
4,18,19,15,2.83,1.076,0
4,18,19,30,2.76,1.051,0
4,18,19,45,2.69,1.029,0
4,18,20,0,2.63,1.015,0
4,18,20,15,2.56,1.001,0
4,18,20,30,2.49,0.97,0
4,18,20,45,2.42,0.931,0
4,18,21,0,2.35,0.892,0
4,18,21,15,2.29,0.862,0
4,18,21,30,2.26,0.854,0
4,18,21,45,2.27,0.844,0
4,18,22,0,2.27,0.84,0
4,18,22,15,2.29,0.84,0
4,18,22,30,2.3,0.84,0
4,18,22,45,2.32,0.84,0
4,18,23,0,2.34,0.84,0
4,18,23,15,2.36,0.84,0
4,18,23,30,2.4,0.84,0
4,18,23,45,2.44,0.84,0
4,19,0,0,2.5,0.86,0
4,19,0,15,2.53,0.933,0
4,19,0,30,2.57,1.011,0
4,19,0,45,2.6,1.092,0
4,19,1,0,2.64,1.17,0
4,19,1,15,2.68,1.255,0
4,19,1,30,2.72,1.337,0
4,19,1,45,2.76,1.42,0
4,19,2,0,2.8,1.505,0
4,19,2,15,2.85,1.587,0
4,19,2,30,2.89,1.671,0
4,19,2,45,2.93,1.755,0
4,19,3,0,2.97,1.84,0
4,19,3,15,3.01,1.923,0
4,19,3,30,3.06,2.006,0
4,19,3,45,3.1,2.092,0
4,19,4,0,3.14,2.176,0
4,19,4,15,3.19,2.259,0
4,19,4,30,3.24,2.343,0
4,19,4,45,3.28,2.429,0
4,19,5,0,3.33,2.519,0
4,19,5,15,3.36,2.61,0
4,19,5,30,3.4,2.699,0
4,19,5,45,3.44,2.789,0
4,19,6,0,3.47,2.879,0
4,19,6,15,3.51,2.968,0
4,19,6,30,3.54,3.056,0
4,19,6,45,3.57,3.127,0
4,19,7,0,3.6,3.139,0
4,19,7,15,3.64,3.135,0
4,19,7,30,3.68,3.125,0
4,19,7,45,3.64,3.099,0
4,19,8,0,3.59,3.063,0
4,19,8,15,3.53,3.015,0
4,19,8,30,3.47,2.95,0
4,19,8,45,3.4,2.88,0
4,19,9,0,3.34,2.801,0
4,19,9,15,3.27,2.713,0
4,19,9,30,3.2,2.633,0
4,19,9,45,3.13,2.556,0
4,19,10,0,3.07,2.481,0
4,19,10,15,3.01,2.397,0
4,19,10,30,2.94,2.305,0
4,19,10,45,2.89,2.22,0
4,19,11,0,2.83,2.136,0
4,19,11,15,2.76,2.05,0
4,19,11,30,2.7,1.98,0
4,19,11,45,2.65,1.917,0
4,19,12,0,2.59,1.854,0
4,19,12,15,2.55,1.806,0
4,19,12,30,2.57,1.769,0
4,19,12,45,2.59,1.731,0
4,19,13,0,2.61,1.691,0
4,19,13,15,2.62,1.654,0
4,19,13,30,2.64,1.616,0
4,19,13,45,2.66,1.594,0
4,19,14,0,2.68,1.575,0
4,19,14,15,2.69,1.556,0
4,19,14,30,2.7,1.543,0
4,19,14,45,2.72,1.526,0
4,19,15,0,2.73,1.514,0
4,19,15,15,2.75,1.493,0
4,19,15,30,2.76,1.463,0
4,19,15,45,2.78,1.433,0
4,19,16,0,2.8,1.411,0
4,19,16,15,2.83,1.393,0
4,19,16,30,2.86,1.375,0
4,19,16,45,2.89,1.365,0
4,19,17,0,2.92,1.355,0
4,19,17,15,2.94,1.342,0
4,19,17,30,2.97,1.337,0
4,19,17,45,2.99,1.321,0
4,19,18,0,3,1.301,0
4,19,18,15,3.01,1.283,0
4,19,18,30,3.02,1.27,0
4,19,18,45,3.03,1.27,0
4,19,19,0,3.04,1.27,0
4,19,19,15,3.05,1.264,0
4,19,19,30,3.03,1.237,0
4,19,19,45,2.98,1.216,0
4,19,20,0,2.92,1.187,0
4,19,20,15,2.86,1.155,0
4,19,20,30,2.8,1.122,0
4,19,20,45,2.73,1.097,0
4,19,21,0,2.67,1.081,0
4,19,21,15,2.6,1.052,0
4,19,21,30,2.54,1.02,0
4,19,21,45,2.53,1.01,0
4,19,22,0,2.53,1.01,0
4,19,22,15,2.53,1.01,0
4,19,22,30,2.54,1.01,0
4,19,22,45,2.55,1.002,0
4,19,23,0,2.58,1.005,0
4,19,23,15,2.59,1.003,0
4,19,23,30,2.61,1.007,0
4,19,23,45,2.63,1.007,0
4,20,0,0,2.66,1.019,0
4,20,0,15,2.68,1.067,0
4,20,0,30,2.7,1.115,0
4,20,0,45,2.72,1.167,0
4,20,1,0,2.75,1.217,0
4,20,1,15,2.78,1.268,0
4,20,1,30,2.82,1.327,0
4,20,1,45,2.85,1.39,0
4,20,2,0,2.88,1.452,0
4,20,2,15,2.92,1.513,0
4,20,2,30,2.95,1.575,0
4,20,2,45,2.98,1.637,0
4,20,3,0,3,1.698,0
4,20,3,15,3.02,1.759,0
4,20,3,30,3.05,1.822,0
4,20,3,45,3.08,1.883,0
4,20,4,0,3.1,1.943,0
4,20,4,15,3.14,2.005,0
4,20,4,30,3.17,2.068,0
4,20,4,45,3.2,2.128,0
4,20,5,0,3.23,2.188,0
4,20,5,15,3.26,2.249,0
4,20,5,30,3.28,2.312,0
4,20,5,45,3.3,2.371,0
4,20,6,0,3.33,2.433,0
4,20,6,15,3.35,2.493,0
4,20,6,30,3.37,2.558,0
4,20,6,45,3.39,2.612,0
4,20,7,0,3.41,2.62,0
4,20,7,15,3.44,2.62,0
4,20,7,30,3.44,2.62,0
4,20,7,45,3.43,2.616,0
4,20,8,0,3.41,2.585,0
4,20,8,15,3.38,2.545,0
4,20,8,30,3.36,2.503,0
4,20,8,45,3.33,2.46,0
4,20,9,0,3.31,2.421,0
4,20,9,15,3.3,2.379,0
4,20,9,30,3.27,2.339,0
4,20,9,45,3.26,2.299,0
4,20,10,0,3.23,2.256,0
4,20,10,15,3.21,2.215,0
4,20,10,30,3.19,2.176,0
4,20,10,45,3.16,2.137,0
4,20,11,0,3.13,2.099,0
4,20,11,15,3.1,2.06,0
4,20,11,30,3.08,2.019,0
4,20,11,45,3.06,1.981,0
4,20,12,0,3.03,1.944,0
4,20,12,15,3.02,1.907,0
4,20,12,30,3,1.871,0
4,20,12,45,2.99,1.837,0
4,20,13,0,2.98,1.797,0
4,20,13,15,2.97,1.759,0
4,20,13,30,2.95,1.722,0
4,20,13,45,2.94,1.685,0
4,20,14,0,2.92,1.65,0
4,20,14,15,2.9,1.613,0
4,20,14,30,2.89,1.575,0
4,20,14,45,2.87,1.543,0
4,20,15,0,2.87,1.54,0
4,20,15,15,2.83,1.46,0
4,20,15,30,2.83,1.434,0
4,20,15,45,2.84,1.415,0
4,20,16,0,2.87,1.404,0
4,20,16,15,2.9,1.389,0
4,20,16,30,2.93,1.377,0
4,20,16,45,2.96,1.36,0
4,20,17,0,3,1.339,0
4,20,17,15,3.03,1.318,0
4,20,17,30,3.05,1.301,0
4,20,17,45,3.06,1.291,0
4,20,18,0,3.08,1.282,0
4,20,18,15,3.09,1.274,0
4,20,18,30,3.09,1.263,0
4,20,18,45,3.1,1.254,0
4,20,19,0,3.1,1.24,0
4,20,19,15,3.11,1.226,0
4,20,19,30,3.1,1.201,0
4,20,19,45,3.05,1.181,0
4,20,20,0,3,1.155,0
4,20,20,15,2.94,1.13,0
4,20,20,30,2.88,1.101,0
4,20,20,45,2.82,1.071,0
4,20,21,0,2.75,1.042,0
4,20,21,15,2.69,1.017,0
4,20,21,30,2.62,0.991,0
4,20,21,45,2.56,0.971,0
4,20,22,0,2.5,0.951,0
4,20,22,15,2.44,0.926,0
4,20,22,30,2.42,0.911,0
4,20,22,45,2.45,0.91,0
4,20,23,0,2.48,0.91,0
4,20,23,15,2.52,0.91,0
4,20,23,30,2.55,0.909,0
4,20,23,45,2.59,0.91,0
4,21,0,0,2.62,0.927,0
4,21,0,15,2.65,1.005,0
4,21,0,30,2.68,1.089,0
4,21,0,45,2.71,1.176,0
4,21,1,0,2.74,1.26,0
4,21,1,15,2.78,1.344,0
4,21,1,30,2.82,1.428,0
4,21,1,45,2.87,1.512,0
4,21,2,0,2.91,1.597,0
4,21,2,15,2.96,1.681,0
4,21,2,30,3,1.767,0
4,21,2,45,3.05,1.853,0
4,21,3,0,3.09,1.937,0
4,21,3,15,3.13,2.021,0
4,21,3,30,3.18,2.106,0
4,21,3,45,3.22,2.188,0
4,21,4,0,3.27,2.272,0
4,21,4,15,3.32,2.357,0
4,21,4,30,3.36,2.439,0
4,21,4,45,3.4,2.521,0
4,21,5,0,3.43,2.597,0
4,21,5,15,3.45,2.669,0
4,21,5,30,3.47,2.743,0
4,21,5,45,3.5,2.813,0
4,21,6,0,3.53,2.885,0
4,21,6,15,3.56,2.957,0
4,21,6,30,3.58,3.029,0
4,21,6,45,3.6,3.087,0
4,21,7,0,3.63,3.09,0
4,21,7,15,3.65,3.071,0
4,21,7,30,3.62,3.021,0
4,21,7,45,3.59,2.976,0
4,21,8,0,3.55,2.915,0
4,21,8,15,3.51,2.85,0
4,21,8,30,3.46,2.777,0
4,21,8,45,3.4,2.7,0
4,21,9,0,3.35,2.608,0
4,21,9,15,3.29,2.509,0
4,21,9,30,3.23,2.417,0
4,21,9,45,3.18,2.332,0
4,21,10,0,3.11,2.249,0
4,21,10,15,3.06,2.165,0
4,21,10,30,3,2.08,0
4,21,10,45,2.93,1.992,0
4,21,11,0,2.87,1.909,0
4,21,11,15,2.82,1.847,0
4,21,11,30,2.81,1.807,0
4,21,11,45,2.82,1.777,0
4,21,12,0,2.83,1.749,0
4,21,12,15,2.83,1.72,0
4,21,12,30,2.84,1.692,0
4,21,12,45,2.85,1.666,0
4,21,13,0,2.86,1.643,0
4,21,13,15,2.87,1.62,0
4,21,13,30,2.88,1.599,0
4,21,13,45,2.89,1.579,0
4,21,14,0,2.9,1.563,0
4,21,14,15,2.91,1.541,0
4,21,14,30,2.92,1.519,0
4,21,14,45,2.93,1.501,0
4,21,15,0,2.94,1.478,0
4,21,15,15,2.95,1.452,0
4,21,15,30,2.96,1.435,0
4,21,15,45,2.98,1.419,0
4,21,16,0,3,1.405,0
4,21,16,15,3.01,1.376,0
4,21,16,30,3.04,1.345,0
4,21,16,45,3.06,1.331,0
4,21,17,0,3.08,1.329,0
4,21,17,15,3.1,1.315,0
4,21,17,30,3.13,1.298,0
4,21,17,45,3.16,1.285,0
4,21,18,0,3.18,1.28,0
4,21,18,15,3.21,1.279,0
4,21,18,30,3.22,1.262,0
4,21,18,45,3.16,1.244,0
4,21,19,0,3.11,1.235,0
4,21,19,15,3.06,1.221,0
4,21,19,30,3,1.198,0
4,21,19,45,2.95,1.171,0
4,21,20,0,2.89,1.148,0
4,21,20,15,2.83,1.122,0
4,21,20,30,2.76,1.092,0
4,21,20,45,2.69,1.065,0
4,21,21,0,2.62,1.044,0
4,21,21,15,2.55,1.017,0
4,21,21,30,2.48,0.989,0
4,21,21,45,2.46,0.975,0
4,21,22,0,2.48,0.97,0
4,21,22,15,2.5,0.965,0
4,21,22,30,2.51,0.96,0
4,21,22,45,2.53,0.959,0
4,21,23,0,2.55,0.95,0
4,21,23,15,2.58,0.95,0
4,21,23,30,2.61,0.95,0
4,21,23,45,2.64,0.95,0
4,22,0,0,2.68,0.967,0
4,22,0,15,2.71,1.031,0
4,22,0,30,2.72,1.099,0
4,22,0,45,2.75,1.167,0
4,22,1,0,2.79,1.233,0
4,22,1,15,2.84,1.299,0
4,22,1,30,2.88,1.376,0
4,22,1,45,2.93,1.455,0
4,22,2,0,2.98,1.535,0
4,22,2,15,3.02,1.617,0
4,22,2,30,3.06,1.695,0
4,22,2,45,3.1,1.775,0
4,22,3,0,3.15,1.857,0
4,22,3,15,3.19,1.936,0
4,22,3,30,3.23,2.016,0
4,22,3,45,3.27,2.097,0
4,22,4,0,3.31,2.173,0
4,22,4,15,3.35,2.254,0
4,22,4,30,3.39,2.333,0
4,22,4,45,3.44,2.412,0
4,22,5,0,3.48,2.489,0
4,22,5,15,3.52,2.571,0
4,22,5,30,3.55,2.65,0
4,22,5,45,3.59,2.729,0
4,22,6,0,3.63,2.81,0
4,22,6,15,3.65,2.889,0
4,22,6,30,3.67,2.969,0
4,22,6,45,3.67,3.033,0
4,22,7,0,3.65,3.025,0
4,22,7,15,3.62,2.99,0
4,22,7,30,3.58,2.949,0
4,22,7,45,3.54,2.912,0
4,22,8,0,3.49,2.875,0
4,22,8,15,3.43,2.83,0
4,22,8,30,3.38,2.773,0
4,22,8,45,3.31,2.713,0
4,22,9,0,3.26,2.649,0
4,22,9,15,3.19,2.574,0
4,22,9,30,3.13,2.491,0
4,22,9,45,3.06,2.409,0
4,22,10,0,2.99,2.324,0
4,22,10,15,2.93,2.241,0
4,22,10,30,2.86,2.165,0
4,22,10,45,2.8,2.099,0
4,22,11,0,2.73,2.027,0
4,22,11,15,2.67,1.947,0
4,22,11,30,2.61,1.872,0
4,22,11,45,2.56,1.795,0
4,22,12,0,2.5,1.721,0
4,22,12,15,2.44,1.641,0
4,22,12,30,2.38,1.567,0
4,22,12,45,2.35,1.523,0
4,22,13,0,2.36,1.497,0
4,22,13,15,2.38,1.474,0
4,22,13,30,2.4,1.455,0
4,22,13,45,2.42,1.441,0
4,22,14,0,2.44,1.427,0
4,22,14,15,2.46,1.407,0
4,22,14,30,2.47,1.389,0
4,22,14,45,2.49,1.37,0
4,22,15,0,2.5,1.352,0
4,22,15,15,2.52,1.332,0
4,22,15,30,2.54,1.311,0
4,22,15,45,2.56,1.299,0
4,22,16,0,2.58,1.29,0
4,22,16,15,2.6,1.28,0
4,22,16,30,2.63,1.255,0
4,22,16,45,2.65,1.236,0
4,22,17,0,2.67,1.215,0
4,22,17,15,2.69,1.189,0
4,22,17,30,2.71,1.168,0
4,22,17,45,2.73,1.154,0
4,22,18,0,2.76,1.15,0
4,22,18,15,2.78,1.141,0
4,22,18,30,2.81,1.133,0
4,22,18,45,2.83,1.127,0
4,22,19,0,2.85,1.119,0
4,22,19,15,2.88,1.107,0
4,22,19,30,2.9,1.093,0
4,22,19,45,2.87,1.065,0
4,22,20,0,2.82,1.041,0
4,22,20,15,2.76,1.018,0
4,22,20,30,2.7,0.992,0
4,22,20,45,2.64,0.963,0
4,22,21,0,2.58,0.931,0
4,22,21,15,2.52,0.895,0
4,22,21,30,2.46,0.864,0
4,22,21,45,2.42,0.841,0
4,22,22,0,2.42,0.825,0
4,22,22,15,2.42,0.805,0
4,22,22,30,2.42,0.787,0
4,22,22,45,2.43,0.781,0
4,22,23,0,2.44,0.78,0
4,22,23,15,2.45,0.78,0
4,22,23,30,2.47,0.773,0
4,22,23,45,2.5,0.764,0
4,23,0,0,2.53,0.785,0
4,23,0,15,2.55,0.848,0
4,23,0,30,2.57,0.913,0
4,23,0,45,2.61,0.979,0
4,23,1,0,2.64,1.045,0
4,23,1,15,2.69,1.11,0
4,23,1,30,2.74,1.183,0
4,23,1,45,2.79,1.255,0
4,23,2,0,2.85,1.327,0
4,23,2,15,2.9,1.403,0
4,23,2,30,2.94,1.475,0
4,23,2,45,2.98,1.549,0
4,23,3,0,3.03,1.623,0
4,23,3,15,3.08,1.697,0
4,23,3,30,3.14,1.771,0
4,23,3,45,3.19,1.861,0
4,23,4,0,3.25,1.953,0
4,23,4,15,3.3,2.048,0
4,23,4,30,3.35,2.142,0
4,23,4,45,3.38,2.235,0
4,23,5,0,3.41,2.329,0
4,23,5,15,3.43,2.422,0
4,23,5,30,3.46,2.514,0
4,23,5,45,3.48,2.609,0
4,23,6,0,3.51,2.703,0
4,23,6,15,3.53,2.796,0
4,23,6,30,3.55,2.887,0
4,23,6,45,3.58,2.961,0
4,23,7,0,3.59,2.97,0
4,23,7,15,3.64,2.97,0
4,23,7,30,3.67,2.97,0
4,23,7,45,3.7,2.968,0
4,23,8,0,3.72,2.95,0
4,23,8,15,3.67,2.924,0
4,23,8,30,3.62,2.888,0
4,23,8,45,3.56,2.841,0
4,23,9,0,3.5,2.795,0
4,23,9,15,3.42,2.748,0
4,23,9,30,3.34,2.715,0
4,23,9,45,3.26,2.675,0
4,23,10,0,3.18,2.63,0
4,23,10,15,3.1,2.574,0
4,23,10,30,3.02,2.511,0
4,23,10,45,2.94,2.455,0
4,23,11,0,2.86,2.391,0
4,23,11,15,2.78,2.319,0
4,23,11,30,2.71,2.251,0
4,23,11,45,2.64,2.21,0
4,23,12,0,2.64,2.179,0
4,23,12,15,2.62,2.145,0
4,23,12,30,2.6,2.112,0
4,23,12,45,2.59,2.081,0
4,23,13,0,2.57,2.045,0
4,23,13,15,2.56,2.006,0
4,23,13,30,2.54,1.965,0
4,23,13,45,2.52,1.925,0
4,23,14,0,2.51,1.886,0
4,23,14,15,2.5,1.849,0
4,23,14,30,2.5,1.807,0
4,23,14,45,2.5,1.767,0
4,23,15,0,2.48,1.728,0
4,23,15,15,2.48,1.687,0
4,23,15,30,2.48,1.647,0
4,23,15,45,2.48,1.609,0
4,23,16,0,2.48,1.569,0
4,23,16,15,2.49,1.533,0
4,23,16,30,2.49,1.494,0
4,23,16,45,2.5,1.464,0
4,23,17,0,2.51,1.46,0
4,23,17,15,2.51,1.455,0
4,23,17,30,2.52,1.44,0
4,23,17,45,2.53,1.424,0
4,23,18,0,2.54,1.403,0
4,23,18,15,2.55,1.371,0
4,23,18,30,2.55,1.333,0
4,23,18,45,2.56,1.298,0
4,23,19,0,2.57,1.263,0
4,23,19,15,2.58,1.229,0
4,23,19,30,2.58,1.219,0
4,23,19,45,2.59,1.209,0
4,23,20,0,2.6,1.193,0
4,23,20,15,2.57,1.144,0
4,23,20,30,2.52,1.085,0
4,23,20,45,2.48,1.031,0
4,23,21,0,2.43,0.976,0
4,23,21,15,2.38,0.919,0
4,23,21,30,2.34,0.874,0
4,23,21,45,2.3,0.847,0
4,23,22,0,2.28,0.832,0
4,23,22,15,2.3,0.827,0
4,23,22,30,2.33,0.816,0
4,23,22,45,2.36,0.807,0
4,23,23,0,2.39,0.8,0
4,23,23,15,2.42,0.8,0
4,23,23,30,2.46,0.8,0
4,23,23,45,2.5,0.8,0
4,24,0,0,2.55,0.815,0
4,24,0,15,2.59,0.878,0
4,24,0,30,2.61,0.96,0
4,24,0,45,2.64,1.04,0
4,24,1,0,2.68,1.119,0
4,24,1,15,2.7,1.199,0
4,24,1,30,2.73,1.277,0
4,24,1,45,2.76,1.355,0
4,24,2,0,2.8,1.435,0
4,24,2,15,2.84,1.516,0
4,24,2,30,2.88,1.595,0
4,24,2,45,2.92,1.675,0
4,24,3,0,2.97,1.755,0
4,24,3,15,3.02,1.837,0
4,24,3,30,3.06,1.917,0
4,24,3,45,3.11,1.997,0
4,24,4,0,3.16,2.079,0
4,24,4,15,3.21,2.158,0
4,24,4,30,3.26,2.237,0
4,24,4,45,3.31,2.319,0
4,24,5,0,3.36,2.401,0
4,24,5,15,3.39,2.479,0
4,24,5,30,3.42,2.561,0
4,24,5,45,3.45,2.645,0
4,24,6,0,3.47,2.725,0
4,24,6,15,3.5,2.809,0
4,24,6,30,3.52,2.888,0
4,24,6,45,3.54,2.954,0
4,24,7,0,3.58,2.971,0
4,24,7,15,3.61,2.973,0
4,24,7,30,3.65,2.971,0
4,24,7,45,3.68,2.971,0
4,24,8,0,3.69,2.957,0
4,24,8,15,3.65,2.932,0
4,24,8,30,3.6,2.901,0
4,24,8,45,3.54,2.863,0
4,24,9,0,3.49,2.821,0
4,24,9,15,3.43,2.777,0
4,24,9,30,3.36,2.72,0
4,24,9,45,3.28,2.659,0
4,24,10,0,3.2,2.593,0
4,24,10,15,3.13,2.525,0
4,24,10,30,3.05,2.45,0
4,24,10,45,2.97,2.376,0
4,24,11,0,2.88,2.304,0
4,24,11,15,2.8,2.227,0
4,24,11,30,2.72,2.157,0
4,24,11,45,2.64,2.087,0
4,24,12,0,2.57,2.015,0
4,24,12,15,2.5,1.945,0
4,24,12,30,2.43,1.88,0
4,24,12,45,2.36,1.828,0
4,24,13,0,2.3,1.778,0
4,24,13,15,2.29,1.749,0
4,24,13,30,2.29,1.733,0
4,24,13,45,2.3,1.723,0
4,24,14,0,2.3,1.705,0
4,24,14,15,2.3,1.692,0
4,24,14,30,2.3,1.673,0
4,24,14,45,2.31,1.657,0
4,24,15,0,2.3,1.647,0
4,24,15,15,2.3,1.63,0
4,24,15,30,2.3,1.613,0
4,24,15,45,2.3,1.602,0
4,24,16,0,2.31,1.595,0
4,24,16,15,2.33,1.584,0
4,24,16,30,2.34,1.56,0
4,24,16,45,2.34,1.535,0
4,24,17,0,2.35,1.508,0
4,24,17,15,2.36,1.481,0
4,24,17,30,2.39,1.46,0
4,24,17,45,2.41,1.437,0
4,24,18,0,2.42,1.409,0
4,24,18,15,2.44,1.379,0
4,24,18,30,2.46,1.351,0
4,24,18,45,2.47,1.329,0
4,24,19,0,2.49,1.311,0
4,24,19,15,2.51,1.284,0
4,24,19,30,2.52,1.253,0
4,24,19,45,2.53,1.222,0
4,24,20,0,2.53,1.194,0
4,24,20,15,2.5,1.147,0
4,24,20,30,2.44,1.101,0
4,24,20,45,2.43,1.077,0
4,24,21,0,2.4,1.037,0
4,24,21,15,2.36,0.99,0
4,24,21,30,2.34,0.949,0
4,24,21,45,2.33,0.937,0
4,24,22,0,2.34,0.93,0
4,24,22,15,2.36,0.929,0
4,24,22,30,2.39,0.92,0
4,24,22,45,2.42,0.921,0
4,24,23,0,2.45,0.921,0
4,24,23,15,2.49,0.92,0
4,24,23,30,2.53,0.921,0
4,24,23,45,2.57,0.92,0
4,25,0,0,2.61,0.941,0
4,25,0,15,2.65,1.001,0
4,25,0,30,2.69,1.063,0
4,25,0,45,2.72,1.132,0
4,25,1,0,2.76,1.209,0
4,25,1,15,2.81,1.287,0
4,25,1,30,2.85,1.365,0
4,25,1,45,2.9,1.447,0
4,25,2,0,2.94,1.527,0
4,25,2,15,2.99,1.604,0
4,25,2,30,3.03,1.683,0
4,25,2,45,3.08,1.757,0
4,25,3,0,3.12,1.836,0
4,25,3,15,3.16,1.913,0
4,25,3,30,3.2,1.992,0
4,25,3,45,3.24,2.071,0
4,25,4,0,3.28,2.147,0
4,25,4,15,3.32,2.225,0
4,25,4,30,3.35,2.305,0
4,25,4,45,3.38,2.383,0
4,25,5,0,3.41,2.459,0
4,25,5,15,3.43,2.539,0
4,25,5,30,3.46,2.617,0
4,25,5,45,3.49,2.697,0
4,25,6,0,3.52,2.775,0
4,25,6,15,3.55,2.852,0
4,25,6,30,3.57,2.928,0
4,25,6,45,3.59,2.993,0
4,25,7,0,3.62,3,0
4,25,7,15,3.67,3,0
4,25,7,30,3.71,2.993,0
4,25,7,45,3.7,2.961,0
4,25,8,0,3.67,2.923,0
4,25,8,15,3.64,2.869,0
4,25,8,30,3.6,2.802,0
4,25,8,45,3.56,2.728,0
4,25,9,0,3.51,2.647,0
4,25,9,15,3.47,2.563,0
4,25,9,30,3.41,2.479,0
4,25,9,45,3.34,2.397,0
4,25,10,0,3.28,2.314,0
4,25,10,15,3.21,2.226,0
