month,day,hour,min,i_f,p_f,truth
2,23,10,45,244.87,32.22,0
2,23,11,0,242.13,32.43,0
2,23,11,15,242.73,32.34,0
2,23,11,30,242.33,32.41,0
2,23,11,45,241.53,32.48,0
2,23,12,0,241.47,32.44,0
2,23,12,15,242.07,32.4,0
2,23,12,30,244.47,32.26,0
2,23,12,45,241.07,32.47,0
2,23,13,0,238.8,32.46,0
2,23,13,15,234.53,32.39,0
2,23,13,30,232.87,32.5,0
2,23,13,45,233.6,32.44,0
2,23,14,0,229.07,32.44,0
2,23,14,15,225.27,32.2,0
2,23,14,30,224.13,32.34,0
2,23,14,45,221.47,32.52,0
2,23,15,0,218.73,32.69,0
2,23,15,15,219.67,32.66,0
2,23,15,30,220.13,32.64,0
2,23,15,45,223.2,32.48,0
2,23,16,0,223.2,32.52,0
2,23,16,15,221.27,32.65,0
2,23,16,30,241.67,31.8,0
2,23,16,45,260,31.24,0
2,23,17,0,258.27,31.35,0
2,23,17,15,257.27,31.43,0
2,23,17,30,260.6,31.14,0
2,23,17,45,264.53,30.86,0
2,23,18,0,264.6,30.82,0
2,23,18,15,266.8,30.64,0
2,23,18,30,265,30.73,0
2,23,18,45,266.47,30.6,0
2,23,19,0,260.07,30.07,0
2,23,19,15,247.2,30.05,0
2,23,19,30,247.33,29.89,0
2,23,19,45,254.47,29.71,0
2,23,20,0,232.2,31.39,0
2,23,20,15,228.47,31.67,0
2,23,20,30,223.53,32.03,0
2,23,20,45,226.2,31.88,0
2,23,21,0,226.2,31.88,0
2,23,21,15,224.53,32.01,0
2,23,21,30,223.2,32.12,0
2,23,21,45,222.47,32.19,0
2,23,22,0,223.07,32.19,0
2,23,22,15,218.4,32.51,0
2,23,22,30,218.87,32.53,0
2,23,22,45,213.47,32.89,0
2,23,23,0,214.87,32.83,0
2,23,23,15,210.47,33.13,0
2,23,23,30,209.07,33.25,0
2,23,23,45,214.6,32.95,0
2,24,0,0,215.13,32.9,0
2,24,0,15,215.8,32.88,0
2,24,0,30,214.53,32.97,0
2,24,0,45,213.47,33.1,0
2,24,1,0,213.4,33.12,0
2,24,1,15,214.67,33.06,0
2,24,1,30,213.13,33.19,0
2,24,1,45,218.13,33.41,0
2,24,2,0,248,33.82,0
2,24,2,15,248.8,33.76,0
2,24,2,30,250.33,33.99,0
2,24,2,45,249.6,34.04,0
2,24,3,0,249.2,34.02,0
2,24,3,15,247.4,34.18,0
2,24,3,30,249.07,34.04,0
2,24,3,45,246.2,34.31,0
2,24,4,0,260,33.75,0
2,24,4,15,263.33,33.65,0
2,24,4,30,258.87,33.94,0
2,24,4,45,251.93,34.48,0
2,24,5,0,255.13,34.2,0
2,24,5,15,254,34.3,0
2,24,5,30,259.2,33.84,0
2,24,5,45,263.67,33.47,0
2,24,6,0,262.27,33.55,0
2,24,6,15,263.47,33.46,0
2,24,6,30,267.6,33.07,0
2,24,6,45,267.93,33.02,0
2,24,7,0,286.47,31.16,0
2,24,7,15,232.13,30.41,0
2,24,7,30,231.07,30.49,0
2,24,7,45,223.2,31.02,0
2,24,8,0,227.73,30.74,0
2,24,8,15,225.4,30.9,0
2,24,8,30,228.8,30.64,0
2,24,8,45,229.27,30.62,0
2,24,9,0,225.93,30.85,0
2,24,9,15,230.6,30.57,0
2,24,9,30,230.6,30.57,0
2,24,9,45,239.07,29.95,0
2,24,10,0,234.33,30.25,0
2,24,10,15,230.13,30.56,0
2,24,10,30,228.87,30.65,0
2,24,10,45,230,30.61,0
2,24,11,0,240.07,32.07,0
2,24,11,15,239.53,32.44,0
2,24,11,30,244.2,32.1,0
2,24,11,45,240.4,32.41,0
2,24,12,0,243.2,32.19,0
2,24,12,15,239.8,32.42,0
2,24,12,30,239.27,32.37,0
2,24,12,45,242.13,32.22,0
2,24,13,0,240.67,32.36,0
2,24,13,15,242.13,32.22,0
2,24,13,30,245.47,31.96,0
2,24,13,45,241.13,32.28,0
2,24,14,0,240.8,32.28,0
2,24,14,15,242.4,32.21,0
2,24,14,30,239.07,32.41,0
2,24,14,45,243.33,32.18,0
2,24,15,0,239.87,32.41,0
2,24,15,15,237.13,32.62,0
2,24,15,30,238.13,32.52,0
2,24,15,45,238.67,32.48,0
2,24,16,0,237.93,32.54,0
2,24,16,15,238.87,32.53,0
2,24,16,30,236.93,32.62,0
2,24,16,45,237.4,32.57,0
2,24,17,0,238.27,32.54,0
2,24,17,15,242.4,32.24,0
2,24,17,30,256,31.18,0
2,24,17,45,258,31.02,0
2,24,18,0,265.47,30.44,0
2,24,18,15,261.27,30.77,0
2,24,18,30,264.87,30.51,0
2,24,18,45,263.33,30.55,0
2,24,19,0,263,30.56,0
2,24,19,15,265.53,30.1,0
2,24,19,30,256.67,30.16,0
2,24,19,45,248.73,30.73,0
2,24,20,0,233.27,31.96,0
2,24,20,15,238.87,31.56,0
2,24,20,30,231.93,32.05,0
2,24,20,45,235.2,31.82,0
2,24,21,0,232.27,32.04,0
2,24,21,15,231.2,32.15,0
2,24,21,30,230.53,32.19,0
2,24,21,45,228.33,32.37,0
2,24,22,0,228.47,32.38,0
2,24,22,15,225.8,32.57,0
2,24,22,30,221.67,32.84,0
2,24,22,45,221.93,32.88,0
2,24,23,0,220.8,32.99,0
2,24,23,15,223.73,32.76,0
2,24,23,30,226.6,32.62,0
2,24,23,45,224,32.78,0
2,25,0,0,228.47,32.7,0
2,25,0,15,232.47,32.9,0
2,25,0,30,232.47,32.9,0
2,25,0,45,231.2,33.04,0
2,25,1,0,234.87,32.79,0
2,25,1,15,235.13,32.78,0
2,25,1,30,232.8,32.92,0
2,25,1,45,232.07,33,0
2,25,2,0,234.07,32.87,0
2,25,2,15,234.73,32.82,0
2,25,2,30,234.47,32.83,0
2,25,2,45,232.67,32.97,0
2,25,3,0,237.13,32.63,0
2,25,3,15,231.07,33.04,0
2,25,3,30,230.2,33.1,0
2,25,3,45,229.73,33.16,0
2,25,4,0,223.67,33.54,0
2,25,4,15,226.53,33.41,0
2,25,4,30,229.33,33.22,0
2,25,4,45,227.13,33.35,0
2,25,5,0,227.93,33.33,0
2,25,5,15,225.33,33.55,0
2,25,5,30,231.4,33.13,0
2,25,5,45,228.4,33.03,0
2,25,6,0,227.33,32.97,0
2,25,6,15,233.4,32.98,0
2,25,6,30,233.27,32.97,0
2,25,6,45,240,32.46,0
2,25,7,0,234.87,30.84,0
2,25,7,15,239.13,30.24,0
2,25,7,30,234.33,30.6,0
2,25,7,45,234.13,30.61,0
2,25,8,0,230.87,30.87,0
2,25,8,15,233.27,30.69,0
2,25,8,30,234.13,30.65,0
2,25,8,45,230.67,30.87,0
2,25,9,0,231.07,30.9,0
2,25,9,15,245.93,30.85,0
2,25,9,30,250.13,30.71,0
2,25,9,45,249.87,30.7,0
2,25,10,0,249.53,30.74,0
2,25,10,15,248.07,30.81,0
2,25,10,30,247.67,30.99,0
2,25,10,45,258.47,32.03,0
2,25,11,0,256.13,32.2,0
2,25,11,15,253.93,32.33,0
2,25,11,30,255,32.23,0
2,25,11,45,256,32.14,0
2,25,12,0,252.93,32.36,0
2,25,12,15,256.33,32.05,0
2,25,12,30,251.4,32.46,0
2,25,12,45,251.27,32.45,0
2,25,13,0,257.27,31.98,0
2,25,13,15,252.47,32.24,0
2,25,13,30,246.27,32.05,0
2,25,13,45,241.27,32.44,0
2,25,14,0,242.6,32.32,0
2,25,14,15,244.4,32.2,0
2,25,14,30,245,32.14,0
2,25,14,45,244.87,32.12,0
2,25,15,0,239.27,32.52,0
2,25,15,15,237.2,32.73,0
2,25,15,30,237.53,32.71,0
2,25,15,45,236.2,32.77,0
2,25,16,0,238.27,32.56,0
2,25,16,15,237.4,32.69,0
2,25,16,30,252.07,31.5,0
2,25,16,45,258.2,31.08,0
2,25,17,0,257.6,31.08,0
2,25,17,15,256.07,31.14,0
2,25,17,30,261.07,30.71,0
2,25,17,45,256.87,31.08,0
2,25,18,0,262.07,30.62,0
2,25,18,15,251.2,30.67,0
2,25,18,30,253.87,30.46,0
2,25,18,45,247.6,30.41,0
2,25,19,0,230.67,30.48,0
2,25,19,15,228.93,30.35,0
2,25,19,30,226.13,30.39,0
2,25,19,45,230.27,30.48,0
2,25,20,0,232.2,30.36,0
2,25,20,15,216.8,31.46,0
2,25,20,30,215.53,31.57,0
2,25,20,45,212.33,31.82,0
2,25,21,0,212.8,31.8,0
2,25,21,15,224.2,31.84,0
2,25,21,30,222.6,32.13,0
2,25,21,45,230.07,31.97,0
2,25,22,0,229.87,32.03,0
2,25,22,15,226,32.29,0
2,25,22,30,226.27,32.29,0
2,25,22,45,223.73,32.47,0
2,25,23,0,223.6,32.54,0
2,25,23,15,220.13,32.79,0
2,25,23,30,218.07,32.96,0
2,25,23,45,219.6,32.9,0
2,26,0,0,215.93,33.14,0
2,26,0,15,214.73,33.24,0
2,26,0,30,218.93,32.96,0
2,26,0,45,218,33.1,0
2,26,1,0,238.13,33.1,0
2,26,1,15,238.13,33.09,0
2,26,1,30,238.67,33.03,0
2,26,1,45,237.07,33.18,0
2,26,2,0,234.87,33.34,0
2,26,2,15,228.07,33.82,0
2,26,2,30,237.53,33.16,0
2,26,2,45,237.47,33.15,0
2,26,3,0,238,33.14,0
2,26,3,15,244.8,33.09,0
2,26,3,30,248.6,33.19,0
2,26,3,45,246,33.41,0
2,26,4,0,246.13,33.36,0
2,26,4,15,245.27,33.4,0
2,26,4,30,236.07,34.14,0
2,26,4,45,240.13,34.2,0
2,26,5,0,243,34.15,0
2,26,5,15,248.67,33.7,0
2,26,5,30,247.93,33.76,0
2,26,5,45,246.8,33.83,0
2,26,6,0,247.93,33.76,0
2,26,6,15,249.33,33.58,0
2,26,6,30,246.93,33.8,0
2,26,6,45,251.07,33.44,0
2,26,7,0,220.73,32.31,0
2,26,7,15,225.47,31.76,0
2,26,7,30,235.4,31.05,0
2,26,7,45,241.07,30.63,0
2,26,8,0,239,30.78,0
2,26,8,15,248.2,30.12,0
2,26,8,30,248.27,30.14,0
2,26,8,45,249.87,30.01,0
2,26,9,0,247.67,30.13,0
2,26,9,15,219.53,32.22,0
2,26,9,30,238,32.29,0
2,26,9,45,245.4,32.15,0
2,26,10,0,243.73,32.22,0
2,26,10,15,245.53,32.1,0
2,26,10,30,242.8,32.3,0
2,26,10,45,243.53,32.22,0
2,26,11,0,244.4,32.2,0
2,26,11,15,243.6,32.2,0
2,26,11,30,242.07,32.31,0
2,26,11,45,242.4,32.31,0
2,26,12,0,241.2,32.38,0
2,26,12,15,243.4,32.21,0
2,26,12,30,241.33,32.39,0
2,26,12,45,240.47,32.46,0
2,26,13,0,238.2,32.59,0
2,26,13,15,240.53,32.46,0
2,26,13,30,244.8,32.12,0
2,26,13,45,241.13,32.42,0
2,26,14,0,242.33,32.34,0
2,26,14,15,242.67,32.31,0
2,26,14,30,236.4,32.76,0
2,26,14,45,240.6,32.45,0
2,26,15,0,240.13,32.49,0
2,26,15,15,239.33,32.55,0
2,26,15,30,237.6,32.65,0
2,26,15,45,238.53,32.61,0
2,26,16,0,238.07,32.59,0
2,26,16,15,242.2,32.28,0
2,26,16,30,241.4,32.39,0
2,26,16,45,240.67,32.44,0
2,26,17,0,255.2,31.3,0
2,26,17,15,254.47,31.32,0
2,26,17,30,253.2,31.41,0
2,26,17,45,252.73,31.47,0
2,26,18,0,257.07,31.12,0
2,26,18,15,251.73,31.52,0
2,26,18,30,258.4,31.01,0
2,26,18,45,259.07,30.9,0
2,26,19,0,253.67,31.33,0
2,26,19,15,258.87,30.84,0
2,26,19,30,255.4,31.12,0
2,26,19,45,257.87,30.96,0
2,26,20,0,260.53,30.73,0
2,26,20,15,261.33,30.67,0
2,26,20,30,265,30.38,0
2,26,20,45,261.93,30.59,0
2,26,21,0,261,30.65,0
2,26,21,15,250.73,31.41,0
2,26,21,30,230.87,32.1,0
2,26,21,45,220,31.95,0
2,26,22,0,216.6,32.22,0
2,26,22,15,215,32.35,0
2,26,22,30,213.67,32.41,0
2,26,22,45,212.8,32.52,0
2,26,23,0,215,32.37,0
2,26,23,15,220.6,32.07,0
2,26,23,30,213.2,32.53,0
2,26,23,45,214.27,32.52,0
2,27,0,0,242.73,32.8,0
2,27,0,15,247,33.21,0
2,27,0,30,251,32.9,0
2,27,0,45,248.67,33.12,0
2,27,1,0,246.33,33.28,0
2,27,1,15,247.07,33.22,0
2,27,1,30,246.67,33.26,0
2,27,1,45,245.73,33.34,0
2,27,2,0,244.2,33.46,0
2,27,2,15,243.13,33.54,0
2,27,2,30,243.2,33.5,0
2,27,2,45,241.6,33.67,0
2,27,3,0,241.33,33.67,0
2,27,3,15,241.6,33.66,0
2,27,3,30,241.33,33.69,0
2,27,3,45,237.6,33.97,0
2,27,4,0,236.27,34.05,0
2,27,4,15,235.73,34.07,0
2,27,4,30,233.2,34.29,0
2,27,4,45,232.8,34.35,0
2,27,5,0,232.67,34.36,0
2,27,5,15,233.73,34.29,0
2,27,5,30,234.4,34.24,0
2,27,5,45,243.33,33.29,0
2,27,6,0,256.2,32.61,0
2,27,6,15,260.33,32.78,0
2,27,6,30,259.53,32.8,0
2,27,6,45,258.2,32.88,0
2,27,7,0,264.33,32.35,0
2,27,7,15,262.33,32.48,0
2,27,7,30,269.4,31.95,0
2,27,7,45,272.07,31.69,0
2,27,8,0,274.73,31.41,0
2,27,8,15,278.53,31.14,0
2,27,8,30,279.2,31.06,0
2,27,8,45,288.07,30.36,0
2,27,9,0,252.4,31.59,0
2,27,9,15,216.8,32.17,0
2,27,9,30,216.27,32.21,0
2,27,9,45,216.2,32.25,0
2,27,10,0,220.33,32,0
2,27,10,15,216.4,32.27,0
2,27,10,30,220.93,32.03,0
2,27,10,45,219.07,32.16,0
2,27,11,0,219.6,32.22,0
2,27,11,15,242.13,32.27,0
2,27,11,30,241.07,32.37,0
2,27,11,45,240,32.44,0
2,27,12,0,241.4,32.35,0
2,27,12,15,240.67,32.39,0
2,27,12,30,242.53,32.28,0
2,27,12,45,240.2,32.43,0
2,27,13,0,241.67,32.32,0
2,27,13,15,243.73,32.17,0
2,27,13,30,238,32.59,0
2,27,13,45,240.13,32.5,0
2,27,14,0,239.93,32.49,0
2,27,14,15,238.6,32.59,0
2,27,14,30,237.93,32.67,0
2,27,14,45,237.53,32.69,0
2,27,15,0,237,32.73,0
2,27,15,15,235.4,32.83,0
2,27,15,30,235.93,32.82,0
2,27,15,45,235.27,32.83,0
2,27,16,0,236.07,32.84,0
2,27,16,15,242.6,32.86,0
2,27,16,30,256.07,33.08,0
2,27,16,45,256.4,33.01,0
2,27,17,0,258.6,32.83,0
2,27,17,15,256.6,32.99,0
2,27,17,30,259.93,32.76,0
2,27,17,45,260.47,32.69,0
2,27,18,0,265.27,32.27,0
2,27,18,15,267.33,30.04,0
2,27,18,30,246,30.22,0
2,27,18,45,248.2,30.05,0
2,27,19,0,248.2,30.01,0
2,27,19,15,247.93,29.79,0
2,27,19,30,248.53,29.58,0
2,27,19,45,255.47,29.46,0
2,27,20,0,252.47,29.67,0
2,27,20,15,251.4,29.74,0
2,27,20,30,250,29.88,0
2,27,20,45,244.6,30.3,0
2,27,21,0,241.6,30.52,0
2,27,21,15,233.67,31.14,0
2,27,21,30,222.6,31.95,0
2,27,21,45,217.4,32.3,0
2,27,22,0,216,32.39,0
2,27,22,15,217,32.36,0
2,27,22,30,224.6,32.64,0
2,27,22,45,263.53,33.03,0
2,27,23,0,262.67,33.07,0
2,27,23,15,264.27,32.95,0
2,27,23,30,257.93,33.43,0
2,27,23,45,257.07,33.46,0
2,28,0,0,263.87,32.93,0
2,28,0,15,264.4,32.89,0
2,28,0,30,256.07,33.07,0
2,28,0,45,234.6,33.21,0
2,28,1,0,238.6,32.92,0
2,28,1,15,237.47,33.02,0
2,28,1,30,235.8,33.13,0
2,28,1,45,237.27,33.03,0
2,28,2,0,239.47,32.86,0
2,28,2,15,239.87,32.82,0
2,28,2,30,240.6,32.8,0
2,28,2,45,235.93,33.17,0
2,28,3,0,238.07,33.01,0
2,28,3,15,240.6,32.8,0
2,28,3,30,240.13,32.81,0
2,28,3,45,235,33.21,0
2,28,4,0,235.8,33.15,0
2,28,4,15,237.87,33.03,0
2,28,4,30,238.87,32.97,0
2,28,4,45,238.47,33.67,0
2,28,5,0,250.27,32.94,0
2,28,5,15,247.6,33.18,0
2,28,5,30,250.47,32.93,0
2,28,5,45,255.2,32.93,0
2,28,6,0,253.6,32.84,0
2,28,6,15,257.73,32.86,0
2,28,6,30,269,31.99,0
2,28,6,45,260,30.99,0
2,28,7,0,265.53,30.44,0
2,28,7,15,267,30.26,0
2,28,7,30,265.53,30.36,0
2,28,7,45,263.93,30.48,0
2,28,8,0,265.2,30.39,0
2,28,8,15,261.2,30.66,0
2,28,8,30,257.2,30.34,0
2,28,8,45,253.53,30.33,0
2,28,9,0,253.47,30.32,0
2,28,9,15,252.6,30.37,0
2,28,9,30,255.8,30.12,0
2,28,9,45,249.6,30.56,0
2,28,10,0,231.6,31.93,0
2,28,10,15,232.07,31.9,0
2,28,10,30,233.4,31.84,0
2,28,10,45,233.93,31.79,0
2,28,11,0,232.33,31.93,0
2,28,11,15,228.53,32.2,0
2,28,11,30,240.2,31.95,0
2,28,11,45,242.67,32.13,0
2,28,12,0,248.8,31.93,0
2,28,12,15,256.27,32.01,0
2,28,12,30,252.6,32.26,0
2,28,12,45,254.73,32.07,0
2,28,13,0,251.93,32.33,0
2,28,13,15,256.47,31.96,0
2,28,13,30,255.93,31.97,0
2,28,13,45,253.6,32.14,0
2,28,14,0,256.73,31.88,0
2,28,14,15,253.6,32.14,0
2,28,14,30,252,32.25,0
2,28,14,45,253.53,32.12,0
2,28,15,0,255,32.03,0
2,28,15,15,252,32.24,0
2,28,15,30,254.27,32.1,0
2,28,15,45,251.13,32.33,0
2,28,16,0,252.33,32.24,0
2,28,16,15,249.53,32.45,0
2,28,16,30,248.33,32.52,0
2,28,16,45,247.4,32.59,0
2,28,17,0,261.6,31.5,0
2,28,17,15,268.93,30.91,0
2,28,17,30,273,30.52,0
2,28,17,45,273.07,30.53,0
2,28,18,0,274.2,30.39,0
2,28,18,15,276.93,30.18,0
2,28,18,30,277.93,30.07,0
2,28,18,45,278.13,30.03,0
2,28,19,0,278.8,29.97,0
2,28,19,15,273.2,29.71,0
2,28,19,30,247.67,29.29,0
2,28,19,45,225.93,31.18,0
2,28,20,0,223.33,31.48,0
2,28,20,15,223.27,31.5,0
2,28,20,30,221.87,31.64,0
2,28,20,45,220.8,31.68,0
2,28,21,0,224.2,31.5,0
2,28,21,15,223.27,31.56,0
2,28,21,30,223.93,31.58,0
2,28,21,45,219.4,31.93,0
2,28,22,0,218,32.01,0
2,28,22,15,215.07,32.24,0
2,28,22,30,212.07,32.47,0
2,28,22,45,212.67,32.48,0
2,28,23,0,217.27,32.21,0
2,28,23,15,216.67,32.27,0
2,28,23,30,216.93,32.29,0
2,28,23,45,218.47,32.24,0
3,1,0,0,214,32.5,0
3,1,0,15,217.73,32.32,0
3,1,0,30,212.47,32.67,0
3,1,0,45,217.87,32.35,0
3,1,1,0,213.67,32.65,0
3,1,1,15,226.73,32.52,0
3,1,1,30,249.53,32.92,0
3,1,1,45,252.2,33.48,0
3,1,2,0,253.27,33.37,0
3,1,2,15,251,33.55,0
3,1,2,30,251,33.55,0
3,1,2,45,253.73,33.31,0
3,1,3,0,250.07,33.59,0
3,1,3,15,248.93,33.69,0
3,1,3,30,252.13,33.44,0
3,1,3,45,247.73,33.78,0
3,1,4,0,251.4,33.49,0
3,1,4,15,248.87,33.69,0
3,1,4,30,249.07,33.67,0
3,1,4,45,251.27,33.48,0
3,1,5,0,250.67,33.53,0
3,1,5,15,253.8,33.27,0
3,1,5,30,256.93,33.04,0
3,1,5,45,252,33.17,0
3,1,6,0,256.07,32.94,0
3,1,6,15,265.67,32.32,0
3,1,6,30,276.6,31.38,0
3,1,6,45,276.53,31.08,0
3,1,7,0,274.4,30.63,0
3,1,7,15,276.8,30.34,0
3,1,7,30,274.4,30.61,0
3,1,7,45,272.47,30.78,0
3,1,8,0,273.4,30.68,0
3,1,8,15,275.07,30.56,0
3,1,8,30,275.6,30.67,0
3,1,8,45,294.47,30.89,0
3,1,9,0,294.07,30.83,0
3,1,9,15,293.27,30.84,0
3,1,9,30,275.53,32.18,0
3,1,9,45,246,32.14,0
3,1,10,0,242.27,31.98,0
3,1,10,15,240,32.12,0
3,1,10,30,241.4,32.03,0
3,1,10,45,239.93,32.14,0
3,1,11,0,241.27,32.03,0
3,1,11,15,241.87,31.97,0
3,1,11,30,241,32.11,0
3,1,11,45,237.4,32.33,0
3,1,12,0,241.07,32.08,0
3,1,12,15,240.87,32.08,0
3,1,12,30,239.93,32.13,0
3,1,12,45,237.8,32.29,0
3,1,13,0,250.47,32.12,0
3,1,13,15,250.53,32.33,0
3,1,13,30,252.47,32.14,0
3,1,13,45,254,32.05,0
3,1,14,0,252.33,32.17,0
3,1,14,15,252.93,32.11,0
3,1,14,30,252.87,32.09,0
3,1,14,45,254.73,31.97,0
3,1,15,0,250,32.33,0
3,1,15,15,253.67,32.05,0
3,1,15,30,249.27,32.39,0
3,1,15,45,251.47,32.19,0
3,1,16,0,253.33,32.08,0
3,1,16,15,251.8,32.18,0
3,1,16,30,252.13,32.15,0
3,1,16,45,254.07,32.02,0
3,1,17,0,265.33,31.15,0
3,1,17,15,268,30.94,0
3,1,17,30,240.27,30.67,0
3,1,17,45,237.27,30.54,0
3,1,18,0,243.87,30.1,0
3,1,18,15,246.67,29.93,0
3,1,18,30,246.73,29.93,0
3,1,18,45,248,29.8,0
3,1,19,0,248.67,29.76,0
3,1,19,15,249.2,29.53,0
3,1,19,30,253.6,29.29,0
3,1,19,45,258.13,29.06,0
3,1,20,0,246,29.93,0
3,1,20,15,229.13,31.16,0
3,1,20,30,227.13,31.35,0
3,1,20,45,226.87,31.34,0
3,1,21,0,226.8,31.41,0
3,1,21,15,229.07,31.23,0
3,1,21,30,225.8,31.48,0
3,1,21,45,226.2,31.49,0
3,1,22,0,222.8,31.77,0
3,1,22,15,238.47,32.18,0
3,1,22,30,238.87,32.63,0
3,1,22,45,242.87,32.32,0
3,1,23,0,239.27,32.6,0
3,1,23,15,239.4,32.74,0
3,1,23,30,261.93,32.63,0
3,1,23,45,259.4,32.76,0
3,2,0,0,262.27,32.58,0
3,2,0,15,259.07,32.79,0
3,2,0,30,263.6,32.43,0
3,2,0,45,260.53,32.63,0
3,2,1,0,261.87,32.52,0
3,2,1,15,264.87,32.31,0
3,2,1,30,262.33,32.47,0
3,2,1,45,260.13,32.61,0
3,2,2,0,264.87,32.23,0
3,2,2,15,264.13,32.29,0
3,2,2,30,260.93,32.53,0
3,2,2,45,261.47,32.48,0
3,2,3,0,261.6,32.44,0
3,2,3,15,263,32.36,0
3,2,3,30,258.4,32.65,0
3,2,3,45,260.07,32.54,0
3,2,4,0,257,32.74,0
3,2,4,15,257,32.76,0
3,2,4,30,259.67,32.58,0
3,2,4,45,244.53,32.82,0
3,2,5,0,239.27,32.35,0
3,2,5,15,235.73,32.65,0
3,2,5,30,236.93,32.54,0
3,2,5,45,240.53,32.2,0
3,2,6,0,233.33,32.45,0
3,2,6,15,239.67,32.38,0
3,2,6,30,239.67,32.4,0
3,2,6,45,242.47,32.22,0
3,2,7,0,239.53,32.45,0
3,2,7,15,242.53,32.17,0
3,2,7,30,245.2,31.99,0
3,2,7,45,246.13,31.95,0
3,2,8,0,244.33,32.06,0
3,2,8,15,243.6,32.14,0
3,2,8,30,246,32.22,0
3,2,8,45,253.27,32.3,0
3,2,9,0,254.27,32.2,0
3,2,9,15,254.73,32.16,0
3,2,9,30,255.47,32.09,0
3,2,9,45,255.73,32.05,0
3,2,10,0,253.73,32.16,0
3,2,10,15,252,32.3,0
3,2,10,30,251.53,32.33,0
3,2,10,45,252.93,32.2,0
3,2,11,0,246.13,32.3,0
3,2,11,15,238.53,32.36,0
3,2,11,30,241.07,32.18,0
3,2,11,45,237.6,32.42,0
3,2,12,0,240,32.24,0
3,2,12,15,241,32.18,0
3,2,12,30,242.53,32.05,0
3,2,12,45,239.47,32.27,0
3,2,13,0,239.27,32.29,0
3,2,13,15,240.2,32.23,0
3,2,13,30,240.73,32.18,0
3,2,13,45,239.93,32.25,0
3,2,14,0,239.53,32.24,0
3,2,14,15,239.93,32.24,0
3,2,14,30,237.33,32.42,0
3,2,14,45,237.47,32.39,0
3,2,15,0,238.87,32.3,0
3,2,15,15,238.93,32.3,0
3,2,15,30,239.33,32.25,0
3,2,15,45,236.73,32.44,0
3,2,16,0,238.93,32.27,0
3,2,16,15,236.53,32.48,0
3,2,16,30,239.2,32.22,0
3,2,16,45,238.87,32.27,0
3,2,17,0,251.13,31.31,0
3,2,17,15,257.33,30.84,0
3,2,17,30,257.2,30.82,0
3,2,17,45,259.33,30.65,0
3,2,18,0,261.87,30.41,0
3,2,18,15,260.07,30.17,0
3,2,18,30,237.53,29.64,0
3,2,18,45,239.47,29.52,0
3,2,19,0,238,29.63,0
3,2,19,15,238.73,29.45,0
3,2,19,30,238.73,29.22,0
3,2,19,45,243.67,29.18,0
3,2,20,0,236.53,29.66,0
3,2,20,15,212.27,31.37,0
3,2,20,30,213.6,31.34,0
3,2,20,45,215.67,31.21,0
3,2,21,0,215,31.27,0
3,2,21,15,213.87,31.39,0
3,2,21,30,212.8,31.49,0
3,2,21,45,206.8,31.9,0
3,2,22,0,208.07,31.84,0
3,2,22,15,206.07,31.98,0
3,2,22,30,209,32.01,0
3,2,22,45,238.27,32.46,0
3,2,23,0,233.4,32.84,0
3,2,23,15,234.2,32.74,0
3,2,23,30,234.27,32.79,0
3,2,23,45,229.8,33.12,0
3,3,0,0,234.47,32.74,0
3,3,0,15,238.27,32.52,0
3,3,0,30,234.4,32.82,0
3,3,0,45,234,32.83,0
3,3,1,0,232.93,32.91,0
3,3,1,15,232.07,32.96,0
3,3,1,30,237.47,33.18,0
3,3,1,45,247.73,32.85,0
3,3,2,0,243.4,33.22,0
3,3,2,15,240.8,33.39,0
3,3,2,30,243.13,33.23,0
3,3,2,45,238.07,33.59,0
3,3,3,0,237.73,33.61,0
3,3,3,15,236.33,33.75,0
3,3,3,30,235,33.8,0
3,3,3,45,236.73,33.73,0
3,3,4,0,278.47,34.07,0
3,3,4,15,303.73,33.89,0
3,3,4,30,297.67,34.35,0
3,3,4,45,298,34.28,0
3,3,5,0,298.33,34.19,0
3,3,5,15,304.87,33.63,0
3,3,5,30,269.4,33.37,0
3,3,5,45,235.6,33.29,0
3,3,6,0,249.93,32.4,0
3,3,6,15,261.47,31.56,0
3,3,6,30,260.93,31.12,0
3,3,6,45,251.47,30.55,0
3,3,7,0,243.07,30.34,0
3,3,7,15,246.27,30.03,0
3,3,7,30,242.93,30.27,0
3,3,7,45,238.53,30.58,0
3,3,8,0,242.67,30.29,0
3,3,8,15,241.67,30.35,0
3,3,8,30,241.53,30.34,0
3,3,8,45,240.73,30.38,0
3,3,9,0,239.4,30.47,0
3,3,9,15,219.93,31.86,0
3,3,9,30,213.73,32.25,0
3,3,9,45,219.2,31.9,0
3,3,10,0,215.87,32.16,0
3,3,10,15,217.53,32.05,0
3,3,10,30,216.53,32.09,0
3,3,10,45,216.47,32.14,0
3,3,11,0,217.27,32.12,0
3,3,11,15,221.4,31.86,0
3,3,11,30,220.93,31.92,0
3,3,11,45,217.6,32.12,0
3,3,12,0,218.87,32.04,0
3,3,12,15,220.93,31.91,0
3,3,12,30,218.47,32.1,0
3,3,12,45,217.07,32.11,0
3,3,13,0,219.13,32.03,0
3,3,13,15,217.2,32.22,0
3,3,13,30,225.87,32.2,0
3,3,13,45,232.93,32.1,0
3,3,14,0,231.07,32.22,0
3,3,14,15,231.87,32.18,0
3,3,14,30,232.73,32.08,0
