month,day,hour,min,i_f,p_f,truth
6,15,8,15,453.4,31.59,0
6,15,8,30,452,31.71,0
6,15,8,45,447.33,32.02,0
6,15,9,0,447.4,31.98,0
6,15,9,15,444.93,32.11,0
6,15,9,30,441.93,32.25,0
6,15,9,45,444.13,32.12,0
6,15,10,0,443.07,32.22,0
6,15,10,15,445.8,32.01,0
6,15,10,30,445.4,32.09,0
6,15,10,45,441.8,32.25,0
6,15,11,0,439.8,32.37,0
6,15,11,15,432.47,32.38,0
6,15,11,30,430.13,32.3,0
6,15,11,45,432.67,32.21,0
6,15,12,0,432.07,32.2,0
6,15,12,15,432.27,32.16,0
6,15,12,30,430.73,32.26,0
6,15,12,45,430.27,32.3,0
6,15,13,0,433.67,32.13,0
6,15,13,15,429.53,32.35,0
6,15,13,30,433.47,32.14,0
6,15,13,45,437.13,31.95,0
6,15,14,0,436.27,31.97,0
6,15,14,15,436.87,31.99,0
6,15,14,30,437.8,31.9,0
6,15,14,45,434.6,32.06,0
6,15,15,0,436.53,31.98,0
6,15,15,15,436.07,32.2,0
6,15,15,30,463.13,33.16,0
6,15,15,45,455.8,33.56,0
6,15,16,0,451.8,33.51,0
6,15,16,15,442.27,33.67,0
6,15,16,30,445.4,33.52,0
6,15,16,45,453.8,33.01,0
6,15,17,0,443.07,32.98,0
6,15,17,15,443.13,32.95,0
6,15,17,30,443.4,32.96,0
6,15,17,45,432.6,33.56,0
6,15,18,0,433,33.56,0
6,15,18,15,430.93,33.61,0
6,15,18,30,434.4,33.44,0
6,15,18,45,432.4,33.55,0
6,15,19,0,431.4,33.63,0
6,15,19,15,436.2,33.37,0
6,15,19,30,441.93,33.05,0
6,15,19,45,439.07,33.05,0
6,15,20,0,445.47,31.55,0
6,15,20,15,449,31.03,0
6,15,20,30,446.4,30.8,0
6,15,20,45,447.47,30.7,0
6,15,21,0,439.87,30.51,0
6,15,21,15,431.93,30.91,0
6,15,21,30,408.87,32.1,0
6,15,21,45,428.53,32.44,0
6,15,22,0,425.73,32.61,0
6,15,22,15,427.53,32.56,0
6,15,22,30,424.27,32.7,0
6,15,22,45,421,32.97,0
6,15,23,0,414.93,33.3,0
6,15,23,15,412.2,33.5,0
6,15,23,30,411.4,33.56,0
6,15,23,45,403.47,34.03,0
6,16,0,0,411.53,33.59,0
6,16,0,15,414.33,33.43,0
6,16,0,30,408.2,33.78,0
6,16,0,45,403.8,34.03,0
6,16,1,0,418.73,34.4,0
6,16,1,15,433.07,34.65,0
6,16,1,30,439.6,34.26,0
6,16,1,45,436.6,34.42,0
6,16,2,0,437.53,34.37,0
6,16,2,15,433.6,34.56,0
6,16,2,30,436.27,34.44,0
6,16,2,45,430.87,34.73,0
6,16,3,0,420.4,34.67,0
6,16,3,15,409.8,34.6,0
6,16,3,30,407.47,34.75,0
6,16,3,45,406.8,34.76,0
6,16,4,0,407.93,34.71,0
6,16,4,15,402,35.07,0
6,16,4,30,401.6,35.14,0
6,16,4,45,405.87,34.89,0
6,16,5,0,407.6,34.81,0
6,16,5,15,413.2,34.53,0
6,16,5,30,409,34.72,0
6,16,5,45,406.53,34.87,0
6,16,6,0,410.27,34.76,0
6,16,6,15,411.2,34.65,0
6,16,6,30,421.13,34.07,0
6,16,6,45,420.8,34.1,0
6,16,7,0,428.8,33.66,0
6,16,7,15,430.47,33.54,0
6,16,7,30,433.73,33.36,0
6,16,7,45,435.27,33.27,0
6,16,8,0,440.93,32.95,0
6,16,8,15,445.4,32.69,0
6,16,8,30,444.67,32.7,0
6,16,8,45,440.8,32.87,0
6,16,9,0,441.8,32.83,0
6,16,9,15,435.47,32.61,0
6,16,9,30,425.47,32.41,0
6,16,9,45,424.8,32.49,0
6,16,10,0,426.4,32.37,0
6,16,10,15,427.2,32.38,0
6,16,10,30,428.2,32.34,0
6,16,10,45,419.67,32.78,0
6,16,11,0,414.87,33.09,0
6,16,11,15,416.73,32.98,0
6,16,11,30,413.2,33.13,0
6,16,11,45,411.93,33.21,0
6,16,12,0,416,33.02,0
6,16,12,15,415.2,33.06,0
6,16,12,30,417.13,32.97,0
6,16,12,45,415.87,33.03,0
6,16,13,0,414.6,33.1,0
6,16,13,15,414.67,33.1,0
6,16,13,30,419.2,32.91,0
6,16,13,45,416.67,33,0
6,16,14,0,418.07,32.91,0
6,16,14,15,424.53,32.56,0
6,16,14,30,424,32.6,0
6,16,14,45,419.13,32.88,0
6,16,15,0,421.47,32.79,0
6,16,15,15,437.2,33.11,0
6,16,15,30,433.93,33.27,0
6,16,15,45,436.13,33.19,0
6,16,16,0,438.13,33.06,0
6,16,16,15,432.07,33.33,0
6,16,16,30,431.6,33.36,0
6,16,16,45,431.13,33.39,0
6,16,17,0,432.93,33.32,0
6,16,17,15,434.6,33.2,0
6,16,17,30,433.2,33.25,0
6,16,17,45,432.93,33.31,0
6,16,18,0,428.87,33.51,0
6,16,18,15,422.73,33.85,0
6,16,18,30,423.47,33.82,0
6,16,18,45,420.47,33.99,0
6,16,19,0,440.6,32.53,0
6,16,19,15,432.73,31.98,0
6,16,19,30,437.53,31.71,0
6,16,19,45,436.73,31.73,0
6,16,20,0,428.87,31.58,0
6,16,20,15,433.8,31.3,0
6,16,20,30,440.47,30.9,0
6,16,20,45,427.33,31.01,0
6,16,21,0,425.2,30.48,0
6,16,21,15,395.2,32.09,0
6,16,21,30,389.53,32.45,0
6,16,21,45,386.93,32.63,0
6,16,22,0,387.6,32.63,0
6,16,22,15,388.13,32.65,0
6,16,22,30,395,32.84,0
6,16,22,45,394.13,33.01,0
6,16,23,0,395.6,32.98,0
6,16,23,15,391,33.27,0
6,16,23,30,386.87,33.48,0
6,16,23,45,386.13,33.57,0
6,17,0,0,382.67,33.74,0
6,17,0,15,386.93,33.56,0
6,17,0,30,390.6,33.39,0
6,17,0,45,390.93,33.37,0
6,17,1,0,388.8,33.51,0
6,17,1,15,409.13,33.79,0
6,17,1,30,440.73,34.07,0
6,17,1,45,439.6,34.18,0
6,17,2,0,438.8,34.24,0
6,17,2,15,441.47,34.07,0
6,17,2,30,442,33.99,0
6,17,2,45,435.53,34.34,0
6,17,3,0,437.07,34.24,0
6,17,3,15,436.87,34.22,0
6,17,3,30,434.73,34.37,0
6,17,3,45,432.27,34.33,0
6,17,4,0,425,34.24,0
6,17,4,15,427.07,34.14,0
6,17,4,30,423.8,34.34,0
6,17,4,45,427.47,34.12,0
6,17,5,0,430.8,33.94,0
6,17,5,15,431.27,33.84,0
6,17,5,30,431.87,33.81,0
6,17,5,45,428.13,33.99,0
6,17,6,0,433.13,33.75,0
6,17,6,15,432.07,33.78,0
6,17,6,30,432.53,33.78,0
6,17,6,45,434.4,33.66,0
6,17,7,0,437.6,33.49,0
6,17,7,15,442.4,33.17,0
6,17,7,30,445.73,32.95,0
6,17,7,45,445.8,32.8,0
6,17,8,0,419.2,31.83,0
6,17,8,15,426.87,31.67,0
6,17,8,30,426.87,31.73,0
6,17,8,45,429.07,31.57,0
6,17,9,0,432.93,31.36,0
6,17,9,15,437,31.19,0
6,17,9,30,437,31.16,0
6,17,9,45,433.33,31.39,0
6,17,10,0,434.67,31.33,0
6,17,10,15,431.4,31.49,0
6,17,10,30,430.13,31.52,0
6,17,10,45,427,31.71,0
6,17,11,0,417.87,32.22,0
6,17,11,15,418.73,32.2,0
6,17,11,30,419.93,32.14,0
6,17,11,45,423.13,31.91,0
6,17,12,0,422.33,31.99,0
6,17,12,15,424.6,31.88,0
6,17,12,30,413.53,32.04,0
6,17,12,45,414.4,31.82,0
6,17,13,0,409.47,32.1,0
6,17,13,15,412.47,31.97,0
6,17,13,30,414.8,31.78,0
6,17,13,45,416.8,31.75,0
6,17,14,0,415.73,31.78,0
6,17,14,15,419.4,31.56,0
6,17,14,30,418.27,31.66,0
6,17,14,45,414.2,31.88,0
6,17,15,0,417.4,31.71,0
6,17,15,15,418.33,31.63,0
6,17,15,30,411.93,32.05,0
6,17,15,45,442.87,32.35,0
6,17,16,0,451.21,32.29,0
6,17,16,15,448.8,32.41,0
6,17,16,30,449.2,32.37,0
6,17,16,45,438.87,32.46,0
6,17,17,0,438.4,32.41,0
6,17,17,15,439.53,32.37,0
6,17,17,30,435.6,32.57,0
6,17,17,45,437.53,32.45,0
6,17,18,0,440.2,32.3,0
6,17,18,15,437,32.41,0
6,17,18,30,438.93,32.28,0
6,17,18,45,426.8,32.41,0
6,17,19,0,415.33,32.29,0
6,17,19,15,415.2,32.32,0
6,17,19,30,415.13,32.31,0
6,17,19,45,414.8,32.35,0
6,17,20,0,423.33,32.26,0
6,17,20,15,424.87,32.38,0
6,17,20,30,426.6,32.33,0
6,17,20,45,426,32.46,0
6,17,21,0,425,32.56,0
6,17,21,15,427.53,32.35,0
6,17,21,30,422.07,32.25,0
6,17,21,45,424.2,32.53,0
6,17,22,0,423.73,32.59,0
6,17,22,15,417.33,32.93,0
6,17,22,30,413.47,33.16,0
6,17,22,45,416.67,33.01,0
6,17,23,0,414.6,33.14,0
6,17,23,15,411.2,33.32,0
6,17,23,30,409.6,33.38,0
6,17,23,45,410.47,33.36,0
6,18,0,0,393.73,33.16,0
6,18,0,15,397.4,32.83,0
6,18,0,30,444.6,33.28,0
6,18,0,45,451.73,33.77,0
6,18,1,0,450.27,33.76,0
6,18,1,15,450.27,33.8,0
6,18,1,30,443.07,34.18,0
6,18,1,45,441.47,34.19,0
6,18,2,0,437.13,34.41,0
6,18,2,15,405,34.29,0
6,18,2,30,385.8,34.06,0
6,18,2,45,390.33,33.83,0
6,18,3,0,387.67,33.99,0
6,18,3,15,385.93,34.07,0
6,18,3,30,385.33,34.15,0
6,18,3,45,385.4,34.21,0
6,18,4,0,376.6,34.65,0
6,18,4,15,378.6,34.6,0
6,18,4,30,378.13,34.77,0
6,18,4,45,396.6,34.67,0
6,18,5,0,394.67,34.73,0
6,18,5,15,396.07,34.69,0
6,18,5,30,390,34.97,0
6,18,5,45,390.73,34.93,0
6,18,6,0,391.27,34.86,0
6,18,6,15,393.13,34.76,0
6,18,6,30,396.27,34.56,0
6,18,6,45,396.13,34.54,0
6,18,7,0,397.4,34.5,0
6,18,7,15,399.4,34.38,0
6,18,7,30,370.2,33.59,0
6,18,7,45,367,33.46,0
6,18,8,0,376.8,33.02,0
6,18,8,15,381.6,32.8,0
6,18,8,30,386.8,32.5,0
6,18,8,45,400.8,31.76,0
6,18,9,0,411.73,31.14,0
6,18,9,15,412.47,31.07,0
6,18,9,30,416.6,30.92,0
6,18,9,45,418.53,30.78,0
6,18,10,0,415.33,30.93,0
6,18,10,15,417.87,30.73,0
6,18,10,30,401.13,30.62,0
6,18,10,45,385.47,31.16,0
6,18,11,0,380.27,31.35,0
6,18,11,15,386.93,31.1,0
6,18,11,30,376,31.65,0
6,18,11,45,359.73,32.44,0
6,18,12,0,361.93,32.35,0
6,18,12,15,360.27,32.46,0
6,18,12,30,361.87,32.41,0
6,18,12,45,365.53,32.24,0
6,18,13,0,360.8,32.49,0
6,18,13,15,370.73,32.48,0
6,18,13,30,398.2,32.67,0
6,18,13,45,397,32.73,0
6,18,14,0,398.33,32.59,0
6,18,14,15,399.4,32.53,0
6,18,14,30,398.07,32.64,0
6,18,14,45,397.67,32.64,0
6,18,15,0,395.73,32.69,0
6,18,15,15,396,32.68,0
6,18,15,30,398.47,32.56,0
6,18,15,45,397.87,32.63,0
6,18,16,0,395.73,32.68,0
6,18,16,15,395.33,32.67,0
6,18,16,30,394.27,32.76,0
6,18,16,45,395.87,32.64,0
6,18,17,0,392.27,32.84,0
6,18,17,15,392.67,32.82,0
6,18,17,30,392.8,32.8,0
6,18,17,45,389.2,33.03,0
6,18,18,0,388.2,33.05,0
6,18,18,15,390.73,32.94,0
6,18,18,30,395.27,32.69,0
6,18,18,45,394.6,32.69,0
6,18,19,0,394.8,32.73,0
6,18,19,15,394.53,32.73,0
6,18,19,30,394.4,32.71,0
6,18,19,45,394.8,32.71,0
6,18,20,0,395.8,32.65,0
6,18,20,15,395.2,32.67,0
6,18,20,30,395.67,32.65,0
6,18,20,45,393.6,32.74,0
6,18,21,0,408.2,31.96,0
6,18,21,15,402.8,30.93,0
6,18,21,30,392.6,31.16,0
6,18,21,45,386.27,31.15,0
6,18,22,0,385.47,31.2,0
6,18,22,15,382.2,31.34,0
6,18,22,30,380.13,31.45,0
6,18,22,45,384.67,31.3,0
6,18,23,0,357.2,32.63,0
6,18,23,15,362.33,32.39,0
6,18,23,30,362.13,32.41,0
6,18,23,45,358.4,32.6,0
6,19,0,0,358,32.63,0
6,19,0,15,361.27,32.54,0
6,19,0,30,397.4,32.64,0
6,19,0,45,405.87,32.9,0
6,19,1,0,397.4,33.31,0
6,19,1,15,403.8,32.97,0
6,19,1,30,403.73,33.01,0
6,19,1,45,403.07,33.02,0
6,19,2,0,389.33,33.69,0
6,19,2,15,387.53,33.78,0
6,19,2,30,386.87,33.82,0
6,19,2,45,382.73,34.05,0
6,19,3,0,387,33.8,0
6,19,3,15,384.67,33.97,0
6,19,3,30,383.93,33.97,0
6,19,3,45,387.33,33.83,0
6,19,4,0,387.73,33.76,0
6,19,4,15,386.07,33.87,0
6,19,4,30,384.87,33.93,0
6,19,4,45,384.53,33.94,0
6,19,5,0,386.13,33.84,0
6,19,5,15,385.73,33.86,0
6,19,5,30,383.27,34,0
6,19,5,45,384.6,33.98,0
6,19,6,0,385.13,33.9,0
6,19,6,15,391.33,33.61,0
6,19,6,30,387.33,33.79,0
6,19,6,45,367.73,34.79,0
6,19,7,0,369.2,34.78,0
6,19,7,15,371.67,34.65,0
6,19,7,30,388.13,33.82,0
6,19,7,45,392.73,33.54,0
6,19,8,0,388.6,33.43,0
6,19,8,15,391.47,33.55,0
6,19,8,30,395.73,33.38,0
6,19,8,45,399.73,33.2,0
6,19,9,0,401.33,33.01,0
6,19,9,15,403.27,32.95,0
6,19,9,30,393,32.29,0
6,19,9,45,381.33,31.71,0
6,19,10,0,382.4,31.37,0
6,19,10,15,383.67,31.33,0
6,19,10,30,383,31.34,0
6,19,10,45,384,31.29,0
6,19,11,0,384,31.3,0
6,19,11,15,380.67,31.41,0
6,19,11,30,372.13,31.88,0
6,19,11,45,354.47,32.78,0
6,19,12,0,357.8,32.65,0
6,19,12,15,356.4,32.73,0
6,19,12,30,358,32.68,0
6,19,12,45,348.87,32.86,0
6,19,13,0,351.33,32.77,0
6,19,13,15,350.53,32.84,0
6,19,13,30,354.87,32.65,0
6,19,13,45,398.8,32.88,0
6,19,14,0,403.73,32.76,0
6,19,14,15,403.13,32.82,0
6,19,14,30,400.53,32.92,0
6,19,14,45,401.87,32.86,0
6,19,15,0,402.07,32.83,0
6,19,15,15,402.67,32.74,0
6,19,15,30,398.93,32.91,0
6,19,15,45,399.47,32.88,0
6,19,16,0,400.93,32.85,0
6,19,16,15,399,32.9,0
6,19,16,30,394.13,33.2,0
6,19,16,45,396.27,33.06,0
6,19,17,0,394.67,33.15,0
6,19,17,15,397.4,32.95,0
6,19,17,30,393.13,33.18,0
6,19,17,45,392.53,33.17,0
6,19,18,0,396.73,33.01,0
6,19,18,15,393.4,33.16,0
6,19,18,30,393.13,33.18,0
6,19,18,45,378.47,33.01,0
6,19,19,0,372,32.95,0
6,19,19,15,371.27,32.95,0
6,19,19,30,372.13,32.95,0
6,19,19,45,374.07,32.89,0
6,19,20,0,374.13,32.87,0
6,19,20,15,378.6,32.67,0
6,19,20,30,379.6,32.63,0
6,19,20,45,379.73,32.67,0
6,19,21,0,385.73,32.33,0
6,19,21,15,410.67,30.87,0
6,19,21,30,396.13,31.32,0
6,19,21,45,395.6,31.68,0
6,19,22,0,393.07,31.84,0
6,19,22,15,384.93,32.33,0
6,19,22,30,384.73,32.31,0
6,19,22,45,381.27,32.51,0
6,19,23,0,377.07,32.67,0
6,19,23,15,379.6,32.63,0
6,19,23,30,377.73,32.69,0
6,19,23,45,373.53,32.94,0
6,20,0,0,376.13,32.78,0
6,20,0,15,372.73,32.98,0
6,20,0,30,371.8,33.05,0
6,20,0,45,372.93,33.01,0
6,20,1,0,372.73,33.03,0
6,20,1,15,369.27,33.22,0
6,20,1,30,368.93,33.27,0
6,20,1,45,367.33,33.35,0
6,20,2,0,370.67,33.16,0
6,20,2,15,370,33.22,0
6,20,2,30,369.4,33.25,0
6,20,2,45,369.67,33.3,0
6,20,3,0,372.07,33.15,0
6,20,3,15,372.93,33.12,0
6,20,3,30,368.73,33.35,0
6,20,3,45,366.13,33.49,0
6,20,4,0,374.2,33.13,0
6,20,4,15,373.07,33.17,0
6,20,4,30,389.33,33.35,0
6,20,4,45,421.47,33.16,0
6,20,5,0,419.6,33.18,0
6,20,5,15,422.2,33.11,0
6,20,5,30,419.33,33.2,0
6,20,5,45,418.8,33.18,0
6,20,6,0,417.67,33.2,0
6,20,6,15,415.4,33.33,0
6,20,6,30,415.93,33.25,0
6,20,6,45,417.93,33.09,0
6,20,7,0,418.67,33.02,0
6,20,7,15,418.67,33.01,0
6,20,7,30,422.8,32.68,0
6,20,7,45,418.33,32.33,0
6,20,8,0,417.67,32.09,0
6,20,8,15,402.53,31.93,0
6,20,8,30,387.13,31.8,0
6,20,8,45,375.73,31.91,0
6,20,9,0,375,32,0
6,20,9,15,380,31.82,0
6,20,9,30,374.8,31.95,0
6,20,9,45,375.27,31.58,0
6,20,10,0,380.4,31.34,0
6,20,10,15,380.07,31.39,0
6,20,10,30,378.47,31.51,0
6,20,10,45,384.67,31.58,0
6,20,11,0,387.6,31.67,0
6,20,11,15,401.53,31.61,0
6,20,11,30,400.8,31.69,0
6,20,11,45,399.07,31.73,0
6,20,12,0,392.4,32.15,0
6,20,12,15,388.8,32.34,0
6,20,12,30,389.93,32.25,0
6,20,12,45,392.73,32.18,0
6,20,13,0,393.67,32.27,0
6,20,13,15,402,32.31,0
6,20,13,30,404.73,32.1,0
6,20,13,45,401.87,32.23,0
6,20,14,0,417.4,31.95,0
6,20,14,15,413.47,31.97,0
6,20,14,30,414.93,31.79,0
6,20,14,45,410.73,32.04,0
6,20,15,0,406.47,32.2,0
6,20,15,15,408.07,32.1,0
6,20,15,30,403.2,32.33,0
6,20,15,45,404.13,32.3,0
6,20,16,0,403.93,32.32,0
6,20,16,15,405.93,32.23,0
6,20,16,30,404.6,32.22,0
6,20,16,45,404.73,32.26,0
6,20,17,0,407.4,32.09,0
6,20,17,15,405.8,32.22,0
6,20,17,30,404.27,32.24,0
6,20,17,45,405.4,32.18,0
6,20,18,0,404.4,32.24,0
6,20,18,15,405.07,32.19,0
6,20,18,30,405.2,32.18,0
6,20,18,45,405.93,32.1,0
6,20,19,0,404.87,32.17,0
6,20,19,15,403.73,32.24,0
6,20,19,30,408.07,32.02,0
6,20,19,45,405,32.15,0
6,20,20,0,385.67,32.02,0
6,20,20,15,373.8,31.84,0
6,20,20,30,376.4,31.79,0
6,20,20,45,374.87,31.85,0
6,20,21,0,378.73,31.64,0
6,20,21,15,381.73,31.57,0
6,20,21,30,378.2,31.53,0
6,20,21,45,377.87,31.67,0
6,20,22,0,378.4,31.73,0
6,20,22,15,378,31.76,0
6,20,22,30,376.6,31.86,0
6,20,22,45,375.87,31.91,0
6,20,23,0,373.8,32.01,0
6,20,23,15,373.27,32.09,0
6,20,23,30,369.4,32.28,0
6,20,23,45,368,32.42,0
6,21,0,0,371.27,32.25,0
6,21,0,15,375.47,32.01,0
6,21,0,30,371.93,32.22,0
6,21,0,45,368.73,32.37,0
6,21,1,0,364.13,32.62,0
6,21,1,15,363.2,32.73,0
6,21,1,30,368.33,32.48,0
6,21,1,45,370.6,32.44,0
6,21,2,0,367.47,32.54,0
6,21,2,15,371.6,32.37,0
6,21,2,30,412.2,32.9,0
6,21,2,45,450.07,33.24,0
6,21,3,0,448.67,33.24,0
6,21,3,15,414.4,32.85,0
6,21,3,30,406.27,33.33,0
6,21,3,45,398.87,33.35,0
6,21,4,0,396.93,33.24,0
6,21,4,15,396.67,33.23,0
6,21,4,30,396.07,33.22,0
6,21,4,45,398.47,33.16,0
6,21,5,0,401,33.05,0
6,21,5,15,400.8,33.05,0
6,21,5,30,397.53,33.23,0
6,21,5,45,398.87,33.23,0
6,21,6,0,401.47,33.06,0
6,21,6,15,402.33,33.03,0
6,21,6,30,407,32.78,0
6,21,6,45,405.4,32.8,0
6,21,7,0,409.13,32.67,0
6,21,7,15,421,32.88,0
6,21,7,30,426.27,32.92,0
6,21,7,45,429.07,32.76,0
6,21,8,0,426,32.78,0
6,21,8,15,427.87,32.8,0
6,21,8,30,429.2,32.77,0
6,21,8,45,427.13,32.88,0
6,21,9,0,428,32.8,0
6,21,9,15,427.27,32.8,0
6,21,9,30,426.53,32.86,0
6,21,9,45,426.67,32.86,0
6,21,10,0,428.47,32.67,0
6,21,10,15,430.67,32.55,0
6,21,10,30,429,32.65,0
6,21,10,45,428.87,32.34,0
6,21,11,0,421.6,32.44,0
6,21,11,15,419.33,32.52,0
6,21,11,30,423.8,32.27,0
6,21,11,45,422,32.38,0
6,21,12,0,418.87,32.52,0
6,21,12,15,421.07,32.42,0
6,21,12,30,416.8,32.63,0
6,21,12,45,420.2,32.46,0
6,21,13,0,419.67,32.48,0
6,21,13,15,418.8,32.54,0
6,21,13,30,421.67,32.36,0
6,21,13,45,418.27,32.56,0
6,21,14,0,418.13,32.54,0
6,21,14,15,421.07,32.59,0
6,21,14,30,430.47,32.62,0
6,21,14,45,435,32.56,0
6,21,15,0,435.07,32.57,0
6,21,15,15,436,32.48,0
6,21,15,30,432.87,32.65,0
6,21,15,45,433.07,32.6,0
6,21,16,0,432.2,32.67,0
6,21,16,15,430.87,32.71,0
6,21,16,30,430.6,32.72,0
6,21,16,45,430.87,32.71,0
6,21,17,0,427.93,32.89,0
6,21,17,15,429.13,32.73,0
6,21,17,30,425.73,32.93,0
6,21,17,45,422.13,32.59,0
6,21,18,0,361.87,32.52,0
6,21,18,15,363.4,32.46,0
6,21,18,30,364.13,32.5,0
6,21,18,45,364.67,32.5,0
6,21,19,0,366.67,32.46,0
6,21,19,15,366.8,32.48,0
6,21,19,30,365.47,32.56,0
6,21,19,45,369.73,32.39,0
6,21,20,0,368.4,32.49,0
6,21,20,15,370.53,32.43,0
6,21,20,30,401.93,32.51,0
6,21,20,45,435.87,32.82,0
6,21,21,0,435.6,32.71,0
6,21,21,15,435.13,32.71,0
6,21,21,30,432,32.75,0
6,21,21,45,435.67,32.72,0
6,21,22,0,434.33,32.75,0
6,21,22,15,430.8,32.9,0
6,21,22,30,428.27,33.1,0
6,21,22,45,427.87,33.1,0
6,21,23,0,419.67,33.32,0
6,21,23,15,411.4,33.35,0
6,21,23,30,410,33.46,0
6,21,23,45,406.47,33.7,0
6,22,0,0,409.07,33.54,0
6,22,0,15,410.67,33.48,0
6,22,0,30,406.87,33.71,0
6,22,0,45,405,33.78,0
6,22,1,0,407.07,33.66,0
6,22,1,15,406.73,33.71,0
6,22,1,30,407.33,33.73,0
6,22,1,45,409.87,33.56,0
6,22,2,0,409.73,33.57,0
6,22,2,15,410.27,33.57,0
6,22,2,30,410.6,33.54,0
6,22,2,45,407.4,33.67,0
6,22,3,0,411.4,33.5,0
6,22,3,15,410.4,33.55,0
6,22,3,30,411.4,33.54,0
6,22,3,45,408.47,33.69,0
6,22,4,0,410.67,33.54,0
6,22,4,15,410,33.59,0
6,22,4,30,408.87,33.65,0
6,22,4,45,410.53,33.61,0
6,22,5,0,410.07,33.59,0
6,22,5,15,411.8,33.5,0
6,22,5,30,407.53,33.75,0
6,22,5,45,408.93,33.69,0
6,22,6,0,413.27,33.47,0
6,22,6,15,412.8,33.49,0
6,22,6,30,412.87,33.48,0
6,22,6,45,415.47,33.33,0
6,22,7,0,416.87,33.24,0
6,22,7,15,420.33,33.05,0
6,22,7,30,427,32.65,0
6,22,7,45,427.27,32.58,0
6,22,8,0,424.4,32.5,0
6,22,8,15,429.6,32.37,0
6,22,8,30,428.27,32.5,0
6,22,8,45,426,32.63,0
6,22,9,0,424.67,32.71,0
6,22,9,15,427.8,32.54,0
6,22,9,30,434.33,32.12,0
6,22,9,45,438.67,31.88,0
6,22,10,0,438.27,31.83,0
6,22,10,15,433.87,32.08,0
6,22,10,30,433.73,32.05,0
6,22,10,45,436.4,31.9,0
6,22,11,0,421.6,32.34,0
6,22,11,15,415.87,32.46,0
6,22,11,30,414.27,32.5,0
6,22,11,45,399.53,32.41,0
6,22,12,0,391.73,32.27,0
6,22,12,15,390.07,32.24,0
6,22,12,30,391.2,32.2,0
6,22,12,45,394.6,32.31,0
6,22,13,0,395.2,32.28,0
6,22,13,15,391.87,32.54,0
6,22,13,30,412.6,32.6,0
6,22,13,45,416,32.53,0
6,22,14,0,426.73,32.54,0
6,22,14,15,439.27,32.65,0
6,22,14,30,437.6,32.48,0
6,22,14,45,434.53,32.5,0
6,22,15,0,436,32.41,0
6,22,15,15,437.4,32.39,0
6,22,15,30,433,32.62,0
6,22,15,45,431.73,32.66,0
6,22,16,0,430.6,32.73,0
6,22,16,15,432.33,32.63,0
6,22,16,30,429.6,32.77,0
6,22,16,45,434.4,32.53,0
6,22,17,0,431.53,32.64,0
6,22,17,15,432.33,32.6,0
6,22,17,30,432.6,32.62,0
6,22,17,45,431.27,32.63,0
6,22,18,0,429.67,32.72,0
6,22,18,15,431.6,32.58,0
6,22,18,30,432.73,32.58,0
6,22,18,45,430.6,32.61,0
6,22,19,0,430.53,32.65,0
6,22,19,15,431.93,32.59,0
6,22,19,30,431.2,32.59,0
6,22,19,45,432.13,32.56,0
6,22,20,0,430.73,32.63,0
6,22,20,15,432.8,32.52,0
6,22,20,30,430.33,32.61,0
6,22,20,45,431.53,32.58,0
6,22,21,0,432.47,32.46,0
6,22,21,15,432.73,32.46,0
6,22,21,30,428.67,32.41,0
6,22,21,45,431.07,32.49,0
6,22,22,0,433.27,32.41,0
6,22,22,15,430.2,32.61,0
6,22,22,30,430.33,32.63,0
6,22,22,45,429.53,32.65,0
6,22,23,0,419.67,32.88,0
6,22,23,15,415.67,32.84,0
6,22,23,30,413.13,32.97,0
6,22,23,45,410.27,33.14,0
6,23,0,0,411.27,33.1,0
6,23,0,15,415.4,32.88,0
6,23,0,30,407.33,33.31,0
6,23,0,45,405.27,33.46,0
6,23,1,0,405.47,33.48,0
6,23,1,15,404.6,33.51,0
6,23,1,30,401.4,33.69,0
6,23,1,45,399.87,33.84,0
6,23,2,0,394.8,34.1,0
6,23,2,15,392,34.3,0
6,23,2,30,391.87,34.32,0
6,23,2,45,394.93,34.12,0
6,23,3,0,401.33,33.86,0
6,23,3,15,398.2,34.03,0
6,23,3,30,401.27,33.94,0
6,23,3,45,398.4,34.05,0
6,23,4,0,399.4,34.05,0
6,23,4,15,401.2,33.96,0
6,23,4,30,399,34.06,0
6,23,4,45,399.93,33.99,0
6,23,5,0,401.2,33.95,0
6,23,5,15,403.67,33.86,0
6,23,5,30,402.67,33.88,0
6,23,5,45,402.2,33.94,0
6,23,6,0,403.6,33.9,0
6,23,6,15,423.13,34.31,0
6,23,6,30,413.67,34.88,0
6,23,6,45,428.4,34.04,0
6,23,7,0,433.13,33.82,0
6,23,7,15,434.53,33.65,0
6,23,7,30,442,33.18,0
6,23,7,45,437.4,33.37,0
6,23,8,0,436.67,33.26,0
6,23,8,15,431.07,32.72,0
6,23,8,30,427.6,32.73,0
6,23,8,45,425.6,32.75,0
6,23,9,0,429.13,32.56,0
6,23,9,15,430.13,32.53,0
6,23,9,30,429.67,32.5,0
6,23,9,45,426.73,32.63,0
6,23,10,0,405.8,32.08,0
6,23,10,15,403.4,32.06,0
6,23,10,30,398.73,32.3,0
6,23,10,45,403.6,32.07,0
6,23,11,0,405.6,31.98,0
6,23,11,15,402.87,32.1,0
6,23,11,30,404.33,32.08,0
6,23,11,45,404.8,32.06,0
