Fecha,Hora,2022 Nivel depósito ,2021 Nivel depósito ,2020 Nivel depósito ,2019 Nivel depósito ,2018 Nivel depósito ,2017 Nivel depósito ,2021 nivel depósito calculado,2021 nivel depósito normalizado
04/01/2021,20:15:00,3.13,2.73,27.6,14.7,,,2.73,2.73
04/01/2021,20:30:00,3.1,2.7,27.3,14.3,,,2.70,2.70
04/01/2021,20:45:00,3.08,2.66,27,13.8,,,2.66,2.66
04/01/2021,21:00:00,3.05,2.63,26.7,13.4,,,2.63,2.63
04/01/2021,21:15:00,3.04,2.59,26.4,12.9,,,2.59,2.59
04/01/2021,21:30:00,3.08,2.56,26.2,12.4,,,2.56,2.56
04/01/2021,21:45:00,3.11,2.52,25.9,12,,,2.52,2.52
04/01/2021,22:00:00,3.15,2.5,25.7,11.5,,,2.50,2.50
04/01/2021,22:15:00,3.19,2.54,25.4,11.1,,,2.54,2.54
04/01/2021,22:30:00,3.22,2.58,25.1,10.6,,,2.58,2.58
04/01/2021,22:45:00,3.26,2.63,24.8,10.2,,,2.63,2.63
04/01/2021,23:00:00,3.26,2.67,24.5,9.8,,,2.67,2.67
04/01/2021,23:15:00,3.24,2.72,24.2,10,,,2.72,2.72
04/01/2021,23:30:00,3.22,2.77,23.9,10.8,,,2.77,2.77
04/01/2021,23:45:00,3.2,2.82,23.6,11.6,,,2.82,2.82
05/01/2021,0:00:00,3.18,2.87,23.2,12.5,,,2.87,2.87
05/01/2021,0:15:00,3.16,2.93,22.9,13.4,,,2.93,2.93
05/01/2021,0:30:00,3.17,2.98,23.1,14.2,,,2.98,2.98
05/01/2021,0:45:00,3.22,3.04,23.4,15,,,3.04,3.04
05/01/2021,1:00:00,3.26,3.09,23.7,15.8,,,3.09,3.09
05/01/2021,1:15:00,3.26,3.12,24,16.6,,,3.12,3.12
05/01/2021,1:30:00,3.25,3.15,24.2,17.5,,,3.15,3.15
05/01/2021,1:45:00,3.23,3.19,24.5,18.5,,,3.19,3.19
05/01/2021,2:00:00,3.22,3.22,24.9,19.4,,,3.22,3.22
05/01/2021,2:15:00,3.21,3.26,25.2,20.4,,,3.26,3.26
05/01/2021,2:30:00,3.2,3.27,25.5,21.4,,,3.27,3.27
05/01/2021,2:45:00,3.19,3.24,25.9,22.4,,,3.24,3.24
05/01/2021,3:00:00,3.17,3.21,26.2,23.4,,,3.21,3.21
05/01/2021,3:15:00,3.16,3.18,26.6,24.4,,,3.18,3.18
05/01/2021,3:30:00,3.15,3.14,27,25.4,,,3.14,3.14
05/01/2021,3:45:00,3.14,3.11,27.4,26.4,,,3.11,3.11
05/01/2021,4:00:00,3.13,3.08,27.8,26.8,,,3.08,3.08
05/01/2021,4:15:00,3.13,3.05,28.1,26.7,,,3.05,3.05
05/01/2021,4:30:00,3.13,3.01,28.5,26.7,,,3.01,3.01
05/01/2021,4:45:00,3.12,2.98,28.9,26.7,,,2.98,2.98
05/01/2021,5:00:00,3.12,2.95,29.2,26.7,,,2.95,2.95
05/01/2021,5:15:00,3.12,2.92,28.9,26.7,,,2.92,2.92
05/01/2021,5:30:00,3.12,2.89,28.6,26.6,,,2.89,2.89
05/01/2021,5:45:00,3.12,2.86,28.2,26.6,,,2.86,2.86
05/01/2021,6:00:00,3.11,2.82,27.9,26.5,,,2.82,2.82
05/01/2021,6:15:00,3.11,2.79,27.6,26.4,,,2.79,2.79
05/01/2021,6:30:00,3.1,2.75,27.2,26.3,,,2.75,2.75
05/01/2021,6:45:00,3.09,2.72,26.8,26.2,,,2.72,2.72
05/01/2021,7:00:00,3.09,2.68,26.4,26,,,2.68,2.68
05/01/2021,7:15:00,3.06,2.64,25.5,25.6,,,2.64,2.64
05/01/2021,7:30:00,3.05,2.6,25.5,25.5,,,2.60,2.60
05/01/2021,7:45:00,3.03,2.55,25.1,25.3,,,2.55,2.55
05/01/2021,8:00:00,3.01,2.51,24.6,25,,,2.51,2.51
05/01/2021,8:15:00,2.99,2.52,24.2,24.7,,,2.52,2.52
05/01/2021,8:30:00,2.96,2.54,23.7,24.2,,,2.54,2.54
05/01/2021,8:45:00,2.92,2.56,23.2,23.6,,,2.56,2.56
05/01/2021,9:00:00,2.89,2.59,22.7,23,,,2.59,2.59
05/01/2021,9:15:00,2.85,2.62,22.1,22,,,2.62,2.62
05/01/2021,9:30:00,2.81,2.65,21.5,20.8,,,2.65,2.65
05/01/2021,9:45:00,2.77,2.68,20.9,19.5,,,2.68,2.68
05/01/2021,10:00:00,2.73,2.71,20.6,18.3,,,2.71,2.71
05/01/2021,10:15:00,2.7,2.75,20.6,17.1,,,2.75,2.75
05/01/2021,10:30:00,2.66,2.78,20.6,16.6,,,2.78,2.78
05/01/2021,10:45:00,2.63,2.8,20.6,16.4,,,2.80,2.80
05/01/2021,11:00:00,2.59,2.83,20.6,16.2,,,2.83,2.83
05/01/2021,11:15:00,2.54,2.85,20.6,16.1,,,2.85,2.85
05/01/2021,11:30:00,2.5,2.88,20.5,16,,,2.88,2.88
05/01/2021,11:45:00,2.5,2.91,20.6,16,,,2.91,2.91
05/01/2021,12:00:00,2.51,2.94,20.6,15.9,,,2.94,2.94
05/01/2021,12:15:00,2.52,2.97,20.8,15.8,,,2.97,2.97
05/01/2021,12:30:00,2.53,3,21.1,15.7,,,3.00,3.00
05/01/2021,12:45:00,2.55,3.03,21.4,15.7,,,3.03,3.03
05/01/2021,13:00:00,2.56,3.07,21.8,15.6,,,3.07,3.07
05/01/2021,13:15:00,2.57,3.1,22.1,15.6,,,3.10,3.10
05/01/2021,13:30:00,2.58,3.14,22.4,15.5,,,3.14,3.14
05/01/2021,13:45:00,2.6,3.17,22.7,15.6,,,3.17,3.17
05/01/2021,14:00:00,2.61,3.15,23.1,15.6,,,3.15,3.15
05/01/2021,14:15:00,2.62,3.13,23.4,15.6,,,3.13,3.13
05/01/2021,14:30:00,2.63,3.16,23.8,16.1,,,3.16,3.16
05/01/2021,14:45:00,2.64,3.2,24.2,16.5,,,3.20,3.20
05/01/2021,15:00:00,2.65,3.24,24.6,16.8,,,3.24,3.24
05/01/2021,15:15:00,2.66,3.27,25,17.2,,,3.27,3.27
05/01/2021,15:30:00,2.68,3.24,24.9,17.7,,,3.24,3.24
05/01/2021,15:45:00,2.69,3.21,25,18.2,,,3.21,3.21
05/01/2021,16:00:00,2.7,3.18,25.4,18.7,,,3.18,3.18
05/01/2021,16:15:00,2.72,3.15,25.8,19.3,,,3.15,3.15
05/01/2021,16:30:00,2.73,3.12,26.2,19.9,,,3.12,3.12
05/01/2021,16:45:00,2.74,3.09,26.7,20.5,,,3.09,3.09
05/01/2021,17:00:00,2.71,3.06,27.1,21.2,,,3.06,3.06
05/01/2021,17:15:00,2.67,3.03,27.1,21.8,,,3.03,3.03
05/01/2021,17:30:00,2.64,3,27,22.4,,,3.00,3.00
05/01/2021,17:45:00,2.64,2.97,27.3,23,,,2.97,2.97
05/01/2021,18:00:00,2.68,2.94,27.7,23.7,,,2.94,2.94
05/01/2021,18:15:00,2.71,2.91,28.1,24.2,,,2.91,2.91
05/01/2021,18:30:00,2.75,2.88,28.5,24.8,,,2.88,2.88
05/01/2021,18:45:00,2.8,2.84,28.9,25.4,,,2.84,2.84
05/01/2021,19:00:00,2.84,2.81,29.2,26.1,,,2.81,2.81
05/01/2021,19:15:00,2.88,2.79,29.1,26.6,,,2.79,2.79
05/01/2021,19:30:00,2.92,2.76,29.3,26.4,,,2.76,2.76
05/01/2021,19:45:00,2.96,2.73,29.2,26.1,,,2.73,2.73
05/01/2021,20:00:00,3,2.7,29,25.8,,,2.70,2.70
05/01/2021,20:15:00,3.04,2.67,28.8,25.5,,,2.67,2.67
05/01/2021,20:30:00,3.08,2.64,28.6,25.2,,,2.64,2.64
05/01/2021,20:45:00,3.13,2.61,28.3,24.9,,,2.61,2.61
05/01/2021,21:00:00,3.16,2.58,28.1,24.5,,,2.58,2.58
05/01/2021,21:15:00,3.15,2.55,27.9,24.1,,,2.55,2.55
05/01/2021,21:30:00,3.13,2.52,27.6,23.8,,,2.52,2.52
05/01/2021,21:45:00,3.11,2.5,27.4,23.5,,,2.50,2.50
05/01/2021,22:00:00,3.08,2.54,27.2,23.2,,,2.54,2.54
05/01/2021,22:15:00,3.11,2.58,26.9,22.8,,,2.58,2.58
05/01/2021,22:30:00,3.15,2.62,26.6,22.5,,,2.62,2.62
05/01/2021,22:45:00,3.19,2.67,26.4,22.1,,,2.67,2.67
05/01/2021,23:00:00,3.23,2.72,26.1,21.8,,,2.72,2.72
05/01/2021,23:15:00,3.27,2.77,25.9,21.5,,,2.77,2.77
05/01/2021,23:30:00,3.26,2.82,25.6,21.2,,,2.82,2.82
05/01/2021,23:45:00,3.24,2.87,25.4,20.8,,,2.87,2.87
06/01/2021,0:00:00,3.22,2.92,25.1,20.5,,,2.92,2.92
06/01/2021,0:15:00,3.21,2.98,24.6,20.5,,,2.98,2.98
06/01/2021,0:30:00,3.22,3.03,24.7,21.3,,,3.03,3.03
06/01/2021,0:45:00,3.27,3.09,25,22.1,,,3.09,3.09
06/01/2021,1:00:00,3.27,3.14,25.3,23,,,3.14,3.14
06/01/2021,1:15:00,3.25,3.18,25.6,23.8,,,3.18,3.18
06/01/2021,1:30:00,3.23,3.22,25.9,24.7,,,3.22,3.22
06/01/2021,1:45:00,3.22,3.25,26.2,25.6,,,3.25,3.25
06/01/2021,2:00:00,3.21,3.27,26.6,26.5,,,3.27,3.27
06/01/2021,2:15:00,3.2,3.24,26.9,26.6,,,3.24,3.24
06/01/2021,2:30:00,3.18,3.21,27.2,26.6,,,3.21,3.21
06/01/2021,2:45:00,3.17,3.18,27.5,26.6,,,3.18,3.18
06/01/2021,3:00:00,3.16,3.15,27.9,26.6,,,3.15,3.15
06/01/2021,3:15:00,3.15,3.11,28.2,26.5,,,3.11,3.11
06/01/2021,3:30:00,3.15,3.08,28.6,26.4,,,3.08,3.08
06/01/2021,3:45:00,3.14,3.05,28.9,26.4,,,3.05,3.05
06/01/2021,4:00:00,3.14,3.02,29.1,26.3,,,3.02,3.02
06/01/2021,4:15:00,3.14,2.99,28.8,26.3,,,2.99,2.99
06/01/2021,4:30:00,3.14,2.96,28.5,26.2,,,2.96,2.96
06/01/2021,4:45:00,3.14,2.92,28.2,26.2,,,2.92,2.92
