2022 Nivel depósito ,2021 Nivel depósito ,2020 Nivel depósito ,2019 Nivel depósito ,2018 Nivel depósito ,2017 Nivel depósito ,2021 nivel depósito calculado,2021 nivel depósito normalizado,﻿Fecha_Hora
0.9642857142857145,0.29487179487179493,0.06818181818181834,0.24571428571428566,0,0,0.29487179487179493,0.29487179487179493,0
0.9404761904761907,0.37179487179487136,0.04545454545454529,0.27428571428571424,0,0,0.37179487179487136,0.37179487179487136,0.002004008016032064
0.9523809523809523,0.43589743589743585,0.07954545454545446,0.2971428571428571,0,0,0.43589743589743585,0.43589743589743585,0.004008016032064128
1,0.4999999999999997,0.11363636363636363,0.32,0,0,0.4999999999999997,0.4999999999999997,0.006012024048096192
1,0.5641025641025642,0.1477272727272728,0.34285714285714286,0,0,0.5641025641025642,0.5641025641025642,0.008016032064128256
0.9880952380952378,0.6025641025641024,0.17045454545454544,0.36571428571428566,0,0,0.6025641025641024,0.6025641025641024,0.01002004008016032
0.9642857142857145,0.6410256410256412,0.1931818181818181,0.3885714285714286,0,0,0.6410256410256412,0.6410256410256412,0.012024048096192385
0.9523809523809523,0.6794871794871794,0.22727272727272727,0.4171428571428572,0,0,0.6794871794871794,0.6794871794871794,0.014028056112224449
0.9404761904761907,0.7051282051282051,0.2613636363636364,0.44571428571428573,0,0,0.7051282051282051,0.7051282051282051,0.01603206412825651
0.9285714285714285,0.7435897435897433,0.2954545454545456,0.4685714285714285,0,0,0.7435897435897433,0.7435897435897433,0.018036072144288578
0.9166666666666669,0.782051282051282,0.32954545454545436,0.4971428571428571,0,0,0.782051282051282,0.782051282051282,0.02004008016032064
0.9047619047619047,0.8205128205128203,0.3522727272727274,0.5199999999999999,0,0,0.8205128205128203,0.8205128205128203,0.022044088176352707
0.892857142857143,0.8589743589743591,0.3863636363636362,0.5485714285714285,0,0,0.8589743589743591,0.8589743589743591,0.02404809619238477
0.8809523809523808,0.9102564102564105,0.42045454545454536,0.5771428571428571,0,0,0.9102564102564105,0.9102564102564105,0.026052104208416832
0.8690476190476192,0.9487179487179487,0.45454545454545453,0.6057142857142855,0,0,0.9487179487179487,0.9487179487179487,0.028056112224448898
0.857142857142857,1,0.4886363636363637,0.6342857142857141,0,0,1,1,0.03006012024048096
0.8452380952380953,0.9743589743589743,0.534090909090909,0.6628571428571427,0,0,0.9743589743589743,0.9743589743589743,0.03206412825651302
0.8333333333333331,0.923076923076923,0.5681818181818181,0.6914285714285713,0,0,0.923076923076923,0.923076923076923,0.03406813627254509
0.8214285714285715,0.8846153846153848,0.6022727272727273,0.7199999999999999,0,0,0.8846153846153848,0.8846153846153848,0.036072144288577156
0.8214285714285715,0.8461538461538459,0.6477272727272726,0.7542857142857142,0,0,0.8461538461538459,0.8461538461538459,0.03807615230460922
0.8214285714285715,0.7948717948717946,0.6931818181818182,0.7828571428571428,0,0,0.7948717948717946,0.7948717948717946,0.04008016032064128
0.8214285714285715,0.7564102564102564,0.7272727272727271,0.8114285714285714,0,0,0.7564102564102564,0.7564102564102564,0.04208416833667335
0.8214285714285715,0.7179487179487176,0.7727272727272727,0.84,0,0,0.7179487179487176,0.7179487179487176,0.04408817635270541
0.8095238095238093,0.6794871794871794,0.8068181818181819,0.8685714285714285,0,0,0.6794871794871794,0.6794871794871794,0.04609218436873747
0.8095238095238093,0.6410256410256412,0.8522727272727272,0.8971428571428571,0,0,0.6410256410256412,0.6410256410256412,0.04809619238476954
0.8095238095238093,0.6025641025641024,0.8863636363636364,0.9257142857142857,0,0,0.6025641025641024,0.6025641025641024,0.050100200400801605
0.7976190476190477,0.5512820512820511,0.9204545454545455,0.9542857142857143,0,0,0.5512820512820511,0.5512820512820511,0.052104208416833664
0.7976190476190477,0.5128205128205129,0.9659090909090908,0.9714285714285714,0,0,0.5128205128205129,0.5128205128205129,0.05410821643286573
0.7976190476190477,0.47435897435897406,1,0.9714285714285714,0,0,0.47435897435897406,0.47435897435897406,0.056112224448897796
0.7738095238095238,0.43589743589743585,0.9659090909090908,0.9542857142857143,0,0,0.43589743589743585,0.43589743589743585,0.05811623246492986
0.7857142857142855,0.38461538461538447,0.9431818181818182,0.9657142857142856,0,0,0.38461538461538447,0.38461538461538447,0.06012024048096192
0.7738095238095238,0.3461538461538457,0.9659090909090908,0.9657142857142856,0,0,0.3461538461538457,0.3461538461538457,0.06212424849699399
0.7619047619047616,0.29487179487179493,1,0.9657142857142856,0,0,0.29487179487179493,0.29487179487179493,0.06412825651302605
0.75,0.2692307692307693,1,0.9600000000000001,0,0,0.2692307692307693,0.2692307692307693,0.06613226452905811
0.7380952380952378,0.24358974358974358,0.9545454545454543,0.9600000000000001,0,0,0.24358974358974358,0.24358974358974358,0.06813627254509018
0.7261904761904762,0.21794871794871792,0.8977272727272725,0.9542857142857143,0,0,0.21794871794871792,0.21794871794871792,0.07014028056112225
0.7023809523809523,0.19230769230769224,0.8522727272727272,0.9428571428571428,0,0,0.19230769230769224,0.19230769230769224,0.07214428857715431
0.6785714285714285,0.15384615384615344,0.7954545454545454,0.9314285714285715,0,0,0.15384615384615344,0.15384615384615344,0.07414829659318638
0.6547619047619047,0.11538461538461522,0.7386363636363635,0.9085714285714285,0,0,0.11538461538461522,0.11538461538461522,0.07615230460921844
0.6190476190476192,0.06410256410256389,0.6818181818181818,0.8857142857142857,0,0,0.06410256410256389,0.06410256410256389,0.0781563126252505
0.5952380952380953,0.012820512820512551,0.6136363636363634,0.8628571428571428,0,0,0.012820512820512551,0.012820512820512551,0.08016032064128256
