month,day,hour,min,p_uiip,p_f,p_pu
4,27,3,30,24.74,33.65,52.67
4,27,3,45,24.73,34.07,53.05
4,27,4,0,24.71,33.99,52.88
4,27,4,15,24.69,33.9,52.99
4,27,4,30,24.79,34.22,53.16
4,27,4,45,24.71,34.29,53.16
4,27,5,0,24.73,34.05,52.85
4,27,5,15,24.75,34.14,53.09
4,27,5,30,24.69,33.88,52.59
4,27,5,45,24.7,34.1,53.19
4,27,6,0,24.79,34.27,53.07
4,27,6,15,24.38,33.78,52.63
4,27,6,30,21.66,33.32,51.76
4,27,6,45,20.37,33.54,53.23
4,27,7,0,20.67,33.85,54.14
4,27,7,15,18.96,32.82,50.65
4,27,7,30,19.55,31.47,48.72
4,27,7,45,17.28,31.32,48.76
4,27,8,0,16.33,30.77,48.28
4,27,8,15,19.08,30.78,48.18
4,27,8,30,18.36,30.82,48.18
4,27,8,45,18.4,31.33,48.66
4,27,9,0,18.39,31.15,48.67
4,27,9,15,19.1,31.07,48.54
4,27,9,30,19.46,31.06,48.54
4,27,9,45,17.81,31.02,48.37
4,27,10,0,18.88,30.99,48.23
4,27,10,15,19.35,31.01,48.5
4,27,10,30,18.86,30.88,48.22
4,27,10,45,18.61,30.85,48.58
4,27,11,0,14.69,31.66,49.61
4,27,11,15,15.69,32.62,52.86
4,27,11,30,20.52,32.81,54.35
4,27,11,45,19.9,32.86,54.18
4,27,12,0,19.78,32.97,54.27
4,27,12,15,19.59,33.06,54.44
4,27,12,30,19.43,32.72,53.05
4,27,12,45,19.78,32.56,52.93
4,27,13,0,20.65,32.76,52.73
4,27,13,15,20.71,32.55,51.82
4,27,13,30,20.67,32.63,51.57
4,27,13,45,20.68,32.73,51.59
4,27,14,0,20.67,32.72,51.72
4,27,14,15,20.81,32.58,51.41
4,27,14,30,20.75,32.56,51.45
4,27,14,45,20.85,32.78,51.59
4,27,15,0,20.59,32.6,51.9
4,27,15,15,20.82,32.73,52.27
4,27,15,30,20.69,32.88,52.4
4,27,15,45,20.61,32.64,52.31
4,27,16,0,20.6,32.81,52.35
4,27,16,15,20.75,33.22,52.8
4,27,16,30,21.16,33.24,53.97
4,27,16,45,22.2,33.5,54.48
4,27,17,0,22.16,33.38,54.26
4,27,17,15,22.15,33.57,53.79
4,27,17,30,21.88,33.54,53.52
4,27,17,45,21.94,33.11,53.24
4,27,18,0,21.52,33.33,53.25
4,27,18,15,22.22,33.57,53.41
4,27,18,30,20.5,32.58,50.4
4,27,18,45,19.94,31.84,49.29
4,27,19,0,19.71,31.61,48.86
4,27,19,15,20.21,31.72,48.98
4,27,19,30,19.88,31.39,48.94
4,27,19,45,18.93,31.27,48.61
4,27,20,0,18.81,31.29,48.59
4,27,20,15,19.76,30.93,48.12
4,27,20,30,19.67,30.6,48.06
4,27,20,45,19.61,30.6,47.95
4,27,21,0,19.54,30.57,48.09
4,27,21,15,19.99,30.42,47.82
4,27,21,30,19.8,30.31,47.72
4,27,21,45,19.54,30.51,47.87
4,27,22,0,20.41,30.72,48.24
4,27,22,15,22.1,32.49,52.27
4,27,22,30,22.16,32.39,52.75
4,27,22,45,21.71,32.62,52.67
4,27,23,0,21.67,32.78,52.95
4,27,23,15,21.76,32.83,53.03
4,27,23,30,21.63,33.54,54.66
4,27,23,45,21.63,33.78,55.05
4,28,0,0,23.69,33.2,52.94
4,28,0,15,24.54,33.16,52.49
4,28,0,30,24.73,33.53,52.82
4,28,0,45,24.7,33.7,52.69
4,28,1,0,24.79,33.39,52.18
4,28,1,15,24.76,33.31,51.71
4,28,1,30,24.8,33.97,53.12
4,28,1,45,24.74,34.08,53.44
4,28,2,0,24.77,34.05,53.54
4,28,2,15,24.78,34.24,53.74
4,28,2,30,24.68,34.46,53.63
4,28,2,45,24.81,34.34,52.79
4,28,3,0,24.82,34.29,53.2
4,28,3,15,24.74,34.45,53.22
4,28,3,30,24.72,34.2,53.14
4,28,3,45,24.75,34.43,53.17
4,28,4,0,24.76,34.4,53.17
4,28,4,15,24.73,34.42,53.27
4,28,4,30,24.72,34.42,53.31
4,28,4,45,24.77,34.24,53.23
4,28,5,0,24.71,34.35,53.11
4,28,5,15,24.73,34.29,53.33
4,28,5,30,26.35,34.49,53.05
4,28,5,45,26.24,34.27,53.15
4,28,6,0,26.48,34.02,53.07
4,28,6,15,26.37,34.16,53.05
4,28,6,30,26.3,33.95,52.84
4,28,6,45,20.73,34.03,52.84
4,28,7,0,19.95,33.17,50.58
4,28,7,15,20.35,32.32,49.73
4,28,7,30,20.49,31.98,49.46
4,28,7,45,20.13,32.1,49.39
4,28,8,0,20.03,31.51,48.8
4,28,8,15,18.86,31.31,48.58
4,28,8,30,19.54,31.52,49.03
4,28,8,45,19.87,31.71,49.27
4,28,9,0,19.88,31.51,49.01
4,28,9,15,19.64,31.54,48.84
4,28,9,30,18.52,31.69,49.14
4,28,9,45,18.84,31.35,48.82
4,28,10,0,19.22,31.38,48.7
4,28,10,15,18.76,31.46,48.97
4,28,10,30,19.14,31.58,48.8
4,28,10,45,19.75,31.48,48.6
4,28,11,0,18.25,31.41,48.56
4,28,11,15,19.38,31.69,49.16
4,28,11,30,18.14,31.27,48.66
4,28,11,45,19.61,31.53,48.95
4,28,12,0,16.11,31.54,49.01
4,28,12,15,18.33,31.68,49.57
4,28,12,30,18.24,31.94,49.42
4,28,12,45,18.48,31.8,49.65
4,28,13,0,18.34,31.31,48.9
4,28,13,15,18.18,31.69,49.4
4,28,13,30,18.54,32.5,52.75
4,28,13,45,19.28,32.72,53.84
4,28,14,0,18.97,32.63,53.86
4,28,14,15,19.07,32.99,53.87
4,28,14,30,19.13,32.61,53.74
4,28,14,45,20.16,32.95,54.1
4,28,15,0,20.76,32.74,53.8
4,28,15,15,20.71,33.37,54.29
4,28,15,30,20.69,32.74,54.12
4,28,15,45,20.84,33.07,54.12
4,28,16,0,20.75,33.41,54.41
4,28,16,15,20.64,33.48,53.95
4,28,16,30,20.76,33.37,53.66
4,28,16,45,20.66,33.39,53.63
4,28,17,0,20.73,33.51,53.81
4,28,17,15,21.69,33.59,53.84
4,28,17,30,21.75,33.32,53.68
4,28,17,45,21.84,33.21,53.38
4,28,18,0,21.6,33.25,53.44
4,28,18,15,21.79,33.2,53.42
4,28,18,30,21.64,33.24,53.31
4,28,18,45,20.9,32.53,51.1
4,28,19,0,19.65,31.89,48.96
4,28,19,15,20.57,31.27,48.51
4,28,19,30,20.57,31.18,48.22
4,28,19,45,19.78,30.93,47.94
4,28,20,0,19.79,30.95,48.1
4,28,20,15,20.43,30.79,47.84
4,28,20,30,20.24,30.26,47.38
4,28,20,45,19.9,30.32,47.56
4,28,21,0,19.17,30.58,47.75
4,28,21,15,17.77,30.22,47.24
4,28,21,30,19.32,30.23,47.26
4,28,21,45,20.36,30.37,47.65
4,28,22,0,20.36,30.71,47.95
4,28,22,15,20.52,30.78,47.92
4,28,22,30,20.5,30.97,48.24
4,28,22,45,20.75,31.06,48.34
4,28,23,0,21.12,32.53,52.71
4,28,23,15,21.15,33.48,54.97
4,28,23,30,21.12,33.54,55.04
4,28,23,45,21.23,33.61,55.03
4,29,0,0,23.93,33.14,52.61
4,29,0,15,24.82,32.92,51.99
4,29,0,30,24.76,33.22,51.8
4,29,0,45,24.75,33.54,51.98
4,29,1,0,24.71,33.46,51.99
4,29,1,15,24.65,33.52,52.07
4,29,1,30,24.92,33.53,52.09
4,29,1,45,24.76,33.78,52.13
4,29,2,0,24.76,33.77,52.22
4,29,2,15,24.78,33.71,52.2
4,29,2,30,24.75,33.36,52.09
4,29,2,45,24.72,33.68,52.16
4,29,3,0,24.71,33.48,52.12
4,29,3,15,24.82,33.7,52.84
4,29,3,30,24.69,34.07,53.04
4,29,3,45,24.66,33.8,53.14
4,29,4,0,24.78,34.2,53.34
4,29,4,15,24.65,34.28,53.41
4,29,4,30,24.73,34.3,53.52
4,29,4,45,24.77,34.28,53.39
4,29,5,0,24.76,33.94,52.9
4,29,5,15,24.75,33.54,51.88
4,29,5,30,24.73,33.9,52.01
4,29,5,45,24.81,33.84,52.18
4,29,6,0,24.78,33.79,52.49
4,29,6,15,24.75,34.14,53.22
4,29,6,30,24.02,33.8,52.98
4,29,6,45,20.31,33.69,53.57
4,29,7,0,20.5,33.34,53.2
4,29,7,15,17.61,31.82,49.41
4,29,7,30,18.03,31.66,49.06
4,29,7,45,16.69,31.39,48.92
4,29,8,0,17.33,31.12,48.51
4,29,8,15,17.1,30.96,48.29
4,29,8,30,17.1,30.78,48.37
4,29,8,45,16.99,31.15,48.73
4,29,9,0,16.69,31.02,48.37
4,29,9,15,16.67,30.91,48.23
4,29,9,30,15.62,30.72,48.18
4,29,9,45,16.24,30.54,48.05
4,29,10,0,17.17,30.71,48.27
4,29,10,15,17.23,30.8,48.41
4,29,10,30,17.06,30.6,48.03
4,29,10,45,16.23,30.61,48.08
4,29,11,0,18.24,31.54,49.86
4,29,11,15,20.99,32.54,52.61
4,29,11,30,21.38,32.11,52.47
4,29,11,45,20.97,32.47,52.56
4,29,12,0,21.39,32.41,52.41
4,29,12,15,21.65,32.46,52.58
4,29,12,30,21.33,32.32,52.5
4,29,12,45,21.78,32.37,52.48
4,29,13,0,21.75,32.31,52.45
4,29,13,15,21.62,32.39,52.44
4,29,13,30,16.73,32.59,52.89
4,29,13,45,21.46,32.61,52.61
4,29,14,0,21.48,32.86,52.76
4,29,14,15,21.71,32.45,52.37
4,29,14,30,21.62,32.22,52.04
4,29,14,45,21.4,32.39,52.1
4,29,15,0,21.78,32.5,52.06
4,29,15,15,21.93,32.78,52.28
4,29,15,30,21.99,32.76,52.22
4,29,15,45,21.76,32.53,52.2
4,29,16,0,22.1,32.48,52.25
4,29,16,15,21.86,32.71,52.22
4,29,16,30,21.95,32.59,52.24
4,29,16,45,22.41,32.83,52.26
4,29,17,0,21.09,32.8,52.52
4,29,17,15,20.88,32.77,52.43
4,29,17,30,22.07,33,52.78
4,29,17,45,21.93,32.82,53.5
4,29,18,0,21.53,33.44,53.48
4,29,18,15,21.1,33.27,53.42
4,29,18,30,21.82,33.06,53.48
4,29,18,45,21.9,33.12,53.4
4,29,19,0,21.69,33.04,52.85
4,29,19,15,20.2,31.46,48.79
4,29,19,30,20.19,30.77,47.98
4,29,19,45,20.24,30.93,48.18
4,29,20,0,20.67,30.73,47.95
4,29,20,15,20.54,30.76,47.96
4,29,20,30,20.02,30.16,47.28
4,29,20,45,19.17,30.38,47.48
4,29,21,0,20.24,30.31,47.33
4,29,21,15,19.04,30.22,47.26
4,29,21,30,19.78,30.14,47.17
4,29,21,45,19.86,30.4,47.38
4,29,22,0,19.8,30.5,47.68
4,29,22,15,20.05,30.57,47.73
4,29,22,30,20.31,30.81,47.97
4,29,22,45,19.82,30.75,48.1
4,29,23,0,20.89,31.39,48.88
4,29,23,15,20.59,32.69,54.12
4,29,23,30,20.67,32.88,54.51
4,29,23,45,20.6,33.31,54.78
4,30,0,0,24.15,32.31,51.9
4,30,0,15,24.84,32.33,51.04
4,30,0,30,24.69,32.41,51.07
4,30,0,45,24.86,32.39,50.85
4,30,1,0,24.82,32.56,50.93
4,30,1,15,24.61,32.59,50.86
4,30,1,30,24.79,32.86,51.05
4,30,1,45,24.87,32.87,51.15
4,30,2,0,24.75,32.95,51.28
4,30,2,15,24.76,33.27,51.53
4,30,2,30,24.74,33.21,51.51
4,30,2,45,24.81,33.69,52.57
4,30,3,0,24.76,33.84,52.86
4,30,3,15,24.78,33.99,53.29
4,30,3,30,24.8,34.32,53.47
4,30,3,45,24.75,34.13,53.32
4,30,4,0,24.72,34.2,53.33
4,30,4,15,24.68,34.39,53.56
4,30,4,30,24.79,34.37,53.42
4,30,4,45,24.84,34.24,53.33
4,30,5,0,24.75,33.54,51.95
4,30,5,15,24.82,33.82,51.95
4,30,5,30,24.7,33.52,52.05
4,30,5,45,24.76,33.88,52.14
4,30,6,0,24.78,33.66,52.27
4,30,6,15,24.79,33.9,52.39
4,30,6,30,24.63,34.27,53.62
4,30,6,45,20.82,34.73,54.39
4,30,7,0,20.7,34.16,53.94
4,30,7,15,19.78,32.72,50.44
4,30,7,30,20.43,32.48,49.86
4,30,7,45,20.05,32.18,49.3
4,30,8,0,18.91,32.09,49.4
4,30,8,15,17.84,31.58,48.65
4,30,8,30,19.38,30.61,47.71
4,30,8,45,18.83,30.32,47.29
4,30,9,0,18.33,29.72,46.48
4,30,9,15,18.16,29.71,46.67
4,30,9,30,18.8,29.35,46.14
4,30,9,45,18.65,29.36,46.3
4,30,10,0,19.27,29.33,46.27
4,30,10,15,19.18,28.9,45.88
4,30,10,30,19.19,29.27,46.22
4,30,10,45,18.31,29.82,47.9
4,30,11,0,20.59,31.9,50.89
4,30,11,15,21.12,31.73,51.27
4,30,11,30,21.71,31.83,51.03
4,30,11,45,21.88,32.29,51.43
4,30,12,0,21.71,31.8,51.08
4,30,12,15,21.73,32.28,52.61
4,30,12,30,21.78,32.07,52.46
4,30,12,45,21.82,31.98,52.22
4,30,13,0,21.77,32.13,52.03
4,30,13,15,21.69,32.32,52.01
4,30,13,30,21.39,32.01,52.01
4,30,13,45,21.18,32.03,51.91
4,30,14,0,21.31,32.22,52.2
4,30,14,15,21.31,32.03,52.1
4,30,14,30,21.33,32.44,52.18
4,30,14,45,21.46,32.29,52.06
4,30,15,0,21.86,32.07,51.88
4,30,15,15,21.8,32.23,52.03
4,30,15,30,22.18,32.17,52.12
4,30,15,45,22.29,32.26,51.98
4,30,16,0,22.36,32.19,52.07
4,30,16,15,22.83,32.54,52.07
4,30,16,30,22.78,32.29,52.03
4,30,16,45,22.81,32.54,52.04
4,30,17,0,22.5,32.41,52.2
4,30,17,15,21.82,32.65,52.25
4,30,17,30,21.84,32.27,51.79
4,30,17,45,21.74,32.38,51.99
4,30,18,0,21.8,32.71,52.25
4,30,18,15,21.8,32.33,51.92
4,30,18,30,21.81,32.48,51.83
4,30,18,45,21.83,32.34,51.64
4,30,19,0,21.84,32.27,51.11
4,30,19,15,21.78,31.97,50.98
4,30,19,30,17.39,31.61,49.31
4,30,19,45,19.48,30.76,48.05
4,30,20,0,20.09,30.71,48.02
4,30,20,15,20.2,30.92,48
4,30,20,30,20.05,30.67,47.9
4,30,20,45,19.76,31.07,48.61
4,30,21,0,22.1,32.27,52.57
4,30,21,15,21.73,32.53,51.89
4,30,21,30,21.78,32.12,51.76
4,30,21,45,21.56,32.19,51.82
4,30,22,0,21.62,32.29,51.73
4,30,22,15,22.1,32.5,51.87
4,30,22,30,22.12,32.61,52.12
4,30,22,45,22.11,32.48,52.15
4,30,23,0,22,32.83,52.65
4,30,23,15,22.22,33.01,53.09
4,30,23,30,21.58,33.44,54.1
4,30,23,45,20.98,33.36,54
5,1,0,0,23.88,32.97,52.01
5,1,0,15,24.8,32.95,51.98
5,1,0,30,24.83,33.07,51.85
5,1,0,45,24.63,33.29,52.12
5,1,1,0,24.85,33.49,52.02
5,1,1,15,24.69,33.52,51.87
5,1,1,30,24.83,33.18,51.44
5,1,1,45,24.69,33.94,52.48
5,1,2,0,24.79,34.11,53.4
5,1,2,15,24.73,34.38,53.52
5,1,2,30,24.84,33.75,52.53
5,1,2,45,25.85,33.91,52.38
5,1,3,0,26.38,33.75,52.35
5,1,3,15,26.34,33.98,52.29
5,1,3,30,24.82,33.23,51.27
5,1,3,45,23.8,33.6,51.5
5,1,4,0,23.69,33.53,51.45
5,1,4,15,23.73,33.46,51.51
5,1,4,30,23.76,33.6,51.54
5,1,4,45,23.68,33.61,51.5
5,1,5,0,23.71,33.78,51.65
5,1,5,15,23.68,33.48,51.46
5,1,5,30,23.71,33.55,51.54
5,1,5,45,23.72,33.83,51.76
5,1,6,0,23.78,33.63,51.54
5,1,6,15,23.72,33.64,51.63
5,1,6,30,23.63,33.54,51.58
5,1,6,45,20.79,34.28,53.2
5,1,7,0,19.61,34.5,53.64
5,1,7,15,19.86,34.2,53.27
5,1,7,30,19.07,33.31,51.15
5,1,7,45,19.73,33.12,50.84
5,1,8,0,18.29,32.83,50.53
5,1,8,15,17.16,32.71,50.43
5,1,8,30,17.9,32.6,50.17
5,1,8,45,17.01,31.84,49.2
5,1,9,0,15.36,31.53,49.05
5,1,9,15,16.41,31.01,48.42
5,1,9,30,15.74,30.63,48.2
5,1,9,45,15.75,30.56,47.88
5,1,10,0,15.6,30.31,47.78
5,1,10,15,15.69,30.12,47.42
5,1,10,30,15.42,30.06,47.41
5,1,10,45,17.94,30.55,48.22
5,1,11,0,20.95,31.79,50.89
5,1,11,15,21.97,32.01,51.05
5,1,11,30,21.63,32.01,50.46
5,1,11,45,21.25,32.01,51.19
5,1,12,0,21.56,32.3,52.4
5,1,12,15,21.8,32.59,52.59
5,1,12,30,21.78,32.39,52.46
5,1,12,45,21.7,32.37,52.37
5,1,13,0,21.84,32.49,52.44
5,1,13,15,21.73,32.54,52.46
5,1,13,30,21.76,32.63,52.39
5,1,13,45,22.12,32.75,52.49
5,1,14,0,22.26,32.9,52.46
5,1,14,15,22.23,32.59,52.24
5,1,14,30,22.32,32.71,52.23
5,1,14,45,22.27,32.75,52.24
5,1,15,0,22.29,32.62,51.94
5,1,15,15,22.76,33.04,51.53
5,1,15,30,23.41,32.8,51.6
5,1,15,45,24.39,32.86,52.12
5,1,16,0,23.3,32.59,51.78
5,1,16,15,23.37,32.71,52.17
5,1,16,30,23.36,32.99,52.02
5,1,16,45,22.5,33.05,52.14
5,1,17,0,22.29,32.89,51.9
5,1,17,15,22.69,32.8,51.95
5,1,17,30,22.99,32.71,52.07
5,1,17,45,22.8,32.56,51.65
5,1,18,0,22.71,32.7,51.29
5,1,18,15,22.72,32.68,51.01
5,1,18,30,22.74,32.85,51.48
5,1,18,45,22.8,32.84,51.36
5,1,19,0,22.8,32.67,51.05
5,1,19,15,22.18,32.56,50.91
5,1,19,30,20.44,31.11,48.1
5,1,19,45,21.08,30.59,47.59
5,1,20,0,20.84,30.2,47.05
5,1,20,15,20.59,29.66,46.63
5,1,20,30,21.02,29.91,46.68
5,1,20,45,20.72,29.97,46.67
5,1,21,0,21.27,31.54,49.9
5,1,21,15,22.65,32.29,51.76
5,1,21,30,22.67,32.32,51.9
5,1,21,45,22.74,32.45,51.98
5,1,22,0,22.65,32.48,51.68
5,1,22,15,22.73,32.44,51.8
5,1,22,30,22.73,32.7,52.14
5,1,22,45,22.73,32.8,52.07
5,1,23,0,22.69,32.63,52.14
5,1,23,15,22.27,32.86,52.52
5,1,23,30,21.46,33.44,53.38
5,1,23,45,21.3,33.46,53.45
5,2,0,0,24.28,33.48,53.58
5,2,0,15,25.29,33.26,52.43
5,2,0,30,25.18,33.46,52.65
5,2,0,45,25.34,33.68,52.84
5,2,1,0,25.14,33.49,52.18
5,2,1,15,25.28,33.12,51.84
5,2,1,30,25.14,33.44,51.95
5,2,1,45,25.22,33.36,51.97
5,2,2,0,25.34,33.53,52.01
5,2,2,15,25.19,33.82,52.41
5,2,2,30,24.77,33.74,52.67
5,2,2,45,24.68,34.07,52.95
5,2,3,0,23.63,34.18,52.86
5,2,3,15,22.65,34.09,52.93
5,2,3,30,22.63,34.23,53.03
5,2,3,45,21.9,34.28,53.07
5,2,4,0,20.76,34.31,53.03
5,2,4,15,20.69,34.31,53.4
5,2,4,30,20.67,34.44,53.33
5,2,4,45,20.7,34.61,53.2
5,2,5,0,20.62,34.39,53.12
5,2,5,15,20.72,34.05,53.18
5,2,5,30,20.66,34.52,53.33
5,2,5,45,20.59,34.09,53.17
5,2,6,0,20.73,34.27,53.14
5,2,6,15,20.68,34.31,53.41
5,2,6,30,24.14,34.03,53.35
5,2,6,45,21.31,33.63,52.93
5,2,7,0,20.52,33.77,52.77
5,2,7,15,18.49,31.97,49.41
5,2,7,30,19.99,31.54,48.76
5,2,7,45,20.07,31.61,48.94
5,2,8,0,16.4,31.27,48.6
5,2,8,15,18.59,30.94,48.45
5,2,8,30,18.94,30.8,48.24
5,2,8,45,18.43,31.29,48.71
5,2,9,0,18.48,31.33,48.62
5,2,9,15,17.49,31.49,48.78
5,2,9,30,16.74,31.41,48.83
5,2,9,45,18.25,31.2,48.33
5,2,10,0,20.48,30.36,47.29
5,2,10,15,20.38,30.65,47.53
5,2,10,30,20.25,30.13,46.99
5,2,10,45,18.94,30.29,46.81
5,2,11,0,20.34,30.35,47.26
5,2,11,15,20.83,32.24,50.69
5,2,11,30,20.77,32.47,51.45
5,2,11,45,20.68,32.62,51.48
5,2,12,0,20.53,32.48,51.29
5,2,12,15,20.81,32.5,51.48
5,2,12,30,21.06,32.5,51.37
5,2,12,45,21.38,32.51,51.37
5,2,13,0,21.59,32.47,51.41
5,2,13,15,21.65,32.69,51.54
5,2,13,30,21.65,32.36,51.18
5,2,13,45,21.78,32.57,51.14
5,2,14,0,22.1,32.38,51.07
5,2,14,15,21.78,32.33,51.1
5,2,14,30,22,32.61,51.14
5,2,14,45,21.74,32.39,51.14
5,2,15,0,21.36,32.5,51.14
5,2,15,15,21.8,32.45,51.08
5,2,15,30,21.59,32.61,51.09
5,2,15,45,22.08,32.53,51.16
5,2,16,0,21.93,32.56,51.16
5,2,16,15,22.23,32.48,51.19
5,2,16,30,22.12,32.49,51.17
5,2,16,45,22.1,32.61,51.01
5,2,17,0,22.27,32.73,51.18
5,2,17,15,22.61,32.56,51.26
5,2,17,30,22.19,32.48,51.13
5,2,17,45,20.84,32.5,51.09
5,2,18,0,18.22,31.63,49.11
5,2,18,15,19.17,31.66,49.51
5,2,18,30,18.81,31.5,49.34
5,2,18,45,19.19,30.99,48.77
5,2,19,0,19.49,31.19,48.8
5,2,19,15,19.49,31.34,49.03
5,2,19,30,19.53,31.22,48.57
5,2,19,45,19.49,30.94,48.54
5,2,20,0,19.35,31.16,48.83
5,2,20,15,19.33,31.12,48.64
5,2,20,30,18.99,31.05,48.77
5,2,20,45,18.92,30.84,48.44
5,2,21,0,18.63,30.72,48.33
5,2,21,15,18.86,30.9,48.7
5,2,21,30,18.55,30.69,48.24
5,2,21,45,22.22,31.88,50.77
5,2,22,0,22.64,31.91,50.99
5,2,22,15,22.63,31.82,50.81
5,2,22,30,22.77,31.97,51.14
5,2,22,45,22.77,31.95,51
5,2,23,0,22.55,32.48,51.31
5,2,23,15,20.72,32.9,52.88
5,2,23,30,20.71,33.1,53.03
5,2,23,45,20.61,33.3,53.13
5,3,0,0,20.69,33.14,53.02
5,3,0,15,22.16,33.39,53.31
5,3,0,30,22.34,33.29,52.66
5,3,0,45,22.24,33.41,52.79
5,3,1,0,22.16,33.62,52.8
5,3,1,15,22.19,33.78,52.99
5,3,1,30,22.21,33.93,53.03
5,3,1,45,22.16,33.66,52.46
5,3,2,0,22.18,33.71,52.61
5,3,2,15,22.24,33.9,52.73
5,3,2,30,22.22,33.94,52.69
5,3,2,45,22.27,33.88,52.69
5,3,3,0,22.27,33.74,52.52
5,3,3,15,22.25,34.16,53.14
5,3,3,30,22.19,34.27,53.24
5,3,3,45,22.23,34.13,53.26
5,3,4,0,22.29,34.3,53.35
5,3,4,15,21.2,34.45,53.48
5,3,4,30,20.72,34.39,53.43
5,3,4,45,19.39,33.9,53.12
5,3,5,0,20.69,34.45,53.5
5,3,5,15,20.71,34.29,53.29
5,3,5,30,20.59,34.35,53.39
5,3,5,45,20.75,34.2,53.31
5,3,6,0,20.67,34.36,53.4
5,3,6,15,20.65,33.97,53.05
5,3,6,30,20.69,33.84,52.88
5,3,6,45,19.61,33.59,52.34
5,3,7,0,21.24,33.27,52.19
5,3,7,15,22.11,33.33,52.38
5,3,7,30,21.69,33.1,51.36
5,3,7,45,20.78,31.73,48.64
5,3,8,0,20.48,31.31,48.49
5,3,8,15,19.98,31.28,48.31
5,3,8,30,20.29,30.95,48.31
5,3,8,45,20.33,31.22,48.55
5,3,9,0,20.13,31.22,48.29
5,3,9,15,20.03,31.16,48.27
5,3,9,30,20.23,31.01,48.01
5,3,9,45,20.49,30.9,48.07
5,3,10,0,19.52,31.03,48.13
5,3,10,15,19.08,30.92,48.08
5,3,10,30,19.86,30.65,47.67
5,3,10,45,18.54,30.76,47.89
5,3,11,0,18.98,30.95,48.46
5,3,11,15,19.67,31.11,48.48
5,3,11,30,20.66,31.51,49.28
5,3,11,45,19.35,32.05,50.69
5,3,12,0,20.27,32.5,51.73
5,3,12,15,20.14,32.22,51.78
5,3,12,30,20.22,32.46,51.84
5,3,12,45,20.18,32.4,51.87
5,3,13,0,20.15,32.64,52.63
5,3,13,15,20.14,32.59,53.1
5,3,13,30,20.48,32.53,52.8
5,3,13,45,20.74,32.6,52.5
5,3,14,0,20.72,32.47,52.12
5,3,14,15,20.65,32.32,51.46
5,3,14,30,20.72,32.23,51.47
5,3,14,45,20.68,32.54,51.33
5,3,15,0,20.67,32.18,51.33
5,3,15,15,20.73,32.65,51.54
5,3,15,30,20.66,32.59,51.69
5,3,15,45,20.7,32.76,52.37
5,3,16,0,20.72,32.99,52.97
5,3,16,15,20.68,32.97,52.93
5,3,16,30,20.69,32.88,53.01
5,3,16,45,20.73,32.85,53.07
5,3,17,0,20.71,33.19,53.13
5,3,17,15,20.74,32.97,53.05
5,3,17,30,20.7,33.16,53.1
5,3,17,45,20.01,32.62,52.15
5,3,18,0,19.9,31.9,49.3
5,3,18,15,19.14,31.89,49.46
5,3,18,30,20.05,31.68,49.23
5,3,18,45,19.39,31.63,49.04
5,3,19,0,18.11,31.63,49.24
5,3,19,15,18.29,31.22,48.76
5,3,19,30,17.86,30.72,48.3
5,3,19,45,18.81,30.61,48.09
5,3,20,0,19.05,30.58,48.16
5,3,20,15,17.86,30.56,48.08
5,3,20,30,17.56,30.39,47.88
5,3,20,45,17.86,30.3,47.81
5,3,21,0,17.59,30.19,47.56
5,3,21,15,19.39,29.92,47.39
5,3,21,30,19.09,30.27,47.73
5,3,21,45,19.3,30.06,47.56
5,3,22,0,19.22,30.45,48.19
5,3,22,15,21.8,32.01,51.42
5,3,22,30,22.69,31.59,51.29
5,3,22,45,22.46,31.9,51.48
5,3,23,0,22.54,32.04,51.56
5,3,23,15,21.26,32.3,51.69
5,3,23,30,21.15,32.25,51.71
5,3,23,45,21.27,32.58,52.01
5,4,0,0,20.72,32.79,52.07
5,4,0,15,21.24,32.72,52.15
5,4,0,30,21.16,33.33,52.67
5,4,0,45,21.58,33.46,52.86
5,4,1,0,22.69,33.59,52.9
5,4,1,15,22.63,33.67,52.91
5,4,1,30,22.73,33.81,53.14
5,4,1,45,22.74,34.01,53.25
5,4,2,0,22.63,33.78,53.08
5,4,2,15,22.72,33.71,52.49
5,4,2,30,22.69,33.39,52.03
5,4,2,45,22.67,33.42,52.16
5,4,3,0,22.6,33.43,52.06
5,4,3,15,22.68,33.54,52.28
5,4,3,30,22.71,33.84,52.56
5,4,3,45,22.65,33.9,52.69
5,4,4,0,22.71,33.84,52.59
5,4,4,15,22.66,34.04,52.96
5,4,4,30,22.71,33.95,52.97
5,4,4,45,22.71,34.04,52.99
5,4,5,0,22.61,33.87,52.71
5,4,5,15,22.78,33.99,52.75
5,4,5,30,22.68,34.08,52.95
5,4,5,45,22.7,33.95,52.86
5,4,6,0,22.56,33.74,52.81
5,4,6,15,22.69,33.82,52.73
5,4,6,30,22.64,33.41,52.4
5,4,6,45,20.93,33.58,52.39
5,4,7,0,20.29,33.32,53.03
5,4,7,15,21.14,33.63,54.06
5,4,7,30,22.59,33.45,54.11
5,4,7,45,22.67,33.12,52.52
5,4,8,0,19.81,31.24,48.55
5,4,8,15,19.54,31.1,48.4
5,4,8,30,17.69,31.07,48.47
5,4,8,45,18.31,31.29,48.69
5,4,9,0,19.18,31.29,48.72
5,4,9,15,18.8,31.27,48.69
5,4,9,30,18.44,31.05,48.44
5,4,9,45,19.56,31.38,48.88
5,4,10,0,19.86,31.13,48.63
