month,day,hour,min,p_uiip,p_f,p_pu
6,25,7,45,27.73,33.78,51.61
6,25,8,0,28.34,33.58,51.33
6,25,8,15,28.26,33.33,50.83
6,25,8,30,28.95,33.14,50.41
6,25,8,45,29.33,33.12,50.18
6,25,9,0,29.45,32.96,50.24
6,25,9,15,29.96,32.52,49.48
6,25,9,30,29.86,32.35,49.14
6,25,9,45,30.35,32.4,49.16
6,25,10,0,30.45,32.05,48.85
6,25,10,15,30.48,31.95,48.84
6,25,10,30,30.42,31.75,48.78
6,25,10,45,30.88,31.89,49.06
6,25,11,0,30.9,31.83,48.99
6,25,11,15,30.95,31.93,48.98
6,25,11,30,30.9,31.82,48.71
6,25,11,45,30.95,31.63,48.21
6,25,12,0,30.76,32.03,49.32
6,25,12,15,28.36,32.33,49.69
6,25,12,30,27.84,32.33,49.69
6,25,12,45,27.88,32.38,49.73
6,25,13,0,27.05,32.51,49.95
6,25,13,15,26.67,32.41,49.79
6,25,13,30,26.29,32.46,49.78
6,25,13,45,26.41,32.53,49.76
6,25,14,0,25.92,32.38,49.69
6,25,14,15,26.16,32.44,49.67
6,25,14,30,26.5,32.47,49.61
6,25,14,45,26.62,32.48,49.84
6,25,15,0,26.74,32.44,49.77
6,25,15,15,28.98,32.53,49.9
6,25,15,30,29.44,32.54,49.84
6,25,15,45,28.72,32.67,49.76
6,25,16,0,28.2,32.38,49.57
6,25,16,15,27.38,32.37,49.82
6,25,16,30,27.2,32.68,50.56
6,25,16,45,26.93,32.76,50.63
6,25,17,0,26.44,32.75,50.78
6,25,17,15,26.44,32.76,50.71
6,25,17,30,26.38,32.69,50.7
6,25,17,45,26.97,32.76,50.76
6,25,18,0,28.04,32.74,50.62
6,25,18,15,28.39,32.6,50.52
6,25,18,30,27.89,32.71,50.41
6,25,18,45,28.05,32.59,50.14
6,25,19,0,27.86,32.62,50.24
6,25,19,15,27.95,32.74,50.2
6,25,19,30,28.86,32.67,50.17
6,25,19,45,29.39,32.59,50.1
6,25,20,0,29.43,32.51,49.75
6,25,20,15,29.37,32.35,49.76
6,25,20,30,30.82,32.46,49.95
6,25,20,45,31.07,32.52,50.1
6,25,21,0,30.97,32.44,49.9
6,25,21,15,31.1,32.22,49.78
6,25,21,30,31.82,32.38,49.82
6,25,21,45,31.29,32.67,50.02
6,25,22,0,30.19,32.65,50.46
6,25,22,15,29.99,32.8,50.78
6,25,22,30,27.82,32.87,50.9
6,25,22,45,26.83,33.1,51.48
6,25,23,0,27.4,33.24,51.67
6,25,23,15,27.18,33.39,51.83
6,25,23,30,27.27,33.54,52.01
6,25,23,45,27.35,33.64,51.97
6,26,0,0,30.67,33.2,50.99
6,26,0,15,31.86,33.34,50.97
6,26,0,30,32.1,33.5,51.07
6,26,0,45,31.97,33.62,51.2
6,26,1,0,31.97,33.53,51.12
6,26,1,15,31.99,33.69,51.19
6,26,1,30,31.99,33.84,51.44
6,26,1,45,32,33.9,51.57
6,26,2,0,31.99,33.95,51.63
6,26,2,15,32.01,34.19,51.75
6,26,2,30,31.94,34.43,51.9
6,26,2,45,31.97,34.66,52.08
6,26,3,0,32.05,34.52,52.03
6,26,3,15,31.93,34.53,52.05
6,26,3,30,32,34.71,52.21
6,26,3,45,32.01,34.78,52.27
6,26,4,0,31.93,34.75,52.29
6,26,4,15,29.9,35.15,53.01
6,26,4,30,28.86,35.45,53.39
6,26,4,45,28.63,35.44,53.4
6,26,5,0,26.89,35.34,53.31
6,26,5,15,27.01,35.22,53.12
6,26,5,30,26.82,35.52,53.45
6,26,5,45,26.88,35.33,53.2
6,26,6,0,26.77,34.66,52.16
6,26,6,15,26.99,34.75,52.38
6,26,6,30,26.44,34.56,51.67
6,26,6,45,25.45,34.29,51.69
6,26,7,0,25.27,34.35,51.82
6,26,7,15,25.56,34.32,51.71
6,26,7,30,24.84,34.05,51.64
6,26,7,45,24.77,34,51.48
6,26,8,0,24.81,33.95,51.42
6,26,8,15,25.44,33.89,51.4
6,26,8,30,25.77,34.01,51.59
6,26,8,45,24.82,33.99,51.29
6,26,9,0,24.82,33.88,51.29
6,26,9,15,24.89,33.59,50.91
6,26,9,30,24.79,33.1,49.88
6,26,9,45,24.91,33.12,49.91
6,26,10,0,24.8,32.85,49.56
6,26,10,15,25.19,32.8,49.56
6,26,10,30,25.88,32.79,49.59
6,26,10,45,25.83,32.67,49.31
6,26,11,0,25.78,32.5,49.23
6,26,11,15,25.93,32.47,49.26
6,26,11,30,25.71,32.45,49.78
6,26,11,45,25.99,32.68,50.17
6,26,12,0,25.9,32.69,50.07
6,26,12,15,25.73,32.86,50.2
6,26,12,30,24.83,32.77,50.07
6,26,12,45,25.27,32.84,50.16
6,26,13,0,25.83,32.76,50.22
6,26,13,15,25.85,32.71,50.07
6,26,13,30,25.86,32.88,50.29
6,26,13,45,25.73,32.94,50.65
6,26,14,0,25.79,32.99,50.41
6,26,14,15,25.76,32.9,50.32
6,26,14,30,26.03,32.95,50.36
6,26,14,45,26.81,32.95,50.13
6,26,15,0,27.68,33,50.12
6,26,15,15,28.06,32.99,50.2
6,26,15,30,29.08,33.03,50.39
6,26,15,45,29.37,32.99,50.06
6,26,16,0,29.48,33.18,50.37
6,26,16,15,29.39,33.18,50.44
6,26,16,30,27.94,33.22,50.49
6,26,16,45,27.19,33.17,50.35
6,26,17,0,27.87,33.17,50.63
6,26,17,15,27.84,33.27,50.92
6,26,17,30,27.46,33.22,51.01
6,26,17,45,26.89,33.18,50.8
6,26,18,0,26.82,33.17,50.97
6,26,18,15,26.99,33.07,50.88
6,26,18,30,26.84,33.16,50.98
6,26,18,45,27.52,33.05,50.71
6,26,19,0,27.88,33.05,50.71
6,26,19,15,27.99,33.05,50.67
6,26,19,30,27.82,33,50.71
6,26,19,45,28.43,32.99,50.67
6,26,20,0,28.31,33.07,50.76
6,26,20,15,28.44,32.84,50.41
6,26,20,30,28.38,32.67,50.09
6,26,20,45,28.4,32.67,50.03
6,26,21,0,28.44,32.65,49.75
6,26,21,15,28.66,32.57,49.64
6,26,21,30,30.13,32.78,50.56
6,26,21,45,30.42,32.78,50.61
6,26,22,0,29.03,33,51.03
6,26,22,15,28.23,33.01,50.97
6,26,22,30,27.37,33.05,51.14
6,26,22,45,27.27,33.22,51.29
6,26,23,0,27.12,33.37,51.36
6,26,23,15,28.24,33.49,51.51
6,26,23,30,27.42,33.61,51.69
6,26,23,45,26.93,33.94,52.35
6,27,0,0,30.41,33.59,51.48
6,27,0,15,32.03,33.75,51.41
6,27,0,30,31.96,33.79,51.37
6,27,0,45,31.93,33.83,51.42
6,27,1,0,32.07,33.9,51.39
6,27,1,15,32,34,51.48
6,27,1,30,32,33.93,51.6
6,27,1,45,31.91,34.12,51.7
6,27,2,0,31.98,34.18,51.71
6,27,2,15,31.94,34.16,51.78
6,27,2,30,32.01,34.14,51.69
6,27,2,45,32.03,34.23,51.69
6,27,3,0,32.06,33.91,51.37
6,27,3,15,32.56,33.99,51.48
6,27,3,30,32.49,34.19,51.64
6,27,3,45,32.49,34.09,51.57
6,27,4,0,32.31,33.78,51.2
6,27,4,15,28.12,33.69,51.18
6,27,4,30,27.94,33.79,51.12
6,27,4,45,27.84,33.67,51.16
6,27,5,0,27.77,33.68,51.16
6,27,5,15,27.55,33.65,51.14
6,27,5,30,25.95,33.76,51.12
6,27,5,45,25.8,33.7,51.09
6,27,6,0,25.19,33.54,51.18
6,27,6,15,24.86,33.69,51.15
6,27,6,30,25.56,33.61,51.25
6,27,6,45,26.5,33.5,50.86
6,27,7,0,26.97,33.35,50.65
6,27,7,15,26.06,33.37,50.8
6,27,7,30,26.24,33.21,50.61
6,27,7,45,25.39,33.19,50.54
6,27,8,0,25.69,33.02,50.2
6,27,8,15,27.11,32.94,50.22
6,27,8,30,27.83,32.9,50.18
6,27,8,45,27.84,32.86,49.95
6,27,9,0,29,32.03,48.43
6,27,9,15,31.52,31.44,47.52
6,27,9,30,33.08,31.59,47.71
6,27,9,45,33.01,31.87,48.09
6,27,10,0,33,31.97,48.04
6,27,10,15,33.11,31.9,48.1
6,27,10,30,33.03,31.79,47.97
6,27,10,45,31.34,31.47,48.07
6,27,11,0,30.9,31.78,49.14
6,27,11,15,30.88,31.91,49.08
6,27,11,30,30.82,32.17,49.4
6,27,11,45,30.67,32.27,49.73
6,27,12,0,29.46,32.31,49.71
6,27,12,15,29.02,32.14,49.8
6,27,12,30,28.87,32.29,49.82
6,27,12,45,27.46,32.05,49.59
6,27,13,0,26.71,32.21,49.54
6,27,13,15,26.92,32.26,49.73
6,27,13,30,26.91,32.22,49.75
6,27,13,45,26.65,32.12,49.52
6,27,14,0,26.89,32.05,49.54
6,27,14,15,26.99,31.95,49.47
6,27,14,30,26.81,32.09,49.48
6,27,14,45,26.87,32.08,49.67
6,27,15,0,26.83,32.03,49.62
6,27,15,15,26.92,32.41,49.7
6,27,15,30,26.82,32.37,49.54
6,27,15,45,26.92,32.24,49.72
6,27,16,0,26.79,32.46,49.78
6,27,16,15,26.88,32.56,49.85
6,27,16,30,26.54,32.43,49.71
6,27,16,45,25.95,32.49,49.69
6,27,17,0,25.86,32.27,49.71
6,27,17,15,25.86,32.33,49.52
6,27,17,30,25.18,32.42,49.73
6,27,17,45,24.82,32.41,49.65
6,27,18,0,24.87,32.34,49.67
6,27,18,15,24.82,32.29,49.66
6,27,18,30,24.88,32.29,49.69
6,27,18,45,24.86,32.13,49.59
6,27,19,0,24.69,32.18,49.6
6,27,19,15,24.88,31.89,49.18
6,27,19,30,23.35,32.05,49.46
6,27,19,45,23.77,32.37,50.94
6,27,20,0,24.83,32.39,51.16
6,27,20,15,24.8,32.44,51.31
6,27,20,30,24.88,32.47,51.2
6,27,20,45,25.93,32.31,50.71
6,27,21,0,26.13,32.24,50.69
6,27,21,15,26.82,32.22,50.66
6,27,21,30,26.84,32.27,50.67
6,27,21,45,26.86,32.31,50.67
6,27,22,0,26.35,32.43,50.95
6,27,22,15,25.88,32.75,51.65
6,27,22,30,25.82,32.75,51.52
6,27,22,45,25.9,33.14,51.97
6,27,23,0,25.88,33.29,52.14
6,27,23,15,26.31,33.27,51.77
6,27,23,30,27.37,33.05,50.83
6,27,23,45,26.86,33.01,50.73
6,28,0,0,30.29,33.12,50.78
6,28,0,15,31.68,33.34,51.02
6,28,0,30,32.01,33.38,50.93
6,28,0,45,32.02,33.46,51.02
6,28,1,0,31.98,33.5,51.05
6,28,1,15,32.01,33.57,51.13
6,28,1,30,31.93,33.56,51.2
6,28,1,45,31.96,33.61,51.14
6,28,2,0,29.69,33.74,51.2
6,28,2,15,28.9,33.78,51.28
6,28,2,30,28.86,33.87,51.37
6,28,2,45,28.83,33.92,51.41
6,28,3,0,28.81,33.84,51.38
6,28,3,15,30.31,33.95,51.41
6,28,3,30,30.96,33.84,51.36
6,28,3,45,30.86,33.93,51.45
6,28,4,0,30.91,34.12,51.8
6,28,4,15,30.85,34.29,52.09
6,28,4,30,30.91,34.24,52
6,28,4,45,30.05,34.12,52.1
6,28,5,0,28.87,34.26,52.05
6,28,5,15,28.84,34.14,51.85
6,28,5,30,27.19,34.14,51.95
6,28,5,45,26.86,34.33,52.07
6,28,6,0,26.82,34.13,51.94
6,28,6,15,26.84,34.22,52.03
6,28,6,30,26.9,33.84,51.68
6,28,6,45,26.34,33.94,51.7
6,28,7,0,26.36,33.83,51.59
6,28,7,15,26.36,33.71,51.56
6,28,7,30,26.35,33.77,51.53
6,28,7,45,26.3,33.54,51.39
6,28,8,0,26.17,33.64,51.39
6,28,8,15,25.97,33.52,51.27
6,28,8,30,26.09,33.6,51.31
6,28,8,45,25.86,33.69,51.46
6,28,9,0,25.89,33.73,51.35
6,28,9,15,25.37,33.18,50.56
6,28,9,30,25.71,33.17,50.51
6,28,9,45,25.84,33.16,50.48
6,28,10,0,25.81,33.05,50.5
6,28,10,15,24.93,32.82,50.15
6,28,10,30,24.96,32.8,50.18
6,28,10,45,24.84,32.92,50.3
6,28,11,0,24.93,32.62,49.73
6,28,11,15,25.39,32.62,49.76
6,28,11,30,26.05,32.81,49.85
6,28,11,45,26.44,32.65,49.83
6,28,12,0,26.38,32.67,49.98
6,28,12,15,26.42,32.9,50.38
6,28,12,30,24.84,32.65,50.23
6,28,12,45,24.25,32.8,50.4
6,28,13,0,24.27,32.72,50.22
6,28,13,15,24.29,32.79,50.2
6,28,13,30,24.35,32.72,50.2
6,28,13,45,24.33,32.63,50.14
6,28,14,0,24.29,32.57,50.07
6,28,14,15,24.32,32.54,50.05
6,28,14,30,24.31,32.31,49.76
6,28,14,45,24.42,32.6,50.17
6,28,15,0,24.37,32.67,50.24
6,28,15,15,24.32,32.69,50
6,28,15,30,24.3,32.63,49.85
6,28,15,45,24.36,32.76,50.03
6,28,16,0,24.43,32.82,50.22
6,28,16,15,24.3,32.84,50.24
6,28,16,30,24.33,32.82,50.05
6,28,16,45,25.44,32.74,50.31
6,28,17,0,25.9,32.62,49.99
6,28,17,15,25.97,32.66,49.89
6,28,17,30,25.9,32.7,50.14
6,28,17,45,25.9,32.72,49.95
6,28,18,0,25.92,32.71,49.88
6,28,18,15,25.84,32.69,50.04
6,28,18,30,25.93,32.71,49.9
6,28,18,45,25.87,32.64,49.71
6,28,19,0,25.95,32.44,49.61
6,28,19,15,25.9,32.47,49.63
6,28,19,30,25.9,32.55,49.95
6,28,19,45,25.93,32.69,50.09
6,28,20,0,25.73,32.28,49.78
6,28,20,15,25.99,32.46,49.94
6,28,20,30,25.7,32.17,49.63
6,28,20,45,22.93,32.2,49.54
6,28,21,0,23.9,32.24,49.48
6,28,21,15,24.24,32.12,49.38
6,28,21,30,25.94,32.14,49.69
6,28,21,45,25.91,32.08,49.35
6,28,22,0,25.95,32.12,49.22
6,28,22,15,26.14,32.27,49.89
6,28,22,30,26.8,32.64,51.39
6,28,22,45,26.27,32.92,51.69
6,28,23,0,25.88,33.03,51.69
6,28,23,15,25.93,33.17,51.7
6,28,23,30,26.68,32.85,51.53
6,28,23,45,26.82,33.44,51.86
6,29,0,0,25.2,33.88,52.16
6,29,0,15,25.13,33.37,51.11
6,29,0,30,27.63,33.67,51.42
6,29,0,45,27.88,33.71,51.23
6,29,1,0,27.84,33.73,51.25
6,29,1,15,27.91,33.73,51.28
6,29,1,30,27.92,33.76,51.36
6,29,1,45,27.8,33.71,51.33
6,29,2,0,27.88,33.89,51.44
6,29,2,15,28.34,33.9,51.38
6,29,2,30,28.89,33.8,51.29
6,29,2,45,28.97,34.03,51.49
6,29,3,0,28.97,33.78,51.3
6,29,3,15,28.9,33.65,51.21
6,29,3,30,28.91,33.8,51.37
6,29,3,45,30.37,33.86,51.4
6,29,4,0,30.39,33.61,51.26
6,29,4,15,30.53,33.65,51.26
6,29,4,30,30.41,33.7,51.3
6,29,4,45,30.26,33.6,51.27
6,29,5,0,30.05,33.5,51.2
6,29,5,15,30.47,33.39,51.05
6,29,5,30,30.37,33.54,51.22
6,29,5,45,30.41,33.48,51.16
6,29,6,0,30.27,33.36,51.05
6,29,6,15,30.35,33.46,50.58
6,29,6,30,30.15,33.17,50.45
6,29,6,45,28.61,33.25,50.92
6,29,7,0,26.7,33.27,50.99
6,29,7,15,26.07,33.31,51.09
6,29,7,30,26.43,33.35,51.31
6,29,7,45,25.83,32.93,50.59
6,29,8,0,25.25,32.69,50.16
6,29,8,15,25.95,32.36,49.91
6,29,8,30,24.88,32.42,49.8
6,29,8,45,27.05,32.26,49.62
6,29,9,0,26.54,32.41,49.78
6,29,9,15,26.9,32.27,49.44
6,29,9,30,27.44,32.22,49.54
6,29,9,45,27.84,32.24,49.44
6,29,10,0,27.9,32.19,49.57
6,29,10,15,27.87,32.25,49.53
6,29,10,30,27.88,32.31,49.5
6,29,10,45,27.97,32.35,49.75
6,29,11,0,28.01,32.03,49.09
6,29,11,15,30.06,31.79,48.97
6,29,11,30,29.98,31.97,48.99
6,29,11,45,27.61,32.45,50.13
6,29,12,0,28.02,32.46,50.08
6,29,12,15,28.22,32.52,50.06
6,29,12,30,28.35,32.48,50.08
6,29,12,45,28.45,32.52,50.05
6,29,13,0,28.48,32.58,50.07
6,29,13,15,28.56,32.52,50.05
6,29,13,30,28.9,32.48,49.99
6,29,13,45,28.39,32.52,50.01
6,29,14,0,27.54,32.39,49.9
6,29,14,15,26.57,32.44,49.91
6,29,14,30,28.37,32.38,49.88
6,29,14,45,28.16,32.42,49.89
6,29,15,0,28.38,32.28,49.8
6,29,15,15,28.66,32.17,49.75
6,29,15,30,28.61,32.41,49.93
6,29,15,45,28.77,32.44,49.88
6,29,16,0,28.44,32.48,49.9
6,29,16,15,28.54,32.48,49.94
6,29,16,30,28.85,32.5,49.97
6,29,16,45,28.99,32.45,49.91
6,29,17,0,28.94,32.41,49.95
6,29,17,15,28.78,32.49,50.25
6,29,17,30,25.91,32.47,50.46
6,29,17,45,25.88,32.48,50.43
6,29,18,0,25.88,32.5,50.62
6,29,18,15,25.84,32.48,50.49
6,29,18,30,25.95,32.46,50.49
6,29,18,45,25.17,32.51,50.51
6,29,19,0,24.84,32.6,50.47
6,29,19,15,24.75,32.52,50.47
6,29,19,30,24.88,32.55,50.56
6,29,19,45,25.19,32.5,50.52
6,29,20,0,25.92,32.65,51.07
6,29,20,15,26.26,32.51,50.64
6,29,20,30,26.59,32.55,50.56
6,29,20,45,26.4,32.47,50.53
6,29,21,0,26.54,31.97,50.31
6,29,21,15,26.34,31.97,50.52
6,29,21,30,26.45,32.54,51.16
6,29,21,45,26.39,32.48,51.16
6,29,22,0,26.46,32.59,51.19
6,29,22,15,26.44,32.78,51.36
6,29,22,30,26.37,32.95,51.37
6,29,22,45,26.36,33.23,52.23
6,29,23,0,26.38,33.63,52.78
6,29,23,15,26.52,33.83,53.03
6,29,23,30,26.89,33.95,53.11
6,29,23,45,26.81,34.18,53.31
6,30,0,0,24.71,33.71,51.7
6,30,0,15,25.7,33.67,51.37
6,30,0,30,27.81,33.89,51.65
6,30,0,45,27.94,34.16,51.83
6,30,1,0,27.93,34.12,51.93
6,30,1,15,27.83,34.22,51.93
6,30,1,30,27.87,34.24,51.93
6,30,1,45,27.94,34.5,52.14
6,30,2,0,27.88,34.58,52.29
6,30,2,15,27.82,34.67,52.29
6,30,2,30,27.96,34.52,52.27
6,30,2,45,27.92,34.52,52.27
6,30,3,0,29.39,34.58,52.3
6,30,3,15,29.38,34.74,52.48
6,30,3,30,29.4,34.8,52.46
6,30,3,45,29.42,34.86,52.51
6,30,4,0,29.39,34.76,52.46
6,30,4,15,29.44,34.73,52.45
6,30,4,30,29.37,34.79,52.49
6,30,4,45,29.33,34.68,52.43
6,30,5,0,29.39,34.52,52.3
6,30,5,15,29.47,34.48,52.27
6,30,5,30,29.47,34.36,52.16
6,30,5,45,29.41,34.44,52.33
6,30,6,0,29.92,34.24,52.18
6,30,6,15,29.74,34.33,52.16
6,30,6,30,29.76,34.15,52.07
6,30,6,45,27.22,33.91,51.84
6,30,7,0,25.68,33.99,51.81
6,30,7,15,25.75,33.84,51.75
6,30,7,30,25.75,34,51.86
6,30,7,45,25.8,33.86,51.71
6,30,8,0,25.85,33.57,51.08
6,30,8,15,27.18,32.37,49.24
6,30,8,30,27.33,32.11,48.88
6,30,8,45,27.36,32.11,48.99
6,30,9,0,27.39,32.22,49.1
6,30,9,15,27.39,32.16,48.86
6,30,9,30,27.41,32.24,49.14
6,30,9,45,27.4,32.13,49.02
6,30,10,0,27.52,32.12,48.99
6,30,10,15,27.37,32,48.98
6,30,10,30,27.33,31.86,48.54
6,30,10,45,27.35,31.95,48.73
6,30,11,0,27.44,31.93,48.86
6,30,11,15,27.39,32.22,49.44
6,30,11,30,27.3,32.72,50.18
6,30,11,45,27.54,32.45,50.01
6,30,12,0,27.44,32.81,50.04
6,30,12,15,27.36,32.75,50.27
6,30,12,30,26.27,32.65,50.01
6,30,12,45,25.86,32.52,49.74
6,30,13,0,25.95,32.59,50.06
6,30,13,15,25.78,32.58,50.01
6,30,13,30,25.8,32.37,49.82
6,30,13,45,26.3,31.95,48.95
6,30,14,0,27.4,31.36,48.06
6,30,14,15,27.42,31.59,48.12
6,30,14,30,27.41,31.41,47.97
6,30,14,45,27.42,31.37,48.03
6,30,15,0,27.39,31.35,48.01
6,30,15,15,27.39,31.97,49.1
6,30,15,30,27.43,32.29,49.79
6,30,15,45,27.29,32.05,49.39
6,30,16,0,27.42,32.2,49.99
6,30,16,15,27.37,32.22,49.81
6,30,16,30,27.39,32.25,49.66
6,30,16,45,26.58,32.31,49.84
6,30,17,0,25.9,32.26,49.74
6,30,17,15,25.03,32.18,49.73
6,30,17,30,25.35,32.23,49.8
6,30,17,45,25.36,32.22,49.85
6,30,18,0,25.34,32.27,49.66
6,30,18,15,25.41,32.02,49.35
6,30,18,30,25.39,32.1,49.37
6,30,18,45,25.3,31.97,49.43
6,30,19,0,25.35,31.88,49.4
6,30,19,15,25.28,31.98,49.5
6,30,19,30,25.38,31.8,49.27
6,30,19,45,25.33,32.01,49.5
6,30,20,0,25.69,31.93,49.56
6,30,20,15,26.35,32.22,50.9
6,30,20,30,25.58,32.07,50.37
6,30,20,45,27.11,32.1,50.14
6,30,21,0,26.94,32.13,50.05
6,30,21,15,27.83,31.99,49.92
6,30,21,30,26.97,32.05,50.06
6,30,21,45,26.73,32.02,49.99
6,30,22,0,26.86,32.01,49.89
6,30,22,15,26.82,32.14,50.05
6,30,22,30,26.85,32.31,50.88
6,30,22,45,26.04,32.79,51.97
6,30,23,0,26.39,33.1,52.42
6,30,23,15,27.36,33.2,52.45
6,30,23,30,27.46,33.39,52.71
6,30,23,45,27.37,33.24,51.34
7,1,0,0,27.59,32.84,50.48
7,1,0,15,28.6,32.65,50.09
7,1,0,30,29.34,33.02,50.67
7,1,0,45,29.32,33.08,50.64
7,1,1,0,29.25,33.18,50.64
7,1,1,15,29.41,33.12,50.61
7,1,1,30,29.37,33.05,50.62
7,1,1,45,29.27,33.2,50.68
7,1,2,0,29.31,33.17,50.69
7,1,2,15,29.6,33.22,50.63
7,1,2,30,30.42,33.29,50.76
7,1,2,45,30.52,33.31,50.77
7,1,3,0,30.41,33.13,50.59
7,1,3,15,30.42,33.12,50.58
7,1,3,30,30.72,33.2,50.75
7,1,3,45,30.92,33.31,50.83
7,1,4,0,30.56,33.16,50.66
7,1,4,15,30.14,33.14,50.7
7,1,4,30,30.63,33.2,50.72
7,1,4,45,30.4,33.08,50.66
7,1,5,0,30.27,33.03,50.58
7,1,5,15,30.46,32.93,50.56
7,1,5,30,30.34,33.03,50.57
7,1,5,45,30.03,33,50.58
7,1,6,0,30.01,32.83,50.57
7,1,6,15,30.05,32.85,50.48
7,1,6,30,29.71,32.78,50.09
7,1,6,45,27.99,32.83,50.47
7,1,7,0,27.21,32.78,50.54
7,1,7,15,27.31,32.65,50.52
7,1,7,30,25.57,32.67,50.4
7,1,7,45,26.21,32.69,50.53
7,1,8,0,25.98,32.6,50.24
7,1,8,15,27.39,32.53,50.22
7,1,8,30,29.73,32.41,50.14
7,1,8,45,29.72,32.59,50.24
7,1,9,0,29.54,32.56,50.12
7,1,9,15,29.82,32.55,50.3
7,1,9,30,30.01,32.53,50.23
7,1,9,45,29.82,32.52,50.19
7,1,10,0,29.95,32.43,50.05
7,1,10,15,29.86,32.5,50.16
7,1,10,30,29.97,32.23,49.97
7,1,10,45,29.9,32.36,50.1
7,1,11,0,29.86,32.43,50.09
7,1,11,15,29.87,32.44,50.18
7,1,11,30,29.96,32.39,50.02
7,1,11,45,29.91,32.44,50.05
7,1,12,0,29.05,32.4,49.98
7,1,12,15,28.82,32.36,50
7,1,12,30,28.91,32.3,49.92
7,1,12,45,28.92,32.39,50.04
7,1,13,0,28.84,32.44,49.99
7,1,13,15,28.92,32.27,49.98
7,1,13,30,28.95,32.38,49.98
7,1,13,45,28.53,32.34,50.44
7,1,14,0,27.43,32.29,50.2
7,1,14,15,27.34,32.48,50.46
7,1,14,30,27.42,32.39,50.31
7,1,14,45,27.44,32.34,50.25
7,1,15,0,27.32,32.5,50.35
7,1,15,15,27.44,32.37,50.19
7,1,15,30,27.44,32.43,50.3
7,1,15,45,27.44,32.34,50.19
7,1,16,0,27.45,32.39,50.39
7,1,16,15,27.41,32.45,50.31
7,1,16,30,26.27,32.37,50.31
7,1,16,45,25.82,32.38,50.24
7,1,17,0,25.93,32.31,50.23
7,1,17,15,25.88,32.29,50.27
7,1,17,30,25.9,32.46,50.27
7,1,17,45,25.48,32.48,50.27
7,1,18,0,25.34,32.31,50.1
7,1,18,15,25.35,32.23,50.12
7,1,18,30,25.33,32.41,50.25
7,1,18,45,25.33,32.33,50.14
7,1,19,0,25.31,32.29,50.03
7,1,19,15,25.34,32.42,50.23
7,1,19,30,25.33,32.34,50.23
7,1,19,45,25.34,32.24,50.09
7,1,20,0,25.95,32.24,50.29
7,1,20,15,27.01,32.22,50.11
7,1,20,30,27.8,32.28,50.16
7,1,20,45,27.95,32.32,50.03
7,1,21,0,27.89,32.24,50.02
7,1,21,15,28.64,32.35,50.15
7,1,21,30,28.82,32.3,50.11
7,1,21,45,28.13,32.33,50.43
7,1,22,0,27.97,32.38,50.5
7,1,22,15,27.86,32.47,50.47
7,1,22,30,27.87,32.5,50.63
7,1,22,45,27.2,32.54,50.62
7,1,23,0,25.97,32.61,50.69
7,1,23,15,25.83,32.61,50.73
7,1,23,30,25.71,33,51.47
7,1,23,45,25.87,33.33,52.26
7,2,0,0,27.21,33.38,52.08
7,2,0,15,27.89,32.88,50.85
7,2,0,30,27.85,33.02,50.94
7,2,0,45,27.91,33.07,50.86
7,2,1,0,27.9,33.54,51.16
7,2,1,15,27.98,33.57,51.17
7,2,1,30,27.83,33.68,51.23
7,2,1,45,27.82,33.82,51.34
7,2,2,0,27.97,33.75,51.27
7,2,2,15,28.84,33.78,51.38
7,2,2,30,29.91,33.9,51.46
7,2,2,45,29.91,34.12,51.69
7,2,3,0,29.88,34.11,51.61
7,2,3,15,29.9,34.24,51.83
7,2,3,30,29.89,34.19,51.81
7,2,3,45,29.88,34.21,51.86
7,2,4,0,29.84,34.1,51.84
7,2,4,15,30.03,34.39,52.12
7,2,4,30,29.86,34.69,52.78
7,2,4,45,30,34.67,52.69
7,2,5,0,29.89,34.73,52.82
7,2,5,15,29.93,34.61,52.65
7,2,5,30,29.86,34.76,52.66
7,2,5,45,29.9,34.71,52.76
7,2,6,0,29.84,34.57,52.61
7,2,6,15,29.95,34.74,52.74
7,2,6,30,29.85,34.4,52.41
7,2,6,45,26.59,34.04,51.68
7,2,7,0,26.26,34.07,51.78
7,2,7,15,26.84,34.04,51.69
7,2,7,30,26.76,33.8,51.53
7,2,7,45,26.82,33.88,51.5
7,2,8,0,25.98,33.76,51.37
7,2,8,15,26.5,33.79,51.44
7,2,8,30,26.17,33.66,51.31
7,2,8,45,25.86,33.56,51.34
7,2,9,0,25.66,33.15,50.93
7,2,9,15,25.09,32.97,50.78
7,2,9,30,25.98,33.03,50.54
7,2,9,45,25.97,32.61,50.05
7,2,10,0,26.29,32.51,49.91
7,2,10,15,26.55,32.33,49.89
7,2,10,30,26.52,32.35,49.72
7,2,10,45,26.34,32.61,49.89
7,2,11,0,26.61,32.42,49.82
7,2,11,15,26.73,32.34,49.71
7,2,11,30,26.85,32.36,49.71
7,2,11,45,27.06,32.39,49.71
7,2,12,0,28.02,32.48,49.8
7,2,12,15,28.17,32.41,49.7
7,2,12,30,28.33,32.35,49.78
7,2,12,45,28.4,32.46,49.72
7,2,13,0,28.47,31.66,48.5
7,2,13,15,28.37,31.8,48.65
7,2,13,30,28.41,31.6,48.61
7,2,13,45,28.48,31.56,48.48
7,2,14,0,28.31,31.48,48.3
7,2,14,15,28.33,31.44,48.4
7,2,14,30,28.41,31.42,48.29
