id,value_y,value_x,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
90,0.19565217391304368,0.019100169779286927,0.39,0.39,0.39,0.41,0.39,0.39,0.38,0.39,0.40,0.41,0.38,0.41,0.39,0.38,0.40,0.39,0.39,0.40,0.40,0.39,0.39,0.38,0.39,0.40,0.39,9.82,0.39,false
91,0.17391304347826103,0.01931239388794567,0.40,0.39,0.39,0.41,0.38,0.40,0.40,0.39,0.41,0.42,0.39,0.40,0.39,0.38,0.40,0.39,0.40,0.41,0.40,0.40,0.39,0.38,0.40,0.39,0.40,9.91,0.40,false
92,0.1521739130434784,0.019524617996604415,0.39,0.38,0.39,0.42,0.39,0.41,0.40,0.39,0.42,0.42,0.39,0.41,0.39,0.39,0.40,0.41,0.39,0.41,0.40,0.39,0.40,0.39,0.40,0.40,0.41,9.99,0.40,false
93,0.14130434782608686,0.019736842105263157,0.43,0.39,0.40,0.42,0.41,0.42,0.41,0.42,0.44,0.42,0.41,0.43,0.40,0.41,0.42,0.44,0.42,0.42,0.42,0.42,0.43,0.41,0.41,0.41,0.42,10.43,0.42,false
94,0.11956521739130423,0.019949066213921902,0.40,0.40,0.40,0.42,0.40,0.42,0.40,0.40,0.42,0.42,0.40,0.41,0.40,0.39,0.40,0.42,0.39,0.41,0.41,0.39,0.40,0.39,0.41,0.40,0.41,10.11,0.40,false
95,0.10869565217391315,0.020161290322580645,0.40,0.40,0.40,0.42,0.41,0.42,0.40,0.40,0.42,0.41,0.40,0.42,0.41,0.40,0.41,0.43,0.41,0.41,0.42,0.39,0.40,0.39,0.42,0.40,0.41,10.20,0.41,false
96,0.08695652173913052,0.02037351443123939,0.43,0.43,0.44,0.44,0.43,0.42,0.43,0.44,0.46,0.42,0.42,0.45,0.45,0.44,0.45,0.46,0.43,0.43,0.45,0.42,0.45,0.43,0.43,0.44,0.45,10.94,0.44,false
97,0.07608695652173897,0.020585738539898132,0.40,0.42,0.42,0.42,0.41,0.41,0.41,0.42,0.43,0.42,0.41,0.44,0.45,0.41,0.41,0.43,0.41,0.41,0.42,0.40,0.42,0.40,0.43,0.40,0.43,10.43,0.42,false
98,0.05434782608695682,0.020797962648556875,0.39,0.42,0.40,0.42,0.40,0.39,0.40,0.40,0.42,0.40,0.40,0.41,0.40,0.39,0.39,0.41,0.39,0.40,0.39,0.39,0.42,0.39,0.41,0.39,0.42,10.04,0.40,false
99,0.10869565217391315,0.02101018675721562,0.44,0.45,0.43,0.45,0.45,0.42,0.46,0.47,0.46,0.45,0.44,0.48,0.46,0.45,0.45,0.46,0.44,0.44,0.46,0.44,0.44,0.42,0.46,0.44,0.44,11.20,0.45,false
