id,valueYName,valueY,valueXName,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
443,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.865234375,0.45,0.47,0.47,0.47,0.46,0.48,0.48,0.46,0.48,0.47,0.49,0.45,0.46,0.47,0.46,0.48,0.46,0.47,0.47,0.46,0.48,0.47,0.47,0.46,0.47,11.71,0.47,false
444,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.8671875,0.43,0.46,0.44,0.45,0.43,0.45,0.45,0.45,0.46,0.45,0.44,0.45,0.45,0.44,0.46,0.45,0.46,0.45,0.44,0.44,0.46,0.43,0.46,0.46,0.46,11.22,0.45,false
445,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.869140625,0.57,0.57,0.57,0.57,0.58,0.59,0.58,0.57,0.57,0.57,0.57,0.58,0.57,0.57,0.58,0.57,0.59,0.58,0.56,0.58,0.58,0.58,0.57,0.57,0.58,14.37,0.57,false
446,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.87109375,0.43,0.46,0.45,0.45,0.44,0.46,0.45,0.46,0.44,0.44,0.46,0.44,0.45,0.44,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.46,0.45,0.44,0.45,11.26,0.45,false
447,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.873046875,0.45,0.47,0.46,0.47,0.45,0.47,0.46,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.46,0.46,0.46,0.45,0.46,0.46,0.47,0.46,0.45,11.48,0.46,false
448,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.875,0.52,0.51,0.52,0.53,0.52,0.54,0.52,0.51,0.53,0.50,0.52,0.52,0.52,0.51,0.52,0.52,0.52,0.53,0.51,0.54,0.51,0.51,0.51,0.53,0.51,12.98,0.52,false
449,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.876953125,0.53,0.51,0.53,0.52,0.52,0.54,0.51,0.53,0.53,0.50,0.52,0.52,0.52,0.52,0.52,0.52,0.50,0.53,0.52,0.53,0.52,0.52,0.52,0.52,0.51,13.01,0.52,false
450,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.87890625,0.47,0.50,0.49,0.49,0.50,0.50,0.49,0.50,0.50,0.49,0.50,0.48,0.50,0.50,0.49,0.49,0.50,0.50,0.49,0.49,0.51,0.50,0.49,0.48,0.50,12.35,0.49,false
451,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.880859375,0.51,0.53,0.51,0.51,0.51,0.53,0.52,0.52,0.52,0.51,0.52,0.51,0.52,0.52,0.51,0.51,0.51,0.50,0.52,0.51,0.53,0.53,0.51,0.52,0.52,12.91,0.52,false
452,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.8828125,0.54,0.53,0.53,0.53,0.54,0.55,0.53,0.55,0.55,0.52,0.52,0.53,0.54,0.54,0.53,0.53,0.51,0.55,0.54,0.54,0.53,0.54,0.53,0.53,0.53,13.36,0.53,false
453,uplink_message.settings.data_rate.lora.bandwidth,125000,received_at,0.884765625,0.44,0.47,0.46,0.46,0.45,0.47,0.48,0.45,0.47,0.47,0.46,0.46,0.46,0.45,0.47,0.47,0.47,0.46,0.45,0.45,0.48,0.46,0.46,0.47,0.47,11.56,0.46,false
