Fecha,hora,Caudal impulsión pozo (m3/h),on/off (0/1),2022 Nivel depósito ,2021 Nivel depósito ,2020 Nivel depósito ,2019 Nivel depósito ,2018 Nivel depósito ,2017 Nivel depósito ,2021 nivel depósito calculado,2021 nivel depósito normalizado,Caudal.Imp.GrupoBombeo (m3/h),Caudal impulsion Pozo1 (m3/h),Caudal.Inyectado.Verger (m3/h),2022 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal,2020 Caudal Iny. Dep. Municipal,2019 Caudal Iny. Dep. Municipal,2018 Caudal Iny. Dep. Municipal,2017 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal Calculado,2021 Caudal Iny. Dep. Municipal Normalizado,2022 SECTOR2 (BOTICARI VELL),2021 SECTOR2 (BOTICARI VELL),2020 SECTOR2 (BOTICARI VELL),2019 SECTOR2 (BOTICARI VELL),2018 SECTOR2 (BOTICARI VELL),2017 SECTOR2 (BOTICARI VELL),2021 SECTOR2 CALCULADA (BOTICARI VELL),2021 SECTOR2 NORMALIZADA (BOTICARI VELL),2022 SECTOR3 (LA VIA),2021 SECTOR3 (LA VIA),2020 SECTOR3 (LA VIA),2019 SECTOR3 (LA VIA),2018 SECTOR3 (LA VIA),2017 SECTOR3 (LA VIA),2021 SECTOR3 CALCULADA (LA VIA),2021 SECTOR3 NORMALIZADA (LA VIA),2022 SECTOR4 (PASSATGE),2021 SECTOR4 (PASSATGE),2020 SECTOR4 (PASSATGE),2019 SECTOR4 (PASSATGE),2018 SECTOR4 (PASSATGE),2017 SECTOR4 (PASSATGE),2021 SECTOR4 CALCULADA (PASSATGE),2021 SECTOR4 NORMALIZADA (PASSATGE),2022 SECTOR6 (POLIGON),2021 SECTOR6 (POLIGON),2020 SECTOR6 (POLIGON),2019 SECTOR6 (POLIGON),2018 SECTOR6 (POLIGON),2017 SECTOR6 (POLIGON),2021 SECTOR6 CALCULADA (POLIGON),2021 SECTOR6 NORMALIZADA (POLIGON),2022 SECTOR7 (PONT),2021 SECTOR7 (PONT),2020 SECTOR7 (PONT),2019 SECTOR7 (PONT),2018 SECTOR7 (PONT),2017 SECTOR7 (PONT),2021 SECTOR7 CALCULADA (PONT),2021 SECTOR7 NORMALIZADA (PONT),2022 SECTOR8 (OLIVAR),2021 SECTOR8 (OLIVAR),2020 SECTOR8 (OLIVAR),2019 SECTOR8 (OLIVAR),2018 SECTOR8 (OLIVAR),2017 SECTOR8 (OLIVAR),2021 SECTOR8 CALCULADA (OLIVAR),2021 SECTOR8 NORMALIZADA (OLIVAR)
04/01/2019,6:30:00,24.28,1,3.19,3.11,23.5,26.4,,,3.11,3.11,0.00,0,0.00,0,0,0,0,,,0.00,0.00,2.10,4.60,,1.80,2.50,,4.60,4.60,0.80,1.20,0.40,0.20,,,1.20,1.20,3.80,0.50,1.80,0.40,,,0.50,0.50,6.40,1.00,1.40,9.90,2.30,,1.000,1.000,3.20,3.60,2.90,2.30,2.30,,3.6,3.6,3.40,,0.10,0.50,0.30,,1.08,1.08
04/01/2019,6:45:00,24.28,1,3.17,3.08,23.1,26.2,,,3.08,3.08,0.00,0,0.00,0,0,0,0,,,0.00,0.00,2.20,6.00,,2.50,2.70,,6.00,6.00,1.20,0.80,0.80,0.30,,,0.80,0.80,2.70,0.70,3.30,1.00,,,0.70,0.70,6.40,1.00,2.00,11.60,2.30,,1.000,1.000,2.90,3.70,2.90,2.40,2.00,,3.7,3.7,3.40,,0.30,1.50,0.10,,1.33,1.33
04/01/2019,7:00:00,24.24,1,3.16,3.04,22.7,26,,,3.04,3.04,0.00,0,0.00,0,0,0,0,,,0.00,0.00,2.50,4.20,,1.20,2.10,,4.20,4.20,1.20,1.20,0.80,1.90,,,1.20,1.20,4.80,1.00,3.50,2.50,,,1.00,1.00,6.40,1.10,1.60,10.90,1.90,,1.100,1.100,2.60,3.90,3.00,2.40,2.10,,3.9,3.9,2.50,,0.20,1.20,0.10,,1.00,1.00
04/01/2019,7:15:00,24.32,1,3.13,3,22.1,25.5,,,3.00,3.00,0.00,4.72,4.72,0,0,14.48,18.36,,,10.95,10.95,2.70,3.30,,2.20,2.50,,3.30,3.30,0.80,1.60,0.40,4.10,,,1.60,1.60,4.90,1.60,5.00,2.10,,,1.60,1.60,6.40,1.10,1.70,9.10,1.90,,1.100,1.100,3.00,4.40,4.40,2.60,2.30,,4.4,4.4,2.40,,0.30,1.50,0.40,,1.15,1.15
04/01/2019,7:30:00,24.28,1,3.12,2.96,21.9,25.4,,,2.96,2.96,0.00,24.12,24.12,0,0,0,0,,,0.00,0.00,2.90,3.80,,2.20,2.30,,3.80,3.80,1.20,1.20,1.20,2.60,,,1.20,1.20,5.40,3.10,6.00,3.50,,,3.10,3.10,6.40,1.20,2.00,10.70,2.00,,1.200,1.200,4.30,5.60,4.90,3.50,2.80,,5.6,5.6,2.10,,0.20,0.10,0.10,,0.63,0.63
04/01/2019,7:45:00,24.28,1,3.1,2.91,21.4,25.1,,,2.91,2.91,0.00,23.96,23.96,0,0,0,0,,,0.00,0.00,3.30,4.30,,2.50,3.80,,4.30,4.30,0.80,1.60,0.40,0.50,,,1.60,1.60,5.70,4.70,6.70,2.60,,,4.70,4.70,6.40,0.90,0.70,11.00,2.00,,0.900,0.900,3.70,5.00,3.60,3.70,3.40,,5,5,2.00,,0.30,0.30,0.60,,0.80,0.80
04/01/2019,8:00:00,24.24,1,3.08,2.87,21,24.8,,,2.87,2.87,0.00,23.96,23.96,0,0,0,0,,,0.00,0.00,3.90,4.80,,2.80,4.80,,4.80,4.80,1.20,1.20,0.80,0.60,,,1.20,1.20,6.20,3.00,7.80,3.60,,,3.00,3.00,6.40,0.90,2.60,12.70,2.20,,0.900,0.900,4.80,5.20,3.90,4.30,3.80,,5.2,5.2,2.10,,1.20,0.30,2.30,,1.48,1.48
04/01/2019,8:15:00,24.32,1,3.06,2.82,20.7,24.5,,,2.82,2.82,0.00,23.96,23.96,0,0,2.4,0,,,0.80,0.80,5.80,6.90,,4.00,5.20,,6.90,6.90,0.80,1.20,0.40,0.80,,,1.20,1.20,5.90,6.00,7.60,4.80,,,6.00,6.00,6.40,1.20,2.80,10.80,2.40,,1.200,1.200,5.70,5.20,4.40,4.50,5.50,,5.2,5.2,2.60,,1.20,0.20,4.40,,2.10,2.10
04/01/2019,8:30:00,24.24,1,3.03,2.77,21,24,,,2.77,2.77,0.00,23.92,23.92,0,0,2.24,0,,,0.75,0.75,6.30,6.40,,4.70,5.40,,6.40,6.40,1.60,1.20,0.80,0.90,,,1.20,1.20,8.10,6.00,8.10,4.80,,,6.00,6.00,6.40,1.10,3.40,11.60,2.20,,1.100,1.100,5.90,5.60,4.80,5.80,5.00,,5.6,5.6,2.70,,0.70,0.40,3.50,,1.83,1.83
04/01/2019,8:45:00,24.24,1,3,2.73,21.1,23.4,,,2.73,2.73,0.00,23.96,23.96,0,0,2,0,,,0.67,0.67,6.50,6.20,,5.30,5.90,,6.20,6.20,1.20,2.00,0.80,1.10,,,2.00,2.00,8.30,5.60,10.60,5.60,,,5.60,5.60,6.40,1.40,1.90,13.80,2.10,,1.400,1.400,4.70,6.50,5.10,4.90,5.30,,6.5,6.5,1.90,,0.90,0.30,2.50,,1.40,1.40
04/01/2019,9:00:00,20.4,1,2.97,2.69,21.3,22.8,,,2.69,2.69,0.00,23.96,23.96,0,0,1.64,0,,,0.55,0.55,6.00,6.90,,5.00,7.50,,6.90,6.90,1.20,2.40,1.20,0.50,,,2.40,2.40,7.20,6.30,9.10,5.50,,,6.30,6.30,6.40,2.10,1.70,14.10,2.00,,2.100,2.100,4.90,5.80,5.00,5.30,5.00,,5.8,5.8,2.80,,1.40,0.30,2.30,,1.70,1.70
04/01/2019,9:15:00,0,0,2.93,2.66,21.4,21.8,,,2.66,2.66,0.00,23.96,23.96,0,0,1.12,0,,,0.37,0.37,6.60,6.60,,6.00,7.70,,6.60,6.60,1.20,2.00,1.60,1.00,,,2.00,2.00,6.90,5.20,10.90,5.30,,,5.20,5.20,6.40,2.10,0.70,15.90,2.20,,2.100,2.100,5.60,6.80,7.00,6.10,5.10,,6.8,6.8,5.00,,2.00,0.60,3.10,,2.68,2.68
04/01/2019,9:30:00,0,0,2.9,2.62,21.5,20.6,,,2.62,2.62,11.74,23.96,35.70,0,0,1.16,0,,,0.39,0.39,5.20,7.00,,6.30,6.10,,7.00,7.00,1.20,2.40,1.60,1.00,,,2.40,2.40,7.50,7.40,9.00,3.90,,,7.40,7.40,6.40,2.50,4.80,13.20,2.20,,2.500,2.500,6.60,9.40,8.90,8.40,5.70,,9.4,9.4,4.00,,1.40,1.50,3.00,,2.48,2.48
04/01/2019,9:45:00,0,0,2.86,2.58,21.6,19.4,,,2.58,2.58,72.49,23.96,96.45,0,0,0.88,0,,,0.29,0.29,7.60,6.70,,5.60,7.50,,6.70,6.70,1.60,1.60,1.20,0.70,,,1.60,1.60,6.80,7.00,9.70,5.80,,,7.00,7.00,6.40,1.90,3.30,17.20,2.70,,1.900,1.900,8.10,8.20,7.80,8.00,7.10,,8.2,8.2,5.00,,1.80,0.90,3.30,,2.75,2.75
04/01/2019,10:00:00,0,0,2.82,2.54,21.7,18.2,,,2.54,2.54,81.01,23.92,104.93,0,0,0.96,0,,,0.32,0.32,8.00,6.50,,5.70,8.50,,6.50,6.50,1.20,2.40,0.80,1.30,,,2.40,2.40,6.50,5.80,10.30,5.20,,,5.80,5.80,6.40,1.80,4.30,14.90,3.00,,1.800,1.800,8.30,8.90,9.30,7.70,7.10,,8.9,8.9,7.00,,2.00,1.20,3.00,,3.30,3.30
04/01/2019,10:15:00,0,0,2.78,2.51,21.7,17.1,,,2.51,2.51,81.00,23.92,104.92,0,0.8,0.32,0,,,0.80,0.80,7.40,6.70,,5.80,7.90,,6.70,6.70,2.40,2.00,1.60,0.70,,,2.00,2.00,5.50,4.80,9.90,5.90,,,4.80,4.80,6.40,2.40,4.50,16.90,2.60,,2.400,2.400,8.30,8.60,9.10,9.00,8.30,,8.6,8.6,4.90,,2.20,1.30,1.40,,2.45,2.45
04/01/2019,10:30:00,0,0,2.75,2.51,21.7,16.7,,,2.51,2.51,81.04,23.92,104.96,0,11.6,0.6,0.04,,,11.60,11.60,7.00,5.60,,4.80,8.60,,5.60,5.60,2.80,3.60,2.40,0.40,,,3.60,3.60,5.60,4.00,10.50,5.70,,,4.00,4.00,6.40,2.10,4.30,16.20,2.70,,2.100,2.100,8.60,8.40,9.10,8.60,7.20,,8.4,8.4,2.60,,0.90,1.20,0.50,,1.30,1.30
04/01/2019,10:45:00,0,0,2.71,2.54,21.8,16.7,,,2.54,2.54,81.04,23.92,104.96,0,8,0.68,0.04,,,8.00,8.00,6.70,6.30,,5.30,6.60,,6.30,6.30,2.40,2.40,2.80,0.80,,,2.40,2.40,6.10,6.30,9.60,5.10,,,6.30,6.30,6.40,2.80,4.70,16.50,2.90,,2.800,2.800,7.30,10.60,7.80,8.60,7.00,,10.6,10.6,2.70,,1.40,1.40,0.80,,1.58,1.58
04/01/2019,11:00:00,0,0,2.68,2.57,21.8,16.6,,,2.57,2.57,81.04,23.96,105.00,0,8.8,0.96,0,,,8.80,8.80,6.70,6.60,,5.00,6.40,,6.60,6.60,2.40,3.20,0.80,1.40,,,3.20,3.20,5.40,3.90,9.40,4.30,,,3.90,3.90,6.40,1.80,3.90,18.90,2.70,,1.800,1.800,6.60,9.20,10.20,8.10,8.60,,9.2,9.2,2.20,,0.80,2.30,2.20,,1.88,1.88
04/01/2019,11:15:00,0,0,2.63,2.6,21.9,16.5,,,2.60,2.60,57.31,23.96,81.27,0,10.8,0.84,0,,,10.80,10.80,7.20,7.00,,5.10,6.20,,7.00,7.00,2.40,3.60,1.20,2.00,,,3.60,3.60,5.70,4.70,8.60,6.20,,,4.70,4.70,6.40,2.30,3.20,16.90,2.50,,2.300,2.300,8.00,8.20,11.60,6.80,9.60,,8.2,8.2,1.90,,0.60,1.70,4.40,,2.15,2.15
04/01/2019,11:30:00,0,0,2.57,2.63,22,16.4,,,2.63,2.63,1.47,23.92,25.39,0,13.6,0.64,0.04,,,13.60,13.60,6.80,7.00,,4.00,5.50,,7.00,7.00,2.80,3.20,1.20,1.10,,,3.20,3.20,5.80,4.00,8.40,5.40,,,4.00,4.00,6.40,2.30,5.20,14.30,2.70,,2.300,2.300,7.70,9.30,8.90,7.20,7.50,,9.3,9.3,2.50,,0.70,1.00,4.50,,2.18,2.18
04/01/2019,11:45:00,0,0,2.52,2.67,22,16.4,,,2.67,2.67,7.64,23.92,31.56,0,14.4,0.72,0.2,,,14.40,14.40,5.80,6.30,,3.40,5.80,,6.30,6.30,2.40,2.00,0.80,1.20,,,2.00,2.00,5.10,4.20,7.50,5.30,,,4.20,4.20,6.40,3.70,6.90,17.10,3.00,,3.700,3.700,6.40,9.20,8.80,8.60,6.70,,9.2,9.2,3.10,,0.60,1.40,6.70,,2.95,2.95
04/01/2019,12:00:00,0,0,2.5,2.7,22.1,16.5,,,2.70,2.70,64.45,23.92,88.37,14.4,16.8,0.76,0.4,,,16.80,16.80,4.80,7.00,,2.90,5.20,,7.00,7.00,3.20,1.60,1.20,0.60,,,1.60,1.60,4.40,4.60,7.70,5.30,,,4.60,4.60,6.40,3.70,4.60,15.40,3.30,,3.700,3.700,5.30,9.00,8.50,8.10,6.60,,9,9,3.10,,1.00,0.80,5.20,,2.53,2.53
04/01/2019,12:15:00,0,0,2.51,2.74,22.3,16.6,,,2.74,2.74,81.44,23.92,105.36,10.4,17.2,0.76,0.8,,,17.20,17.20,5.60,5.60,,3.90,5.60,,5.60,5.60,4.00,2.00,1.20,1.60,,,2.00,2.00,5.50,4.30,7.10,4.30,,,4.30,4.30,6.40,2.80,7.60,12.80,2.90,,2.800,2.800,6.10,7.50,10.90,7.30,5.70,,7.5,7.5,4.90,,1.20,0.50,3.20,,2.45,2.45
04/01/2019,12:30:00,0,0,2.52,2.78,22.7,16.7,,,2.78,2.78,81.18,23.92,105.10,14.4,17.6,0.88,0.84,,,17.60,17.60,4.70,7.10,,3.40,4.90,,7.10,7.10,3.60,2.40,0.80,1.90,,,2.40,2.40,6.00,1.60,7.10,4.10,,,1.60,1.60,6.40,2.60,9.70,13.60,2.70,,2.600,2.600,7.00,8.60,10.50,6.70,5.40,,8.6,8.6,5.10,,1.00,0.70,2.80,,2.40,2.40
04/01/2019,12:45:00,0,0,2.53,2.81,23,16.9,,,2.81,2.81,81.90,23.88,105.78,13.2,18.4,1.16,1.08,,,18.40,18.40,3.90,6.60,,3.90,4.70,,6.60,6.60,3.20,1.20,0.80,0.50,,,1.20,1.20,6.30,4.90,6.10,4.70,,,4.90,4.90,6.40,2.30,9.10,18.70,2.30,,2.300,2.300,6.70,7.50,9.00,6.90,6.00,,7.5,7.5,5.20,,0.60,0.60,2.80,,2.30,2.30
04/01/2019,13:00:00,0,0,2.54,2.85,23.3,17,,,2.85,2.85,12.59,23.92,36.51,16,18.4,1.36,0.88,,,18.40,18.40,5.10,5.50,,3.30,5.20,,5.50,5.50,2.80,1.60,0.80,0.70,,,1.60,1.60,6.80,4.70,7.60,5.00,,,4.70,4.70,6.40,2.10,8.80,13.70,2.50,,2.100,2.100,6.30,8.00,7.80,7.10,6.30,,8,8,4.90,,0.70,0.30,2.40,,2.08,2.08
04/01/2019,13:15:00,0,0,2.55,2.89,23.7,17.2,,,2.89,2.89,0.42,23.92,24.34,16,16.8,1.56,0.96,,,16.80,16.80,5.30,4.90,,3.00,5.00,,4.90,4.90,2.40,2.00,1.20,1.40,,,2.00,2.00,6.60,3.30,7.30,5.00,,,3.30,3.30,6.40,1.80,5.20,16.70,0.60,,1.800,1.800,7.10,8.50,8.30,6.70,6.20,,8.5,8.5,1.80,,0.70,0.50,1.60,,1.15,1.15
04/01/2019,13:30:00,0,0,2.57,2.93,24.1,17.4,,,2.93,2.93,34.83,23.88,58.71,16.4,20.4,1.2,1,,,20.40,20.40,6.30,4.80,,3.90,3.80,,4.80,4.80,2.40,1.60,0.80,1.60,,,1.60,1.60,6.20,3.40,6.40,4.80,,,3.40,3.40,6.40,1.90,8.80,17.70,0.60,,1.900,1.900,6.20,7.20,9.20,7.40,6.20,,7.2,7.2,0.80,,0.30,0.70,1.80,,0.90,0.90
04/01/2019,13:45:00,0,0,2.58,2.96,24.2,17.5,,,2.96,2.96,81.66,23.92,105.58,14.4,16.4,0.12,1,,,16.40,16.40,5.90,5.00,,3.70,3.50,,5.00,5.00,2.80,2.40,1.20,1.30,,,2.40,2.40,6.20,3.80,6.30,4.50,,,3.80,3.80,6.40,2.00,9.40,13.80,0.60,,2.000,2.000,7.00,7.80,8.70,8.30,6.20,,7.8,7.8,0.60,,0.90,0.30,1.40,,0.80,0.80
04/01/2019,14:00:00,0,0,2.59,3,24,17.7,,,3.00,3.00,81.15,23.92,105.07,12,16,0.84,0.96,,,16.00,16.00,5.50,6.70,,4.10,4.00,,6.70,6.70,3.20,1.60,0.80,1.80,,,1.60,1.60,6.00,4.20,6.80,4.20,,,4.20,4.20,6.40,1.70,7.30,14.80,0.60,,1.700,1.700,6.50,7.30,8.70,6.80,6.20,,7.3,7.3,1.20,,0.50,0.50,1.50,,0.93,0.93
04/01/2019,14:15:00,21.08,1,2.6,3.04,24.3,17.8,,,3.04,3.04,81.54,23.92,105.46,12.8,18,1.32,0.4,,,18.00,18.00,5.40,5.20,,3.30,4.20,,5.20,5.20,2.00,2.00,0.80,2.30,,,2.00,2.00,6.00,4.20,7.40,5.10,,,4.20,4.20,6.40,1.90,8.30,16.30,0.60,,1.900,1.900,5.40,7.80,8.40,6.70,6.20,,7.8,7.8,1.30,,0.50,0.30,1.50,,0.90,0.90
04/01/2019,14:30:00,24.36,1,2.61,3.08,24.6,18.3,,,3.08,3.08,48.82,23.92,72.74,15.6,19.6,1.44,0.48,,,19.60,19.60,5.60,5.00,,2.50,3.70,,5.00,5.00,2.40,2.00,1.60,0.70,,,2.00,2.00,5.30,3.90,5.70,4.30,,,3.90,3.90,6.40,1.70,9.30,13.00,0.60,,1.700,1.700,6.20,8.30,8.10,6.30,6.20,,8.3,8.3,0.90,,0.40,0.50,1.50,,0.83,0.83
04/01/2019,14:45:00,24.36,1,2.63,3.12,25,18.7,,,3.12,3.12,0.67,23.92,24.59,16,19.6,1.16,0.16,,,19.60,19.60,4.70,4.60,,2.10,2.90,,4.60,4.60,2.80,1.60,1.20,1.10,,,1.60,1.60,4.30,1.50,5.70,4.70,,,1.50,1.50,6.40,1.60,8.10,12.10,0.60,,1.600,1.600,7.00,8.30,10.10,7.00,6.20,,8.3,8.3,1.20,,0.70,0.60,1.80,,1.08,1.08
04/01/2019,15:00:00,24.32,1,2.64,3.16,25.3,19.2,,,3.16,3.16,2.53,23.92,26.45,15.2,18,1.56,0.56,,,18.00,18.00,4.50,5.40,,2.70,4.10,,5.40,5.40,2.40,2.00,1.60,0.90,,,2.00,2.00,4.30,2.30,4.80,5.90,,,2.30,2.30,6.40,3.10,8.00,12.50,0.60,,3.100,3.100,8.40,9.20,7.30,6.70,6.20,,9.2,9.2,1.60,,0.50,0.70,1.40,,1.05,1.05
04/01/2019,15:15:00,24.32,1,2.65,3.19,25.7,19.8,,,3.19,3.19,76.58,23.88,100.46,14.8,17.6,3.44,4.36,,,17.60,17.60,4.80,6.60,,2.40,5.30,,6.60,6.60,2.40,2.00,0.80,1.10,,,2.00,2.00,4.50,2.40,6.60,4.90,,,2.40,2.40,6.40,3.30,8.10,15.70,0.60,,3.300,3.300,6.30,8.90,8.20,7.50,6.20,,8.9,8.9,1.80,,0.50,0.40,1.60,,1.08,1.08
04/01/2019,15:30:00,24.36,1,2.67,3.23,25.9,20.3,,,3.23,3.23,81.21,23.88,105.09,18,18.4,0.44,1,,,18.40,18.40,4.00,4.60,,2.50,5.70,,4.60,4.60,2.40,2.00,1.20,1.20,,,2.00,2.00,4.30,1.70,6.40,4.80,,,1.70,1.70,6.40,3.70,6.30,16.20,0.60,,3.700,3.700,7.20,8.80,8.10,7.70,6.20,,8.8,8.8,2.00,,0.80,0.20,2.00,,1.25,1.25
04/01/2019,15:45:00,24.28,1,2.69,3.27,25.7,20.9,,,3.27,3.27,73.65,23.88,97.53,18.8,15.6,0.28,1.08,,,15.60,15.60,3.90,4.60,,2.40,4.00,,4.60,4.60,2.40,2.00,1.60,0.40,,,2.00,2.00,4.30,2.50,4.90,4.30,,,2.50,2.50,6.40,2.40,7.20,16.60,0.60,,2.400,2.400,6.20,8.90,9.70,8.20,6.20,,8.9,8.9,0.90,,0.60,0.90,2.60,,1.25,1.25
04/01/2019,16:00:00,24.32,1,2.7,3.25,25.8,21.6,,,3.25,3.25,17.33,23.88,41.21,18,0,1.72,1.08,,,6.93,6.93,4.10,4.90,,2.70,3.90,,4.90,4.90,2.80,1.60,1.20,1.40,,,1.60,1.60,4.30,1.10,4.80,4.00,,,1.10,1.10,6.40,1.90,8.80,17.40,0.60,,1.900,1.900,6.70,8.00,8.20,8.30,6.20,,8,8,0.90,,0.50,0.60,1.10,,0.78,0.78
04/01/2019,16:15:00,24.36,1,2.72,3.22,26.2,21.7,,,3.22,3.22,0.92,23.88,24.80,20,0,1.8,0.08,,,7.29,7.29,3.90,6.80,,3.90,5.20,,6.80,6.80,2.40,2.40,0.40,0.70,,,2.40,2.40,4.10,4.10,5.00,4.20,,,4.10,4.10,6.40,1.60,5.00,21.20,0.60,,1.600,1.600,6.20,8.30,8.30,7.10,6.20,,8.3,8.3,1.20,,1.20,1.00,0.10,,0.88,0.88
04/01/2019,16:30:00,24.32,1,2.73,3.19,26.6,21.2,,,3.19,3.19,0.00,23.88,23.88,20,0,2.12,0,,,7.37,7.37,6.80,7.00,,4.20,4.10,,7.00,7.00,2.80,1.20,0.80,0.70,,,1.20,1.20,5.00,0.60,5.00,2.70,,,0.60,0.60,6.40,1.90,6.20,15.70,0.60,,1.900,1.900,5.70,7.30,8.00,6.20,6.20,,7.3,7.3,0.70,,0.60,0.50,0.50,,0.58,0.58
04/01/2019,16:45:00,24.32,1,2.75,3.16,27.1,20.8,,,3.16,3.16,0.00,23.84,23.84,22,0,2.08,0,,,8.03,8.03,5.00,6.20,,3.40,3.90,,6.20,6.20,2.80,2.40,1.20,0.70,,,2.40,2.40,5.60,2.00,5.20,2.60,,,2.00,2.00,6.40,2.30,7.10,11.90,0.60,,2.300,2.300,6.40,6.80,7.20,6.40,6.20,,6.8,6.8,0.60,,0.60,0.80,0.50,,0.63,0.63
04/01/2019,17:00:00,24.36,1,2.76,3.13,27.5,20.4,,,3.13,3.13,0.00,23.88,23.88,8.8,0,2.24,0,,,3.68,3.68,5.30,6.50,,2.90,5.00,,6.50,6.50,3.20,1.60,1.20,0.30,,,1.60,1.60,5.40,2.00,5.70,3.30,,,2.00,2.00,6.40,2.60,5.30,12.10,0.60,,2.600,2.600,6.20,7.30,8.00,5.10,6.20,,7.3,7.3,0.70,,0.40,0.80,0.90,,0.70,0.70
04/01/2019,17:15:00,24.32,1,2.74,3.1,28,19.9,,,3.10,3.10,0.00,23.84,23.84,0,0,1.76,0,,,0.59,0.59,4.00,6.40,,2.90,6.10,,6.40,6.40,2.80,2.00,1.60,0.60,,,2.00,2.00,5.50,1.30,5.40,3.50,,,1.30,1.30,6.40,2.40,4.00,12.40,0.60,,2.400,2.400,5.30,7.10,7.90,5.30,6.20,,7.1,7.1,0.40,,1.30,0.40,0.40,,0.63,0.63
04/01/2019,17:30:00,24.32,1,2.71,3.07,27.9,19.5,,,3.07,3.07,0.00,23.8,23.80,1.6,0,0,0,,,0.53,0.53,5.50,5.20,,2.80,4.80,,5.20,5.20,2.40,2.00,0.80,2.50,,,2.00,2.00,4.80,2.40,5.60,4.10,,,2.40,2.40,6.40,2.20,5.50,11.50,0.60,,2.200,2.200,5.70,6.00,6.70,4.50,6.20,,6,6,0.60,,0.70,0.50,1.30,,0.78,0.78
04/01/2019,17:45:00,24.32,1,2.73,3.05,27.8,19,,,3.05,3.05,0.00,23.84,23.84,20.4,0,1.72,0,,,7.37,7.37,4.80,5.80,,2.30,4.90,,5.80,5.80,3.20,1.60,1.60,1.80,,,1.60,1.60,4.60,1.50,4.90,4.10,,,1.50,1.50,6.40,1.60,3.30,13.10,0.60,,1.600,1.600,5.30,6.00,7.70,5.70,6.20,,6,6,0.80,,0.80,0.50,0.70,,0.70,0.70
04/01/2019,18:00:00,24.32,1,2.78,3.02,28.2,18.6,,,3.02,3.02,0.00,23.84,23.84,24.4,0,1.88,0,,,8.76,8.76,5.40,6.10,,2.70,5.20,,6.10,6.10,2.00,1.60,2.40,1.00,,,1.60,1.60,5.60,2.20,5.10,4.50,,,2.20,2.20,6.40,1.60,3.80,10.90,0.60,,1.600,1.600,5.50,7.50,7.50,5.50,6.20,,7.5,7.5,0.70,,0.90,0.50,1.10,,0.80,0.80
04/01/2019,18:15:00,24.28,1,2.82,3,28.7,18.1,,,3.00,3.00,0.00,23.84,23.84,22,0,1.84,0,,,7.95,7.95,4.90,5.00,,3.00,5.70,,5.00,5.00,2.40,1.60,0.80,0.60,,,1.60,1.60,4.90,1.70,4.00,4.10,,,1.70,1.70,6.40,1.30,5.00,11.20,0.60,,1.300,1.300,6.30,6.50,6.60,5.20,6.20,,6.5,6.5,0.90,,0.70,1.20,1.80,,1.15,1.15
04/01/2019,18:30:00,24.28,1,2.86,2.96,29.1,17.7,,,2.96,2.96,0.00,23.84,23.84,24,0,2.04,0,,,8.68,8.68,4.00,5.00,,2.40,5.00,,5.00,5.00,2.00,2.00,0.40,0.50,,,2.00,2.00,4.50,2.30,4.90,3.40,,,2.30,2.30,6.40,1.40,3.00,10.10,0.60,,1.400,1.400,5.90,6.50,7.20,6.10,6.20,,6.5,6.5,0.60,,0.40,0.70,2.10,,0.95,0.95
04/01/2019,18:45:00,24.32,1,2.91,2.94,29.3,17.3,,,2.94,2.94,0.00,23.88,23.88,23.2,0,0.4,0,,,7.87,7.87,4.10,5.20,,2.60,3.80,,5.20,5.20,2.80,1.60,1.60,0.50,,,1.60,1.60,6.60,3.80,4.40,3.80,,,3.80,3.80,6.40,1.20,2.30,11.30,0.60,,1.200,1.200,5.50,6.30,7.60,5.00,6.20,,6.3,6.3,0.70,,0.20,0.30,2.40,,0.90,0.90
04/01/2019,19:00:00,24.32,1,2.95,2.9,29,16.9,,,2.90,2.90,0.00,23.88,23.88,20.4,0,0,0,,,6.80,6.80,5.80,5.00,,3.60,3.50,,5.00,5.00,2.40,1.60,0.40,0.40,,,1.60,1.60,6.40,4.20,6.30,2.60,,,4.20,4.20,6.40,1.20,2.80,11.70,0.60,,1.200,1.200,5.00,7.00,8.40,5.80,6.20,,7,7,0.60,,0.50,1.10,0.70,,0.73,0.73
04/01/2019,19:15:00,24.24,1,2.99,2.87,28.7,16.5,,,2.87,2.87,0.00,23.84,23.84,16.4,0,0,0,,,5.47,5.47,4.20,6.00,,3.60,3.70,,6.00,6.00,3.60,1.60,1.20,0.50,,,1.60,1.60,6.10,3.10,5.10,2.80,,,3.10,3.10,6.40,1.10,3.80,10.80,0.60,,1.100,1.100,4.50,8.30,9.20,6.00,6.20,,8.3,8.3,0.80,,0.50,0.70,0.80,,0.70,0.70
04/01/2019,19:30:00,24.32,1,3.03,2.83,28.4,16,,,2.83,2.83,0.00,23.84,23.84,17.6,0,0,0,,,5.87,5.87,4.40,5.80,,2.20,2.80,,5.80,5.80,4.00,1.60,0.40,0.40,,,1.60,1.60,4.90,2.40,4.50,3.50,,,2.40,2.40,6.40,1.10,2.80,9.40,0.60,,1.100,1.100,5.50,7.60,8.10,5.30,6.20,,7.6,7.6,0.90,,0.40,0.80,0.80,,0.73,0.73
