Fecha,hora,Caudal impulsión pozo (m3/h),on/off (0/1),2022 Nivel depósito ,2021 Nivel depósito ,2020 Nivel depósito ,2019 Nivel depósito ,2018 Nivel depósito ,2017 Nivel depósito ,2021 nivel depósito calculado,2021 nivel depósito normalizado,Caudal.Imp.GrupoBombeo (m3/h),Caudal impulsion Pozo1 (m3/h),Caudal.Inyectado.Verger (m3/h),2022 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal,2020 Caudal Iny. Dep. Municipal,2019 Caudal Iny. Dep. Municipal,2018 Caudal Iny. Dep. Municipal,2017 Caudal Iny. Dep. Municipal,2021 Caudal Iny. Dep. Municipal Calculado,2021 Caudal Iny. Dep. Municipal Normalizado,2022 SECTOR2 (BOTICARI VELL),2021 SECTOR2 (BOTICARI VELL),2020 SECTOR2 (BOTICARI VELL),2019 SECTOR2 (BOTICARI VELL),2018 SECTOR2 (BOTICARI VELL),2017 SECTOR2 (BOTICARI VELL),2021 SECTOR2 CALCULADA (BOTICARI VELL),2021 SECTOR2 NORMALIZADA (BOTICARI VELL),2022 SECTOR3 (LA VIA),2021 SECTOR3 (LA VIA),2020 SECTOR3 (LA VIA),2019 SECTOR3 (LA VIA),2018 SECTOR3 (LA VIA),2017 SECTOR3 (LA VIA),2021 SECTOR3 CALCULADA (LA VIA),2021 SECTOR3 NORMALIZADA (LA VIA),2022 SECTOR4 (PASSATGE),2021 SECTOR4 (PASSATGE),2020 SECTOR4 (PASSATGE),2019 SECTOR4 (PASSATGE),2018 SECTOR4 (PASSATGE),2017 SECTOR4 (PASSATGE),2021 SECTOR4 CALCULADA (PASSATGE),2021 SECTOR4 NORMALIZADA (PASSATGE),2022 SECTOR6 (POLIGON),2021 SECTOR6 (POLIGON),2020 SECTOR6 (POLIGON),2019 SECTOR6 (POLIGON),2018 SECTOR6 (POLIGON),2017 SECTOR6 (POLIGON),2021 SECTOR6 CALCULADA (POLIGON),2021 SECTOR6 NORMALIZADA (POLIGON),2022 SECTOR7 (PONT),2021 SECTOR7 (PONT),2020 SECTOR7 (PONT),2019 SECTOR7 (PONT),2018 SECTOR7 (PONT),2017 SECTOR7 (PONT),2021 SECTOR7 CALCULADA (PONT),2021 SECTOR7 NORMALIZADA (PONT),2022 SECTOR8 (OLIVAR),2021 SECTOR8 (OLIVAR),2020 SECTOR8 (OLIVAR),2019 SECTOR8 (OLIVAR),2018 SECTOR8 (OLIVAR),2017 SECTOR8 (OLIVAR),2021 SECTOR8 CALCULADA (OLIVAR),2021 SECTOR8 NORMALIZADA (OLIVAR)
04/01/2019,19:45:00,24.28,1,3.07,2.8,28.2,15.6,,,2.80,2.80,0.00,23.84,23.84,16.4,0,0,0,,,5.47,5.47,4.70,5.90,,2.50,3.50,,5.90,5.90,3.20,2.00,0.80,0.40,,,2.00,2.00,5.00,2.80,5.90,4.60,,,2.80,2.80,6.40,1.00,3.60,9.80,0.60,,1.000,1.000,6.10,6.40,6.70,4.00,6.20,,6.4,6.4,0.90,,0.30,0.90,1.80,,0.98,0.98
04/01/2019,20:00:00,24.28,1,3.11,2.76,27.9,15.2,,,2.76,2.76,0.00,23.88,23.88,15.2,0,0,0,,,5.07,5.07,3.60,6.20,,2.50,3.20,,6.20,6.20,3.60,1.60,0.40,0.80,,,1.60,1.60,5.20,3.90,5.40,4.80,,,3.90,3.90,6.40,1.00,3.50,9.30,0.60,,1.000,1.000,6.80,7.50,7.30,5.80,6.20,,7.5,7.5,0.60,,0.40,1.00,0.80,,0.70,0.70
04/01/2019,20:15:00,24.24,1,3.13,2.73,27.6,14.7,,,2.73,2.73,0.00,23.8,23.80,4.8,0,0,0,,,1.60,1.60,3.30,6.00,,2.70,4.00,,6.00,6.00,3.20,2.40,0.80,1.30,,,2.40,2.40,6.50,5.20,4.90,3.20,,,5.20,5.20,6.40,1.00,3.20,10.90,0.60,,1.000,1.000,6.70,7.30,5.70,6.00,6.20,,7.3,7.3,0.50,,0.50,1.40,0.40,,0.70,0.70
04/01/2019,20:30:00,24.32,1,3.1,2.7,27.3,14.3,,,2.70,2.70,0.00,23.88,23.88,0,0,0,0,,,0.00,0.00,2.80,5.30,,1.90,4.30,,5.30,5.30,2.40,1.60,0.80,1.10,,,1.60,1.60,5.70,4.90,4.30,4.20,,,4.90,4.90,6.40,0.90,3.50,9.30,0.60,,0.900,0.900,6.60,8.00,5.50,6.80,6.20,,8,8,0.60,,0.50,1.30,0.70,,0.78,0.78
04/01/2019,20:45:00,24.28,1,3.08,2.66,27,13.8,,,2.66,2.66,0.00,23.84,23.84,0,0,0,0,,,0.00,0.00,3.60,5.00,,2.00,3.30,,5.00,5.00,2.00,2.00,0.80,2.90,,,2.00,2.00,5.40,4.80,5.30,6.30,,,4.80,4.80,6.40,0.90,2.40,8.80,0.60,,0.900,0.900,5.90,8.50,6.10,6.80,6.20,,8.5,8.5,0.50,,0.70,0.50,0.40,,0.53,0.53
04/01/2019,21:00:00,24.28,1,3.05,2.63,26.7,13.4,,,2.63,2.63,0.00,23.88,23.88,0,0,0,0,,,0.00,0.00,3.90,5.50,,2.80,3.50,,5.50,5.50,2.40,1.60,0.40,2.50,,,1.60,1.60,5.70,5.30,4.50,4.50,,,5.30,5.30,6.40,1.10,2.20,8.90,0.60,,1.100,1.100,6.10,9.10,5.60,6.50,6.20,,9.1,9.1,0.50,,0.30,0.50,0.70,,0.50,0.50
04/01/2019,21:15:00,24.24,1,3.04,2.59,26.4,12.9,,,2.59,2.59,33.19,23.84,57.03,7.6,0,0,0,,,2.53,2.53,2.60,5.50,,2.70,5.10,,5.50,5.50,2.80,1.60,1.20,1.80,,,1.60,1.60,5.30,3.70,4.90,4.20,,,3.70,3.70,6.40,1.00,1.80,8.30,0.60,,1.000,1.000,6.40,6.50,5.80,5.50,6.20,,6.5,6.5,0.60,,0.50,0.60,0.50,,0.55,0.55
04/01/2019,21:30:00,24.24,1,3.08,2.56,26.2,12.4,,,2.56,2.56,78.58,23.88,102.46,16.8,0,0,0,,,5.60,5.60,2.70,4.70,,2.00,4.40,,4.70,4.70,2.40,1.60,0.80,2.00,,,1.60,1.60,5.10,2.00,4.60,3.90,,,2.00,2.00,6.40,1.00,1.50,9.80,0.60,,1.000,1.000,5.30,7.70,6.50,5.80,6.20,,7.7,7.7,0.50,,0.40,0.30,0.50,,0.43,0.43
04/01/2019,21:45:00,24.28,1,3.11,2.52,25.9,12,,,2.52,2.52,80.95,23.84,104.79,14.4,0,0,0,,,4.80,4.80,2.60,4.80,,2.30,4.50,,4.80,4.80,2.40,2.00,0.80,0.80,,,2.00,2.00,4.90,1.50,4.00,3.40,,,1.50,1.50,6.40,0.90,3.70,8.70,0.60,,0.900,0.900,6.90,7.60,6.50,6.20,6.20,,7.6,7.6,1.00,,0.20,0.40,0.50,,0.53,0.53
04/01/2019,22:00:00,24.28,1,3.15,2.5,25.7,11.5,,,2.50,2.50,80.93,23.92,104.85,15.2,9.6,0,0,,,9.60,9.60,2.70,4.50,,3.10,4.80,,4.50,4.50,2.40,1.20,0.40,0.80,,,1.20,1.20,4.10,1.20,3.40,3.90,,,1.20,1.20,6.40,1.10,0.80,12.20,0.60,,1.100,1.100,4.40,8.00,6.20,5.50,6.20,,8,8,0.80,,0.40,0.50,0.70,,0.60,0.60
04/01/2019,22:15:00,24.28,1,3.19,2.54,25.4,11.1,,,2.54,2.54,80.95,23.84,104.79,11.6,24,0,0,,,24.00,24.00,3.60,5.00,,3.00,3.60,,5.00,5.00,2.00,1.20,0.40,0.70,,,1.20,1.20,4.00,0.60,3.40,3.80,,,0.60,0.60,6.40,1.10,3.10,11.60,0.60,,1.100,1.100,6.40,7.70,5.80,6.30,6.20,,7.7,7.7,0.80,,0.60,0.80,0.80,,0.75,0.75
04/01/2019,22:30:00,24.28,1,3.22,2.58,25.1,10.6,,,2.58,2.58,80.94,23.88,104.82,15.2,28,0,0,,,28.00,28.00,3.70,4.60,,2.10,2.90,,4.60,4.60,2.40,1.20,0.80,0.40,,,1.20,1.20,2.80,0.80,3.70,2.60,,,0.80,0.80,6.40,1.10,2.10,10.90,0.60,,1.100,1.100,8.10,7.10,5.70,5.30,6.20,,7.1,7.1,0.90,,0.90,0.40,1.20,,0.85,0.85
04/01/2019,22:45:00,24.28,1,3.26,2.63,24.8,10.2,,,2.63,2.63,79.08,23.88,102.96,16.4,26.8,0,0,,,26.80,26.80,2.60,4.10,,2.70,2.90,,4.10,4.10,2.00,1.20,0.80,0.30,,,1.20,1.20,2.60,0.00,2.90,1.30,,,2.27,2.27,6.40,1.20,2.50,9.50,0.60,,1.200,1.200,6.40,8.60,5.00,5.60,6.20,,8.6,8.6,0.60,,0.80,0.50,0.60,,0.63,0.63
04/01/2019,23:00:00,24.32,1,3.26,2.67,24.5,9.8,,,2.67,2.67,26.60,23.88,50.48,0,29.6,0,0,,,29.60,29.60,2.80,4.30,,2.10,2.80,,4.30,4.30,2.00,1.20,0.40,0.50,,,1.20,1.20,2.30,0.00,2.30,1.50,,,2.03,2.03,6.40,1.10,3.00,9.40,0.60,,1.100,1.100,6.20,6.70,5.50,5.80,6.20,,6.7,6.7,0.80,,0.90,0.70,0.50,,0.73,0.73
04/01/2019,23:15:00,24.24,1,3.24,2.72,24.2,10,,,2.72,2.72,30.72,23.8,54.52,0,30.4,0,1.84,,,30.40,30.40,2.60,4.10,,2.50,2.90,,4.10,4.10,1.60,1.20,0.40,0.40,,,1.20,1.20,2.40,0.10,3.00,2.00,,,0.10,0.10,6.40,1.10,2.30,10.80,0.60,,1.100,1.100,6.20,7.20,5.90,4.90,6.20,,7.2,7.2,0.50,,1.80,0.40,0.70,,0.85,0.85
04/01/2019,23:30:00,24.32,1,3.22,2.77,23.9,10.8,,,2.77,2.77,81.07,23.84,104.91,0,33.2,0,2.12,,,33.20,33.20,2.50,3.60,,2.00,3.00,,3.60,3.60,2.00,1.20,0.40,0.30,,,1.20,1.20,2.20,0.00,2.30,1.40,,,1.97,1.97,6.40,1.10,2.90,9.30,0.60,,1.100,1.100,5.10,6.00,5.60,4.20,6.20,,6,6,0.60,,0.30,0.20,1.10,,0.55,0.55
04/01/2019,23:45:00,24.32,1,3.2,2.82,23.6,11.6,,,2.82,2.82,69.51,23.88,93.39,0,34,0,2.32,,,34.00,34.00,2.80,3.40,,1.70,2.70,,3.40,3.40,2.00,1.20,0.80,0.20,,,1.20,1.20,1.30,0.00,2.00,1.80,,,1.70,1.70,6.40,1.10,3.10,12.70,0.60,,1.100,1.100,4.50,6.30,5.20,4.30,6.20,,6.3,6.3,2.20,,0.30,0.30,1.40,,1.05,1.05
05/01/2019,0:00:00,24.28,1,3.18,2.87,23.2,12.5,,,2.87,2.87,9.72,9.44,19.16,0,32.4,0,2.36,,,32.40,32.40,2.60,4.20,,1.80,2.40,,4.20,4.20,2.00,1.20,0.80,0.30,,,1.20,1.20,1.40,0.00,2.10,1.40,,,1.63,1.63,6.40,1.30,2.70,15.10,0.60,,1.300,1.300,3.60,5.00,4.30,3.90,6.20,,5,5,2.20,,0.50,0.20,1.20,,1.03,1.03
05/01/2019,0:15:00,24.2,1,3.16,2.93,22.9,13.4,,,2.93,2.93,3.21,0,3.21,0,36.8,1.2,2.28,,,36.80,36.80,2.60,4.00,,1.60,2.30,,4.00,4.00,2.00,1.20,1.60,0.50,,,1.20,1.20,1.50,0.00,2.10,1.00,,,1.53,1.53,6.40,1.20,2.50,11.60,0.60,,1.200,1.200,3.80,5.00,4.30,4.50,6.20,,5,5,1.90,,1.80,0.20,1.00,,1.23,1.23
05/01/2019,0:30:00,24.28,1,3.17,2.98,23.1,14.2,,,2.98,2.98,46.30,0,46.30,22,36,3.16,2.16,,,36.00,36.00,1.90,3.80,,1.70,2.00,,3.80,3.80,2.00,1.20,0.40,0.80,,,1.20,1.20,0.90,0.00,2.00,0.60,,,1.17,1.17,6.40,1.10,1.00,9.70,0.60,,1.100,1.100,3.30,4.80,4.30,4.60,6.20,,4.8,4.8,2.90,,0.60,0.30,0.80,,1.15,1.15
05/01/2019,0:45:00,24.28,1,3.22,3.04,23.4,15,,,3.04,3.04,81.08,0,81.08,26.8,38.4,3.24,2.04,,,38.40,38.40,2.60,3.90,,1.20,2.80,,3.90,3.90,2.00,0.80,0.80,0.40,,,0.80,0.80,1.50,0.10,2.00,0.50,,,0.10,0.10,6.40,1.10,2.60,9.60,0.60,,1.100,1.100,3.30,5.00,4.00,4.20,6.20,,5,5,0.80,,0.20,0.20,0.90,,0.53,0.53
05/01/2019,1:00:00,24.32,1,3.26,3.09,23.7,15.8,,,3.09,3.09,81.10,0,81.10,17.6,35.6,3.32,2.08,,,35.60,35.60,2.10,3.30,,1.10,2.50,,3.30,3.30,1.60,1.20,0.40,0.30,,,1.20,1.20,0.80,0.00,2.00,1.10,,,1.30,1.30,6.40,1.10,2.60,10.10,0.60,,1.100,1.100,3.60,5.00,3.70,3.80,6.20,,5,5,1.10,,0.20,0.20,0.20,,0.43,0.43
05/01/2019,1:15:00,24.28,1,3.26,3.12,24,16.6,,,3.12,3.12,81.10,0,81.10,0,31.2,3.12,2.6,,,31.20,31.20,1.90,2.90,,1.90,1.50,,2.90,2.90,2.00,1.20,0.80,0.40,,,1.20,1.20,0.80,0.00,1.60,0.30,,,0.90,0.90,6.40,1.20,3.10,12.00,0.60,,1.200,1.200,5.20,4.40,3.80,3.50,6.20,,4.4,4.4,1.50,,0.40,0.40,1.20,,0.88,0.88
05/01/2019,1:30:00,24.32,1,3.25,3.15,24.2,17.5,,,3.15,3.15,36.34,0,36.34,0,34,3.24,2.76,,,34.00,34.00,1.90,3.00,,1.90,1.80,,3.00,3.00,2.00,0.80,0.40,0.30,,,0.80,0.80,0.70,0.00,1.10,0.10,,,0.63,0.63,6.40,1.10,5.00,10.70,0.60,,1.100,1.100,3.30,4.80,4.80,3.10,6.20,,4.8,4.8,2.40,,1.20,0.20,1.60,,1.35,1.35
05/01/2019,1:45:00,24.28,1,3.23,3.19,24.5,18.5,,,3.19,3.19,1.00,0,1.00,0,38,3.48,2.92,,,38.00,38.00,1.70,3.20,,1.10,1.40,,3.20,3.20,1.60,1.20,0.40,0.20,,,1.20,1.20,1.00,0.00,1.40,0.10,,,0.83,0.83,6.40,1.20,1.20,9.80,0.60,,1.200,1.200,3.00,4.50,4.30,2.90,6.20,,4.5,4.5,1.00,,1.40,0.20,1.70,,1.08,1.08
05/01/2019,2:00:00,24.32,1,3.22,3.22,24.9,19.4,,,3.22,3.22,12.54,0,12.54,0,38.4,3.72,2.92,,,38.40,38.40,1.60,3.10,,1.10,1.50,,3.10,3.10,2.00,0.80,0.40,0.20,,,0.80,0.80,0.50,0.00,1.10,0.50,,,0.70,0.70,6.40,1.10,2.40,10.00,0.60,,1.100,1.100,2.70,4.60,4.00,2.70,6.20,,4.6,4.6,0.70,,0.70,0.20,0.40,,0.50,0.50
05/01/2019,2:15:00,24.24,1,3.21,3.26,25.2,20.4,,,3.26,3.26,69.12,0,69.12,0,38.8,3.84,2.92,,,38.80,38.80,1.50,3.00,,1.00,1.50,,3.00,3.00,1.60,1.20,0.40,0.20,,,1.20,1.20,0.60,0.00,1.10,2.90,,,1.53,1.53,6.40,1.20,2.50,11.70,0.60,,1.200,1.200,2.70,4.40,3.80,2.60,6.20,,4.4,4.4,0.70,,0.10,0.40,0.10,,0.33,0.33
05/01/2019,2:30:00,24.32,1,3.2,3.27,25.5,21.4,,,3.27,3.27,14.39,0,14.39,0,5.6,3.84,2.84,,,5.60,5.60,1.40,3.00,,1.00,1.40,,3.00,3.00,2.00,0.80,0.40,0.10,,,0.80,0.80,0.60,0.00,1.10,0.80,,,0.83,0.83,6.40,0.90,1.80,12.50,0.60,,0.900,0.900,2.80,4.30,3.50,2.70,6.20,,4.3,4.3,0.60,,0.10,0.30,0.10,,0.28,0.28
05/01/2019,2:45:00,24.28,1,3.19,3.24,25.9,22.4,,,3.24,3.24,0.63,0,0.63,0,0,3.8,2.92,,,2.24,2.24,4.80,2.90,,0.90,4.10,,2.90,2.90,1.60,1.20,0.40,0.20,,,1.20,1.20,0.70,0.00,1.40,0.00,,,0.70,0.70,6.40,0.90,2.70,12.90,0.60,,0.900,0.900,2.50,4.00,3.40,2.50,6.20,,4,4,0.60,,0.10,0.20,0.30,,0.30,0.30
05/01/2019,3:00:00,24.28,1,3.17,3.21,26.2,23.4,,,3.21,3.21,0.00,0,0.00,0,0,4.04,3.2,,,2.41,2.41,4.90,2.90,,1.10,3.70,,2.90,2.90,2.00,0.80,0.40,0.10,,,0.80,0.80,0.40,0.00,1.20,0.00,,,0.53,0.53,6.40,0.90,2.60,10.90,0.60,,0.900,0.900,2.60,4.00,3.40,2.70,6.20,,4,4,0.70,,0.20,0.10,0.40,,0.35,0.35
05/01/2019,3:15:00,24.24,1,3.16,3.18,26.6,24.4,,,3.18,3.18,0.00,0,0.00,0,0,4.24,3.16,,,2.47,2.47,4.40,3.10,,1.00,3.70,,3.10,3.10,1.60,0.80,0.00,0.20,,,0.80,0.80,0.40,0.00,1.20,0.00,,,0.53,0.53,6.40,0.90,1.40,21.90,0.60,,0.900,0.900,2.50,3.90,3.20,2.60,6.20,,3.9,3.9,1.80,,0.10,0.00,0.50,,0.60,0.60
05/01/2019,3:30:00,24.28,1,3.15,3.14,27,25.4,,,3.14,3.14,0.00,0,0.00,0,0,4.28,3.16,,,2.48,2.48,3.60,3.00,,0.90,1.50,,3.00,3.00,2.00,0.80,0.40,0.20,,,0.80,0.80,0.20,0.00,1.00,0.00,,,0.40,0.40,6.40,1.00,2.30,25.60,0.60,,1.000,1.000,2.20,3.50,3.20,2.40,6.20,,3.5,3.5,1.30,,0.10,0.10,1.30,,0.70,0.70
05/01/2019,3:45:00,24.28,1,3.14,3.11,27.4,26.4,,,3.11,3.11,0.00,0,0.00,0,0,4.24,2.96,,,2.40,2.40,1.60,2.90,,0.90,1.30,,2.90,2.90,1.60,1.20,0.40,1.30,,,1.20,1.20,0.50,0.00,1.00,0.00,,,0.50,0.50,6.40,1.00,1.90,17.80,0.60,,1.000,1.000,2.30,3.50,3.00,2.60,6.20,,3.5,3.5,2.10,,0.00,0.10,1.70,,0.98,0.98
05/01/2019,4:00:00,24.28,1,3.13,3.08,27.8,26.8,,,3.08,3.08,0.00,0,0.00,0,0,4.2,0,,,1.40,1.40,1.60,2.90,,1.40,1.50,,2.90,2.90,1.60,0.80,0.40,0.10,,,0.80,0.80,0.60,0.00,0.90,0.00,,,0.50,0.50,6.40,1.00,1.70,9.60,0.60,,1.000,1.000,2.30,3.60,3.00,2.40,6.20,,3.6,3.6,1.60,,0.00,0.10,0.20,,0.48,0.48
05/01/2019,4:15:00,24.24,1,3.13,3.05,28.1,26.7,,,3.05,3.05,0.00,0,0.00,0,0,4.08,0,,,1.36,1.36,1.30,2.90,,1.30,1.50,,2.90,2.90,2.00,1.60,0.00,0.10,,,1.60,1.60,0.80,0.10,0.90,0.00,,,0.10,0.10,6.40,0.90,1.80,9.20,0.60,,0.900,0.900,2.30,3.50,3.20,2.30,6.20,,3.5,3.5,3.30,,0.10,0.00,1.30,,1.18,1.18
05/01/2019,4:30:00,24.28,1,3.13,3.01,28.5,26.7,,,3.01,3.01,0.00,0,0.00,0,0,4.12,0,,,1.37,1.37,1.40,2.80,,0.90,1.40,,2.80,2.80,2.00,1.60,0.80,0.10,,,1.60,1.60,0.80,0.00,0.90,0.00,,,0.57,0.57,6.40,0.90,2.60,9.30,0.60,,0.900,0.900,2.10,3.50,2.90,2.30,6.20,,3.5,3.5,3.20,,0.10,0.10,2.30,,1.43,1.43
05/01/2019,4:45:00,24.24,1,3.12,2.98,28.9,26.7,,,2.98,2.98,0.00,0,0.00,0,0,4.24,0,,,1.41,1.41,1.40,3.00,,0.90,1.30,,3.00,3.00,1.60,0.80,0.40,0.10,,,0.80,0.80,0.70,0.00,0.90,0.00,,,0.53,0.53,6.40,0.90,3.50,9.90,0.60,,0.900,0.900,2.10,3.50,2.90,2.20,6.20,,3.5,3.5,3.40,,0.00,0.00,1.50,,1.23,1.23
05/01/2019,5:00:00,24.28,1,3.12,2.95,29.2,26.7,,,2.95,2.95,0.00,0,0.00,0,0,2.08,0,,,0.69,0.69,1.80,2.90,,1.00,1.40,,2.90,2.90,2.00,0.80,0.40,0.10,,,0.80,0.80,0.90,0.10,1.00,0.00,,,0.10,0.10,6.40,0.90,1.80,9.30,0.60,,0.900,0.900,2.10,3.50,2.90,2.10,6.20,,3.5,3.5,1.60,,0.00,0.10,1.30,,0.75,0.75
05/01/2019,5:15:00,24.28,1,3.12,2.92,28.9,26.7,,,2.92,2.92,0.00,0,0.00,0,0,0,0,,,0.00,0.00,2.10,3.10,,1.00,1.70,,3.10,3.10,2.00,1.20,0.00,0.10,,,1.20,1.20,1.50,0.10,1.80,0.00,,,0.10,0.10,6.40,1.00,2.40,9.70,0.60,,1.000,1.000,2.10,3.50,3.90,2.00,6.20,,3.5,3.5,0.60,,0.10,0.00,0.30,,0.25,0.25
05/01/2019,5:30:00,24.28,1,3.12,2.89,28.6,26.6,,,2.89,2.89,0.00,0,0.00,0,0,0,0,,,0.00,0.00,2.00,2.90,,1.00,1.40,,2.90,2.90,1.60,0.80,0.40,0.10,,,0.80,0.80,1.70,0.00,1.80,0.00,,,1.17,1.17,6.40,1.00,2.90,9.30,0.60,,1.000,1.000,2.20,3.50,4.00,2.30,6.20,,3.5,3.5,0.70,,0.70,0.00,0.30,,0.43,0.43
05/01/2019,5:45:00,24.24,1,3.12,2.86,28.2,26.6,,,2.86,2.86,0.00,0,0.00,0,0,0,0,,,0.00,0.00,2.00,3.00,,1.10,1.50,,3.00,3.00,2.00,0.80,0.40,0.10,,,0.80,0.80,2.50,0.10,1.60,0.00,,,0.10,0.10,6.40,1.00,1.80,11.50,0.60,,1.000,1.000,2.40,3.50,3.00,2.30,6.20,,3.5,3.5,0.70,,1.80,0.00,0.20,,0.68,0.68
05/01/2019,6:00:00,24.28,1,3.11,2.82,27.9,26.5,,,2.82,2.82,0.00,0,0.00,0,0,0,0,,,0.00,0.00,1.70,3.10,,1.10,1.90,,3.10,3.10,2.00,1.20,0.00,0.10,,,1.20,1.20,2.70,0.10,1.80,0.00,,,0.10,0.10,6.40,1.00,1.60,9.60,0.60,,1.000,1.000,2.50,3.50,2.60,2.20,6.20,,3.5,3.5,0.70,,1.10,0.10,0.30,,0.55,0.55
05/01/2019,6:15:00,24.28,1,3.11,2.79,27.6,26.4,,,2.79,2.79,0.00,0,0.00,0,0,0,0,,,0.00,0.00,1.70,4.30,,2.20,2.40,,4.30,4.30,1.60,1.20,0.80,0.20,,,1.20,1.20,4.00,0.50,2.00,0.10,,,0.50,0.50,6.40,0.90,1.50,9.30,0.60,,0.900,0.900,3.00,3.80,2.60,2.40,6.20,,3.8,3.8,0.80,,1.40,0.30,0.70,,0.80,0.80
05/01/2019,6:30:00,24.24,1,3.1,2.75,27.2,26.3,,,2.75,2.75,0.00,0,0.00,0,0,0,0,,,0.00,0.00,1.80,4.20,,1.40,2.20,,4.20,4.20,2.40,1.20,0.80,0.20,,,1.20,1.20,4.50,0.30,1.80,0.20,,,0.30,0.30,6.40,1.10,1.90,14.50,0.60,,1.100,1.100,3.20,3.90,2.60,2.30,6.20,,3.9,3.9,0.60,,0.10,0.30,0.70,,0.43,0.43
05/01/2019,6:45:00,24.28,1,3.09,2.72,26.8,26.2,,,2.72,2.72,0.00,0,0.00,0,0,0,0,,,0.00,0.00,2.00,3.90,,2.40,2.40,,3.90,3.90,1.60,1.20,0.80,0.30,,,1.20,1.20,3.50,1.20,2.50,0.30,,,1.20,1.20,6.40,0.90,1.80,10.90,0.60,,0.900,0.900,3.40,3.90,2.80,2.10,1.50,,3.9,3.9,0.80,,0.20,1.60,0.70,,0.83,0.83
05/01/2019,7:00:00,24.24,1,3.09,2.68,26.4,26,,,2.68,2.68,0.00,10.76,10.76,0,0,0,0,,,0.00,0.00,2.20,3.40,,1.30,1.90,,3.40,3.40,2.00,1.20,0.40,1.90,,,1.20,1.20,3.70,1.30,2.50,0.30,,,1.30,1.30,6.40,1.00,2.40,11.60,0.70,,1.000,1.000,3.10,3.80,2.90,2.90,2.00,,3.8,3.8,0.80,,0.20,1.10,0.70,,0.70,0.70
05/01/2019,7:15:00,24.28,1,3.06,2.64,25.5,25.6,,,2.64,2.64,19.70,5.88,25.58,0,0,15.04,14.28,,,9.77,9.77,2.50,4.90,,1.70,3.30,,4.90,4.90,2.80,1.60,0.80,3.60,,,1.60,1.60,4.90,1.20,3.90,0.50,,,1.20,1.20,6.40,1.20,4.50,16.10,0.80,,1.200,1.200,3.60,4.80,3.80,3.40,2.30,,4.8,4.8,0.70,,0.20,1.40,0.70,,0.75,0.75
05/01/2019,7:30:00,24.24,1,3.05,2.6,25.5,25.5,,,2.60,2.60,74.71,0,74.71,0,0,0,0,,,0.00,0.00,2.50,4.70,,1.40,3.40,,4.70,4.70,1.60,1.20,0.40,2.60,,,1.20,1.20,6.80,3.60,4.30,1.50,,,3.60,3.60,6.40,1.10,2.30,16.60,0.80,,1.100,1.100,5.00,5.60,4.30,2.40,2.60,,5.6,5.6,0.90,0.30,0.10,0.10,0.70,,0.30,0.30
05/01/2019,7:45:00,24.24,1,3.03,2.55,25.1,25.3,,,2.55,2.55,80.94,13.8,94.74,0,0,0,0,,,0.00,0.00,2.70,4.50,,1.40,2.80,,4.50,4.50,2.00,1.20,0.40,0.30,,,1.20,1.20,6.30,3.30,4.80,2.70,,,3.30,3.30,6.40,1.20,2.40,17.50,1.00,,1.200,1.200,4.40,5.00,3.10,2.50,3.80,,5,5,1.30,0.30,0.40,0.20,0.70,,0.30,0.30
05/01/2019,8:00:00,24.2,1,3.01,2.51,24.6,25,,,2.51,2.51,80.92,18.8,99.72,0,4.8,0,0,,,4.80,4.80,2.90,4.80,,2.30,4.20,,4.80,4.80,2.40,1.20,0.80,0.40,,,1.20,1.20,7.60,5.30,6.10,2.20,,,5.30,5.30,6.40,2.50,1.10,16.70,0.80,,2.500,2.500,4.80,5.50,3.30,3.20,4.10,,5.5,5.5,1.30,0.30,0.90,0.10,0.70,,0.30,0.30
05/01/2019,8:15:00,24.24,1,2.99,2.52,24.2,24.7,,,2.52,2.52,81.01,23.96,104.97,0,24.8,0,0,,,24.80,24.80,4.80,5.00,,2.90,5.30,,5.00,5.00,2.00,2.00,0.40,0.70,,,2.00,2.00,6.90,4.90,6.00,2.90,,,4.90,4.90,6.40,2.80,1.90,19.70,0.80,,2.800,2.800,4.70,5.50,3.30,3.60,4.50,,5.5,5.5,1.60,0.30,0.60,0.20,0.70,,0.30,0.30
05/01/2019,8:30:00,24.24,1,2.96,2.54,23.7,24.2,,,2.54,2.54,80.98,23.92,104.90,0,19.2,0,0,,,19.20,19.20,4.40,6.50,,4.10,4.90,,6.50,6.50,2.80,1.60,1.20,0.90,,,1.60,1.60,7.20,5.30,7.10,3.10,,,5.30,5.30,6.40,2.60,1.30,17.20,0.90,,2.600,2.600,5.60,6.60,3.30,3.90,5.10,,6.6,6.6,1.90,0.30,0.60,0.30,0.70,,0.30,0.30
05/01/2019,8:45:00,24.24,1,2.92,2.56,23.2,23.6,,,2.56,2.56,80.75,23.88,104.63,0,16,0,0,,,16.00,16.00,7.60,7.90,,5.50,5.60,,7.90,7.90,2.40,1.20,0.40,1.30,,,1.20,1.20,8.70,5.20,9.00,5.10,,,5.20,5.20,6.40,2.30,4.50,19.60,1.10,,2.300,2.300,5.40,6.20,3.80,4.80,5.00,,6.2,6.2,2.40,0.30,0.90,0.30,0.70,,0.30,0.30
