month,day,hour,min,i_uiipu,c_pu_p,p_pu,truth
4,7,1,30,285.27,0,52.33,0
4,7,2,0,283,0,52.67,0
4,7,5,45,332.4,0,53.82,0
4,7,6,30,338.33,0,53.48,0
4,7,7,0,346.53,0,52.87,0
4,7,8,30,91.27,0.15,47.23,0
4,7,10,30,129.73,0,46.73,0
4,7,12,0,286.53,0,51.11,0
4,7,12,30,311.67,0,51.15,0
4,7,15,15,268.33,0,50.64,0
4,7,15,45,221,0,50.35,0
4,7,19,15,253.47,0,50.62,0
4,7,19,30,253.33,0,50.76,0
4,7,20,0,169.2,0,47.05,0
4,7,23,15,375.4,0,51.66,0
4,8,0,0,372.53,0,52.27,0
4,8,0,15,352.47,0,52.12,0
4,8,0,30,301.67,0,51.71,0
4,8,0,45,299,0,51.86,0
4,8,1,45,296.93,0,52.14,0
4,8,2,15,296.33,0,52.38,0
4,8,2,30,297.6,0,52.25,0
4,8,4,15,293.4,0,52.68,0
4,8,5,45,321.47,0,52.88,0
4,8,6,45,324.8,0,52.37,0
4,8,7,30,98.2,0,47.8,0
4,8,13,0,224.33,0,50.08,0
4,8,14,15,231.2,0,49.97,0
4,8,14,45,335.47,0,51.16,0
4,8,15,30,383.47,0,51.71,0
4,8,16,30,301.13,0,50.78,0
4,8,20,30,195.93,0,46.1,0
4,8,21,30,175.6,0,46.71,0
4,8,22,30,283.33,0,50.59,0
4,8,23,15,380.87,0,52.19,0
4,8,23,30,380.93,0,52.24,0
4,9,0,30,309.13,0,51.71,0
4,9,1,0,287.93,0,51.8,0
4,9,1,30,286.13,0,51.94,0
4,9,4,45,308.33,0,53.25,0
4,9,5,0,311.93,0,53.14,0
4,9,6,30,307.87,0,53.32,0
4,9,7,15,337.87,0,53.33,0
4,9,7,45,378.53,0,52.72,0
4,9,8,15,380.07,0,52.63,0
4,9,9,0,327.07,0,51.69,0
4,9,10,0,357.13,0,52.02,0
4,9,12,45,283.6,0,51.5,0
4,9,13,0,252.07,0,51.15,0
4,9,14,45,282.27,0,51.39,0
4,9,15,15,320.33,0,51.78,0
4,9,15,30,322,0,51.54,0
4,9,18,15,381.07,0,52.56,0
4,9,19,0,99.27,0,49.12,0
4,9,19,45,119.33,0,48.54,0
4,9,20,0,118.67,0,48.52,0
4,9,20,45,119.13,0,48.32,0
4,9,21,30,118,0,47.96,0
4,9,21,45,119.2,0,48.43,0
4,9,23,30,260.87,0,51.08,0
4,10,1,0,204.67,0,50.82,0
4,10,2,30,266.53,0,52.11,0
4,10,3,15,251.27,0,52.01,0
4,10,3,30,248.67,0,52.1,0
4,10,4,0,290,0,53.01,0
4,10,5,0,198.73,0,51.86,0
4,10,5,15,197.73,0,51.81,0
4,10,5,30,199.6,0,51.77,0
4,10,6,15,229.27,0,52.65,0
4,10,8,45,562.6949999999999,0,79.005,1
4,10,9,30,189.8,0,50.42,0
4,10,10,30,218.47,0,50.35,0
4,10,12,45,291.67,0,51.65,0
4,10,13,15,280.33,0,51.24,0
4,10,14,45,206.8,0,50.78,0
4,10,17,15,303.47,0,51.56,0
4,10,18,30,321.47,0,52.02,0
4,10,20,0,310.07,0,51.7,0
4,10,20,45,313.73,0,51.73,0
4,10,22,15,341.2,0,52.22,0
4,10,23,0,363.47,0,52.77,0
4,10,23,15,359.8,0,52.9,0
4,11,0,30,311.47,0,53.11,0
4,11,1,0,305.93,0,53.22,0
4,11,1,15,306.67,0,53.27,0
4,11,1,30,304.73,0,53.57,0
4,11,2,15,304.27,0,53.6,0
4,11,3,0,269.2,0,53.21,0
4,11,4,45,261.13,0,52.91,0
4,11,5,15,256.47,0,53.24,0
4,11,7,45,153.6,0,48.48,0
4,11,9,0,130.93,0,47.15,0
4,11,11,30,251,0,51.6,0
4,11,12,0,215.13,0,50.78,0
4,11,12,30,46.4,0,49.3,0
4,11,14,0,200.33,0,50.67,0
4,11,14,30,198.4,0,50.57,0
4,11,15,0,212.27,0,50.88,0
4,11,18,30,338.4,0,52.27,0
4,11,21,30,200.33,0,45.78,0
4,11,21,45,195.27,0,45.97,0
4,11,22,0,141.33,0,47.29,0
4,12,0,30,306.93,0,52.14,0
4,12,2,0,249.13,0,51.89,0
4,12,3,45,299.73,0,53.03,0
4,12,4,45,308.07,0,53.08,0
4,12,7,0,315.73,0,52.56,0
4,12,7,45,219.2,0,47.63,0
4,12,8,0,188.53,0,46.15,0
4,12,12,0,181.2,0,47.27,0
4,12,12,15,431,0,52.56,0
4,12,13,45,429.67,0.85,52.3,0
4,12,16,0,430.07,0,52.9,0
4,12,17,45,356.27,0,52.08,0
4,12,19,0,343.27,0,51.8,0
4,12,19,15,209.6,0,49.22,0
4,12,20,0,185.27,0,46.73,0
4,12,21,15,88.8,0,46.97,0
4,12,21,45,314.73,0,50.78,0
4,12,23,0,384.2,0,52.13,0
4,13,0,0,318.73,0,51.63,0
4,13,0,30,260.07,0,51.59,0
4,13,0,45,281.73,0,51.95,0
4,13,2,0,257.47,0,52.36,0
4,13,4,30,310.73,0,53.28,0
4,13,5,15,317.27,0,52.87,0
4,13,5,30,312,0,53.3,0
4,13,6,15,333.53,0,53.34,0
4,13,6,30,234.33,0,51.86,0
4,13,6,45,306.93,0,52.87,0
4,13,9,0,129.93,8.85,47.15,0
4,13,12,0,429.73,0,52.51,0
4,13,15,15,350.33,0,51.72,0
4,13,16,45,305.73,0,51.68,0
4,13,17,15,307.13,0,51.76,0
4,13,18,30,293.67,0,51.65,0
4,13,20,15,296.07,0,51.56,0
4,13,20,30,298.8,0,51.51,0
4,13,22,0,335.07,0,52,0
4,13,22,30,325.53,0,52.08,0
4,13,23,0,387.6,0,53.03,0
4,13,23,45,377,0,53.41,0
4,14,0,0,326.67,0,52.87,0
4,14,0,45,295.93,0,52.93,0
4,14,1,0,307.33,0,53.48,0
4,14,1,15,317.73,0,53.28,0
4,14,1,30,314.67,0,53.58,0
4,14,1,45,316.4,0,53.54,0
4,14,4,0,262.73,0,53.77,0
4,14,7,0,55.13,0,51.2,0
4,14,7,15,53.8,0,51.55,0
4,14,8,30,153.53,10.78,47.73,0
4,14,10,30,245.93,7.53,49.35,0
4,14,13,30,210.8,0,50.61,0
4,14,14,0,204.8,0,50.67,0
4,14,15,30,133,0,50.22,0
4,14,16,0,130.33,0,50.56,0
4,14,16,15,134.27,0,50.14,0
4,14,16,30,130.67,0,50.65,0
4,14,18,45,221.53,0,50.8,0
4,14,19,15,159.67,0,50.02,0
4,14,19,45,123.4,0,48.07,0
4,14,23,30,324.27,0,51.86,0
4,15,0,15,273,0,51.39,0
4,15,3,15,267.6,0,52.06,0
4,15,7,45,466.8,14.44,54.55,0
4,15,9,30,151.47,8.09,46.67,0
4,15,10,45,153.53,5.96,45.52,0
4,15,11,15,175.13,0.25,49.71,0
4,15,11,30,201.4,0.04,49.99,0
4,15,11,45,206.73,0,49.9,0
4,15,12,0,203.2,0,49.96,0
4,15,12,15,198.6,0,49.91,0
4,15,13,45,255.2,0,50.52,0
4,15,14,0,295.13,0,50.98,0
4,15,16,15,220.67,0,50.56,0
4,15,18,15,280.27,0,50.99,0
4,15,23,45,373.2,0,52.82,0
4,16,1,0,257.33,0,52.07,0
4,16,2,15,297.07,0,53.26,0
4,16,2,45,256.53,0,52.96,0
4,16,3,0,258.53,0,52.52,0
4,16,3,30,256.13,0,52.89,0
4,16,3,45,255,0,53.08,0
4,16,4,0,253.53,0,53.06,0
4,16,4,15,252.6,0,53.29,0
4,16,5,0,297.27,0,53.27,0
4,16,5,15,289.8,0,53.55,0
4,16,5,30,289.13,0,53.61,0
4,16,6,0,283.67,0,53.5,0
4,16,6,15,269.67,0,53.58,0
4,16,8,0,171.27,12.41,49.03,0
4,16,14,30,173.87,0,50.25,0
4,16,15,15,174,0,50.33,0
4,16,15,45,174.8,0,50.39,0
4,16,17,15,297.8,0,51.61,0
4,16,17,30,297,0,51.53,0
4,16,18,30,171.93,0,50.68,0
4,16,19,0,174.27,0,50.55,0
4,16,19,30,174.53,0,50.36,0
4,16,23,45,310.67,0,52.1,0
4,17,0,45,171.93,0,51.2,0
4,17,2,45,328.87,0,53.41,0
4,17,4,0,259.33,0,53.12,0
4,17,7,15,336.93,0,54.44,0
4,17,8,30,74.27,10.41,49.13,0
4,17,8,45,74.53,9.79,49,0
4,17,11,30,172.4,0.06,50.25,0
4,17,11,45,171.93,0,50.39,0
4,17,12,45,170.8,0,50.99,0
4,17,15,15,347.2,0,53.01,0
4,17,16,0,170.6,0,51.13,0
4,17,16,45,305.4,0,52.55,0
4,17,17,30,349.07,0,52.95,0
4,17,17,45,347.07,0,53.22,0
4,17,18,45,348.47,0,52.89,0
4,17,19,15,347.47,0,53.29,0
4,17,20,0,350.73,0,52.78,0
4,17,21,0,271.27,0,52.3,0
4,17,21,45,260.13,0,52.07,0
4,17,22,0,240,0,52.05,0
4,17,22,45,243.53,0,52.05,0
4,18,0,15,170.93,0,51.72,0
4,18,1,0,168.67,0,52.11,0
4,18,1,15,116.4,0,51.81,0
4,18,1,30,91.8,0,51.96,0
4,18,2,0,48.33,0,51.86,0
4,18,3,15,53.13,0,51.82,0
4,18,4,45,89.07,0,52.02,0
4,18,12,0,254.53,0,51.07,0
4,18,12,15,254.47,0,51.14,0
4,18,12,45,250.67,0,51.21,0
4,18,13,45,246.2,0,51.46,0
4,18,15,15,227.53,0,51.33,0
4,18,17,45,213.93,0,51.43,0
4,18,18,15,161.13,0,49.88,0
4,18,18,30,233.27,0,47.36,0
4,18,19,15,232.47,0,46.9,0
4,18,20,30,175.4,0,46.91,0
4,18,22,30,318.47,0,51.48,0
4,18,23,15,431.47,0,53.63,0
4,19,0,45,236.93,0,51.54,0
4,19,2,30,230.47,0,52.14,0
4,19,4,0,245.73,0,52.59,0
4,19,6,15,251.93,0,52.82,0
4,19,6,45,298.67,0,53.06,0
4,19,7,30,15.87,6.48,50.05,0
4,19,7,45,40.47,11.18,49.19,0
4,19,8,0,41.53,10.4,49.14,0
4,19,11,45,93.87,0,47.74,0
4,19,13,30,412.27,0,52.69,0
4,19,13,45,407.6,0,52.49,0
4,19,14,30,405.93,0,52.55,0
4,19,16,15,432.93,0,53.36,0
4,19,18,15,292,0,51.77,0
4,19,18,45,292.13,0,51.71,0
4,19,20,0,170.53,0,47.73,0
4,19,21,15,151.93,0,47.78,0
4,19,22,45,306,0,51.69,0
4,20,0,0,215.8,0,51.21,0
4,20,1,15,239.8,0,52.01,0
4,20,1,45,182.4,0,51.61,0
4,20,2,0,175.47,0,51.56,0
4,20,2,30,241.09499999999997,0,76.995,1
4,20,3,15,159.33,0,51.37,0
4,20,3,30,154.53,0,51.41,0
4,20,3,45,151.4,0,51.41,0
4,20,4,45,176.4,0,51.75,0
4,20,5,30,152,0,51.58,0
4,20,6,45,262.6,0,52.33,0
4,20,7,15,218.4,0,51.52,0
4,20,8,45,169.93,0.8,51.1,0
4,20,9,30,169.47,0.88,51.01,0
4,20,11,0,120,0.71,50.55,0
4,20,11,15,121.6,0.24,50.51,0
4,20,12,15,188.53,0,50.9,0
4,20,13,45,188.67,0,50.91,0
4,20,14,45,192.27,0,50.1,0
4,20,15,0,194,0,49.69,0
4,20,20,30,164,0,47.39,0
4,20,22,45,410.27,0,52.82,0
4,21,4,15,253,0,52.89,0
4,21,5,0,133,0,51.38,0
4,21,5,30,189,0,51.65,0
4,21,6,0,188.53,0,51.87,0
4,21,6,15,187.67,0,52.23,0
4,21,6,30,217.8,0,52.41,0
4,21,8,0,51.73,0.85,49.93,0
4,21,8,15,50.87,0.81,49.51,0
4,21,12,45,396.6,0,52.48,0
4,21,13,15,422.33,0,52.78,0
4,21,13,45,417.73,0,52.95,0
4,21,14,45,413.53,0,52.91,0
4,21,15,15,416,0,53.01,0
4,21,15,45,411.27,0,53.13,0
4,21,17,45,435.67,0,53.54,0
4,21,20,0,184.2,0,47.38,0
4,21,21,45,468.47,0,53.4,0
4,22,0,30,225.8,0,51.65,0
4,22,0,45,302.27,0,52.88,0
4,22,1,45,277.6,0,52.5,0
4,22,3,15,261.6,0,52.48,0
4,22,3,30,262.4,0,52.48,0
4,22,4,30,273.2,0,53.03,0
4,22,5,45,269.27,0,52.94,0
4,22,6,15,137.07,0,51.5,0
4,22,6,30,137.53,0,51.46,0
4,22,6,45,78.93,0,50.59,0
4,22,9,15,91.07,29.12,48.15,0
4,22,13,15,441,0,52.82,0
4,22,16,15,400,0,52.56,0
4,22,16,30,399.27,0,52.76,0
4,22,20,30,271.395,0,70.74,1
4,22,20,45,181.8,0,47.31,0
4,22,21,45,299.2,0,51.18,0
4,22,22,30,278.13,0,51.24,0
4,23,2,15,246.87,0,52.3,0
4,23,2,30,236.4,0,52.15,0
4,23,3,30,305.47,0,53.44,0
4,23,3,45,303.07,0,53.61,0
4,23,6,15,115.8,0,51.81,0
4,23,8,0,157.53,39.73,49.12,0
4,23,8,15,160.93,32.34,48.99,0
4,23,9,30,155.93,32.98,46.76,0
4,23,9,45,160.4,24.88,46.69,0
4,23,12,45,292.67,0,51.14,0
4,23,13,0,291.07,0,51.05,0
4,23,14,0,291.93,0,51.11,0
4,23,16,15,296.33,0,51.13,0
4,23,17,0,287.27,0,51.32,0
4,23,21,15,88.27,0,48.37,0
4,23,23,15,383.8,0,52.78,0
4,23,23,30,381,0,52.93,0
4,24,2,0,361.005,0,78.225,1
4,24,3,0,267.53,0,52.84,0
4,24,4,45,280.73,0,52.81,0
4,24,6,15,98.4,0,51.65,0
4,24,10,45,143.27,24.89,46.4,0
4,24,11,0,145.6,4.72,46.56,0
4,24,11,30,144,0.06,46.52,0
4,24,12,45,143.33,0,46.96,0
4,24,13,15,322.93,0,51.16,0
4,24,14,0,260,0,50.71,0
4,24,14,45,174.6,0,50.38,0
4,24,15,30,267.33,0,51.08,0
4,24,16,15,231.2,0,50.59,0
4,24,21,30,223.6,0,50.8,0
4,25,0,45,285.33,0,52.5,0
4,25,1,0,293.6,0,52.39,0
4,25,1,30,281.13,0,52.65,0
4,25,2,45,280.13,0,52.7,0
4,25,4,30,125.93,0,51.51,0
4,25,4,45,160.8,0,51.53,0
4,25,5,15,178.73,0,52.11,0
4,25,7,30,106.33,30.57,50.67,0
4,25,8,0,81.93,27.43,50.4,0
4,25,10,0,100.27,32.29,47.73,0
4,25,12,15,129.47,0,47.29,0
4,25,13,30,325.53,0,51.53,0
4,25,14,45,394.27,0,52.59,0
4,25,15,15,353.67,0,52.05,0
4,25,16,15,354.33,0,52.35,0
4,25,17,45,384.8,0,52.88,0
4,25,18,15,383.27,0,52.64,0
4,25,19,15,376.53,0,52.66,0
4,25,19,45,375.93,0,52.7,0
4,25,20,15,141.13,0,47.73,0
4,25,20,30,135.07,0,47.66,0
4,25,22,0,382.93,0,52.42,0
4,25,22,15,380.93,0,52.65,0
4,25,22,45,380.47,0,52.76,0
4,26,0,0,310.8,0,52.28,0
4,26,2,15,257.8,0,52.9,0
4,26,2,30,263.93,0,52.59,0
4,26,4,45,297.33,0,53.89,0
4,26,5,0,283.87,0,53.27,0
4,26,6,30,9.87,0,51.14,0
4,26,7,15,309.6,0,52.73,0
4,26,8,30,84.27,28.49,48.67,0
4,26,8,45,85,28.18,48.98,0
4,26,9,15,84.07,36.12,48.72,0
4,26,10,15,85.33,35.41,48.71,0
4,26,10,30,84.13,24.87,48.61,0
4,26,10,45,88.67,24.51,49.09,0
4,26,11,0,274.67,6.19,51.84,0
4,26,11,15,290.33,0.27,51.65,0
4,26,12,45,265.6,0,51.46,0
4,26,13,45,285.8,0,51.37,0
4,26,14,15,299.93,0,51.66,0
4,26,15,30,301,0,51.54,0
4,26,16,30,292.8,0,51.84,0
4,26,19,15,142.2,0,48.26,0
4,26,22,45,410.4,0,52.82,0
4,26,23,0,406.8,0,52.95,0
4,27,2,30,271.53,0,52.9,0
4,27,3,0,281.47,0,52.59,0
4,27,3,30,280.4,0,52.67,0
4,27,5,0,276.93,0,52.85,0
4,27,6,15,266.27,0,52.63,0
4,27,7,30,103.2,23.79,48.72,0
4,27,10,0,104,31.3,48.23,0
4,27,11,0,17.33,5.41,49.61,0
4,27,12,0,502.8,0,54.27,0
4,27,14,15,277.27,0,51.41,0
4,27,15,0,320.07,0,51.9,0
4,27,15,15,340,0,52.27,0
4,27,15,30,337.13,0,52.4,0
4,27,17,0,452.67,0,54.26,0
4,27,19,30,117.53,0,48.94,0
4,27,20,30,117.07,0,48.06,0
4,27,21,0,117.53,0,48.09,0
4,27,21,30,116.53,0,47.72,0
4,28,1,15,173.8,0,51.71,0
4,28,1,30,286.67,0,53.12,0
4,28,2,15,308.53,0,53.74,0
4,28,3,30,249.27,0,53.14,0
4,28,4,30,248.73,0,53.31,0
4,28,4,45,249.4,0,53.23,0
4,28,5,30,255.93,0,53.05,0
4,28,6,30,251,0,52.84,0
4,28,8,30,110.73,24.98,49.03,0
4,28,8,45,109.87,36.37,49.27,0
4,28,9,30,112.2,25.67,49.14,0
4,28,11,0,112.2,5.06,48.56,0
4,28,11,15,110.8,0.27,49.16,0
4,28,11,30,113.13,0.06,48.66,0
4,28,11,45,110.33,0,48.95,0
4,28,12,45,56.73,0,49.65,0
4,28,14,30,483.93,0,53.74,0
4,28,15,45,477.2,0,54.12,0
4,28,17,15,422.53,0,53.84,0
4,28,20,0,148.93,0,48.1,0
4,28,22,30,148.13,0,48.24,0
4,29,0,15,284.53,0,51.99,0
4,29,3,15,293.27,0,52.84,0
4,29,3,30,304.73,0,53.04,0
4,29,6,45,349.07,0,53.57,0
4,29,7,45,76.4,26.91,48.92,0
4,29,9,0,75.67,28.13,48.37,0
4,29,9,45,74.8,26.92,48.05,0
4,29,12,15,395.67,0,52.58,0
4,29,13,30,379.4,0,52.89,0
4,29,13,45,393.73,0,52.61,0
4,29,14,30,363.73,0,52.04,0
4,29,17,0,351.6,0,52.52,0
4,29,20,0,160.13,0,47.95,0
4,30,1,30,172.73,0,51.05,0
4,30,1,45,172.67,0,51.15,0
4,30,2,15,170.93,0,51.53,0
4,30,3,0,306.4,0,52.86,0
4,30,3,45,297.13,0,53.32,0
4,30,4,0,296.4,0,53.33,0
4,30,4,45,288.6,0,53.33,0
4,30,6,30,300.07,0,53.62,0
4,30,6,45,368.4,0,54.39,0
4,30,7,30,115.07,19.86,49.86,0
4,30,7,45,114.8,25.54,49.3,0
4,30,10,30,155.47,24.74,46.22,0
4,30,11,0,267.6,5.14,50.89,0
4,30,11,15,313.67,0.27,51.27,0
4,30,11,30,314.07,0.06,51.03,0
4,30,12,15,445.8,0,52.61,0
4,30,17,0,353.87,0,52.2,0
4,30,17,45,340,0,51.99,0
4,30,18,15,340.2,0,51.92,0
4,30,18,30,333.53,0,51.83,0
4,30,19,15,268.6,0,50.98,0
4,30,20,0,160.87,0,48.02,0
4,30,20,45,163.8,0,48.61,0
4,30,22,30,329.33,0,52.12,0
4,30,23,45,426.87,0,54,0
5,1,0,0,298.8,0,52.01,0
5,1,0,15,261.2,0,51.98,0
5,1,2,45,208.67,0,52.38,0
5,1,3,0,199,0,52.35,0
5,1,3,30,102.2,0,51.27,0
5,1,4,15,86.67,0,51.51,0
5,1,4,30,88.2,0,51.54,0
5,1,5,15,90.6,0,51.46,0
5,1,5,45,87.13,0,51.76,0
5,1,8,30,73.6,24.66,50.17,0
5,1,9,45,73.93,25.29,47.88,0
5,1,10,0,73.67,25.82,47.78,0
5,1,10,15,73.6,25.72,47.42,0
5,1,13,15,379,0,52.46,0
5,1,15,15,256.47,0,51.53,0
5,1,15,45,300,0,52.12,0
5,1,16,30,311.2,0,52.02,0
5,1,20,0,199.67,0,47.05,0
5,1,21,15,325.67,0,51.76,0
5,1,22,45,485.505,0,78.105,1
5,1,23,45,385.13,0,53.45,0
5,2,1,15,184.07,0,51.84,0
5,2,3,15,262.93,0,52.93,0
5,2,4,0,262,0,53.03,0
5,2,4,45,263.4,0,53.2,0
5,2,5,45,262.07,0,53.17,0
5,2,10,15,194.53,26.34,47.53,0
5,2,10,30,193.27,24.77,46.99,0
5,2,12,30,264.53,0,51.37,0
5,2,12,45,266.2,0,51.37,0
5,2,15,45,221.47,0,51.16,0
5,2,18,15,79.13,0,49.51,0
5,2,18,45,79.53,0,48.77,0
5,2,19,30,79.33,0,48.57,0
5,2,19,45,79,0,48.54,0
5,2,22,30,287.87,0,51.14,0
5,2,23,0,293.13,0,51.31,0
5,3,2,0,251.6,0,52.61,0
5,3,4,45,278.27,0,53.12,0
5,3,9,45,139.87,25.09,48.07,0
5,3,11,0,139.33,6.27,48.46,0
5,3,11,45,94.47,0,50.69,0
5,3,12,45,324.93,0,51.87,0
5,3,13,15,429.33,0,53.1,0
5,3,13,45,367,0,52.5,0
5,3,14,30,286.07,0,51.47,0
5,3,14,45,290.4,0,51.33,0
5,3,15,0,290.53,0,51.33,0
5,3,18,0,102.6,0,49.3,0
5,3,20,30,103.8,0,47.88,0
5,3,20,45,103.33,0,47.81,0
5,3,21,0,103.4,0,47.56,0
5,3,22,0,100,0,48.19,0
5,3,22,45,327.47,0,51.48,0
5,4,0,30,315.8,0,52.67,0
5,4,1,45,306.87,0,53.25,0
5,4,2,0,307.73,0,53.08,0
5,4,3,15,249.07,0,52.28,0
5,4,4,0,267.8,0,52.59,0
5,4,4,15,261.93,0,52.96,0
5,4,6,0,265.73,0,52.81,0
5,4,6,15,267.67,0,52.73,0
5,4,9,15,106.67,25.6,48.69,0
5,4,10,45,68.4,25.14,49.41,0
5,4,11,45,481.73,0,54.15,0
5,4,14,15,302.33,0,51.98,0
5,4,16,15,251.93,0,51.59,0
5,4,16,30,282.4,0,52.36,0
5,4,17,0,325.93,0,52.49,0
5,4,17,30,324.87,0,52.74,0
5,4,20,0,59.6,0,49.03,0
5,4,20,15,59.93,0,49.48,0
5,4,20,45,59.27,0,48.88,0
5,4,21,15,59.87,0,49.22,0
5,4,22,0,59.8,0,48.84,0
5,4,22,30,161.27,0,50.72,0
5,4,23,0,352.8,0,52.85,0
5,4,23,45,350.13,0,52.86,0
5,5,1,0,320.93,0,53.37,0
5,5,3,0,293.33,0,53.5,0
5,5,3,30,311.27,0,53.99,0
5,5,6,15,6.93,0,51.5,0
5,5,6,30,7.33,0,51.55,0
5,5,7,15,106.8,0,49.45,0
5,5,8,30,111.33,27.02,48.5,0
5,5,9,30,107.07,28.85,48.38,0
5,5,10,15,107.53,25.23,48.2,0
5,5,12,45,106.93,0,47.59,0
5,5,15,0,378,0,52.12,0
5,5,15,45,377.6,0,52.12,0
5,5,16,15,432.93,0,53.42,0
5,5,17,45,366.87,0,52.41,0
5,5,18,0,368.27,0,52.44,0
5,5,19,15,373.33,0,52.49,0
5,5,21,15,73.47,0,47.86,0
5,6,0,15,344.13,0,53.16,0
5,6,2,15,233.93,0,52.46,0
5,6,9,45,109.47,32.29,48.1,0
5,6,11,30,200.33,0.07,46.97,0
5,6,11,45,330.87,0,51.95,0
5,6,12,15,366.13,0,51.9,0
5,6,16,45,432.53,0,52.79,0
5,6,17,30,328.8,0,51.78,0
5,6,17,45,330.33,0,51.54,0
5,6,18,30,366.4,0,52.64,0
5,6,18,45,482.53,0,53.93,0
5,6,19,45,330.73,0,51.97,0
5,6,20,15,104.2,0,48.82,0
5,6,21,45,149.595,0,72.72,1
5,7,1,0,291.93,0,52.7,0
5,7,2,0,288.47,0,52.93,0
5,7,2,45,286.13,0,53,0
5,7,3,0,282.8,0,53.27,0
5,7,6,0,275.13,0,53.66,0
5,7,8,45,132.33,33.01,47.69,0
5,7,9,30,132.07,28.22,46.62,0
5,7,9,45,129.67,26.78,46.61,0
5,7,10,15,129.93,24.53,46.53,0
5,7,13,30,390.27,0,52.16,0
5,7,13,45,387.53,0,52.23,0
5,7,14,0,388.67,0,52.2,0
5,7,14,45,389.6,0,52.08,0
5,7,15,15,386.4,0,52.24,0
5,7,19,30,199.13,0,47.77,0
5,7,19,45,198.47,0,47.32,0
5,7,20,45,199.73,0,47.36,0
5,7,22,45,416.07,0,53.01,0
5,7,23,30,406.47,0,53.15,0
5,8,0,0,387.6,0,52.98,0
5,8,0,45,258.07,0,51.76,0
5,8,3,15,227.4,0,52.42,0
5,8,4,45,265.33,0,53.15,0
5,8,5,15,261.47,0,53.24,0
5,8,5,30,260.27,0,53.24,0
5,8,6,45,275.4,0,53.22,0
5,8,7,30,438.67,25.41,55.11,0
5,8,7,45,447.33,32.6,55.12,0
5,8,9,0,324.4,24.94,52.84,0
5,8,9,45,108.93,32.5,48.04,0
5,8,10,0,109.33,25.57,46.9,0
5,8,12,0,110.53,0,47.3,0
5,8,14,0,108.33,0,47.67,0
5,8,16,15,274.13,0,51.14,0
5,8,17,45,353.8,0,52.03,0
5,8,19,45,411.27,0,52.73,0
5,8,20,30,405.4,0,52.46,0
5,8,20,45,388.13,0,51.98,0
5,9,0,15,311.07,0,52.42,0
5,9,1,30,249.67,0,52.8,0
5,9,2,15,234.87,0,52.56,0
5,9,2,30,233.4,0,52.37,0
5,9,3,30,232.2,0,52.81,0
5,9,3,45,239,0,52.86,0
5,9,4,0,267.27,0,53.03,0
5,9,6,30,225.53,0,52.65,0
5,9,7,30,183.33,17.78,47.03,0
5,9,8,0,196.13,27.72,46.64,0
5,9,8,30,202.07,24.74,46.18,0
5,9,9,30,200.2,32.8,46.52,0
5,9,11,15,284.8,0.31,51.54,0
5,9,12,45,281.4,0,51.42,0
5,9,13,0,283.73,0,51.25,0
5,9,14,15,284.2,0,51.38,0
5,9,14,30,284.33,0,51.46,0
5,9,14,45,287.53,0,51.23,0
5,9,16,15,325.67,0,51.86,0
5,9,17,0,323.53,0,51.8,0
5,9,17,30,318.93,0,52.04,0
5,9,22,0,2.8,0,49.1,0
5,9,22,30,267.47,0,51.24,0
5,9,23,45,383.27,0,53.18,0
5,10,0,30,241.47,0,51.81,0
5,10,2,0,269.27,0,52.63,0
5,10,2,45,277.87,0,52.73,0
5,10,5,15,237.8,0,52.63,0
5,10,7,15,332.8,0,52.25,0
5,10,9,45,175.33,24.53,46.24,0
5,10,10,30,174.93,24.96,46.56,0
5,10,11,15,378.53,0.27,51.98,0
5,10,12,45,304.87,0,51.06,0
5,10,14,0,273.4,0,50.88,0
5,10,14,30,260.53,0,50.74,0
5,10,16,0,410.87,0,52.69,0
5,10,19,15,2.67,0,49.44,0
5,10,20,30,91.87,0,47.74,0
5,10,21,15,288.8,0,50.82,0
5,10,23,0,398.73,0,52.59,0
5,11,0,0,401.13,0,53.51,0
5,11,1,0,253.87,0,52.07,0
5,11,2,15,162.67,0,51.55,0
5,11,4,0,197.13,0,51.99,0
5,11,5,45,197,0,51.99,0
5,11,6,0,196.47,0,51.8,0
5,11,6,15,197.33,0,51.9,0
5,11,6,45,198.73,0,51.66,0
5,11,7,15,303.47,0,52.14,0
5,11,7,45,121.93,25.3,47.6,0
5,11,10,15,515.4,25.34,53.78,0
5,11,11,15,435,0.28,53.24,0
5,11,11,30,348.07,0.07,52.16,0
5,11,13,45,241.13,0,51.66,0
5,11,15,30,187.87,0,51.05,0
5,11,23,30,198.6,0,51.75,0
5,12,0,0,198.27,0,52.02,0
5,12,4,45,4.6,0,52,0
5,12,6,45,4.8,0,51.41,0
5,12,9,30,119.53,24.93,49.69,0
5,12,11,0,219.67,5.94,48.27,0
5,12,11,30,227.33,0.08,48.31,0
5,12,13,30,202.6,0,51.22,0
5,12,14,30,202.2,0,51.22,0
5,12,15,30,203.13,0,51.1,0
5,12,19,45,125.93,0,49.27,0
5,12,21,15,125.4,0,48.84,0
5,12,22,0,125.6,0,49.15,0
5,12,23,30,163.93,0,49.86,0
5,13,0,15,261.495,0,77.44500000000001,1
5,13,0,30,174.53,0,52.01,0
5,13,1,15,165.53,0,52.65,0
5,13,1,30,156.73,0,52.38,0
5,13,1,45,114,0,52.01,0
5,13,2,0,7.93,0,51.29,0
