id,value_y_name,value_y,value_x_name,value_x,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
252,end_device_ids.device_id,0.14285714285714285,0,0.5050100200400801,0.42,0.42,0.41,0.41,0.43,0.41,0.41,0.43,0.41,0.42,0.41,0.41,0.42,0.42,0.42,0.41,0.41,0.42,0.42,0.41,0.43,0.42,0.40,0.42,0.42,10.41,0.42,false
253,end_device_ids.device_id,0.21428571428571427,0,0.5070140280561122,0.45,0.44,0.44,0.44,0.46,0.46,0.44,0.45,0.44,0.45,0.44,0.43,0.44,0.46,0.44,0.44,0.44,0.45,0.46,0.44,0.45,0.46,0.46,0.45,0.44,11.17,0.45,false
254,end_device_ids.device_id,0.2857142857142857,0,0.5090180360721442,0.39,0.40,0.39,0.38,0.38,0.39,0.39,0.39,0.38,0.40,0.38,0.39,0.40,0.39,0.39,0.39,0.38,0.39,0.39,0.40,0.39,0.40,0.39,0.38,0.40,9.75,0.39,false
255,end_device_ids.device_id,0.35714285714285715,0,0.5110220440881763,0.38,0.39,0.39,0.38,0.38,0.38,0.39,0.38,0.38,0.38,0.38,0.39,0.39,0.38,0.39,0.38,0.38,0.38,0.38,0.39,0.39,0.38,0.39,0.39,0.38,9.60,0.38,false
256,end_device_ids.device_id,0.42857142857142855,0,0.5130260521042084,0.49,0.48,0.47,0.48,0.50,0.47,0.46,0.47,0.49,0.50,0.50,0.46,0.48,0.49,0.48,0.47,0.45,0.47,0.48,0.49,0.49,0.49,0.48,0.49,0.46,11.99,0.48,false
257,end_device_ids.device_id,0.5,0,0.5150300601202404,0.47,0.49,0.49,0.48,0.48,0.48,0.49,0.48,0.48,0.49,0.48,0.47,0.48,0.48,0.49,0.48,0.47,0.49,0.49,0.46,0.47,0.49,0.49,0.49,0.47,12.03,0.48,false
258,end_device_ids.device_id,0.5714285714285714,0,0.5170340681362725,0.37,0.38,0.37,0.36,0.38,0.38,0.38,0.38,0.38,0.38,0.36,0.38,0.38,0.37,0.37,0.37,0.38,0.38,0.38,0.38,0.37,0.38,0.37,0.37,0.38,9.38,0.38,false
259,end_device_ids.device_id,0.6428571428571429,0,0.5190380761523046,0.41,0.43,0.41,0.41,0.40,0.40,0.41,0.41,0.41,0.42,0.38,0.42,0.42,0.40,0.41,0.41,0.40,0.42,0.40,0.40,0.41,0.39,0.40,0.39,0.40,10.16,0.41,false
260,end_device_ids.device_id,0.7142857142857143,0,0.5210420841683366,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.36,0.37,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.36,0.37,9.25,0.37,false
261,end_device_ids.device_id,0.7857142857142857,0,0.5230460921843687,0.39,0.40,0.40,0.38,0.39,0.39,0.39,0.39,0.39,0.40,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,9.74,0.39,false
262,end_device_ids.device_id,0.14285714285714285,0,0.5250501002004008,0.39,0.40,0.40,0.40,0.41,0.40,0.40,0.41,0.41,0.41,0.41,0.39,0.40,0.40,0.40,0.40,0.39,0.40,0.41,0.41,0.42,0.40,0.40,0.40,0.39,10.05,0.40,false
263,end_device_ids.device_id,0.21428571428571427,0,0.5270541082164328,0.40,0.40,0.40,0.40,0.41,0.41,0.40,0.41,0.41,0.41,0.41,0.39,0.41,0.40,0.41,0.40,0.39,0.40,0.41,0.41,0.42,0.41,0.40,0.41,0.40,10.12,0.40,false
264,end_device_ids.device_id,0.8571428571428571,0,0.5290581162324649,0.42,0.42,0.42,0.40,0.42,0.41,0.41,0.41,0.42,0.42,0.43,0.41,0.42,0.41,0.42,0.40,0.42,0.42,0.41,0.42,0.41,0.42,0.41,0.40,0.41,10.36,0.41,false
265,end_device_ids.device_id,0.9285714285714286,0,0.531062124248497,0.37,0.39,0.40,0.39,0.38,0.39,0.38,0.40,0.38,0.39,0.38,0.38,0.39,0.38,0.38,0.38,0.39,0.39,0.38,0.38,0.38,0.39,0.38,0.36,0.39,9.60,0.38,false
266,end_device_ids.device_id,1,0,0.533066132264529,0.42,0.43,0.42,0.41,0.44,0.43,0.42,0.43,0.43,0.43,0.42,0.42,0.43,0.42,0.42,0.43,0.43,0.43,0.42,0.43,0.42,0.42,0.42,0.42,0.43,10.62,0.42,false
267,end_device_ids.device_id,0.42857142857142855,0,0.5350701402805611,0.40,0.42,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.43,0.41,0.40,0.41,0.42,0.41,0.42,0.40,0.41,0.42,0.42,0.44,0.42,0.41,0.41,0.40,10.37,0.41,false
268,end_device_ids.device_id,0,0,0.5370741482965932,0.64,0.62,0.62,0.64,0.61,0.65,0.62,0.64,0.61,0.65,0.64,0.63,0.63,0.64,0.62,0.64,0.64,0.64,0.65,0.62,0.64,0.62,0.64,0.62,0.63,15.80,0.63,false
269,end_device_ids.device_id,0.07142857142857142,0,0.5390781563126252,0.43,0.44,0.45,0.45,0.44,0.44,0.45,0.45,0.44,0.45,0.46,0.46,0.46,0.45,0.46,0.44,0.44,0.44,0.43,0.43,0.43,0.44,0.44,0.44,0.44,11.10,0.44,false
270,end_device_ids.device_id,0.14285714285714285,0,0.5410821643286573,0.48,0.51,0.49,0.49,0.51,0.50,0.49,0.50,0.49,0.50,0.51,0.48,0.49,0.49,0.49,0.48,0.49,0.50,0.50,0.50,0.50,0.51,0.49,0.49,0.49,12.37,0.49,false
271,end_device_ids.device_id,0.21428571428571427,0,0.5430861723446894,0.45,0.45,0.45,0.43,0.45,0.46,0.44,0.45,0.43,0.44,0.42,0.43,0.45,0.45,0.44,0.43,0.43,0.45,0.44,0.43,0.44,0.45,0.45,0.44,0.44,11.04,0.44,false
272,end_device_ids.device_id,0.2857142857142857,0,0.5450901803607214,0.39,0.40,0.41,0.39,0.39,0.40,0.40,0.40,0.39,0.40,0.38,0.41,0.40,0.39,0.39,0.38,0.38,0.39,0.39,0.40,0.41,0.40,0.40,0.39,0.41,9.89,0.40,false
273,end_device_ids.device_id,0.35714285714285715,0,0.5470941883767535,0.37,0.38,0.38,0.37,0.36,0.38,0.38,0.38,0.37,0.38,0.36,0.37,0.38,0.37,0.37,0.38,0.37,0.37,0.38,0.37,0.39,0.38,0.38,0.37,0.37,9.36,0.37,false
274,end_device_ids.device_id,0.42857142857142855,0,0.5490981963927856,0.45,0.47,0.45,0.46,0.46,0.46,0.46,0.48,0.46,0.47,0.45,0.44,0.46,0.47,0.46,0.47,0.45,0.45,0.46,0.47,0.46,0.45,0.46,0.45,0.45,11.47,0.46,false
275,end_device_ids.device_id,0.5,0,0.5511022044088176,0.38,0.38,0.39,0.38,0.37,0.39,0.38,0.38,0.37,0.39,0.37,0.38,0.38,0.38,0.37,0.37,0.38,0.38,0.38,0.39,0.39,0.37,0.38,0.37,0.37,9.47,0.38,false
276,end_device_ids.device_id,0.5714285714285714,0,0.5531062124248497,0.38,0.40,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.37,0.37,0.38,0.39,0.38,0.39,0.38,0.38,0.39,0.38,0.38,9.51,0.38,false
277,end_device_ids.device_id,0.6428571428571429,0,0.5551102204408818,0.42,0.44,0.43,0.42,0.41,0.43,0.42,0.43,0.43,0.44,0.41,0.43,0.44,0.42,0.43,0.42,0.41,0.43,0.42,0.40,0.43,0.42,0.43,0.42,0.42,10.60,0.42,false
278,end_device_ids.device_id,0.7142857142857143,0,0.5571142284569138,0.37,0.38,0.37,0.36,0.37,0.38,0.37,0.38,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.37,0.37,0.37,0.36,0.37,9.26,0.37,false
279,end_device_ids.device_id,0.7857142857142857,0,0.5591182364729459,0.39,0.38,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.38,0.40,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.41,0.38,0.38,9.73,0.39,false
280,end_device_ids.device_id,0.14285714285714285,0,0.561122244488978,0.40,0.42,0.41,0.41,0.40,0.40,0.40,0.41,0.41,0.42,0.40,0.40,0.40,0.40,0.40,0.41,0.40,0.40,0.41,0.41,0.41,0.41,0.41,0.41,0.41,10.16,0.41,false
281,end_device_ids.device_id,0.21428571428571427,0,0.56312625250501,0.44,0.46,0.45,0.44,0.46,0.45,0.44,0.46,0.46,0.47,0.45,0.45,0.45,0.46,0.45,0.48,0.46,0.44,0.45,0.45,0.45,0.45,0.44,0.46,0.46,11.33,0.45,false
282,end_device_ids.device_id,0.8571428571428571,0,0.5651302605210421,0.51,0.53,0.50,0.50,0.52,0.52,0.52,0.50,0.53,0.52,0.51,0.50,0.53,0.51,0.52,0.49,0.53,0.50,0.50,0.51,0.50,0.50,0.49,0.53,0.51,12.78,0.51,false
283,end_device_ids.device_id,0.9285714285714286,0,0.5671342685370742,0.38,0.38,0.38,0.37,0.38,0.37,0.37,0.38,0.38,0.37,0.37,0.38,0.38,0.37,0.38,0.37,0.38,0.39,0.37,0.39,0.38,0.38,0.39,0.36,0.38,9.43,0.38,false
284,end_device_ids.device_id,1,0,0.5691382765531062,0.48,0.50,0.49,0.47,0.51,0.49,0.47,0.48,0.49,0.51,0.51,0.48,0.50,0.49,0.50,0.49,0.50,0.49,0.51,0.49,0.48,0.50,0.48,0.46,0.48,12.25,0.49,false
285,end_device_ids.device_id,0.42857142857142855,0,0.5711422845691383,0.44,0.46,0.45,0.45,0.46,0.46,0.45,0.45,0.45,0.46,0.45,0.45,0.45,0.46,0.47,0.45,0.46,0.45,0.46,0.45,0.45,0.44,0.45,0.46,0.46,11.34,0.45,false
286,end_device_ids.device_id,0,0,0.5731462925851704,0.61,0.60,0.62,0.63,0.61,0.61,0.60,0.63,0.61,0.65,0.63,0.61,0.62,0.64,0.61,0.63,0.62,0.63,0.63,0.60,0.61,0.61,0.63,0.63,0.61,15.48,0.62,false
287,end_device_ids.device_id,0.07142857142857142,0,0.5751503006012024,0.45,0.46,0.46,0.48,0.46,0.49,0.45,0.47,0.47,0.47,0.46,0.49,0.47,0.45,0.48,0.46,0.47,0.46,0.47,0.47,0.48,0.47,0.47,0.45,0.45,11.66,0.47,false
288,end_device_ids.device_id,0.14285714285714285,0,0.5771543086172345,0.45,0.47,0.47,0.47,0.46,0.47,0.46,0.46,0.47,0.46,0.46,0.45,0.46,0.47,0.46,0.47,0.47,0.47,0.48,0.47,0.45,0.45,0.47,0.47,0.45,11.59,0.46,false
289,end_device_ids.device_id,0.21428571428571427,0,0.5791583166332666,0.46,0.47,0.48,0.46,0.47,0.48,0.47,0.46,0.48,0.47,0.47,0.47,0.47,0.49,0.47,0.48,0.47,0.46,0.49,0.46,0.48,0.46,0.46,0.46,0.47,11.76,0.47,false
290,end_device_ids.device_id,0.2857142857142857,0,0.5811623246492986,0.39,0.39,0.40,0.38,0.38,0.39,0.40,0.40,0.39,0.40,0.38,0.39,0.39,0.38,0.38,0.39,0.39,0.38,0.40,0.39,0.40,0.39,0.39,0.38,0.40,9.75,0.39,false
291,end_device_ids.device_id,0.35714285714285715,0,0.5831663326653307,0.38,0.38,0.37,0.37,0.37,0.37,0.38,0.37,0.37,0.38,0.36,0.37,0.37,0.37,0.38,0.38,0.37,0.36,0.37,0.37,0.39,0.37,0.37,0.37,0.37,9.31,0.37,false
292,end_device_ids.device_id,0.42857142857142855,0,0.5851703406813628,0.45,0.46,0.46,0.46,0.45,0.46,0.45,0.45,0.46,0.46,0.46,0.46,0.46,0.47,0.47,0.46,0.47,0.44,0.45,0.44,0.47,0.44,0.45,0.46,0.46,11.42,0.46,false
293,end_device_ids.device_id,0.5,0,0.5871743486973948,0.37,0.39,0.38,0.38,0.37,0.39,0.38,0.39,0.39,0.38,0.37,0.38,0.39,0.38,0.38,0.37,0.38,0.38,0.38,0.39,0.39,0.38,0.39,0.37,0.38,9.53,0.38,false
294,end_device_ids.device_id,0.5714285714285714,0,0.5891783567134269,0.38,0.38,0.39,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.40,0.38,0.39,0.39,0.39,0.39,0.40,0.39,0.40,0.39,0.39,9.71,0.39,false
295,end_device_ids.device_id,0.6428571428571429,0,0.591182364729459,0.40,0.41,0.39,0.40,0.39,0.40,0.40,0.40,0.39,0.40,0.38,0.39,0.39,0.38,0.40,0.40,0.39,0.41,0.40,0.39,0.40,0.39,0.40,0.39,0.39,9.88,0.40,false
296,end_device_ids.device_id,0.7142857142857143,0,0.593186372745491,0.38,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.38,0.39,0.38,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.38,0.39,0.38,0.38,0.38,0.38,9.60,0.38,false
297,end_device_ids.device_id,0.7857142857142857,0,0.5951903807615231,0.41,0.40,0.40,0.40,0.39,0.41,0.41,0.40,0.40,0.41,0.40,0.39,0.40,0.39,0.40,0.39,0.41,0.40,0.40,0.40,0.40,0.42,0.41,0.39,0.40,10.03,0.40,false
298,end_device_ids.device_id,0.14285714285714285,0,0.5971943887775552,0.40,0.41,0.41,0.40,0.40,0.40,0.40,0.41,0.40,0.41,0.39,0.40,0.41,0.41,0.40,0.41,0.41,0.40,0.41,0.40,0.42,0.41,0.40,0.41,0.40,10.12,0.40,false
299,end_device_ids.device_id,0.21428571428571427,0,0.5991983967935872,0.45,0.46,0.46,0.46,0.46,0.48,0.45,0.47,0.48,0.45,0.46,0.47,0.46,0.45,0.46,0.46,0.47,0.47,0.48,0.45,0.46,0.45,0.46,0.46,0.46,11.54,0.46,false
300,end_device_ids.device_id,0.8571428571428571,0,0.6012024048096193,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.43,0.43,0.42,0.41,0.42,0.43,0.42,0.43,0.43,0.43,0.42,0.41,0.43,0.42,0.41,0.41,10.54,0.42,false
301,end_device_ids.device_id,0.9285714285714286,0,0.6032064128256514,0.38,0.39,0.40,0.40,0.39,0.40,0.40,0.40,0.39,0.39,0.39,0.39,0.40,0.40,0.39,0.39,0.39,0.40,0.40,0.39,0.40,0.41,0.41,0.39,0.40,9.89,0.40,false
302,end_device_ids.device_id,1,0,0.6052104208416834,0.50,0.48,0.49,0.46,0.49,0.48,0.47,0.47,0.48,0.50,0.48,0.48,0.48,0.48,0.49,0.48,0.49,0.50,0.48,0.48,0.47,0.49,0.47,0.46,0.47,12.02,0.48,false
303,end_device_ids.device_id,0.42857142857142855,0,0.6072144288577155,0.46,0.46,0.46,0.48,0.47,0.47,0.46,0.50,0.48,0.46,0.45,0.47,0.47,0.49,0.46,0.47,0.45,0.46,0.46,0.47,0.47,0.47,0.46,0.45,0.45,11.65,0.47,false
304,end_device_ids.device_id,0,0,0.6092184368737475,0.63,0.62,0.64,0.64,0.63,0.64,0.64,0.65,0.62,0.66,0.65,0.63,0.63,0.64,0.62,0.65,0.66,0.65,0.65,0.63,0.64,0.65,0.64,0.65,0.65,16.01,0.64,false
305,end_device_ids.device_id,0.07142857142857142,0,0.6112224448897795,0.54,0.56,0.53,0.54,0.53,0.53,0.54,0.53,0.53,0.54,0.52,0.52,0.55,0.53,0.54,0.50,0.54,0.52,0.52,0.53,0.51,0.52,0.51,0.54,0.53,13.25,0.53,false
306,end_device_ids.device_id,0.14285714285714285,0,0.6132264529058116,0.42,0.43,0.43,0.41,0.42,0.44,0.42,0.43,0.43,0.44,0.41,0.42,0.43,0.43,0.43,0.43,0.42,0.41,0.42,0.43,0.43,0.43,0.42,0.42,0.42,10.62,0.42,false
307,end_device_ids.device_id,0.21428571428571427,0,0.6152304609218436,0.44,0.47,0.45,0.46,0.46,0.45,0.46,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.46,0.46,0.45,0.44,0.46,0.46,0.46,0.44,0.45,0.45,0.44,11.32,0.45,false
308,end_device_ids.device_id,0.2857142857142857,0,0.6172344689378757,0.40,0.40,0.40,0.39,0.39,0.40,0.40,0.40,0.40,0.40,0.38,0.40,0.39,0.40,0.39,0.39,0.39,0.39,0.40,0.40,0.41,0.41,0.40,0.38,0.41,9.92,0.40,false
309,end_device_ids.device_id,0.35714285714285715,0,0.6192384769539078,0.38,0.38,0.38,0.37,0.37,0.38,0.39,0.38,0.38,0.38,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.38,0.38,0.39,0.37,0.39,0.37,0.39,9.43,0.38,false
310,end_device_ids.device_id,0.42857142857142855,0,0.6212424849699398,0.45,0.46,0.45,0.47,0.45,0.47,0.46,0.47,0.46,0.46,0.45,0.46,0.46,0.48,0.46,0.45,0.47,0.44,0.46,0.46,0.46,0.45,0.45,0.46,0.45,11.46,0.46,false
311,end_device_ids.device_id,0.5,0,0.6232464929859719,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.38,0.38,0.39,0.37,0.38,0.38,0.37,0.37,0.37,0.38,0.37,0.38,0.39,0.39,0.37,0.38,0.36,0.38,9.40,0.38,false
312,end_device_ids.device_id,0.5714285714285714,0,0.625250501002004,0.39,0.38,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.37,0.39,0.39,0.38,0.38,0.38,0.39,0.38,0.40,0.39,0.39,0.40,0.38,0.38,0.39,9.65,0.39,false
313,end_device_ids.device_id,0.6428571428571429,0,0.627254509018036,0.39,0.41,0.40,0.40,0.40,0.43,0.40,0.41,0.41,0.41,0.39,0.41,0.41,0.39,0.41,0.40,0.40,0.41,0.40,0.41,0.40,0.41,0.41,0.40,0.41,10.12,0.40,false
314,end_device_ids.device_id,0.7142857142857143,0,0.6292585170340681,0.39,0.40,0.41,0.39,0.40,0.39,0.40,0.40,0.39,0.40,0.40,0.39,0.40,0.39,0.40,0.38,0.41,0.41,0.40,0.40,0.39,0.41,0.40,0.39,0.39,9.93,0.40,false
315,end_device_ids.device_id,0.7857142857142857,0,0.6312625250501002,0.39,0.40,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.40,0.39,0.38,0.40,0.39,0.39,0.39,0.38,0.38,0.39,0.39,0.39,0.39,0.40,0.37,0.39,9.73,0.39,false
316,end_device_ids.device_id,0.14285714285714285,0,0.6332665330661322,0.41,0.42,0.41,0.41,0.41,0.41,0.40,0.42,0.41,0.41,0.41,0.41,0.41,0.42,0.41,0.41,0.40,0.41,0.41,0.42,0.42,0.42,0.41,0.41,0.42,10.30,0.41,false
317,end_device_ids.device_id,0.21428571428571427,0,0.6352705410821643,0.43,0.44,0.44,0.45,0.45,0.44,0.44,0.44,0.45,0.44,0.43,0.44,0.45,0.45,0.43,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.43,0.44,0.44,11.02,0.44,false
318,end_device_ids.device_id,0.8571428571428571,0,0.6372745490981964,0.42,0.43,0.42,0.41,0.43,0.42,0.41,0.42,0.42,0.42,0.43,0.42,0.41,0.42,0.43,0.41,0.42,0.43,0.42,0.41,0.41,0.42,0.42,0.40,0.42,10.47,0.42,false
319,end_device_ids.device_id,0.9285714285714286,0,0.6392785571142284,0.45,0.46,0.46,0.43,0.46,0.45,0.44,0.45,0.46,0.46,0.46,0.46,0.45,0.44,0.47,0.44,0.45,0.45,0.45,0.44,0.44,0.45,0.44,0.42,0.44,11.22,0.45,false
320,end_device_ids.device_id,1,0,0.6412825651302605,0.54,0.53,0.53,0.53,0.53,0.53,0.51,0.55,0.53,0.53,0.53,0.53,0.52,0.56,0.52,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.52,0.53,0.51,13.21,0.53,false
321,end_device_ids.device_id,0.42857142857142855,0,0.6432865731462926,0.44,0.46,0.46,0.46,0.45,0.46,0.43,0.44,0.44,0.46,0.45,0.45,0.45,0.47,0.46,0.45,0.46,0.45,0.46,0.45,0.45,0.44,0.44,0.46,0.45,11.29,0.45,false
322,end_device_ids.device_id,0,0,0.6452905811623246,0.47,0.50,0.48,0.50,0.50,0.48,0.49,0.50,0.49,0.49,0.48,0.50,0.48,0.50,0.47,0.50,0.47,0.48,0.49,0.50,0.48,0.48,0.49,0.48,0.47,12.17,0.49,false
323,end_device_ids.device_id,0.07142857142857142,0,0.6472945891783567,0.48,0.50,0.47,0.45,0.47,0.49,0.47,0.46,0.48,0.49,0.47,0.49,0.47,0.47,0.48,0.46,0.48,0.48,0.46,0.46,0.44,0.46,0.46,0.47,0.47,11.78,0.47,false
324,end_device_ids.device_id,0.14285714285714285,0,0.6492985971943888,0.41,0.42,0.43,0.41,0.42,0.42,0.40,0.42,0.40,0.42,0.40,0.41,0.41,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.42,0.42,0.40,0.42,0.42,10.33,0.41,false
325,end_device_ids.device_id,0.21428571428571427,0,0.6513026052104208,0.44,0.46,0.46,0.46,0.46,0.44,0.46,0.47,0.45,0.45,0.44,0.45,0.46,0.47,0.46,0.46,0.46,0.44,0.45,0.45,0.46,0.46,0.45,0.46,0.44,11.36,0.45,false
326,end_device_ids.device_id,0.2857142857142857,0,0.6533066132264529,0.40,0.40,0.41,0.38,0.39,0.40,0.39,0.39,0.39,0.39,0.38,0.39,0.38,0.38,0.39,0.38,0.39,0.38,0.40,0.40,0.40,0.39,0.39,0.39,0.40,9.78,0.39,false
327,end_device_ids.device_id,0.35714285714285715,0,0.655310621242485,0.37,0.38,0.38,0.36,0.37,0.37,0.38,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.38,0.38,0.37,0.38,0.38,0.38,9.34,0.37,false
328,end_device_ids.device_id,0.42857142857142855,0,0.657314629258517,0.41,0.42,0.41,0.42,0.42,0.42,0.41,0.42,0.43,0.43,0.42,0.41,0.43,0.42,0.41,0.42,0.41,0.41,0.42,0.41,0.44,0.42,0.40,0.41,0.41,10.43,0.42,false
329,end_device_ids.device_id,0.5,0,0.6593186372745491,0.49,0.49,0.48,0.50,0.49,0.48,0.49,0.51,0.49,0.50,0.50,0.49,0.47,0.50,0.48,0.48,0.48,0.47,0.50,0.47,0.48,0.48,0.47,0.48,0.46,12.13,0.49,false
330,end_device_ids.device_id,0.5714285714285714,0,0.6613226452905812,0.38,0.40,0.39,0.38,0.38,0.38,0.40,0.39,0.40,0.39,0.37,0.39,0.39,0.39,0.39,0.38,0.39,0.38,0.38,0.39,0.40,0.39,0.39,0.38,0.39,9.69,0.39,false
331,end_device_ids.device_id,0.6428571428571429,0,0.6633266533066132,0.38,0.39,0.38,0.38,0.37,0.40,0.39,0.40,0.39,0.40,0.38,0.38,0.39,0.37,0.40,0.39,0.38,0.39,0.39,0.38,0.39,0.38,0.39,0.37,0.39,9.65,0.39,false
332,end_device_ids.device_id,0.7142857142857143,0,0.6653306613226453,0.41,0.40,0.39,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.39,0.40,0.40,0.39,0.39,0.41,0.39,0.40,0.39,0.40,0.38,0.39,9.93,0.40,false
333,end_device_ids.device_id,0.7857142857142857,0,0.6673346693386774,0.38,0.39,0.39,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.37,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.37,0.37,9.51,0.38,false
334,end_device_ids.device_id,0.14285714285714285,0,0.6693386773547094,0.49,0.48,0.49,0.47,0.51,0.50,0.48,0.50,0.48,0.51,0.49,0.46,0.49,0.49,0.49,0.48,0.49,0.48,0.48,0.47,0.49,0.49,0.50,0.48,0.47,12.16,0.49,false
335,end_device_ids.device_id,0.21428571428571427,0,0.6713426853707415,0.41,0.41,0.41,0.42,0.41,0.42,0.41,0.42,0.41,0.43,0.41,0.41,0.43,0.42,0.41,0.42,0.41,0.40,0.41,0.41,0.42,0.42,0.41,0.40,0.40,10.33,0.41,false
336,end_device_ids.device_id,0.8571428571428571,0,0.6733466933867736,0.40,0.41,0.40,0.40,0.42,0.41,0.40,0.41,0.41,0.42,0.42,0.41,0.41,0.40,0.42,0.41,0.41,0.41,0.42,0.40,0.41,0.41,0.41,0.39,0.42,10.23,0.41,false
337,end_device_ids.device_id,0.9285714285714286,0,0.6753507014028056,0.41,0.40,0.40,0.41,0.41,0.40,0.41,0.43,0.40,0.41,0.41,0.42,0.41,0.42,0.40,0.41,0.41,0.44,0.40,0.40,0.41,0.39,0.40,0.40,0.39,10.19,0.41,false
338,end_device_ids.device_id,1,0,0.6773547094188377,0.42,0.42,0.42,0.43,0.44,0.46,0.43,0.45,0.44,0.43,0.44,0.44,0.43,0.43,0.42,0.43,0.43,0.43,0.43,0.42,0.42,0.43,0.43,0.42,0.44,10.78,0.43,false
339,end_device_ids.device_id,0.42857142857142855,0,0.6793587174348698,0.46,0.46,0.48,0.47,0.47,0.48,0.46,0.47,0.46,0.47,0.45,0.45,0.45,0.47,0.47,0.46,0.46,0.46,0.48,0.45,0.48,0.48,0.46,0.47,0.45,11.62,0.46,false
340,end_device_ids.device_id,0,0,0.6813627254509018,0.49,0.52,0.51,0.50,0.49,0.50,0.50,0.50,0.48,0.52,0.50,0.49,0.49,0.51,0.50,0.50,0.48,0.49,0.51,0.50,0.51,0.51,0.50,0.51,0.49,12.50,0.50,false
341,end_device_ids.device_id,0.07142857142857142,0,0.6833667334669339,0.49,0.50,0.49,0.47,0.49,0.50,0.47,0.48,0.49,0.50,0.50,0.49,0.47,0.46,0.50,0.47,0.47,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.47,12.08,0.48,false
342,end_device_ids.device_id,0.14285714285714285,0,0.685370741482966,0.41,0.41,0.42,0.41,0.42,0.41,0.42,0.43,0.42,0.41,0.40,0.42,0.42,0.43,0.41,0.42,0.41,0.40,0.41,0.42,0.42,0.42,0.42,0.41,0.41,10.38,0.42,false
343,end_device_ids.device_id,0.21428571428571427,0,0.687374749498998,0.48,0.48,0.49,0.49,0.47,0.47,0.48,0.48,0.48,0.48,0.47,0.48,0.48,0.49,0.47,0.48,0.48,0.45,0.48,0.48,0.47,0.47,0.46,0.47,0.47,11.90,0.48,false
344,end_device_ids.device_id,0.2857142857142857,0,0.6893787575150301,0.41,0.40,0.42,0.40,0.40,0.42,0.41,0.41,0.41,0.40,0.40,0.40,0.41,0.40,0.41,0.39,0.41,0.40,0.43,0.41,0.42,0.42,0.41,0.42,0.41,10.22,0.41,false
345,end_device_ids.device_id,0.35714285714285715,0,0.6913827655310621,0.38,0.38,0.40,0.38,0.38,0.38,0.40,0.38,0.39,0.38,0.38,0.39,0.39,0.38,0.40,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.38,0.39,9.65,0.39,false
346,end_device_ids.device_id,0.42857142857142855,0,0.6933867735470942,0.42,0.43,0.42,0.42,0.43,0.43,0.43,0.43,0.44,0.42,0.41,0.42,0.42,0.44,0.42,0.42,0.42,0.42,0.42,0.42,0.44,0.43,0.42,0.42,0.42,10.61,0.42,false
347,end_device_ids.device_id,0.5,0,0.6953907815631263,0.49,0.49,0.48,0.50,0.49,0.49,0.48,0.49,0.50,0.49,0.47,0.49,0.48,0.49,0.47,0.49,0.50,0.46,0.50,0.48,0.48,0.49,0.49,0.47,0.46,12.12,0.48,false
348,end_device_ids.device_id,0.5714285714285714,0,0.6973947895791583,0.40,0.41,0.41,0.40,0.40,0.41,0.41,0.41,0.41,0.40,0.39,0.40,0.41,0.40,0.41,0.39,0.41,0.39,0.40,0.41,0.41,0.40,0.41,0.39,0.41,10.09,0.40,false
