id,value_y_name,value_y,value_x_name,value_x,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
155,end_device_ids.device_id,0.14285714285714285,0,0.3106212424849699,0.45,0.46,0.44,0.43,0.45,0.45,0.43,0.44,0.45,0.44,0.42,0.45,0.44,0.46,0.44,0.43,0.44,0.45,0.44,0.44,0.45,0.44,0.45,0.44,0.44,11.07,0.44,false
156,end_device_ids.device_id,0.21428571428571427,0,0.312625250501002,0.46,0.45,0.46,0.46,0.48,0.45,0.45,0.46,0.47,0.44,0.46,0.44,0.45,0.46,0.46,0.46,0.46,0.45,0.46,0.45,0.46,0.43,0.46,0.47,0.47,11.42,0.46,false
157,end_device_ids.device_id,0.8571428571428571,0,0.31462925851703405,0.55,0.58,0.55,0.52,0.57,0.55,0.55,0.55,0.56,0.55,0.55,0.54,0.56,0.53,0.55,0.54,0.56,0.53,0.54,0.56,0.53,0.55,0.54,0.56,0.54,13.71,0.55,false
158,end_device_ids.device_id,0.9285714285714286,0,0.3166332665330661,0.38,0.38,0.39,0.40,0.39,0.39,0.39,0.39,0.39,0.37,0.38,0.39,0.39,0.38,0.38,0.38,0.38,0.39,0.38,0.39,0.38,0.38,0.40,0.37,0.39,9.63,0.39,false
159,end_device_ids.device_id,1,0,0.3186372745490982,0.43,0.42,0.41,0.43,0.45,0.45,0.43,0.44,0.42,0.43,0.42,0.44,0.42,0.44,0.42,0.42,0.43,0.45,0.43,0.45,0.43,0.42,0.41,0.42,0.44,10.75,0.43,false
160,end_device_ids.device_id,0.42857142857142855,0,0.32064128256513025,0.46,0.46,0.49,0.46,0.48,0.47,0.46,0.47,0.48,0.46,0.46,0.45,0.45,0.48,0.47,0.47,0.47,0.46,0.47,0.47,0.47,0.47,0.47,0.47,0.46,11.68,0.47,false
161,end_device_ids.device_id,0,0,0.3226452905811623,0.63,0.61,0.63,0.63,0.61,0.61,0.61,0.64,0.61,0.63,0.63,0.62,0.61,0.63,0.62,0.63,0.63,0.62,0.62,0.63,0.63,0.60,0.63,0.63,0.63,15.57,0.62,false
162,end_device_ids.device_id,0.07142857142857142,0,0.3246492985971944,0.53,0.55,0.53,0.52,0.53,0.52,0.53,0.52,0.53,0.54,0.52,0.53,0.53,0.53,0.53,0.50,0.54,0.53,0.53,0.54,0.50,0.52,0.49,0.54,0.53,13.16,0.53,false
163,end_device_ids.device_id,0.14285714285714285,0,0.32665330661322645,0.46,0.45,0.48,0.46,0.47,0.47,0.47,0.48,0.48,0.46,0.46,0.45,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.47,0.46,0.47,0.47,0.46,11.64,0.47,false
164,end_device_ids.device_id,0.21428571428571427,0,0.3286573146292585,0.44,0.44,0.44,0.46,0.45,0.44,0.44,0.45,0.46,0.44,0.43,0.43,0.43,0.46,0.43,0.44,0.45,0.43,0.44,0.44,0.44,0.44,0.45,0.44,0.43,11.04,0.44,false
165,end_device_ids.device_id,0.2857142857142857,0,0.3306613226452906,0.39,0.40,0.40,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.37,0.39,0.39,0.39,0.39,0.39,0.38,0.40,0.39,0.40,0.41,0.38,0.39,0.38,0.39,9.75,0.39,false
166,end_device_ids.device_id,0.35714285714285715,0,0.33266533066132264,0.37,0.38,0.38,0.37,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.38,0.37,0.38,0.37,0.37,0.37,0.37,0.38,9.39,0.38,false
167,end_device_ids.device_id,0.42857142857142855,0,0.3346693386773547,0.45,0.47,0.47,0.46,0.46,0.46,0.47,0.47,0.47,0.44,0.46,0.46,0.46,0.48,0.47,0.46,0.47,0.45,0.46,0.47,0.46,0.45,0.45,0.44,0.45,11.51,0.46,false
168,end_device_ids.device_id,0.5,0,0.3366733466933868,0.50,0.50,0.49,0.50,0.50,0.49,0.50,0.50,0.50,0.48,0.50,0.49,0.49,0.51,0.50,0.50,0.48,0.50,0.50,0.48,0.49,0.49,0.49,0.50,0.48,12.36,0.49,false
169,end_device_ids.device_id,0.5714285714285714,0,0.33867735470941884,0.38,0.38,0.38,0.37,0.38,0.38,0.37,0.38,0.38,0.38,0.37,0.38,0.38,0.37,0.37,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.38,9.43,0.38,false
170,end_device_ids.device_id,0.6428571428571429,0,0.3406813627254509,0.39,0.41,0.40,0.39,0.40,0.40,0.39,0.39,0.39,0.41,0.39,0.40,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.40,0.38,0.40,9.86,0.39,false
171,end_device_ids.device_id,0.7142857142857143,0,0.342685370741483,0.41,0.41,0.41,0.40,0.41,0.41,0.41,0.41,0.40,0.41,0.40,0.40,0.41,0.40,0.40,0.39,0.40,0.41,0.41,0.41,0.40,0.41,0.40,0.40,0.39,10.11,0.40,false
172,end_device_ids.device_id,0.7857142857142857,0,0.34468937875751504,0.38,0.39,0.38,0.38,0.37,0.39,0.37,0.38,0.37,0.38,0.37,0.37,0.38,0.37,0.38,0.38,0.37,0.39,0.37,0.39,0.38,0.38,0.38,0.37,0.37,9.44,0.38,false
173,end_device_ids.device_id,0.14285714285714285,0,0.3466933867735471,0.44,0.47,0.47,0.45,0.46,0.45,0.46,0.46,0.47,0.46,0.46,0.46,0.46,0.46,0.47,0.46,0.46,0.45,0.48,0.46,0.47,0.46,0.47,0.45,0.46,11.52,0.46,false
174,end_device_ids.device_id,0.21428571428571427,0,0.3486973947895792,0.44,0.45,0.45,0.45,0.45,0.45,0.45,0.46,0.45,0.45,0.45,0.45,0.47,0.45,0.46,0.46,0.45,0.44,0.46,0.45,0.45,0.45,0.45,0.45,0.44,11.28,0.45,false
175,end_device_ids.device_id,0.8571428571428571,0,0.35070140280561124,0.42,0.43,0.42,0.42,0.43,0.42,0.43,0.42,0.42,0.42,0.44,0.43,0.41,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.42,0.43,0.42,0.41,0.40,10.57,0.42,false
176,end_device_ids.device_id,0.9285714285714286,0,0.3527054108216433,0.39,0.39,0.39,0.40,0.40,0.40,0.40,0.40,0.38,0.39,0.38,0.40,0.40,0.38,0.38,0.39,0.38,0.39,0.38,0.39,0.39,0.38,0.39,0.38,0.39,9.74,0.39,false
177,end_device_ids.device_id,1,0,0.35470941883767537,0.48,0.49,0.49,0.49,0.50,0.49,0.49,0.49,0.47,0.47,0.49,0.49,0.47,0.51,0.47,0.48,0.50,0.49,0.49,0.48,0.48,0.49,0.48,0.48,0.48,12.14,0.49,false
178,end_device_ids.device_id,0.42857142857142855,0,0.35671342685370744,0.46,0.47,0.47,0.47,0.46,0.47,0.46,0.48,0.48,0.45,0.47,0.45,0.47,0.47,0.47,0.47,0.48,0.46,0.46,0.47,0.48,0.46,0.47,0.45,0.45,11.65,0.47,false
179,end_device_ids.device_id,0,0,0.3587174348697395,0.49,0.49,0.49,0.49,0.49,0.50,0.49,0.49,0.48,0.48,0.48,0.48,0.49,0.50,0.49,0.50,0.48,0.49,0.49,0.48,0.50,0.47,0.49,0.50,0.49,12.22,0.49,false
180,end_device_ids.device_id,0.07142857142857142,0,0.36072144288577157,0.48,0.49,0.48,0.48,0.48,0.49,0.47,0.48,0.49,0.50,0.48,0.49,0.49,0.49,0.49,0.45,0.48,0.50,0.49,0.48,0.47,0.49,0.47,0.48,0.47,12.06,0.48,false
181,end_device_ids.device_id,0.14285714285714285,0,0.3627254509018036,0.45,0.47,0.47,0.48,0.47,0.48,0.48,0.47,0.48,0.47,0.45,0.46,0.47,0.47,0.48,0.47,0.48,0.47,0.47,0.47,0.46,0.46,0.47,0.46,0.46,11.72,0.47,false
182,end_device_ids.device_id,0.21428571428571427,0,0.36472945891783565,0.44,0.45,0.44,0.45,0.45,0.44,0.44,0.46,0.45,0.44,0.43,0.43,0.45,0.45,0.45,0.44,0.44,0.43,0.45,0.46,0.43,0.44,0.44,0.44,0.44,11.08,0.44,false
183,end_device_ids.device_id,0.2857142857142857,0,0.3667334669338677,0.40,0.40,0.39,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.38,0.39,0.40,0.38,0.39,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.40,0.39,0.40,9.78,0.39,false
184,end_device_ids.device_id,0.35714285714285715,0,0.3687374749498998,0.37,0.39,0.37,0.37,0.38,0.37,0.38,0.37,0.37,0.38,0.37,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.39,0.38,0.37,0.37,0.38,9.38,0.38,false
185,end_device_ids.device_id,0.42857142857142855,0,0.37074148296593185,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.47,0.48,0.48,0.46,0.45,0.47,0.47,0.48,0.47,0.46,0.44,0.48,0.47,0.47,0.47,0.48,0.46,0.46,11.68,0.47,false
186,end_device_ids.device_id,0.5,0,0.3727454909819639,0.47,0.47,0.47,0.47,0.47,0.48,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.47,0.46,0.46,0.46,0.46,0.48,0.48,0.46,0.46,0.48,0.45,0.45,11.63,0.47,false
187,end_device_ids.device_id,0.5714285714285714,0,0.374749498997996,0.39,0.40,0.39,0.38,0.37,0.39,0.39,0.39,0.40,0.39,0.37,0.39,0.39,0.38,0.39,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.40,0.37,0.39,9.68,0.39,false
188,end_device_ids.device_id,0.6428571428571429,0,0.37675350701402804,0.40,0.41,0.40,0.39,0.39,0.40,0.39,0.40,0.40,0.40,0.40,0.40,0.40,0.39,0.40,0.39,0.39,0.40,0.40,0.39,0.40,0.39,0.41,0.39,0.40,9.93,0.40,false
189,end_device_ids.device_id,0.7142857142857143,0,0.3787575150300601,0.40,0.39,0.39,0.40,0.39,0.42,0.39,0.40,0.39,0.41,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.40,0.40,0.40,0.39,0.39,0.39,0.38,0.39,9.85,0.39,false
190,end_device_ids.device_id,0.7857142857142857,0,0.3807615230460922,0.38,0.38,0.37,0.37,0.37,0.38,0.37,0.38,0.37,0.38,0.36,0.37,0.38,0.37,0.37,0.37,0.37,0.38,0.37,0.38,0.37,0.37,0.37,0.36,0.37,9.31,0.37,false
191,end_device_ids.device_id,0.14285714285714285,0,0.38276553106212424,0.48,0.48,0.46,0.46,0.49,0.46,0.46,0.47,0.48,0.48,0.48,0.46,0.48,0.48,0.48,0.46,0.47,0.47,0.47,0.48,0.47,0.47,0.47,0.47,0.46,11.79,0.47,false
192,end_device_ids.device_id,0.21428571428571427,0,0.3847695390781563,0.48,0.49,0.47,0.48,0.49,0.46,0.46,0.46,0.48,0.49,0.49,0.46,0.46,0.48,0.47,0.46,0.45,0.47,0.48,0.47,0.49,0.48,0.47,0.48,0.46,11.83,0.47,false
193,end_device_ids.device_id,0.8571428571428571,0,0.3867735470941884,0.42,0.43,0.42,0.43,0.42,0.43,0.42,0.42,0.42,0.43,0.44,0.42,0.42,0.43,0.43,0.41,0.43,0.42,0.42,0.43,0.43,0.43,0.43,0.40,0.41,10.59,0.42,false
194,end_device_ids.device_id,0.9285714285714286,0,0.38877755511022044,0.39,0.40,0.40,0.39,0.39,0.39,0.39,0.40,0.38,0.39,0.38,0.41,0.39,0.39,0.39,0.39,0.38,0.39,0.39,0.40,0.40,0.39,0.38,0.37,0.39,9.76,0.39,false
195,end_device_ids.device_id,1,0,0.3907815631262525,0.41,0.41,0.41,0.42,0.43,0.43,0.41,0.42,0.42,0.42,0.42,0.44,0.42,0.42,0.41,0.42,0.42,0.42,0.43,0.42,0.42,0.42,0.41,0.41,0.43,10.49,0.42,false
196,end_device_ids.device_id,0.42857142857142855,0,0.3927855711422846,0.46,0.48,0.48,0.48,0.47,0.49,0.48,0.47,0.49,0.47,0.45,0.48,0.47,0.48,0.49,0.46,0.48,0.47,0.50,0.48,0.46,0.46,0.47,0.46,0.45,11.83,0.47,false
197,end_device_ids.device_id,0,0,0.39478957915831664,0.48,0.47,0.47,0.49,0.49,0.47,0.46,0.49,0.49,0.48,0.47,0.48,0.46,0.47,0.49,0.48,0.46,0.46,0.49,0.50,0.48,0.46,0.49,0.49,0.47,11.94,0.48,false
198,end_device_ids.device_id,0.07142857142857142,0,0.3967935871743487,0.54,0.51,0.55,0.54,0.53,0.53,0.53,0.51,0.52,0.53,0.53,0.54,0.54,0.53,0.52,0.52,0.49,0.52,0.52,0.52,0.52,0.51,0.52,0.53,0.52,13.12,0.52,false
199,end_device_ids.device_id,0.14285714285714285,0,0.39879759519038077,0.45,0.47,0.45,0.47,0.46,0.46,0.45,0.47,0.45,0.46,0.45,0.47,0.46,0.47,0.47,0.46,0.47,0.46,0.48,0.47,0.47,0.45,0.46,0.46,0.45,11.54,0.46,false
200,end_device_ids.device_id,0.21428571428571427,0,0.40080160320641284,0.43,0.45,0.44,0.45,0.44,0.44,0.44,0.44,0.45,0.43,0.42,0.44,0.45,0.43,0.45,0.44,0.44,0.43,0.45,0.44,0.44,0.43,0.44,0.43,0.43,10.97,0.44,false
201,end_device_ids.device_id,0.2857142857142857,0,0.4028056112224449,0.39,0.39,0.40,0.38,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.39,0.39,0.38,0.38,0.39,0.38,0.38,0.40,0.39,0.39,0.38,0.39,0.39,0.39,9.67,0.39,false
202,end_device_ids.device_id,0.35714285714285715,0,0.40480961923847697,0.37,0.38,0.38,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.37,0.38,0.37,0.38,0.38,0.37,0.38,0.38,0.37,9.35,0.37,false
203,end_device_ids.device_id,0.42857142857142855,0,0.40681362725450904,0.48,0.49,0.46,0.49,0.47,0.46,0.46,0.48,0.48,0.47,0.44,0.48,0.48,0.45,0.49,0.47,0.45,0.46,0.50,0.48,0.49,0.46,0.47,0.46,0.45,11.77,0.47,false
204,end_device_ids.device_id,0.5,0,0.4088176352705411,0.38,0.38,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.37,0.38,0.38,0.38,0.38,0.37,0.38,0.37,0.37,9.44,0.38,false
205,end_device_ids.device_id,0.5714285714285714,0,0.41082164328657317,0.38,0.39,0.38,0.39,0.38,0.38,0.39,0.38,0.38,0.38,0.36,0.39,0.39,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.38,9.51,0.38,false
206,end_device_ids.device_id,0.6428571428571429,0,0.41282565130260523,0.39,0.40,0.40,0.39,0.40,0.40,0.39,0.40,0.39,0.41,0.39,0.40,0.39,0.39,0.39,0.39,0.39,0.40,0.40,0.39,0.40,0.39,0.39,0.39,0.39,9.86,0.39,false
207,end_device_ids.device_id,0.7142857142857143,0,0.4148296593186373,0.39,0.40,0.40,0.39,0.40,0.40,0.39,0.40,0.39,0.39,0.39,0.38,0.39,0.38,0.39,0.39,0.40,0.40,0.39,0.39,0.39,0.41,0.38,0.39,0.38,9.80,0.39,false
208,end_device_ids.device_id,0.7857142857142857,0,0.4168336673346693,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.36,0.37,0.37,0.37,0.37,0.36,0.37,0.37,0.37,0.36,0.36,0.37,9.22,0.37,false
209,end_device_ids.device_id,0.14285714285714285,0,0.4188376753507014,0.40,0.41,0.40,0.40,0.40,0.40,0.40,0.42,0.41,0.41,0.40,0.40,0.41,0.40,0.40,0.41,0.40,0.40,0.40,0.41,0.42,0.41,0.40,0.40,0.40,10.11,0.40,false
210,end_device_ids.device_id,0.21428571428571427,0,0.42084168336673344,0.45,0.46,0.47,0.46,0.48,0.47,0.47,0.47,0.48,0.47,0.46,0.45,0.47,0.48,0.47,0.47,0.47,0.46,0.48,0.47,0.47,0.47,0.46,0.46,0.45,11.67,0.47,false
211,end_device_ids.device_id,0.8571428571428571,0,0.4228456913827655,0.53,0.56,0.52,0.51,0.54,0.54,0.54,0.52,0.53,0.53,0.53,0.52,0.53,0.54,0.54,0.52,0.55,0.52,0.52,0.54,0.52,0.53,0.53,0.55,0.53,13.29,0.53,false
212,end_device_ids.device_id,0.9285714285714286,0,0.4248496993987976,0.40,0.42,0.41,0.40,0.38,0.40,0.40,0.40,0.39,0.39,0.39,0.42,0.40,0.39,0.40,0.40,0.39,0.40,0.40,0.41,0.39,0.39,0.40,0.38,0.40,9.95,0.40,false
213,end_device_ids.device_id,1,0,0.42685370741482964,0.42,0.44,0.44,0.42,0.43,0.42,0.42,0.43,0.44,0.43,0.43,0.45,0.41,0.43,0.42,0.43,0.41,0.45,0.44,0.43,0.42,0.41,0.42,0.42,0.42,10.68,0.43,false
214,end_device_ids.device_id,0.42857142857142855,0,0.4288577154308617,0.44,0.45,0.44,0.45,0.43,0.44,0.43,0.45,0.45,0.44,0.45,0.45,0.46,0.46,0.45,0.45,0.44,0.43,0.46,0.44,0.46,0.45,0.47,0.42,0.43,11.14,0.45,false
215,end_device_ids.device_id,0,0,0.4308617234468938,0.65,0.63,0.64,0.65,0.60,0.64,0.63,0.66,0.62,0.66,0.66,0.65,0.63,0.65,0.64,0.65,0.64,0.63,0.65,0.66,0.65,0.63,0.65,0.64,0.65,16.06,0.64,false
216,end_device_ids.device_id,0.07142857142857142,0,0.43286573146292584,0.53,0.57,0.54,0.54,0.54,0.52,0.54,0.54,0.54,0.54,0.54,0.54,0.55,0.55,0.53,0.51,0.54,0.54,0.53,0.55,0.53,0.53,0.52,0.55,0.54,13.45,0.54,false
217,end_device_ids.device_id,0.14285714285714285,0,0.4348697394789579,0.40,0.42,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.41,0.40,0.41,0.42,0.42,0.42,0.41,0.40,0.41,0.42,0.42,0.43,0.42,0.42,0.42,0.41,10.38,0.42,false
218,end_device_ids.device_id,0.21428571428571427,0,0.43687374749499,0.44,0.44,0.45,0.45,0.47,0.45,0.44,0.47,0.45,0.44,0.43,0.44,0.45,0.46,0.45,0.44,0.44,0.44,0.44,0.44,0.45,0.43,0.46,0.44,0.45,11.16,0.45,false
219,end_device_ids.device_id,0.2857142857142857,0,0.43887775551102204,0.40,0.41,0.42,0.40,0.41,0.40,0.40,0.40,0.40,0.40,0.40,0.41,0.41,0.39,0.40,0.40,0.40,0.40,0.42,0.41,0.41,0.42,0.42,0.41,0.41,10.15,0.41,false
220,end_device_ids.device_id,0.35714285714285715,0,0.4408817635270541,0.37,0.38,0.38,0.38,0.37,0.38,0.38,0.37,0.38,0.37,0.36,0.38,0.38,0.36,0.37,0.37,0.37,0.37,0.37,0.38,0.38,0.37,0.37,0.38,0.37,9.34,0.37,false
221,end_device_ids.device_id,0.42857142857142855,0,0.44288577154308617,0.49,0.46,0.48,0.48,0.47,0.48,0.46,0.48,0.47,0.47,0.46,0.46,0.48,0.47,0.47,0.47,0.47,0.46,0.47,0.47,0.48,0.47,0.49,0.47,0.46,11.79,0.47,false
222,end_device_ids.device_id,0.5,0,0.44488977955911824,0.38,0.40,0.40,0.39,0.38,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.38,0.39,0.39,0.39,0.38,0.39,0.38,0.40,0.39,0.38,0.38,0.38,0.38,9.68,0.39,false
223,end_device_ids.device_id,0.5714285714285714,0,0.4468937875751503,0.38,0.40,0.39,0.38,0.38,0.39,0.39,0.38,0.39,0.38,0.37,0.38,0.39,0.38,0.39,0.37,0.39,0.39,0.38,0.38,0.38,0.38,0.39,0.37,0.39,9.59,0.38,false
224,end_device_ids.device_id,0.6428571428571429,0,0.44889779559118237,0.39,0.41,0.41,0.39,0.39,0.40,0.40,0.39,0.40,0.41,0.40,0.41,0.40,0.39,0.40,0.39,0.38,0.40,0.39,0.39,0.40,0.39,0.41,0.39,0.40,9.93,0.40,false
225,end_device_ids.device_id,0.7142857142857143,0,0.45090180360721444,0.49,0.48,0.47,0.48,0.48,0.49,0.47,0.47,0.47,0.47,0.48,0.48,0.46,0.46,0.48,0.45,0.49,0.48,0.46,0.46,0.46,0.50,0.47,0.45,0.45,11.80,0.47,false
226,end_device_ids.device_id,0.14285714285714285,0,0.4529058116232465,0.40,0.41,0.41,0.41,0.40,0.40,0.40,0.41,0.41,0.41,0.40,0.40,0.41,0.41,0.40,0.41,0.40,0.40,0.41,0.41,0.41,0.41,0.40,0.41,0.40,10.14,0.41,false
227,end_device_ids.device_id,0.21428571428571427,0,0.45490981963927857,0.41,0.42,0.42,0.41,0.42,0.41,0.41,0.42,0.42,0.41,0.40,0.41,0.42,0.43,0.42,0.42,0.40,0.41,0.41,0.41,0.42,0.41,0.40,0.40,0.40,10.31,0.41,false
228,end_device_ids.device_id,0.8571428571428571,0,0.45691382765531063,0.43,0.43,0.42,0.41,0.42,0.43,0.42,0.42,0.41,0.42,0.44,0.42,0.41,0.43,0.44,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.42,0.40,0.41,10.56,0.42,false
229,end_device_ids.device_id,0.9285714285714286,0,0.4589178356713427,0.39,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.39,0.39,0.40,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.40,0.39,0.39,0.39,9.89,0.40,false
230,end_device_ids.device_id,1,0,0.46092184368737477,0.48,0.49,0.49,0.50,0.50,0.52,0.50,0.51,0.49,0.48,0.49,0.49,0.48,0.52,0.48,0.49,0.50,0.50,0.51,0.49,0.49,0.51,0.49,0.49,0.48,12.37,0.49,false
231,end_device_ids.device_id,0.42857142857142855,0,0.46292585170340683,0.47,0.46,0.47,0.48,0.46,0.49,0.47,0.47,0.47,0.47,0.47,0.46,0.45,0.49,0.47,0.47,0.47,0.46,0.47,0.45,0.47,0.48,0.47,0.46,0.45,11.70,0.47,false
232,end_device_ids.device_id,0,0,0.4649298597194389,0.50,0.50,0.51,0.51,0.50,0.51,0.50,0.50,0.49,0.51,0.50,0.49,0.50,0.51,0.51,0.52,0.49,0.51,0.51,0.50,0.51,0.50,0.48,0.50,0.49,12.55,0.50,false
233,end_device_ids.device_id,0.07142857142857142,0,0.46693386773547096,0.43,0.43,0.43,0.44,0.43,0.43,0.43,0.44,0.43,0.44,0.43,0.44,0.44,0.42,0.44,0.43,0.41,0.43,0.42,0.43,0.43,0.42,0.43,0.43,0.43,10.76,0.43,false
234,end_device_ids.device_id,0.14285714285714285,0,0.46893787575150303,0.41,0.42,0.43,0.41,0.42,0.41,0.41,0.43,0.42,0.42,0.41,0.42,0.42,0.43,0.43,0.42,0.42,0.41,0.42,0.42,0.43,0.42,0.42,0.42,0.41,10.48,0.42,false
235,end_device_ids.device_id,0.21428571428571427,0,0.4709418837675351,0.44,0.47,0.45,0.46,0.47,0.45,0.45,0.46,0.46,0.44,0.44,0.45,0.45,0.45,0.46,0.46,0.45,0.44,0.47,0.45,0.45,0.44,0.45,0.45,0.44,11.30,0.45,false
236,end_device_ids.device_id,0.2857142857142857,0,0.4729458917835671,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.38,0.40,0.39,0.39,0.40,0.37,0.39,0.37,0.38,0.39,0.39,0.40,0.39,0.39,0.40,0.38,0.40,9.72,0.39,false
237,end_device_ids.device_id,0.35714285714285715,0,0.4749498997995992,0.38,0.39,0.39,0.38,0.38,0.38,0.39,0.37,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.39,0.37,0.37,0.37,0.38,9.48,0.38,false
238,end_device_ids.device_id,0.42857142857142855,0,0.47695390781563124,0.48,0.48,0.49,0.48,0.47,0.48,0.48,0.48,0.49,0.46,0.48,0.47,0.47,0.49,0.50,0.48,0.49,0.46,0.48,0.47,0.49,0.46,0.48,0.48,0.47,11.96,0.48,false
239,end_device_ids.device_id,0.5,0,0.4789579158316633,0.47,0.50,0.50,0.50,0.50,0.49,0.52,0.52,0.50,0.49,0.50,0.49,0.48,0.51,0.47,0.49,0.48,0.49,0.50,0.47,0.49,0.49,0.49,0.49,0.47,12.30,0.49,false
240,end_device_ids.device_id,0.5714285714285714,0,0.48096192384769537,0.39,0.39,0.41,0.39,0.39,0.39,0.41,0.39,0.39,0.39,0.38,0.39,0.40,0.39,0.39,0.40,0.38,0.40,0.41,0.39,0.40,0.39,0.39,0.39,0.38,9.82,0.39,false
241,end_device_ids.device_id,0.6428571428571429,0,0.48296593186372744,0.40,0.41,0.40,0.40,0.40,0.41,0.40,0.39,0.40,0.41,0.39,0.42,0.40,0.38,0.40,0.40,0.40,0.40,0.40,0.39,0.40,0.40,0.41,0.40,0.40,10.01,0.40,false
242,end_device_ids.device_id,0.7142857142857143,0,0.4849699398797595,0.39,0.40,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.38,0.38,0.39,0.40,0.38,0.38,0.39,0.38,0.38,0.39,0.38,0.38,0.39,0.38,0.38,0.38,9.65,0.39,false
243,end_device_ids.device_id,0.7857142857142857,0,0.48697394789579157,0.40,0.41,0.40,0.39,0.40,0.39,0.40,0.39,0.40,0.40,0.39,0.39,0.41,0.40,0.39,0.39,0.40,0.40,0.40,0.39,0.40,0.40,0.40,0.38,0.39,9.91,0.40,false
244,end_device_ids.device_id,0.14285714285714285,0,0.48897795591182364,0.48,0.48,0.47,0.47,0.49,0.46,0.46,0.47,0.48,0.48,0.49,0.46,0.48,0.48,0.48,0.47,0.47,0.48,0.48,0.47,0.48,0.48,0.47,0.47,0.46,11.86,0.47,false
245,end_device_ids.device_id,0.21428571428571427,0,0.4909819639278557,0.42,0.41,0.41,0.41,0.42,0.42,0.41,0.42,0.41,0.42,0.41,0.41,0.42,0.42,0.40,0.41,0.41,0.42,0.43,0.41,0.42,0.41,0.41,0.40,0.42,10.35,0.41,false
246,end_device_ids.device_id,0.8571428571428571,0,0.49298597194388777,0.45,0.46,0.47,0.47,0.45,0.45,0.45,0.46,0.47,0.46,0.47,0.46,0.45,0.47,0.46,0.44,0.46,0.47,0.45,0.46,0.47,0.47,0.47,0.44,0.45,11.48,0.46,false
247,end_device_ids.device_id,0.9285714285714286,0,0.49498997995991983,0.39,0.40,0.39,0.40,0.39,0.40,0.40,0.39,0.39,0.39,0.38,0.41,0.39,0.38,0.38,0.39,0.38,0.39,0.38,0.40,0.39,0.39,0.39,0.37,0.39,9.75,0.39,false
248,end_device_ids.device_id,1,0,0.4969939879759519,0.49,0.51,0.49,0.49,0.51,0.51,0.50,0.52,0.48,0.50,0.48,0.49,0.49,0.50,0.50,0.49,0.50,0.49,0.50,0.50,0.49,0.51,0.49,0.50,0.47,12.40,0.50,false
249,end_device_ids.device_id,0.42857142857142855,0,0.49899799599198397,0.47,0.49,0.48,0.48,0.49,0.49,0.48,0.48,0.50,0.48,0.49,0.48,0.46,0.50,0.49,0.48,0.49,0.47,0.48,0.46,0.49,0.48,0.48,0.48,0.46,12.03,0.48,false
250,end_device_ids.device_id,0,0,0.501002004008016,0.44,0.46,0.45,0.45,0.45,0.44,0.43,0.47,0.45,0.46,0.45,0.44,0.46,0.46,0.44,0.45,0.41,0.45,0.45,0.46,0.46,0.45,0.46,0.45,0.44,11.23,0.45,false
251,end_device_ids.device_id,0.07142857142857142,0,0.503006012024048,0.43,0.47,0.46,0.48,0.45,0.47,0.45,0.45,0.46,0.47,0.44,0.45,0.45,0.47,0.48,0.44,0.47,0.46,0.45,0.47,0.45,0.47,0.46,0.43,0.46,11.44,0.46,false
