id,month,day,hour,min,i_uiip,i_f,i_uiipu,score
13425,5,28,23,0,282.69,450.47,107.33,0.56
13427,5,28,23,30,252,454.27,5.33,0.56
13566,5,30,10,15,426.39,450.2,324.6,0.56
13597,5,30,18,0,288.56,435.07,326.73,0.56
13615,5,30,22,30,168.04,439.53,168.13,0.56
13616,5,30,22,45,171.37,433.8,171.73,0.56
13617,5,30,23,0,170.65,433.67,171.33,0.56
13618,5,30,23,15,168.86,432.6,169.67,0.56
13702,5,31,20,15,204.52,466.53,205.87,0.56
13714,5,31,23,15,236.17,450.33,281.67,0.56
13716,5,31,23,45,241.5,479.87,290.6,0.56
13718,6,1,0,15,452.83,479.73,165.33,0.56
13744,6,1,6,45,367.89,436.4,7.47,0.56
14130,6,5,7,15,224.28,384.8,314,0.56
14196,6,5,23,45,250.01,397.8,200.13,0.56
14581,6,10,0,0,442.55,438.2,334.07,0.56
14776,6,12,0,45,534.43,422.47,8.07,0.56
15436,6,18,21,45,534.7,386.27,241.13,0.56
15537,6,19,23,0,393.42,377.07,5,0.56
15645,6,21,2,0,604.96,367.47,8.8,0.56
16497,6,29,23,0,357.8,419.93,359.27,0.56
16594,6,30,23,15,383.14,404.6,353.87,0.56
16598,7,1,0,15,533.15,423.93,10.13,0.56
16692,7,1,23,45,336.12,381.47,311,0.56
16795,7,3,1,30,510.43,376.53,118.8,0.56
17081,7,6,1,0,585.91,430.15,7.53,0.56
18123,7,16,21,30,578.91,468.67,7.07,0.56
18130,7,16,23,15,381.56,395.27,364.47,0.56
18993,7,25,23,0,475,438.07,339.33,0.56
19035,7,26,9,30,601.89,475.4,224.93,0.56
19308,7,29,5,45,593.51,450.8,235.8,0.56
19322,7,29,9,15,696.97,437.6,151.93,0.56
19324,7,29,9,45,685.18,437.07,152,0.56
19382,7,30,0,15,600.18,416.93,289.53,0.56
19480,7,31,0,45,582.74,427.13,8,0.56
19549,7,31,18,0,425.8,433.07,6.27,0.56
19612,8,1,9,45,685.89,439.6,137.53,0.56
19616,8,1,10,45,644.47,440.07,146.2,0.56
19665,8,1,23,0,495.06,414.8,185.07,0.56
19668,8,1,23,45,475.84,406.87,274,0.56
19803,8,3,9,30,695.57,424.53,7.47,0.56
19860,8,3,23,45,504.5,412.13,278.33,0.56
19984,8,5,6,45,521.3,429.4,363.53,0.56
20066,8,6,3,15,506.39,301.6,366.2,0.56
20148,8,6,23,45,432.89,416.53,374.13,0.56
20166,8,7,4,15,508.11,388.13,337.67,0.56
20327,8,8,20,30,678.74,439.73,208.07,0.56
20328,8,8,20,45,679.71,438.6,193.53,0.56
20519,8,10,20,30,684.05,443.6,201.2,0.56
20529,8,10,23,0,565.29,428.87,207.93,0.56
20725,8,13,0,0,639.69,403.2,191.4,0.56
21051,8,16,9,30,750.83,465.33,130.47,0.56
21624,8,22,8,45,736.06,451.47,132.07,0.56
21720,8,23,8,45,708.23,447.67,97.6,0.56
22541,8,31,22,0,422.01,419.67,237.27,0.56
22547,8,31,23,30,390.85,444.13,339.47,0.56
22640,9,1,22,45,419.73,426,106.27,0.56
22727,9,14,23,45,286.73,430.13,378.13,0.56
22823,9,15,23,45,277.1,428.47,369.8,0.56
22824,9,16,0,0,403.44,428.13,376.6,0.56
23145,9,19,8,15,430.67,301.87,3.67,0.56
23148,9,19,9,0,432.37,279.67,4,0.56
23756,9,25,17,0,226.19,259.2,3.33,0.56
24299,10,1,8,45,256.79,197.87,107.93,0.56
24359,10,1,23,45,239.96,270.93,388.07,0.56
24408,10,2,12,0,277.66,283.47,14.47,0.56
24444,10,2,21,0,198.76,280.87,383.47,0.56
25364,10,12,11,0,35.65,260.73,35.33,0.56
26467,10,23,22,45,90.07,249.33,295.07,0.56
26887,10,28,7,45,89.01,263,89.07,0.56
26931,10,28,18,45,67.15,297.87,66.6,0.56
26935,10,28,19,45,67.94,295.47,67.2,0.56
26948,10,28,23,0,97.63,267.13,100.4,0.56
27086,10,30,8,30,236.83,164.27,390.87,0.56
27147,10,30,23,45,379.36,262.27,364.2,0.56
27242,10,31,23,30,410.51,237.8,209.87,0.56
27336,11,1,23,0,333.69,252.27,373.07,0.56
27513,11,3,19,15,0.04,257.2,0.4,0.56
27524,11,3,22,0,201.2,240.27,461.6,0.56
27627,11,4,23,45,441.59,257.8,174.73,0.56
27723,11,5,23,45,429.14,255.07,215.6,0.56
28393,11,12,23,15,428.66,234.13,210.93,0.56
28667,11,15,19,45,29.11,258.6,28.6,0.56
29818,11,27,19,30,120.48,171.2,119.6,0.56
29819,11,27,19,45,122.1,176.73,120.47,0.56
29820,11,27,20,0,121.32,177,120.67,0.56
29866,11,28,7,30,233.64,183.2,417.07,0.56
29959,11,29,6,45,97.84,269.2,66.87,0.56
30017,11,29,21,15,233.73,243.87,491.53,0.56
30027,11,29,23,45,388.71,237.8,328.07,0.56
30032,11,30,1,0,389.51,244.13,182.33,0.56
30052,11,30,6,0,88.2,281.67,333.67,0.56
30312,12,2,23,0,375.27,239.6,344.07,0.56
30792,12,7,23,0,370.98,253.87,385.87,0.56
31178,12,11,23,30,393.9,257.33,290.73,0.56
32372,12,24,10,0,146.69,181.53,218.73,0.56
32424,12,24,23,0,330.24,256.4,456.67,0.56
32718,12,28,0,30,430.97,239.47,156.6,0.56
32903,12,29,22,45,194.11,221.27,448.87,0.56
33018,12,31,3,30,384.7,213.2,315.73,0.56
33028,12,31,6,0,161.39,220.2,388.13,0.56
33091,12,31,21,45,172.9,222.67,489.33,0.56
6,1,1,1,30,160.81,242.73,325.67,0.55
19,1,1,4,45,125.07,257.67,356.47,0.55
26,1,1,6,30,117.87,260.47,337.73,0.55
48,1,1,12,0,257,253.2,3.27,0.55
92,1,1,23,0,151.21,240.4,367.6,0.55
97,1,2,0,15,151.18,232.13,362.07,0.55
98,1,2,0,30,124.51,230.33,360.73,0.55
102,1,2,1,30,125.45,226.87,357,0.55
111,1,2,3,45,103.49,237.73,352.87,0.55
115,1,2,4,45,104.56,265.73,177.6,0.55
194,1,3,0,30,203.28,267.67,362.8,0.55
196,1,3,1,0,195.09,239,337.87,0.55
376,1,4,22,0,180.65,214.93,367.33,0.55
483,1,6,0,45,145.72,244.8,367,0.55
579,1,7,0,45,186.71,259.33,365.93,0.55
673,1,8,0,15,135.89,223.6,367.07,0.55
867,1,10,0,45,185.97,245.87,360.8,0.55
1053,1,11,23,15,186.31,283.27,92.93,0.55
1062,1,12,1,30,240.98,262.2,3.4,0.55
1152,1,13,0,0,437.07,205.27,3.07,0.55
1154,1,13,0,30,441.42,203.87,3.13,0.55
1161,1,13,2,15,434.89,194.87,3.47,0.55
1163,1,13,2,45,425.55,197.2,3.2,0.55
1164,1,13,3,0,426.03,186.53,3.27,0.55
1167,1,13,3,45,424.21,219.73,3.4,0.55
1172,1,13,5,0,410.05,269.2,3.4,0.55
1204,1,13,13,0,86.98,271.67,398.87,0.55
1261,1,14,3,15,370.79,298.07,267.8,0.55
1430,1,15,21,30,0,233.13,352.47,0.55
1433,1,15,22,15,0,229.53,280.53,0.55
1533,1,16,23,15,373.33,240.2,364.67,0.55
1536,1,17,0,0,398.79,261.87,357.67,0.55
1629,1,17,23,15,266.85,273,280.87,0.55
1633,1,18,0,15,361.8,263.33,154.4,0.55
1636,1,18,1,0,332.75,259.07,155.27,0.55
1665,1,18,8,15,226.23,389.93,102.33,0.55
1894,1,20,18,0,172.85,270.13,188.47,0.55
1921,1,21,0,45,186.23,233.8,364.4,0.55
1950,1,21,8,0,262.33,246.27,2.07,0.55
2054,1,22,10,0,258.04,287.67,3.27,0.55
2071,1,22,14,15,202.22,255.33,27.2,0.55
2112,1,23,0,30,115.73,247.4,364.53,0.55
2142,1,23,8,0,0,228,189.07,0.55
2202,1,23,23,0,142.17,243.4,369,0.55
2267,1,24,15,15,0.22,235.93,1.87,0.55
2281,1,24,18,45,38.41,227.2,343.53,0.55
2284,1,24,19,30,38.98,227,343,0.55
2288,1,24,20,30,37.39,249.33,351.73,0.55
2302,1,25,0,0,337.15,227.27,321.47,0.55
2395,1,25,23,15,361.59,231.93,304.33,0.55
2398,1,26,0,0,409.97,223.07,301,0.55
2412,1,26,3,30,433.01,219,366.13,0.55
2432,2,3,8,15,0,257.88,0,0.55
2442,2,3,10,45,0,232.33,0,0.55
2443,2,3,11,0,0,232.93,0,0.55
2494,2,4,0,15,430.59,244.4,363.6,0.55
2590,2,5,0,15,365.99,211.2,364.2,0.55
2793,2,7,3,0,320.6,237.27,371.13,0.55
2880,2,8,0,45,314.61,213.33,361.27,0.55
2955,2,8,19,30,100.77,289.8,380.4,0.55
2973,2,9,0,0,353.29,240.93,363.27,0.55
3010,2,9,9,15,118.65,127.4,118.6,0.55
3833,2,17,23,0,360.58,227.07,376.27,0.55
4219,2,21,23,30,400.56,218.47,246.47,0.55
4220,2,21,23,45,396.53,221.87,200.87,0.55
4411,2,23,23,30,395.13,209.07,335.8,0.55
4533,2,25,6,0,124.14,227.33,328.07,0.55
4636,2,26,7,45,48.09,241.07,48.53,0.55
4794,2,27,23,15,380.05,264.27,371.8,0.55
4821,2,28,6,0,219.46,253.6,373.13,0.55
4873,2,28,19,0,153.11,278.8,153.07,0.55
4893,3,1,0,0,411.95,214,222.8,0.55
4988,3,1,23,45,396.1,259.4,295.73,0.55
4997,3,2,2,0,454.04,264.87,235.47,0.55
5178,3,3,23,15,428.26,207.2,281.13,0.55
5189,3,4,2,0,418.37,292,222.13,0.55
5263,3,4,20,30,86.87,187.47,378.47,0.55
5276,3,4,23,45,362.8,218.4,289.33,0.55
5557,3,7,22,0,128.67,209.2,371.73,0.55
5841,3,10,21,0,86.05,233.67,311.47,0.55
6382,3,16,12,15,0.22,239.07,1.33,0.55
6764,3,20,11,45,164.3,255.13,2.4,0.55
6905,3,21,23,0,351.38,243.13,258.27,0.55
7126,3,24,6,15,163.54,316.2,371.27,0.55
7136,3,24,8,45,84.63,178.4,85.4,0.55
7206,3,25,2,15,381.84,324.73,260.33,0.55
7225,3,25,7,0,31.36,176.93,32.4,0.55
7227,3,25,7,30,32.16,178,32.8,0.55
7281,3,25,21,0,97.71,225.87,383.87,0.55
7477,3,28,0,0,342.5,209.4,373,0.55
7505,3,28,7,0,106.87,257.27,200,0.55
7661,3,29,22,0,170.51,204.87,283.13,0.55
7666,3,29,23,15,171.49,283.53,371.73,0.55
7668,3,29,23,45,166.19,276.73,366.73,0.55
7713,3,30,11,0,99.04,234.8,205.6,0.55
7729,3,30,15,0,188.25,262.07,334.33,0.55
7756,3,30,21,45,169.9,240.4,154.2,0.55
7793,3,31,7,0,130.98,267.53,131,0.55
7800,3,31,8,45,106.15,265.47,106.2,0.55
7821,3,31,14,0,138.89,237.67,338.6,0.55
7825,3,31,15,0,116.63,237.47,341.4,0.55
7837,3,31,18,0,146.84,229.2,321.2,0.55
7841,3,31,19,0,159.97,227.47,324.93,0.55
7845,3,31,20,0,112.01,256.07,112.53,0.55
7892,4,1,7,45,53.7,200.4,54.53,0.55
8054,4,3,0,15,193.39,238.2,193.33,0.55
8055,4,3,0,30,189.3,239.93,189.13,0.55
8147,4,3,23,30,0,231.27,47.73,0.55
8246,4,5,0,15,381.68,260.47,346.47,0.55
8429,4,6,22,0,130.56,261.07,299.8,0.55
9011,4,12,23,30,236.28,256.2,463.87,0.55
9477,4,17,20,0,0,253.6,350.73,0.55
9481,4,17,21,0,0,255.33,271.27,0.55
9487,4,17,22,30,0,253.67,240.53,0.55
9493,4,18,0,0,0,250.93,200.87,0.55
9506,4,18,3,15,0,249.67,53.13,0.55
9517,4,18,6,0,0,227.13,48.87,0.55
9967,4,22,22,30,210.78,207.73,278.13,0.55
10286,4,26,6,15,270.2,261.13,4.4,0.55
10353,4,26,23,0,187.69,239.07,406.8,0.55
10503,4,28,12,30,56.31,282.8,56.87,0.55
10506,4,28,13,15,55.94,286.27,56.53,0.55
10722,4,30,19,15,280.65,267.47,268.6,0.55
10737,4,30,23,0,232.29,259.47,357.73,0.55
10742,5,1,0,15,430.17,281.87,261.2,0.55
10826,5,1,21,15,279.2,265.13,325.67,0.55
10912,5,2,18,45,0,255.67,79.53,0.55
11117,5,4,22,0,59.08,277.87,59.8,0.55
11143,5,5,4,30,0,252.4,310.4,0.55
11409,5,7,23,0,216.1,236.33,413.2,0.55
11489,5,8,19,0,232.7,287.8,445.67,0.55
11493,5,8,20,0,246.87,288.6,411.73,0.55
11944,5,13,12,45,183.64,443.33,12.2,0.55
12081,5,14,23,0,236.36,464,237.53,0.55
12113,5,15,7,0,173.92,431.93,4.6,0.55
12365,5,17,22,0,281.04,415.07,353.73,0.55
12457,5,18,21,0,179.87,467.13,180.8,0.55
12468,5,18,23,45,215.16,359.87,359.4,0.55
12545,5,19,19,0,308.9,438.07,398.4,0.55
12557,5,19,22,0,93.34,421,94.2,0.55
12559,5,19,22,30,93.03,418.67,93.8,0.55
12561,5,19,23,0,120.89,417.53,122.47,0.55
12837,5,22,20,0,323.27,455.13,5,0.55
12839,5,22,20,30,310.24,457.13,4.47,0.55
12852,5,22,23,45,208.88,420.33,415.53,0.55
12853,5,23,0,0,381,418.73,359.53,0.55
12979,5,24,7,30,151.27,458.47,44.47,0.55
13052,5,25,1,45,459.4,434,8.67,0.55
13253,5,27,4,0,475.64,531.33,139.47,0.55
13254,5,27,4,15,475.28,527.87,160.27,0.55
13325,5,27,22,0,205.98,468.87,206.27,0.55
13416,5,28,20,45,393.02,461.6,5.4,0.55
13422,5,28,22,15,300.5,455.13,45.53,0.55
13522,5,29,23,15,257.03,442.4,370.2,0.55
13523,5,29,23,30,222.89,434.8,366.53,0.55
13621,5,31,0,0,366.49,424.27,274.8,0.55
13648,5,31,6,45,280.81,443.33,3.67,0.55
13650,5,31,7,15,122.91,461.4,123.6,0.55
13654,5,31,8,15,197.21,470.47,197.33,0.55
13659,5,31,9,30,279.62,475.07,279.87,0.55
13703,5,31,20,30,198.37,446,199.13,0.55
13706,5,31,21,15,196.37,446.53,198.47,0.55
13709,5,31,22,0,153.08,440.73,154.6,0.55
13713,5,31,23,0,173.47,421.13,133.53,0.55
13743,6,1,6,30,507.9,432.27,7.67,0.55
13789,6,1,18,0,292.73,453,305,0.55
13796,6,1,19,45,316.81,449.47,300.27,0.55
13804,6,1,21,45,171.03,457,171.73,0.55
13810,6,1,23,15,171.06,441.27,172.4,0.55
13825,6,2,3,0,432.64,411.33,246.6,0.55
13907,6,2,23,30,121.41,422.33,117.73,0.55
14101,6,5,0,0,391.86,410,92.4,0.55
14188,6,5,21,45,278.07,419.67,189.47,0.55
14241,6,6,11,0,396.69,368.07,356.93,0.55
14396,6,8,1,45,502.49,450.93,193.67,0.55
14488,6,9,0,45,478.22,453.47,194.6,0.55
14674,6,10,23,15,309.39,461.73,101.2,0.55
14780,6,12,1,45,506.26,470.4,8,0.55
15442,6,18,23,15,446.25,362.33,95.07,0.55
15534,6,19,22,15,413.46,384.93,3.6,0.55
15535,6,19,22,30,404.28,384.73,4.27,0.55
15538,6,19,23,15,387.47,379.6,6.2,0.55
16285,6,27,18,0,288.3,429.67,6.13,0.55
16401,6,28,23,0,334.24,415.47,292.2,0.55
16489,6,29,21,0,383.42,330.67,209.6,0.55
16493,6,29,22,0,361.17,417.4,284.53,0.55
16589,6,30,22,0,382.4,390.33,164.33,0.55
16791,7,3,0,30,536.78,383.87,121.6,0.55
16792,7,3,0,45,519.73,380.2,119.27,0.55
17078,7,6,0,15,594.34,434.07,48.2,0.55
17085,7,6,2,0,581.55,415.33,24,0.55
17369,7,9,1,0,579.29,445.47,7.07,0.55
17465,7,10,1,0,584.75,431.13,6.67,0.55
18129,7,16,23,0,369.46,398,366.67,0.55
18413,7,19,22,0,440.57,425.2,305.47,0.55
19089,7,26,23,0,480.92,408.13,276.73,0.55
19277,7,28,22,0,565.88,441.33,7.2,0.55
19304,7,29,4,45,576.83,450,233.8,0.55
19468,7,30,21,45,536.89,436.13,24.4,0.55
19478,7,31,0,15,628.33,425,165.4,0.55
19559,7,31,20,30,550.22,434.33,205.6,0.55
19570,7,31,23,15,486.89,423.67,285.73,0.55
19571,7,31,23,30,466.57,421.67,281.2,0.55
19600,8,1,6,45,574.94,446.27,138.47,0.55
19607,8,1,8,30,658.49,429.67,66.07,0.55
19608,8,1,8,45,699.92,438.87,132.8,0.55
19610,8,1,9,15,678.46,441.8,150.07,0.55
19620,8,1,11,45,571.13,423.6,85.27,0.55
19659,8,1,21,30,547.15,432.07,7.67,0.55
19757,8,2,22,0,635.52,436.67,218.13,0.55
19833,8,3,17,0,422.19,418.33,317.27,0.55
19848,8,3,20,45,605.3,447.13,9.47,0.55
19904,8,4,10,45,600.95,392.13,51.13,0.55
19950,8,4,22,15,617.74,427.8,210.73,0.55
19986,8,5,7,15,597.37,435.67,368.27,0.55
19988,8,5,7,45,629.35,410.33,18.6,0.55
19992,8,5,8,45,728.4,436.07,164.8,0.55
19997,8,5,10,0,684.53,426.53,51.6,0.55
19998,8,5,10,15,685.46,425.4,49.2,0.55
20025,8,5,17,0,499.17,423.53,248.4,0.55
20067,8,6,3,30,504.52,354.4,360.6,0.55
20132,8,6,19,45,585.6,482.07,11.33,0.55
20135,8,6,20,30,635.88,481.4,11.47,0.55
20136,8,6,20,45,610.7,482.07,11.07,0.55
20140,8,6,21,45,633,456.4,146.47,0.55
20280,8,8,8,45,651.09,462.53,9.4,0.55
20289,8,8,11,0,686.97,389.07,112.8,0.55
20290,8,8,11,15,658.12,397.33,114.6,0.55
20321,8,8,19,0,569.57,438.6,295.27,0.55
20341,8,9,0,0,632.59,439.87,160.47,0.55
20382,8,9,10,15,715.22,488.73,87.07,0.55
20426,8,9,21,15,702.32,445,114.13,0.55
20663,8,12,8,30,618.92,305.07,143.27,0.55
20811,8,13,21,30,646.44,420.2,134.73,0.55
20817,8,13,23,0,536.5,416.27,185.13,0.55
20917,8,15,0,0,676.08,427.87,15.93,0.55
21050,8,16,9,15,722.03,466.8,140.93,0.55
21112,8,17,0,45,665.53,435.67,206.6,0.55
21301,8,19,0,0,652.92,434.93,277.53,0.55
21580,8,21,21,45,656.96,437.4,234.07,0.55
22193,8,28,7,0,213.4,403.33,369.93,0.55
22197,8,28,8,0,351.73,416.27,288.87,0.55
22451,8,30,23,30,340.55,416.47,320.07,0.55
22452,8,30,23,45,339.11,430.13,318.6,0.55
22546,8,31,23,15,392.37,423.73,288.47,0.55
22548,8,31,23,45,358.96,439.33,335.33,0.55
22552,9,1,0,45,514.92,438.4,161.53,0.55
22636,9,1,21,45,426.17,452.47,72.67,0.55
22660,9,2,3,45,547.75,431.4,104.53,0.55
22669,9,2,6,0,549.55,443,23.27,0.55
22723,9,14,22,45,320.82,423.33,3.53,0.55
22724,9,14,23,0,301.38,423.8,3.4,0.55
23104,9,18,22,0,226.74,289.13,383.4,0.55
23144,9,19,8,0,437.75,298.73,22.33,0.55
23323,9,21,4,45,469.88,280.8,86,0.55
23620,9,24,7,0,197.23,259.47,14.73,0.55
23877,9,26,23,15,218.12,261.4,334.27,0.55
24307,10,1,10,45,312.89,296.93,13.87,0.55
24347,10,1,20,45,281.6,256.6,329.93,0.55
24448,10,2,22,0,217.21,268.33,387,0.55
25316,10,11,23,0,226.53,245.4,118.2,0.55
25371,10,12,12,45,33.21,263.67,32.67,0.55
26118,10,20,7,30,184.76,296.93,24.2,0.55
26468,10,23,23,0,103.03,247.33,294.4,0.55
26901,10,28,11,15,20.88,248.87,305.2,0.55
26939,10,28,20,45,69.09,296.27,67.8,0.55
27144,10,30,23,0,350.63,253.33,366.4,0.55
27238,10,31,22,30,208.38,273.4,184.27,0.55
27271,11,1,6,45,94.72,262.67,204.8,0.55
27428,11,2,22,0,197.15,243.87,434,0.55
27520,11,3,21,0,67.16,247.67,281.93,0.55
27955,11,8,9,45,0,272,52,0.55
28200,11,10,23,0,345.54,249.8,434.07,0.55
28203,11,10,23,45,400.3,262.53,171.8,0.55
28489,11,13,23,15,369.13,242.8,417.07,0.55
28584,11,14,23,0,308.66,230.67,458.27,0.55
29352,11,22,23,0,340.62,262.93,423.93,0.55
29354,11,22,23,30,398.69,271.6,255.07,0.55
29737,11,26,23,15,328.75,232.07,446,0.55
29960,11,29,7,0,75.72,271.47,74.73,0.55
29992,11,29,15,0,107.26,265.2,493.53,0.55
30026,11,29,23,30,399.32,236.2,341.87,0.55
30058,11,30,7,30,78.64,292.87,77.73,0.55
30085,11,30,14,15,177.14,262.07,498.27,0.55
30111,11,30,20,45,229.77,250.4,525.8,0.55
30123,11,30,23,45,393.86,244.53,217.47,0.55
30213,12,1,22,15,187.73,230.13,433.07,0.55
30214,12,1,22,30,185.48,230.93,431.93,0.55
30219,12,1,23,45,397.88,234.67,206.93,0.55
30311,12,2,22,45,199.92,240.27,343.93,0.55
30501,12,4,22,15,149.42,234.27,328.47,0.55
30502,12,4,22,30,191.05,227.13,470.6,0.55
30503,12,4,22,45,186.07,226.4,466.67,0.55
30629,12,6,6,15,56.45,258.33,55.67,0.55
30630,12,6,6,30,65.53,255.07,64.47,0.55
30987,12,9,23,45,403.38,249.13,250.93,0.55
31464,12,14,23,0,306.26,242.8,476.07,0.55
31849,12,18,23,15,395.37,249.73,327.87,0.55
32041,12,20,23,15,400.57,243.27,385.53,0.55
32234,12,22,23,30,405.75,244.53,381.8,0.55
32235,12,22,23,45,401.28,250.8,283.87,0.55
32617,12,26,23,15,400.65,235,298.2,0.55
32709,12,27,22,15,359.75,248.07,30.4,0.55
32899,12,29,21,45,146.59,227.87,456.53,0.55
33006,12,31,0,30,407.55,224.47,192.33,0.55
33089,12,31,21,15,164.63,223.33,488.2,0.55
23,1,1,5,45,123.6,254.47,355.4,0.54
27,1,1,6,45,120.14,267.73,214.33,0.54
42,1,1,10,30,254.88,259.4,3.13,0.54
43,1,1,10,45,271.95,256.8,3.2,0.54
51,1,1,12,45,226.61,253.27,3.4,0.54
52,1,1,13,0,222.46,247.2,3.33,0.54
88,1,1,22,0,172.92,247.07,315.2,0.54
91,1,1,22,45,156.01,242.6,369.27,0.54
126,1,2,7,30,185.12,199.6,153.27,0.54
132,1,2,9,0,277.96,230.2,104.33,0.54
180,1,2,21,0,191.49,276.13,357.53,0.54
182,1,2,21,30,185.35,285.53,354,0.54
185,1,2,22,15,183.85,282.73,354.13,0.54
192,1,3,0,0,196.12,270.87,366.93,0.54
193,1,3,0,15,211.96,265.67,366.27,0.54
200,1,3,2,0,192.24,236.4,336.27,0.54
219,1,3,6,45,206.25,252.93,35.53,0.54
289,1,4,0,15,176.58,233.2,365.07,0.54
387,1,5,0,45,211.69,234.33,367.53,0.54
575,1,6,23,45,159.04,262.07,370.6,0.54
577,1,7,0,15,223.25,259.67,370.6,0.54
962,1,11,0,30,173.25,257.33,108.27,0.54
968,1,11,2,0,158.07,279.33,104.73,0.54
1050,1,11,22,30,187.34,232.87,3.53,0.54
1052,1,11,23,0,176.37,286.6,92.47,0.54
1064,1,12,2,0,242.9,261.93,3.07,0.54
1157,1,13,1,15,432.99,209.67,3.13,0.54
1165,1,13,3,15,422.12,190.8,3.2,0.54
1166,1,13,3,30,415.53,213.07,3.27,0.54
1168,1,13,4,0,427.89,253.4,3.33,0.54
1171,1,13,4,45,414.92,235.2,3.13,0.54
1192,1,13,10,0,170.26,279.47,382.47,0.54
1245,1,13,23,15,377.56,265.87,382,0.54
1248,1,14,0,0,399.05,267.2,270.87,0.54
1342,1,14,23,30,360.79,250.07,270.13,0.54
1348,1,15,1,0,362.63,237.6,302.6,0.54
1450,1,16,2,30,0,244.47,232.93,0.54
1451,1,16,2,45,0,246.73,214.2,0.54
1455,1,16,3,45,0,243.07,210.87,0.54
1538,1,17,0,30,380.93,260.93,355.07,0.54
1630,1,17,23,30,328.83,277.4,183.13,0.54
1718,1,18,22,0,190.55,253.2,312.07,0.54
1727,1,19,0,15,242.32,234.33,370.27,0.54
1738,1,19,3,0,200.08,240.87,314.87,0.54
1762,1,19,9,0,246.84,132.8,237.47,0.54
1772,1,19,11,30,208.22,91.2,330,0.54
1914,1,20,23,0,137.32,239.6,372.6,0.54
1919,1,21,0,15,210.74,233.33,367.93,0.54
1966,1,21,12,0,234.97,270.07,25.27,0.54
2015,1,22,0,15,106.02,258.67,368.8,0.54
2098,1,22,21,0,150.02,262.53,366.53,0.54
2106,1,22,23,0,110.39,247.53,370.93,0.54
2110,1,23,0,0,120.07,247.6,364.67,0.54
2122,1,23,3,0,86.68,247.07,361.4,0.54
2130,1,23,5,0,106.86,257.4,351.53,0.54
2147,1,23,9,15,0,265.8,2.8,0.54
2163,1,23,13,15,0,250.67,3.33,0.54
2164,1,23,13,30,0,242.33,3.07,0.54
2173,1,23,15,45,0,234.33,120.27,0.54
2221,1,24,3,45,156.19,230.93,358.33,0.54
2225,1,24,4,45,172.35,231.47,331,0.54
2226,1,24,5,0,174.43,236.93,334.33,0.54
2260,1,24,13,30,39.86,247.6,40.67,0.54
2266,1,24,15,0,0.2,236.8,1.67,0.54
2280,1,24,18,30,37.76,228.07,343.6,0.54
2286,1,24,20,0,39.22,248,342.4,0.54
2299,1,24,23,15,324.58,235.2,323.87,0.54
2301,1,24,23,45,301.57,229.13,319.8,0.54
2372,1,25,17,30,36.36,235.4,37.4,0.54
2373,1,25,17,45,37.49,237,38.47,0.54
2391,1,25,22,15,191.71,229.6,375.2,0.54
2436,2,3,9,15,0,261.72,0,0.54
2491,2,3,23,30,394.27,245.47,365.93,0.54
2497,2,4,1,0,392.02,241.73,367.53,0.54
2501,2,4,2,0,406.46,230.27,371.33,0.54
2589,2,5,0,0,373.49,208.27,366.4,0.54
2591,2,5,0,30,366.78,207.07,365.6,0.54
2593,2,5,1,0,349.36,211.87,365.87,0.54
2684,2,5,23,45,304.37,212.13,365.6,0.54
2686,2,6,0,15,311.32,215.8,365.07,0.54
2688,2,6,0,45,303.6,213.2,363.47,0.54
2691,2,6,1,30,253.37,213.6,317,0.54
2697,2,6,3,0,207.44,208.33,360.6,0.54
2781,2,7,0,0,296.23,209.13,366.73,0.54
2791,2,7,2,30,377.52,246.67,141.73,0.54
2953,2,8,19,0,107.93,286.33,340.13,0.54
3000,2,9,6,45,157.84,313.27,249.67,0.54
3011,2,9,9,30,113.75,97.2,115.07,0.54
3068,2,9,23,45,334.71,216.47,366.13,0.54
3069,2,10,0,0,323.65,225.6,316.4,0.54
3665,2,16,5,0,440.8,246.67,206.27,0.54
4026,2,19,23,15,351.84,228.4,206.53,0.54
4121,2,20,23,0,290.31,219.27,320.47,0.54
4260,2,22,9,45,86.5,220.4,372.07,0.54
4345,2,23,7,0,108.28,299.67,58.87,0.54
4397,2,23,20,0,144.22,232.2,218.27,0.54
4409,2,23,23,0,256.76,214.87,375.27,0.54
4697,2,26,23,0,326.53,215,319.27,0.54
4773,2,27,18,0,205.88,265.27,183.13,0.54
4792,2,27,22,45,169.21,263.53,373.53,0.54
4797,2,28,0,0,397.88,263.87,244.2,0.54
4849,2,28,13,0,222.38,251.93,375.6,0.54
4853,2,28,14,0,110.85,256.73,349.8,0.54
4857,2,28,15,0,92.96,255,354.07,0.54
4865,2,28,17,0,188.37,261.6,189.4,0.54
4868,2,28,17,45,149.8,273.07,150.53,0.54
4870,2,28,18,15,149.35,276.93,149.2,0.54
4876,2,28,19,45,148.91,225.93,223.67,0.54
4877,2,28,20,0,219.11,223.33,381.6,0.54
4920,3,1,6,45,45.56,276.53,45.8,0.54
4922,3,1,7,15,45.63,276.8,46.07,0.54
4993,3,2,1,0,436.25,261.87,241.53,0.54
5173,3,3,22,0,183.57,206.33,375.2,0.54
5179,3,3,23,30,428.15,204.67,269.53,0.54
5185,3,4,1,0,402.09,202.2,270.2,0.54
5913,3,11,15,0,231.97,240.53,2.93,0.54
6047,3,13,0,30,305.91,240.93,341.8,0.54
