month,day,hour,min,n_px,ce_px,cs_px
6,3,11,0,2.81,0,325.95
6,3,12,0,2.6,144.74,0
6,3,14,0,2.62,173.85,0
6,3,17,0,2.84,263.73,0
6,3,17,15,2.85,239.39,0
6,3,18,15,2.92,226.33,0
6,3,19,15,2.98,174.04,0
6,3,19,45,3,210.01,0
6,3,21,0,3.06,0,185.38
6,4,0,0,2.64,325.53,0
6,4,1,15,2.84,467.97,0
6,4,2,15,3.05,502.27,0
6,4,2,30,3.1,512.33,0
6,4,5,30,3.72,351.9,0
6,4,7,15,3.89,0,45.17
6,4,9,15,3.48,0,396.51
6,4,10,0,3.25,0,407.34
6,4,10,15,4.755,0,642.075
6,4,11,0,2.93,0,441.6
6,4,12,0,2.64,0,354.68
6,4,13,45,2.47,124.29,0
6,4,14,45,2.48,291.52,0
6,4,16,15,2.57,195.71,0
6,4,16,30,2.58,209.69,0
6,4,17,30,2.71,280.1,0
6,4,18,30,2.81,139.89,0
6,4,18,45,2.81,88.59,0
6,4,20,15,2.91,294.22,0
6,4,20,30,2.94,289.25,0
6,4,21,15,2.96,0,158.09
6,4,23,30,2.64,0,44.51
6,5,3,0,3.04,421.43,0
6,5,3,45,3.17,411.51,0
6,5,4,15,3.26,435.24,0
6,5,6,45,3.67,347.32,0
6,5,7,0,3.71,342.15,0
6,5,7,15,3.74,510.27,0
6,5,9,0,3.62,0,278.78
6,5,10,30,3.21,0,386.27
6,5,11,30,2.93,0,351.22
6,5,13,45,2.39,0,242.95
6,5,14,45,2.32,186.82,0
6,5,15,30,2.38,315.15,0
6,5,16,0,2.43,286.21,0
6,5,16,45,2.51,329.43,0
6,5,17,0,2.54,406.98,0
6,5,18,30,2.69,106.77,0
6,5,19,0,2.7,297.48,0
6,5,19,45,2.74,199.07,0
6,5,21,15,2.76,109.41,0
6,5,21,30,2.76,121.77,0
6,5,23,0,2.8,273.53,0
6,6,1,30,3.16,431,0
6,6,2,0,3.26,405.72,0
6,6,2,45,3.39,435.75,0
6,6,4,0,3.59,345.83,0
6,6,4,15,3.62,323.98,0
6,6,5,0,3.72,278.06,0
6,6,7,15,3.81,52.22,101.19
6,6,7,30,3.79,0,347.51
6,6,8,30,3.51,0,378.13
6,6,9,0,3.37,0,365.45
6,6,9,15,3.3,0,357.59
6,6,9,45,3.16,0,360.76
6,6,10,0,3.09,0,344.19
6,6,10,15,3.03,0,324.9
6,6,11,15,2.9,186.11,0
6,6,12,0,2.9,50.01,0
6,6,12,30,2.9,97.27,0
6,6,13,45,2.82,169.85,0
6,6,14,45,2.85,66.74,0
6,6,15,0,2.84,54.72,0
6,6,15,45,2.82,225.07,0
6,6,16,15,2.87,369.55,0
6,6,16,30,2.91,378.47,0
6,6,18,30,3.15,290.74,0
6,6,19,45,3.13,0,224.53
6,6,21,15,2.79,0,310.91
6,6,23,15,2.37,5.26,23.74
6,7,0,30,2.4,456.64,0
6,7,1,15,2.57,506.31,0
6,7,3,45,3.15,511.46,0
6,7,6,0,3.6,371.05,0
6,7,8,15,3.52,0,416.13
6,7,13,0,2.82,143.59,0
6,7,14,45,2.87,190,0
6,7,16,0,2.94,320.61,0
6,7,17,0,3.07,311.35,0
6,7,18,0,3.19,305.31,0
6,7,18,30,3.25,307.05,0
6,7,21,15,2.93,0,299.53
6,7,21,45,2.81,0,258.73
6,8,1,0,2.64,503.37,0
6,8,1,30,2.76,510.89,0
6,8,4,30,3.29,369.31,0
6,8,5,30,3.42,312.36,0
6,8,6,0,3.47,147.09,0
6,8,7,0,3.5,150.27,0
6,8,8,15,3.26,0,404.7
6,8,8,30,3.18,0,399.93
6,8,8,45,3.11,0,353.11
6,8,13,0,2.63,228.87,0
6,8,14,30,2.72,230.81,0
6,8,15,0,2.75,210.99,0
6,8,15,15,2.77,253.71,0
6,8,19,15,3.2,221.99,0.67
6,8,20,15,3.09,0,257.85
6,9,0,45,2.44,523.76,0
6,9,2,30,2.85,506.43,0
6,9,6,0,5.43,681.795,0
6,9,7,30,3.86,16.64,241.41
6,9,7,45,3.81,0,333.67
6,9,8,45,3.53,0,310.47
6,9,9,30,3.34,0,307.86
6,9,10,15,3.15,0,295.03
6,9,12,30,3.04,214.59,0
6,9,12,45,3.05,223.25,0
6,9,14,30,3.14,240.59,0
6,9,15,45,3.23,269.77,0
6,9,16,0,3.25,289.64,0
6,9,16,15,3.27,295.23,0
6,9,17,0,3.34,336.03,0
6,9,17,15,3.38,336.9,0
6,9,19,15,3.27,0,207.27
6,9,19,30,3.22,0,193.81
6,9,20,30,3.02,0,267.5
6,9,21,0,2.91,0,284.71
6,9,22,0,2.68,0,217.12
6,9,23,15,2.48,355.62,0
6,10,0,30,2.73,505.45,0
6,10,0,45,2.79,455.2,0
6,10,2,0,2.99,395.68,0
6,10,4,0,3.28,346.17,0
6,10,5,0,3.41,277.83,0
6,10,5,30,5.16,374.355,0
6,10,6,0,3.47,239.29,0
6,10,6,30,3.5,164.89,0
6,10,9,30,2.93,0,344.66
6,10,9,45,2.86,26.24,173.09
6,10,11,30,2.78,63.28,0
6,10,13,0,2.75,137.49,0
6,10,13,30,2.76,148.5,0
6,10,14,15,2.77,112.89,0
6,10,15,45,2.79,167.44,0
6,10,16,0,2.8,191.35,0
6,10,16,15,2.81,196.67,0
6,10,16,45,2.83,247.89,0
6,10,18,30,2.94,0,227.53
6,10,21,30,2.33,0,205.53
6,10,22,0,2.23,0,180.55
6,10,23,45,2.06,463.83,0
6,11,0,0,2.11,461.28,0
6,11,0,30,2.22,480.89,0
6,11,0,45,2.27,391.49,0
6,11,1,45,2.42,452.35,0
6,11,2,15,2.52,495.08,0
6,11,2,45,2.64,509.31,0
6,11,3,15,2.75,498.25,0
6,11,3,45,2.85,524.31,0
6,11,5,45,3.31,511.73,0
6,11,7,0,3.57,402.05,0
6,11,9,15,3.4,0,373.35
6,11,11,0,2.9,39.88,56.76
6,11,12,0,2.83,136.09,0
6,11,14,15,2.86,165.65,0
6,11,14,30,2.86,155.09,0
6,11,14,45,2.87,185.43,0
6,11,15,30,2.9,246.59,0
6,11,15,45,4.38,370.29,0
6,11,17,0,3.03,317.23,0
6,11,17,15,3.06,384.45,0
6,11,17,30,3.09,339.41,0
6,11,18,15,3.19,120.81,64.95
6,11,19,15,3.05,0,211.67
6,11,20,15,2.86,0,206.3
6,11,20,45,2.75,0,185.27
6,11,22,0,2.52,0,146.56
6,11,22,30,2.44,0,102.77
6,11,22,45,2.41,0,104.95
6,11,23,45,2.29,404.03,0
6,12,0,0,2.33,293.45,0
6,12,0,30,2.36,282.36,0
6,12,1,30,2.47,370.96,0
6,12,1,45,2.5,388.02,0
6,12,2,0,2.54,405.14,0
6,12,2,30,2.64,575.37,0
6,12,3,0,2.77,560.76,0
6,12,3,15,2.83,559.28,0
6,12,8,0,3.85,0.77,39.06
6,12,8,45,3.76,0,271.03
6,12,11,15,3.06,0,345.48
6,12,11,30,2.99,0,322.93
6,12,11,45,2.92,0,317.13
6,12,12,15,2.83,135.89,0
6,12,12,45,2.83,154.03,0
6,12,14,0,2.86,206.12,0
6,12,14,30,2.88,241.17,0
6,12,16,0,3.01,311.73,0
6,12,16,30,3.06,337.04,0
6,12,18,0,3.24,380.45,0
6,12,18,30,3.31,305.69,0
6,12,21,15,3.27,0,28.17
6,12,23,0,3.2,329.86,0
6,13,1,0,3.55,413.83,0
6,13,1,15,3.59,406.73,0
6,13,2,0,3.71,229.45,0
6,13,2,15,3.73,173.75,0
6,13,4,30,3.75,102.57,0
6,13,5,0,3.76,365.21,0
6,13,7,30,3.92,0,286.06
6,13,7,45,3.85,0,304.16
6,13,9,0,3.5,0,324.21
6,13,10,30,3.21,77.37,0
6,13,11,0,3.19,90.99,0
6,13,12,0,3.17,133.88,0
6,13,14,15,3.09,123.66,0
6,13,14,30,3.08,110.33,0
6,13,16,15,3.11,243.54,0
6,13,16,30,3.13,281.87,0
6,13,17,0,3.17,286.65,0
6,13,18,15,3.21,0,131.18
6,13,20,0,2.89,0,192.81
6,14,0,0,2.64,485.52,0
6,14,0,30,2.73,471.69,0
6,14,1,30,2.93,483.65,0
6,14,1,45,2.98,515.11,0
6,14,2,15,3.09,478.93,0
6,14,2,45,3.19,499.7,0
6,14,4,30,3.59,522.72,0
6,14,10,0,3.73,0,133.2
6,14,10,45,3.62,0,113.48
6,14,11,0,3.58,0,115.39
6,14,13,15,3.31,0,66.7
6,14,14,0,3.22,0,61.73
6,14,15,45,3.06,281.16,0
6,14,17,15,3.21,300.63,0
6,14,18,45,3.28,153.74,0
6,14,19,0,3.28,17.46,122.88
6,14,19,15,3.25,0,172.69
6,14,20,15,3.04,0,252.19
6,14,20,45,2.93,0,271.13
6,14,22,15,2.63,121.33,0
6,14,22,30,2.63,232.25,0
6,14,23,45,2.76,510.57,0
6,15,0,0,2.82,477.19,0
6,15,0,15,2.87,362.35,0
6,15,0,30,2.9,402.3,0
6,15,1,30,3.09,442.75,0
6,15,2,15,3.22,417.77,0
6,15,3,0,3.34,380.36,0
6,15,4,0,3.5,392.07,0
6,15,5,0,3.64,289.11,0
6,15,6,0,3.74,228.68,0
6,15,6,15,3.75,212.77,0
6,15,6,45,3.78,173.82,0
6,15,7,0,3.79,117.27,17.55
6,15,8,0,3.65,0,266.63
6,15,9,0,3.42,0,245.57
6,15,11,30,2.97,0,144.3
6,15,12,0,2.89,0,85.89
6,15,17,15,2.68,244.83,0
6,15,17,45,2.72,353.11,0
6,15,18,0,2.75,389.86,0
6,15,19,0,2.89,344.75,0
6,15,19,15,2.93,272.23,0
6,15,20,45,2.79,0,311.97
6,15,21,0,2.73,0,323.5
6,15,22,0,2.57,150.66,0
6,15,22,15,2.58,135.02,0
6,15,22,30,2.58,192.9,0
6,15,23,0,2.62,355.2,0
6,16,0,0,2.78,360.48,0
6,16,0,15,2.82,334.35,0
6,16,1,0,2.92,449.85,0
6,16,2,30,3.21,424.39,0
6,16,3,15,3.35,449.45,0
6,16,4,0,3.49,435.95,0
6,16,5,0,3.68,435.62,0
6,16,7,15,3.95,0,57.48
6,16,9,15,3.65,0,189.63
6,16,10,0,3.51,0,190.73
6,16,10,45,3.38,0,105.42
6,16,12,45,3.24,34.67,0
6,16,14,15,3.15,0,65.55
6,16,15,15,3.06,88.73,0.87
6,16,16,30,3.07,239.33,0
6,16,17,45,3.15,176.6,0
6,16,19,15,3.27,0,243.6
6,16,21,15,2.81,0,95.28
6,16,23,45,2.87,341.28,0
6,17,1,0,3.04,274.44,0
6,17,1,15,3.07,316.36,0
6,17,2,0,3.18,389.37,0
6,17,3,15,3.36,342.11,0
6,17,4,30,3.53,373.85,0
6,17,4,45,3.56,344.85,0
6,17,6,0,3.67,199.03,0
6,17,8,15,3.51,0,290.55
6,17,10,0,3.09,0,278.45
6,17,11,30,2.81,0,103.24
6,17,15,45,2.23,141.2,0
6,17,17,15,2.28,175.88,0
6,17,18,45,2.33,145.02,0
6,17,19,0,2.34,128.25,0
6,17,19,30,2.34,154.69,0
6,17,21,45,2.41,208.35,0
6,17,23,0,2.53,367.56,0
6,17,23,45,2.64,407.45,0
6,18,0,15,2.71,226.09,0
6,18,3,0,3.11,389.99,0
6,18,3,30,4.800000000000001,617.49,0
6,18,4,0,3.29,474.35,0
6,18,4,30,3.39,467.84,0
6,18,9,45,3.48,0,366.6
6,18,10,15,3.34,0,361.06
6,18,12,15,2.92,0,47.83
6,18,13,15,2.82,5.99,16.41
6,18,17,0,2.75,218.02,0
6,18,17,15,2.76,214.99,0
6,18,17,30,2.77,228.88,0
6,18,18,0,2.8,301.99,0
6,18,19,30,2.84,116.5,0
6,18,20,0,2.83,112.37,0
6,18,21,0,2.83,49.38,103.55
6,18,21,15,2.8,0,257.34
6,18,22,15,2.59,0,183.88
6,18,23,15,2.46,195.41,0
6,19,2,30,2.76,431.96,0
6,19,2,45,2.8,450.61,0
6,19,3,45,2.97,387.72,0
6,19,5,0,3.16,372.83,0
6,19,6,30,3.36,280.28,0
6,19,8,30,3.57,65.59,0
6,19,9,30,3.48,0,147.51
6,19,10,45,3.2,0,265.77
6,19,12,15,2.98,109.51,0
6,19,13,0,2.97,140.18,0
6,19,13,45,2.97,109.38,0
6,19,14,0,2.97,73.5,1.93
6,19,14,15,2.96,85.27,0
6,19,14,45,2.95,116.08,0
6,19,15,30,2.93,68.66,0
6,19,15,45,2.92,94.37,0
6,19,16,0,2.92,144.06,0
6,19,16,45,2.95,263.5,0
6,19,17,30,3,228.39,0
6,19,18,15,3.05,224.28,0
6,19,21,30,2.92,0,231.77
6,19,22,45,2.73,32.4,0
6,19,23,0,2.72,72.15,0
6,20,0,45,2.78,297.59,0
6,20,1,15,2.83,322.25,0
6,20,1,30,2.85,330.54,0
6,20,1,45,2.88,327.73,0
6,20,4,30,3.13,276.38,0
6,20,5,15,3.15,131.32,0
6,20,8,15,3.07,0,171.67
6,20,10,15,2.72,0,182.49
6,20,11,45,2.47,0,85.59
6,20,12,0,2.44,34.19,19.15
6,20,13,30,2.37,71.24,0
6,20,16,0,2.26,168.02,0
6,20,16,45,2.27,175.69,0
6,20,17,0,2.27,184.33,0
6,20,23,15,2.06,220.63,0
6,21,0,45,2.17,282.4,0
6,21,1,0,2.19,339.69,0
6,21,2,15,2.32,267.69,0
6,21,3,0,2.39,340.27,0
6,21,3,30,2.45,384.46,0
6,21,4,15,2.56,373.45,0
6,21,5,30,2.72,328.41,0
6,21,6,0,2.77,263.07,0
6,21,6,30,2.82,142.76,0
6,21,6,45,2.82,143.47,0
6,21,7,15,2.83,196.77,0
6,21,8,0,2.85,98.37,0
6,21,10,30,2.79,28.84,0.15
6,21,18,0,2.66,177.33,0
6,21,20,15,2.69,76.14,0
6,21,22,30,2.73,280.63,0
6,21,23,0,2.78,330.96,0
6,21,23,15,2.8,348.59,0
6,22,0,0,2.9,359.77,0
6,22,1,15,3.07,356.43,0
6,22,1,30,3.1,353.77,0
6,22,1,45,3.13,321.09,0
6,22,4,15,3.34,282.69,0
6,22,4,30,3.36,296.06,0
6,22,5,30,3.43,239.1,0
6,22,6,15,3.48,186.29,0
6,22,7,15,3.47,8.97,20.49
6,22,12,30,2.72,0,52.08
6,22,17,45,2.57,152.73,0
6,22,19,45,2.57,141.83,0
6,22,20,0,2.57,88.72,0
6,22,21,30,2.54,45.24,0
6,22,23,45,2.62,328.13,0
6,23,0,45,2.73,349.86,0
6,23,2,30,3.01,470.45,0
6,23,3,30,3.17,373.89,0
6,23,4,15,3.29,385.21,0
6,23,5,45,3.48,352.04,0
6,23,6,45,3.62,339.08,0
6,23,7,45,3.63,0,39.89
6,23,8,45,3.5,0,102.3
6,23,9,0,3.47,0,132.66
6,23,9,15,3.42,0,145.55
6,23,10,15,3.26,0,180.75
6,23,11,15,3.08,0,168.07
6,23,11,45,3,0,169.07
6,23,12,15,2.92,0,77.07
6,23,12,45,2.86,0,49.43
6,23,13,0,2.84,0,58.01
6,23,14,30,2.69,0,65.49
6,23,14,45,2.66,0,45.51
6,23,15,0,2.64,30.24,31.87
6,23,15,15,2.62,104.08,0
6,23,16,30,2.64,202.89,0
6,23,19,45,2.71,146.7,0
6,23,22,0,2.76,199.2,0
6,24,0,15,3.05,335.52,0
6,24,1,45,3.24,332.56,0
6,24,5,0,3.54,273.29,0
6,24,5,15,5.34,404.085,0
6,24,5,45,3.6,209.98,0
6,24,6,0,3.61,162.61,0
6,24,7,15,3.68,147.28,0
6,24,8,0,3.67,30.05,2.17
6,24,10,45,3.31,0,188.5
6,24,11,0,3.26,0,205.83
6,24,11,15,3.22,0,211.08
6,24,11,30,3.16,0,224.07
6,24,15,30,2.56,22.8,0.38
6,24,16,45,2.57,269.82,0
6,24,18,15,2.62,0.91,19.19
6,24,19,0,2.56,0,67.22
6,24,20,30,2.4,94.66,0
6,24,21,30,2.39,59.42,0
6,25,1,0,2.56,359.85,0
6,25,4,0,3.03,509.42,0
6,25,4,15,3.08,503.43,0
6,25,5,15,3.27,383.99,0
6,25,7,0,3.52,387.21,0
6,25,7,15,3.56,334.06,0
6,25,9,45,3.43,0,164.25
6,25,11,15,3.13,0,202.79
6,25,13,0,2.85,0,49.24
6,25,13,30,2.8,0,52.57
6,25,16,0,2.61,47.35,0
6,25,16,30,2.58,144.05,0
6,25,18,30,2.66,134.07,0
6,25,20,30,2.6,8.43,4.73
6,25,21,45,2.52,75.86,0
6,25,23,15,2.63,378.53,0
6,25,23,45,2.7,414.69,0
6,26,1,30,2.93,370.57,0
6,26,6,30,3.9,333.25,0
6,26,9,0,3.98,23.19,2.8
6,26,10,15,3.82,0,195.01
6,26,17,30,3.1,226.61,0
6,26,18,30,3.14,157.94,0
6,26,19,45,3.13,81.98,0
6,26,21,45,2.97,55.7,0
6,26,22,45,2.98,260.37,0
6,27,0,0,3.12,330.53,0
6,27,0,15,3.15,315.83,0
6,27,1,0,3.24,339.61,0
6,27,5,0,3.64,155.63,0
6,27,6,30,3.65,74.25,0
6,27,8,30,3.48,0,112.98
6,27,10,0,3.19,0,223.75
6,27,10,15,3.14,0,221.27
6,27,10,30,3.09,0,219.66
6,27,11,45,2.86,0,66.22
6,27,12,30,2.77,0,54.6
6,27,12,45,2.75,0,72
6,27,14,15,2.59,0,49.14
6,27,14,30,2.56,0,44.41
6,27,18,30,2.33,48.12,0.05
6,27,19,15,2.29,0.97,14.75
6,27,19,30,2.27,13.8,22.91
6,27,19,45,2.25,232.26,0
6,27,20,15,2.28,255.65,0
6,27,21,15,2.33,171.39,0
6,27,22,0,2.34,212.08,0
6,27,22,45,2.4,355.43,0
6,27,23,45,2.55,300.5,0
6,28,0,0,2.57,335.75,0
6,28,2,0,2.85,374.72,0
6,28,2,30,2.92,396.69,0
6,28,2,45,2.97,397.47,0
6,28,3,0,3,378.87,0
6,28,5,30,3.39,364.78,0
6,28,7,30,3.61,147.47,0
6,28,8,45,3.6,101.03,0
6,28,10,30,3.45,0,111.79
6,28,11,0,3.38,0,136.57
6,28,11,30,3.31,0,108.49
6,28,11,45,3.27,0,106.05
6,28,12,45,3.15,0,33.53
6,28,14,15,3.01,0,61.96
6,28,15,0,2.93,0,32.21
6,28,18,30,2.73,34.15,0.63
6,28,19,45,2.65,22.72,0.43
6,28,20,15,2.62,14.53,6.17
6,28,23,30,2.52,335.27,0
6,29,0,0,2.59,440.02,0
6,29,0,45,2.71,394.11,0
6,29,2,30,2.98,364.06,0
6,29,3,45,3.14,352.52,0
6,29,4,15,3.21,302.89,0
6,29,9,0,3.17,0,123.75
6,29,9,15,3.13,0,134.45
6,29,11,30,2.8,0,153.83
6,29,12,0,2.74,4.68,11.76
6,29,14,30,2.58,20.05,1.11
6,29,15,0,2.55,5.35,6.37
6,29,15,15,2.53,5.84,13.4
6,29,17,30,2.45,173.33,0
6,29,19,45,2.5,148,0
6,29,21,15,2.5,29.18,35.44
6,29,21,30,2.48,153.65,0
6,29,21,45,2.48,176.33,0
6,30,0,45,2.88,429.11,0
6,30,1,0,2.93,427.13,0
6,30,1,30,3.02,432.04,0
6,30,1,45,3.06,449.17,0
6,30,2,15,3.15,446.08,0
6,30,3,15,3.34,448.17,0
6,30,3,30,3.39,455.88,0
6,30,4,15,3.53,436.05,0
6,30,5,30,3.74,354.66,0
6,30,5,45,3.77,372.45,0
6,30,6,15,3.84,329.91,0
6,30,6,30,3.86,287.51,0
6,30,10,30,0,0,232.35
6,30,11,0,0,0,223.37
6,30,17,15,2.53,5.98,8.43
6,30,17,45,2.49,22.29,0.05
6,30,19,0,2.39,0,34.95
6,30,20,30,2.28,140.97,0
6,30,21,15,2.26,43.35,0
6,30,22,15,2.22,107.5,0
6,30,22,45,2.22,356.29,0
6,30,23,0,2.25,402.57,0
7,1,0,30,2.45,307.25,0
7,1,1,45,2.6,325.03,0
7,1,2,45,2.7,324.8,0
7,1,3,15,2.76,267.71,0
7,1,6,45,2.94,68.47,1.45
7,1,7,45,2.89,48.08,0
7,1,10,15,2.71,14.52,3.13
7,1,12,45,2.54,39.26,0
7,1,13,30,2.51,42.39,0
7,1,14,45,2.46,82.75,0
7,1,15,30,2.44,98.33,0
7,1,16,45,2.44,116.8,0
7,1,17,0,2.44,141.1,0
7,1,19,0,2.43,78.51,0
7,1,21,30,2.36,86.85,0
7,1,22,0,2.36,157.36,0
7,1,22,15,2.36,164.26,0
7,1,23,30,2.44,310.48,0
7,2,4,15,3.17,429.21,0
7,2,9,30,3.65,0,83.63
7,2,10,15,3.54,0,172.79
7,2,11,45,3.29,0,144.77
7,2,14,15,2.87,0,232.94
7,2,15,30,2.68,76.06,0
7,2,16,15,2.66,99.01,0
7,2,16,30,2.66,128.37,0
7,2,17,0,2.67,140.24,0
7,2,17,30,2.67,120.21,0
7,2,18,0,2.69,188.79,0
7,2,21,30,2.7,75.08,0
7,2,22,30,2.7,198.69,0
7,2,22,45,2.71,249.13,0
7,2,23,0,2.73,284.15,0
7,2,23,30,2.78,288.59,0
7,3,0,30,2.87,298.7,0
7,3,4,0,3.37,408.14,0
7,3,4,45,3.48,399.98,0
7,3,6,0,3.67,377.02,0
7,3,6,30,3.74,342.35,0
7,3,7,0,3.81,541.47,0
7,3,8,15,4.01,217.8,0
7,3,12,45,3.5,0,206.94
7,3,13,0,3.45,0,208.63
7,3,13,30,3.35,0,198.67
7,3,14,15,3.2,0,175.93
7,3,16,15,2.89,0,69.15
7,3,16,45,2.83,0,87.13
7,3,18,15,2.69,8.87,7.41
7,3,18,45,2.65,13.31,3.71
7,3,19,15,3.945,150.375,0
7,3,22,30,2.53,220.25,0
7,3,22,45,2.55,252.79,0
7,4,0,0,2.67,324.79,0
7,4,0,30,2.73,323.63,0
7,4,0,45,2.75,374.09,0
7,4,1,0,2.79,379.33,0
7,4,1,15,2.83,414.01,0
7,4,4,45,3.3,325.67,0
7,4,8,30,3.29,0,160.19
7,4,11,15,2.88,0,120.22
7,4,12,0,2.84,67.81,0
7,4,13,15,2.81,33.22,0
7,4,13,30,2.8,42.05,0
7,4,14,30,2.72,0,43.49
7,4,15,0,2.67,0,42.05
7,4,16,45,2.57,104.37,0
7,4,17,0,2.57,131.71,0
7,4,18,30,2.52,5.25,9.69
7,4,19,0,2.48,3.23,18.43
7,5,0,0,2.35,331.07,0
7,5,0,30,2.41,390.64,0
7,5,2,0,2.62,386.33,0
7,5,4,15,2.93,377.75,0
7,5,5,15,3.08,305.19,0
7,5,7,30,3.23,174.81,0
7,5,8,15,3.24,77.45,0
7,5,9,15,3.22,85.12,0
7,5,14,15,2.32,0,148.29
7,5,14,30,2.28,0,138.64
7,5,16,0,2.13,191.39,0
7,5,16,45,2.16,225.46,0
7,5,17,45,2.22,245.31,0
7,5,19,15,2.25,123.75,0
7,5,20,15,2.25,234.95,0
7,5,20,30,2.27,187.93,0
7,5,21,30,2.29,114.54,0
7,5,21,45,2.29,146.31,0
7,5,22,30,2.3,244.13,0
7,5,22,45,2.31,273.69,0
7,5,23,45,2.4,254.77,0
7,6,2,15,2.61,335.99,0
7,6,7,0,2.95,166.43,0
7,6,10,15,2.65,0,63.07
7,6,12,0,2.45,73.82,13.16
7,6,14,15,2.32,0,38.39
7,6,16,15,2.21,186.29,0
7,6,16,30,2.21,177.85,0
7,6,17,45,2.24,167.35,0
7,6,19,30,2.22,68.15,0
7,6,20,45,3.2249999999999996,3.8249999999999997,28.485
7,6,21,15,2.11,88.77,0
7,6,21,30,2.1,131.21,0
7,6,23,45,2.24,384.07,0
7,7,0,30,2.35,448.88,0
7,7,1,45,2.53,336.65,0
7,7,2,45,2.67,422.25,0
7,7,3,45,2.84,430.19,0
7,7,6,30,3.26,348.09,0
7,7,7,30,3.35,167.79,0
7,7,8,15,3.35,78.07,0
7,7,9,0,3.31,0,52.85
7,7,9,30,3.26,0,67.67
7,7,9,45,3.22,0,62.87
7,7,10,45,3.11,0,49.43
7,7,11,0,3.08,0,52.67
7,7,14,15,2.59,0,150.69
7,7,14,45,2.5,0,108.93
7,7,15,45,2.38,95.63,0
7,7,16,15,2.38,195.75,0
7,7,17,45,2.47,269.81,0
7,7,19,15,2.54,179.59,0
7,7,20,0,2.56,185.62,0
7,7,21,30,2.55,42.48,3.04
7,7,22,45,2.53,267.45,0
7,7,23,45,2.63,360.68,0
7,8,0,30,2.73,260.02,0
7,8,1,30,2.8,300.14,0
7,8,2,15,2.87,279.03,0
7,8,2,30,2.89,295.09,0
7,8,2,45,2.92,348.76,0
7,8,3,30,3.01,337.22,0
7,8,5,30,3.14,169.61,0
7,8,5,45,3.15,166.96,0
7,8,6,0,3.15,132.52,0
7,8,6,15,3.15,118.15,0
7,8,7,15,3.16,149.26,0
7,8,7,45,3.16,103.93,0
7,8,8,0,3.16,90.52,0
7,8,9,30,3,0,91.2
7,8,10,0,2.93,0,81.79
7,8,10,15,2.9,0,65.44
7,8,11,0,2.82,20.45,63.13
7,8,11,30,2.77,18.28,43.69
7,8,13,30,2.69,6.99,52.81
7,8,13,45,2.67,0,34.53
7,8,14,0,2.64,0,51.08
7,8,14,45,2.56,46.77,15.25
7,8,15,0,2.55,71.61,0
7,9,0,15,2.37,235.38,0
7,9,0,30,2.38,307.77,0
7,9,1,0,2.44,281.64,0
7,9,1,45,2.51,327.43,0
7,9,2,0,2.54,326.06,0
7,9,2,15,2.56,381.07,0
7,9,4,15,2.93,423.98,0
7,9,4,30,2.97,415.32,0
7,9,6,0,3.22,403.54,0
7,9,8,45,3.37,0,130.31
7,9,9,15,3.29,0,151.92
7,9,10,0,3.16,0,196.71
7,9,10,30,3.07,0,164.35
7,9,11,15,2.94,0,144.82
7,9,13,15,2.76,47.65,0
7,9,15,0,2.66,0,80.09
7,9,17,0,2.66,172.3,0
7,9,17,15,2.67,155.13,0
7,9,19,0,2.69,135.85,0
7,9,19,45,2.67,0,39.25
7,9,21,15,2.52,0,37.32
7,9,21,30,2.5,0.15,41.32
7,9,23,15,2.45,323.41,0
7,9,23,30,2.49,347.41,0
7,10,0,15,2.59,277.39,0
7,10,3,30,3.02,418.58,0
7,10,4,45,3.26,456.55,0
7,10,5,15,3.36,457.51,0
7,10,5,45,3.46,416.57,0
7,10,6,15,3.55,442.99,0
7,10,7,0,3.68,406.64,0
7,10,7,15,3.72,379.29,0
7,10,7,45,3.77,95.73,0
7,10,8,15,3.76,21.37,3.67
7,10,9,0,3.71,0,41.66
7,10,10,45,3.47,0,154.74
7,10,11,45,3.32,0,110.04
7,10,14,0,3.04,0,140.53
7,10,16,30,2.76,0.67,12.55
7,10,16,45,4.11,4.26,26.835
7,10,17,30,2.68,0,19.81
7,10,17,45,2.66,77.11,21.17
7,10,18,0,2.65,202.07,0
7,10,18,15,2.66,204.19,0
7,10,18,45,2.68,145.16,0
7,10,19,0,2.68,179.45,0
7,10,21,15,2.64,16.11,1.54
7,10,22,45,2.6,207.55,0
7,10,23,0,2.62,262.04,0
7,11,0,30,2.72,224.31,0
7,11,1,30,2.79,342.41,0
7,11,2,45,2.95,300.49,0
7,11,4,0,3.05,304.07,0
7,11,5,0,3.15,138.88,0
7,11,9,15,3,0,190.64
7,11,12,45,2.6,65.87,0.05
7,11,13,0,2.59,70.32,0
7,11,13,45,2.58,51.08,0
7,11,14,30,2.55,84.5,0
7,11,15,45,2.54,122.01,0
7,11,16,15,3.8249999999999997,176.415,0
7,11,16,45,2.56,163.63,0
7,11,18,0,2.6,189.44,0
7,11,18,45,2.64,168.3,0
7,11,19,15,2.65,106.37,0
7,11,20,15,2.63,62.22,0
7,11,20,45,2.62,0,15.57
7,11,22,30,2.53,113.95,0
7,12,0,45,2.67,315.68,0
7,12,3,0,2.98,329.96,0
7,12,3,15,3.01,362.61,0
7,12,3,30,3.05,486.11,0
7,12,4,45,3.22,335.71,0
7,12,5,15,3.28,273.69,0
7,12,5,30,3.3,310.81,0
7,12,6,15,3.38,262.29,0
