month,day,hour,min,i_uiip,i_f,i_uiipu
1,1,0,0,196.56,253,261.93
1,1,0,15,182.76,249.93,259.33
1,1,0,30,194.23,251.67,262.67
1,1,0,45,171.88,248.13,271.47
1,1,1,0,178.46,242.07,313.73
1,1,1,15,153.45,242.27,316
1,1,1,30,160.81,242.73,325.67
1,1,1,45,159.33,240.4,350
1,1,2,0,151.02,237.93,366.07
1,1,2,15,140.03,235.93,366.27
1,1,2,30,146.49,235.73,364.87
1,1,2,45,143.2,233.93,364.87
1,1,3,0,136.35,232.27,365.87
1,1,3,15,129.39,231.47,365.2
1,1,3,30,124.68,231.53,364.4
1,1,3,45,130.73,230.87,364.2
1,1,4,0,138.08,229.53,360.8
1,1,4,15,147.58,258.73,358.87
1,1,4,30,131.02,257.93,357.2
1,1,4,45,125.07,257.67,356.47
1,1,5,0,128.3,256.53,356.13
1,1,5,15,123.35,255.93,354.87
1,1,5,30,120.56,259.93,356.27
1,1,5,45,123.6,254.47,355.4
1,1,6,0,135.43,258.13,356.27
1,1,6,15,134.2,258.53,355.93
1,1,6,30,117.87,260.47,337.73
1,1,6,45,120.14,267.73,214.33
1,1,7,0,138.55,271.53,194.73
1,1,7,15,124.55,271.8,186.8
1,1,7,30,141.79,271.93,165.93
1,1,7,45,174.91,271.2,117.13
1,1,8,0,180.4,261.2,114.6
1,1,8,15,193.92,225.33,95.27
1,1,8,30,211.47,228.07,93.73
1,1,8,45,208.69,230.47,96.33
1,1,9,0,226.56,234.33,97.73
1,1,9,15,237.04,237.13,104.67
1,1,9,30,238.06,239.53,101.47
1,1,9,45,265.38,242.47,104.87
1,1,10,0,246.45,257.13,3.53
1,1,10,15,254.33,255.07,3.47
1,1,10,30,254.88,259.4,3.13
1,1,10,45,271.95,256.8,3.2
1,1,11,0,263.69,256.2,3.4
1,1,11,15,259.91,253.93,3.47
1,1,11,30,241.56,255.07,3.6
1,1,11,45,250.38,254.27,3.53
1,1,12,0,257,253.2,3.27
1,1,12,15,267.64,249.8,3.4
1,1,12,30,230.01,246.53,3.4
1,1,12,45,226.61,253.27,3.4
1,1,13,0,222.46,247.2,3.33
1,1,13,15,220.44,250.47,3.67
1,1,13,30,219.92,243.13,81.27
1,1,13,45,228.33,241.8,111.33
1,1,14,0,210.7,241.47,109.8
1,1,14,15,223.9,239.4,108.8
1,1,14,30,223.54,239.27,106.07
1,1,14,45,208.89,236.2,105.4
1,1,15,0,197.23,238.8,105.27
1,1,15,15,185.06,240.8,105.2
1,1,15,30,196.2,237.47,102.27
1,1,15,45,184.05,237.4,103.13
1,1,16,0,172.21,237.6,103.73
1,1,16,15,183.42,242.53,104.07
1,1,16,30,182.95,237.73,104.53
1,1,16,45,177.8,240.93,105.8
1,1,17,0,189.91,241.8,105.4
1,1,17,15,173.41,242.67,104.47
1,1,17,30,192.07,241.4,107.27
1,1,17,45,196.6,240.67,105.73
1,1,18,0,174.11,243.4,106.47
1,1,18,15,183.59,242.2,105.73
1,1,18,30,184.65,267.87,95.47
1,1,18,45,178.26,276.2,94.4
1,1,19,0,173.12,276.33,95.33
1,1,19,15,180.69,273.4,94
1,1,19,30,185.65,273.8,94.33
1,1,19,45,184.12,276.07,95.13
1,1,20,0,177.16,275.73,97.13
1,1,20,15,178.75,276,96.4
1,1,20,30,164.44,261.87,97.2
1,1,20,45,162.86,252.8,259.13
1,1,21,0,196.79,250.53,379.53
1,1,21,15,186.74,249.4,377.27
1,1,21,30,183.86,248,342.67
1,1,21,45,189.08,252,316.53
1,1,22,0,172.92,247.07,315.2
1,1,22,15,191.61,249.07,318
1,1,22,30,183.29,241.2,371.13
1,1,22,45,156.01,242.6,369.27
1,1,23,0,151.21,240.4,367.6
1,1,23,15,162.11,240.27,367.53
1,1,23,30,147.63,238.93,366.73
1,1,23,45,141.96,235.87,364.53
1,2,0,0,154.47,231.4,362.87
1,2,0,15,151.18,232.13,362.07
1,2,0,30,124.51,230.33,360.73
1,2,0,45,126.15,227,359
1,2,1,0,121.44,230.2,359
1,2,1,15,129.15,225.73,359.4
1,2,1,30,125.45,226.87,357
1,2,1,45,108.25,226.87,359.4
1,2,2,0,114.32,242.4,357.2
1,2,2,15,120.46,240.13,355.87
1,2,2,30,129.17,238.73,355.13
1,2,2,45,133.06,240.27,357.53
1,2,3,0,123.81,242.4,356.13
1,2,3,15,117.2,237.07,354
1,2,3,30,118.1,236.6,350.13
1,2,3,45,103.49,237.73,352.87
1,2,4,0,117.47,237.67,336.8
1,2,4,15,123.3,249.33,238.67
1,2,4,30,116.1,266.27,177.33
1,2,4,45,104.56,265.73,177.6
1,2,5,0,114.12,263.47,176.73
1,2,5,15,110.28,264.8,176.33
1,2,5,30,112.55,271.47,91.27
1,2,5,45,122.18,261.93,143.4
1,2,6,0,155.08,263.87,131.53
1,2,6,15,149.01,268.27,86
1,2,6,30,132.72,271.47,87.53
1,2,6,45,123.99,269.13,87.87
1,2,7,0,146.48,272.87,90.33
1,2,7,15,159.65,220,132.93
1,2,7,30,185.12,199.6,153.27
1,2,7,45,215.27,202.73,155
1,2,8,0,223.2,211.4,155.8
1,2,8,15,225.32,214.93,107.87
1,2,8,30,234.84,222.07,99.73
1,2,8,45,258.71,223.67,103.2
1,2,9,0,277.96,230.2,104.33
1,2,9,15,285.47,242.53,10.93
1,2,9,30,281.63,244.73,3.6
1,2,9,45,272.34,245.33,3.4
1,2,10,0,275.56,247.87,3.4
1,2,10,15,265.94,246.73,3.8
1,2,10,30,259.49,246.73,3.47
1,2,10,45,249.22,245.53,3.47
1,2,11,0,261.53,243.27,3.33
1,2,11,15,241.84,239.73,3.53
1,2,11,30,252.22,239.4,3.8
1,2,11,45,251.37,240,3.6
1,2,12,0,237.16,260.53,3.53
1,2,12,15,227.28,257.73,3.2
1,2,12,30,226.57,263.13,3.47
1,2,12,45,224.65,259.67,3.6
1,2,13,0,210.21,258.47,3.6
1,2,13,15,226.43,256.6,3.47
1,2,13,30,220,257.13,3.47
1,2,13,45,217.63,255.13,3.2
1,2,14,0,220.49,251.87,105.33
1,2,14,15,218.73,258.8,110.87
1,2,14,30,208.88,268.8,109
1,2,14,45,206.39,266.27,107.87
1,2,15,0,215.67,267.53,107.2
1,2,15,15,191.12,266.33,105.07
1,2,15,30,192.39,264.2,107.13
1,2,15,45,190.52,263.8,105.47
1,2,16,0,173.53,264.13,105.2
1,2,16,15,169.57,263.53,104.33
1,2,16,30,185.35,265.4,105.33
1,2,16,45,179.25,264.2,138.07
1,2,17,0,180.09,266.47,205.27
1,2,17,15,169.54,260.13,271.73
1,2,17,30,185.33,243.13,316.6
1,2,17,45,183.56,241.87,316.13
1,2,18,0,207.77,239.2,315.47
1,2,18,15,202.51,235.73,315.93
1,2,18,30,171.82,238.13,317.33
1,2,18,45,191.64,240.87,314
1,2,19,0,183.68,238.2,317.27
1,2,19,15,187.56,238.47,318.6
1,2,19,30,178.72,236.8,316.93
1,2,19,45,183.8,239.93,318.47
1,2,20,0,184.4,240.4,341.8
1,2,20,15,186.06,238.4,363.67
1,2,20,30,174.3,239.87,363.4
1,2,20,45,179.1,238.87,362.07
1,2,21,0,191.49,276.13,357.53
1,2,21,15,185.55,287.8,356.73
1,2,21,30,185.35,285.53,354
1,2,21,45,177.34,288.33,355.67
1,2,22,0,187.79,282.13,352.73
1,2,22,15,183.85,282.73,354.13
1,2,22,30,176.83,279.07,353.4
1,2,22,45,157.68,277.87,361.27
1,2,23,0,162.17,276.8,373.27
1,2,23,15,166.81,275.73,372.73
1,2,23,30,160.2,271.8,369.73
1,2,23,45,157.89,267.13,367
1,3,0,0,196.12,270.87,366.93
1,3,0,15,211.96,265.67,366.27
1,3,0,30,203.28,267.67,362.8
1,3,0,45,192.91,231.53,339
1,3,1,0,195.09,239,337.87
1,3,1,15,174.16,239.67,339
1,3,1,30,183.51,236.67,336.47
1,3,1,45,183.17,238.87,335.8
1,3,2,0,192.24,236.4,336.27
1,3,2,15,174.58,239.73,337.07
1,3,2,30,175.44,239.13,338.93
1,3,2,45,161.63,237.33,335.13
1,3,3,0,163.17,237.13,335
1,3,3,15,180.54,237.33,336
1,3,3,30,159.61,234.27,348.47
1,3,3,45,163.25,231.4,357.87
1,3,4,0,182.41,234.07,360.6
1,3,4,15,192.51,231.2,360.87
1,3,4,30,175,239.4,357.53
1,3,4,45,173.88,243.27,353.8
1,3,5,0,162.85,240.27,354.53
1,3,5,15,158.64,238.6,355.6
1,3,5,30,156.6,243.8,355.93
1,3,5,45,180.71,240.53,356.13
1,3,6,0,198.64,239.8,361.27
1,3,6,15,201.47,248.27,344.13
1,3,6,30,200.08,249,194.47
1,3,6,45,206.25,252.93,35.53
1,3,7,0,195.65,247.67,3.73
1,3,7,15,205.34,251.33,3.47
1,3,7,30,220.49,255.87,3.53
1,3,7,45,258.03,260.8,3.47
1,3,8,0,252.49,252,3.33
1,3,8,15,252.28,251.33,3.8
1,3,8,30,238.45,256.2,3.4
1,3,8,45,247.81,255.67,3.47
1,3,9,0,283.57,256.47,3.8
1,3,9,15,263.47,256.47,3.47
1,3,9,30,264.94,261.2,3.4
1,3,9,45,263.92,260.27,3.53
1,3,10,0,284.62,262.47,3.93
1,3,10,15,276.63,255.07,3.67
1,3,10,30,274.25,258.2,3.8
1,3,10,45,271.83,258.33,3.73
1,3,11,0,243.53,258.93,3.53
1,3,11,15,248.47,247.33,3.6
1,3,11,30,245.56,250,3.67
1,3,11,45,251.32,248.27,3.53
1,3,12,0,222.32,247.27,3.53
1,3,12,15,213.06,253.87,3.33
1,3,12,30,238.65,247.67,3.47
1,3,12,45,222.53,250.13,3.53
1,3,13,0,220.61,250,3.47
1,3,13,15,218.32,253.87,147.53
1,3,13,30,208.07,260.2,142.87
1,3,13,45,199.07,264.13,135.8
1,3,14,0,213.27,269.2,142.93
1,3,14,15,207.24,265.6,140.53
1,3,14,30,196.73,264.27,138.4
1,3,14,45,195.44,263.27,137.47
1,3,15,0,191.78,263.33,138.87
1,3,15,15,184.34,261.6,140.2
1,3,15,30,182.69,264.33,138.47
1,3,15,45,176.72,261.33,138.4
1,3,16,0,170.98,261.6,136.33
1,3,16,15,173.35,263.53,137.93
1,3,16,30,190.52,260.07,138
1,3,16,45,170.5,260.53,278.2
1,3,17,0,174.41,259,367.47
1,3,17,15,178.82,258.73,354.33
1,3,17,30,178.78,258.6,284.13
1,3,17,45,167.5,259.13,285.27
1,3,18,0,177.5,256.87,287.67
1,3,18,15,184.95,261.33,286.13
1,3,18,30,176.7,259.47,285.53
1,3,18,45,180.38,258.13,286.73
1,3,19,0,175.64,260.2,288.8
1,3,19,15,192.7,255.13,285.33
1,3,19,30,200.96,256.33,288.87
1,3,19,45,197.07,258.87,286.27
1,3,20,0,192.89,262.93,289.87
1,3,20,15,195.26,258.07,287.4
1,3,20,30,203.78,257.87,288.07
1,3,20,45,176.62,258.73,286.07
1,3,21,0,181.37,254.67,288.73
1,3,21,15,185.74,258,286.47
1,3,21,30,174.27,256.6,350.47
1,3,21,45,168.37,253.47,352.47
1,3,22,0,186.89,254,352.8
1,3,22,15,188.06,252.93,350.47
1,3,22,30,185.04,247.73,347.53
1,3,22,45,176.78,246.6,345.2
1,3,23,0,147.95,243.8,371.27
1,3,23,15,150.5,241.87,369.93
1,3,23,30,150.21,240.27,368.8
1,3,23,45,137.99,239.73,365.4
1,4,0,0,169.53,233.73,363.8
1,4,0,15,176.58,233.2,365.07
1,4,0,30,169.37,237.73,364.33
1,4,0,45,164.05,232.8,361.33
1,4,1,0,168.96,235.8,366.33
1,4,1,15,156.85,234.2,361.73
1,4,1,30,155.6,233.6,365.6
1,4,1,45,162.79,233.13,361.6
1,4,2,0,147.76,243.47,358.53
1,4,2,15,147.62,240.73,357.2
1,4,2,30,152.41,242.2,358.27
1,4,2,45,131.19,239.13,359
1,4,3,0,128.16,242.6,362.33
1,4,3,15,115.53,241.33,359.4
1,4,3,30,115,236.07,359.87
1,4,3,45,124.07,237.27,356.8
1,4,4,0,129.13,258.13,356
1,4,4,15,130.52,261.2,362
1,4,4,30,127.99,257.87,358.27
1,4,4,45,127.16,258.4,357.13
1,4,5,0,135.22,262.6,357.53
1,4,5,15,120.88,262.07,360
1,4,5,30,128.61,262.93,361.93
1,4,5,45,147.96,265.13,363.4
1,4,6,0,167.32,265.27,363.4
1,4,6,15,164.43,259,367.33
1,4,6,30,173.21,261.4,258.2
1,4,6,45,178.59,260.67,180.93
1,4,7,0,186.89,263.33,152.53
1,4,7,15,196,257.33,130.67
1,4,7,30,209.27,236.47,84.33
1,4,7,45,223.85,240.07,87.8
1,4,8,0,229.35,243.2,87.87
1,4,8,15,222.01,235.73,63.33
1,4,8,30,238.22,239.33,64.67
1,4,8,45,244.53,239.2,30.13
1,4,9,0,264.86,247.07,3.2
1,4,9,15,287.36,249.27,3.33
1,4,9,30,290.95,248.47,3.8
1,4,9,45,291.79,249.47,3.4
1,4,10,0,283.5,251,4.2
1,4,10,15,234.76,251.6,3.47
1,4,10,30,247.35,237.47,3.67
1,4,10,45,237.04,237.4,3.53
1,4,11,0,226.02,239.53,3.33
1,4,11,15,220.32,235.8,3.53
1,4,11,30,219.22,239.33,3.4
1,4,11,45,212.98,233.33,26.8
1,4,12,0,219.62,228.6,109.53
1,4,12,15,207.7,244.8,101.8
1,4,12,30,225.15,248.67,97.2
1,4,12,45,233.24,246.13,98.07
1,4,13,0,213.09,253.47,95.8
1,4,13,15,204.5,259.93,97.13
1,4,13,30,205.93,262.93,92.93
1,4,13,45,182.5,259.67,100.93
1,4,14,0,191.51,259.6,103.73
1,4,14,15,184.6,258.2,103.07
1,4,14,30,184.9,256.8,102
1,4,14,45,186.71,257.87,101.67
1,4,15,0,186.69,256.47,102
1,4,15,15,202.82,256.8,102.8
1,4,15,30,195.18,258.27,103.13
1,4,15,45,174.55,253.47,102.07
1,4,16,0,163.52,254.67,101.6
1,4,16,15,174.77,258.33,102.2
1,4,16,30,164.85,253.8,104.33
1,4,16,45,162.23,255.07,101.27
1,4,17,0,177.49,258.2,103.33
1,4,17,15,174.45,256.87,137.13
1,4,17,30,182.18,257.73,141.93
1,4,17,45,172.76,253.13,141.73
1,4,18,0,170.63,258.2,143.67
1,4,18,15,182.89,258.87,141.67
1,4,18,30,163.79,253.27,140.87
1,4,18,45,172.66,258.8,152.27
1,4,19,0,187.37,258.4,230.4
1,4,19,15,190.17,255.13,283.4
1,4,19,30,172.03,256,282.93
1,4,19,45,182.15,255.27,283.33
1,4,20,0,188.84,258.27,282.6
1,4,20,15,191.73,258.67,285.33
1,4,20,30,178.97,251.93,283.8
1,4,20,45,182.72,254.6,284.53
1,4,21,0,183.4,255.87,282.87
1,4,21,15,179.73,236.6,284.27
1,4,21,30,184.69,215.93,282.53
1,4,21,45,165.42,217.4,285.27
1,4,22,0,180.65,214.93,367.33
1,4,22,15,176.96,211,377.33
1,4,22,30,176.4,228.87,377.33
1,4,22,45,179.37,243.67,375.87
1,4,23,0,150.37,241.87,375.67
1,4,23,15,150.98,239.73,375
1,4,23,30,143.39,240.33,372
1,4,23,45,154.63,236.47,372.73
1,5,0,0,201.25,236.4,371.4
1,5,0,15,244.45,237.07,370.93
1,5,0,30,235.1,237.2,366.93
1,5,0,45,211.69,234.33,367.53
1,5,1,0,211.32,234.67,369.53
1,5,1,15,209.15,237.2,368
1,5,1,30,210.16,236.2,366.73
1,5,1,45,208.67,231.73,364.53
1,5,2,0,203.93,233.73,365.4
1,5,2,15,190.34,234.73,367.87
1,5,2,30,193.07,236.93,369.47
1,5,2,45,178.74,231.07,363.07
1,5,3,0,159.33,234,350.87
1,5,3,15,170.46,235.07,366.27
1,5,3,30,153.3,230.8,364.6
1,5,3,45,150.47,230.13,363.87
1,5,4,0,158.8,230.67,366
1,5,4,15,168.18,249.67,360
1,5,4,30,170.16,251.8,363.87
1,5,4,45,178.8,244.2,360.27
1,5,5,0,172.1,252.67,362.27
1,5,5,15,169.51,252.73,364.2
1,5,5,30,170.36,256.13,362.8
1,5,5,45,167.25,251.8,363.2
1,5,6,0,186.51,252.67,365.33
1,5,6,15,198.16,261.13,358.07
1,5,6,30,177.69,271.87,347.27
1,5,6,45,204.26,280.47,341.13
1,5,7,0,208.98,280.13,224.73
1,5,7,15,203.3,280.27,186.33
1,5,7,30,219.59,287.8,102.47
1,5,7,45,230.73,278.8,2.53
1,5,8,0,224.28,260.53,2.4
1,5,8,15,228.85,265.13,2.4
1,5,8,30,250.61,253.07,2.2
1,5,8,45,243.16,244.2,2.47
1,5,9,0,270.62,247.07,2.2
1,5,9,15,243.08,247.67,2.6
1,5,9,30,247.96,245.13,2.4
1,5,9,45,249.36,249.4,2.73
1,5,10,0,231.87,247.2,2.33
1,5,10,15,246.77,245.93,2.67
1,5,10,30,248.56,245.33,2.53
1,5,10,45,248.98,247.53,3.33
1,5,11,0,245.64,246.87,3.47
1,5,11,15,261.96,246.4,3.6
1,5,11,30,243.85,246.53,3.33
1,5,11,45,222.3,246.33,3.53
1,5,12,0,224.43,234.27,122.4
1,5,12,15,223.05,236,132.8
1,5,12,30,222.12,248.73,111.2
1,5,12,45,220.2,252,102.13
1,5,13,0,214.49,253.53,121.8
1,5,13,15,217.88,250.13,131.47
1,5,13,30,210.58,252.27,131.33
1,5,13,45,195.96,249.27,137.53
1,5,14,0,181.08,250.33,139.67
1,5,14,15,208.86,251.87,138.2
1,5,14,30,201.73,251.27,139.4
1,5,14,45,194.03,251.2,138.4
1,5,15,0,189.35,247.53,101.4
1,5,15,15,175.77,246.87,101.93
1,5,15,30,175.71,251.8,99.73
1,5,15,45,190.26,249.8,98.27
1,5,16,0,184.23,251.93,100.6
1,5,16,15,188.37,248.87,102
1,5,16,30,186.19,251.8,137.33
1,5,16,45,179.18,249.6,204.27
1,5,17,0,169.4,248.33,280.47
1,5,17,15,172.46,246.07,298.67
1,5,17,30,166.33,247.8,300.6
1,5,17,45,153.63,249.27,300.27
1,5,18,0,171.52,249.4,299.73
1,5,18,15,160.5,245.67,299.53
1,5,18,30,146.65,249.53,304.2
1,5,18,45,151.6,243.8,314.93
1,5,19,0,172.84,246.67,317.33
1,5,19,15,174.74,243.67,317.67
1,5,19,30,187.94,241.73,314.53
1,5,19,45,165.96,244.87,316
1,5,20,0,174.17,244.8,316.73
1,5,20,15,171.3,242.6,314.8
1,5,20,30,161.36,247,316.07
1,5,20,45,159.14,246,315.13
1,5,21,0,169.69,246.4,314.13
1,5,21,15,194.85,243.87,317.2
1,5,21,30,165.5,241.6,325.27
1,5,21,45,159.21,238.8,336.47
1,5,22,0,169.59,238.33,358.53
1,5,22,15,170.03,240.2,381.4
1,5,22,30,170.68,237.93,377.93
1,5,22,45,158.35,236.53,376.8
1,5,23,0,147.49,234.73,375.53
1,5,23,15,130.46,231.53,375.47
1,5,23,30,140.28,230.4,373.27
1,5,23,45,139.31,231.53,373.33
1,6,0,0,140.24,226.2,371.87
1,6,0,15,152.23,225.13,372.33
1,6,0,30,164.98,247.73,367.87
1,6,0,45,145.72,244.8,367
1,6,1,0,142.34,243,366.6
1,6,1,15,139.44,245.13,368.4
1,6,1,30,132.63,239.73,365.07
1,6,1,45,133.25,239.07,364.4
1,6,2,0,127.49,239.53,363.2
1,6,2,15,124.14,241.6,367.4
1,6,2,30,127.93,239.93,365.73
1,6,2,45,126.05,237.67,362.27
1,6,3,0,127.24,235.93,360.87
1,6,3,15,125.29,234.13,359.53
1,6,3,30,117.13,238.4,361.67
1,6,3,45,121.91,233.73,359.87
1,6,4,0,124.02,244.47,360.33
1,6,4,15,134.06,242.47,357.8
1,6,4,30,135.5,248.87,280.27
1,6,4,45,120.97,254.13,194.2
1,6,5,0,132.69,254.6,194.6
1,6,5,15,129.09,253.2,193.87
1,6,5,30,146.73,259,195.47
1,6,5,45,149.89,255.27,196.87
1,6,6,0,130.54,253.33,193.87
1,6,6,15,129.77,255.93,170.87
1,6,6,30,125.9,262.13,136.93
1,6,6,45,127.93,255.33,150.93
1,6,7,0,127.54,262.47,152.07
1,6,7,15,140.92,255.87,152.07
1,6,7,30,162.15,261.07,112.13
1,6,7,45,170.48,254.4,91
1,6,8,0,190.53,254.07,94.27
1,6,8,15,210.36,258.47,86.87
1,6,8,30,217.65,266.53,47.73
1,6,8,45,236.91,266.6,3.53
1,6,9,0,238.6,260.87,3.4
1,6,9,15,246.95,266.6,3.27
1,6,9,30,242.25,260.67,3.67
1,6,9,45,254.18,246.93,3.33
1,6,10,0,249.91,247.87,3.53
1,6,10,15,249.16,246.4,3.6
1,6,10,30,258.95,246.67,3.8
1,6,10,45,267.13,247,3.33
1,6,11,0,230.96,246.4,3.33
1,6,11,15,231.28,240.67,29.87
1,6,11,30,260.48,233.2,114.13
1,6,11,45,244.26,232.13,106.2
1,6,12,0,225.74,234.4,107.07
1,6,12,15,233.44,234.6,117.2
1,6,12,30,212.51,245.4,137.47
1,6,12,45,210.92,255.53,143.33
1,6,13,0,206.05,266.47,143.53
1,6,13,15,186.71,260.73,140.53
1,6,13,30,188.68,262,134
1,6,13,45,208.81,261.13,106
1,6,14,0,183.32,262.73,98.73
1,6,14,15,183.82,262.33,101.8
1,6,14,30,192.06,262.8,98.73
1,6,14,45,184.45,261.27,101.87
1,6,15,0,177.23,262.73,99.53
1,6,15,15,168.5,260.93,99.8
1,6,15,30,180.86,259.6,100.87
1,6,15,45,167.59,264.6,101.53
1,6,16,0,163.03,256.47,98.4
1,6,16,15,173.1,237.27,101.27
1,6,16,30,156.38,237.73,101.53
1,6,16,45,176.35,240.8,104.27
1,6,17,0,170.92,238.67,132.47
1,6,17,15,160.78,238.13,262
1,6,17,30,172.63,239.13,295.33
1,6,17,45,166.24,239.2,287.13
1,6,18,0,169.83,240.73,284.8
1,6,18,15,180.05,239.33,285.93
1,6,18,30,179.63,236.07,286
1,6,18,45,188.37,237.73,285.6
1,6,19,0,191.63,237.4,282.73
1,6,19,15,177.41,237.8,286.93
1,6,19,30,173.84,240.4,303.2
1,6,19,45,181.14,238,304.13
1,6,20,0,207.47,241.93,303.67
1,6,20,15,178.49,240.4,306.2
1,6,20,30,162.7,243.93,323.67
1,6,20,45,164.09,258.8,330.73
1,6,21,0,185.28,258,357
1,6,21,15,179.95,253.67,356.8
1,6,21,30,171.83,249.47,356.33
1,6,21,45,171.9,253.67,355.53
1,6,22,0,174.08,250.6,358.2
1,6,22,15,167.66,245.27,377.13
1,6,22,30,169.64,246.67,376.13
1,6,22,45,171.96,268.47,374.27
1,6,23,0,164.21,266.53,372.93
1,6,23,15,157.48,265.2,372.73
1,6,23,30,154.7,261.33,371.67
1,6,23,45,159.04,262.07,370.6
1,7,0,0,186.13,259.47,370.27
1,7,0,15,223.25,259.67,370.6
1,7,0,30,205.7,256.53,366.8
1,7,0,45,186.71,259.33,365.93
1,7,1,0,180.67,257.93,365.8
1,7,1,15,203.18,259.13,367.2
1,7,1,30,193.78,257.73,365.8
1,7,1,45,200.27,254.27,362.67
1,7,2,0,210.7,257.53,366.2
1,7,2,15,190.62,257.8,367.2
1,7,2,30,183.2,255.53,364.07
1,7,2,45,176.49,254.07,363.67
1,7,3,0,163.97,252.6,362.93
1,7,3,15,163.74,252.4,361.6
1,7,3,30,147.2,252.6,361.93
1,7,3,45,148.09,252.53,361.47
1,7,4,0,161.94,251.87,362.6
1,7,4,15,169.05,247.93,361.2
1,7,4,30,170.33,258.67,195.47
1,7,4,45,174.3,257.87,126.4
1,7,5,0,187.56,266.27,128.13
1,7,5,15,172.01,264.2,126.87
1,7,5,30,171.12,249.27,127
1,7,5,45,178.39,231.53,127.53
1,7,6,0,181.65,233.2,127.8
1,7,6,15,204.39,239.87,97.2
1,7,6,30,181.22,242,86.93
1,7,6,45,178.65,240.87,86.33
1,7,7,0,208.56,242.8,89.87
1,7,7,15,213.3,247,56.73
1,7,7,30,228.17,240.2,2.93
1,7,7,45,245.8,239.47,3.2
1,7,8,0,241.09,241.2,3.33
1,7,8,15,256.19,244.27,3.4
1,7,8,30,252.16,247.13,3.87
1,7,8,45,300.05,246.8,3.8
1,7,9,0,300.29,249.87,3.33
1,7,9,15,297.73,251.33,3.33
1,7,9,30,267.5,254.27,3.67
1,7,9,45,269.75,254,3.6
1,7,10,0,268.82,257,3.73
1,7,10,15,273.12,254,3.6
1,7,10,30,265.21,251.27,3.4
1,7,10,45,279.99,251,3.8
1,7,11,0,288.26,254.6,4.2
1,7,11,15,291.7,248.93,3.47
1,7,11,30,256.37,254.87,3.6
1,7,11,45,233.14,252.8,4
1,7,12,0,230.72,250.93,3.67
1,7,12,15,252.04,244.53,75.4
1,7,12,30,230.95,246.33,124.73
1,7,12,45,225.02,243.07,114.47
1,7,13,0,212.77,251.13,107.87
1,7,13,15,223.59,255.6,96.53
1,7,13,30,210.4,255.07,93.73
1,7,13,45,223.26,258.33,96.6
1,7,14,0,212.43,256.93,96.87
1,7,14,15,221.09,259.07,95.47
1,7,14,30,198.32,257.6,95.13
1,7,14,45,191.93,255.4,95.6
1,7,15,0,185.27,254.07,92.27
1,7,15,15,206.4,256.8,93.93
1,7,15,30,214.01,257.33,93.67
1,7,15,45,168.03,251.07,171.93
1,7,16,0,176.74,250.67,309
1,7,16,15,208.64,255.8,309
1,7,16,30,175.06,250.4,308.33
1,7,16,45,184.25,250.73,308.93
1,7,17,0,192.55,250.93,310.33
1,7,17,15,188.74,249.47,308.87
1,7,17,30,203.29,251,310.07
1,7,17,45,177.35,249,307.87
1,7,18,0,181.62,251,310.2
1,7,18,15,189.02,249.2,311.87
1,7,18,30,188.09,247.47,340.13
1,7,18,45,190.68,249.4,354.2
1,7,19,0,186.17,250.33,352.93
1,7,19,15,191.01,242.4,352.93
1,7,19,30,188.82,244.47,352.87
1,7,19,45,205.33,249.4,351.07
1,7,20,0,185.11,250.8,350.6
1,7,20,15,181.63,250.2,351.07
1,7,20,30,215.92,248.53,351.2
1,7,20,45,193.15,251.47,351.27
1,7,21,0,210.1,249.2,330.73
1,7,21,15,212.44,245.53,318.73
1,7,21,30,191.07,248.07,319.6
1,7,21,45,181.39,247.2,320.53
1,7,22,0,185.37,243.47,317.73
1,7,22,15,167.04,239.87,368.07
1,7,22,30,175.49,238.53,374.8
1,7,22,45,167.35,239,374.27
1,7,23,0,158.74,235.27,374.53
1,7,23,15,153.38,235.8,372.73
1,7,23,30,157.47,233.47,371.6
1,7,23,45,150.38,230.4,370.47
1,8,0,0,155.72,228.47,369.2
1,8,0,15,135.89,223.6,367.07
1,8,0,30,146.74,229.87,368.6
1,8,0,45,132.82,222.8,365.73
1,8,1,0,133.92,241,365
1,8,1,15,123.94,263.87,363.67
1,8,1,30,131.97,263.2,359.8
1,8,1,45,126.46,262.8,360
1,8,2,0,120.99,263.8,363.8
1,8,2,15,134.14,264.53,362.87
1,8,2,30,134.51,260.13,359.87
1,8,2,45,123.66,260,359.13
1,8,3,0,129.16,260.4,360.73
1,8,3,15,118.73,259.8,359.27
1,8,3,30,122.21,261.2,359.53
1,8,3,45,116.59,258.87,357.87
1,8,4,0,138.83,259,357.93
1,8,4,15,164.54,258.07,348.2
1,8,4,30,144.75,273.67,194.8
1,8,4,45,126.53,270.4,193.93
1,8,5,0,127.63,269.2,192.6
1,8,5,15,131.7,270.2,193.6
1,8,5,30,136.7,266.33,194.87
1,8,5,45,141.39,247.8,193.47
1,8,6,0,144.5,250.93,194.13
1,8,6,15,163.83,254.27,174
1,8,6,30,139.21,255.13,139.2
1,8,6,45,161.46,253.93,130.73
1,8,7,0,157.63,253.33,132.8
1,8,7,15,205.86,254.6,121.33
1,8,7,30,234.17,254,17.47
1,8,7,45,242.27,244.93,3.4
1,8,8,0,261.55,254,3.33
1,8,8,15,269.32,258.47,3.53
1,8,8,30,288.11,257,3.33
1,8,8,45,286.24,255.8,3.6
