month,day,hour,min,i_uiip,i_f,i_uiipu
11,26,16,0,140.42,272.4,139.67
11,26,16,15,140.72,270.07,140.13
11,26,16,30,139.62,271.8,138.47
11,26,16,45,139.25,272.8,138.47
11,26,17,0,139,259.4,137.8
11,26,17,15,139.56,256.07,138.47
11,26,17,30,138.11,257.13,137.8
11,26,17,45,138.6,259.53,137.73
11,26,18,0,139.16,258.73,137.53
11,26,18,15,138.24,259.07,137.87
11,26,18,30,138.33,258.2,137.13
11,26,18,45,138.12,260.6,137.27
11,26,19,0,138.47,259.67,137.53
11,26,19,15,138.37,262.4,137.6
11,26,19,30,138.49,261.87,137.2
11,26,19,45,138.1,260.47,136.73
11,26,20,0,138.86,260.67,137.6
11,26,20,15,138.44,261.4,137.07
11,26,20,30,138.46,259.07,137.73
11,26,20,45,138.64,257.8,137.27
11,26,21,0,139.64,259.8,138.73
11,26,21,15,138.52,260.4,137.93
11,26,21,30,138.43,259.33,136.87
11,26,21,45,138.67,260,137.13
11,26,22,0,138.95,258.27,138.33
11,26,22,15,138.52,258,137.4
11,26,22,30,138.58,255.4,137.4
11,26,22,45,160.31,244.8,188.6
11,26,23,0,243.33,232.8,428.13
11,26,23,15,328.75,232.07,446
11,26,23,30,317.81,229.87,440
11,26,23,45,306.11,231,437.87
11,27,0,0,309.6,244,210.93
11,27,0,15,317.84,237.93,254.27
11,27,0,30,300.23,237.2,294.4
11,27,0,45,301.83,236.87,293.47
11,27,1,0,307.66,235.07,292.4
11,27,1,15,321.56,235.8,292.87
11,27,1,30,328.93,245.33,294.07
11,27,1,45,357.63,243.27,291.73
11,27,2,0,350.13,244,294.73
11,27,2,15,353.08,243.6,291.4
11,27,2,30,341.81,243.8,290.93
11,27,2,45,358.32,241.6,289.13
11,27,3,0,362.8,240.47,287.07
11,27,3,15,361.7,239.73,287.13
11,27,3,30,361.29,241.13,286.27
11,27,3,45,363.71,239.33,286.13
11,27,4,0,365.93,241.27,286.33
11,27,4,15,372.84,240.33,285.6
11,27,4,30,368.87,238.27,286.53
11,27,4,45,359.27,238.6,284.93
11,27,5,0,363,238.53,287.27
11,27,5,15,366.88,238.87,286.87
11,27,5,30,362.57,240.33,305.73
11,27,5,45,232.38,237.67,344.8
11,27,6,0,154.88,236.2,348.4
11,27,6,15,169.41,244.33,408.73
11,27,6,30,182.2,247.47,422.27
11,27,6,45,193.37,248.47,456.6
11,27,7,0,209,249.07,475.27
11,27,7,15,223.76,251.93,487.6
11,27,7,30,218.81,251,495.07
11,27,7,45,227.99,252.47,498.33
11,27,8,0,229.54,256.67,499.73
11,27,8,15,227.19,256.93,474.2
11,27,8,30,209.25,256.8,422.07
11,27,8,45,199.88,259.4,424.07
11,27,9,0,210.15,258.93,424.53
11,27,9,15,214.93,262.2,427
11,27,9,30,215.53,262.07,427.6
11,27,9,45,211.88,259.47,426.6
11,27,10,0,223.34,260.2,425
11,27,10,15,209.39,258.67,424.4
11,27,10,30,208.5,260.33,428.87
11,27,10,45,199.44,261.4,426.93
11,27,11,0,197.31,259.2,429.33
11,27,11,15,194.57,257.73,429.93
11,27,11,30,192.32,258.4,471.87
11,27,11,45,191.62,257.33,484.6
11,27,12,0,193.81,256.73,480.27
11,27,12,15,187.58,258.8,479.53
11,27,12,30,187.57,256.27,478.33
11,27,12,45,183.21,256.73,477.27
11,27,13,0,183.41,256.4,479.53
11,27,13,15,190.43,254.93,473.53
11,27,13,30,179.76,253,475.87
11,27,13,45,176.26,251.2,475
11,27,14,0,180.27,255.67,471.6
11,27,14,15,173.9,252.6,472.33
11,27,14,30,171.79,251.2,470.53
11,27,14,45,166.63,249.2,460.2
11,27,15,0,117.8,246.2,123.27
11,27,15,15,124.15,249.93,122.67
11,27,15,30,125.05,247.53,124
11,27,15,45,123.88,248.67,122.27
11,27,16,0,122.54,247.47,122.07
11,27,16,15,123.14,245.8,122.67
11,27,16,30,123.96,247.4,122.87
11,27,16,45,122.57,253.53,121.67
11,27,17,0,122.94,251.07,121.93
11,27,17,15,123.58,257.4,122.8
11,27,17,30,122.62,253.6,121.4
11,27,17,45,122.04,255.8,120.67
11,27,18,0,121.93,259.27,120.6
11,27,18,15,122.52,262.47,121.53
11,27,18,30,125.15,262.13,124.07
11,27,18,45,123.59,264.4,122.67
11,27,19,0,122.2,225.07,121.47
11,27,19,15,120.61,174.67,119.47
11,27,19,30,120.48,171.2,119.6
11,27,19,45,122.1,176.73,120.47
11,27,20,0,121.32,177,120.67
11,27,20,15,119.93,174.67,119.4
11,27,20,30,119.46,175.27,118.87
11,27,20,45,121.17,247.47,119.73
11,27,21,0,124.04,261.87,122.6
11,27,21,15,122.03,260.4,121.07
11,27,21,30,120.88,256.47,119.6
11,27,21,45,120.65,256.33,119.8
11,27,22,0,140.21,242.47,248.93
11,27,22,15,184.65,228.8,500
11,27,22,30,174.87,229.2,470.8
11,27,22,45,181.07,228.2,440.27
11,27,23,0,227.8,227.8,438.93
11,27,23,15,323.69,237.4,291.87
11,27,23,30,369.98,236.73,230.67
11,27,23,45,353.7,237.4,251.4
11,28,0,0,364.44,236.47,252.73
11,28,0,15,343.62,235.33,252.67
11,28,0,30,350.31,235,251.6
11,28,0,45,350.25,233.47,250.07
11,28,1,0,364.09,234.8,253.47
11,28,1,15,373.62,235.8,252.6
11,28,1,30,363.96,234.73,252.2
11,28,1,45,374.72,234.33,250.47
11,28,2,0,388.16,236.67,252.67
11,28,2,15,387.22,236.67,254.07
11,28,2,30,391.38,232.2,249
11,28,2,45,386.36,230.87,271.67
11,28,3,0,383.91,232.8,272.8
11,28,3,15,399.25,232.13,272.8
11,28,3,30,390.39,230.27,270.2
11,28,3,45,381.29,231.13,271.07
11,28,4,0,382.76,233.8,248.67
11,28,4,15,388.16,234.4,247.33
11,28,4,30,390.51,233.8,244
11,28,4,45,406.1,234.13,245.8
11,28,5,0,398.59,236.4,244.47
11,28,5,15,383.54,246.53,249.4
11,28,5,30,383.61,250.67,250.8
11,28,5,45,283.77,250.2,265.93
11,28,6,0,217.08,244.93,474.87
11,28,6,15,231.24,248.13,482.13
11,28,6,30,218.69,248.27,472.07
11,28,6,45,206.15,248.47,432.33
11,28,7,0,194.42,250.13,425.53
11,28,7,15,214.89,251.07,413.67
11,28,7,30,233.64,183.2,417.07
11,28,7,45,216.83,0,401.8
11,28,8,0,208.54,141.2,400.73
11,28,8,15,198.99,264.73,396.93
11,28,8,30,202.8,276.2,392.6
11,28,8,45,190.96,275.33,397.67
11,28,9,0,212.82,275.6,401.47
11,28,9,15,210.14,272.67,429.47
11,28,9,30,209.45,273.8,428.33
11,28,9,45,181.01,275.73,431.07
11,28,10,0,200.78,275.27,429.73
11,28,10,15,215.89,274.13,429.93
11,28,10,30,207.48,274.4,429
11,28,10,45,186.63,274.4,427.67
11,28,11,0,183.09,269.8,426.47
11,28,11,15,188.26,271.53,427.87
11,28,11,30,180.37,270.53,428.2
11,28,11,45,194.64,265.13,430
11,28,12,0,202.45,260.87,428.33
11,28,12,15,201.93,259.93,428.33
11,28,12,30,199.32,260.47,426.8
11,28,12,45,204.84,257.8,428.87
11,28,13,0,216.74,260.33,430.4
11,28,13,15,218.21,260.53,432.13
11,28,13,30,224.5,259.93,431.2
11,28,13,45,220.2,259.53,431.53
11,28,14,0,221.16,260.8,434.13
11,28,14,15,184.29,265.8,457.73
11,28,14,30,161.4,266.53,465
11,28,14,45,203.05,265.13,469.13
11,28,15,0,207.1,261.93,462.07
11,28,15,15,186.42,241.33,455.8
11,28,15,30,196.9,241.93,455.4
11,28,15,45,177.64,241.93,426.6
11,28,16,0,129.45,251.4,126
11,28,16,15,142.17,250.8,140.87
11,28,16,30,141.89,254.13,140.8
11,28,16,45,141.26,253.07,140.33
11,28,17,0,141.59,256.53,140.73
11,28,17,15,142.71,253.33,141
11,28,17,30,141.44,256.4,139.87
11,28,17,45,141.39,259.8,140.67
11,28,18,0,140.16,268.13,139.67
11,28,18,15,141.07,265.73,139.73
11,28,18,30,147.34,270.4,145.27
11,28,18,45,164.74,267.27,163.73
11,28,19,0,164.81,268.33,162.8
11,28,19,15,164.84,269.6,164.33
11,28,19,30,164.8,271.47,163.73
11,28,19,45,163.62,271.93,162.8
11,28,20,0,163.36,273.07,163
11,28,20,15,168.8,276.07,168.13
11,28,20,30,184.33,276.2,183.07
11,28,20,45,186.96,274,184.87
11,28,21,0,211.76,275.07,211
11,28,21,15,217.94,272.93,216.73
11,28,21,30,219.15,268.53,217.87
11,28,21,45,207.24,252.13,238.47
11,28,22,0,190.67,236.73,440.73
11,28,22,15,185.3,235.53,443.13
11,28,22,30,187.69,235.8,441.87
11,28,22,45,169.28,230.13,437.33
11,28,23,0,339.2,236.87,319.6
11,28,23,15,421.59,243.53,188.87
11,28,23,30,417.15,245,189.33
11,28,23,45,402.54,254.13,210.6
11,29,0,0,421.52,252.33,215.47
11,29,0,15,412.32,251.6,212.27
11,29,0,30,399.26,252.4,213.07
11,29,0,45,397.21,256.47,214
11,29,1,0,398.59,254.6,212.6
11,29,1,15,405.18,254.07,255.73
11,29,1,30,405.15,251,284.73
11,29,1,45,397.74,251.6,283.73
11,29,2,0,395.31,250.4,273.4
11,29,2,15,398.24,254.07,210.13
11,29,2,30,396.39,251.73,211.13
11,29,2,45,380.69,250.67,255
11,29,3,0,376.78,261.4,228.07
11,29,3,15,371.4,262.33,230.8
11,29,3,30,377.97,260.67,230.47
11,29,3,45,388.05,256.8,264.87
11,29,4,0,385.29,258.33,293.2
11,29,4,15,355.43,259.13,307.67
11,29,4,30,354.12,256.4,347.53
11,29,4,45,349.43,255.47,365.87
11,29,5,0,354.07,261.13,349.13
11,29,5,15,362.88,273,282.67
11,29,5,30,394.15,273.73,287.87
11,29,5,45,293.45,267.27,267.33
11,29,6,0,192.78,245.33,384.27
11,29,6,15,212.97,247.73,385.6
11,29,6,30,196.13,251.87,380.47
11,29,6,45,97.84,269.2,66.87
11,29,7,0,75.72,271.47,74.73
11,29,7,15,76.43,269.4,75.47
11,29,7,30,76.2,270.87,75.4
11,29,7,45,76.45,264,76.27
11,29,8,0,76.25,267.2,75.73
11,29,8,15,77.42,263.6,76.47
11,29,8,30,76.46,268.6,76.07
11,29,8,45,76.67,264.33,75
11,29,9,0,178.22,250.67,188.73
11,29,9,15,230.9,266.47,444.13
11,29,9,30,234.41,263.13,441.8
11,29,9,45,291.57,265,444.2
11,29,10,0,306.88,264.33,426.07
11,29,10,15,263.3,252.87,324.27
11,29,10,30,185.93,251.93,401
11,29,10,45,167.78,251.53,423.73
11,29,11,0,175.7,250.2,442.73
11,29,11,15,165.58,252.13,446.8
11,29,11,30,168.6,249.8,470.33
11,29,11,45,174.51,248.47,471.73
11,29,12,0,164.57,249,467.2
11,29,12,15,166.59,248.6,470.2
11,29,12,30,177.2,250.4,468.87
11,29,12,45,175.65,249.07,468.8
11,29,13,0,177.92,250.27,466.27
11,29,13,15,171.42,248.6,469.07
11,29,13,30,170.09,251.27,463.4
11,29,13,45,167.02,249.67,465.73
11,29,14,0,173.79,250.8,480.93
11,29,14,15,147.24,257.47,496.4
11,29,14,30,129.47,260.07,498.4
11,29,14,45,110.52,257.8,496.27
11,29,15,0,107.26,265.2,493.53
11,29,15,15,117.18,268.2,492.4
11,29,15,30,123.67,264.6,492.4
11,29,15,45,124.09,264.67,491.13
11,29,16,0,115.75,267.27,188.47
11,29,16,15,121.32,262.87,120.53
11,29,16,30,121.36,263.93,120.4
11,29,16,45,121.6,264.13,121.13
11,29,17,0,121.93,259.47,120.33
11,29,17,15,133.62,257.27,131.8
11,29,17,30,150.73,257.33,149.67
11,29,17,45,149.47,261.47,148.6
11,29,18,0,149.33,261.47,148.8
11,29,18,15,157.14,262.87,156.4
11,29,18,30,173.27,265.13,172
11,29,18,45,173.23,263.33,171.87
11,29,19,0,171.7,267.47,170.6
11,29,19,15,172.14,267.67,171.67
11,29,19,30,172.26,266,171.4
11,29,19,45,171.61,267.73,170.07
11,29,20,0,172.74,271.33,170.93
11,29,20,15,170.26,273.8,169.67
11,29,20,30,171.21,270.53,169.67
11,29,20,45,153.26,261.93,156.53
11,29,21,0,213.66,234.53,324.87
11,29,21,15,233.73,243.87,491.53
11,29,21,30,233.07,248.2,477.6
11,29,21,45,208.79,253.67,455.07
11,29,22,0,200.25,252.33,452.4
11,29,22,15,184.97,251.8,386.6
11,29,22,30,173.88,241.07,370.73
11,29,22,45,179.15,238.93,368.73
11,29,23,0,228.23,237.2,361.27
11,29,23,15,322.02,235.73,360.27
11,29,23,30,399.32,236.2,341.87
11,29,23,45,388.71,237.8,328.07
11,30,0,0,401.77,234.2,327.67
11,30,0,15,388.77,240.87,251.33
11,30,0,30,391.83,240.87,247.73
11,30,0,45,390.13,242.27,139.73
11,30,1,0,389.51,244.13,182.33
11,30,1,15,390.92,242.13,214.2
11,30,1,30,389.91,242.8,216.8
11,30,1,45,379.79,241.93,216.6
11,30,2,0,387.68,263.07,213.13
11,30,2,15,402.26,263.4,214.07
11,30,2,30,395.32,261.2,212.33
11,30,2,45,388.36,263.6,211.73
11,30,3,0,386.29,263,213
11,30,3,15,385.35,264.2,212.93
11,30,3,30,382.62,267.87,316
11,30,3,45,373.41,268.47,326.2
11,30,4,0,397.35,271.6,286.07
11,30,4,15,415.97,274.8,265.47
11,30,4,30,410.07,271.6,258.87
11,30,4,45,393.23,273.93,260.2
11,30,5,0,403.2,273.67,252.47
11,30,5,15,369.51,273.87,260.13
11,30,5,30,321.46,273.79,330.5
11,30,5,45,0,0,0
11,30,6,0,88.2,281.67,333.67
11,30,6,15,156.79,278.47,334.47
11,30,6,30,146.63,283,217.93
11,30,6,45,78.57,297.53,77.8
11,30,7,0,77.72,299.33,77
11,30,7,15,78.28,300.8,77.8
11,30,7,30,78.64,292.87,77.73
11,30,7,45,78.27,267.8,77.2
11,30,8,0,78.62,262.47,77.4
11,30,8,15,78.07,267.27,77.73
11,30,8,30,78.49,267.27,77.73
11,30,8,45,79.46,266.6,78.8
11,30,9,0,123.68,260.8,180.27
11,30,9,15,194.04,267.67,465.73
11,30,9,30,205.38,266.93,470
11,30,9,45,219.41,267.13,470.07
11,30,10,0,231.97,266.6,468
11,30,10,15,223.79,265,468.33
11,30,10,30,216.7,263.93,464.33
11,30,10,45,212.89,266.6,425.33
11,30,11,0,212.59,267.47,288.87
11,30,11,15,211.93,267.33,288.33
11,30,11,30,205.9,268.67,289.53
11,30,11,45,210.92,268.4,287.53
11,30,12,0,193.59,268.2,287.13
11,30,12,15,200.48,267,400
11,30,12,30,199.66,265.6,406.4
11,30,12,45,197.22,265.53,399.67
11,30,13,0,197.86,267,406.33
11,30,13,15,205.59,268.67,405.4
11,30,13,30,207.67,266.73,407
11,30,13,45,202.92,266.6,405.2
11,30,14,0,201.57,265.13,426.93
11,30,14,15,177.14,262.07,498.27
11,30,14,30,151.09,252.07,500.73
11,30,14,45,155.63,240.8,498.8
11,30,15,0,193.74,238.27,496.13
11,30,15,15,193.27,238.73,492.8
11,30,15,30,189.86,236.33,473.67
11,30,15,45,195.99,238.93,447.93
11,30,16,0,102.8,256.33,77.33
11,30,16,15,92.53,255.67,91.07
11,30,16,30,92.35,257.87,91.73
11,30,16,45,92.82,257.93,91.8
11,30,17,0,91.51,266.8,90.67
11,30,17,15,93.18,260.53,92.33
11,30,17,30,97.91,261.6,96.13
11,30,17,45,108.71,263.27,107.6
11,30,18,0,108.62,268.4,107.6
11,30,18,15,110.2,270.2,109.07
11,30,18,30,109.7,273.73,108.53
11,30,18,45,109.74,272.73,108.67
11,30,19,0,109.79,272.2,109.33
11,30,19,15,110.28,274.33,109.47
11,30,19,30,111.65,272,110.73
11,30,19,45,110.8,277.4,109.87
11,30,20,0,108.4,277.13,107.87
11,30,20,15,108.22,276.13,107.8
11,30,20,30,134.98,259.4,238
11,30,20,45,229.77,250.4,525.8
11,30,21,0,232.39,249.13,520.6
11,30,21,15,233.39,250.93,465.13
11,30,21,30,217.55,250.4,411.27
11,30,21,45,195.97,248.93,407.13
11,30,22,0,187.33,246.47,403
11,30,22,15,176.11,244.67,402.6
11,30,22,30,176.98,241.13,398.87
11,30,22,45,171.42,237.93,399
11,30,23,0,288.04,236.93,395.73
11,30,23,15,375.9,234.6,392.87
11,30,23,30,396.99,242.47,292.47
11,30,23,45,393.86,244.53,217.47
12,1,0,0,401.58,242.87,199.27
12,1,0,15,405.33,242.2,200.13
12,1,0,30,407.51,243.67,198.27
12,1,0,45,398.66,242,201.27
12,1,1,0,396.7,241.93,199.27
12,1,1,15,400.1,243.2,199.87
12,1,1,30,382.9,244.07,201.67
12,1,1,45,380.45,242.13,199.33
12,1,2,0,380.49,241.6,199.4
12,1,2,15,377.49,243.67,199.07
12,1,2,30,373.01,254.93,320.4
12,1,2,45,368.19,255.87,320.8
12,1,3,0,366.69,256.4,319.47
12,1,3,15,368.26,255.47,318.47
12,1,3,30,368.69,255.2,318.87
12,1,3,45,369.27,255.87,315.73
12,1,4,0,383.83,259.4,305.47
12,1,4,15,353.03,287.33,288.87
12,1,4,30,361.91,291,253.67
12,1,4,45,347.22,294.93,175
12,1,5,0,342.13,293.47,208
12,1,5,15,344.84,295.47,209.2
12,1,5,30,349.54,295.67,211
12,1,5,45,239.51,291.53,331
12,1,6,0,156.76,288.67,385.87
12,1,6,15,157.62,248.73,325.2
12,1,6,30,160.98,249.8,288.67
12,1,6,45,172.03,246.87,285.53
12,1,7,0,174.36,251.07,247.67
12,1,7,15,181.39,256.93,210.33
12,1,7,30,176.2,253.2,197.2
12,1,7,45,164.48,252.4,195.47
12,1,8,0,171.02,255,196.2
12,1,8,15,180.48,253.53,196.47
12,1,8,30,181.56,252.93,197.13
12,1,8,45,182.21,251.6,195.07
12,1,9,0,168.15,253.47,173.87
12,1,9,15,159.75,253.87,169.6
12,1,9,30,166.94,255.2,170.13
12,1,9,45,172.13,255.13,171.33
12,1,10,0,164.62,254.53,170.8
12,1,10,15,145.19,254.13,198.33
12,1,10,30,121.16,253.6,217.13
12,1,10,45,131.61,250.2,383.33
12,1,11,0,158.68,250.8,386
12,1,11,15,156.52,249.87,387.27
12,1,11,30,160.29,245,491.53
12,1,11,45,164.24,247.87,499.73
12,1,12,0,163.54,246.6,499.53
12,1,12,15,161.78,246.2,498.53
12,1,12,30,165.97,245.13,494
12,1,12,45,165.53,245.4,493.07
12,1,13,0,173.53,246.4,493.07
12,1,13,15,167.45,245.6,491.53
12,1,13,30,166.13,245.33,489.33
12,1,13,45,162.47,245.4,492.2
12,1,14,0,171.4,249.67,492.07
12,1,14,15,134.97,257.73,488.27
12,1,14,30,103.9,258.13,485.2
12,1,14,45,113.47,266.67,486.13
12,1,15,0,109.93,266,475.53
12,1,15,15,100.37,266.33,435.6
12,1,15,30,102.15,261.93,436.8
12,1,15,45,95.32,263.13,447.47
12,1,16,0,86.25,270.33,193.67
12,1,16,15,90.04,260.73,89.2
12,1,16,30,91.92,261.27,91.4
12,1,16,45,90.73,258.73,89.87
12,1,17,0,90,260.27,89.27
12,1,17,15,90.43,257.67,89.33
12,1,17,30,90.36,260.93,89.87
12,1,17,45,89.86,260.93,89.2
12,1,18,0,90.03,253.4,89.73
12,1,18,15,91.9,257.73,91.13
12,1,18,30,92.16,255.67,91.07
12,1,18,45,91.78,259.67,90.6
12,1,19,0,92.19,257,91.2
12,1,19,15,91.86,254.13,90.87
12,1,19,30,91.88,254,90.8
12,1,19,45,91.73,262.87,90.53
12,1,20,0,89.76,254.4,88.93
12,1,20,15,89.14,255.6,88.8
12,1,20,30,90.17,249.87,89.13
12,1,20,45,89.85,251.6,89.13
12,1,21,0,89.62,256.93,88.4
12,1,21,15,89.12,253.67,88.27
12,1,21,30,120.28,242.33,203.27
12,1,21,45,187.01,233.07,438.33
12,1,22,0,184.68,230.8,436.67
12,1,22,15,187.73,230.13,433.07
12,1,22,30,185.48,230.93,431.93
12,1,22,45,173.95,227.33,426.53
12,1,23,0,334.66,230.27,356.4
12,1,23,15,408.57,234.8,263.4
12,1,23,30,404.91,233.93,208.93
12,1,23,45,397.88,234.67,206.93
12,2,0,0,408.03,250.33,207.07
12,2,0,15,404.01,268.53,207.07
12,2,0,30,398.32,268.67,207.13
12,2,0,45,393.85,267.87,205.67
12,2,1,0,402.22,268.33,207
12,2,1,15,408.52,265.07,207.6
12,2,1,30,405.15,266.53,207.87
12,2,1,45,395.72,268.8,208.13
12,2,2,0,401.23,265.2,207.07
12,2,2,15,403.83,264.13,205.93
12,2,2,30,398.36,263.27,206.07
12,2,2,45,406.75,261.67,240.4
12,2,3,0,396.64,260.27,285.4
12,2,3,15,402.14,260.67,283.4
12,2,3,30,402.29,259.53,280.6
12,2,3,45,399.99,259.4,281.07
12,2,4,0,409.32,261.53,281.8
12,2,4,15,302.04,258,330.13
12,2,4,30,243.91,254.73,362.4
12,2,4,45,209.3,253.73,363.2
12,2,5,0,202.53,255.13,366.07
12,2,5,15,199.01,257.73,367.8
12,2,5,30,198.33,256.4,369.2
12,2,5,45,190.25,258.4,371.07
12,2,6,0,183.69,258.47,374.87
12,2,6,15,142.55,259.67,374.8
12,2,6,30,128.78,276.07,182.53
12,2,6,45,125.64,282.73,124.93
12,2,7,0,125.23,266.2,125.13
12,2,7,15,125.93,263.4,125.4
12,2,7,30,126.25,264.93,125.53
12,2,7,45,123.16,260.6,122
12,2,8,0,123.39,262.4,122.2
12,2,8,15,124.3,265.53,122.87
12,2,8,30,123.97,266.93,123.53
12,2,8,45,128.65,262.07,127.4
12,2,9,0,126.74,261.6,125.8
12,2,9,15,123.74,264.33,122.8
12,2,9,30,123.8,264.8,123
12,2,9,45,124.48,266.27,123.47
12,2,10,0,209.8,246.53,289
12,2,10,15,212.58,240.87,420.6
12,2,10,30,199.29,239.8,452.4
12,2,10,45,207.24,240.47,450.13
12,2,11,0,203.48,240.87,448
12,2,11,15,196.84,239.33,450.27
12,2,11,30,196.37,239.13,450.67
12,2,11,45,198.32,238.33,448.53
12,2,12,0,195.19,237.67,446.8
12,2,12,15,193.4,239.87,448.13
12,2,12,30,195.59,239.8,448.93
12,2,12,45,199.96,239.4,446.27
12,2,13,0,204.21,240.47,446.67
12,2,13,15,205.57,239.27,443.93
12,2,13,30,203.03,240.2,440.13
12,2,13,45,198.89,237.87,443.4
12,2,14,0,197.39,242.53,443
12,2,14,15,195.09,257.8,441.07
12,2,14,30,196.93,258.13,439.73
12,2,14,45,198.14,257.47,440.13
12,2,15,0,192.37,255,436.8
12,2,15,15,189.77,254.2,436
12,2,15,30,188.72,254.53,436.4
12,2,15,45,193.81,251.93,437.53
12,2,16,0,108.15,264.73,182.67
12,2,16,15,93.2,259.6,92.73
12,2,16,30,93.77,257.6,93.07
12,2,16,45,93.72,258.33,91.67
12,2,17,0,94.01,261.87,93.13
12,2,17,15,94.12,264.33,93
12,2,17,30,93.99,261.8,93.4
12,2,17,45,93.34,264.33,92.47
12,2,18,0,93.91,265.93,92.87
12,2,18,15,95.8,264.07,94.67
12,2,18,30,95.77,265.8,95.33
12,2,18,45,93.16,261.93,92.8
12,2,19,0,93.21,262.2,92.27
12,2,19,15,92.93,260.4,91.8
12,2,19,30,93.18,257.6,92.53
12,2,19,45,92.43,260.13,91.93
12,2,20,0,92.51,262.33,91.6
12,2,20,15,92.61,263.87,91.93
12,2,20,30,92.18,265.27,91.93
12,2,20,45,92.55,261.93,91.13
12,2,21,0,94.12,266.4,93.13
12,2,21,15,95.08,262.73,94.8
12,2,21,30,96.61,259.53,95.6
12,2,21,45,93.52,260.73,92.73
12,2,22,0,91.05,253.93,137.2
12,2,22,15,113.41,245.87,345.87
12,2,22,30,143.64,244.13,344.67
12,2,22,45,199.92,240.27,343.93
12,2,23,0,375.27,239.6,344.07
12,2,23,15,418.58,238.67,342.4
12,2,23,30,394.32,236.87,338.27
12,2,23,45,392.69,236.13,334.6
12,3,0,0,388.08,237.2,256.07
12,3,0,15,377.66,237.47,255.13
12,3,0,30,375.67,238.87,254.2
12,3,0,45,386.35,233.53,300.6
12,3,1,0,406.9,228.4,346.47
12,3,1,15,392.31,234.33,287.53
12,3,1,30,383.28,236.93,257.93
12,3,1,45,378.09,236.87,252.87
12,3,2,0,374.29,233.33,252.47
12,3,2,15,367.32,234.87,250.13
12,3,2,30,367.05,233,250.73
12,3,2,45,362.14,242.13,249.93
12,3,3,0,363.94,267.33,246.87
12,3,3,15,352.55,267.4,280.73
12,3,3,30,336.93,263.47,328.27
12,3,3,45,331.05,260.13,367.13
12,3,4,0,315.72,261,372.47
12,3,4,15,319.58,263.2,374.07
12,3,4,30,328.11,262.73,361.53
12,3,4,45,316.21,266.2,308.93
12,3,5,0,309.76,266.2,296.33
12,3,5,15,312.02,266.4,300.4
12,3,5,30,314.69,266.4,300.4
12,3,5,45,215.44,264.13,362.13
12,3,6,0,167.81,261.53,375.87
12,3,6,15,170.03,264.6,376.6
12,3,6,30,186.31,265.73,377.6
12,3,6,45,190.51,269.6,329.67
12,3,7,0,111.6,283.47,88.73
12,3,7,15,115.66,285.27,114.93
12,3,7,30,115.09,260,114.2
12,3,7,45,115.7,267.6,114.4
12,3,8,0,113.85,274.67,113.07
12,3,8,15,114.23,277.67,113.33
12,3,8,30,113.19,280.07,111.93
12,3,8,45,197.46,257.67,241.4
12,3,9,0,214.95,245.6,389.2
12,3,9,15,229.77,245.93,390.67
12,3,9,30,227.72,246.87,390.87
12,3,9,45,228.04,246.87,390.87
12,3,10,0,233.58,248.87,392.4
12,3,10,15,226.73,246.67,390.87
12,3,10,30,226.57,246.07,389.2
12,3,10,45,219.64,244.33,388.27
12,3,11,0,221.58,245,389.87
12,3,11,15,226.76,244.67,389.8
12,3,11,30,219.76,247.47,408.4
12,3,11,45,221.79,242.67,481.4
12,3,12,0,220,244,481
12,3,12,15,215.66,243.2,479.13
12,3,12,30,212.8,244.6,477.67
12,3,12,45,200.99,245.73,477.73
12,3,13,0,171.02,243.73,475.33
12,3,13,15,161.32,245.6,474.2
12,3,13,30,156.05,242.6,473.47
12,3,13,45,165.08,241.07,475.2
12,3,14,0,157.95,243,471.4
12,3,14,15,156.52,243.27,472.6
12,3,14,30,160.23,240.93,471.93
12,3,14,45,155.55,243.33,467.27
12,3,15,0,163.24,242.47,468.47
12,3,15,15,162.45,237.47,465.93
12,3,15,30,148.78,238,465.33
12,3,15,45,146.1,236.47,463.47
12,3,16,0,135.89,242.93,416.2
12,3,16,15,118.92,255.73,99.67
12,3,16,30,118.41,259.4,117.47
12,3,16,45,118.12,260.4,117
12,3,17,0,118.77,264.2,117.8
12,3,17,15,120.4,264.33,119
12,3,17,30,119.33,262.73,119.4
12,3,17,45,119.56,264.93,118.8
12,3,18,0,118.58,261.8,117.53
12,3,18,15,118.35,263.93,117.53
12,3,18,30,118.5,262.4,117.73
12,3,18,45,118.58,262.53,117.6
12,3,19,0,118.45,262.07,117.4
12,3,19,15,118.58,262.13,116.73
12,3,19,30,119.64,265.47,118.33
12,3,19,45,120.68,262.6,119.67
12,3,20,0,121.78,265.27,120.87
12,3,20,15,118.64,264.8,117.87
12,3,20,30,118.5,264.87,117.67
12,3,20,45,120.73,257.67,119.47
12,3,21,0,120.28,254.73,118.93
12,3,21,15,119.03,251.6,117.87
12,3,21,30,118.62,254.27,117.87
12,3,21,45,193.02,250.53,90.87
12,3,22,0,210.42,251.4,150.2
12,3,22,15,234.52,249,369.73
12,3,22,30,214.81,244.6,386.73
12,3,22,45,232.22,245.93,383
12,3,23,0,366.99,247.33,282.6
12,3,23,15,408.96,253.53,213.87
12,3,23,30,393.75,248.53,248.33
12,3,23,45,384.58,248.13,263.73
12,4,0,0,387.3,246.2,260.93
12,4,0,15,376.44,245.13,256.4
12,4,0,30,378.48,244.13,256.67
12,4,0,45,362.21,241.93,253.27
