month,day,hour,min,p_uiip,p_f,p_pu
4,8,0,15,20.87,32.3,52.12
4,8,0,30,20.73,32.61,51.71
4,8,0,45,20.76,32.69,51.86
4,8,1,45,20.73,32.98,52.14
4,8,2,15,20.73,33.17,52.38
4,8,2,30,20.71,33.14,52.25
4,8,4,15,20.59,33.48,52.68
4,8,5,45,20.61,33.46,52.88
4,8,6,45,19.25,32.96,52.37
4,8,7,30,19.55,30.49,47.8
4,8,13,0,24.31,31.39,50.08
4,8,14,15,24.33,31.22,49.97
4,8,14,45,24.38,31.6,51.16
4,8,15,30,22.81,31.79,51.71
4,8,16,30,21.82,31.63,50.78
4,8,20,30,20.6,29.37,46.1
4,8,21,30,21.01,29.63,46.71
4,8,22,30,21.76,31.69,50.59
4,8,23,15,21.76,32.18,52.19
4,8,23,30,21.73,32.29,52.24
4,9,0,30,21.71,32.43,51.71
4,9,1,0,21.76,32.64,51.8
4,9,1,30,21.74,32.79,51.94
4,9,4,45,21.73,33.82,53.25
4,9,5,0,21.73,34.02,53.14
4,9,6,30,24.76,34.04,53.32
4,9,7,15,21.61,33.97,53.33
4,9,7,45,21.83,33.1,52.72
4,9,8,15,22.54,32.99,52.63
4,9,9,0,22.8,32.39,51.69
4,9,10,0,22.69,32.56,52.02
4,9,12,45,22.31,32.66,51.5
4,9,13,0,22.58,32.35,51.15
4,9,14,45,22.69,32.31,51.39
4,9,15,15,22.74,32.32,51.78
4,9,15,30,22.73,32.35,51.54
4,9,18,15,21.82,32.65,52.56
4,9,19,0,15.81,31.66,49.12
4,9,19,45,18.82,31.16,48.54
4,9,20,0,18.84,31.08,48.52
4,9,20,45,18.71,30.95,48.32
4,9,21,30,18.97,30.79,47.96
4,9,21,45,18.65,30.91,48.43
4,9,23,30,20.57,31.81,51.08
4,10,1,0,22.77,32.37,50.82
4,10,2,30,22.76,33.14,52.11
4,10,3,15,23.27,33.31,52.01
4,10,3,30,23.22,33.29,52.1
4,10,4,0,23.16,33.74,53.01
4,10,5,0,23.26,33.45,51.86
4,10,5,15,23.27,33.4,51.81
4,10,5,30,23.22,33.33,51.77
4,10,6,15,23.19,33.58,52.65
4,10,8,45,21.27,33.01,52.67
4,10,9,30,21.96,32.07,50.42
4,10,10,30,22.83,31.76,50.35
4,10,12,45,22.63,32.24,51.65
4,10,13,15,22.75,32.14,51.24
4,10,14,45,21.7,32.29,50.78
4,10,17,15,22.78,32.44,51.56
4,10,18,30,22.65,32.72,52.02
4,10,20,0,22.71,32.44,51.7
4,10,20,45,21.22,32.41,51.73
4,10,22,15,20.68,32.61,52.22
4,10,23,0,21.07,33.1,52.77
4,10,23,15,21.72,33.22,52.9
4,11,0,30,21.8,33.81,53.11
4,11,1,0,21.71,34.03,53.22
4,11,1,15,21.74,33.99,53.27
4,11,1,30,21.69,34.42,53.57
4,11,2,15,21.61,34.37,53.6
4,11,3,0,22.65,34.31,53.21
4,11,4,45,23.7,34.12,52.91
4,11,5,15,23.77,34.33,53.24
4,11,7,45,20.48,31.59,48.48
4,11,9,0,19.24,30.28,47.15
4,11,11,30,23.18,32.65,51.6
4,11,12,0,23.2,32.2,50.78
4,11,12,30,23.1,31.58,49.3
4,11,14,0,24.19,32.29,50.67
4,11,14,30,24.24,32.31,50.57
4,11,15,0,22.99,32.27,50.88
4,11,18,30,22.67,32.73,52.27
4,11,21,30,19.76,28.92,45.78
4,11,21,45,20.92,29.29,45.97
4,11,22,0,20.88,30.07,47.29
4,12,0,30,22.56,32.83,52.14
4,12,2,0,22.16,33.11,51.89
4,12,3,45,21.68,33.82,53.03
4,12,4,45,21.29,33.93,53.08
4,12,7,0,20.41,33.45,52.56
4,12,7,45,21.66,30.69,47.63
4,12,8,0,20.84,29.65,46.15
4,12,12,0,20.67,29.76,47.27
4,12,12,15,21.76,31.92,52.56
4,12,13,45,21.25,31.83,52.3
4,12,16,0,22.57,32.12,52.9
4,12,17,45,22.65,32.48,52.08
4,12,19,0,22.91,32.01,51.8
4,12,19,15,21.24,31.23,49.22
4,12,20,0,19.94,29.8,46.73
4,12,21,15,20.72,29.61,46.97
4,12,21,45,23.74,31.54,50.78
4,12,23,0,23.78,32.3,52.13
4,13,0,0,21.69,32.43,51.63
4,13,0,30,21.63,32.58,51.59
4,13,0,45,21.71,33.1,51.95
4,13,2,0,21.58,33.36,52.36
4,13,4,30,20.19,33.93,53.28
4,13,5,15,21.22,33.85,52.87
4,13,5,30,21.2,33.99,53.3
4,13,6,15,21.76,33.98,53.34
4,13,6,30,18.09,33.14,51.86
4,13,6,45,18.67,33.52,52.87
4,13,9,0,20.78,30.12,47.15
4,13,12,0,19.76,32.08,52.51
4,13,15,15,22.65,31.99,51.72
4,13,16,45,22.97,32.48,51.68
4,13,17,15,22.95,32.4,51.76
4,13,18,30,23.31,32.31,51.65
4,13,20,15,23.35,32.31,51.56
4,13,20,30,23.12,32.33,51.51
4,13,22,0,23.31,32.67,52
4,13,22,30,23.31,32.82,52.08
4,13,23,0,22.09,33.03,53.03
4,13,23,45,22.23,33.37,53.41
4,14,0,0,19.73,33.21,52.87
4,14,0,45,19.39,33.76,52.93
4,14,1,0,20.22,34.18,53.48
4,14,1,15,20.18,33.83,53.28
4,14,1,30,20.12,34.12,53.58
4,14,1,45,20.54,34.11,53.54
4,14,4,0,19.73,34.89,53.77
4,14,7,0,19.25,33.35,51.2
4,14,7,15,19.6,33.69,51.55
4,14,8,30,20.95,31,47.73
4,14,10,30,19.45,30.91,49.35
4,14,13,30,24.12,32.04,50.61
4,14,14,0,24,31.97,50.67
4,14,15,30,23.86,32.11,50.22
4,14,16,0,24.1,32.34,50.56
4,14,16,15,24.07,32.22,50.14
4,14,16,30,24.15,32.39,50.65
4,14,18,45,24.06,31.89,50.8
4,14,19,15,22.69,31.88,50.02
4,14,19,45,21.26,30.73,48.07
4,14,23,30,23.22,32.24,51.86
4,15,0,15,22.66,32.63,51.39
4,15,3,15,23.18,33.19,52.06
4,15,7,45,20.33,33.86,54.55
4,15,9,30,16.8,29.62,46.67
4,15,10,45,15.12,28.55,45.52
4,15,11,15,24.16,31.38,49.71
4,15,11,30,24.7,31.27,49.99
4,15,11,45,24.71,31.35,49.9
4,15,12,0,25.35,31.46,49.96
4,15,12,15,25.69,31.29,49.91
4,15,13,45,24.77,31.65,50.52
4,15,14,0,24.28,31.75,50.98
4,15,16,15,25.23,32.17,50.56
4,15,18,15,24.07,31.84,50.99
4,15,23,45,20.93,32.88,52.82
4,16,1,0,22.98,33.24,52.07
4,16,2,15,23.14,33.95,53.26
4,16,2,45,23.28,34.12,52.96
4,16,3,0,23.2,33.56,52.52
4,16,3,30,23.25,33.98,52.89
4,16,3,45,22.31,34.33,53.08
4,16,4,0,22.24,34.07,53.06
4,16,4,15,22.21,34.41,53.29
4,16,5,0,22.15,34.2,53.27
4,16,5,15,22.18,34.59,53.55
4,16,5,30,22.25,34.4,53.61
4,16,6,0,22.17,34.39,53.5
4,16,6,15,22.21,34.77,53.58
4,16,8,0,20.44,32.22,49.03
4,16,14,30,25.42,31.84,50.25
4,16,15,15,25.25,31.95,50.33
4,16,15,45,25.5,32.01,50.39
4,16,17,15,25.32,32.19,51.61
4,16,17,30,25.39,32.34,51.53
4,16,18,30,25.41,32.29,50.68
4,16,19,0,24.87,32.31,50.55
4,16,19,30,24.97,32.2,50.36
4,16,23,45,23.19,32.76,52.1
4,17,0,45,22.86,32.82,51.2
4,17,2,45,22.8,34.01,53.41
4,17,4,0,22.74,34.31,53.12
4,17,7,15,19.88,34.78,54.44
4,17,8,30,16,31.84,49.13
4,17,8,45,15.88,31.36,49
4,17,11,30,24.71,32.03,50.25
4,17,11,45,25.38,32.12,50.39
4,17,12,45,25.99,32.53,50.99
4,17,15,15,23.8,33.41,53.01
4,17,16,0,23.8,32.75,51.13
4,17,16,45,22.83,33.22,52.55
4,17,17,30,22.78,33.27,52.95
4,17,17,45,22.85,33.5,53.22
4,17,18,45,21.83,33.34,52.89
4,17,19,15,21.82,33.56,53.29
4,17,20,0,21.76,33.42,52.78
4,17,21,0,21.75,33.28,52.3
4,17,21,45,21.67,33.16,52.07
4,17,22,0,21.85,33.48,52.05
4,17,22,45,21.68,33.59,52.05
4,18,0,15,23.93,33.43,51.72
4,18,1,0,23.77,33.67,52.11
4,18,1,15,23.86,33.65,51.81
4,18,1,30,24.22,33.82,51.96
4,18,2,0,25.23,33.9,51.86
4,18,3,15,25.91,33.76,51.82
4,18,4,45,25.76,33.93,52.02
4,18,12,0,21.78,32.1,51.07
4,18,12,15,21.78,32.16,51.14
4,18,12,45,21.76,32.24,51.21
4,18,13,45,21.76,32.55,51.46
4,18,15,15,22.03,32.73,51.33
4,18,17,45,22.3,32.71,51.43
4,18,18,15,21.04,32.27,49.88
4,18,18,30,21.75,30.95,47.36
4,18,19,15,21.66,30.06,46.9
4,18,20,30,20.4,29.76,46.91
4,18,22,30,22.24,32.16,51.48
4,18,23,15,21.26,32.88,53.63
4,19,0,45,24.92,32.77,51.54
4,19,2,30,25.12,33.33,52.14
4,19,4,0,25.54,33.7,52.59
4,19,6,15,24.16,33.82,52.82
4,19,6,45,22.78,33.78,53.06
4,19,7,30,20.05,32.29,50.05
4,19,7,45,19.95,31.63,49.19
4,19,8,0,18.12,31.28,49.14
4,19,11,45,18.99,30.32,47.74
4,19,13,30,21.2,32.56,52.69
4,19,13,45,21.55,32.37,52.49
4,19,14,30,21.73,32.47,52.55
4,19,16,15,21.33,32.62,53.36
4,19,18,15,21.79,32.65,51.77
4,19,18,45,21.76,32.61,51.71
4,19,20,0,20.45,30.79,47.73
4,19,21,15,20.43,30.35,47.78
4,19,22,45,22.23,32.21,51.69
4,20,0,0,20.18,32.63,51.21
4,20,1,15,20.28,33.2,52.01
4,20,1,45,20.66,33.31,51.61
4,20,2,0,20.62,33.05,51.56
4,20,2,30,20.65,33.05,51.33
4,20,3,15,20.69,33.29,51.37
4,20,3,30,20.73,33.18,51.41
4,20,3,45,20.7,32.89,51.41
4,20,4,45,21.16,33.39,51.75
4,20,5,30,21.16,33.16,51.58
4,20,6,45,21.49,33.43,52.33
4,20,7,15,20.82,33.11,51.52
4,20,8,45,20.09,32.71,51.1
4,20,9,30,20.03,32.46,51.01
4,20,11,0,20.17,32.31,50.55
4,20,11,15,20.2,32.16,50.51
4,20,12,15,20.24,32.67,50.9
4,20,13,45,20.07,32.41,50.91
4,20,14,45,20.25,32.36,50.1
4,20,15,0,20.31,32.35,49.69
4,20,20,30,20.4,30.54,47.39
4,20,22,45,21.56,32.62,52.82
4,21,4,15,22.69,33.97,52.89
4,21,5,0,21.23,33.26,51.38
4,21,5,30,21.18,33.16,51.65
4,21,6,0,21.13,33.48,51.87
4,21,6,15,21.12,33.82,52.23
4,21,6,30,21.96,33.6,52.41
4,21,8,0,17.38,32.22,49.93
4,21,8,15,17.78,31.9,49.51
4,21,12,45,21.22,32.31,52.48
4,21,13,15,21.6,32.48,52.78
4,21,13,45,21.78,32.55,52.95
4,21,14,45,21.78,32.62,52.91
4,21,15,15,21.59,32.76,53.01
4,21,15,45,21.59,32.74,53.13
4,21,17,45,21.73,32.93,53.54
4,21,20,0,20.99,30.53,47.38
4,21,21,45,21.97,32.37,53.4
4,22,0,30,22.57,32.81,51.65
4,22,0,45,22.48,33.61,52.88
4,22,1,45,22.44,33.48,52.5
4,22,3,15,22.48,33.67,52.48
4,22,3,30,22.5,33.79,52.48
4,22,4,30,22.44,34.06,53.03
4,22,5,45,23.18,33.79,52.94
4,22,6,15,23.23,33.23,51.5
4,22,6,30,23.18,33.22,51.46
4,22,6,45,20.45,32.97,50.59
4,22,9,15,16.95,30.65,48.15
4,22,13,15,21.84,32.16,52.82
4,22,16,15,21.12,32.42,52.56
4,22,16,30,21.18,32.51,52.76
4,22,20,30,20.56,30.43,47.16
4,22,20,45,20.76,30.37,47.31
4,22,21,45,21.63,32.03,51.18
4,22,22,30,21.9,32.17,51.24
4,23,2,15,22.84,33.51,52.3
4,23,2,30,22.68,33.47,52.15
4,23,3,30,24.18,34.09,53.44
4,23,3,45,24.24,34.36,53.61
4,23,6,15,23.8,33.73,51.81
4,23,8,0,21.05,32.03,49.12
4,23,8,15,20.52,31.95,48.99
4,23,9,30,20.28,29.95,46.76
4,23,9,45,18.69,29.78,46.69
4,23,12,45,21.12,32.03,51.14
4,23,13,0,20.71,31.82,51.05
4,23,14,0,20.24,32.22,51.11
4,23,16,15,20.1,32.1,51.13
4,23,17,0,21.44,32.08,51.32
4,23,21,15,19.88,30.89,48.37
4,23,23,15,22.88,32.77,52.78
4,23,23,30,23.47,32.8,52.93
4,24,2,0,23.55,33.46,52.15
4,24,3,0,23.72,33.82,52.84
4,24,4,45,24.27,33.76,52.81
4,24,6,15,24.69,33.74,51.65
4,24,10,45,18.91,29.27,46.4
4,24,11,0,18.05,29.43,46.56
4,24,11,30,18.78,29.24,46.52
4,24,12,45,19.87,29.67,46.96
4,24,13,15,22.18,31.86,51.16
4,24,14,0,22.19,31.8,50.71
4,24,14,45,22.18,31.9,50.38
4,24,15,30,22.29,31.99,51.08
4,24,16,15,21.9,31.84,50.59
4,24,21,30,21.81,32.06,50.8
4,25,0,45,23.41,33.36,52.5
4,25,1,0,24.27,33.38,52.39
4,25,1,30,24.29,33.51,52.65
4,25,2,45,24.23,33.96,52.7
4,25,4,30,24.23,33.52,51.51
4,25,4,45,24.18,33.41,51.53
4,25,5,15,24.21,33.53,52.11
4,25,7,30,17.47,32.84,50.67
4,25,8,0,17.84,32.86,50.4
4,25,10,0,16.76,30.46,47.73
4,25,12,15,19.24,29.98,47.29
4,25,13,30,20.72,32.14,51.53
4,25,14,45,21.78,32.53,52.59
4,25,15,15,21.94,32.19,52.05
4,25,16,15,22.07,32.67,52.35
4,25,17,45,21.76,32.85,52.88
4,25,18,15,21.97,32.63,52.64
4,25,19,15,21.69,32.86,52.66
4,25,19,45,21.69,32.67,52.7
4,25,20,15,16.64,30.42,47.73
4,25,20,30,19.62,30.51,47.66
4,25,22,0,21.7,32.15,52.42
4,25,22,15,21.69,32.43,52.65
4,25,22,45,21.51,32.85,52.76
4,26,0,0,23,33.31,52.28
4,26,2,15,24.52,34.05,52.9
4,26,2,30,24.62,33.86,52.59
4,26,4,45,22.8,34.77,53.89
4,26,5,0,23.22,34.33,53.27
4,26,6,30,18.57,33.03,51.14
4,26,7,15,20.24,33.46,52.73
4,26,8,30,17.35,31.14,48.67
4,26,8,45,17.43,31.54,48.98
4,26,9,15,17.61,31.41,48.72
4,26,10,15,16.3,31.11,48.71
4,26,10,30,17.44,30.99,48.61
4,26,10,45,18.31,31.3,49.09
4,26,11,0,19.52,32.44,51.84
4,26,11,15,20.1,32.4,51.65
4,26,12,45,20.79,32.52,51.46
4,26,13,45,20.86,32.29,51.37
4,26,14,15,20.84,32.46,51.66
4,26,15,30,21.44,32.52,51.54
4,26,16,30,22.17,32.71,51.84
4,26,19,15,19.95,30.88,48.26
4,26,22,45,21.65,32.5,52.82
4,26,23,0,21.8,32.63,52.95
4,27,2,30,24.71,33.72,52.9
4,27,3,0,24.65,33.6,52.59
4,27,3,30,24.74,33.65,52.67
4,27,5,0,24.73,34.05,52.85
4,27,6,15,24.38,33.78,52.63
4,27,7,30,19.55,31.47,48.72
4,27,10,0,18.88,30.99,48.23
4,27,11,0,14.69,31.66,49.61
4,27,12,0,19.78,32.97,54.27
4,27,14,15,20.81,32.58,51.41
4,27,15,0,20.59,32.6,51.9
4,27,15,15,20.82,32.73,52.27
4,27,15,30,20.69,32.88,52.4
4,27,17,0,22.16,33.38,54.26
4,27,19,30,19.88,31.39,48.94
4,27,20,30,19.67,30.6,48.06
4,27,21,0,19.54,30.57,48.09
4,27,21,30,19.8,30.31,47.72
4,28,1,15,24.76,33.31,51.71
4,28,1,30,24.8,33.97,53.12
4,28,2,15,24.78,34.24,53.74
4,28,3,30,24.72,34.2,53.14
4,28,4,30,24.72,34.42,53.31
4,28,4,45,24.77,34.24,53.23
4,28,5,30,26.35,34.49,53.05
4,28,6,30,26.3,33.95,52.84
4,28,8,30,19.54,31.52,49.03
4,28,8,45,19.87,31.71,49.27
4,28,9,30,18.52,31.69,49.14
4,28,11,0,18.25,31.41,48.56
4,28,11,15,19.38,31.69,49.16
4,28,11,30,18.14,31.27,48.66
4,28,11,45,19.61,31.53,48.95
4,28,12,45,18.48,31.8,49.65
4,28,14,30,19.13,32.61,53.74
4,28,15,45,20.84,33.07,54.12
4,28,17,15,21.69,33.59,53.84
4,28,20,0,19.79,30.95,48.1
4,28,22,30,20.5,30.97,48.24
4,29,0,15,24.82,32.92,51.99
4,29,3,15,24.82,33.7,52.84
4,29,3,30,24.69,34.07,53.04
4,29,6,45,20.31,33.69,53.57
4,29,7,45,16.69,31.39,48.92
4,29,9,0,16.69,31.02,48.37
4,29,9,45,16.24,30.54,48.05
4,29,12,15,21.65,32.46,52.58
4,29,13,30,16.73,32.59,52.89
4,29,13,45,21.46,32.61,52.61
4,29,14,30,21.62,32.22,52.04
4,29,17,0,21.09,32.8,52.52
4,29,20,0,20.67,30.73,47.95
4,30,1,30,24.79,32.86,51.05
4,30,1,45,24.87,32.87,51.15
4,30,2,15,24.76,33.27,51.53
4,30,3,0,24.76,33.84,52.86
4,30,3,45,24.75,34.13,53.32
4,30,4,0,24.72,34.2,53.33
4,30,4,45,24.84,34.24,53.33
4,30,6,30,24.63,34.27,53.62
4,30,6,45,20.82,34.73,54.39
4,30,7,30,20.43,32.48,49.86
4,30,7,45,20.05,32.18,49.3
4,30,10,30,19.19,29.27,46.22
4,30,11,0,20.59,31.9,50.89
4,30,11,15,21.12,31.73,51.27
4,30,11,30,21.71,31.83,51.03
4,30,12,15,21.73,32.28,52.61
4,30,17,0,22.5,32.41,52.2
4,30,17,45,21.74,32.38,51.99
4,30,18,15,21.8,32.33,51.92
4,30,18,30,21.81,32.48,51.83
4,30,19,15,21.78,31.97,50.98
4,30,20,0,20.09,30.71,48.02
4,30,20,45,19.76,31.07,48.61
4,30,22,30,22.12,32.61,52.12
4,30,23,45,20.98,33.36,54
5,1,0,0,23.88,32.97,52.01
5,1,0,15,24.8,32.95,51.98
5,1,2,45,25.85,33.91,52.38
5,1,3,0,26.38,33.75,52.35
5,1,3,30,24.82,33.23,51.27
5,1,4,15,23.73,33.46,51.51
5,1,4,30,23.76,33.6,51.54
5,1,5,15,23.68,33.48,51.46
5,1,5,45,23.72,33.83,51.76
5,1,8,30,17.9,32.6,50.17
5,1,9,45,15.75,30.56,47.88
5,1,10,0,15.6,30.31,47.78
5,1,10,15,15.69,30.12,47.42
5,1,13,15,21.73,32.54,52.46
5,1,15,15,22.76,33.04,51.53
5,1,15,45,24.39,32.86,52.12
5,1,16,30,23.36,32.99,52.02
5,1,20,0,20.84,30.2,47.05
5,1,21,15,22.65,32.29,51.76
5,1,22,45,22.73,32.8,52.07
5,1,23,45,21.3,33.46,53.45
5,2,1,15,25.28,33.12,51.84
5,2,3,15,22.65,34.09,52.93
5,2,4,0,20.76,34.31,53.03
5,2,4,45,20.7,34.61,53.2
5,2,5,45,20.59,34.09,53.17
5,2,10,15,20.38,30.65,47.53
5,2,10,30,20.25,30.13,46.99
5,2,12,30,21.06,32.5,51.37
5,2,12,45,21.38,32.51,51.37
5,2,15,45,22.08,32.53,51.16
5,2,18,15,19.17,31.66,49.51
5,2,18,45,19.19,30.99,48.77
5,2,19,30,19.53,31.22,48.57
5,2,19,45,19.49,30.94,48.54
5,2,22,30,22.77,31.97,51.14
5,2,23,0,22.55,32.48,51.31
5,3,2,0,22.18,33.71,52.61
5,3,4,45,19.39,33.9,53.12
5,3,9,45,20.49,30.9,48.07
5,3,11,0,18.98,30.95,48.46
5,3,11,45,19.35,32.05,50.69
5,3,12,45,20.18,32.4,51.87
5,3,13,15,20.14,32.59,53.1
5,3,13,45,20.74,32.6,52.5
5,3,14,30,20.72,32.23,51.47
5,3,14,45,20.68,32.54,51.33
5,3,15,0,20.67,32.18,51.33
5,3,18,0,19.9,31.9,49.3
5,3,20,30,17.56,30.39,47.88
5,3,20,45,17.86,30.3,47.81
5,3,21,0,17.59,30.19,47.56
5,3,22,0,19.22,30.45,48.19
5,3,22,45,22.46,31.9,51.48
5,4,0,30,21.16,33.33,52.67
5,4,1,45,22.74,34.01,53.25
5,4,2,0,22.63,33.78,53.08
5,4,3,15,22.68,33.54,52.28
5,4,4,0,22.71,33.84,52.59
5,4,4,15,22.66,34.04,52.96
5,4,6,0,22.56,33.74,52.81
5,4,6,15,22.69,33.82,52.73
5,4,9,15,18.8,31.27,48.69
5,4,10,45,21.8,31.51,49.41
5,4,11,45,20.77,33.16,54.15
5,4,14,15,21.46,32.88,51.98
5,4,16,15,21.61,32.7,51.59
5,4,16,30,21.95,33.27,52.36
5,4,17,0,21.74,33.07,52.49
5,4,17,30,21.56,33.24,52.74
5,4,20,0,19.02,31.39,49.03
5,4,20,15,18.52,31.59,49.48
5,4,20,45,18.56,31.28,48.88
5,4,21,15,18.33,31.24,49.22
5,4,22,0,18.48,31.33,48.84
5,4,22,30,20.31,32.35,50.72
5,4,23,0,21.88,33.12,52.85
5,4,23,45,20.68,33.12,52.86
5,5,1,0,20.66,33.85,53.37
5,5,3,0,20.71,34.46,53.5
5,5,3,30,20.68,34.66,53.99
5,5,6,15,20.67,33.47,51.5
5,5,6,30,19.43,33.82,51.55
5,5,7,15,19.84,32.16,49.45
5,5,8,30,16.95,31.01,48.5
5,5,9,30,19.61,31.17,48.38
5,5,10,15,19.01,30.84,48.2
5,5,12,45,19,30.22,47.59
5,5,15,0,21.89,32.01,52.12
5,5,15,45,21.57,32.16,52.12
5,5,16,15,21.32,32.57,53.42
5,5,17,45,21.84,32.67,52.41
5,5,18,0,21.68,32.59,52.44
5,5,19,15,21.87,32.77,52.49
5,5,21,15,18.12,30.29,47.86
5,6,0,15,21.35,33.5,53.16
5,6,2,15,24.74,33.84,52.46
5,6,9,45,18.68,30.69,48.1
5,6,11,30,20.29,29.9,46.97
5,6,11,45,21.29,32.15,51.95
5,6,12,15,22.97,32.26,51.9
5,6,16,45,21.82,32.51,52.79
5,6,17,30,21.33,32.49,51.78
5,6,17,45,21.33,32.1,51.54
5,6,18,30,21.24,32.64,52.64
5,6,18,45,21.25,32.83,53.93
5,6,19,45,22.75,32.65,51.97
5,6,20,15,17.03,31.27,48.82
5,6,21,45,19.56,30.93,48.48
5,7,1,0,21.67,33.51,52.7
5,7,2,0,21.69,33.88,52.93
5,7,2,45,21.75,34,53
5,7,3,0,21.71,34.24,53.27
5,7,6,0,23.75,34.51,53.66
5,7,8,45,18.46,30.84,47.69
5,7,9,30,17.58,29.66,46.62
5,7,9,45,18.49,29.37,46.61
5,7,10,15,18.13,29.41,46.53
5,7,13,30,21.67,32.1,52.16
5,7,13,45,21.76,32.18,52.23
5,7,14,0,21.73,32.21,52.2
5,7,14,45,21.77,32.2,52.08
5,7,15,15,21.88,31.95,52.24
5,7,19,30,21.5,31,47.77
5,7,19,45,21.27,30.79,47.32
5,7,20,45,21.16,30.44,47.36
5,7,22,45,22.01,32.53,53.01
5,7,23,30,21.26,32.89,53.15
5,8,0,0,20.48,32.73,52.98
5,8,0,45,22.9,32.88,51.76
5,8,3,15,25.12,33.9,52.42
5,8,4,45,25.29,34.24,53.15
5,8,5,15,25.29,34.3,53.24
5,8,5,30,25.32,34.16,53.24
5,8,6,45,22.34,34.05,53.22
5,8,7,30,20.68,34.73,55.11
5,8,7,45,20.58,34.51,55.12
5,8,9,0,21.5,33.29,52.84
5,8,9,45,17.78,30.43,48.04
5,8,10,0,16.88,29.62,46.9
5,8,12,0,17.11,29.9,47.3
5,8,14,0,18.53,30.17,47.67
5,8,16,15,21.97,31.97,51.14
5,8,17,45,22.31,32.19,52.03
5,8,19,45,22.78,32.35,52.73
5,8,20,30,22.18,32.13,52.46
5,8,20,45,22.22,32.1,51.98
5,9,0,15,22.63,33.07,52.42
5,9,1,30,23.76,33.93,52.8
5,9,2,15,23.76,33.75,52.56
5,9,2,30,23.8,33.8,52.37
5,9,3,30,23.71,34.06,52.81
5,9,3,45,24.28,34.15,52.86
5,9,4,0,24.24,34.22,53.03
5,9,6,30,25.2,33.88,52.65
5,9,7,30,21.2,30.33,47.03
5,9,8,0,21.06,29.86,46.64
5,9,8,30,19.19,29.47,46.18
5,9,9,30,19.69,29.69,46.52
5,9,11,15,21.18,32.63,51.54
5,9,12,45,20.24,32.39,51.42
5,9,13,0,19.26,32.25,51.25
5,9,14,15,19.15,32.08,51.38
5,9,14,30,19.23,32.02,51.46
5,9,14,45,19.18,32.05,51.23
5,9,16,15,20.42,32.44,51.86
5,9,17,0,22.21,32.49,51.8
5,9,17,30,22.18,32.47,52.04
5,9,22,0,20.24,31.17,49.1
5,9,22,30,21.39,31.88,51.24
5,9,23,45,21.65,33.27,53.18
5,10,0,30,22.23,32.94,51.81
5,10,2,0,23.12,33.61,52.63
5,10,2,45,23.8,33.8,52.73
5,10,5,15,24.77,33.97,52.63
5,10,7,15,19.86,32.84,52.25
5,10,9,45,20.05,29.53,46.24
5,10,10,30,20.56,29.45,46.56
5,10,11,15,20.69,32.02,51.98
5,10,12,45,19.76,31.87,51.06
5,10,14,0,21.19,32.03,50.88
5,10,14,30,21.47,32.05,50.74
5,10,16,0,21.71,32.52,52.69
5,10,19,15,19.33,31.57,49.44
5,10,20,30,19.18,30.32,47.74
5,10,21,15,21.67,31.66,50.82
5,10,23,0,21.69,32.23,52.59
5,11,0,0,22.05,33.35,53.51
5,11,1,0,23.65,33.2,52.07
5,11,2,15,24.68,33.25,51.55
5,11,4,0,24.68,33.48,51.99
5,11,5,45,24.75,33.59,51.99
5,11,6,0,24.76,33.33,51.8
5,11,6,15,24.94,33.4,51.9
5,11,6,45,22.58,33.07,51.66
5,11,7,15,20.87,33.1,52.14
5,11,7,45,17.5,30.33,47.6
5,11,10,15,20.84,32.44,53.78
5,11,11,15,20.15,32.99,53.24
5,11,11,30,20.56,32.83,52.16
5,11,13,45,21.34,33.37,51.66
5,11,15,30,21.83,33.26,51.05
5,11,23,30,20.86,33.73,51.75
5,12,0,0,21.33,33.97,52.02
5,12,4,45,24.23,34.71,52
5,12,6,45,21.37,33.92,51.41
5,12,9,30,16.49,32.74,49.69
5,12,11,0,21.21,32.16,48.27
5,12,11,30,21.5,32.22,48.31
5,12,13,30,23.29,33.03,51.22
5,12,14,30,23.31,33.01,51.22
5,12,15,30,22.82,33.16,51.1
5,12,19,45,19.5,32.61,49.27
5,12,21,15,19.2,32.07,48.84
5,12,22,0,19.41,32.18,49.15
5,12,23,30,20.89,33.13,49.86
5,13,0,15,23.41,33.89,51.63
5,13,0,30,23.67,34.24,52.01
5,13,1,15,23.82,34.68,52.65
5,13,1,30,23.72,34.63,52.38
5,13,1,45,23.88,34.22,52.01
5,13,2,0,24.2,34.07,51.29
5,13,3,15,24.8,34.63,52.27
5,13,5,30,24.95,34.68,52.22
5,13,9,15,18.3,32.5,49.2
5,13,9,30,18.88,32.25,48.73
5,13,11,15,19.36,32.34,49.22
5,13,11,45,19.41,32.12,48.84
5,13,12,0,19.5,32.54,50.18
5,13,14,15,22.91,32.79,50.76
5,13,15,30,23.29,32.64,50.77
5,13,17,0,22.79,33.25,51.65
5,13,17,15,22.31,33.38,52.04
5,13,17,45,22.31,33.6,52.4
5,13,18,30,22.27,33.6,52.52
5,13,19,0,17.31,33.13,50.51
5,13,19,30,18.97,32.9,49.72
5,13,20,0,19.35,32.34,49.33
5,13,20,30,18.71,32.71,49.51
5,13,21,15,20.31,32.29,48.94
5,13,21,30,20.1,32.31,48.93
5,13,22,30,19.94,32.63,49.41
5,13,22,45,19.77,32.75,49.34
5,13,23,0,20.26,32.71,49.27
5,13,23,30,21.71,32.88,49.73
