id,valueY,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
37,0.41025641025641024,0.07414829659318638,0.39,0.41,0.39,0.38,0.40,0.41,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.40,0.40,0.39,0.40,0.40,0.40,0.40,0.40,0.41,0.39,0.39,0.40,9.91,0.40,false
38,0.4230769230769231,0.07615230460921844,0.38,0.40,0.39,0.38,0.40,0.41,0.40,0.39,0.39,0.39,0.39,0.41,0.38,0.40,0.39,0.38,0.40,0.39,0.39,0.40,0.39,0.40,0.38,0.38,0.40,9.81,0.39,false
39,0.4358974358974359,0.0781563126252505,0.39,0.42,0.41,0.40,0.40,0.41,0.40,0.39,0.40,0.39,0.40,0.41,0.39,0.41,0.39,0.40,0.41,0.40,0.41,0.40,0.40,0.40,0.40,0.39,0.41,10.03,0.40,false
40,0.44871794871794873,0.08016032064128256,0.38,0.40,0.39,0.39,0.39,0.40,0.38,0.39,0.39,0.39,0.39,0.40,0.39,0.41,0.39,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.38,0.39,0.39,9.78,0.39,false
41,0.46153846153846156,0.08216432865731463,0.38,0.39,0.38,0.39,0.40,0.41,0.39,0.39,0.40,0.39,0.38,0.41,0.39,0.40,0.40,0.39,0.40,0.38,0.38,0.40,0.39,0.40,0.39,0.38,0.40,9.81,0.39,false
42,0.4358974358974359,0.0841683366733467,0.38,0.39,0.39,0.38,0.40,0.39,0.38,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.39,0.39,0.37,0.39,0.39,0.39,0.38,0.38,0.40,9.71,0.39,false
43,0.47435897435897434,0.08617234468937876,0.40,0.41,0.42,0.39,0.43,0.42,0.40,0.40,0.40,0.41,0.40,0.42,0.41,0.41,0.40,0.41,0.41,0.40,0.40,0.40,0.41,0.41,0.39,0.40,0.42,10.17,0.41,false
44,0.48717948717948717,0.08817635270541083,0.41,0.41,0.41,0.40,0.42,0.42,0.41,0.41,0.41,0.43,0.40,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.40,0.41,0.42,0.42,0.40,0.40,0.41,10.27,0.41,false
45,0.41025641025641024,0.09018036072144289,0.42,0.42,0.43,0.41,0.41,0.43,0.42,0.41,0.43,0.43,0.41,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.43,0.41,0.42,0.42,0.40,0.42,0.41,10.46,0.42,false
46,0.3974358974358974,0.09218436873747494,0.39,0.40,0.40,0.39,0.41,0.40,0.38,0.39,0.39,0.39,0.39,0.40,0.39,0.40,0.40,0.39,0.40,0.38,0.39,0.39,0.41,0.38,0.38,0.40,0.40,9.84,0.39,false
47,0.38461538461538464,0.09418837675350701,0.41,0.42,0.44,0.42,0.43,0.42,0.40,0.44,0.43,0.43,0.41,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.42,0.41,0.43,0.42,0.41,0.42,0.43,10.58,0.42,false
48,0.3717948717948718,0.09619238476953908,0.42,0.44,0.44,0.42,0.44,0.44,0.41,0.42,0.44,0.44,0.43,0.43,0.43,0.44,0.45,0.44,0.43,0.42,0.43,0.42,0.45,0.44,0.42,0.43,0.42,10.79,0.43,false
49,0.5,0.09819639278557114,0.41,0.41,0.43,0.40,0.43,0.43,0.40,0.41,0.41,0.40,0.40,0.42,0.42,0.42,0.42,0.41,0.40,0.41,0.42,0.41,0.41,0.42,0.40,0.40,0.41,10.30,0.41,false
50,0.5128205128205128,0.10020040080160321,0.38,0.39,0.40,0.38,0.40,0.40,0.38,0.38,0.39,0.38,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.39,9.71,0.39,false
51,0.34615384615384615,0.10220440881763528,0.38,0.38,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.38,0.40,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.39,0.40,0.39,0.38,0.38,0.39,9.72,0.39,false
52,0.3333333333333333,0.10420841683366733,0.39,0.38,0.38,0.38,0.40,0.40,0.39,0.39,0.39,0.39,0.38,0.39,0.39,0.38,0.39,0.39,0.39,0.38,0.40,0.40,0.41,0.39,0.38,0.39,0.39,9.74,0.39,false
53,0.5256410256410257,0.1062124248496994,0.39,0.39,0.40,0.38,0.39,0.39,0.38,0.39,0.38,0.38,0.37,0.39,0.39,0.39,0.38,0.38,0.39,0.38,0.39,0.39,0.39,0.39,0.38,0.38,0.38,9.64,0.39,false
54,0.5384615384615384,0.10821643286573146,0.40,0.39,0.40,0.41,0.40,0.40,0.41,0.40,0.39,0.40,0.39,0.40,0.39,0.40,0.40,0.41,0.40,0.40,0.41,0.40,0.42,0.41,0.39,0.39,0.39,10.00,0.40,false
55,0.5512820512820513,0.11022044088176353,0.40,0.41,0.41,0.40,0.41,0.41,0.40,0.40,0.41,0.41,0.40,0.41,0.39,0.41,0.41,0.41,0.41,0.40,0.40,0.41,0.42,0.41,0.40,0.40,0.40,10.14,0.41,false
56,0.5641025641025641,0.11222444889779559,0.39,0.40,0.39,0.39,0.40,0.40,0.39,0.40,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.40,0.40,0.39,0.40,0.41,0.41,0.39,0.39,0.39,0.39,9.88,0.40,false
57,0.5769230769230769,0.11422845691382766,0.39,0.39,0.40,0.40,0.40,0.40,0.39,0.40,0.40,0.39,0.39,0.39,0.39,0.40,0.38,0.39,0.39,0.39,0.40,0.40,0.41,0.39,0.38,0.38,0.39,9.83,0.39,false
58,0.5897435897435898,0.11623246492985972,0.40,0.39,0.39,0.39,0.39,0.40,0.39,0.39,0.39,0.38,0.39,0.40,0.39,0.39,0.39,0.40,0.39,0.39,0.40,0.40,0.40,0.40,0.38,0.39,0.39,9.81,0.39,false
59,0.6025641025641025,0.11823647294589178,0.39,0.38,0.39,0.38,0.38,0.38,0.38,0.38,0.39,0.38,0.38,0.39,0.38,0.39,0.37,0.38,0.38,0.38,0.38,0.39,0.39,0.39,0.37,0.38,0.38,9.56,0.38,false
60,0.28205128205128205,0.12024048096192384,0.39,0.38,0.38,0.38,0.39,0.40,0.38,0.39,0.39,0.38,0.37,0.39,0.37,0.39,0.38,0.39,0.37,0.38,0.39,0.39,0.39,0.38,0.37,0.38,0.38,9.58,0.38,false
61,0.6153846153846154,0.12224448897795591,0.38,0.38,0.38,0.39,0.38,0.38,0.38,0.39,0.39,0.37,0.38,0.39,0.37,0.38,0.37,0.38,0.37,0.38,0.39,0.39,0.39,0.37,0.37,0.38,0.39,9.52,0.38,false
62,0.14102564102564102,0.12424849699398798,0.40,0.40,0.38,0.39,0.40,0.39,0.40,0.39,0.40,0.39,0.38,0.40,0.38,0.39,0.39,0.40,0.38,0.39,0.40,0.39,0.40,0.40,0.38,0.38,0.39,9.79,0.39,false
63,0.6282051282051282,0.12625250501002003,0.40,0.40,0.39,0.40,0.40,0.41,0.39,0.39,0.40,0.39,0.39,0.40,0.39,0.38,0.40,0.41,0.39,0.39,0.39,0.39,0.40,0.39,0.40,0.39,0.41,9.89,0.40,false
64,0.24358974358974358,0.1282565130260521,0.38,0.38,0.39,0.39,0.39,0.40,0.39,0.38,0.39,0.39,0.38,0.39,0.38,0.39,0.38,0.40,0.39,0.39,0.40,0.39,0.39,0.38,0.37,0.38,0.39,9.68,0.39,false
65,0.14102564102564102,0.13026052104208416,0.40,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.42,0.40,0.41,0.42,0.41,0.41,0.40,0.42,0.41,0.41,0.40,0.42,0.41,0.42,0.40,0.40,0.42,10.26,0.41,false
66,0.6282051282051282,0.13226452905811623,0.38,0.39,0.38,0.39,0.39,0.39,0.39,0.38,0.40,0.38,0.38,0.40,0.38,0.39,0.39,0.39,0.38,0.39,0.38,0.40,0.39,0.38,0.38,0.38,0.40,9.68,0.39,false
67,0.6410256410256411,0.1342685370741483,0.40,0.39,0.40,0.39,0.40,0.40,0.39,0.40,0.39,0.38,0.39,0.40,0.40,0.40,0.39,0.40,0.39,0.39,0.39,0.40,0.41,0.40,0.39,0.39,0.40,9.88,0.40,false
68,0.6538461538461539,0.13627254509018036,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.39,0.38,0.39,0.37,0.38,0.38,0.38,0.39,0.38,0.39,0.38,0.38,0.38,0.39,9.61,0.38,false
69,0.20512820512820512,0.13827655310621242,0.38,0.39,0.40,0.39,0.40,0.40,0.40,0.40,0.39,0.39,0.38,0.40,0.38,0.39,0.40,0.40,0.40,0.40,0.40,0.41,0.40,0.38,0.38,0.39,0.41,9.86,0.39,false
70,0.1794871794871795,0.1402805611222445,0.41,0.41,0.40,0.40,0.41,0.41,0.40,0.42,0.40,0.40,0.40,0.40,0.39,0.40,0.38,0.39,0.39,0.39,0.41,0.41,0.42,0.41,0.39,0.41,0.41,10.06,0.40,false
71,0.16666666666666666,0.14228456913827656,0.40,0.41,0.40,0.41,0.42,0.40,0.40,0.42,0.43,0.40,0.40,0.40,0.41,0.41,0.40,0.40,0.39,0.40,0.42,0.40,0.41,0.41,0.39,0.41,0.42,10.16,0.41,false
72,0.15384615384615385,0.14428857715430862,0.41,0.40,0.40,0.42,0.42,0.40,0.40,0.41,0.40,0.40,0.39,0.40,0.41,0.41,0.38,0.40,0.38,0.40,0.40,0.43,0.41,0.40,0.38,0.41,0.41,10.07,0.40,false
73,0.2564102564102564,0.1462925851703407,0.39,0.40,0.39,0.39,0.39,0.38,0.39,0.40,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.40,0.40,0.39,0.38,0.38,0.41,9.76,0.39,false
74,0.6666666666666666,0.14829659318637275,0.39,0.38,0.39,0.39,0.40,0.39,0.39,0.39,0.39,0.38,0.38,0.39,0.40,0.39,0.37,0.38,0.38,0.38,0.38,0.40,0.40,0.39,0.39,0.39,0.40,9.71,0.39,false
75,0.08974358974358974,0.15030060120240482,0.41,0.41,0.41,0.41,0.42,0.41,0.40,0.42,0.41,0.40,0.40,0.41,0.40,0.40,0.40,0.41,0.39,0.40,0.41,0.41,0.40,0.40,0.40,0.41,0.42,10.16,0.41,false
76,0.6794871794871795,0.1523046092184369,0.39,0.39,0.38,0.38,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.39,0.38,0.38,0.39,9.67,0.39,false
77,0.5769230769230769,0.15430861723446893,0.39,0.40,0.39,0.39,0.40,0.39,0.39,0.40,0.39,0.38,0.37,0.39,0.38,0.39,0.39,0.38,0.38,0.38,0.39,0.39,0.39,0.38,0.39,0.37,0.40,9.69,0.39,false
78,0.6923076923076923,0.156312625250501,0.40,0.41,0.40,0.39,0.40,0.40,0.41,0.41,0.40,0.39,0.40,0.40,0.39,0.40,0.40,0.40,0.39,0.40,0.40,0.40,0.39,0.40,0.40,0.39,0.41,9.98,0.40,false
79,0.3076923076923077,0.15831663326653306,0.40,0.41,0.41,0.41,0.42,0.41,0.41,0.43,0.40,0.39,0.40,0.40,0.40,0.41,0.39,0.41,0.41,0.39,0.40,0.42,0.42,0.39,0.39,0.41,0.42,10.15,0.41,false
80,0.5512820512820513,0.16032064128256512,0.41,0.40,0.41,0.40,0.42,0.40,0.41,0.42,0.40,0.40,0.39,0.40,0.40,0.41,0.39,0.40,0.41,0.40,0.40,0.41,0.41,0.39,0.39,0.41,0.42,10.10,0.40,false
81,0.7051282051282052,0.1623246492985972,0.40,0.40,0.40,0.40,0.42,0.40,0.42,0.42,0.38,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.41,0.41,0.41,0.41,0.40,0.39,0.41,0.40,0.41,10.09,0.40,false
82,0.5256410256410257,0.16432865731462926,0.40,0.40,0.39,0.41,0.41,0.39,0.41,0.41,0.40,0.39,0.39,0.39,0.40,0.39,0.39,0.40,0.40,0.40,0.39,0.41,0.41,0.39,0.40,0.39,0.41,9.97,0.40,false
83,0.717948717948718,0.16633266533066132,0.42,0.41,0.40,0.41,0.42,0.40,0.41,0.40,0.41,0.40,0.40,0.40,0.40,0.42,0.39,0.41,0.41,0.41,0.41,0.43,0.42,0.40,0.40,0.40,0.43,10.21,0.41,false
84,0.7307692307692307,0.1683366733466934,0.39,0.39,0.39,0.40,0.39,0.39,0.40,0.40,0.38,0.39,0.39,0.39,0.39,0.40,0.38,0.38,0.39,0.38,0.40,0.39,0.40,0.39,0.38,0.39,0.40,9.77,0.39,false
85,0.7435897435897436,0.17034068136272545,0.41,0.40,0.39,0.39,0.40,0.39,0.41,0.42,0.40,0.40,0.39,0.40,0.38,0.40,0.38,0.39,0.40,0.39,0.38,0.40,0.40,0.39,0.39,0.39,0.41,9.90,0.40,false
86,0,0.17234468937875752,0.42,0.42,0.41,0.41,0.42,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.40,0.43,0.41,0.43,0.41,0.41,0.41,0.43,0.41,0.42,0.41,0.41,0.42,10.40,0.42,false
87,0.7564102564102564,0.1743486973947896,0.40,0.41,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.41,0.40,0.40,0.40,0.40,0.39,0.39,0.39,0.40,0.41,0.38,0.40,0.38,0.42,9.98,0.40,false
88,0.7692307692307693,0.17635270541082165,0.41,0.41,0.40,0.41,0.42,0.42,0.41,0.42,0.41,0.41,0.41,0.42,0.42,0.41,0.41,0.42,0.41,0.41,0.40,0.41,0.43,0.42,0.41,0.41,0.41,10.32,0.41,false
89,0.3974358974358974,0.17835671342685372,0.40,0.40,0.40,0.39,0.40,0.40,0.40,0.39,0.39,0.38,0.39,0.41,0.38,0.39,0.38,0.39,0.39,0.39,0.39,0.39,0.41,0.40,0.39,0.39,0.40,9.84,0.39,false
90,0.782051282051282,0.18036072144288579,0.41,0.42,0.41,0.41,0.41,0.42,0.41,0.43,0.40,0.41,0.42,0.41,0.42,0.41,0.42,0.41,0.41,0.41,0.40,0.42,0.42,0.39,0.41,0.41,0.43,10.32,0.41,false
91,0.7948717948717948,0.18236472945891782,0.44,0.42,0.43,0.43,0.41,0.42,0.42,0.41,0.43,0.41,0.42,0.43,0.41,0.42,0.42,0.42,0.42,0.41,0.41,0.42,0.43,0.41,0.41,0.42,0.43,10.50,0.42,false
92,0.4230769230769231,0.1843687374749499,0.42,0.44,0.43,0.42,0.43,0.43,0.44,0.44,0.44,0.42,0.42,0.43,0.43,0.43,0.43,0.44,0.42,0.42,0.43,0.43,0.43,0.42,0.41,0.42,0.44,10.71,0.43,false
93,0.47435897435897434,0.18637274549098196,0.44,0.42,0.41,0.42,0.41,0.42,0.41,0.42,0.42,0.40,0.41,0.42,0.42,0.42,0.42,0.41,0.42,0.41,0.41,0.41,0.42,0.41,0.41,0.40,0.43,10.39,0.42,false
94,0.8076923076923077,0.18837675350701402,0.43,0.44,0.44,0.43,0.42,0.42,0.44,0.43,0.44,0.44,0.43,0.44,0.43,0.45,0.45,0.45,0.45,0.43,0.44,0.44,0.44,0.45,0.44,0.42,0.45,10.94,0.44,false
95,0.4358974358974359,0.1903807615230461,0.43,0.43,0.42,0.44,0.42,0.43,0.43,0.43,0.42,0.41,0.43,0.43,0.41,0.43,0.42,0.42,0.43,0.41,0.42,0.42,0.43,0.43,0.40,0.42,0.43,10.59,0.42,false
96,0.8205128205128205,0.19238476953907815,0.44,0.44,0.43,0.42,0.44,0.45,0.44,0.44,0.42,0.42,0.44,0.45,0.44,0.45,0.44,0.44,0.44,0.43,0.43,0.44,0.43,0.45,0.42,0.44,0.43,10.91,0.44,false
97,0.46153846153846156,0.19438877755511022,0.43,0.41,0.42,0.41,0.42,0.43,0.40,0.42,0.40,0.41,0.40,0.42,0.42,0.43,0.41,0.41,0.40,0.42,0.41,0.41,0.41,0.42,0.40,0.40,0.43,10.34,0.41,false
98,0.8333333333333334,0.1963927855711423,0.44,0.42,0.43,0.42,0.43,0.43,0.41,0.41,0.41,0.40,0.43,0.43,0.41,0.43,0.41,0.43,0.41,0.43,0.42,0.43,0.42,0.44,0.40,0.40,0.42,10.51,0.42,false
99,0.4358974358974359,0.19839679358717435,0.42,0.41,0.41,0.41,0.42,0.41,0.43,0.41,0.41,0.41,0.42,0.42,0.40,0.40,0.41,0.41,0.42,0.41,0.40,0.41,0.43,0.42,0.41,0.40,0.44,10.34,0.41,false
100,0.48717948717948717,0.20040080160320642,0.43,0.43,0.42,0.44,0.42,0.44,0.42,0.43,0.43,0.43,0.41,0.42,0.43,0.42,0.41,0.42,0.43,0.42,0.42,0.43,0.44,0.42,0.43,0.40,0.44,10.63,0.43,false
101,0.782051282051282,0.20240480961923848,0.43,0.42,0.42,0.43,0.43,0.42,0.43,0.44,0.41,0.42,0.42,0.43,0.42,0.42,0.42,0.42,0.43,0.41,0.42,0.42,0.43,0.44,0.41,0.41,0.42,10.57,0.42,false
102,0.38461538461538464,0.20440881763527055,0.41,0.41,0.41,0.41,0.42,0.41,0.41,0.42,0.40,0.41,0.41,0.43,0.40,0.40,0.41,0.41,0.42,0.42,0.42,0.40,0.42,0.42,0.41,0.39,0.41,10.28,0.41,false
103,0.358974358974359,0.20641282565130262,0.41,0.41,0.42,0.42,0.41,0.42,0.41,0.42,0.41,0.40,0.41,0.42,0.41,0.40,0.42,0.43,0.41,0.42,0.40,0.41,0.41,0.40,0.40,0.40,0.42,10.29,0.41,false
104,0.5128205128205128,0.20841683366733466,0.41,0.41,0.40,0.41,0.42,0.41,0.41,0.41,0.40,0.40,0.42,0.42,0.41,0.39,0.41,0.41,0.42,0.41,0.39,0.41,0.42,0.40,0.41,0.39,0.42,10.21,0.41,false
