id,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,score
13457,5,29,7,0,4.01,234.48,0,3.02,159.13,21.07,431.27,34.52,124,0,51.61,0.48
13473,5,29,11,0,3.32,0,372.93,2.432,253.75,20.71,473.07,30.86,254.8,6.07,46.56,0.48
13516,5,29,21,45,2.09,0,195.27,0.911,203.49,21.63,463.93,31.19,204.93,0,47.34,0.48
13519,5,29,22,30,1.96,152.64,54.01,0.816,241.89,22.86,450.07,32.19,175.07,0,50.35,0.48
13521,5,29,23,0,2.01,486.65,0,0.813,248.86,22.68,440.73,33.69,370.93,0,53.09,0.48
13555,5,30,7,30,3.29,0,290.75,3.023,246.45,19.65,478.6,31.71,198.67,20.2,47.7,0.48
13557,5,30,8,0,3.17,0,324.71,2.918,186.48,18.24,458.27,31.16,187.8,25.54,47.31,0.48
13560,5,30,8,45,2.98,0,287.56,2.611,182.01,17.14,457.8,31.38,182.6,30.05,47.62,0.48
13657,5,31,9,0,3.37,0,317.75,2.487,0,17.68,468.2,31.48,206.53,25,47.7,0.48
13719,6,1,0,30,2.89,460.47,0,1.095,431.99,25.93,459.47,34.65,164.6,0,52.16,0.48
13722,6,1,1,15,3.05,475.27,0,1.329,463.68,25.19,451.47,34.86,162.27,0,52.36,0.48
13723,6,1,1,30,3.1,471.69,0,1.397,454.41,25.51,448.6,34.95,161.8,0,52.48,0.48
13724,6,1,1,45,3.15,460.36,0,1.465,449.27,25.63,453.53,34.78,162.67,0,52.37,0.48
13730,6,1,3,15,3.45,385.13,0,1.799,474.58,25.88,455.93,34.66,128.93,0,52.07,0.48
13731,6,1,3,30,3.49,405.77,0,1.865,494.04,28.7,452.73,34.78,127.07,0,52.23,0.48
13734,6,1,4,15,3.6,344.39,0,2.091,500.31,28.52,458.67,34.59,129.07,0,52.09,0.48
13745,6,1,7,0,3.83,0,54.53,2.948,270.06,21.54,445,33.44,5.27,0,50.63,0.48
13748,6,1,7,45,3.7,0,364.39,2.829,214.71,20.2,440.4,31.3,218.07,25.18,47.17,0.48
13749,6,1,8,0,3.63,0,390.14,2.785,221.02,18.41,441.33,31.01,221.8,27.93,46.8,0.48
13761,6,1,11,0,2.82,0,289.7,1.793,260.25,21.18,440.67,31.29,261.53,5.41,46.94,0.48
13766,6,1,12,15,2.52,0,263.5,1.525,256.29,21.81,444.4,31.07,257.47,0,46.82,0.48
13767,6,1,12,30,2.47,0,249.13,1.491,253.72,22.29,445.93,30.99,255.8,0,46.84,0.48
13777,6,1,15,0,2.43,289.21,0,1.4,316.7,22.71,457.73,32.96,351.93,0,51.97,0.48
13778,6,1,15,15,2.45,305.55,0,1.4,307.28,22.84,455.8,33.05,351.2,0,52.14,0.48
13779,6,1,15,30,2.48,332.13,0,1.4,284,22.87,450.53,33.31,348,0,52.33,0.48
13780,6,1,15,45,2.51,335.74,0,1.4,288.41,22.76,452.33,33.23,348.07,0,52.28,0.48
13781,6,1,16,0,2.55,351.19,0,1.4,304.4,22.83,451.53,33.24,346.27,0,52.41,0.48
13784,6,1,16,45,2.65,359.62,0,1.4,286.94,22.72,446.67,33.5,344.8,0,52.65,0.48
13785,6,1,17,0,2.69,346.83,0,1.401,293.12,22.86,448.33,33.44,345.47,0,52.56,0.48
13796,6,1,19,45,3,234.9,0,1.4,316.81,22.55,449.47,33.3,300.27,0,51.88,0.48
13801,6,1,21,0,2.83,0,204.85,1.144,171.89,20.01,473.87,31.85,173.73,0,48.06,0.48
13802,6,1,21,15,2.79,0,233.79,1.078,172.82,19.76,472.07,31.5,174.07,0,47.9,0.48
13812,6,1,23,45,2.4,354.51,0,0.71,232.77,22.72,448.27,33.24,171.27,0,51.31,0.48
13824,6,2,2,45,3.02,537.49,0,1.619,419.12,26.81,414.47,35.14,247.07,0,53.41,0.48
13825,6,2,3,0,3.08,526.91,0,1.697,432.64,26.66,411.33,35.14,246.6,0,53.4,0.48
13830,6,2,4,15,3.37,481.19,0,2.1,389.89,26.83,441.2,35.2,185.4,0,53.04,0.48
13833,6,2,5,0,3.53,469.19,0,2.341,419.22,26.76,439.53,35.25,185.27,0,52.99,0.48
13834,6,2,5,15,3.59,430.69,0,2.421,406.09,26.74,446.47,35.01,187.33,0,52.77,0.48
13836,6,2,5,45,3.68,445.6,0,2.583,395.59,26.76,442.8,35.17,186.6,0,52.95,0.48
13856,6,2,10,45,3.06,0,161.07,1.936,239.49,21.73,427.07,32.41,137.07,24.83,49.22,0.48
13860,6,2,11,45,3.07,332.5,0,1.708,276.31,21.88,426.73,33.73,353.87,0,52.96,0.48
13895,6,2,20,30,3.29,0,272,1.127,231.08,21.54,455.73,31.8,232.87,0,47.66,0.48
13908,6,2,23,45,2.72,319.63,0,0.712,197.24,22.31,444.47,33.71,139.87,0,51.5,0.48
13912,6,3,0,45,2.88,486.93,0,0.957,432.51,26.71,449.8,34.46,183.13,0,52.15,0.48
13940,6,3,7,45,3.69,0,135.37,2.718,271.49,20.26,445.87,32.65,145,24.86,49.55,0.48
13941,6,3,8,0,3.66,0,389.71,2.664,245.5,19.2,457.73,31.05,244.4,25.3,46.85,0.48
13945,6,3,9,0,3.35,0,393.23,2.287,243.33,19.66,425.53,30.6,244.73,25.54,46.67,0.48
13950,6,3,10,15,3,0,332.85,1.825,242.25,19.93,420.2,30.96,242.47,24.84,46.93,0.48
13951,6,3,10,30,2.94,0,330.79,1.749,244.95,19.18,424.4,30.78,245.2,24.94,46.7,0.48
13952,6,3,10,45,2.87,0,325.05,1.659,247.74,18.52,424.4,30.8,248.53,24.19,46.69,0.48
13955,6,3,11,30,2.69,0,304.59,1.361,258.51,19.22,425.13,30.75,246.07,0.07,46.78,0.48
13992,6,3,20,45,3.06,163.97,12.49,1.199,312.6,22.55,426.07,32.82,207.27,0,50.22,0.48
14004,6,3,23,45,2.64,93.08,17.17,0.742,207.55,21.36,425.13,32.74,88.2,0,49.61,0.48
14038,6,4,8,15,3.74,0,264.52,2.672,251.21,20.17,427.2,32.1,250.93,25.56,48.04,0.48
14039,6,4,8,30,3.69,0,321.71,2.601,244.7,21.22,423.87,31.63,245.73,26.05,47.37,0.48
14040,6,4,8,45,3.62,0,352.47,2.53,245.29,20.86,427.27,31.27,245.6,24.9,47.29,0.48
14124,6,5,5,45,3.52,404.22,0,2.412,430.57,26.82,401.13,34.52,71.8,0,52.05,0.48
14128,6,5,6,45,3.67,347.32,0,2.761,302.48,23.43,404.27,34.34,76.07,0,51.97,0.48
14131,6,5,7,30,3.8,181.28,6.8,2.77,212.45,23.65,411.2,33.99,184.6,17.49,51.18,0.48
14144,6,5,10,45,3.14,0,369.12,2.087,224.06,19.94,413.2,30.54,224.33,25.37,46.42,0.48
14156,6,5,13,45,2.39,0,242.95,1.285,317.93,23.29,404,31.02,211.67,0,47.41,0.48
14229,6,6,8,0,3.66,0,360.19,2.633,213.56,18.5,434.6,31.29,214.6,30.51,47.41,0.48
14233,6,6,9,0,3.37,0,365.45,2.167,215.65,17.37,411.27,30.88,216.2,24.32,46.87,0.48
14237,6,6,10,0,3.09,0,344.19,1.721,208,19.27,408.33,30.7,208.87,24.82,46.84,0.48
14292,6,6,23,45,2.34,49.14,0,0.573,140.44,20.88,429.4,32.27,140.73,0,49.25,0.48
14485,6,9,0,0,2.32,301.02,0.34,0.831,422.73,25.75,472.87,33.43,120,0,50.59,0.48
14509,6,9,6,0,3.62,454.53,0,2.947,429.4,24.27,442.33,35.1,190.13,0,53,0.48
14515,6,9,7,30,3.86,16.64,241.41,2.987,260.16,19.07,433.07,32.01,207.2,17.2,47.99,0.48
14708,6,11,7,45,3.7,225.84,50.69,3.007,298.89,21.56,461.6,33.93,278.67,25.38,51.46,0.48
14814,6,12,10,15,3.36,0,404.19,2.066,283.76,21.02,443.33,30.48,284.93,23.16,45.85,0.48
14853,6,12,20,0,3.37,30.13,0.29,1.44,430.63,25.7,463.33,33.39,4.13,0,50.77,0.48
14867,6,12,23,30,3.27,510.04,0,1.191,268.3,22.67,431.07,35,359.47,0,54.31,0.48
15143,6,15,20,30,2.85,0,311.93,1.059,250.93,21.56,446.4,30.8,252.53,0,46.52,0.48
15187,6,16,7,30,3.92,0,92.64,3.04,326.56,23.26,433.73,33.36,4.33,16.71,50.65,0.48
15239,6,16,20,30,3,0,307.34,1.012,254.26,20.84,440.47,30.9,255.47,0,46.64,0.48
15433,6,18,21,0,2.83,49.38,103.55,0.996,526.6,26.7,408.2,31.96,170.87,0,48.56,0.48
15438,6,18,22,15,2.59,0,183.88,0.88,492.7,28.96,382.2,31.34,242.33,0,47.32,0.48
15473,6,19,7,0,3.43,491.19,0,2.94,330.44,23.82,369.2,34.78,340.73,0,54.02,0.48
15764,6,22,7,45,3.42,0,126.79,2.684,485.09,23.06,427.27,32.58,7.73,24.65,50.03,0.48
16133,6,26,4,0,3.38,438.13,0,2.176,476.3,31.93,425.33,34.75,102.67,0,52.29,0.48
16137,6,26,5,0,3.59,505.3,0,2.537,424.48,26.89,415.2,35.34,192.4,0,53.31,0.48
16146,6,26,7,15,3.97,234.37,0,3.025,336.76,25.56,399.07,34.32,6.2,0,51.71,0.48
16148,6,26,7,45,4,153.63,0,2.968,308.14,24.77,392.73,34,6.13,24.89,51.48,0.48
16152,6,26,8,45,3.99,44.27,0.91,2.809,377.87,24.82,417,33.99,6.33,24.99,51.29,0.48
16496,6,29,22,45,2.55,354.65,0,0.569,341.98,26.36,427.53,33.23,329.67,24.56,52.23,0.48
16532,6,30,7,45,0,102.58,0,2.473,438.07,25.8,411.27,33.86,155.13,25.22,51.71,0.48
16534,6,30,8,15,0,0,217.05,2.337,471.57,27.18,433.53,32.37,132.47,24.61,49.24,0.48
16550,6,30,12,15,0,0,57.82,1.435,398.34,27.36,384.33,32.75,5.6,24.28,50.27,0.48
16561,6,30,15,0,2.75,0,211.98,1.131,385.31,27.39,408.8,31.35,162.33,25.43,48.01,0.48
16593,6,30,23,0,2.25,402.57,0,0.375,350.44,26.39,405.73,33.1,357,6.42,52.42,0.48
16613,7,1,4,0,2.83,260.13,0,1.534,544.85,30.56,411.53,33.16,79.87,0,50.66,0.48
16648,7,1,12,45,2.54,39.26,0,1.446,440.41,28.92,396.27,32.39,101.07,24.92,50.04,0.48
16664,7,1,16,45,2.44,116.8,0,1.282,330.33,25.82,396.73,32.38,160.87,24.62,50.24,0.48
16668,7,1,17,45,2.45,101.9,0,1.209,315.82,25.48,395.27,32.48,144,24.75,50.27,0.48
16672,7,1,18,45,2.43,101.84,0,1.093,337.52,25.33,398.07,32.33,141.67,24.95,50.14,0.48
16684,7,1,21,45,2.35,140.39,0,0.719,435.62,28.13,398.07,32.33,182.33,25.43,50.43,0.48
16746,7,2,13,15,3.06,0,189.42,1.115,450.3,28.37,405.73,31.8,123.8,25.59,48.65,0.48
16749,7,2,14,0,2.92,0,227.56,1.03,463.57,28.31,371.27,31.48,123.4,25.76,48.3,0.48
16751,7,2,14,30,2.82,0,247.44,0.967,475.56,28.41,373.93,31.42,123.4,24.86,48.29,0.48
16800,7,3,2,45,3.15,389.19,0,1.029,483.51,30.5,373.13,33.93,103.73,0,51.73,0.48
16809,7,3,5,0,3.52,395.42,0,1.885,471.34,29.8,367.57,34.36,102.67,0,52.1,0.48
16816,7,3,6,45,3.77,402.36,0,2.475,322.37,25.41,380.87,34.8,186.4,0,53.03,0.48
16849,7,3,15,0,3.07,0,127.51,1.443,536.45,31.49,398.47,32.15,172.73,25.03,48.85,0.48
16914,7,4,7,15,3.38,35.59,0.34,2.841,509.53,27.8,392.8,33.07,103.07,0,50.77,0.48
16919,7,4,8,30,3.29,0,160.19,2.56,584.4,29.93,399.93,32.19,9.67,25.19,49.58,0.48
16921,7,4,9,0,3.21,0,143.47,2.361,602.51,30.61,396.6,32.22,8.73,25.53,49.46,0.48
17055,7,5,18,30,2.25,136.95,0,1.258,402.29,27.92,438.4,30.63,89.2,24.89,48.09,0.48
17056,7,5,18,45,2.25,130.9,0,1.25,400.35,27.91,428.4,31.22,76,24.48,48.78,0.48
17076,7,5,23,45,2.4,254.77,0,0.91,403.72,27.18,433.27,32.76,56.4,0,50.31,0.48
17873,7,14,7,0,3.21,280.19,0,3.009,250.56,22.66,403.2,33.46,326.2,77.75,52.47,0.48
17877,7,14,8,0,3.23,0,43.83,2.852,472.31,26.85,413.8,32.87,82.4,71.7,50.35,0.48
18031,7,15,22,30,1.75,199.4,0,0.609,442.58,27.92,435.87,31.86,208.33,68.23,49.93,0.48
18034,7,15,23,15,1.79,308.45,0,0.572,414.27,28,427.13,32.44,294.2,71.99,51.18,0.48
18035,7,15,23,30,1.81,390.19,0,0.566,407.88,27.99,421.73,32.76,377.27,72.91,52.09,0.48
18037,7,16,0,0,1.9,352.96,0,0.577,487.41,28,420,32.65,313.13,74.92,51.27,0.48
18038,7,16,0,15,1.93,310.12,0,0.626,519.83,28.87,416.6,32.46,257.33,75.01,50.78,0.48
18040,7,16,0,45,1.99,390.87,0,0.734,506.94,28.85,410.87,32.86,240.87,46.56,51.2,0.48
18043,7,16,1,30,2.13,472.9,0,0.963,528.68,30.93,400.87,33.52,317.87,45.27,52.41,0.48
18044,7,16,1,45,2.18,481.48,0,1.053,515.15,30.89,397.6,33.7,316.8,43.73,52.46,0.48
18045,7,16,2,0,2.24,491.17,0,1.136,537.58,30.9,395.93,33.84,313.27,45.86,52.65,0.48
18052,7,16,3,45,2.67,576.63,0,1.782,460.04,32.03,434.27,35.2,301.93,38.87,53.67,0.48
18151,7,17,4,30,3.11,479.13,0,2.181,463.5,31.01,449.33,34.86,194.33,40.58,52.55,0.48
18156,7,17,5,45,3.37,466.33,0,2.667,468.77,30.94,446.93,34.9,193.2,41.11,52.72,0.48
18348,7,19,5,45,3.54,396.07,0,2.549,488.91,28.79,434.4,34.44,170.07,50.54,52.05,0.48
18420,7,19,23,45,2.6,292.63,0,1.001,378.03,26.87,417.87,33.1,250,76.74,51.57,0.48
18531,7,21,3,30,2.89,540.79,0,1.951,418.93,27.44,420.53,35.37,354.93,49.5,54.41,0.48
18536,7,21,4,45,3.22,510.81,0,2.349,476.87,29.89,420.13,35.16,355.53,43.61,54.24,0.48
18537,7,21,5,0,3.28,498.94,0,2.438,477.63,29.88,425.67,35.24,355.2,43.85,54.35,0.48
18721,7,23,3,0,2.68,523.4,0,1.778,533.1,32.46,434.67,34.73,275,42.14,53.15,0.48
18833,7,24,7,0,3.45,348.86,0,2.9,279.56,23.81,431,34.19,190.4,81.28,52.1,0.48
18834,7,24,7,15,3.48,323.01,0,2.9,355.89,25.46,431.87,34.13,194.67,78.11,52.09,0.48
18913,7,25,3,0,3.17,429.11,0,1.775,514.88,28.79,428.73,34.37,314.6,45.04,52.93,0.48
18932,7,25,7,45,3.68,0,79.18,2.654,591.46,29.18,457.73,33.2,25.4,68.73,50.42,0.48
19003,7,26,1,30,2.44,482.45,0,0.881,527.06,29.54,415.07,34.06,309.27,49.14,52.77,0.48
19004,7,26,1,45,2.5,501.69,0,0.939,515.04,29.46,429.6,34.31,306.27,47.32,53.05,0.48
19017,7,26,5,0,3.19,452.49,0,1.961,547.27,33.05,426.4,34.59,284.33,37.28,53.14,0.48
19393,7,30,3,0,2.83,536.69,0,1.545,565.1,32.83,436.27,35.01,251.33,0,53.21,0.48
19420,7,30,9,45,3.57,0,262.39,2.105,677.57,34.56,467.87,32.07,149.53,78.76,48.44,0.48
19429,7,30,12,0,3.22,0,163.14,1.717,571.61,33.15,455.8,32.57,29.73,72.35,49.56,0.48
19430,7,30,12,15,3.18,0,162.17,1.704,572.5,32.93,454.93,32.61,7.4,74.15,49.86,0.48
19431,7,30,12,30,3.14,0,199.47,1.7,565.93,33.01,455.33,32.02,7.27,74.24,49.2,0.48
19506,7,31,7,15,3.77,408.32,0,2.974,414.44,26.25,429.4,34.93,191.87,0,52.83,0.48
19579,8,1,1,30,3.17,479.27,0,1.359,559.72,31.81,438.13,34.59,221.53,0,52.59,0.48
19581,8,1,2,0,3.26,434.02,0,1.507,593.86,31.2,438.4,34.52,222.07,0,52.5,0.48
19584,8,1,2,45,3.39,485.19,0,1.712,560.95,32.66,434.4,34.82,216.53,0,52.83,0.48
19587,8,1,3,30,3.52,442.23,0,1.909,552.79,32.79,433.27,34.84,219.93,0,52.75,0.48
19614,8,1,10,15,3.43,0,133.35,1.785,659.13,34.1,424.27,32.79,56.93,81.03,50.11,0.48
19658,8,1,21,15,2.64,2.55,55.51,0.881,547.67,30.99,442.8,32.22,38.93,76.1,49.37,0.48
19660,8,1,21,45,2.58,0,62.1,0.836,544.81,31,426.4,32.26,48.87,79.29,49.82,0.48
19663,8,1,22,30,2.5,24.59,4.87,0.8,529.69,32.03,420.53,32.43,82.47,81.12,49.8,0.48
19690,8,2,5,15,3.65,496.38,0,2.221,558.78,32.58,435.07,35.35,307.47,0,54.05,0.48
19693,8,2,6,0,3.81,246.48,0,2.479,576.87,31.97,456.73,34.35,7.6,0,51.59,0.48
19703,8,2,8,30,3.76,0,214.59,2.468,686.53,33.33,423.47,32.39,114.6,72.85,49.1,0.48
19708,8,2,9,45,3.47,0,270.35,2.068,693.02,33.29,433.53,31.8,146.13,59.77,48.33,0.48
19769,8,3,1,0,3.03,443.76,0,0.979,575.14,31.24,455.93,34.27,197,0,52.15,0.48
19808,8,3,10,45,3.17,0,271.33,1.712,666.99,34.05,439.67,31.46,151.47,64.2,47.91,0.48
19812,8,3,11,45,2.97,0,228.11,1.608,617.03,34.02,438.4,31.52,152.27,65.87,48,0.48
19827,8,3,15,30,2.57,0,70.12,1.271,566.04,32.67,429.4,32.14,8.93,78.73,49.58,0.48
19860,8,3,23,45,2.3,377.22,0,0.814,504.5,29.92,412.13,33.07,278.33,0,51.43,0.48
19861,8,4,0,0,2.34,328.13,0,0.822,615.59,31.91,424.53,32.95,205.93,0,50.9,0.48
19863,8,4,0,30,2.4,439.09,0,0.921,615.03,32.38,466.53,33.73,201.2,0,51.69,0.48
19895,8,4,8,30,3.54,0,190.87,2.706,655.73,32.04,422.87,32.29,94.33,77.95,49.2,0.48
19909,8,4,12,0,2.96,0,131.61,1.716,571.37,32.56,427.47,32.27,8.47,77.88,49.4,0.48
19945,8,4,21,0,2.38,14.82,1.15,1.182,652.02,34.08,432.93,32.12,135.73,76.75,49.8,0.48
19975,8,5,4,30,3.23,470.05,0,2.303,548.85,31.93,427.13,34.71,322.73,0,53.57,0.48
19986,8,5,7,15,3.56,329.24,0,2.872,597.37,31.62,435.67,34.13,368.27,0,53.4,0.48
19988,8,5,7,45,3.6,0.67,68.83,2.805,629.35,29.88,410.33,33.04,18.6,0,50.46,0.48
19996,8,5,9,45,3.18,0,257.76,1.975,713.97,33.67,434.73,31.65,116.2,56.77,48.68,0.48
20002,8,5,11,15,2.92,0,211.41,1.605,645.46,33.22,437,31.59,86.13,66.48,48.62,0.48
20004,8,5,11,45,2.82,0,216.68,1.522,625.28,33.78,436.27,31.56,83.13,64.51,48.42,0.48
20036,8,5,19,45,2.38,208.62,0,1.067,604.03,34.04,437.07,32.59,290.2,69.5,51.12,0.48
20037,8,5,20,0,2.39,160.53,0,1.058,642.57,33.93,440.8,32.37,251.93,69.29,50.63,0.48
20055,8,6,0,30,2.54,330.34,0,0.895,606.53,34.52,432.8,33.18,206.27,70.12,51.05,0.48
20056,8,6,0,45,2.57,407.73,0,0.967,596.18,34.5,446.73,33.56,203.73,40.89,51.49,0.48
20057,8,6,1,0,2.61,406.59,0,1.045,605.14,34.5,444.87,33.64,203.67,41.61,51.59,0.48
20061,8,6,2,0,2.78,450.63,0,1.378,576.25,34.52,434.47,34.25,200.47,41.29,52.07,0.48
20085,8,6,8,0,3.77,57.89,0,3.035,602.93,32.51,419.73,33.88,80.27,73.74,51.32,0.48
20097,8,6,11,0,3.3,0,205.98,2.144,636.27,32.97,446.53,32.23,75.13,66.72,48.96,0.48
20133,8,6,20,0,2.68,5.65,7.81,1.143,604.88,30.96,481.2,32.76,11.07,73.23,49.59,0.48
20137,8,6,21,0,2.61,100.07,0,0.947,648.13,33.21,478.53,32.8,103.2,74.09,50.48,0.48
20150,8,7,0,15,2.85,193.52,0,0.893,644.42,34.58,433,33.03,123.87,75.37,50.6,0.48
20156,8,7,1,45,2.98,420.24,0,1.329,568.74,35.07,452.4,34.38,200.27,40.31,52.22,0.48
20157,8,7,2,0,3.03,451.82,0,1.408,585.29,35.03,450.13,34.49,198.67,37.7,52.13,0.48
20162,8,7,3,15,3.29,512.11,0,1.897,545.76,34.14,432.4,35.14,266.8,37.17,53.63,0.48
20185,8,7,9,0,4.11,0,62.25,2.893,593.68,30.9,447.8,33.9,55.73,75.33,51.04,0.48
20188,8,7,9,45,4.05,1.35,57.73,2.72,569.33,29.94,441,33.68,75.8,76.58,51.03,0.48
20209,8,7,15,0,3.41,0,170.81,1.548,596.26,32.67,456.8,32.53,212.2,71.64,48.59,0.48
20284,8,8,9,45,3.54,0,168.45,1.868,626.92,29.59,368.13,32.03,10.2,71.66,49.41,0.48
20289,8,8,11,0,3.24,0,276.83,1.487,686.97,35.03,389.07,31.24,112.8,47.46,48.18,0.48
20290,8,8,11,15,3.18,0,256.45,1.444,658.12,35.03,397.33,31.31,114.6,57.9,48.19,0.48
20306,8,8,15,15,2.69,0,113.23,1.118,598.15,32.8,446.27,32.24,11.07,76.24,49.37,0.48
20469,8,10,8,0,3.71,0,36.71,2.902,680.95,34,444.87,33.46,10.4,0,50.83,0.48
20616,8,11,20,45,2.87,154.9,0,1.115,652.03,34.53,436.4,32.85,297.67,81.74,51.41,0.48
20717,8,12,22,0,2.66,128.33,0,0.844,660.11,34.84,433.67,32.65,178.33,0.35,50.46,0.48
20845,8,14,6,0,3.84,384.69,0,2.831,503.4,30.86,408.47,35.15,171.8,0,52.97,0.48
20858,8,14,9,15,4.11,0,122.15,2.603,657.42,30.97,435.8,33.71,41.07,80.53,50.93,0.48
20859,8,14,9,30,4.08,0,150.56,2.485,640.08,31.03,438.6,33.52,43.33,76.85,50.7,0.48
20860,8,14,9,45,4.05,0,165.07,2.376,619.04,30.91,441.27,33.4,42.53,78.14,50.69,0.48
20861,8,14,10,0,4.01,0,166.66,2.271,621.94,30.91,440.6,33.41,44.93,77.2,50.52,0.48
20902,8,14,20,15,3.14,0,98.1,0.955,656.71,34.09,457.2,32.65,17.73,75.44,49.87,0.48
20905,8,14,21,0,3.06,0,51.55,0.854,661.28,34.03,453,32.82,16.2,72.64,49.81,0.48
20906,8,14,21,15,3.03,0,44.03,0.819,654.97,34.07,453.73,32.76,16.07,81.46,49.71,0.48
21052,8,16,9,45,3.43,0,274.8,2.037,727.7,34.8,443.13,31.89,127.6,77.61,48.67,0.48
21097,8,16,21,0,2.52,0,77.59,0.726,682.2,33.72,433.2,32.05,16.67,81.04,49.29,0.48
21220,8,18,3,45,3.29,545.48,0,2.045,489.58,30.81,407.47,35.43,308.07,0,54.11,0.48
21385,8,19,21,0,2.29,0,97.59,0.909,680.7,32.99,439.87,31.86,16.4,67.95,48.87,0.48
21422,8,20,6,15,3.47,475.99,0,2.853,370.87,19.75,416.13,35.05,262.87,0,53.36,0.48
21520,8,21,6,45,3.36,444.79,0,2.947,334.61,25.21,419.87,34.76,213.2,0,52.88,0.48
21522,8,21,7,15,3.47,463.59,0,2.979,423.73,26.37,417.27,34.94,252.6,0,53.21,0.48
21576,8,21,20,45,2.89,0,70.41,0.882,646.21,33.06,432,32.38,16.87,73.78,49.54,0.48
21623,8,22,8,30,3.92,0,173.93,2.687,686.15,32.1,446.2,33.18,141.4,0,49.97,0.48
21624,8,22,8,45,3.88,0,217.39,2.576,736.06,34.2,451.47,32.82,132.07,38.07,49.35,0.48
21637,8,22,12,0,3.27,0,159.87,1.833,614.12,35.05,452.93,32.47,14.93,69.45,49.53,0.48
21684,8,22,23,45,2.99,326.15,0,0.534,445.62,28.77,430.93,33.82,208.47,0,51.68,0.48
21886,8,25,2,15,2.8,437.65,0,1.525,554.65,33.11,403.93,34.29,254.33,0,52.48,0.48
21892,8,25,3,45,3.09,475.08,0,1.96,535.39,33.97,397.47,34.71,277.13,0,53.05,0.48
21893,8,25,4,0,3.14,461.24,0,2.051,553.17,33.78,400.6,34.56,279.33,0,53.01,0.48
22096,8,27,6,45,3.04,349.3,0,2.926,325.51,21.83,411.6,33.82,258.93,0,52.19,0.48
22156,8,27,21,45,2.14,152.39,0,0.817,557.42,29.9,430.27,32.35,120.27,16.52,49.93,0.48
22157,8,27,22,0,2.14,194.93,0,0.817,542.79,29.94,431.4,32.24,120.2,0.34,49.97,0.48
22197,8,28,8,0,3.68,406.19,0,2.999,351.73,21.8,416.27,34.69,288.87,0,53.16,0.48
22200,8,28,8,45,3.78,232.5,0,2.823,508.85,24.84,434,33.98,251.27,30.17,52.01,0.48
22309,8,29,12,0,3.25,0,234.41,1.825,520.51,29.44,399.2,31.82,139.13,52.38,48.66,0.48
22389,8,30,8,0,3.68,49.96,90.76,2.861,518.17,25.91,436.4,33.04,140.67,0,49.9,0.48
22489,8,31,9,0,3.38,0,252.85,2.532,493.71,25.35,411.6,31.84,142.47,52.69,48.37,0.48
22498,8,31,11,15,3,0,245.07,1.817,463.93,26.4,417.53,31.66,143.67,53.86,48.44,0.48
22548,8,31,23,45,2.39,405.78,0,0.905,358.96,25.09,439.33,33.56,335.33,0,52.2,0.48
22552,9,1,0,45,2.54,363.81,0,1.126,514.92,28.91,438.4,33.52,161.53,0,51.21,0.48
22572,9,1,5,45,3.32,371.91,0,2.843,476,25.25,425.73,34.2,198.47,0,52.08,0.48
22574,9,1,6,15,3.39,332.85,0,2.962,442.72,22.67,428.53,34.07,219.47,0,51.96,0.48
22586,9,1,9,15,3.49,0,101.6,2.437,499.31,25.78,391.93,32.93,114.6,51.2,50.48,0.48
22588,9,1,9,45,3.43,0,66.63,2.287,469.25,25.88,435.33,33.14,113.87,52.88,50.55,0.48
22604,9,1,13,45,3.07,0,48.03,1.751,410.39,25.63,438.33,33.02,53.27,51.99,50.22,0.48
22616,9,1,16,45,2.85,105.57,0,1.447,355.24,24.79,440.73,32.91,111.47,49.89,50.35,0.48
22640,9,1,22,45,2.6,158.71,0,0.933,419.73,25.88,426,32.81,106.27,0,50.39,0.48
22661,9,2,4,0,3.25,263.14,0,2.068,553.6,29.82,437.6,33.61,102.33,0,51.06,0.48
22674,9,14,10,30,2.88,86.37,0,1.786,199.41,19.78,424.27,33.1,199.13,53.21,51.07,0.48
22680,9,14,12,0,2.83,0,63.71,1.483,291.43,23,436.6,32.4,3.27,52.54,49.63,0.48
22715,9,14,20,45,2.26,14.58,3.13,1.137,232.86,21.34,424.2,32.11,141.53,52.13,49.93,0.48
22716,9,14,21,0,2.24,17.7,2.84,1.079,234.89,21.05,422,32.2,142.13,49,49.81,0.48
22731,9,15,0,45,2.35,486.3,0,1.219,435.25,24.89,432.73,33.95,219,0,51.96,0.48
22735,9,15,1,45,2.56,478.4,0,1.529,442.87,24.9,429.73,34.1,217.33,0,52.03,0.48
22739,9,15,2,45,2.75,442.42,0,1.825,393.07,22.57,431.53,34.07,177.6,0,51.92,0.48
22743,9,15,3,45,2.95,493.59,0,2.07,369.78,22.63,420.47,34.68,234,0,52.82,0.48
22808,9,15,20,0,2.57,0,68.29,1.421,275.99,22.4,433,32.17,15.27,51.18,49.39,0.48
22860,9,16,9,0,3.19,0,89.25,2.214,361.29,21.56,400.13,32.51,3.4,52.46,49.78,0.48
22862,9,16,9,30,3.12,0,138.74,2.004,353.51,21.9,408.07,32.12,3.8,52.64,49.63,0.48
22875,9,16,12,45,2.6,0,126.25,1.383,353.29,24.89,238.93,31.54,113.07,52.14,49.54,0.48
