id,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,score
14348,6,7,13,45,0,0,0,0,0,0,0,0,0,0,0,0.78
26946,10,28,22,30,0,0,0,0,0,0,0,0,0,0,0,0.77
27951,11,8,8,45,0,0,0,0,0,0,0,0,0,0,0,0.77
30051,11,30,5,45,0,0,0,0,0,0,0,0,0,0,0,0.77
20382,8,9,10,15,3.29,0,532.02,2.104,715.22,35.14,488.73,29.31,87.07,47.1,46.2,0.74
20381,8,9,10,0,3.39,0,598.49,2.165,703.19,34.55,504.47,28.16,82.27,53.86,45.07,0.73
27517,11,3,20,15,1.83,0,384.88,0.738,-0.01,14.55,94.47,28.89,0.33,0,46.97,0.68
32369,12,24,9,15,2.7,0,624.08,2.363,128.92,18.54,191.6,26.76,128.2,0,44.12,0.68
13451,5,29,5,30,3.77,480.99,0,2.539,438.73,28.76,546.93,36.04,8.13,0,52.71,0.65
32370,12,24,9,30,2.6,0,615.55,2.303,129.28,18.83,191,26.97,127.47,0,44.26,0.65
32371,12,24,9,45,2.5,0,599.53,2.229,130.01,18.26,191.2,27.03,129.73,0,44.24,0.65
2433,2,3,8,30,0,0,0,0,0,18.3,257.07,30.54,0,26.36,48.04,0.64
4069,2,20,10,0,3.02,0,612.52,2.301,139.35,17.32,210.4,28.37,140.27,6.32,45.66,0.64
16020,6,24,23,45,2.43,316.03,0,0.726,487.06,11.78,365.27,32.71,203.73,0,50.99,0.64
22195,8,28,7,30,3.56,512.38,0,3.115,262.87,21.76,408.6,35.34,372.87,0,54.59,0.64
2435,2,3,9,0,0,0,0,0,0,20.61,263.22,30.01,0,25.61,47.11,0.63
2521,2,4,7,0,3.38,8.63,313.38,1.658,99.17,18.12,260.53,31.22,152.4,26.59,48.9,0.63
1244,1,13,23,0,0.64,405.14,0,0.596,345.75,25.01,264.73,31.56,382.4,0,51.54,0.62
2432,2,3,8,15,0,0,0,0,0,18.7,257.88,30.55,0,23.46,48.48,0.62
16817,7,3,7,0,3.81,541.47,0,2.475,257.87,23.84,388.27,35.62,347.93,0,54.86,0.62
20078,8,6,6,15,3.6,439.29,0,2.976,494.61,29.86,512.27,35.41,148.33,50.2,52.63,0.62
22193,8,28,7,0,3.44,545.28,0,3.163,213.4,21.7,403.33,35.56,369.93,0,54.71,0.62
29867,11,28,7,45,3.29,0,152.85,2.305,216.83,20.75,0,32,401.8,0,52.3,0.62
32467,12,25,9,45,3.36,0,601.71,2.389,119.52,18.39,187.27,27.96,118.33,0,45.31,0.62
1178,1,13,6,30,-0.06,22.31,27.49,2.198,121.94,20.11,310.87,26.37,204.2,16.46,44.67,0.61
2434,2,3,8,45,0,0,0,0,0,19.75,261.28,30.18,0,25.21,47.32,0.61
2437,2,3,9,30,0,0,0,0,0,20.52,256.8,29.93,0,25.21,47.13,0.61
2439,2,3,10,0,0,0,0,0,0,21.53,227.37,32.13,0,6.55,51.62,0.61
20069,8,6,4,0,3.23,477.67,0,2.131,514.09,33.45,493.53,35.24,150.93,41.95,52.41,0.61
20077,8,6,6,0,3.55,432.53,0,2.901,496.41,29.95,520.07,35.22,149.4,47.75,52.48,0.61
896,1,10,8,0,3.41,0,257.8,0.1,254.12,14.67,266.07,32.14,63.73,24.85,50.13,0.60
1151,1,12,23,45,-0.06,86.18,0,0.219,421.1,28.5,224.8,35.05,3.27,0,52.82,0.60
2438,2,3,9,45,0,0,0,0,0,19.88,252.9,29.87,0,25.17,47.21,0.60
5496,3,7,6,45,4,0,353.03,2.973,79.54,19.62,268.2,32.21,79.93,25.44,49.5,0.60
13332,5,27,23,45,2.61,540.57,0,0.51,262.56,22.78,421.67,34.78,456.27,0,55.12,0.60
20065,8,6,3,0,2.99,598.86,0,1.745,513.13,33.44,433.67,35.52,358.4,37.83,54.64,0.60
20173,8,7,6,0,3.95,505.49,0,2.916,382.51,24.88,395.2,35.69,311.8,56.68,54.52,0.60
32368,12,24,9,0,2.79,0,525.13,2.435,132.62,18.27,268.67,28.41,131.67,0,45.47,0.60
1155,1,13,0,45,-0.06,66.74,0,0.537,437.91,28.02,198.4,36.08,3.2,0,54.16,0.59
1479,1,16,9,45,0,0,371.57,2.245,145.01,19.59,253.67,31.37,131.4,25.77,49.52,0.59
1672,1,18,10,0,2.71,0,433.79,2.685,268.12,20.65,133.2,30.02,3.67,25.42,47.73,0.59
2436,2,3,9,15,0,0,0,0,0,20.11,261.72,30.1,0,25.17,47.23,0.59
3013,2,9,10,0,2.46,0,516.65,1.293,85.8,18.51,97.67,28.46,86.73,7.54,46.04,0.59
4067,2,20,9,30,3.21,0,625.15,2.393,135.34,18.94,224.07,28.16,136.47,22.8,45.37,0.59
4068,2,20,9,45,3.12,0,635.42,2.349,135.3,18.92,216.53,27.93,134.8,25.51,45.32,0.59
9332,4,16,7,45,3.95,283.76,0,2.992,82.36,20.51,252.53,34.46,473.87,14.32,55.11,0.59
13331,5,27,23,30,2.55,537.09,0,0.519,248.46,22.52,425.4,34.56,463.6,0,55.08,0.59
13717,6,1,0,0,2.8,468.91,0,0.962,394.83,24.14,476.27,34.61,264.6,0,52.83,0.59
14250,6,6,13,15,2.89,31.44,189.28,1.4,419.95,25.87,136.13,10.95,207.33,0,49.59,0.59
19995,8,5,9,30,3.25,0,318.59,2.083,730.74,32.8,444.13,31.1,163.47,55.1,47.46,0.59
20175,8,7,6,30,4.06,490.49,0,3.033,375.25,24.86,409.33,35.7,311.07,65.1,54.37,0.59
20176,8,7,6,45,4.12,476.7,0,3.079,292.98,24.8,431.53,35.65,311.53,87.87,54.38,0.59
20380,8,9,9,45,3.47,0,442.8,2.246,689.31,33.04,475.53,30.38,96.67,58.5,47.13,0.59
22194,8,28,7,15,3.5,519.45,0,3.137,232.73,21.69,407.8,35.37,371.87,0,54.59,0.59
31012,12,10,6,0,3.02,439.19,0,2.848,71.91,19.65,240.53,34.26,462.73,0,55.11,0.59
32468,12,25,10,0,3.26,0,546.83,2.326,121.39,18.04,261.73,28.61,120.2,0,45.85,0.59
32470,12,25,10,30,3.08,0,542.24,2.189,120.85,17.92,300.27,28.72,119.2,0,45.81,0.59
1149,1,12,23,15,-0.06,93.07,0,0.05,340.24,23.18,251.6,33.4,28.47,0,51.12,0.58
1150,1,12,23,30,-0.06,82.51,0,0.126,396.21,26.35,217,35.14,10.2,0,53.22,0.58
1159,1,13,1,45,-0.06,56.41,0,0.87,428.35,28.82,209.2,35.9,3.33,0,53.65,0.58
1175,1,13,5,45,-0.06,59.55,0,2.235,196.53,21.16,267.27,31.19,134.6,0,49.24,0.58
1243,1,13,22,45,0.59,370.33,0,0.575,134.95,20.51,269.6,31.21,384.33,0,51.33,0.58
1247,1,13,23,45,0.77,342.22,0,0.81,384.67,25.84,267.2,31.36,269.67,0,50.34,0.58
2442,2,3,10,45,0,0,0,0,0,21.62,232.33,32.32,0,0,52.16,0.58
2443,2,3,11,0,0,0,0,0,0,21.64,232.93,32.26,0,0,52.29,0.58
5495,3,7,6,30,4.06,0,330.96,3.008,82.04,19.97,268.2,32.26,78.87,18.71,50.12,0.58
9248,4,15,10,45,2.7,0,551.45,1.808,152.09,15.12,268.67,28.55,153.53,5.96,45.52,0.58
13450,5,29,5,15,3.72,482.25,0,2.432,438.95,28.93,548.67,36.1,7.93,0,52.8,0.58
14802,6,12,7,15,3.77,577.06,0,2.68,280.07,22.76,425.13,36.01,337.73,0,55.07,0.58
22196,8,28,7,45,3.62,491.61,0,3.071,290.62,21.79,412.4,35.16,355.4,0,54.34,0.58
29164,11,21,0,0,2.69,423.75,0,0.319,256.33,1.22,252.67,33.81,372.2,0,53.48,0.58
30056,11,30,7,0,0,0,344.19,2.881,77.72,18.01,299.33,30.93,77,0,48.1,0.58
30780,12,7,20,0,1.62,0,378.19,0.743,204.56,21.14,281.73,29.02,203.87,0,45.7,0.58
31780,12,18,6,0,3.38,452.32,0,2.803,155.08,20.65,260.07,34.82,405.67,0,54.91,0.58
32366,12,24,8,30,2.97,0,511.67,2.546,132.73,18.61,298.47,28.81,131.67,0,45.77,0.58
32471,12,25,10,45,2.98,0,545.86,2.117,120.23,18.31,300.93,28.71,119.47,0,45.72,0.58
1148,1,12,23,0,-0.06,111.27,0,0.001,266.42,21.14,248.4,33.03,67.33,0,51,0.57
1163,1,13,2,45,-0.06,63.47,0,1.211,425.55,28.5,197.2,36.14,3.2,0,54.11,0.57
1240,1,13,22,0,0.48,297.74,0,0.652,86.06,19.76,250.2,30.8,388.4,0,50.93,0.57
2441,2,3,10,30,0,0,0,0,0,21.72,233.38,32.23,0,0.08,51.86,0.57
7906,4,1,11,15,2.07,0,82.89,2.191,90.75,20.21,200.93,31.37,387.33,2.67,51.1,0.57
8950,4,12,8,15,3.22,0,524.31,2.985,185.5,21.23,267.27,29.54,186.2,0,46.2,0.57
9341,4,16,10,0,3.37,0,600.51,2.378,198.47,16.25,255.93,28.65,199.47,5.93,45.18,0.57
9345,4,16,11,0,3,0,598.52,1.899,206.23,14.02,258.8,28.45,206,1.63,45.15,0.57
11447,5,8,8,30,3.95,231.52,0,2.795,211.02,21.79,268.33,34,467.6,24.09,54.83,0.57
12852,5,22,23,45,2.88,551.41,0,0.99,208.88,21.79,420.33,34.95,415.53,0,54.99,0.57
13524,5,29,23,45,2.18,541.85,0,0.812,221.03,22.84,429.67,34.31,364.67,0,53.53,0.57
14049,6,4,11,0,2.93,0,441.6,1.77,252.58,20.52,404,29.73,253.67,6.47,45.39,0.57
18941,7,25,10,0,3.3,0,379.49,1.785,691.67,31.23,453,30.73,210,65.1,46.5,0.57
18943,7,25,10,30,3.15,0,420.62,1.624,664.33,31.5,429,30.12,207.2,60.15,46.07,0.57
20066,8,6,3,15,3.06,499.13,0,1.837,506.39,33.46,301.6,34.41,366.2,41.29,53.98,0.57
20067,8,6,3,30,3.11,548.76,0,1.931,504.52,33.48,354.4,35.05,360.6,39.8,54.39,0.57
20164,8,7,3,45,3.42,573.69,0,2.099,497.08,32.99,392.93,35.87,340.33,42.04,54.86,0.57
22192,8,28,6,45,3.38,517.51,0,3.156,231.51,19.94,398.13,35.21,328,0,54.26,0.57
22644,9,1,23,45,2.67,399.35,0,0.927,359.47,24.73,413.07,33.62,320.33,0,52.26,0.57
27952,11,8,9,0,0,0,291.2,2.225,53.19,16.22,268.5,30.71,52.5,0,48.11,0.57
29165,11,21,0,15,2.74,428.81,0,0.319,255.4,3.78,249.93,34.03,370.6,0,53.59,0.57
30052,11,30,6,0,0,93.77,0,2.97,88.2,19.35,281.67,32.72,333.67,0,52.24,0.57
30055,11,30,6,45,0,0,310.37,2.966,78.57,16.95,297.53,31.13,77.8,0,48.53,0.57
1144,1,12,22,0,-0.04,59.51,0,-0.001,184.11,20.96,213,33.9,175.87,0,52.42,0.56
1172,1,13,5,0,-0.06,74.99,0,2.004,410.05,28.73,269.2,31.31,3.4,0,49.1,0.56
1177,1,13,6,15,-0.06,31.39,0.43,2.228,172.55,20.08,311.8,27.44,191.6,0,45.74,0.56
1259,1,14,2,45,1.18,365.66,0,1.574,391.15,25.78,303,32.12,265.27,0,50.84,0.56
1481,1,16,10,15,0,0,336.87,2.159,161.93,19.5,261.07,31.48,145.6,25.62,49.63,0.56
1676,1,18,11,0,2.44,0,391.16,2.681,219.44,20.69,133.93,29.9,3.8,25.32,47.85,0.56
1677,1,18,11,15,2.37,0,375.05,2.681,209.13,20.7,132.73,29.99,3.33,24.97,47.56,0.56
2440,2,3,10,15,0,0,0,0,0,21.5,232.73,32.28,0,0.29,51.86,0.56
2444,2,3,11,15,0,0,0,0,0,21.56,232,32.34,0,0,52.21,0.56
4070,2,20,10,15,2.92,0,577.88,2.244,136.11,19.01,208.8,28.45,136.47,0.29,45.81,0.56
7900,4,1,9,45,2.5,0,484.47,2.447,92.67,19.48,233.87,29.17,93.47,0.05,46.72,0.56
9342,4,16,10,15,3.28,0,602.48,2.257,196,16.61,257.73,28.52,197.6,5.96,45.16,0.56
9343,4,16,10,30,3.18,0,602.91,2.138,200.11,15.93,256.87,28.57,199.8,5.02,45.37,0.56
9528,4,18,8,45,3.94,0,323.49,2.852,0,18.17,253.87,32.02,63.53,10.69,49.53,0.56
13350,5,28,4,15,3.57,565.82,0,2.005,0,28.35,480.73,36.23,190.07,0,53.95,0.56
14130,6,5,7,15,3.74,510.27,0,2.77,224.28,23.28,384.8,35.48,314,0,54.57,0.56
18942,7,25,10,15,3.23,0,400.37,1.703,654.4,31.46,432.8,30.64,209.6,63.65,46.56,0.56
19604,8,1,7,45,3.95,8.2,95.05,2.699,610.31,31.54,429.27,33.14,66.93,77.4,50.37,0.56
20064,8,6,2,45,2.92,586.61,0,1.653,513.71,33.5,438.67,35.35,364.13,42.07,54.33,0.56
20165,8,7,4,0,3.49,570.4,0,2.198,501.84,32.95,397.33,35.55,338.67,39.49,54.74,0.56
20167,8,7,4,30,3.62,558.11,0,2.401,484.1,31.39,382.07,35.79,337.13,45.5,54.8,0.56
20869,8,14,12,0,3.7,0,352.53,1.585,637.84,34.09,446.4,31.77,168.47,68.62,47.8,0.56
23079,9,18,15,45,2.94,136.47,0,1.776,106.43,18.84,261.93,32.68,289.47,53.6,51.5,0.56
24974,10,8,9,30,3.79,0,340.48,2.661,235.08,20.99,0,30.67,214.13,0,49.51,0.56
24975,10,8,9,45,3.72,0,372.21,2.62,235.19,20.58,0,30.37,215.07,0,49.19,0.56
24976,10,8,10,0,3.65,0,367.81,2.575,237.32,19.18,0,30.24,216.73,0,49.14,0.56
27954,11,8,9,30,0,0,284.3,2.17,0,17.55,271,30.51,50,0,48.47,0.56
27955,11,8,9,45,0,0,295.6,2.007,0,16.43,272,30.44,52,0,47.96,0.56
27959,11,8,10,45,0,221.49,0,1.864,151.93,20.12,251.4,32.1,471.93,0,52.95,0.56
30184,12,1,15,0,3.33,284.14,0,2.105,109.93,19.73,266,33.59,475.53,0,54.44,0.56
32794,12,28,19,30,1.72,0,337.13,0.748,153.19,19.94,268.73,29.5,153,0,46.59,0.56
27,1,1,6,45,3.41,255.63,0,0.106,120.14,19.58,267.73,33.54,214.33,26.67,52.07,0.55
28,1,1,7,0,3.44,209.45,0,0.109,138.55,19.5,271.53,33.24,194.73,25.24,51.73,0.55
123,1,2,6,45,3.49,102.43,0,0.106,123.99,20.67,269.13,33.35,87.87,25.63,51.41,0.55
894,1,10,7,30,3.5,0,250.09,0.1,243.59,14.99,276.2,32.27,74.47,26.73,50.03,0.55
1055,1,11,23,45,0.5,186.97,0,0.1,200.29,20.6,284.53,30.31,90.4,0,48.32,0.55
1152,1,13,0,0,-0.06,61.58,0,0.303,437.07,28.19,205.27,35.98,3.07,0,54.18,0.55
1168,1,13,4,0,-0.06,50.87,0,1.643,427.89,28.35,253.4,31.63,3.33,0,49.38,0.55
1179,1,13,6,45,-0.06,102.85,0,2.168,124.28,20.1,266.53,29.94,338.87,25.88,49.35,0.55
1203,1,13,12,45,0,140.57,0,1.328,93.62,19.71,271.33,29.91,397.6,24.68,50.03,0.55
1207,1,13,13,45,0,143.09,0,1.185,87.96,20.05,270,29.92,398.07,24.93,50.16,0.55
1245,1,13,23,15,0.68,369.74,0,0.672,377.56,25.69,265.87,31.45,382,0,51.44,0.55
1248,1,14,0,0,0.81,336.18,0,0.878,399.05,25.63,267.2,31.32,270.87,0,50.4,0.55
1484,1,16,11,0,0,0,312.31,2.024,127.76,18.65,251.27,31.51,128.4,25.52,49.7,0.55
4071,2,20,10,30,2.83,0,578.32,2.188,135.23,19.44,207.8,28.52,135.73,0.07,45.93,0.55
6840,3,21,6,45,4.01,0,351.27,3.007,73.16,19.38,263.47,32.07,73.8,26.41,49.6,0.55
7700,3,30,7,45,3.49,0,330.09,2.989,82.46,17.2,244.33,31.8,82.53,0,49.41,0.55
7904,4,1,10,45,2.2,0,490.79,2.263,94.7,17.65,239.2,28.76,95.53,0.76,46.08,0.55
7907,4,1,11,30,2.05,0,94.71,2.155,104.63,20.18,202.6,31.29,390.4,0.33,51.18,0.55
8569,4,8,9,0,2.62,0,511.99,2.066,101.3,16.44,205.47,28.9,101.6,0,46.48,0.55
8951,4,12,8,30,3.13,0,521.75,2.965,187.19,20.89,267.6,29.52,187.27,0,46.22,0.55
9330,4,16,7,15,3.85,408.36,0,2.99,166.08,20.61,239.47,35.13,393.07,0,55.09,0.55
9340,4,16,9,45,3.46,0,607.73,2.502,201.28,15.35,255,28.76,201.73,5.68,45.26,0.55
9344,4,16,10,45,3.09,0,603.39,2.02,194.59,17.07,260.13,28.35,195.6,5.83,45.01,0.55
10686,4,30,10,15,2.8,0,517.99,1.969,153.28,19.18,305.2,28.9,154.6,33.92,45.88,0.55
11142,5,5,4,15,3.57,453.18,0,2.159,0,20.71,253.67,34.77,310.33,0,54.13,0.55
11442,5,8,7,15,3.75,403.52,0,2.81,146.76,20.63,262.13,34.56,418.4,0,55.01,0.55
11443,5,8,7,30,3.79,368.49,0,2.809,143.74,20.68,259.67,34.73,438.67,25.41,55.11,0.55
11446,5,8,8,15,3.92,283.27,0,2.81,224.94,21.11,269.27,33.88,461.4,31.68,54.97,0.55
11457,5,8,11,0,3.41,0,510.71,2.183,108.29,17.31,264.13,29.53,109.33,11.1,46.86,0.55
11541,5,9,8,0,3.84,0,519.29,2.853,195.3,21.06,244.67,29.86,196.13,27.72,46.64,0.55
11639,5,10,8,30,3.26,0,523.59,2.758,177.3,18.61,245.53,29.15,178.33,27.17,45.83,0.55
13351,5,28,4,30,3.64,566.86,0,2.099,0,28.31,477.47,36.22,189.33,0,53.9,0.55
13744,6,1,6,45,3.84,21.65,4.24,2.947,367.89,22.41,436.4,33.83,7.47,0,51.09,0.55
14051,6,4,11,30,2.78,0,388.85,1.623,269.08,21.27,399.47,30.03,270,0.08,45.95,0.55
14801,6,12,7,0,3.7,593.93,0,2.68,258.12,22.72,421.2,36.07,327.53,0,55.05,0.55
15530,6,19,21,15,2.98,0,290.02,1.047,524.41,28.95,410.67,30.87,253.27,0,46.86,0.55
16022,6,25,0,15,2.48,260.47,0,0.64,479.07,6.27,407.4,32.81,101,0,50.36,0.55
16818,7,3,7,15,3.87,476.75,0,2.451,298.63,25.77,396.87,35.2,274.6,0,53.51,0.55
17097,7,6,5,0,2.87,206.83,0,2.407,545.76,31.2,431,32.92,8.93,0,36.73,0.55
17099,7,6,5,30,2.89,206.98,0,2.573,567.41,32.29,429.07,33.01,26.73,0,36.94,0.55
18728,7,23,4,45,3.15,571.81,0,2.403,468.56,28.86,415.53,35.53,349.87,49.54,54.67,0.55
19321,7,29,9,0,3.41,0,318.67,2.103,709.03,33.48,433.53,31.52,155.2,71.24,47.99,0.55
19605,8,1,8,0,3.92,0,131.66,2.655,638.66,31.89,415.53,32.88,66,81.85,49.98,0.55
19609,8,1,9,0,3.72,0,305.69,2.231,687.54,33.03,441.8,31.69,148.4,76.89,48.16,0.55
19706,8,2,9,15,3.59,0,309.37,2.226,707.39,33.17,435.13,31.67,145.27,66.38,48.15,0.55
20076,8,6,5,45,3.51,449.02,0,2.815,475.98,30.95,519.47,35.29,148.33,46.55,52.56,0.55
20166,8,7,4,15,3.55,565.5,0,2.299,508.11,32.95,388.13,35.76,337.67,43.56,54.9,0.55
22632,9,1,20,45,2.72,0,37.47,1.144,436.68,24.9,453.6,32.46,26.47,50.57,49.62,0.55
23080,9,18,16,0,2.94,106.52,0,1.701,121.58,19.64,263.6,32.59,207.33,50.87,50.92,0.55
23976,9,28,0,0,0,397.9,0,1.03,342.17,21.94,279,33.47,356,0,52.65,0.55
27518,11,3,20,30,1.76,0,280.96,0.659,0.03,16,182.13,29.77,0.2,0,47.61,0.55
27652,11,5,6,0,2.65,435.86,0,2.759,145.53,19.75,258,33.8,459.8,0,54.53,0.55
29157,11,20,22,15,2.36,347.46,0,0.315,256.25,0.2,263.33,33.02,388.47,0,52.74,0.55
29163,11,20,23,45,2.63,433.06,0,0.317,257.93,0.24,252.33,33.88,374,0,53.44,0.55
30185,12,1,15,15,3.36,256.95,0,2.078,100.37,19.71,266.33,33.56,435.6,0,53.9,0.55
31782,12,18,6,30,3.49,451.83,0,2.819,166.6,20.76,262.53,34.6,442.47,0,55.21,0.55
32367,12,24,8,45,2.88,0,499.46,2.485,133.87,18.46,296.8,28.94,132.4,0,46.01,0.55
32708,12,27,22,0,1.74,0,87.29,0.755,-0.59,0,250.33,31.08,0.27,0,48.84,0.55
33095,12,31,22,45,3.05,380.74,0,0.833,244.08,15.66,218.93,33.8,460.27,0,54.59,0.55
29,1,1,7,15,3.46,168.49,0,0.109,124.55,19.76,271.8,33.18,186.8,26.04,51.49,0.54
31,1,1,7,45,3.49,37.81,1.55,0.109,174.91,20.62,271.2,33.2,117.13,25.14,51.43,0.54
84,1,1,21,0,1.81,222.12,0,0.108,196.79,21.8,250.53,31.92,379.53,7.58,52,0.54
127,1,2,7,45,3.49,0,97.18,0.105,215.27,20.54,202.73,32.82,155,25.26,51.09,0.54
137,1,2,10,15,2.95,0,468.46,0.102,265.94,20.67,246.73,29.86,3.8,21.12,47.39,0.54
323,1,4,8,45,3.34,0,370.41,0.1,244.53,18.77,239.2,31.37,30.13,26.05,49.31,0.54
1079,1,12,5,45,0.62,0,87.13,0.1,194.54,18.95,269.07,30.08,3.53,0,47.88,0.54
1097,1,12,10,15,0.22,13.93,209.68,0.1,228.66,21.18,264.27,27.95,101.8,26.17,45.97,0.54
1147,1,12,22,45,-0.05,92.45,0,-0.001,153.94,21.7,227.8,32.97,88.67,0,50.98,0.54
1154,1,13,0,30,-0.06,64.01,0,0.462,441.42,27.48,203.87,35.99,3.13,0,53.99,0.54
1241,1,13,22,15,0.51,285.49,0,0.618,82.32,19.96,252.67,30.69,389.73,0,50.76,0.54
1476,1,16,9,0,0,0,300.61,2.367,117.6,19.65,249.11,32.12,171.11,25.57,50.45,0.54
1477,1,16,9,15,0,0,325.61,2.333,133.45,19.76,248.73,31.79,143.6,25.8,49.98,0.54
1478,1,16,9,30,0,0,345.83,2.289,153.47,19.52,253.67,31.42,144.33,25.45,49.76,0.54
1485,1,16,11,15,0,0,285.73,1.98,123.38,19.07,252.53,31.44,128.27,25.61,49.61,0.54
1576,1,17,10,0,0,0,446.3,2.14,113.89,18.67,249,30,175,24,47.76,0.54
1673,1,18,10,15,2.64,0,408.59,2.681,268.58,20.54,127.73,29.78,3.67,25.37,47.76,0.54
1675,1,18,10,45,2.51,0,410.93,2.681,225.18,20.63,126.67,29.84,3.6,25.82,47.76,0.54
1771,1,19,11,15,2.35,0,153.65,2.68,209.89,20.61,65.8,31.11,334.47,25.53,50.76,0.54
3010,2,9,9,15,2.72,0,549.92,1.435,118.65,18.06,127.4,28.7,118.6,25.07,46.27,0.54
3014,2,9,10,15,2.38,0,481.93,1.229,86.65,18.23,93.67,28.96,87.2,0.32,46.68,0.54
3301,2,12,10,0,2.88,0,533.42,2.181,126.28,18.51,248.2,29.18,82.13,6.82,46.87,0.54
4065,2,20,9,0,3.39,0,553.09,2.479,136.88,19.11,257.53,29.19,136.87,24.8,46.33,0.54
4072,2,20,10,45,2.74,0,554.69,2.133,136.18,19.13,208,28.58,136.53,0,45.97,0.54
4972,3,1,19,45,1.91,0,447.77,0.861,115.01,19.75,258.13,29.06,115.13,0,46.37,0.54
6160,3,14,4,45,4.09,25.19,0.34,2.927,143.98,12.19,228.2,33.7,3.33,0,51.73,0.54
7898,4,1,9,15,2.66,0,483.09,2.558,95.3,17.48,224.87,29.33,95.53,0.4,46.78,0.54
7952,4,1,22,45,1.65,0,274.79,0.741,120.91,20.3,226.6,30.16,121.2,0,47.65,0.54
9245,4,15,10,0,2.96,0,531.53,2.174,150.82,16.04,263.2,29.03,151.6,6.4,45.78,0.54
9331,4,16,7,30,3.91,334.15,0,2.991,113.22,21.15,250.4,34.56,434.53,7.36,55.01,0.54
9339,4,16,9,30,3.56,0,586.08,2.624,195.25,17.24,253.53,28.85,196.4,6.73,45.56,0.54
9524,4,18,7,45,4.11,0,184.94,3.007,0,20.18,256.53,33.15,62.07,13.13,50.65,0.54
9533,4,18,10,0,3.59,0,539.39,2.407,0,18.5,255.87,29.65,150.8,7.09,46.52,0.54
12960,5,24,2,45,3.62,447.97,0,1.905,404.24,23.81,502.33,35.58,59.2,0,52.56,0.54
13236,5,26,23,45,2.7,528.51,0,0.76,222.26,21.69,425.27,34.63,426.73,0,54.67,0.54
13345,5,28,3,0,3.24,563.37,0,1.546,467.04,28.16,484.2,35.82,192.53,0,53.39,0.54
13349,5,28,4,0,3.51,573.06,0,1.911,0,28.38,484.27,36.22,190.07,0,53.89,0.54
14046,6,4,10,15,3.17,0,428.05,1.976,238.97,21.13,398.87,30.01,239.4,25.26,45.95,0.54
14052,6,4,11,45,2.71,0,363.04,1.55,268.04,21.36,397.2,30.14,268.8,0,45.79,0.54
14341,6,7,12,0,2.82,62.27,46.93,1.66,346.53,8.34,404.87,32.33,96.6,0,17.22,0.54
15855,6,23,6,30,3.56,482.64,0,3.025,428.85,23.11,413.67,34.88,343.73,0,54.02,0.54
18064,7,16,6,45,3.42,482.69,0,2.896,292.42,24.32,447.8,35.12,358.53,83.2,54.18,0.54
18724,7,23,3,45,2.87,595.21,0,2.067,454,30.57,416.53,35.47,351.53,42.62,54.65,0.54
18727,7,23,4,30,3.08,569.02,0,2.327,426.19,28.92,417.93,35.41,351.13,47.43,54.61,0.54
18944,7,25,10,45,3.08,0,359.52,1.547,647.52,31.24,401.73,30.51,132.53,60.11,47.12,0.54
19608,8,1,8,45,3.78,0,289.8,2.347,699.92,32.44,438.87,31.92,132.8,65.58,48.33,0.54
19610,8,1,9,15,3.65,0,293.79,2.127,678.46,33.12,441.8,31.71,150.07,74.37,48.18,0.54
19618,8,1,11,15,3.24,0,275.13,1.611,640.2,34.07,447.87,31.35,144.47,70.14,47.82,0.54
20068,8,6,3,45,3.17,506.28,0,2.029,491.39,33.43,508.8,35.38,171.6,35.35,52.62,0.54
22581,9,1,8,0,3.61,64.77,0,2.876,481.92,23.21,434,33.64,125.2,0,51.24,0.54
22636,9,1,21,45,2.62,34.57,21.36,0.983,426.17,25.87,452.47,32.46,72.67,16.84,49.92,0.54
22727,9,14,23,45,2.16,545.03,0,1.002,286.73,23.31,430.13,34.11,378.13,0,53.31,0.54
22823,9,15,23,45,2.38,513.25,0,1.149,277.1,23.84,428.47,34.1,369.8,0,53.45,0.54
22907,9,16,20,45,1.73,0,120.38,1.176,336.38,24.36,182,30.37,179.73,52.04,48.83,0.54
22960,9,17,10,0,2.74,0.87,16.59,2.352,313.47,22.81,269.4,32.07,337.73,52.14,51.22,0.54
23074,9,18,14,30,2.96,17.71,0.09,2.153,129.9,18.92,252.4,32.43,209.07,53.17,50.88,0.54
23076,9,18,15,0,2.93,117.39,0,2.005,105.76,18.76,250.67,32.56,304.73,52.12,51.66,0.54
27515,11,3,19,45,1.94,0,250.2,0.869,0.03,16.22,257.73,30.44,0.2,0,48.45,0.54
27519,11,3,20,45,1.71,0,191.69,0.579,0.01,15.85,259.67,30.48,0.4,0,48.45,0.54
27653,11,5,6,15,2.7,413.63,0,2.74,139.46,20.88,262.8,33.63,466.07,0,54.47,0.54
27953,11,8,9,15,0,0,273.05,2.187,52.13,17.41,269.8,30.63,51.27,0,48.37,0.54
29154,11,20,21,30,2.26,298.19,0,0.705,247.27,0.67,248.27,32.43,396.67,0,52.48,0.54
29155,11,20,21,45,2.29,315.58,0,0.552,256.32,0.93,245.47,32.67,394.33,0,52.54,0.54
31781,12,18,6,15,3.44,457.28,0,2.811,160.1,20.71,259.53,34.86,446.53,0,55.18,0.54
32466,12,25,9,30,3.45,0,514.57,2.453,121.26,18.34,256.13,29.2,120,0,46.38,0.54
