id,num,scores_files,scores_sum,num_files,received_at
8165,6,0.69;0.45;0.45;0.41;0.57;0.73,3.3,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.8995262752010577
451,6,0.63;0.47;0.57;0.39;0.59;0.65,3.3,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.0496860196100033
123,6,0.62;0.48;0.59;0.41;0.59;0.61,3.3,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.013550732620909993
8812,6,0.57;0.67;0.5;0.39;0.59;0.58,3.3,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9708053321582021
15,6,0.55;0.53;0.62;0.41;0.62;0.56,3.2900000000000005,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.0016525283684036575
700,6,0.74;0.46;0.55;0.4;0.45;0.69,3.29,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.07711799052550403
8947,6,0.61;0.49;0.55;0.41;0.61;0.62,3.29,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.985678087473835
9065,6,0.53;0.57;0.57;0.46;0.56;0.6,3.29,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9986779773052771
30,6,0.57;0.5;0.6;0.43;0.47;0.71,3.2800000000000002,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.003305056736807315
9002,6,0.59;0.52;0.53;0.41;0.65;0.58,3.28,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9917373581579817
33,6,0.58;0.51;0.6;0.42;0.6;0.57,3.28,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.0036355624104880465
2,6,0.48;0.61;0.63;0.46;0.5;0.6,3.28,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.00022033711578715433
61,6,0.47;0.7;0.58;0.42;0.59;0.52,3.28,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.006720282031508208
1060,6,0.68;0.46;0.51;0.42;0.53;0.67,3.2700000000000005,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.1167786713671918
8119,6,0.65;0.45;0.48;0.37;0.58;0.74,3.2700000000000005,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.894458521537953
8968,6,0.6;0.47;0.54;0.45;0.66;0.55,3.2700000000000005,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9879916271896001
11,6,0.49;0.74;0.62;0.4;0.49;0.53,3.2700000000000005,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.001211854136829349
9015,6,0.61;0.5;0.55;0.42;0.62;0.57,3.27,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9931695494105982
9034,6,0.61;0.52;0.55;0.39;0.55;0.65,3.27,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9952627520105762
8984,6,0.61;0.49;0.53;0.39;0.58;0.66,3.2600000000000002,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9897543241158974
9001,6,0.58;0.49;0.54;0.39;0.64;0.62,3.2600000000000002,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9916271896000881
8868,6,0.54;0.47;0.55;0.47;0.58;0.65,3.2600000000000002,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9769747714002424
8277,6,0.7;0.45;0.48;0.37;0.56;0.7,3.26,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9118651536851382
8810,6,0.6;0.47;0.52;0.43;0.61;0.62,3.25,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9705849950424149
415,6,0.54;0.64;0.54;0.39;0.59;0.55,3.25,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.045719951525834523
12,6,0.51;0.55;0.61;0.49;0.55;0.54,3.25,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.001322022694722926
8477,6,0.67;0.46;0.49;0.37;0.54;0.71,3.24,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9338988652638537
291,6,0.62;0.48;0.56;0.43;0.52;0.63,3.24,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.03205905034703096
249,6,0.6;0.53;0.53;0.4;0.55;0.63,3.24,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.027431970915500717
9000,6,0.53;0.52;0.52;0.4;0.59;0.68,3.24,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9915170210421945
9049,6,0.52;0.55;0.56;0.43;0.58;0.6,3.24,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9969152803789798
1384,6,0.41;0.81;0.47;0.68;0.45;0.42,3.24,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.1524732841247108
8259,6,0.66;0.45;0.48;0.37;0.57;0.71,3.2399999999999998,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9098821196430539
8870,6,0.61;0.48;0.52;0.4;0.62;0.61,3.2399999999999998,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9771951085160295
9074,6,0.54;0.61;0.61;0.4;0.58;0.5,3.2399999999999998,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9996694943263192
8972,6,0.51;0.7;0.56;0.49;0.52;0.46,3.2399999999999998,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9884323014211744
8971,6,0.55;0.49;0.54;0.41;0.65;0.59,3.23,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9883221328632809
9050,6,0.54;0.52;0.55;0.4;0.65;0.57,3.23,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9970254489368734
5551,6,0.64;0.45;0.47;0.46;0.55;0.65,3.22,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.6115456648672469
8991,6,0.55;0.49;0.54;0.39;0.65;0.6,3.22,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9905255040211524
3921,6,0.54;0.6;0.45;0.61;0.43;0.59,3.22,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.4319709155007161
16,6,0.49;0.55;0.6;0.44;0.58;0.56,3.22,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.0017626969262972347
9070,6,0.46;0.58;0.6;0.47;0.52;0.59,3.22,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.999228820094745
3547,6,0.66;0.46;0.46;0.38;0.56;0.7,3.2199999999999998,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.3907678748485182
17,6,0.58;0.51;0.66;0.45;0.53;0.48,3.2100000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.001872865484190812
9024,6,0.52;0.51;0.55;0.39;0.66;0.58,3.2100000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9941610664316404
2800,6,0.68;0.46;0.48;0.36;0.51;0.72,3.21,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.3084719621020161
1217,6,0.65;0.43;0.47;0.47;0.44;0.75,3.21,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.13407513495648343
6829,6,0.65;0.43;0.48;0.46;0.54;0.65,3.21,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.7523410818552385
159,6,0.59;0.46;0.55;0.4;0.61;0.6,3.21,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.017516800705078772
48,6,0.56;0.51;0.58;0.43;0.54;0.59,3.21,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.005288090778891704
69,6,0.55;0.51;0.59;0.42;0.59;0.55,3.21,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.007601630494656825
8998,6,0.55;0.49;0.55;0.42;0.61;0.59,3.21,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9912966839264074
7789,6,0.44;0.65;0.47;0.63;0.54;0.48,3.21,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.8581028974330726
864,6,0.64;0.48;0.5;0.38;0.48;0.72,3.2,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.09518563402005067
7725,6,0.63;0.44;0.5;0.44;0.49;0.7,3.2,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.8510521097278837
27,6,0.56;0.51;0.58;0.46;0.47;0.62,3.2,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.0029745510631265836
0,6,0.55;0.6;0.64;0.44;0.52;0.45,3.2,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0
9072,6,0.52;0.59;0.63;0.51;0.52;0.43,3.2,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9994491572105321
7890,6,0.62;0.44;0.46;0.43;0.52;0.73,3.1999999999999997,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.8692299217803239
1259,6,0.68;0.46;0.5;0.38;0.51;0.66,3.1900000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.13870221438801367
3633,6,0.68;0.42;0.48;0.35;0.54;0.72,3.1900000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.40024237082736586
1025,6,0.63;0.46;0.49;0.39;0.58;0.64,3.1900000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.1129227718409166
8708,6,0.62;0.48;0.51;0.39;0.53;0.66,3.1900000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.95934780213727
8883,6,0.6;0.49;0.5;0.39;0.62;0.59,3.19,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.978627299768646
8964,6,0.55;0.49;0.54;0.42;0.59;0.6,3.19,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9875509529580258
9033,6,0.51;0.53;0.54;0.42;0.57;0.62,3.19,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9951525834526826
8986,6,0.5;0.49;0.56;0.49;0.56;0.59,3.19,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9899746612316844
9019,6,0.48;0.52;0.56;0.5;0.56;0.57,3.19,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9936102236421726
9053,6,0.47;0.53;0.57;0.47;0.57;0.58,3.19,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9973559546105542
6498,6,0.44;0.66;0.47;0.62;0.52;0.48,3.19,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.7158752891924645
3015,6,0.66;0.44;0.48;0.36;0.53;0.72,3.1899999999999995,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.33215820204913515
8848,6,0.57;0.5;0.52;0.38;0.61;0.61,3.1899999999999995,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9747714002423709
8736,6,0.6;0.48;0.54;0.41;0.6;0.55,3.1800000000000006,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9624325217582902
1,6,0.52;0.58;0.62;0.45;0.51;0.5,3.1800000000000006,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.00011016855789357717
7375,6,0.66;0.42;0.48;0.36;0.53;0.73,3.18,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.8124931144651316
8370,6,0.6;0.48;0.53;0.4;0.52;0.65,3.18,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.922110829569241
8879,6,0.58;0.49;0.54;0.41;0.55;0.61,3.18,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9781866255370717
9017,6,0.56;0.5;0.54;0.39;0.58;0.61,3.18,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9933898865263854
9057,6,0.52;0.56;0.58;0.4;0.64;0.48,3.18,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9977966288421285
25,6,0.48;0.53;0.59;0.44;0.57;0.57,3.1799999999999997,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.0027542139473394293
9075,6,0.47;0.62;0.62;0.48;0.5;0.49,3.1799999999999997,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9997796628842128
9077,6,0.48;0.63;0.62;0.47;0.53;0.44,3.1700000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,1
6248,6,0.68;0.42;0.47;0.37;0.52;0.71,3.17,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.6883331497190702
7124,6,0.67;0.42;0.48;0.36;0.53;0.71,3.17,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.7848408064338438
7647,6,0.61;0.43;0.51;0.39;0.51;0.72,3.17,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.8424589622121846
8862,6,0.57;0.48;0.52;0.4;0.64;0.56,3.17,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.976313760052881
9069,6,0.49;0.58;0.61;0.46;0.52;0.51,3.17,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9991186515368514
289,6,0.59;0.49;0.56;0.41;0.45;0.66,3.1600000000000006,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.031838713231243806
1625,6,0.67;0.45;0.48;0.37;0.49;0.7,3.16,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.1790239065770629
2787,6,0.65;0.45;0.48;0.39;0.52;0.67,3.16,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.3070397708493996
7381,6,0.65;0.42;0.48;0.36;0.56;0.69,3.16,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.8131541258124931
426,6,0.59;0.47;0.55;0.39;0.56;0.6,3.16,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.046931805662663875
14,6,0.52;0.54;0.58;0.41;0.58;0.53,3.16,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.0015423598105100804
9073,6,0.5;0.6;0.62;0.49;0.52;0.43,3.16,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9995593257684257
9063,6,0.48;0.56;0.57;0.47;0.59;0.49,3.16,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9984576401894899
2630,6,0.46;0.6;0.47;0.6;0.52;0.51,3.16,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.28974330726010794
1027,6,0.59;0.46;0.48;0.47;0.51;0.65,3.1599999999999997,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.11314310895670375
7796,6,0.56;0.65;0.46;0.36;0.53;0.6,3.1599999999999997,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.8588740773383277
1505,6,0.62;0.43;0.5;0.4;0.52;0.68,3.1500000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.16580367962983364
8849,6,0.59;0.47;0.5;0.39;0.64;0.56,3.1500000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9748815688002644
9025,6,0.51;0.51;0.58;0.46;0.58;0.51,3.1500000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.994271234989534
139,6,0.45;0.52;0.54;0.55;0.47;0.62,3.1500000000000004,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.015313429547207227
9018,6,0.6;0.51;0.53;0.41;0.58;0.52,3.15,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.993500055084279
8866,6,0.57;0.48;0.53;0.38;0.55;0.64,3.15,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.9767544342844552
2709,6,0.49;0.66;0.49;0.39;0.45;0.67,3.15,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.2984466233337006
8895,6,0.59;0.48;0.53;0.43;0.49;0.63,3.1499999999999995,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.979949322463369
6058,6,0.65;0.43;0.46;0.35;0.54;0.71,3.14,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.6674011237192905
1002,6,0.63;0.47;0.49;0.39;0.51;0.65,3.14,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.11038889500936433
35,6,0.62;0.52;0.63;0.45;0.5;0.42,3.14,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.0038558995262752012
4,6,0.46;0.56;0.62;0.44;0.56;0.5,3.14,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.00044067423157430867
4140,6,0.64;0.43;0.5;0.43;0.47;0.67,3.1399999999999997,conexion.csv;configuracion.csv;identificacion.csv;mensaje.csv;tiempo.csv;ubicacion.csv,0.4560978296794095
